,Objname,ObsEcc,ObsSin(Inc),PropEcc,PropSin(Inc),PropSMA,0_2PE,1_3PE,2_4PE,3_5PE,4_6PE,5_7PE,6_8PE,7_9PE,8_10PE
170,2013 RX157,0.044398589987461004,0.20429220073163334,0.04361845164721068,0.2013792435781862,41.27104393823514,"[0.033152829197773376, 0.20173228862661763, 41.27104871031977]","[0.04342260654246428, 0.19099763655970003, 41.271042550369]","[0.04873174336898678, 0.18129319524652832, 41.27101441740859]","[0.04428186667785701, 0.18157717587576971, 41.27101066535612]","[0.033779369603658765, 0.1914528476432578, 41.27103944667276]","[0.028293874005448624, 0.20164353001546734, 41.27104628191648]","[0.03412013936884735, 0.20356732074902886, 41.271042668128544]","[0.04036599657030431, 0.19532214104586695, 41.27103205559014]","[0.03885515478941807, 0.18296883982313944, 41.27107207904727]"
171,2000 OL67,0.10576562817316017,0.06340174787487492,0.10546897912538081,0.060813488219471114,45.1020812863918,"[0.08236416871502981, 0.05541528836594067, 45.10167594893748]","[0.07433868024444845, 0.04774567968274906, 45.10182409722719]","[0.07689434898780206, 0.03943403785704118, 45.10190784064233]","[0.08534496547426489, 0.048311202893534286, 45.10192129217404]","[0.08501831372178836, 0.056403380838770265, 45.1021404289046]","[0.0770883570097759, 0.05034868623573282, 45.10234363210024]","[0.07549253111010996, 0.04075646700617902, 45.102373162268954]","[0.08327534000057324, 0.047948250861907696, 45.10241674465526]","[0.08679362317223684, 0.05737808759005198, 45.10231080467011]"
172,2013 RY157,0.10767556364363842,0.053251592944119804,0.04916664960277283,0.04641401397203232,43.66861758622055,"[0.006622315044336969, 0.03824609020433992, 43.66871264427238]","[0.016748045324760385, 0.05097548390195259, 43.668379571545124]","[0.007631595089636423, 0.05208633792042591, 43.668446435642544]","[0.015696316577760723, 0.04108412911034038, 43.66845785789702]","[0.006548281761600094, 0.02949357622237013, 43.668613005095686]","[0.015500413102275583, 0.03576667271247611, 43.66887359991655]","[0.009163284291372501, 0.04853753792748895, 43.66868213034687]","[0.015617580335999203, 0.052425576781009, 43.668230084264565]","[0.009254116682451505, 0.04402860592345138, 43.66863974968951]"
173,2013 RT158,0.0771123360231689,0.032395838354083786,0.07674815955322412,0.02162701714020803,44.28860092121327,"[0.05610199090552619, 0.023201161122214528, 44.28852975045391]","[0.057804580048864705, 0.027672462533243826, 44.28855285396123]","[0.06757940497586011, 0.020804875985602045, 44.28862120441064]","[0.0709042151671468, 0.00911916351545801, 44.28867487897613]","[0.0636150578818353, 0.017037914313116596, 44.288664682771646]","[0.0553580499234478, 0.02596475680207667, 44.28861006927811]","[0.05893018828386328, 0.024242624511608815, 44.28857833501985]","[0.06853124692488513, 0.013326856190394153, 44.28858689396969]","[0.07045185258521665, 0.011758681658920708, 44.28861602213378]"
174,2013 RO109,0.03984893596746474,0.030543847941320815,0.03972630434303084,0.018864428433940376,44.034648032223785,"[0.03679129455432131, 0.02450447044258133, 44.03465704457958]","[0.0397948332340949, 0.016434559148625898, 44.0346490239904]","[0.033714594976195646, 0.006407591523761954, 44.03464743712769]","[0.025760775292936827, 0.016404115244460584, 44.034649791140616]","[0.02912211182561007, 0.02352152010412451, 44.03465071050289]","[0.037440696264934965, 0.020340405667077482, 44.03464460416644]","[0.0390136176355814, 0.009481892535150457, 44.03464766454691]","[0.032041079719360946, 0.010604536136407251, 44.03464589302621]","[0.024976906575537996, 0.02076660712439708, 44.03463683095149]"
175,2013 TF172,0.03392415177194745,0.0420493607186458,0.033683642720065604,0.03438893221625086,43.75845167563745,"[0.02578077187593659, 0.022289309864124418, 43.75845831533096]","[0.0339202547896468, 0.03520382935123011, 43.75845547640273]","[0.034570597741237254, 0.04017173752625965, 43.75844230061413]","[0.027377397475493052, 0.032488021762282895, 43.758451061667934]","[0.020510439451754108, 0.020478338126961267, 43.75845833687094]","[0.025740351004999346, 0.02629008942583848, 43.758449015799386]","[0.03372866502826463, 0.03796979090368815, 43.75845010867866]","[0.03479017586374823, 0.03903497126261775, 43.75845606817435]","[0.02786614524973007, 0.02843351082078262, 43.758452581143416]"
176,2013 RD109,0.2573396805546999,0.12300568048322477,0.22904168388224314,0.1163996458980182,35.934053560887456,"[0.141471043629215, 0.13881031303262079, 34.08961162261771]","[0.1828317260447605, 0.14071680116857857, 36.85229278942054]","[0.20356879794806865, 0.16035226402855732, 38.84033419887215]","[0.1529735598536286, 0.12163115801556981, 37.01319065640878]","[0.14497405281719608, 0.07538355005193279, 32.7646423399578]","[0.22808619356466017, 0.06295131537779802, 37.53914678939369]","[0.1746568782658377, 0.10860396485585319, 44.778192315940665]","[0.2919002746312155, 0.13071348351724393, 38.07459256059554]","[0.20466783733687197, 0.11686933146199387, 29.204203924790843]"
177,2004 PW107,0.13074419496000914,0.08050548682617369,0.12131206000183081,0.07471120089140355,43.66788625551014,"[0.06534038781589643, 0.06671384721355264, 43.66796829436625]","[0.09006818060988946, 0.08034005483195238, 43.66820401198151]","[0.11484233893069379, 0.0825097878121218, 43.6678263052542]","[0.10512963130725372, 0.07163828928862469, 43.66766854752804]","[0.07145399393830126, 0.05640111306096904, 43.66791691233752]","[0.08575482608663176, 0.05385111678253306, 43.668034846377324]","[0.11228234602851318, 0.06771813177024066, 43.667939764950596]","[0.1054589622677907, 0.08079488029360536, 43.66750277062686]","[0.0710305845406423, 0.08174574981732341, 43.66783680887749]"
178,2014 VV39,0.021430918709872376,0.03444261617743216,0.02140467565982035,0.024925701705869822,43.94268337721509,"[0.018283435248882502, 0.02220867875616272, 43.94241607742991]","[0.02413556323103021, 0.030523572529194482, 43.94256674598331]","[0.02225887033303024, 0.027233956572462872, 43.9426773962383]","[0.014238053966086447, 0.015465970551953872, 43.94270128348807]","[0.011374977123849793, 0.015610693293732906, 43.94267557611961]","[0.019483203435688313, 0.027144690679043442, 43.942642208147575]","[0.02409391226516038, 0.030007577048094362, 43.94272351088966]","[0.021060756781499615, 0.02143676375952469, 43.94286359911144]","[0.012714852202310108, 0.011450427946687592, 43.94292247016434]"
179,2010 RF188,0.25078908410542594,0.2218267698322036,0.18178590793272456,0.21131890868511538,44.4128828333249,"[0.20789841978712378, 0.2129486851084522, 45.97222707951016]","[0.22617232426521208, 0.22841244099246308, 45.317020012844786]","[0.2201511012898277, 0.24202424070982057, 44.63933855716723]","[0.21077060977386958, 0.2464933994892149, 44.11639345819643]","[0.2506716134985798, 0.24570943102761622, 43.83361204981167]","[0.23170371547316512, 0.23181326773469865, 43.72279210876193]","[0.21487386983446308, 0.2065376390467293, 43.774610263105814]","[0.20327384884433328, 0.18083567055687128, 43.83407941295802]","[0.1902134487846775, 0.1598079540034038, 43.844947855410545]"
180,2013 RA158,0.1647893367579011,0.3234419793860144,0.1534704577800093,0.3214275542484672,45.816597995386616,"[0.06178372709282865, 0.2018527636915324, 45.816700979681684]","[0.0607417087554608, 0.20060016223849877, 45.81572335677124]","[0.06587152185375071, 0.20168276972179933, 45.81658115515698]","[0.06101561861295821, 0.20108179542832047, 45.817459756077724]","[0.061087026616599475, 0.20149611623592792, 45.81602728786087]","[0.06501258364681627, 0.20107437412318852, 45.81605960652367]","[0.06044397121572057, 0.20061771583411228, 45.81781422213193]","[0.06138548411782134, 0.20208822200544432, 45.81723330584694]","[0.0643734048287387, 0.1998972105947002, 45.81587053916055]"
181,2013 RB158,0.21313302781804358,0.34856139797701097,0.20290314017823802,0.34811220136285265,46.40843639305782,"[0.07626796829907564, 0.21252619019694494, 46.41885567081068]","[0.07582776407318705, 0.21063249625538008, 46.416824262563864]","[0.07442569743172532, 0.2111890784034992, 46.41585666170899]","[0.0734554902032763, 0.21154119628068924, 46.417406119819816]","[0.07653198606027212, 0.2110363611498396, 46.41927655287034]","[0.07752233016101892, 0.21156841080894237, 46.41931153935562]","[0.0733843610587274, 0.2110015111917975, 46.413467779426476]","[0.07849116277334282, 0.21273342070760273, 46.390873773073366]","[0.0749027803361644, 0.21141867536320239, 46.37473052925541]"
182,2013 RC158,0.05337316477121268,0.10402096938584257,0.05267518807774373,0.10116228509808063,30.068166761762196,"[0.05128040618108756, 0.10349673377428002, 30.068070685421144]","[0.05068156338926363, 0.10249944112594644, 30.06820212576833]","[0.05169025765570179, 0.10179389443152646, 30.068187237843514]","[0.05154315144647287, 0.101574088638998, 30.06814602526428]","[0.05166518343889859, 0.10176077607381159, 30.068185769150404]","[0.05277013566728004, 0.10195343667001834, 30.068164748521777]","[0.05337523161624465, 0.1017601793980156, 30.06818818797566]","[0.05374578120956924, 0.10127922441274821, 30.068193100568443]","[0.0537534375005413, 0.10064296646703332, 30.068233035313217]"
183,2013 RQ109,0.1386556794293172,0.22120861822548238,0.1354623360029095,0.2201754243427788,36.428829507801574,"[0.12796436404447994, 0.21812984300495425, 36.42878067338329]","[0.13234398923932844, 0.20719534419648739, 36.42906481334368]","[0.13449241982169322, 0.20167109186667134, 36.42899897285743]","[0.1323151990780936, 0.2055085200024405, 36.428787754854476]","[0.12827662771382212, 0.21415008607384872, 36.42883412857412]","[0.13491589628373504, 0.2190562308403472, 36.42888119991975]","[0.1377702175525001, 0.2200398523997273, 36.42870488509044]","[0.13624705536259288, 0.21628486835618188, 36.428632216605486]","[0.1329843498775795, 0.20875897598074272, 36.42880751218788]"
184,2013 RA109,0.9030278473171581,0.214405444537385,0.018967287368221213,0.004935067351817485,474.3156109025171,"[0.0034716197120106687, 0.0010034535632288746, 465.40204811493754]","[0.0038353912172001355, 0.001059258643604294, 469.249635514488]","[0.0034191073743119397, 0.0010195292876091346, 472.73341528189707]","[0.003807061393158939, 0.001055517105243576, 474.45336771136044]","[0.003613379206032815, 0.001013099133011747, 476.40597802535524]","[0.0033239200400962364, 0.000989433403002385, 478.0476516200232]","[0.0038345659412835006, 0.0010762533340727771, 478.5041128434727]","[0.0033145695809716847, 0.000990906181513714, 478.53100460930966]","[0.00275156428047533, 0.0009494305980291401, 478.53009906699253]"
185,2013 UF31,0.18028766172333988,0.5282222506670716,0.1799189319163573,0.5260856171945807,39.40230996965627,"[0.17656040473334464, 0.3025376200711891, 39.40211125279333]","[0.179767362178558, 0.3024097717984549, 39.402517887866985]","[0.1737120742588014, 0.30314401027239274, 39.40214204057463]","[0.1749378548105386, 0.30208453977186067, 39.402340330364474]","[0.1796543412214935, 0.30266023779470985, 39.40266286566068]","[0.17763393065493507, 0.30362425417989614, 39.40252686299961]","[0.17452737612202576, 0.3029617941773279, 39.40253695344321]","[0.17893557488893547, 0.30394562275786724, 39.402249320377464]","[0.17917246772785375, 0.3050929706576725, 39.4020282249658]"
186,2013 RD158,0.6322547025428019,0.5219836772546779,0.028912730076218685,0.19719021763260566,97.0663830450824,"[0.002146361990338933, 0.041532999711802784, 97.06530867468251]","[0.0030716326982301043, 0.0409915928803117, 97.06533431661644]","[0.003729206498183614, 0.040923834330534474, 97.06521640877457]","[0.003812246698923623, 0.040317945473752906, 97.0655968985639]","[0.005536396315118524, 0.04079433343408766, 97.06525524126168]","[0.0056931964268139585, 0.04074121053787205, 97.06481775166607]","[0.00754705911574847, 0.04153089834153878, 97.06495600926961]","[0.007800255667978225, 0.041459331794183436, 97.06898359947381]","[0.012696772238284025, 0.043028261587565786, 97.07116767527184]"
187,2003 UB313,0.44657670748312217,0.6723649306960221,0.015365286146284426,0.3909627752327889,67.83944987945996,"[0.005069070414294383, 0.08338418523749722, 67.83949576242492]","[0.0050051890914526226, 0.08302676609445152, 67.83937815860543]","[0.004911590230696172, 0.08341524684863642, 67.83918546056852]","[0.003358438822638959, 0.08301656199059397, 67.8393216229335]","[0.0028262455340399713, 0.08346585838070292, 67.83936039143286]","[0.0030394212929126876, 0.0830586160498359, 67.83942828192258]","[0.0035099976603620167, 0.08346959316804145, 67.83956288167052]","[0.0038282772594716574, 0.08309604092168044, 67.83955833990764]","[0.003750032029181745, 0.08345000251973213, 67.83965438948466]"
188,2013 TU187,0.16115729822545385,0.2290464046066916,0.15890837069802782,0.22753951722928195,39.40486542690309,"[0.15487386743314324, 0.18882650382787167, 39.40470322241126]","[0.1553470577748535, 0.18862767826348334, 39.4051429892516]","[0.15391674167158068, 0.19448070730648515, 39.40459783311601]","[0.15296761188365224, 0.1963768750654043, 39.40480805368947]","[0.15471581254397593, 0.19137943848219596, 39.40510322381665]","[0.15540395794532572, 0.1878596172902695, 39.40538668547266]","[0.15461762269489218, 0.19228950544879872, 39.405312494905026]","[0.15456418287526014, 0.19679030091889696, 39.404813840171705]","[0.15450571557902207, 0.1940567472305399, 39.404696561985546]"
189,2015 TK363,0.06416362116292253,0.23881502236401958,0.06403507172766923,0.23486907671552373,40.87411931309795,"[0.06362140847558828, 0.2165608037964068, 40.874069653733834]","[0.05846133809810689, 0.22001016510988103, 40.87420975322764]","[0.0470110000725504, 0.22931470251349095, 40.8743362687871]","[0.04468613356184767, 0.2364391495771432, 40.87436497845138]","[0.05081058543721023, 0.2359271297768391, 40.874269961685584]","[0.05418517593135744, 0.2265523105309612, 40.874125538385115]","[0.04988957652898857, 0.2161634311315961, 40.87400659353757]","[0.044591500311891706, 0.2154154836721263, 40.873921191143964]","[0.04724576216312466, 0.22508749341153306, 40.87390902568253]"
190,2013 RE158,0.5457763515521146,0.40963632288170704,0.30724769792179796,0.37326500032574733,64.06149593278487,"[0.12634228216427107, 0.2498314679615881, 51.86366279476462]","[0.17495260054332867, 0.22042213466621763, 55.73894733882147]","[0.1627262403041135, 0.21879812137345042, 55.75969120557826]","[0.05132453104479193, 0.20432948004960677, 55.715232323482226]","[0.05499373103387607, 0.19272455127179566, 58.565625572987116]","[0.10819501570749109, 0.16595635029982111, 63.7305751868464]","[0.06534204475766377, 0.14636922871167102, 66.40135303651009]","[0.07276095704555527, 0.11568616291399496, 77.06307553736633]","[0.04210051141722919, 0.07954723948761051, 87.70459099066423]"
191,2013 RQ124,0.16621135968132317,0.3667543252117909,0.16465806392538085,0.3577840866423076,46.75449261438522,"[0.051051445744454825, 0.19664052294198234, 46.75448003225408]","[0.048648339900270135, 0.19845281020101763, 46.75451160369007]","[0.05465218442888676, 0.19682473721116558, 46.75450255389287]","[0.04867493117723493, 0.19760297426341286, 46.754489382199985]","[0.05217984860548046, 0.19786768299353644, 46.75449120674671]","[0.05129070487236908, 0.1966297053029184, 46.754492186904685]","[0.048876242949040145, 0.19815915718355387, 46.75449903315012]","[0.0526430399669548, 0.19658194748700675, 46.754487463630696]","[0.04989509668294597, 0.1977847333280008, 46.75449442697832]"
192,2013 RF158,0.21326866209906542,0.2981402035508501,0.21160156651551876,0.29564552989953,47.28430146324037,"[0.1275928851177842, 0.1957590011047732, 47.28465938422915]","[0.12356658667465532, 0.18957289161698457, 47.28418000598226]","[0.12457004516250601, 0.19279631375792433, 47.28449117735236]","[0.1289005452336567, 0.1962646000466928, 47.2848403325985]","[0.12570547488506129, 0.19054501854942535, 47.28415120785864]","[0.1216547172727873, 0.19025724961550078, 47.283841585118616]","[0.12590623578902552, 0.19585945693515966, 47.28438653953454]","[0.1261094113651896, 0.1914655809014057, 47.284142862209556]","[0.12068156648395531, 0.1889968551687252, 47.283791372698325]"
193,2013 RG158,0.3741662363323321,0.4679647825010173,0.14222338574177068,0.44059846899419186,59.724810540557435,"[0.029781079389389113, 0.11247610314260546, 59.76478160159431]","[0.016426942657837465, 0.10950791084621551, 59.73769712835194]","[0.006176997708855743, 0.10770200838073347, 59.73384014498169]","[0.022020230368473084, 0.1118280446635879, 59.74283378373111]","[0.026556198729639987, 0.11341915801541143, 59.74542182821756]","[0.038166423143158185, 0.11475654717793977, 59.70614513101093]","[0.045643972781134454, 0.11967683549478593, 59.65914683502424]","[0.04637067574365755, 0.11884949142066048, 59.66207453022264]","[0.04104201107762585, 0.11554957119597989, 59.72078306906612]"
194,2013 RO158,0.07522236429268943,0.3236173578531367,0.07389760654470591,0.3134670771829118,40.37427353402046,"[0.055288301038554054, 0.28589828619746194, 40.37115711024031]","[0.050884929729517164, 0.28937411608134855, 40.374276715883795]","[0.049290151286488025, 0.2896710260494542, 40.38207151825078]","[0.056150949177540585, 0.28758018124338447, 40.3741074106146]","[0.06159653990521906, 0.2845630830825155, 40.36311783940198]","[0.05697148475769168, 0.28380767527455214, 40.37478209858814]","[0.04930470475376104, 0.28708731324538084, 40.38014348497488]","[0.05162461551255464, 0.2903884211763668, 40.37235865047327]","[0.05461648181189592, 0.2882111462515635, 40.374863729025144]"
195,2013 RR98,0.28411013327519086,0.5969503061894917,0.08384480447622289,0.5966292547419396,50.23464122379754,"[0.007645328401478269, 0.1874195528514846, 50.23389364299117]","[0.017993606414229545, 0.18738479783079773, 50.2349214717047]","[0.026445772781594698, 0.1888568784765695, 50.23572710838104]","[0.017835622168705663, 0.1877971074821973, 50.234788337905044]","[0.007982213069713454, 0.18706808256202417, 50.23393720229064]","[0.015825153496622096, 0.18775971045451073, 50.23470204022585]","[0.024109679265038316, 0.18777730888429126, 50.23570064230273]","[0.01930057730127352, 0.18884077096176904, 50.2349926634513]","[0.007296647723688848, 0.18678186281610976, 50.23393919709268]"
196,2014 QR441,0.3627317229119898,0.6568815423928083,0.02727432726426162,0.3392033905263678,67.92187059726199,"[0.0019104232744885413, 0.07189487092646446, 67.92108116799281]","[0.002919038657667124, 0.07170681756363492, 67.92139913671689]","[0.004320136771024346, 0.07178437137745854, 67.92183299559368]","[0.005350144693234752, 0.07159559423024678, 67.92233794121154]","[0.0062257313223538805, 0.07166090970576829, 67.92267383126664]","[0.006123972123038709, 0.07155234592930466, 67.92259894872198]","[0.00566242542563596, 0.07167715436906127, 67.9223015319807]","[0.0044838493920201315, 0.07165242913291035, 67.92187538790625]","[0.0034095713408479806, 0.07179589143629929, 67.92146992251719]"
197,2013 RR124,0.06692477995845693,0.6926389926222605,0.015985296914471588,0.6575501579161821,41.66252991018964,"[0.0054205159920952045, 0.2909165858368728, 41.662542098992574]","[0.0048022585747573825, 0.2886201258941815, 41.66255327980542]","[0.0012443276398292848, 0.2911575356548982, 41.66254173382641]","[0.0030589593147257255, 0.28962072673084205, 41.662535854574514]","[0.0049085840342854795, 0.28953197886743437, 41.66252730009238]","[0.005318750348018723, 0.29092384459806975, 41.66252034757152]","[0.0022042916571828196, 0.2887490209056293, 41.66250554351783]","[0.0027958981257827846, 0.29111318454675744, 41.66251612564116]","[0.004783262934487101, 0.2895044592552818, 41.6625289833229]"
198,2005 QU182,0.6728617184292703,0.22428040027397428,0.23803032202482527,0.10677952389779766,113.22378743605246,"[0.03964517049818398, 0.023079979178704683, 112.01467843334903]","[0.0404889883277291, 0.024554919829495803, 112.18601241815814]","[0.06200375735352648, 0.029744233581486215, 112.56400748279728]","[0.04993417385259757, 0.024559769328042543, 112.85803116381078]","[0.05059153652234217, 0.020986809083888634, 113.07261011220153]","[0.06021301184236825, 0.021601386517935015, 113.74128961611079]","[0.024074839489744735, 0.018330056534760553, 114.18319472921966]","[0.018570012884689156, 0.01807654227585425, 114.18354145745535]","[0.03408194635831072, 0.02085310895028675, 114.28372719094075]"
199,2014 QW495,0.7476014322469553,0.4663610879386007,0.02573211536065659,0.10777236594242444,133.29163110949577,"[0.0034068780955995594, 0.022002725786533218, 133.29199358181566]","[0.009012278575846947, 0.024586810595419856, 133.2911993482094]","[0.008147022614072892, 0.023904050984297265, 133.29166138645436]","[0.008531862967423516, 0.02399420380381776, 133.2920535165153]","[0.0051595344385350185, 0.022422929928895493, 133.2912453298564]","[0.0027457151345779245, 0.021135199213127693, 133.29056901521602]","[0.0020692626539397666, 0.020541355384614043, 133.29213042383142]","[0.000357015294352933, 0.0199308374801965, 133.29303354949744]","[0.0018396776921470641, 0.020465245751666403, 133.29113586385324]"
200,2017 SE277,0.5500561053872145,0.49218047955485866,0.22547241542242558,0.25415726695795465,87.85829356213526,"[0.03903600212319031, 0.04779878679885635, 87.94154454264971]","[0.03442333293651179, 0.04705813014440696, 87.9242044894342]","[0.046895103594919905, 0.05073209615600107, 87.96846323529549]","[0.05672460613895259, 0.057506822551864414, 87.83383438129752]","[0.03873644602004578, 0.05528377019439019, 87.63195790228079]","[0.03665974820600793, 0.05443347037105825, 87.68419301831887]","[0.04669824568734152, 0.05552479977597348, 87.82243272850364]","[0.04225950949362801, 0.05079707173350359, 87.90480915944502]","[0.031656439258324884, 0.04704874937349371, 87.92700969834492]"
201,2014 RK86,0.9492285336276886,0.45688429174160666,0.02371221780035014,0.037972174928482816,463.52159321799695,"[0.006883710944829626, 0.008580030025838053, 402.1283397833517]","[0.007928578881474349, 0.008022158569773256, 427.1360511184606]","[0.005466188699234788, 0.00826848821404987, 429.7724839563544]","[0.0031445305500065208, 0.007634704944047651, 422.9080814283899]","[0.00265402625989518, 0.008073628983168785, 408.33378105370525]","[0.0030693870618088274, 0.008824847512785759, 396.5728623933523]","[0.01065827363719859, 0.009418128729792403, 412.69250027810875]","[0.011611346406656014, 0.006592454998701253, 516.9691144437737]","[0.00677140620312363, 0.004047647775577373, 664.536537229029]"
202,2013 SY111,0.3231168302065929,0.7018455078341389,0.03328225587398961,0.6049510577336098,54.26378677808207,"[0.007009116352749824, 0.14269230883393472, 54.26434882770537]","[0.009447554516643844, 0.1420076102638301, 54.26414372370163]","[0.010795174945614362, 0.14237570705271213, 54.26373121504684]","[0.010425866985713949, 0.1419662236969307, 54.263740745182076]","[0.00828766789860127, 0.14250828011889433, 54.2643063070194]","[0.005543951055103353, 0.14226011522586662, 54.26446806047524]","[0.002779204597615125, 0.1424896009219882, 54.26446993896652]","[0.0029225987822257037, 0.14271576241785822, 54.26398920632465]","[0.0054022693646341505, 0.14218133594966553, 54.26208575669445]"
203,2013 SG106,0.39278273922155776,0.34275304504889176,0.32240908420000847,0.3396551124225711,61.563382031422435,"[0.0683949529519399, 0.09813702915937356, 61.55769666348364]","[0.05999768640631055, 0.09944261974429458, 61.564969395932906]","[0.06965796313293636, 0.0978070525216666, 61.56378774035507]","[0.06971331220409087, 0.09626236852474367, 61.56567124895753]","[0.061136551809077025, 0.10035718926506355, 61.56894292550886]","[0.06645004059413934, 0.09753170989825324, 61.56823523387016]","[0.07663661663435864, 0.09689167700743431, 61.56553234149725]","[0.06198038642172018, 0.09908056737541562, 61.56331970394397]","[0.0657659063149721, 0.09939011520546949, 61.56096851606119]"
204,2013 SZ111,0.12807015079325704,0.4388982501392374,0.12616545209317317,0.41961401620003,41.46365032077999,"[0.039991628469700176, 0.31289938017827174, 41.463602563353504]","[0.041616232485478195, 0.3137527612124726, 41.46361706502658]","[0.041965312450264955, 0.3127838119443698, 41.46338165954319]","[0.038847426363439866, 0.31149652898356495, 41.463232752187835]","[0.04179276801532917, 0.3143185603376355, 41.46337750028922]","[0.043461199021682946, 0.31331146387925973, 41.46346027987324]","[0.03940811146151333, 0.3113180028239438, 41.463705418057714]","[0.0405112901523492, 0.3133864992452633, 41.464080669804474]","[0.04253601711607242, 0.3135495563346825, 41.46417961444751]"
205,2013 SJ106,0.031793697698045076,0.039126031494779306,0.03180022745947047,0.03240420953530319,44.48042298501083,"[0.029994139175282077, 0.022302015667541683, 44.48044655955689]","[0.023997943702958543, 0.032784822092184654, 44.48041020813267]","[0.017807501644633243, 0.03289197159309128, 44.480380131092375]","[0.023755614825704645, 0.02268156478496317, 44.48039550035836]","[0.0300376586026356, 0.02149103142633583, 44.480435352268]","[0.027732421351506525, 0.032226627202883946, 44.480439637901334]","[0.019987094990015174, 0.03378396226548089, 44.480407598779685]","[0.020439095355414553, 0.024126618826912173, 44.48040844924237]","[0.028457693419872535, 0.020932959474447507, 44.48044627453122]"
206,2015 RG277,0.01978180226881391,0.21908245057195058,0.0182214576892189,0.21810361208172732,42.96053681433876,"[0.013324016520852964, 0.17873173527509284, 42.960540983523885]","[0.01338184224905077, 0.1840523989594154, 42.960533865309394]","[0.009342037868509984, 0.18037360535204852, 42.96053195958861]","[0.012454129137242911, 0.17449103669671537, 42.96053413112699]","[0.01600912761449185, 0.17755566987879942, 42.96053949115246]","[0.012669637346389583, 0.18350787042511518, 42.96054216003106]","[0.010416718452029315, 0.18163248676033414, 42.960539943320576]","[0.015888981403035782, 0.1754317062246704, 42.96053710963701]","[0.01650528548507215, 0.17647297713325133, 42.96053084449729]"
207,2013 SA112,0.08123942202302421,0.20066397429172797,0.07926386962931568,0.19981900089548818,43.24003199074058,"[0.05972420534113297, 0.17199111436462072, 43.24000490097671]","[0.05997450109104196, 0.16325476462066452, 43.24003567415768]","[0.054202542665616374, 0.16173953597897286, 43.240046904174186]","[0.0546004098592214, 0.17018638893955357, 43.240031913708776]","[0.05757478687702891, 0.1731197746899739, 43.24001948470496]","[0.05570959979071603, 0.16514998979858678, 43.24003488291441]","[0.05345429609509253, 0.16018864477592132, 43.24005172125305]","[0.05619429796788002, 0.16768296457891887, 43.24004845041744]","[0.056769778110883566, 0.17378043487023567, 43.240034769007735]"
208,2013 SB112,0.08261411088287818,0.5442176537028923,0.07495204580458915,0.5373289024621144,38.292957825601114,"[0.021203360306585806, 0.40246601043772445, 38.29999695313512]","[0.016483987879605443, 0.40490860380950394, 38.29940684169525]","[0.018198965153888785, 0.4020092736767144, 38.28886505039531]","[0.01846633234438487, 0.4004008718985044, 38.28999988957845]","[0.01692362322058706, 0.40441870856053286, 38.29353877129402]","[0.020415703879275552, 0.4042331842757471, 38.28624568722445]","[0.018063262977263853, 0.40055437529549387, 38.28958502942351]","[0.0164086150878299, 0.40155909606350987, 38.301088780200956]","[0.020819421603180684, 0.40518256185360724, 38.2928078980776]"
209,2013 SC112,0.1272541018458305,0.15627135199914158,0.12425385271523214,0.1550971299757764,44.739985005310324,"[0.09088628419568547, 0.12790110406099517, 44.73994906938603]","[0.09887913934971891, 0.12165756564108478, 44.739947507221686]","[0.09002437606440263, 0.12367225414166662, 44.73999814618798]","[0.08219955042217816, 0.12990484195569355, 44.74002623073653]","[0.09041685046939825, 0.12876016829613154, 44.73995358279378]","[0.09661881274769336, 0.12161760934649228, 44.73992226562239]","[0.08798281355999811, 0.121913487806672, 44.74005713944331]","[0.08150983982908858, 0.12878052660557154, 44.74006569555524]","[0.08967470509632602, 0.12849412979575822, 44.73995900432368]"
210,2013 SD112,0.07932151985365048,0.09916953717657462,0.07908018333880902,0.09759456197723189,34.899080374444154,"[0.07830237626869203, 0.09565826932444937, 34.898962893728864]","[0.07899789841154589, 0.10400186720997771, 34.89901837295866]","[0.07842272911055359, 0.08859277222874659, 34.89919602412426]","[0.07856964060951555, 0.09007416821981121, 34.898978790485806]","[0.07919833925048905, 0.10450613107502274, 34.899038938698055]","[0.07864196149414156, 0.09362067393772111, 34.899214360103876]","[0.07817547864519946, 0.08677638928912397, 34.89910226853228]","[0.07885334251102269, 0.10222991668166259, 34.899040639048806]","[0.07833417563238197, 0.09948236878990602, 34.89907494122589]"
211,2016 RV81,0.15147496340314026,0.3678203665976852,0.1482462565306158,0.36730872008860654,45.32530955993303,"[0.04963895618057321, 0.21912455304284562, 45.325296950294266]","[0.04704770359598702, 0.21913866841041232, 45.32531765155791]","[0.049005566226217, 0.21904075218494073, 45.3253175728231]","[0.050666660098318175, 0.21942875388546657, 45.325300363555726]","[0.045844004437720985, 0.21893891727008158, 45.32531954102163]","[0.05084685217495543, 0.2197072544011798, 45.32531471156351]","[0.04859611545528128, 0.21911551698041234, 45.32527492569509]","[0.04634288368016854, 0.21941214250308774, 45.32531974052012]","[0.05297606471740564, 0.21952903705817747, 45.3253368335963]"
