,Objname,ObsEcc,ObsSin(Inc),PropEcc,PropSin(Inc),PropSMA,0_2PE,1_3PE,2_4PE,3_5PE,4_6PE,5_7PE,6_8PE,7_9PE,8_10PE
10,12,0.17738722857525185,0.16410934150029907,0.172350425269752,0.1629626918844182,2.331064949582747,"[0.17350669826743512, 0.16270958359138882, 2.33105592501669]","[0.17120442624323481, 0.16285359835666646, 2.331051976044424]","[0.17122028927758615, 0.1631090549639535, 2.3310831217926733]","[0.17365092875001198, 0.1630564848327196, 2.3310577421466907]","[0.17432618028615904, 0.162926274255448, 2.3310630662511374]","[0.1720843075101259, 0.16266293955337846, 2.3310837782564695]","[0.17076035451381694, 0.1628273678609657, 2.3310550629503357]","[0.1727314701936211, 0.1631386396126616, 2.331082162418367]","[0.17433375501380777, 0.16304359972061996, 2.331061791777518]"
11,13,0.13389930633649122,0.2773684659488488,0.12789212023250474,0.27675182418354793,2.5729478193534825,"[0.12812357588406245, 0.2767976788815722, 2.5729936262637865]","[0.12738300354563703, 0.2766403788251107, 2.5730163615031523]","[0.12762172930085772, 0.27679109652545353, 2.5729392623548897]","[0.12870482516409337, 0.2767074833741522, 2.5729550111207615]","[0.12874211909133876, 0.2766940919323446, 2.572953696338281]","[0.1275761297207419, 0.27676239851320256, 2.572932523815366]","[0.12713165672947827, 0.2766318336401706, 2.5729133536772943]","[0.12831776299640907, 0.2768055381953673, 2.5729150418989386]","[0.12921003196942307, 0.2767793524789484, 2.5729446868267734]"
12,14,0.2015228301146543,0.14682306557957342,0.1988132135416023,0.14554576099118732,2.5841421375495672,"[0.19869591500986228, 0.145552970288768, 2.5841510060088857]","[0.19878473756503134, 0.1455516072866186, 2.584153870561976]","[0.19934305912166586, 0.14554330967367615, 2.5841499781123773]","[0.19937363985703319, 0.14552243033915765, 2.584138325409225]","[0.19859936153028765, 0.1454934831517113, 2.584139124300129]","[0.1985227061588991, 0.14548048506218977, 2.584130128592785]","[0.1990997615467464, 0.1454937357199946, 2.584118337938473]","[0.19915151360969566, 0.1455015424916015, 2.584136115690783]","[0.1988925405171276, 0.14548513456259227, 2.584145618199151]"
13,15,0.1516529255008471,0.22751213641513168,0.14864118193714,0.22671096538296193,2.6399778478018576,"[0.14835582144957618, 0.22671314343938592, 2.6399762984034405]","[0.14831319393017942, 0.22672569448386298, 2.6399888269852143]","[0.14839485769170602, 0.22662778094663308, 2.6399825595528865]","[0.14831767828743952, 0.22675290103594636, 2.639982417907901]","[0.14839551463367445, 0.22672921478797703, 2.6399758406750045]","[0.14835274797101577, 0.2267067692439224, 2.639979206861601]","[0.148397950222534, 0.22680146482375965, 2.639978113926949]","[0.1483681660955363, 0.2266741855246715, 2.639967140893405]","[0.14843440013247391, 0.22667005482817398, 2.6399773814108016]"
14,16,0.10559169494865726,0.04896160395636724,0.10240312371593946,0.04449206083676737,2.918388513819975,"[0.10261658554083325, 0.04444065064955914, 2.9183976851477365]","[0.10215362447112072, 0.04440335237129453, 2.918383663669826]","[0.10260030323438091, 0.04448523706608951, 2.9183640372891904]","[0.10207425196449703, 0.04447045546288938, 2.918359720542596]","[0.10246488848574029, 0.04447934208036776, 2.918360632792561]","[0.102063760823418, 0.044539695394642774, 2.918383098876441]","[0.10226776910919949, 0.044501834527652745, 2.9184254271154817]","[0.10210700140397438, 0.0445529817161142, 2.9184284137670606]","[0.10202198951842749, 0.0445435449568576, 2.9183913782893005]"
15,17,0.14215727321866675,0.08778525437960472,0.13799875049690943,0.08555108914791319,2.4677289477488995,"[0.1383999614232574, 0.08547317762372393, 2.4677305116384813]","[0.1381559222210283, 0.08557754624570765, 2.4677346235514386]","[0.13793582754086317, 0.08563825934707617, 2.467732730535071]","[0.13825235471080283, 0.08566506547574818, 2.467723610024048]","[0.13797298477866118, 0.08558197254856481, 2.4677161273741732]","[0.13782985790586855, 0.08551958608798074, 2.4677106927228065]","[0.13842420598394953, 0.08546316230157902, 2.4677494552747494]","[0.13832469256003396, 0.08551109495187197, 2.4677347661531175]","[0.13774114164903006, 0.08559018136324056, 2.4677167454386955]"
16,18,0.18751996424184988,0.17215509872203014,0.18060364076187677,0.17106815691851607,2.2925936622600913,"[0.17826248020984342, 0.17066750953208487, 2.2925451625763835]","[0.1785510306199713, 0.17065790430180244, 2.2926034882877846]","[0.17894000351054198, 0.1707329870806339, 2.292631554498317]","[0.17901068417370203, 0.17084083294881383, 2.292633775925096]","[0.17929754548944324, 0.1709847765657287, 2.2925948820134963]","[0.17945303530421758, 0.17112026642238914, 2.2925629490678134]","[0.1797366475611476, 0.17123866050819936, 2.292602760910049]","[0.17972368791584092, 0.17128656008412443, 2.2926318705098163]","[0.1799012125915004, 0.171315893112841, 2.292590983665442]"
17,19,0.13739494831976207,0.04509153665859115,0.1345122560369127,0.03971057721328549,2.4387371032133736,"[0.13426262837866507, 0.039590815556298536, 2.4387467649869303]","[0.13477652489977932, 0.03969322889834214, 2.4387136370148306]","[0.1349622736412593, 0.0398823706670764, 2.4386637983091886]","[0.13448436627886698, 0.03975177405658904, 2.438716110654108]","[0.13423989593211796, 0.03958441939515377, 2.438795496703318]","[0.13470478564154878, 0.039734354103817975, 2.4387766375419577]","[0.13499747870926446, 0.0398841872877266, 2.4387432533751654]","[0.13459637325390134, 0.03971318533983947, 2.4387295156197135]","[0.13429544159736076, 0.039593108353994946, 2.4387303970770415]"
18,20,0.1651552639362037,0.03571789975588885,0.16248773116898907,0.02645049047063287,2.4055056741311556,"[0.16107687548496608, 0.026321448686878447, 2.405485601904635]","[0.16132366806799486, 0.026343213654035972, 2.4054921576027657]","[0.1611019977030951, 0.02651905657376959, 2.405495153516913]","[0.1613104352312877, 0.0265649113919004, 2.4055307672021926]","[0.16117659444345447, 0.026489082418181525, 2.4054704912161005]","[0.16123806414495326, 0.026386694056421356, 2.40549968623568]","[0.16130885341265502, 0.02634772480812797, 2.4055674555470614]","[0.1611884826501501, 0.026447103357389538, 2.40553768299071]","[0.1613124998246422, 0.026570480177799446, 2.4055065621541734]"
19,21,0.13184121690391062,0.04438624921988878,0.12885467666962402,0.03882629693792866,2.432026421150275,"[0.12835326695876606, 0.038945453295455214, 2.43202161874679]","[0.12834163386456046, 0.038819021069919316, 2.4320218440967127]","[0.12834298219823198, 0.038720409094609776, 2.4320225569097684]","[0.128299528391236, 0.038745339442216094, 2.4320174856587204]","[0.12829610968234534, 0.03888550572354987, 2.4320390632377595]","[0.1282649576062085, 0.03898497833487259, 2.4320421008602353]","[0.12825204164438286, 0.03888156871915596, 2.4320051078129734]","[0.1282206593040896, 0.038714519973123286, 2.432004021013185]","[0.12818330838202366, 0.03867680806618901, 2.432045948298635]"
20,22,0.09129765432593254,0.21881713277442785,0.08762018351611392,0.2179978082629936,2.905786421012676,"[0.08927840777802537, 0.2179794076435179, 2.905870585327165]","[0.08864979539768365, 0.21795485797223052, 2.905612328669923]","[0.0878025193229382, 0.21793545791503924, 2.9056228751354416]","[0.08845170480337469, 0.21794725633961493, 2.9057383363728504]","[0.08832873941534358, 0.21794438662908555, 2.905767435995831]","[0.0882280987797587, 0.21791222742143024, 2.905775344155678]","[0.08723501066676513, 0.2179392077935674, 2.9057465394720867]","[0.08569285187739675, 0.21791819661417033, 2.905876211239739]","[0.08564254882344335, 0.21799833310193675, 2.9059281992525583]"
21,23,0.2570382567920926,0.16849723925258883,0.25467945626066657,0.16740351810905774,2.624463033166441,"[0.25455122434583055, 0.16742771973460624, 2.624503270338493]","[0.2546827950583999, 0.1673538179170536, 2.6245184756784905]","[0.2545614471100023, 0.16733815412481776, 2.6244768025662806]","[0.2545605022802121, 0.1674164482856866, 2.6244936651130257]","[0.2547843424359213, 0.16736540635800148, 2.624575498383393]","[0.2545555665532339, 0.167332278624045, 2.6244525266064316]","[0.2548059368683566, 0.16742248986791894, 2.624363901451609]","[0.2546381817008315, 0.16739613130156072, 2.624390007793478]","[0.25479062876516073, 0.16734652711709105, 2.624394652978061]"
22,24,0.15521586358705006,0.031540115518303276,0.15291042563327034,0.019753713167115588,3.130306637398947,"[0.15291819439197313, 0.01974567817574358, 3.1302461674552577]","[0.15291387505807186, 0.019744468535831637, 3.130263715321958]","[0.15292868215807698, 0.019763897817094644, 3.130308950439116]","[0.1529403265442481, 0.019744105072036562, 3.1303391636522364]","[0.1529681448656532, 0.019763021372028008, 3.1302950379715666]","[0.15291960724703113, 0.01975422342503563, 3.1303155125203785]","[0.15288483995779506, 0.019740535463837104, 3.130324464781027]","[0.152913746608631, 0.019769240008167186, 3.130280231228982]","[0.15292198848872285, 0.019746849579547362, 3.130363770079195]"
23,25,0.22054847589922147,0.40293472578431533,0.21916228794167306,0.40180739170084273,2.3971085276823154,"[0.2198153102067212, 0.39179976804882155, 2.3969142226339772]","[0.218252718956097, 0.40139838475797474, 2.396892055859441]","[0.21911829058370558, 0.39692838003938863, 2.397002018448193]","[0.21863322648211841, 0.4019592740018994, 2.3967232306187363]","[0.22051071690589544, 0.3934004687202934, 2.3971045289228194]","[0.2188433166655556, 0.39835098775248695, 2.3970837304608295]","[0.22017771545496184, 0.3942780229200777, 2.397146413669151]","[0.22026963673179584, 0.40001352677297514, 2.3974341030456316]","[0.21204262268045646, 0.3529336961779229, 2.397376180668558]"
24,26,0.12304143605156272,0.056029357915158375,0.12002088434816258,0.05226965500065027,2.6521274338882095,"[0.12031121075197694, 0.052310003751475674, 2.652062499767953]","[0.12064986428977409, 0.0522295353388656, 2.652103097369686]","[0.11990039408262901, 0.05229449419582328, 2.6521652887973897]","[0.1194477616751592, 0.05218882772342776, 2.652137856117689]","[0.12036874852890324, 0.05223063324428862, 2.652164022407373]","[0.12068353348525918, 0.05227948524800315, 2.652135961663406]","[0.11966726377540617, 0.05225934302677806, 2.6521173271375336]","[0.1195508398646978, 0.05226496640580334, 2.6521350441447247]","[0.12042126048292312, 0.05224522276076639, 2.6521307491318096]"
25,27,0.1903548846372915,0.030990824742930474,0.18753548849868604,0.017264997390384628,2.3441467078655727,"[0.18706721573437018, 0.017217710915245103, 2.3444422207156004]","[0.18771763784599566, 0.01720628992166092, 2.3440734257167506]","[0.18727411631890886, 0.017262699243190214, 2.343939270487997]","[0.1871932972535919, 0.0172605793758906, 2.3443020983573515]","[0.18799772302557444, 0.017255061900727404, 2.3442944442493254]","[0.18715580256509895, 0.017280752887557583, 2.3437949952875927]","[0.18788557028265013, 0.017286478646876356, 2.3438614632996844]","[0.18773896009054555, 0.01728591726085768, 2.3442891362676344]","[0.18728218010663966, 0.01728528059813042, 2.3441957810809635]"
26,28,0.181108618563589,0.14926320349978153,0.1787745868036274,0.14799422466820625,2.7737658175445716,"[0.17875913492254814, 0.14796657315618494, 2.7737519967056823]","[0.17870908607510752, 0.1479655611914273, 2.7737853455917576]","[0.17869036513798484, 0.14798328501111355, 2.773779673243379]","[0.17866097652879134, 0.14799169575216464, 2.7737535391998382]","[0.17870023553330897, 0.14799818988308105, 2.773774821860782]","[0.17871275822779986, 0.14800480765829202, 2.773781877845812]","[0.178683781467077, 0.14800837070141784, 2.7737582686112474]","[0.1788089174195019, 0.14800076090424114, 2.773800908780726]","[0.17878912178669848, 0.1479814132703937, 2.7737586909526306]"
27,29,0.0792317184788246,0.11445145697215843,0.07351030426420328,0.11278309092777374,2.5511690036976136,"[0.07373306021632149, 0.11315352407665921, 2.551151610430047]","[0.07291469824321, 0.11239029191029838, 2.551145792455063]","[0.07337900306511712, 0.11239598022933991, 2.551164716975789]","[0.07498343047740817, 0.11318260433835722, 2.5511776333971325]","[0.07295585644783435, 0.11212306975480507, 2.5511236550723484]","[0.0740307966920626, 0.11332691142173155, 2.551159448112262]","[0.0731633997722906, 0.11269512590287922, 2.5512063130948186]","[0.07312827275719781, 0.11239823090038326, 2.5511510899766874]","[0.07490924642997362, 0.11343787168846486, 2.551191189114759]"
28,30,0.10843265894125304,0.05471648164900429,0.10459732117086122,0.05065720107583763,2.3625821363783763,"[0.10441202585787536, 0.050381361367864294, 2.362577389782938]","[0.10489320000169527, 0.05094565050813276, 2.362587875599823]","[0.10463365044749914, 0.05097205764548277, 2.362583962161254]","[0.10419177705080893, 0.0509369088596609, 2.3625837358265125]","[0.10540574689736679, 0.050267103291537725, 2.362588543280794]","[0.10540845164428536, 0.049987406154390186, 2.362580934563876]","[0.10410325637512625, 0.0508150594122582, 2.3625829514348515]","[0.10458250366333312, 0.05110107125570465, 2.362583344899257]","[0.10496489807225859, 0.05085499185616594, 2.362574364674035]"
29,31,0.20964975553227178,0.4465758980038214,0.20961483353234867,0.4462003499446735,3.1514267436875256,"[0.2053724585125702, 0.44599164833867383, 3.151103591511452]","[0.20671951650826248, 0.4458040165361674, 3.151192230754131]","[0.20770344142440308, 0.44588139065480253, 3.1513449269369604]","[0.2115300549360041, 0.44610903810310604, 3.1510794949279024]","[0.21094558045388398, 0.44613995819701907, 3.1510230575080227]","[0.20818754073977355, 0.44592967068234274, 3.151562371873624]","[0.2104969702894243, 0.4459788715029848, 3.1517419832211973]","[0.21237419589278775, 0.44604898536770254, 3.151530640860425]","[0.21018346680999278, 0.44609508818915683, 3.151919459566444]"
30,32,0.11689957330316667,0.11652899192748639,0.11330642173525479,0.11487499817411886,2.5836032423883895,"[0.11364969375255518, 0.10766496228090895, 2.583554066454167]","[0.11449293837360415, 0.10930489980313106, 2.583676603893347]","[0.11330058007562241, 0.11119511554184124, 2.583669585013863]","[0.11315238872148825, 0.1131925628504191, 2.5835389598450664]","[0.1133295760462399, 0.11494266784702273, 2.5836532623789314]","[0.11357054326180818, 0.11668563175839387, 2.58362948019494]","[0.11369532612366505, 0.11856352442056763, 2.5835656376755183]","[0.11342586310319293, 0.12036986929525909, 2.5836773923290517]","[0.11314251285573344, 0.12193894480447867, 2.583578028350502]"
31,33,0.3000593425954896,0.04101356859727482,0.2964699310057114,0.03510353234700202,2.862995781108402,"[0.29642275733595824, 0.0350435827944044, 2.862921741241146]","[0.29646291947569614, 0.035110947111343785, 2.862974154729873]","[0.29652340408811595, 0.03514108446535407, 2.862793664376022]","[0.2964937253301855, 0.03511365783619174, 2.8629784063584136]","[0.2963626079634677, 0.03507181118866708, 2.863236469047838]","[0.2964273375784876, 0.03506355662256309, 2.8633640578322708]","[0.2963606695935275, 0.03510503111178189, 2.8635514157903468]","[0.29654584291795927, 0.035154917235004815, 2.863207870658127]","[0.29626708697151954, 0.035163645159023614, 2.8624760842472696]"
