,Objname,ObsSMA,ObsEcc,ObsSin(Inc),Obs_h,PropSMA,PropEcc,PropSin(Inc),Prop_h,0_2PE_a,0_2PE_e,0_2PE_sinI,0_2PE_h,1_3PE_a,1_3PE_e,1_3PE_sinI,1_3PE_h,2_4PE_a,2_4PE_e,2_4PE_sinI,2_4PE_h,3_5PE_a,3_5PE_e,3_5PE_sinI,3_5PE_h,4_6PE_a,4_6PE_e,4_6PE_sinI,4_6PE_h,RMS_err_a,RMS_err_e,RMS_err_sinI,RMS_err_h,Delta_a,Delta_e,Delta_sinI,Delta_h
0,1,2.7626541433548315,0.11855246963056344,0.16788452149495223,1.650244301625523,2.7626541433548315,0.11516504450290993,0.1675316227144474,1.8087268457927432,2.7634319746125366,0.11804811513681711,0.16769134774310082,1.8076797621699079,2.7634183623491912,0.11789988114622246,0.16775222351122784,1.8076883940810193,2.76341665145586,0.11826275403980459,0.16772579351017622,1.807625506806696,2.763434024848856,0.1178869929265673,0.1676856869550081,1.807709167884577,2.763434802516643,0.11851723105877969,0.16775529767641198,1.8075688137584622,0.0007730607495636343,0.0029676047596361565,0.00019268906199462906,0.0010737243734004198,0.000780659161811581,0.00335218655586976,0.0002236749619645706,-0.0010176779081663145
1,2,2.767247242030058,0.2862273717372004,0.5556283899235437,1.5939771931811493,2.767247242030058,0.2765210748751414,0.5515542236898959,1.5089401358387566,2.7669512133241705,0.28533188867649956,0.5462047370729857,1.5046160187570399,2.7671798967585017,0.2859025243978717,0.5462352922013699,1.5043840108189892,2.7676676417016823,0.28614761726152227,0.5461699514324486,1.504448828070303,2.7678727276121036,0.28593944390203646,0.5461066008008145,1.5046425719019736,2.7679466241150275,0.28506104043982017,0.5460602017785078,1.505076908407466,0.00047943128357155675,0.00916459535690698,0.005399246223148359,0.004313274653432867,0.0006993820849694465,0.009626542386380887,-0.005318931488526024,-0.003863227431290639
2,3,2.6652513509953777,0.23597673924197476,0.22927369256668426,1.58646178497214,2.6652513509953777,0.23357130314985952,0.22896384430773523,1.7328628456288442,2.665787567513401,0.23590641828206638,0.22930575403108744,1.7310140481743865,2.665769561537339,0.23596857286794923,0.2293259853094594,1.730978826818497,2.6658027815628547,0.23603508228197767,0.22933857049409628,1.7309525195807145,2.6658016638072346,0.23608330815114298,0.2293369778671637,1.7309305027010196,2.6657586725082996,0.23606304001512501,0.22931709857648314,1.7309372124645426,0.0005329850465287064,0.0024408520695031236,0.0003612437709795613,0.0019004702991463095,0.0005514305674769737,0.002512005001283457,0.00037472618636105737,-0.0018487974544576513
3,4,2.3580659885838102,0.10377188914358797,0.1125129257677929,1.5270590348630129,2.3580659885838102,0.09994516685316367,0.11142111575129968,1.7304482993808876,2.358391741634879,0.10360328508310578,0.11196342897419255,1.72913140065102,2.3583861499438172,0.10383892100806125,0.11203414085592542,1.729076332662337,2.358383949875567,0.10403937423109252,0.11203752727854842,1.7290395094917193,2.358389337194016,0.10429472131398267,0.11202506057463509,1.7290019891992254,2.3583973036383497,0.10472208670506689,0.11212684084394606,1.7289203792280226,0.00032374116786850133,0.004172367954426877,0.0006184923342411553,0.0014161607979655134,0.0003313150545394272,0.004776919851903219,0.000705725092646381,-0.0013168987298677326
4,5,2.573449937019695,0.19089612815657714,0.07826879841230427,1.5747343068136435,2.573449937019695,0.18577486293158527,0.074906556092851,1.7642862014457252,2.574203907728605,0.177124040724157,0.0787769739827593,1.7659076793552508,2.574278898909921,0.1802653228300927,0.07850114953827164,1.7651169703554719,2.5742730933875184,0.17897991261339213,0.07778056310735403,1.765541274595104,2.57397407769833,0.1770478398958803,0.07743544945604747,1.766101439155086,2.573268117449392,0.21472359478724462,0.07726044343121613,1.7550843879045506,0.0006694800756371213,0.014598308901635104,0.003101523504471007,0.004309594797444498,0.0008289618902259654,0.028948731855659354,0.003870417889908301,0.001815237709360762
5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
6,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
7,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
8,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
9,10,3.1367251351294985,0.1394015483043724,0.08905013421283524,1.754133929515341,3.1367251351294985,0.1362935955749485,0.08874151895456431,1.9072008977916777,3.1374459211669308,0.1381964571492555,0.08891147734821835,1.90621618184324,3.137331897996341,0.1382856504207048,0.08891496417514824,1.9061610738138919,3.1376216032905786,0.1379055168046237,0.08890287347116027,1.9063208237526457,3.1377119045875506,0.13774117331532837,0.08888883855283088,1.9063863979456672,3.1372652121673736,0.13813374778416834,0.08889215359324452,1.9061908237722476,0.0007689923305665804,0.001770259653140909,0.00016087152547702765,0.0009496409049680562,0.0009867694580520947,0.0019920548457562914,0.0001734452205839343,-0.0008144998460104524
10,11,2.448581889621722,0.07794354382057402,0.06941994183456392,1.559685240600136,2.448581889621722,0.07479554863725894,0.06785536954973227,1.761019284419016,2.448999698126206,0.07855299350389602,0.06855955151887862,1.7601179557399098,2.4489939020919427,0.07861254939127976,0.06864977266983155,1.7601010433512583,2.448982764489073,0.07855798872473563,0.06868496400301086,1.7600991695771615,2.448988149219297,0.0784936519566778,0.06855793945095562,1.7601198308399735,2.4490194460001815,0.07844144237471048,0.06865743543515372,1.7601244524240196,0.00041509548931841417,0.0037366389014661175,0.0007683865785484228,0.0009068530651234268,0.0004375563784595471,0.003817000754020819,0.0008295944532785843,-0.0008948319949964034
11,12,2.3308946210123125,0.18013618028230044,0.16314747345118236,1.5018595666041206,2.3308946210123125,0.17503232929818913,0.16231300787264832,1.697806931496672,2.3313296887720147,0.17962444738815989,0.16292271069377343,1.695337068788351,2.331629510168651,0.17925621246214601,0.16261216427709593,1.695590775296578,2.3314822359403657,0.17912155264486923,0.16257648056847035,1.6956000362426398,2.3312078488316774,0.17973092870663318,0.16291990479016133,1.6952742246424248,2.3312620158091075,0.1790050536878143,0.16293338507174618,1.695473661880339,0.0005114152783879745,0.004324577680906711,0.0005067231361406231,0.0023554493361348885,0.0007348891563383475,0.004698599408444054,0.0006203771990978546,-0.0022068952540321707
12,13,2.5723963377424814,0.13197054300348487,0.2767328873262324,1.5897497287949833,2.5723963377424814,0.1265976396616989,0.27631741109740315,1.7234068269044212,2.572883114013296,0.13267113628597751,0.27664380836215846,1.7209269532253095,2.572889576509391,0.13204095051089076,0.27663644875982435,1.7210578320747165,2.572880652444808,0.1317837555238965,0.2765738761381138,1.7211461792518088,2.5728726952299077,0.13187999169876238,0.27658532373705286,1.721116101665881,2.57287341177126,0.13197539269703729,0.2766181661908328,1.7210790618991043,0.00048359330736942894,0.005481537425481123,0.00029540661140116,0.002342818389122571,0.0004932387669094318,0.006073496624278613,0.00032639726475530706,-0.0022606476526123576
13,14,2.5836149076735464,0.20170294064014255,0.1461040992777478,1.5746131140877246,2.5836149076735464,0.1986810434812281,0.14570976037223227,1.7520540446744888,2.5841244398040017,0.20111655057446776,0.14578791865069785,1.7505789134619165,2.584124356293362,0.2010542787046457,0.145875445990917,1.750578723473971,2.584131305489037,0.20129636917166713,0.14598610088954245,1.7504724015427215,2.584126553278573,0.20128345601225844,0.14611753405335232,1.7504442454489952,2.5841195441386735,0.20145056409589926,0.1462089938446889,1.7503648216713468,0.0005103463096997738,0.0025630709748547223,0.00032417216329420456,0.001568381818054039,0.0005163978154905102,0.0027695206146711726,0.000499233472456645,-0.001475131212572256
14,15,2.639526216567079,0.15173520276779814,0.22721482902472362,1.6057949943039718,2.639526216567079,0.14905506447723085,0.22654386403968532,1.7541642126600863,2.6400244820295193,0.15188275033959106,0.22681824666322473,1.7527467102463978,2.640046955817299,0.15187596202006806,0.22681230995263377,1.7527526410844434,2.640032010856271,0.15203110215485882,0.22675820264657007,1.7527308079976576,2.640012101392147,0.15178950357781817,0.22675357124308307,1.7527865466552612,2.640036592644612,0.15210808075210266,0.2267716530955522,1.752706363722501,0.0005043477975582755,0.002884723075495844,0.000240480783352853,0.0014198438983153375,0.0005207392502200037,0.0030530162748718115,0.00027438262353940424,-0.0013776660048250289
15,16,2.9172883449568774,0.10740438673325452,0.044883063234757076,1.6982715844142617,2.9172883449568774,0.10314726993551553,0.04401415591561692,1.868716842431841,2.91824842848728,0.10571403113501894,0.04445821334492155,1.8678115501872876,2.918254128687273,0.1060520167251694,0.04443528880089962,1.867752379154482,2.918260415837797,0.1061889114010166,0.04450955586457244,1.867721897556228,2.9182527282095156,0.1062891266023071,0.04453450699991708,1.8676984703325699,2.918243621705254,0.10638016899943696,0.0444113106063614,1.8676897675044652,0.000963536104226226,0.0029866469307269316,0.00045792097928026696,0.0009830181489625897,0.0009720708809197731,0.003232899063921435,0.0005203510843001594,-0.0009052922445533795
16,17,2.467555921690795,0.14175058405871832,0.08617141283538428,1.5548215468009778,2.467555921690795,0.13790989230261264,0.08519174634930396,1.7527791510471395,2.467862572856347,0.14206722293543222,0.08557374521285444,1.7513670278269742,2.4678906475288866,0.1421010362092203,0.08565423130717817,1.7513549613211898,2.4679193449082524,0.14221458899388476,0.08573406225423653,1.7513222300856497,2.467918105884782,0.1423345537344033,0.08568915897838714,1.751299454235599,2.4679138161799585,0.14231247005265096,0.0857494648535007,1.7512946425745262,0.0003456641765513357,0.004297436874962378,0.0004924208083035257,0.0014517778832730203,0.00036342321745719275,0.004424661431790655,0.0005577185041967386,-0.0014121232201653733
17,18,2.2927729258999534,0.1865534023316682,0.17015665045744027,1.48773534596562,2.2927729258999534,0.17771920027299437,0.1589652413305583,1.6887743678933922,2.2927451086143456,0.18427108857303243,0.16968889296992534,1.6832075146308871,2.292779753695179,0.18154317051042035,0.1694109064553935,1.6840487852220292,2.2930182492131173,0.18575275362246255,0.17028659836684276,1.6826880464695442,2.2932013932158695,0.18281725152870576,0.16933984257226806,1.6838225540197598,2.293230128431744,0.18300672722259587,0.16947591741338522,1.6837357850595254,0.0003012050278570278,0.005933566144238541,0.010680715445777216,0.005296641821331266,0.0004572025317903794,0.008033553349468175,0.011321357036284452,-0.004725582671363027
18,19,2.4383703250824142,0.13732685782086865,0.04099876899735186,1.5465272150449436,2.4383703250824142,0.13507059304728564,0.038813183212105494,1.751125159161432,2.4387706567417076,0.13756289154869963,0.04005729192347268,1.7500440771535706,2.4387755243701434,0.1376610607593801,0.03999914658115796,1.7500273008985052,2.4387913307951803,0.13789559116018693,0.03990137618156353,1.7499843975711822,2.4388022026032576,0.13790825081555533,0.03995436954542972,1.749978542439615,2.438794279930375,0.13797765834813897,0.0400433277318282,1.74995700452147,0.0004166422005773542,0.0027351789483943084,0.0011793253430654068,0.0011273582614770964,0.00043187752084339337,0.0029070653008533287,0.001244108711367188,-0.0010810820078615002
19,20,2.405077030077318,0.16401524892016617,0.028116997472625437,1.5297421260607555,2.405077030077318,0.1620138188794553,0.02481008211023937,1.737822056062765,2.4053899516056387,0.16460322383984308,0.02667300446813804,1.7364978660287966,2.4054131479133196,0.16479101888987133,0.02669143160172093,1.7364506039478373,2.4054375124198075,0.16455394304607449,0.02669000979088107,1.736512839037841,2.405454733642676,0.16426733435910576,0.026652513363065223,1.7365916737204123,2.405443348348383,0.16446431667868974,0.02658500773734588,1.736544022131864,0.0003514802016650368,0.002527977856297628,0.0018487291639528176,0.001303504568834334,0.0003777035653582672,0.0027772000104160366,0.0018813494914815612,-0.0012303823423527316
20,21,2.431686035286905,0.13178706736679058,0.03984983835965409,1.545531465089424,2.431686035286905,0.12946367630057037,0.0375486464504596,1.7507549205281192,2.432044376996727,0.1323241436968929,0.03875178051407175,1.7496657277887684,2.432043042208694,0.13226516007765615,0.038790183245038974,1.7496749759361954,2.4320352911398273,0.1323098260176647,0.03879797718577427,1.7496624874078754,2.4320475782799185,0.1323755790688524,0.03879914789611753,1.7496493425763027,2.43204938907265,0.132308965261534,0.03877769615326813,1.749664820616296,0.0003579334249315864,0.0028532788259868673,0.0012348351720846418,0.0010914808008009695,0.00036335378574481325,0.0029119027682820153,0.0012505014456579353,-0.0010799445919238426
