,Objname,ObsEcc,ObsSin(Inc),PropEcc,PropSin(Inc),PropSMA,0_2PE,1_3PE,2_4PE,3_5PE,4_6PE,5_7PE,6_8PE,7_9PE,8_10PE
21,2074,0.11232284166856803,0.4860837749716424,0.09713362530079987,0.4618089156878596,1.800583902518135,"[0.05314413129254178, 0.4610449595169886, 1.7970307450975669]","[0.06971681082900605, 0.4668016408204917, 1.796438085604101]","[0.10733383884952263, 0.46409645528457977, 1.8004145823795568]","[0.10940601996367673, 0.49214301203474214, 1.8052775046419596]","[0.18533283958182384, 0.4995402019515779, 1.8043779239497733]","[0.16904333867407212, 0.5103852751363593, 1.8010894193252471]","[0.11309223379610177, 0.4751013042469855, 1.799881675207577]","[0.058899304510886, 0.46278209155031275, 1.8009058775442985]","[0.06184908355556206, 0.46204626470315047, 1.8012202128116483]"
22,2083,0.060840310582433416,0.3506401340717577,0.05831657559976837,0.34760362400312095,1.8695738259018466,"[0.05336312229815162, 0.35041607891138393, 1.8695631654224736]","[0.05585014052122203, 0.3502387026040983, 1.8695590855630593]","[0.05507453239245643, 0.34984271894415275, 1.8695841774190805]","[0.05223132853594821, 0.35042709110625697, 1.8695730302619158]","[0.05336203041892435, 0.3501758191570401, 1.869578135700383]","[0.05720387568902, 0.34945621166063146, 1.8695804750978653]","[0.0594781737735879, 0.3492547301833996, 1.8695717038271464]","[0.0589099228227077, 0.34942996517898256, 1.8695830304612915]","[0.059780406514285615, 0.3486511342506832, 1.869572638834235]"
23,2131,0.17707976463984793,0.5656471229863947,0.1720879459169581,0.5518594816995067,1.880623587471585,"[0.1835103603430748, 0.5753653325121634, 1.884517564760902]","[0.17707355892540305, 0.5721386163517049, 1.883729583563616]","[0.17619241679618364, 0.5683837330679441, 1.8820250987783689]","[0.17039146212848366, 0.5673190044701624, 1.881306867924498]","[0.16840836718125654, 0.5644085890595737, 1.881275241645032]","[0.17046798380878625, 0.5606151268569728, 1.8807793629031566]","[0.16404502971191104, 0.5584279539593352, 1.8785625663381857]","[0.156258512686714, 0.5574416694215177, 1.8773999620911594]","[0.13795838046825606, 0.556650888800883, 1.8767362940389185]"
24,2150,0.06294681448038296,0.4270585536165375,0.0559789131581126,0.4265769994303235,1.9106347287601668,"[0.05459933790362135, 0.42515549665559255, 1.9106390398483195]","[0.06302143559455409, 0.4253777659858223, 1.910640926742837]","[0.04898713214971214, 0.4253368444471095, 1.9106373240034364]","[0.04526212397167093, 0.4256407255168314, 1.9106368896692296]","[0.06151842364507312, 0.4254813036132468, 1.9106438172728168]","[0.05839264869763482, 0.4259031297594071, 1.91062530139314]","[0.04773811068503746, 0.4258333995277175, 1.9106285080882317]","[0.05400906781404716, 0.4259389542635021, 1.9106344595545315]","[0.06538991396091723, 0.42569326516456923, 1.9106290814010007]"
25,2272,0.06872205997050487,0.39953145340207114,0.0654813822942015,0.3991153226404177,1.8642583449546233,"[0.06571088491130436, 0.39697928745690764, 1.8642382130445516]","[0.06575873463463822, 0.3965991972267522, 1.864263386329083]","[0.06646830729603596, 0.3966992553628659, 1.8642146436809028]","[0.06652376495644385, 0.3969087117847105, 1.8642880074717505]","[0.06537919020346496, 0.39723704288895156, 1.8643205152952462]","[0.06465606159663366, 0.3975116368588451, 1.864228129446476]","[0.06546782540414711, 0.39720823585152265, 1.8643043521312943]","[0.06559091630249282, 0.39760828890417327, 1.8643440615246754]","[0.06414195568284274, 0.3980695734709726, 1.8642155859859584]"
26,2449,0.16111594162807194,0.41007556369014425,0.15923305094753898,0.409690726963333,1.924963878445768,"[0.1477536641927997, 0.4039610826947712, 1.9261460133642914]","[0.14001187884132169, 0.4084911144992368, 1.927170413521432]","[0.14246974096168868, 0.407101350863017, 1.9280746439749588]","[0.14185100335572248, 0.40872289251416966, 1.9296588890647977]","[0.14131076472892817, 0.40844715300380585, 1.9280497673650312]","[0.1440021164574209, 0.4090450753443933, 1.9238333493340887]","[0.14427244419723667, 0.411449507845391, 1.9219160303777807]","[0.14537010346156717, 0.4111079484352373, 1.9210395985554884]","[0.1446125612644233, 0.41107133573064564, 1.9206405886739262]"
27,2491,0.0671766736802047,0.34393759169444094,0.06484229785505696,0.3434367984034853,1.8752625205760622,"[0.057135903636444225, 0.3444758208188004, 1.87526531750223]","[0.05737626304794505, 0.34503423066235245, 1.8752632214992735]","[0.05693849135412371, 0.3449965598969869, 1.8752580476051885]","[0.05861867529802412, 0.34399225879296946, 1.875259324395905]","[0.06247049375593571, 0.34271182607408146, 1.875263968861539]","[0.06482067145672639, 0.34312412364390604, 1.8752624206480777]","[0.06578200766450436, 0.3437694944132123, 1.875252453733695]","[0.06749666973001353, 0.3416742990330604, 1.8752648974684312]","[0.06758097966500422, 0.340550734680172, 1.8752714837282818]"
28,2495,0.1005847736120246,0.3554929435813445,0.09885253609044571,0.3549827640920235,1.9149332642824082,"[0.0932114975576758, 0.3543302997591666, 1.9147664347573063]","[0.09345914427932445, 0.3544606617592458, 1.9147931623612249]","[0.09444982109945158, 0.35392998666605013, 1.9149641241037991]","[0.09531400870116019, 0.3540205712859067, 1.914983697023101]","[0.09622355621335094, 0.3538664171269568, 1.9149375720133357]","[0.09596986659751855, 0.35349064436264066, 1.9149204524435235]","[0.09510320084504599, 0.35429130927643077, 1.9149482423225923]","[0.09446682736798638, 0.3550928185329781, 1.9149843462326135]","[0.09357122509931695, 0.35541260829968885, 1.9150420083589643]"
29,2552,0.12772941493724171,0.038538124671241986,0.1151020722792473,0.02988394338863115,2.144011468946503,"[0.11190036055629979, 0.0313463033143932, 2.1439969280190434]","[0.11152864080042398, 0.028619858803801662, 2.1439422383817854]","[0.113798893823579, 0.030314638832644163, 2.143806326833609]","[0.11283364368458397, 0.030277746348750103, 2.1437549655251305]","[0.11386586928626954, 0.03054781503803119, 2.1442712384909153]","[0.11418679076759211, 0.030113730491644213, 2.1440572575666805]","[0.11457647063638791, 0.02863463411894587, 2.144465379345339]","[0.11530029905707788, 0.0291958696507197, 2.1444917232305754]","[0.11484375945068975, 0.028494802179542762, 2.1435241098504885]"
30,2577,0.10994087854583016,0.3784734500788794,0.10558479256646477,0.3778425829279357,1.9019459840336757,"[0.1094610008875057, 0.37117549473643774, 1.9018612098138648]","[0.10858963244964863, 0.3682718169204566, 1.9019436186001557]","[0.10959771818095024, 0.36836292266157494, 1.9019845460163702]","[0.1110945858352084, 0.3723380806240541, 1.9019815613959317]","[0.10677210659109843, 0.37683062784612015, 1.9019733967838466]","[0.10040791228011531, 0.3786985533984363, 1.9019518509887365]","[0.0956117474821383, 0.3795287630414492, 1.9019580816455082]","[0.09888248483129297, 0.3780125416148722, 1.9019555247710414]","[0.09530828684833105, 0.3801191279875024, 1.9019546744502913]"
31,2735,0.030275867375658932,0.4169434922598247,0.030188901680058233,0.4165334910127212,1.8545426249447001,"[0.02757480761457557, 0.40159288955188127, 1.8545268299854079]","[0.02900609992889711, 0.4055649694587013, 1.854583144441003]","[0.030748588184416763, 0.41200448794561456, 1.854593657873067]","[0.020291998420479303, 0.416176022398485, 1.8545055309906169]","[0.0240220477214793, 0.41295953559596893, 1.8545244872555713]","[0.024042388486526414, 0.41267253578466556, 1.8545863579670923]","[0.02883439108626736, 0.41747890896624346, 1.8545344067077594]","[0.028068148200421347, 0.42072916000518795, 1.8545075316946293]","[0.0294015710136623, 0.42289403194531566, 1.8545303859068814]"
