,Objname,ObsEcc,ObsSin(Inc),PropEcc,PropSin(Inc),PropSMA,0_2PE,1_3PE,2_4PE,3_5PE,4_6PE,5_7PE,6_8PE,7_9PE,8_10PE
0,434,0.07942820267813196,0.35558378422541703,0.07716308711858973,0.35509520256240457,1.9417059248803696,"[0.06799023705737357, 0.35511849303679194, 1.9417050410651686]","[0.06769594729012525, 0.35590716056162136, 1.9417016308310187]","[0.069919578679393, 0.3570622232120647, 1.9416971191973575]","[0.07036924678100209, 0.35732927645517254, 1.941699872055664]","[0.07007324858614557, 0.35585717682019335, 1.9417073503177764]","[0.06817196056424044, 0.3532870068498595, 1.9416983086913622]","[0.06918269841931993, 0.35174097443664026, 1.9417170432092394]","[0.06905245440692775, 0.3532063457068607, 1.9417175380279597]","[0.06938891546825877, 0.3556268529637161, 1.9417120220726458]"
1,1019,0.09076665673694835,0.4200963415374666,0.08736012046814114,0.4197217056660638,1.9090692611786366,"[0.0838193363530284, 0.41746639844399147, 1.9090578464298416]","[0.08329376256425229, 0.41699529168808624, 1.9090951702946686]","[0.08266951730159056, 0.41679859522966606, 1.9090958558533304]","[0.08286001504309959, 0.41713238902849203, 1.9090842325688637]","[0.08333038989080498, 0.41770704853356455, 1.90909050865607]","[0.08487932784575591, 0.4179002094986501, 1.9090683526610182]","[0.08648889915567501, 0.4178817875377241, 1.9090586591976302]","[0.08712230144604347, 0.4179748295485611, 1.9090470308582497]","[0.08631931692012441, 0.417701242536535, 1.9090370221988855]"
2,1025,0.07665683614466759,0.41621617562196817,0.07168642650040427,0.4158209219405391,1.9764957796516525,"[0.06693578713768526, 0.4132545975820035, 1.9764987472358735]","[0.06960130835124081, 0.41142999582413076, 1.9765117708820412]","[0.06586582565395196, 0.4159037836259493, 1.9764999760129862]","[0.06592440924911525, 0.418833140174096, 1.9764681085379148]","[0.06792283651439009, 0.4175001980537984, 1.9764968319607283]","[0.0678462901829267, 0.4171947102561361, 1.9765077234226656]","[0.0666359925678859, 0.41628418821907676, 1.9764957087999626]","[0.070515716244868, 0.4130437493088275, 1.9764959023953323]","[0.06884014634056129, 0.4127644376972341, 1.9764898039171777]"
3,1103,0.08782494873656163,0.35626674247590623,0.085788336252924,0.35579350671778365,1.9310771459624252,"[0.07844833623646162, 0.3551365952238522, 1.931089973172247]","[0.07688124579203086, 0.35487193109255155, 1.9310758926286071]","[0.07729803601312797, 0.35453270559056627, 1.9310377205005347]","[0.0767761336158853, 0.3545690199653278, 1.9310209557725815]","[0.07762849972687272, 0.3547271405417453, 1.9309992956240976]","[0.08000917443663928, 0.3553373366170615, 1.9310283766213177]","[0.08067966243107338, 0.35609450902420653, 1.931094248875182]","[0.08207054834185053, 0.3569563530644412, 1.931147572345902]","[0.08343126142101832, 0.3577820509175527, 1.9311612443414778]"
4,1235,0.1340394136701532,0.4308675380846899,0.13063041631865005,0.4304959825598083,1.9081482399117224,"[0.12755604375208957, 0.4301689271901534, 1.9077669536524353]","[0.12960712204822572, 0.4272979048903479, 1.9080220790791795]","[0.12950077003531493, 0.4278456000981061, 1.9082915314757456]","[0.12751727376394878, 0.43023745071070985, 1.9083453138661262]","[0.12619193715047017, 0.4296511935668884, 1.908374842921336]","[0.1275494850779023, 0.4289888581945769, 1.908260509693372]","[0.12404427467247395, 0.4317284405879734, 1.9081636142048866]","[0.1219696644312732, 0.432478344402566, 1.9082012775295816]","[0.12467770855524904, 0.43063014728461474, 1.9081482957449667]"
5,1355,0.08229639011524413,0.4043566305969641,0.07955247011438078,0.4038144652645469,1.851056501845831,"[0.07640549258104765, 0.40267044500562876, 1.8509986633207183]","[0.07914110716960121, 0.40361530851554356, 1.8510266557780524]","[0.07939177830039505, 0.40420377144194414, 1.851110130132034]","[0.07821809608335677, 0.4037746436139996, 1.8511186591774926]","[0.0775768569629497, 0.40359689854938835, 1.8510316978942933]","[0.07881633101800155, 0.4038029376695763, 1.8510575570921892]","[0.07747678972829135, 0.403836195316315, 1.8510825377336355]","[0.07601473895036173, 0.40427839576613456, 1.851026456978362]","[0.07537717605382771, 0.4039108219456917, 1.851062915320871]"
6,1453,0.04877008001471418,0.4146795236387487,0.0442853650889398,0.41425362219187645,1.8945232124719802,"[0.04683874216163195, 0.4113855665790052, 1.8945211832513638]","[0.0451966342670709, 0.4117581164326825, 1.8945200300177711]","[0.04527900591376788, 0.4119065636928614, 1.894520296513617]","[0.04396364256947798, 0.41161217073236855, 1.894522478709932]","[0.04233321478231504, 0.41221812859557144, 1.8945191724681185]","[0.04134704919706412, 0.4119461906213612, 1.8945228984165605]","[0.0412467563673755, 0.4120795641013067, 1.8945312950110875]","[0.04301610178462937, 0.4124064708235319, 1.8945197657735788]","[0.04301838959655541, 0.41263206111556816, 1.89452266676018]"
7,1509,0.062170219507012965,0.4155498026266174,0.051909787869480715,0.4151794124351202,1.863785018725789,"[0.050139066894462965, 0.41478998749104484, 1.863788553308797]","[0.05931274421749106, 0.41473696927684056, 1.8637889703658814]","[0.06318604208740795, 0.41325842727704887, 1.8637637083947496]","[0.051303013757557636, 0.4137557432328858, 1.8637483990509638]","[0.046197208241493586, 0.4149261851573506, 1.8637711276851814]","[0.058299579319818835, 0.41520055955555496, 1.8637741529277674]","[0.07161804293034761, 0.41297795421815475, 1.8637866517114134]","[0.06443066162647634, 0.41399894100965456, 1.863810908468297]","[0.04766496971504492, 0.41461683778288677, 1.8638125296742938]"
8,1600,0.031812830836992836,0.33883000663424667,0.025027393642656406,0.3383202142089875,1.8465555018734912,"[0.022574430291087865, 0.3392234209588888, 1.8465533411594899]","[0.0206959090249539, 0.3381265971377551, 1.846563305641187]","[0.023313971692918854, 0.33828121143798195, 1.8465591027956776]","[0.028071958629677384, 0.3387255640978757, 1.8465527174074887]","[0.02713037456744587, 0.33740616416511904, 1.846560781207498]","[0.022700398001636254, 0.33800265093250015, 1.84655723309105]","[0.02124660153730236, 0.33905835095233927, 1.8465545455170036]","[0.025211384271267824, 0.33824479630543497, 1.8465574936719218]","[0.028671356467146428, 0.3376461390119109, 1.8465507722505645]"
9,1656,0.10243434418410684,0.41085387154786207,0.09988183807105465,0.4104681929551443,1.8750222630422149,"[0.09810778647559842, 0.40945835997650126, 1.8750927105236401]","[0.09914100159661735, 0.4105014182102549, 1.8750817384867873]","[0.09780235030991286, 0.4106004213765165, 1.8749992968450866]","[0.09728863604956396, 0.41003539528777816, 1.8749887006207264]","[0.09885205666855747, 0.41135219369765724, 1.8751479735683634]","[0.09797266596920591, 0.4111736952939796, 1.875124301286606]","[0.09776627037133517, 0.4101591255864297, 1.875024192063309]","[0.09978468931322368, 0.41114128737689926, 1.874938657831131]","[0.09890439361995881, 0.41067542652105216, 1.8748452717694655]"
10,1706,0.12535622776346564,0.04706183713689113,0.12306197115614527,0.040016675196804616,2.122777773845326,"[0.12804287251266105, 0.0375002551864177, 2.1228356807797217]","[0.12929495671237495, 0.04066780019179923, 2.1228357838805767]","[0.12570057940122656, 0.04489999051399796, 2.122826117996061]","[0.11969155513892693, 0.04253823899853872, 2.1228253391034184]","[0.1165396854156106, 0.040127121350103934, 2.1228168809709933]","[0.11721454553038611, 0.041009573785520205, 2.1228271154989153]","[0.1195088637082983, 0.039341634021081345, 2.1227790951713787]","[0.12378164441667926, 0.03807762603331112, 2.122684147452094]","[0.12443197431550729, 0.038184160147150446, 2.1226227646672067]"
11,1727,0.0835613936465478,0.3509953356403922,0.08084954755660631,0.35026174770316737,1.8516351195526226,"[0.08412832729867324, 0.3482107311353625, 1.8516106218939634]","[0.08231277766280687, 0.3490467721832508, 1.85164062823498]","[0.08010525323847455, 0.35041267164306655, 1.8516483261927166]","[0.07744332157283271, 0.35085407369310534, 1.8516349180783847]","[0.07461890627198454, 0.3513572123141683, 1.8516547753048667]","[0.07222374905208358, 0.3514540370543702, 1.8516395353666244]","[0.07339946368539628, 0.35069707589295684, 1.8516376231882983]","[0.07794134302458178, 0.34988163547880113, 1.851623301489983]","[0.08261177497011338, 0.34894923993841714, 1.851630800458213]"
12,1750,0.14208919496730624,0.3822592650251429,0.14027735549958614,0.3816129636815947,1.9242129044059877,"[0.12908170135804745, 0.3758706711856586, 1.9238907242004648]","[0.13007941444783883, 0.37460315739736766, 1.9241888897949495]","[0.12996941192890996, 0.3745532818731557, 1.9243153319955646]","[0.12803426958204364, 0.37655519127526904, 1.9242186436111446]","[0.12784302668398054, 0.37735683798969816, 1.9242506824572148]","[0.12927847703951892, 0.37622173784438157, 1.924252751942468]","[0.13008796352308394, 0.3757874626632243, 1.9242540435791025]","[0.13158437255530384, 0.37502309215832746, 1.9242602238722166]","[0.13099877504820753, 0.3753260439297487, 1.924349903183355]"
13,1876,0.05790979157355696,0.437655647350348,0.057710656637537244,0.43671086671279447,1.961676390066645,"[0.04439266865685288, 0.4360294933985638, 1.9616881342336618]","[0.046616701498976156, 0.4362924457883885, 1.9616885367143462]","[0.05296011340600998, 0.4362498376543939, 1.9616858371327097]","[0.04373871781586038, 0.4361873473887146, 1.9616731375716159]","[0.05144572244331126, 0.4361036058607466, 1.9616592689088734]","[0.0481827084826095, 0.43569150772326704, 1.9616553280852005]","[0.043979980829705195, 0.4360266473189948, 1.9616653603843748]","[0.055147094209710194, 0.4360240096336813, 1.9616735000504864]","[0.04185831375323497, 0.4357142213021654, 1.9616779776555366]"
14,1919,0.07753268562478804,0.3587587670344451,0.0754087163179014,0.358312085264807,1.93345636554265,"[0.07195482981380442, 0.35692695162394855, 1.9334566681722232]","[0.07247652740900383, 0.35709895457619734, 1.9334398325643074]","[0.0728707810638694, 0.3569502636623814, 1.933435082342438]","[0.07206833315363531, 0.35728572441016687, 1.9334457236803915]","[0.07168360884156313, 0.3574802138651766, 1.933473020453871]","[0.07262782765870382, 0.35745622404564037, 1.933485419344027]","[0.07267345401988093, 0.357993290790169, 1.9334607368778385]","[0.07154132701979649, 0.3585036804901656, 1.9334636263562988]","[0.07009458879918123, 0.3590835468750373, 1.933463744022802]"
15,1920,0.08806344159946297,0.3546790544708832,0.08598763068373333,0.35421129193650297,1.9274487165125183,"[0.07928786092969725, 0.3538783375083614, 1.927708677604012]","[0.08021008495689187, 0.35382156023839717, 1.928038511425971]","[0.08032305401195189, 0.35388721268437645, 1.9273376597634166]","[0.0806155498353557, 0.3541751641281791, 1.926962230915707]","[0.08192832006179258, 0.35457540862833353, 1.9270782205996737]","[0.08227467228224743, 0.3546328340701693, 1.9270997356009079]","[0.0805814235754512, 0.3542165712760244, 1.927644439490498]","[0.08028411008938255, 0.35369932469137116, 1.927275893491312]","[0.07985231800461293, 0.35318463485556423, 1.9274724128022678]"
16,2001,0.13096298826641223,0.4101980055490329,0.12634443317335436,0.40978034811428116,1.9309911377537674,"[0.1219601725753878, 0.4030093426570235, 1.931002661863584]","[0.1255433321929521, 0.4030523247052306, 1.9309834924230094]","[0.12270619625550538, 0.4047650361923344, 1.930995490273578]","[0.12188120856649615, 0.40830384219802, 1.9309849460853366]","[0.11702055091439097, 0.4132171754780206, 1.930987141936056]","[0.1149880513980122, 0.4143552081562041, 1.9310007768962296]","[0.11722067761409094, 0.4102107257610187, 1.9309930278675085]","[0.1185462805445465, 0.4079237327117936, 1.9309873515090143]","[0.11951019993019248, 0.41141604237460244, 1.9309687779116336]"
17,2035,0.18330510218948964,0.4224715170925772,0.18130951123059508,0.42205810997148974,1.8815641097366131,"[0.16151870814202698, 0.4231754176734912, 1.8816163283207303]","[0.16430632366365056, 0.4210733519006639, 1.881537883424203]","[0.16386812302904924, 0.4185274000711821, 1.8815645224151645]","[0.1692386180309502, 0.4205597509089744, 1.881516458025565]","[0.16549709439359728, 0.42218542706144363, 1.8814623428858759]","[0.16396941266162415, 0.42072944553884056, 1.8815237626477805]","[0.1647970227689218, 0.42026498697003956, 1.8815728423776872]","[0.1651736377538645, 0.4199058779222083, 1.8815796369852829]","[0.16663087887188555, 0.41885954706441086, 1.8816012411311922]"
18,2047,0.05789087523845332,0.4163754844158697,0.04643794115821804,0.41593577596596737,1.8694725615744237,"[0.045158678814040974, 0.41584107925402825, 1.8694702813812274]","[0.06393543566374278, 0.4140674206615136, 1.869464455247976]","[0.06529048078963515, 0.4138439120099804, 1.869471877759303]","[0.04923405002396154, 0.41518521795013585, 1.869476606682231]","[0.03311883769814696, 0.4165319101118117, 1.8694728491662094]","[0.030148206698337517, 0.41626638787020614, 1.8694706306474527]","[0.04637456601206607, 0.41576438647193104, 1.8694755392599254]","[0.06646837862949878, 0.41470359840691073, 1.8694818194840082]","[0.07102001263986979, 0.4136347564790546, 1.8694717378144627]"
19,2048,0.061247988054194756,0.3659354472202332,0.05854547825466523,0.36306552874304726,1.9510415436344144,"[0.05235702916822098, 0.36443105841890566, 1.9510332368137429]","[0.05178340045415359, 0.36495209215641494, 1.9510284906424558]","[0.052134885427775175, 0.36546646513599385, 1.9510410145139898]","[0.05178578941811873, 0.3653912833232553, 1.9510424108306466]","[0.051674601405331304, 0.3659477797124899, 1.9510427132505606]","[0.052187872504878295, 0.3655779958830473, 1.951035957055551]","[0.05270562268836676, 0.3646305142264314, 1.9510555582497426]","[0.0529482336274784, 0.364309437477851, 1.9510634755734204]","[0.053500226724806026, 0.3641493159537861, 1.9510405605314405]"
20,2049,0.07608563810804594,0.41077176331161125,0.07354719372239431,0.41026975478969335,1.9465094758678216,"[0.06968096011752141, 0.40838736063057474, 1.9465275392086216]","[0.06992614508402249, 0.40862262706559455, 1.9465423757114213]","[0.0697232405941681, 0.40746302105783083, 1.9464445560156904]","[0.07194663594298745, 0.40772649687412443, 1.9465346187101917]","[0.07099459345366807, 0.4075935933932343, 1.946585804574659]","[0.0692192095625685, 0.408012774582624, 1.9464795573978808]","[0.07014285077218747, 0.40885682936809964, 1.9465060193430832]","[0.06955616175695559, 0.4080731920195003, 1.94654087309071]","[0.06985839386448911, 0.4087867564556541, 1.9464826805206463]"
