,Objname,ObsEcc,ObsSin(Inc),PropEcc,PropSin(Inc),PropSMA,0_2PE,1_3PE,2_4PE,3_5PE,4_6PE,5_7PE,6_8PE,7_9PE,8_10PE
10,1706,0.15131131225373165,0.0466369149006349,0.14920976895425853,0.03957342320243995,2.122695664598675,"[0.15585558012882472, 0.03830945916494574, 2.1228116314128225]","[0.1406441487417241, 0.03727371849763908, 2.1225847251343386]","[0.15248310346064037, 0.03683141487647714, 2.1227672414093632]","[0.14445017200641863, 0.038791621914108676, 2.1227058329504014]","[0.14179855999680496, 0.0393216245782101, 2.122735174994399]","[0.15843615176405995, 0.039497312200670806, 2.122778076533666]","[0.1421992045178385, 0.04071181182994144, 2.122628617713558]","[0.1473905411778856, 0.039815608838183025, 2.1227193652552114]","[0.15395103790093037, 0.04270083198377072, 2.1225445169749766]"
11,1727,0.09183010883250765,0.3481574011268259,0.09014519014317836,0.3476750598094976,1.8515929404281033,"[0.08947153595376292, 0.3473269677774799, 1.8516202846175565]","[0.08975971323991896, 0.34709705467331436, 1.8515968101307403]","[0.08942481751403276, 0.3467067563507553, 1.8515809522412943]","[0.08960164828481777, 0.3473968311370037, 1.851589443892828]","[0.08983430626379166, 0.34670282981545536, 1.851596192856874]","[0.08966313935170361, 0.3469155330983477, 1.851596893226703]","[0.08966966670949483, 0.3472878662740291, 1.8515854307804234]","[0.08959311903255512, 0.3466043472800866, 1.8515840784546045]","[0.08966303651791656, 0.34728760361352934, 1.851579533066567]"
12,1750,0.13737914188623185,0.381263680156643,0.13579832646053097,0.38062561110268595,1.9238181229362379,"[0.1287861961899706, 0.38032825694854955, 1.9237481826333065]","[0.13240048805101873, 0.38048797564860226, 1.9237912916930875]","[0.13092543863729353, 0.3795816104603417, 1.9238668369885112]","[0.12817943855022898, 0.37921958624793617, 1.9238584986943426]","[0.13188696086003637, 0.37958631203805976, 1.9238654856186237]","[0.1324280669378551, 0.3813704781836766, 1.923768495802853]","[0.12902272693188524, 0.3801099519571286, 1.9237742187984133]","[0.12928189886615007, 0.37863299412264334, 1.9238363930317155]","[0.13145988953506588, 0.3811165464267723, 1.9238385395440067]"
13,1876,0.09033014278809542,0.4344292000973292,0.07729964690947894,0.4339900203278791,1.9617183237896487,"[0.08279248076771968, 0.4311759651298696, 1.9617418561080795]","[0.08017641059278581, 0.4321831639272069, 1.9617356014568863]","[0.08287051621700975, 0.4314055431021588, 1.961706770265232]","[0.08087392622230949, 0.4323672682565957, 1.9616928184647158]","[0.08159431407596766, 0.43210964870850105, 1.9617029632820353]","[0.0830661239987682, 0.4317811598037588, 1.9617277136697218]","[0.0805504492534588, 0.4326826955500202, 1.9617326819817509]","[0.08398626236281556, 0.4314909151623962, 1.9617190868155512]","[0.0802946247780653, 0.43259829525352755, 1.961701764084799]"
14,1919,0.07633592608063682,0.35877020396704074,0.07418426195650746,0.3568127137196644,1.933556678807779,"[0.07287949065600369, 0.35758059340780324, 1.9335759459735335]","[0.07316451660915556, 0.35779345234150867, 1.9335370195974468]","[0.07317638289875303, 0.35801143877190156, 1.933539151077907]","[0.07299836357263605, 0.35757777999751994, 1.9335663361273308]","[0.07322342966550256, 0.3579280775996896, 1.9335569828163075]","[0.07188963395259253, 0.35688675991165875, 1.9335624735299721]","[0.07224193347367608, 0.35731649582684566, 1.9335573893801086]","[0.07102841166445231, 0.35657593947180594, 1.9335511705993318]","[0.07174599533639904, 0.35715128694557746, 1.9335562105710296]"
15,1920,0.0869216275386398,0.35514718360235775,0.08502169437484079,0.35450624954648724,1.9275096406236447,"[0.08453319025864815, 0.3545031196349035, 1.9274874990637605]","[0.08406616108388311, 0.35403500081045886, 1.9275112889831676]","[0.08382171017052895, 0.3537953856676553, 1.9275487532373312]","[0.08335226245603039, 0.35337235735491757, 1.9274907208564631]","[0.08324267066463252, 0.35335453469227596, 1.9275171631508756]","[0.08330982458449296, 0.3532376244730722, 1.9275192866891817]","[0.08344934222013066, 0.3535947488605696, 1.9274724488580506]","[0.08399877681340029, 0.35381619797171493, 1.9275360925257765]","[0.08419785898770554, 0.35426492486197764, 1.9275242793482772]"
16,2001,0.13156431346416864,0.4098341926057433,0.13035078209778433,0.40940687086450556,1.931027246939609,"[0.1278123601994523, 0.40731632301014986, 1.9310904685137449]","[0.1278159911483173, 0.4069843254423982, 1.931015968355552]","[0.1259447504283489, 0.40835774227996285, 1.9309751229096028]","[0.12647234591223813, 0.4075147501736592, 1.9310179713650013]","[0.12689835006099362, 0.40732553450303893, 1.9310187392978655]","[0.12496052472412691, 0.4086086127710558, 1.9310174039130976]","[0.1280354992548168, 0.4069119559394966, 1.9310183532382146]","[0.12803452346690242, 0.40692670197479, 1.9310059727509605]","[0.12684414656485007, 0.40772873712131985, 1.931037011897948]"
17,2035,0.17877093923429896,0.42239393697040695,0.17739786529765825,0.4220118857686192,1.8815792401956197,"[0.173505420995804, 0.42235653896168435, 1.881543673903961]","[0.1724311930380556, 0.4227233924323573, 1.8815844988381982]","[0.17231720077158963, 0.42234369302160557, 1.8815799747106403]","[0.17330938176878144, 0.42157921887765054, 1.8816006747074279]","[0.17374348415637525, 0.4211980055505633, 1.8816357258730765]","[0.1730587691822571, 0.4216716480907964, 1.8815832464898594]","[0.17252421501870435, 0.42242400248147993, 1.881574517599954]","[0.1734033787886812, 0.4224553452959598, 1.8815986529525621]","[0.17405655869974915, 0.4216870508097128, 1.8815662728420663]"
18,2047,0.037106091622049704,0.4196630513759028,0.03670557562318535,0.4191569090037523,1.8696017315081441,"[0.037142464050388097, 0.4083000945931403, 1.8696202167520402]","[0.02926834043642883, 0.4166772509521303, 1.8696118067579415]","[0.03712732117764719, 0.40833623664092317, 1.8695996319023227]","[0.029433599655751253, 0.4173077268322022, 1.8695880746118414]","[0.03683513046474192, 0.4087634379266711, 1.8695897616481687]","[0.03611969805660433, 0.4089578808228397, 1.869599946085482]","[0.03653203183939524, 0.408393763549324, 1.869596987897996]","[0.029911368068713466, 0.4162502235331345, 1.869599893299094]","[0.029652696098194972, 0.4165074166992845, 1.8696020797797905]"
19,2048,0.061626000699980366,0.36721151249439066,0.05857271582104193,0.36657874226536374,1.9511312246697927,"[0.05838315180832189, 0.36608970809330843, 1.9511423110079098]","[0.057743055291093755, 0.3659601712061716, 1.9511345429615115]","[0.0589605726524002, 0.36602594471854816, 1.9511258825603504]","[0.05850123586463005, 0.3660727443701425, 1.9511522829554102]","[0.05788338213715131, 0.3659668753032051, 1.95111983912283]","[0.05876320276085133, 0.36598561905236726, 1.951113738629194]","[0.05844808509671633, 0.36608198821592197, 1.9511414355829124]","[0.05802232109701077, 0.36595690853396257, 1.9511347722318046]","[0.058936833986530344, 0.36606331056497504, 1.9511333921861855]"
20,2049,0.07734547681944194,0.4101477938461098,0.07486662822558368,0.4096461652741036,1.946550858053301,"[0.0709460907737989, 0.4076613048983457, 1.9465357475315628]","[0.07065422960548594, 0.4076562284581333, 1.946552495741798]","[0.0715091843208123, 0.4076744906857074, 1.9465557136363438]","[0.07112912109057148, 0.40761076989288003, 1.9465705928030612]","[0.07159635753502112, 0.40763442191190946, 1.946561237495704]","[0.07117509289856218, 0.4076038334272671, 1.9465369421741956]","[0.07152378948097428, 0.4077172855242328, 1.9465485276511012]","[0.07048376826166591, 0.4076146245062437, 1.9465617415476917]","[0.07154663025814927, 0.40779752429195504, 1.9465521825140613]"
21,2074,0.17361900160112767,0.5017750599868258,0.17118367760222972,0.4811095042948707,1.7973208349267975,"[0.16316172383539035, 0.4520447438313908, 1.7973348717359863]","[0.15937897280608163, 0.4858200130732063, 1.797320642935454]","[0.180102877750824, 0.4912791715623116, 1.7973186524495155]","[0.16086536089322806, 0.4376286510604828, 1.797331017506584]","[0.18093169262563835, 0.489849730871, 1.7973054879972368]","[0.15624355661470157, 0.48905156805438865, 1.7973116638065]","[0.16245101345766197, 0.44979564578577497, 1.7973347169426543]","[0.18222981952796505, 0.47997609331434365, 1.797325582588346]","[0.16540405430390942, 0.46260280822444894, 1.7973094620042995]"
22,2083,0.05250871615987561,0.35309868812204015,0.04938535633859834,0.35235101653569795,1.8695513198870715,"[0.04904817395258412, 0.3518174735507097, 1.869550034654053]","[0.04903127641260835, 0.35227155764495865, 1.8695541311360093]","[0.04925345790000185, 0.3528049114397067, 1.8695536768168048]","[0.04921904821040718, 0.3519625294789139, 1.8695604307145521]","[0.049071859707326984, 0.3520061136128811, 1.8695588507871983]","[0.04890697387771228, 0.3528238374891076, 1.869548712242807]","[0.0491105934437569, 0.35222745280401596, 1.869550055732047]","[0.04915531865206138, 0.35180728461379546, 1.8695533573177576]","[0.04908577370155967, 0.35266179503111894, 1.8695508862019414]"
23,2131,0.17813781004713072,0.5778904966863508,0.17779311446569976,0.575597320595907,1.884726727266491,"[0.1896983497502947, 0.5801185746918566, 1.884734638346631]","[0.19425267411159478, 0.5777548469438134, 1.8847207993073156]","[0.18909587264085798, 0.5790668974890445, 1.8847269405171565]","[0.16684881011758335, 0.5376110392805171, 1.8847154489927749]","[0.15492683169076418, 0.5715572728843604, 1.884721017860853]","[0.16951674963238572, 0.5379043878248833, 1.8847279228601423]","[0.18624175083543282, 0.5779731667258561, 1.8847213064248007]","[0.1809318095156412, 0.56842225082297, 1.884726332237225]","[0.17042613515838667, 0.5324258056145516, 1.8847280397357606]"
24,2150,0.047052817578197834,0.4269014517299948,0.041913062098808566,0.42639901267970576,1.9107800957842018,"[0.041830932161974366, 0.4245980222321746, 1.9107780766479732]","[0.04180708813519652, 0.42470637557028484, 1.9107876024208816]","[0.043190922133403066, 0.4246365709275139, 1.9107919398762756]","[0.042761881904617084, 0.4244868240019814, 1.9107730535289411]","[0.04160873766463809, 0.4245366426302046, 1.910771531963971]","[0.04113129812956403, 0.42474231173117505, 1.9107868722667307]","[0.040008325388974315, 0.4243480975211099, 1.9107807326825037]","[0.040113308042199904, 0.4247681470860428, 1.9107784652715076]","[0.043215763070759236, 0.42460215118024747, 1.9107766172579277]"
25,2272,0.061370379564292366,0.39790178023209005,0.05826034946028792,0.3973280560718794,1.8642152556588032,"[0.05591927394844531, 0.39735612860706726, 1.8642251548058248]","[0.05773776896211325, 0.3972408318984437, 1.8642246464366226]","[0.06311140847307192, 0.396338423829598, 1.8642010170586014]","[0.05775829556448988, 0.3974722845689848, 1.8642084209769088]","[0.05355010895733924, 0.397687307844837, 1.864209846091398]","[0.061729254637205966, 0.3965229120440931, 1.8642138462218927]","[0.06148775652713305, 0.396847585149212, 1.8642190058126062]","[0.053914787276541344, 0.39798756350554726, 1.864216065338606]","[0.05802529812134718, 0.39697270607842594, 1.8642205582429592]"
26,2449,0.15806539987555132,0.41016928191036695,0.15698908208732829,0.4097953617024385,1.906325185426673,"[0.149489029208571, 0.40805172155859504, 1.9062101560872546]","[0.14622067261129443, 0.4088956179345336, 1.9063217428401662]","[0.1495628715540508, 0.4069367696797457, 1.9063248439640883]","[0.14627677905053388, 0.40765723002152704, 1.9063515263889625]","[0.14880706367810026, 0.407135571844292, 1.9064356199449461]","[0.1496673744666461, 0.4068442186256892, 1.9063398390213178]","[0.14674382956381343, 0.40784655605319187, 1.906351820766788]","[0.1485174243342679, 0.407368142562172, 1.9063491949473965]","[0.1475268274843987, 0.4082485310564214, 1.9063032650545437]"
27,2491,0.06546596906996853,0.3446539098065352,0.0630574095900484,0.34414321353494287,1.8753427683090844,"[0.0616627184547645, 0.34355996155419516, 1.8753400195996028]","[0.06229826132039051, 0.344003518719227, 1.8753341299611648]","[0.06188860402571763, 0.3437987427575504, 1.8753269647059343]","[0.06160831724009095, 0.3437062996656188, 1.875357723410234]","[0.06225962094785912, 0.34407023500168615, 1.8753645088838007]","[0.061180493923503276, 0.3435225460406434, 1.8753427031031915]","[0.06211876629588955, 0.3441323813791925, 1.8753391134289605]","[0.06126436672913904, 0.3436225447499414, 1.8753404548819452]","[0.061838991684076056, 0.3439597323624649, 1.875338837614319]"
28,2495,0.09663751683049925,0.3570149918572215,0.0949342759767871,0.3560277102900732,1.9151249011706073,"[0.09244033096570627, 0.3555867178394352, 1.9151298483605912]","[0.0936265436067499, 0.3569589946222457, 1.9151352514948792]","[0.09324149877056269, 0.3558786504765908, 1.9151309697673264]","[0.09226169735361757, 0.35596768899775794, 1.9151147050385606]","[0.09209540341309318, 0.35688783683256314, 1.9151460571166892]","[0.09198362468970041, 0.3555571541005131, 1.9151389662857872]","[0.09284849052310508, 0.3563229354169224, 1.915103272656817]","[0.09307810115528133, 0.3567688193881927, 1.9151304641772557]","[0.09258028556149928, 0.3553293555587005, 1.9151176693624166]"
29,2552,0.12225276366035057,0.04187625993683098,0.11968274228744216,0.03433493510101,2.14387527137991,"[0.11337339084447426, 0.03337336076889135, 2.1439393128649273]","[0.11571512363880485, 0.033154606601388296, 2.14385346156156]","[0.12286429729089608, 0.03339020974839066, 2.143845639414624]","[0.12559582932826757, 0.03409557778900408, 2.1438885047194955]","[0.12215779932384774, 0.033956622590594794, 2.1438498219744524]","[0.11691577498796563, 0.03510459694395327, 2.143867636539437]","[0.11579475317690852, 0.03576464931524218, 2.1438755311617177]","[0.11713970320260575, 0.03496362048218546, 2.1438491732095626]","[0.12404522111704101, 0.035134735559225326, 2.1438695113785036]"
30,2577,0.11695546991295007,0.3770068100354281,0.11552752740071583,0.37637483232595664,1.901812197889979,"[0.11095864304954747, 0.37589396682340354, 1.901806904734086]","[0.11081945964824828, 0.37593017042087945, 1.90182384969062]","[0.11168445384111186, 0.3761302079827123, 1.9018160161568158]","[0.11303026001844006, 0.3764321428119939, 1.9018009210941837]","[0.1138335423399577, 0.37661672076013974, 1.901811604721558]","[0.11386925848609343, 0.37652984442056203, 1.9018160513256077]","[0.1132123486702533, 0.3761563731308383, 1.9018140385904883]","[0.11165009747011129, 0.3756137123417924, 1.9018162291593268]","[0.11035775223168204, 0.3751100537346761, 1.901814803438797]"
31,2735,0.03283870756332171,0.4167273987522154,0.03251948371113384,0.4161567302690115,1.854594529293672,"[0.03191463863998817, 0.41656966030875625, 1.8545937169207236]","[0.03257899070748276, 0.41621180275070485, 1.8545993100015001]","[0.03223802641769442, 0.4159305325287842, 1.8545841742163953]","[0.03252586364275924, 0.41614412475629214, 1.8545843276102083]","[0.03199484497862316, 0.4165531145150863, 1.8546036273143691]","[0.03237579796752053, 0.4165522362124416, 1.8546115798231817]","[0.03217243945741313, 0.4162002640707336, 1.8545863419775344]","[0.03249066306785075, 0.4159999757955588, 1.854580664405811]","[0.03245052265466598, 0.41612958115555065, 1.8546085268897787]"
