,Name,MEGNO,Div_RMS_a,Div_RMS_e,Div_RMS_sinI,Info Entropy,Delta_a,Delta_e,Delta_sinI,Prop_RMS_a,Prop_RMS_e,Prop_RMS_sinI,Prop_Delta_a,Prop_Delta_e,Prop_Delta_sinI,ACFI,MEGNO_flag,Proper_SMA_flag,Clone_SMA_flag,Entropy_flag,AFCI_flag
38,60454,0,0,0,0,3,0,0,0,1.2644591925047026e-05,0.0017888136387787,0.0034123769517875,1.2711656801690635e-05,0.0023260848713475,0.0049527252919205,0.844,0.0,0.0,0.0,0.0,False
39,60620,0,0,0,0,3,0,0,0,7.5538633344801575e-06,0.0118352310730398,0.0038790076832579,1.0074725077101035e-05,-0.0002158446192747,0.0070640388947122,0.243,0.0,0.0,0.0,0.0,True
40,66452,0,0,0,0,3,0,0,0,1.9449787718311436e-05,0.0006022551723523,0.0012290409602324,2.4700983594836893e-05,0.0003576580366055,0.0013162401735554,0.594,0.0,0.0,0.0,0.0,False
41,66652,0,0,0,0,3,0,0,0,3.219349073417059e-05,0.0034463326280158,0.0026010695293077,4.1699007923434676e-05,0.0029731440231855,0.0038857913986867,0.392,0.0,0.0,0.0,0.0,True
42,69986,0,0,0,0,3,0,0,0,5.236407592001207e-06,0.0067681056301231,0.0037204832835299,-1.6862974105105603e-06,-0.0002612296425123,0.0018119808012353,0.748,0.0,0.0,0.0,0.0,False
43,69987,0,0,0,0,3,0,0,0,8.00692297420424e-06,0.0035015263741214,0.0037670322402647,-7.401965221428302e-06,0.006031106830879,0.00609187695125,0.867,0.0,0.0,0.0,0.0,False
44,69990,0,0,0,0,3,0,0,0,9.915607884303437e-06,0.0001979971744184,0.0002038233282558,-8.27574226476813e-06,-8.271393562592211e-05,0.0003027900946641,0.709,0.0,0.0,0.0,0.0,False
45,76803,0,0,0,0,3,0,0,0,0.0020379044540452342,0.0017304360997967,0.0004709891142282,0.0025588926668301455,0.0016109125464383,9.515686559613544e-05,0.644,0.0,0.0,0.0,0.0,False
46,79360,0,0,0,0,3,0,0,0,1.1073773482376856e-05,0.0025002639841739,0.0010132904637522,-1.0925122462572538e-05,0.0033497025783001,0.001306600318597,0.926,0.0,0.0,0.0,0.0,False
47,79969,0,0,0,0,3,0,0,0,1.785229582913312e-06,0.0002046135263257,0.0017564257026947,2.879761779523332e-06,0.0002595753642996,0.0021871346119547,0.793,0.0,0.0,0.0,0.0,False
48,79978,0,0,0,0,3,0,0,0,7.082019008816707e-06,0.0293255873920411,0.00158745406238,-6.604605621439914e-06,-0.0105276650407273,0.0010284172131156,0.641,0.0,0.0,0.0,0.0,False
49,79983,0,0,0,0,3,0,0,0,0.00010051412132946489,0.001145033225543,0.0008691482238755,0.00017190705921663505,0.0015325270617397,0.0010554135594811,0.778,0.0,0.0,0.0,0.0,False
50,80806,0,0,0,0,3,0,0,0,8.870378414023896e-06,0.0015516998187599,0.0056232434803958,1.002953952020985e-05,0.0010504652076585,0.0086630432293055,0.684,0.0,0.0,0.0,0.0,False
51,82075,0,0,0,0,3,0,0,0,2.7161403872394395e-06,0.0137450624996772,0.0047177459793664,-2.4327801098256767e-06,-0.0132847515972181,0.0064192737333922,0.868,0.0,0.0,0.0,0.0,False
52,82157,0,0,0,0,3,0,0,0,0.00013420246238652435,0.0005304039456698,0.0033293117772637,0.00022240370708993845,0.0009283509937902,0.0033880706433137,0.675,0.0,0.0,0.0,0.0,False
53,84522,0,0,0,0,3,0,0,0,4.431804946777438e-05,0.0225225235222983,0.0053231361806375,4.666475621225128e-05,-0.0145796115613903,0.0091134934340781,0.505,0.0,0.0,0.0,0.0,False
54,84719,0,0,0,0,3,0,0,0,6.869424829852991e-07,0.0033959029297798,0.0037022431086492,1.0582974369893005e-06,-0.0004625910207927,-0.0036170066222916,0.963,0.0,0.0,0.0,0.0,False
55,84922,0,0,0,0,3,0,0,0,9.823624041206506e-07,0.0017501674303232,0.0003586471605938,1.3558564637556406e-06,0.0021577798414832,8.744778287333999e-05,0.851,0.0,0.0,0.0,0.0,False
56,85627,0,0,0,0,3,0,0,0,1.5382379438333912e-05,0.0004833705012144,0.0011082146816274,1.5476751488207273e-05,0.0008075981975382,0.0021027588470338,0.807,0.0,0.0,0.0,0.0,False
57,85633,0,0,0,0,3,0,0,0,8.360449074627155e-06,0.0007893160276242,0.0013239645628667,-8.24518833703036e-06,0.0010385871439944,-0.0010805025437591,0.865,0.0,0.0,0.0,0.0,False
58,86047,0,0,0,0,3,0,0,0,5.2498503173355376e-05,0.0011599470276053,0.0006516461709735,1.3397593977521547e-06,-0.0011098574164073,-0.000616637241829,0.566,0.0,0.0,0.0,0.0,False
59,86177,0,0,0,0,3,0,0,0,0.0002292787710931524,0.0008959802300662,0.0003207465164787,0.0002912654757768431,0.0002492729117697,0.0004906980209148,0.744,0.0,0.0,0.0,0.0,False
60,88267,0,0,0,0,3,0,0,0,7.762201894772196e-06,0.0015981030782889,0.0027477909702953,-7.63129579800284e-06,0.0027555660596266,0.0041780066898574,0.885,0.0,0.0,0.0,0.0,False
61,88268,0,0,0,0,3,0,0,0,8.639329746143535e-06,0.0034286442143323,0.0005927814306245,-8.575991023167402e-06,0.0043732280472106,0.0002438023057479,0.876,0.0,0.0,0.0,0.0,False
62,88611,0,0,0,0,3,0,0,0,6.1072407896051654e-06,0.0033532898195252,0.0018088281806086,-6.0002173204899195e-06,0.0026950836689762,0.0015484649862241,0.92,0.0,0.0,0.0,0.0,False
63,90482,0,0,0,0,3,0,0,0,6.07499523744718e-06,0.0015982757246315,0.0015955873156317,-5.532415210629999e-06,-0.0012277645643966,-0.0001658296058507,0.66,0.0,0.0,0.0,0.0,False
64,90568,0,0,0,0,3,0,0,0,7.60754739958966e-05,0.0004949899980842,0.000296178463002,0.00011940289343177704,-0.0003627523513251,-0.0001450344651264,0.512,0.0,0.0,0.0,0.0,False
65,91133,0,0,0,0,3,0,0,0,1.2815953947160313e-05,0.0064525808458585,0.013981754119486,-8.922618820193434e-06,0.0048593061517847,0.0122794269302686,0.834,0.0,0.0,0.0,0.0,False
66,91205,0,0,0,0,3,0,0,0,1.5186975138221532e-05,0.0027417841246502,,-1.3413330762917483e-05,0.003730732226058,,0.62,0.0,0.0,0.0,0.0,False
67,118228,0,0,0,0,3,0,0,0,2.4671769676377483e-06,0.0001724965697392,0.0002922295288689,2.7760661126347376e-06,0.0001049267798992,-0.0001797616597343,0.84,0.0,0.0,0.0,0.0,False
68,118378,0,0,0,0,3,0,0,0,0.00011211931225855707,0.0031665943590843,0.0009634785777162,0.00012761553559802354,0.0042060671913063,0.0010844000666459,0.236,0.0,0.0,0.0,0.0,True
69,118698,0,0,0,0,3,0,0,0,8.21592621897824e-06,0.0046835639516484,0.0089154384307309,1.1762731667759696e-05,0.005736239609348,0.0017505417849945,0.143,0.0,0.0,0.0,0.0,True
70,119066,0,0,0,0,3,0,0,0,2.917631503213993e-05,0.0299874902638102,0.002933042265953,3.3930844741367875e-05,0.0077492500250753,0.002014403790563,0.407,0.0,0.0,0.0,0.0,True
71,119067,0,0,0,0,3,0,0,0,0.00039657302199879563,0.0043056743533002,0.0117498875022997,0.0005833347959663355,0.0081446384608198,0.0128617969090889,0.735,0.0,0.0,0.0,0.0,False
72,119069,0,0,0,0,3,0,0,0,0.0001580136397517148,0.0005392735775236,0.0017498990730507,-0.0001448301594449492,-0.0002187139690094,0.0026201315462684,0.799,0.0,0.0,0.0,0.0,False
73,119070,0,0,0,0,3,0,0,0,2.037411891708321e-05,0.0002448913464574,0.0007816309386874,2.101317212129833e-05,0.0004963767382547,0.0013346063221754,0.597,0.0,0.0,0.0,0.0,False
74,119473,0,0,0,0,3,0,0,0,7.537875536315729e-06,0.001725415372012,0.00031642360928,-4.093622127324467e-06,-0.0015297603045628,0.0004460635307119,0.882,0.0,0.0,0.0,0.0,False
75,119951,0,0,0,0,3,0,0,0,0.00010293861022507899,0.0010172665358599,0.0054855611488142,0.00010366884807530246,0.0015781656299685,0.0066154844295432,0.96,0.0,0.0,0.0,0.0,False
76,119956,0,0,0,0,3,0,0,0,0.00017923209199943122,0.0323427129860063,0.0080097498230293,1.986379336639177e-05,0.0054061784310802,0.0161176185323791,0.475,0.0,0.0,0.0,0.0,True
77,119979,0,0,0,0,3,0,0,0,1.5776705353764605e-06,0.0123601215968098,0.0080206695259125,2.1902942393694656e-06,0.0055108164539151,0.0112715268799453,0.643,0.0,0.0,0.0,0.0,False
78,120132,0,0,0,0,3,0,0,0,0.00039201404672423173,0.0005059245613892,0.0016622702190754,0.0005985206397950085,0.0003380494914481,0.0015569419811797,0.364,0.0,0.0,0.0,0.0,True
79,120178,0,0,0,0,3,0,0,0,9.707752213347946e-06,0.0005692372345356,0.0006854449916802,1.007386619499335e-05,-0.0004951171408632,-0.0006437188102462,0.75,0.0,0.0,0.0,0.0,False
80,120347,0,0,0,0,3,0,0,0,4.752395951471926e-05,0.0008409664057982,0.0004330305449149,5.323214401905918e-05,0.0005770967249008,-0.0003515507118915,0.561,0.0,0.0,0.0,0.0,False
81,120348,0,0,0,0,3,0,0,0,5.658233718261906e-05,0.0041937128165559,0.0004466826577304,9.96163902146691e-05,0.0060907639309903,0.0008702345190069,0.344,0.0,0.0,0.0,0.0,True
82,123509,0,0,0,0,3,0,0,0,2.8054745951277374e-05,0.0013044896554708,0.0014825242474211,3.61241297527735e-05,0.0018436756777004,0.0022543013550439,0.516,0.0,0.0,0.0,0.0,False
83,126154,0,0,0,0,3,0,0,0,3.145227990616665e-05,0.000556130436867,0.0003616936647596,3.182121953821345e-05,-0.0001600671006392,0.0004361834058413,0.679,0.0,0.0,0.0,0.0,False
84,126155,0,0,0,0,3,0,0,0,4.7200339400526545e-06,8.38841043128849e-05,0.0003537074168767,-3.6023165710127918e-06,0.0001350833756907,-0.0002239113331778,0.919,0.0,0.0,0.0,0.0,False
85,126719,0,0,0,0,3,0,0,0,0.0002086707759000301,0.0014969383672328,0.000391250084394,0.0002095675831377503,0.0016410169939913,0.0006498691975835,0.89,0.0,0.0,0.0,0.0,False
86,127871,0,0,0,0,3,0,0,0,1.0701315301844465e-05,0.0001311045259573,0.0023753662395012,-6.691850150538605e-06,0.000138342098834,0.0025667537083055,0.929,0.0,0.0,0.0,0.0,False
87,129746,0,0,0,0,3,0,0,0,1.910690041086136e-05,0.0004944441061054,6.184251456195428e-05,2.094120999363336e-05,-0.0002783791392483,9.833490770303628e-05,0.834,0.0,0.0,0.0,0.0,False
88,129772,0,0,0,0,3,0,0,0,1.1609996266555026e-05,0.0004684225641626,0.0014798850431973,7.911740687990648e-06,0.0004899835446613,0.0022880857102592,0.604,0.0,0.0,0.0,0.0,False
89,130391,0,0,0,0,3,0,0,0,2.085438169079683e-05,0.0424177035745239,0.0227912331836397,-4.098446259012184e-06,0.0301790168457269,0.001875382885553,0.061,0.0,0.0,0.0,0.0,True
90,131318,0,0,0,0,3,0,0,0,2.7141390309509867e-06,0.0009827070596704,0.0004641569075272,3.563564994737939e-06,0.0009066136975787,9.696465637143437e-05,0.424,0.0,0.0,0.0,0.0,True
91,131695,0,0,0,0,2,0,0,0,0.07578502069974422,0.0730696962412507,0.0155301886905307,0.13064032180520185,0.0970538516099033,0.0272454150036976,0.385,0.0,0.0,0.0,1.0,True
92,131697,0,0,0,0,3,0,0,0,1.4968440849328883e-05,0.0002536246255677,0.0015096394254471,2.5689622174700416e-05,0.000278743520098,0.0015337246945861,0.777,0.0,0.0,0.0,0.0,False
93,133067,0,0,0,0,3,0,0,0,5.018542438343174e-06,0.0143146035350651,0.019385783175832,8.336868225756202e-06,0.007583500488475,0.0299544853276428,0.591,0.0,0.0,0.0,0.0,False
94,134340,0,0,0,0,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,1.0,True
95,134568,0,0,0,0,3,0,0,0,4.0259512428978883e-07,0.0063417803227164,0.0014355345282289,7.353958627696158e-07,-0.0037462967334353,0.0024901140899563,0.345,0.0,0.0,0.0,0.0,True
96,134860,0,0,0,0,3,0,0,0,1.331497180085805e-05,0.0036627153933365,0.0035093004186492,-9.7762569860982e-06,0.0046441568476781,0.0042327642682985,0.891,0.0,0.0,0.0,0.0,False
97,135024,0,0,0,0,3,0,0,0,3.813523675297232e-05,0.0006513368849252,0.0015404854062987,4.039892404755036e-05,-0.0005352814760817,0.0024606722901054,0.58,0.0,0.0,0.0,0.0,False
98,135182,0,0,0,0,3,0,0,0,0.00011259828171119216,0.001906822346858,0.0020181724261451,2.3203437995844435e-05,0.0022666104807729,0.0025598584346637,0.41,0.0,0.0,0.0,0.0,True
99,135742,0,0,0,0,3,0,0,0,3.494495759612086e-06,0.0190509790036748,0.0197635323391036,-2.6460679152200716e-06,0.024038597942348,0.0162027200765877,0.234,0.0,0.0,0.0,0.0,True
100,136108,0,0,0,0,3,0,0,0,0.0005508861169851813,0.0071268472812507,0.0005758606766618,0.0006271758644658933,0.0016700653467976,0.0007527986741326,0.3,0.0,0.0,0.0,0.0,True
101,136472,0,0,0,0,3,0,0,0,1.045775306890424e-05,0.0020703838661797,0.0010770988239195,1.080300916573815e-05,-0.0019564605805532,-0.0009955652200167,0.764,0.0,0.0,0.0,0.0,False
102,137294,0,0,0,0,3,0,0,0,2.5827933601504036e-05,0.0009489520882994,0.0033066252330056,5.4529509266106396e-05,0.0010427297061258,0.0050292566662648,0.392,0.0,0.0,0.0,0.0,True
103,138537,0,0,0,0,3,0,0,0,8.383688696651034e-05,0.0023016654373013,0.0038458369440055,0.00012994433888430357,0.0012894759724333,0.0022202760563476,0.324,0.0,0.0,0.0,0.0,True
104,139775,0,0,0,0,3,0,0,0,4.4998228008797313e-05,9.72758864481366e-05,0.000236377988741,4.723669883086437e-05,7.993750815291079e-05,0.0003426253726973,0.657,0.0,0.0,0.0,0.0,False
105,143685,0,0,0,0,3,0,0,0,1.1372631825848103e-05,0.0133031097005315,0.0472413150151804,2.1592853033768963e-05,0.0083427374013526,0.0340262078533351,0.672,0.0,0.0,0.0,0.0,False
106,143751,0,0,0,0,3,0,0,0,2.1352682778160067e-06,0.0001991721373068,0.0003372929695345,-1.4412675207885642e-06,8.968174885673474e-05,0.0005363556454779,0.749,0.0,0.0,0.0,0.0,False
107,143991,0,0,0,0,3,0,0,0,2.8007751029461204e-05,0.0002078515672853,0.000239217438717,5.145606407739588e-06,0.0001678758384465,-7.768377156336381e-05,0.385,0.0,0.0,0.0,0.0,True
108,144897,0,0,0,0,3,0,0,0,0.00016201917169851896,0.0193777087150955,0.0241805429030552,0.00016839313549516603,0.0196289446705637,0.0262016087019485,0.892,0.0,0.0,0.0,0.0,False
109,145452,0,0,0,0,3,0,0,0,3.738828903312173e-06,3.508471601504068e-05,0.000355787184895,4.1442467578942704e-06,5.797594132211231e-05,-0.0002445640963845,0.909,0.0,0.0,0.0,0.0,False
110,145453,0,0,0,0,3,0,0,0,2.695836865199876e-05,0.000346145058844,0.0006355210033023,4.1308670488734485e-05,-0.0002915087828445,-0.0006083082091953,0.36,0.0,0.0,0.0,0.0,True
111,148112,0,0,0,0,3,0,0,0,6.483538835225082e-06,0.0015727958481974,0.0013970180827077,-6.447372293719103e-06,0.0027261447596461,0.0025348036861927,0.919,0.0,0.0,0.0,0.0,False
112,148780,0,0,0,0,3,0,0,0,1.1816874722967463e-05,0.0036132201998731,0.0021692349568812,1.4288526151880915e-05,0.0023784350108216,0.0022811880247467,0.795,0.0,0.0,0.0,0.0,False
113,149348,0,0,0,0,3,0,0,0,2.311192520733769e-05,0.0028289125593666,0.0040276368529803,3.292514228811275e-05,0.0035517657454206,0.0036209846233741,0.265,0.0,0.0,0.0,0.0,True
114,149349,0,0,0,0,3,0,0,0,7.97369109847298e-07,0.0003526166029962,0.0004286827364436,-3.9665820844750637e-07,0.0001212953835237,-6.702498544791657e-05,0.851,0.0,0.0,0.0,0.0,False
115,150642,0,0,0,0,3,0,0,0,2.7207153052867518e-05,0.0015561645103329,0.0011006159411113,2.7594848848375078e-05,0.0014180157345516,0.0011144134164431,0.744,0.0,0.0,0.0,0.0,False
116,160091,0,0,0,0,3,0,0,0,1.8844675075943254e-05,0.0018663926718111,0.003362806276059,2.9827577925689497e-05,0.0024765418232415,0.0044697587412659,0.349,0.0,0.0,0.0,0.0,True
117,160147,0,0,0,0,3,0,0,0,3.2720932470142664e-05,0.0011768815620586,0.000779298345406,3.727352867195407e-05,0.0014743593737478,0.0012169891955037,0.433,0.0,0.0,0.0,0.0,True
118,160256,0,0,0,0,3,0,0,0,1.2793954383578053e-06,0.003375718382414,0.0041441427191313,-1.081087920307535e-06,0.0051080120773228,0.0071184679372346,0.834,0.0,0.0,0.0,0.0,False
119,168700,0,0,0,0,3,0,0,0,2.8231170052995853e-06,0.0017217260728186,0.0042983510355915,-1.940887744558466e-06,0.0030546955497287,0.0011779820737637,0.931,0.0,0.0,0.0,0.0,False
120,168703,0,0,0,0,3,0,0,0,0.00024694930779655983,0.0033165347430212,0.0142725457521824,-0.00016566058695910584,0.0053840555804849,0.0199831924288404,0.384,0.0,0.0,0.0,0.0,True
121,169071,0,0,0,0,3,0,0,0,1.3005873638140582e-05,0.0003311393752949,0.0001695129848599,-1.1946623776284803e-05,-0.0002074850951395,0.0002369362687958,0.958,0.0,0.0,0.0,0.0,False
122,174567,0,0,0,0,3,0,0,0,8.835453944185553e-06,0.0004082975081725,0.0006906180060553,2.792234221353957e-06,3.111771123490148e-05,-0.0006024587559068,0.388,0.0,0.0,0.0,0.0,True
123,175113,0,0,0,0,3,0,0,0,0.00018983838208837348,0.0104815692037335,0.0103458532556195,0.00020757739074871395,0.0161935540787139,-0.0022973054360957,0.857,0.0,0.0,0.0,0.0,False
124,181708,0,0,0,0,3,0,0,0,4.87927382098423e-06,0.0036394063966144,0.001314600941865,1.5709101777148067e-06,0.0061498289460282,0.001333995924075,0.656,0.0,0.0,0.0,0.0,False
125,181855,0,0,0,0,3,0,0,0,0.00011233670200789355,0.0013706770497871,0.0011795885177284,0.0001855265962163956,0.0015864454384938,-0.0004072508934344,0.878,0.0,0.0,0.0,0.0,False
126,181867,0,0,0,0,3,0,0,0,5.5866204541397095e-06,0.0018146383327112,0.0005837224464279,-5.412435699810183e-06,-0.0015406513746104,-0.0004039611854923,0.582,0.0,0.0,0.0,0.0,False
127,181868,0,0,0,0,3,0,0,0,0.006819082922159553,0.0025177105517478,0.0018852520655136,0.0021658988672321982,0.0019468103758477,0.002011616953078,0.86,0.0,0.0,0.0,0.0,False
128,181871,0,0,0,0,3,0,0,0,3.2317839864375524e-05,0.0021784912561896,0.0009503769802566,3.6709733874712265e-05,0.0027938915384424,0.0014476551248083,0.413,0.0,0.0,0.0,0.0,True
129,181874,0,0,0,0,3,0,0,0,0.00012166300221931683,0.0002142924778005,0.0007105437429057,0.00021681826160196,9.609368267282647e-05,-0.0003548817448419,0.311,0.0,0.0,0.0,0.0,True
130,182222,0,0,0,0,3,0,0,0,3.161011454637637e-05,0.00086527558008,0.000474320593822,3.5328779516783416e-05,0.0013595881599024,0.0007053316437234,0.387,0.0,0.0,0.0,0.0,True
131,182294,0,0,0,0,3,0,0,0,1.4900229122901097e-05,0.00152653184492,0.0007835011933452,1.89315883372296e-05,0.002273246952124,0.0007088423250542,0.285,0.0,0.0,0.0,0.0,True
132,182397,0,0,0,0,3,0,0,0,1.09472699980049e-05,0.0100030703758093,0.0019940964391371,1.169376531993741e-05,-0.0088059339457479,0.0030548916842204,0.448,0.0,0.0,0.0,0.0,True
133,182926,0,0,0,0,3,0,0,0,3.5138375415074076e-05,0.0004331955636165,0.0038402417111633,5.7902599956825555e-05,0.0007213321221064,0.0055606059834005,0.878,0.0,0.0,0.0,0.0,False
