,Unnamed: 0,Objname,ObsEcc,ObsSin(Inc),PropEcc,PropSin(Inc),PropSMA,0_2PE,1_3PE,2_4PE,3_5PE,4_6PE,5_7PE,6_8PE,7_9PE,8_10PE
84,84,84,0.0969123671539559,0.0561724880446716,0.038866102528802,0.0109352504046765,45.83729448725401,"[0.006277890066902805, 0.001787728707402095, 45.83729627226927]","[0.006405288311977442, 0.0017556707329774736, 45.83729756387031]","[0.006446664265003454, 0.0018059924392103404, 45.8372940493135]","[0.0065702810891782966, 0.0019052873018509011, 45.83729699868213]","[0.006729510499962874, 0.0020140976579337442, 45.837295256951485]","[0.006762172370656435, 0.0021280558153922934, 45.837289414929224]","[0.006867486843088238, 0.0022953820518838686, 45.83730031078001]","[0.007129305213916197, 0.0025025442225813394, 45.83730097669938]","[0.007227614486655437, 0.002700275389801516, 45.83728853442012]"
85,85,85,0.0648833520904267,0.0240567566698409,0.0311304369568422,0.0121162139522158,43.99268155908118,"[0.004881660898805182, 0.0017777648252371816, 43.99266637105099]","[0.0050444763718229925, 0.001974738394099239, 43.99267526356924]","[0.005107298205700211, 0.002138710891953224, 43.99267873382921]","[0.005271670437408684, 0.002265779010935616, 43.99268078466709]","[0.005462544209203484, 0.002393188346913541, 43.992689126284596]","[0.005498104399882727, 0.002544885089691244, 43.99269375272312]","[0.00562175169336783, 0.0027213308408126197, 43.99269193112766]","[0.005935524284333245, 0.002885396191529962, 43.99266860358145]","[0.006073075039839698, 0.0029681217224615084, 43.99268149838796]"
86,86,86,0.0360626537763554,0.0439171117411596,0.0172692503320536,0.0082266624410182,43.00263064174316,"[0.0027507262483598117, 0.0009317072983607918, 43.00254724339044]","[0.0028278021325062737, 0.0009423098081125618, 43.00255958342897]","[0.0028240305090914968, 0.001072826478429484, 43.002550995408946]","[0.0028472321819915103, 0.0012690289700230113, 43.0025398114723]","[0.0030088515341525905, 0.0014873691223992146, 43.00255082550475]","[0.003062260060359937, 0.0017239578447524684, 43.00262106969981]","[0.003043341883815038, 0.0019933396335175117, 43.00259042458037]","[0.0032844673481061343, 0.00228843033258324, 43.0026780605294]","[0.0035784194432963794, 0.0025766944378096592, 43.002913713805576]"
87,87,87,0.0770183535802445,0.0699257797767554,0.0354290240600757,0.0182606874596504,44.064912524788845,"[0.005935827385964888, 0.0036209457451407234, 44.06491700381527]","[0.006008048855589052, 0.0034621135026851406, 44.06491266719896]","[0.00600536635055983, 0.003376937672686628, 44.06490389384553]","[0.006018420828688042, 0.003358360058701958, 44.06490775065865]","[0.006164707933407188, 0.0033746279091809712, 44.064926547005044]","[0.006190182843012524, 0.0034186782850209392, 44.06491613781196]","[0.006155756000712, 0.0035081162121289125, 44.06488879392724]","[0.0063588334473632865, 0.0036913166834252947, 44.06491119625399]","[0.006600332532660644, 0.003914889030396416, 44.06492767673481]"
88,88,88,0.0592587275033064,0.0281403621654405,0.0295065005321147,0.026746349847119,43.16756302094626,"[0.005669253554745048, 0.005324078329880063, 43.167572843317544]","[0.005517688685724597, 0.005357587589377406, 43.167571744210896]","[0.005386425628270574, 0.005370270560556468, 43.167556535900594]","[0.005154733259444358, 0.005357780348233006, 43.167551745475166]","[0.005072618443580746, 0.005346369907043327, 43.16756016430398]","[0.0051031034730308475, 0.005304655337729004, 43.1675645388745]","[0.004925312953550299, 0.0052314228139102, 43.16756706127542]","[0.004774248702871959, 0.005142193863386206, 43.16757129017943]","[0.004886137965633825, 0.005051142591856668, 43.16756186284937]"
89,89,89,0.053307816434826,0.0395379465634709,0.0524798383897793,0.0091800838397479,38.580036744771725,"[0.01310659018301821, 0.001635107359996987, 38.58002575117517]","[0.013462107417923818, 0.001172561999374997, 38.5800923984142]","[0.013609562129099625, 0.0010492427554335112, 38.5801380317523]","[0.013637851894862258, 0.0015059866868815312, 38.580133602559584]","[0.013915597384937034, 0.002220638495159507, 38.580106477395326]","[0.013853844186304613, 0.003032811008028891, 38.580051519744565]","[0.01270252402616941, 0.00364362290652494, 38.5799794275967]","[0.011061274799173978, 0.0040957168957783344, 38.5799324766632]","[0.010307200373388585, 0.004687077655152827, 38.579934750040856]"
90,90,90,0.0732917737080252,0.0395412896706935,0.0372586728665835,0.0096460905625021,43.85464105997461,"[0.005879584898296507, 0.0008569881711389505, 43.85466784897594]","[0.006078755487845447, 0.0010812103528525388, 43.85467210121098]","[0.00617896330699693, 0.0013320126463476556, 43.854652641512295]","[0.00639475619103772, 0.0015768099424998488, 43.854673437978036]","[0.0065666035679100305, 0.0018262578158411494, 43.85464871690926]","[0.006588503151067916, 0.00208258702655567, 43.854651053569015]","[0.006775005297596161, 0.0023671801836683114, 43.85462864096025]","[0.0071665552574526736, 0.002635046205161099, 43.85462964202228]","[0.00726941400994385, 0.002828287714829008, 43.8546102943006]"
91,91,91,0.0682167199351811,0.0205943390411274,0.032113601871172,0.0170689408631994,45.037205682097095,"[0.005183738735791867, 0.0035269443598275343, 45.03334235512287]","[0.005345178127025859, 0.0034936796344526757, 45.033834746263665]","[0.005444939449143561, 0.003437892375319934, 45.034070589574824]","[0.005548500447676487, 0.003399725630421331, 45.03400330544317]","[0.005483787731878728, 0.0033608079850984767, 45.03380329451307]","[0.0054815359889925815, 0.003310250531036574, 45.03396736182479]","[0.005828482610611387, 0.003219190061809129, 45.03467378810866]","[0.006194276969115258, 0.003053845602163423, 45.042684056510915]","[0.006066119770034179, 0.002789817818102998, 45.05013156096624]"
92,92,92,0.0583447934521795,0.0216424139968424,0.0336781591297636,0.0193051634011359,43.31118701208977,"[0.0059825399336027076, 0.004277430754765336, 43.31116886397135]","[0.005962126767029028, 0.0041950336862549295, 43.31117708588355]","[0.006016245331339323, 0.004048392903631508, 43.31118573463037]","[0.006073229540095021, 0.003919788566486062, 43.311174179597394]","[0.005960178110311798, 0.0038437575451238317, 43.31117187281081]","[0.005937460667881621, 0.0037991923690965696, 43.31119385928598]","[0.006096097407164461, 0.0037180711806108634, 43.31121070113837]","[0.006040897866533257, 0.0035284047782671536, 43.31121640717277]","[0.005798016078093291, 0.0033033403035086957, 43.31119676455189]"
93,93,93,0.0783364759311542,0.0325936063894113,0.031443752248936,0.0032848076679355,42.27172733934819,"[0.008575884280667679, 0.0010329778925031897, 42.273316887366775]","[0.007515540794767519, 0.0008314586526229068, 42.272418389406695]","[0.0061625638659380064, 0.0006639753863988498, 42.26791067272419]","[0.0049813923974966375, 0.0005843364586768259, 42.27247351646341]","[0.005616188178186018, 0.0006826528427448342, 42.27610881586596]","[0.005206516798776944, 0.0009166615633329546, 42.27563401307852]","[0.003269970851170493, 0.0011647719105796282, 42.272967156293504]","[0.005257039070395434, 0.0014213801334753632, 42.271521487327]","[0.007446747419023602, 0.001708639097546039, 42.26833681659993]"
94,94,94,0.0424096424228626,0.0619638813978831,0.0257978328047641,0.0185126825611259,42.73438415900358,"[0.0051772729379197585, 0.003179792819195388, 42.73435773761324]","[0.004981741958038383, 0.0031742697510293632, 42.73438767297422]","[0.004917761092040219, 0.0032162791920727143, 42.734416735001915]","[0.004791709753708674, 0.003308948011853884, 42.73435405383169]","[0.004581846703746425, 0.003439785072689575, 42.73439631453565]","[0.0045438138742490575, 0.003612995215240227, 42.73440128580697]","[0.004525109237669277, 0.003848833210758058, 42.73437048586415]","[0.004214174131842785, 0.004109290035160334, 42.734405074597994]","[0.003903877589399901, 0.004366709202237879, 42.73438750689123]"
95,95,95,0.0471913043088387,0.0395558480320227,0.0244112243018318,0.0276786147403004,43.472680240459376,"[0.00490501445302525, 0.004736746799321991, 43.47267275037219]","[0.0047213672150244485, 0.004925390152795508, 43.472696734712954]","[0.0046520293011180075, 0.005095272706001223, 43.47269170977005]","[0.0044686214062863655, 0.005249274013932321, 43.47267304608505]","[0.004243152736429338, 0.005411014159813547, 43.47268442090758]","[0.004161638838620599, 0.005610445822855363, 43.47268093257508]","[0.00401792676650716, 0.005779811562336544, 43.472672460883416]","[0.00371237912295662, 0.005868730867668329, 43.47268584655397]","[0.0035697784777003615, 0.005925812258970017, 43.472682796836715]"
96,96,96,0.0651282491918566,0.0633059186860726,0.0250348077030531,0.0137136467712144,45.61953793183504,"[0.004709537542518888, 0.0023559548558935817, 45.61953794921831]","[0.00459264815790263, 0.002317125609619836, 45.61953952415901]","[0.004530170907510555, 0.002359198756379093, 45.6195353927315]","[0.004369244807552747, 0.002446031938986736, 45.61953145057783]","[0.004264763739606179, 0.0025393856653993354, 45.61954596546042]","[0.00424829082388627, 0.002650646833891424, 45.61953509966927]","[0.004119825894487759, 0.0027914844925418813, 45.619525935478535]","[0.003997552359071612, 0.0029874250474314096, 45.61953862027878]","[0.004048115147612455, 0.0031881238150854143, 45.61954357565765]"
97,97,97,0.0981156025474561,0.1101213211029333,0.0324272414436752,0.0501835281270125,46.36122118715261,"[0.00583374641697232, 0.0097200202676187, 46.361215747621934]","[0.0056597485255010455, 0.009787830552289257, 46.361211790955956]","[0.005617351933068396, 0.009744667475965812, 46.36121019770221]","[0.005535335497595474, 0.00963490149516651, 46.361234236588516]","[0.0054934724816331805, 0.009560527536788556, 46.36125600933089]","[0.005591443563879523, 0.009512984220572406, 46.3612396375714]","[0.005582436101074314, 0.009411883899833568, 46.36120492605571]","[0.005461387861731073, 0.009258185509768844, 46.361205057320895]","[0.0054526840580754075, 0.009131619257246443, 46.361219749017195]"
98,98,98,0.5469004137286997,0.2302747300828727,0.0501618606576185,0.0251398535779209,81.26464665298907,"[0.008895019382529758, 0.004314695890541591, 81.2275754540575]","[0.009085552784861953, 0.004458572940847363, 81.30164554181304]","[0.008936679148614096, 0.00456151160859233, 81.3481909683668]","[0.008761898845889116, 0.0046543811003181565, 81.35628787438219]","[0.008585996227319669, 0.00474578272522076, 81.3469797409552]","[0.008404809894285952, 0.00483903938795775, 81.31509092679485]","[0.008078923316763399, 0.00491485862116129, 81.2177576783041]","[0.00822801539705939, 0.005042860449333166, 81.16100361049399]","[0.008110236375721485, 0.005004681204778132, 81.18278302609009]"
99,99,99,0.1046292684859848,0.0225446572509848,0.0449463094652164,0.0144767888450367,45.08186263818177,"[0.007724497535329748, 0.0032992908719861884, 45.08176937585256]","[0.007723884275159371, 0.0031914892743470638, 45.08198883296987]","[0.007702320861340455, 0.0030541119337809644, 45.08201017286988]","[0.007675966167670609, 0.0029196823368435303, 45.0817871440608]","[0.007777699421079398, 0.002831544542019793, 45.081754746396996]","[0.0077802464456976144, 0.0027526497474255666, 45.08199318705543]","[0.007685540067873268, 0.0026261236156955407, 45.08197049141805]","[0.007846236225175031, 0.002473270098888789, 45.08173558158936]","[0.008136955829286358, 0.0023031962040153476, 45.08181254010109]"
100,100,100,0.0427801349320019,0.0601058404841406,0.0270087002608086,0.0482794446372572,42.46961070845705,"[0.004732724432658522, 0.009365103229769071, 42.46960132671303]","[0.00492361949865725, 0.00937428191582281, 42.4696422511277]","[0.004975491314707706, 0.009434039956159325, 42.46965289900599]","[0.004914573305866755, 0.009555522606886495, 42.46962526088493]","[0.004728300662365439, 0.009631324497739034, 42.46962836978569]","[0.004792207029950797, 0.009673893706156428, 42.46958187802612]","[0.0052865260428058445, 0.009642667567368942, 42.46951950911955]","[0.00554526059922003, 0.009513720641146552, 42.46959460591462]","[0.005174522780022958, 0.00947520855871088, 42.46965041854973]"
101,101,101,0.0737848195880499,0.0395595656564374,0.0443367324577298,0.0309962476139069,43.72340278912272,"[0.006727570033363028, 0.005432093854287025, 43.724689538068304]","[0.0069957109515451955, 0.0057535224646091225, 43.724255932299464]","[0.0072018673986286525, 0.005999981427633538, 43.72364386792247]","[0.007591018757126955, 0.006063916400024947, 43.72369366897739]","[0.007887846541638542, 0.0060018469985728806, 43.72387950592418]","[0.008016762360750326, 0.006033910261740728, 43.72295007184886]","[0.008593002418492528, 0.006231426475556096, 43.722745646807354]","[0.00934098255006302, 0.00659160751820711, 43.72237347127765]","[0.009134473971022967, 0.006745994239365677, 43.7220634874526]"
102,102,102,0.0599701448601635,0.0205881498477231,0.0367063338214421,0.0160213167582177,42.82302487764839,"[0.007011144447534932, 0.0035544776035104056, 42.82288537085575]","[0.006844304645521167, 0.0035174546235117107, 42.82288248628692]","[0.006808280419016597, 0.00340656135183265, 42.822879121089485]","[0.006733407067947112, 0.003292381695211967, 42.822928479262764]","[0.006534872937903003, 0.0032426539294460347, 42.82302899440866]","[0.006503818716433863, 0.0032557309296535122, 42.82311221668948]","[0.006568203783302216, 0.003243074722188646, 42.823143324753616]","[0.006311044410941483, 0.003131637954262314, 42.823156397725135]","[0.005981604381833758, 0.0030042880228831176, 42.82318486014709]"
103,103,103,0.0945508409195019,0.2371836353966218,0.0287176774949087,0.1112357507874637,43.66831412693939,"[0.004219518890843445, 0.021256587822779196, 43.66734983562879]","[0.004023442671576367, 0.0213299990603839, 43.66826456186407]","[0.004298876557187052, 0.021293298278786798, 43.669960038174644]","[0.0048704177102693235, 0.021200924119593244, 43.669800540732886]","[0.005167872501186256, 0.021192859295043477, 43.66670938321421]","[0.004926747049700875, 0.0212909696687763, 43.66877477142298]","[0.002372835283781972, 0.021797293247505373, 43.66877796619403]","[0.0025145158871100587, 0.021662365471742794, 43.66873707776297]","[0.002398817436662507, 0.02156831144581684, 43.66879214983429]"
104,104,104,0.0464420307801364,0.2951310543016439,0.0132087185716637,0.1432087718666574,41.61891513118014,"[0.0020759791972336863, 0.027524188306275264, 41.61891492049124]","[0.001861189350091732, 0.027577925146247302, 41.618893877516435]","[0.002018712601929976, 0.027518872950571895, 41.618899501322]","[0.0021914230311114555, 0.027386693562520808, 41.61892525368451]","[0.002292025460051474, 0.02735245367873849, 41.618902061909594]","[0.002509849336465204, 0.027463028597564665, 41.61887194175151]","[0.002570181701321883, 0.027523947841998738, 41.618933919078394]","[0.002427808708645843, 0.027413719615542873, 41.618973507181494]","[0.00237850267257876, 0.027309459490849022, 41.61891958170714]"
105,105,105,0.0866901218995652,0.0814009299745655,0.0463024668994631,0.0257176802575657,43.9570466804812,"[0.008443850409821284, 0.004962934817022365, 43.957554388076026]","[0.00827849631877684, 0.004805913374962376, 43.958143701074384]","[0.008292995824319192, 0.004712123944374599, 43.95809933636206]","[0.008285786898055054, 0.0047006721407707105, 43.95765640013445]","[0.008092667437302435, 0.004762745421083045, 43.9571064487389]","[0.008203695308485116, 0.004892409827950381, 43.9577188747193]","[0.008127284702066518, 0.005140465258034878, 43.95566168874722]","[0.00801533586945375, 0.005335980773429012, 43.955812980419275]","[0.007509358541085404, 0.00546465304540037, 43.95681255372432]"
106,106,106,0.0440447866529757,0.0257461678939916,0.027792267791213,0.0236884328659303,42.58793554852781,"[0.0047156807265347905, 0.004176419286866992, 42.58794344130329]","[0.00480668902559308, 0.004336291481725324, 42.58791296930928]","[0.0048654973336582355, 0.004520378125776761, 42.58794452062363]","[0.0049836744109184004, 0.004688484278254764, 42.587896914050525]","[0.004980563508011973, 0.00479330751944355, 42.58792545333605]","[0.005027272661627199, 0.004887375457238966, 42.58797267070379]","[0.005352558086358744, 0.004994500549411762, 42.58787423939138]","[0.0055265602202921775, 0.005132162074652698, 42.58790160398257]","[0.005284740559403202, 0.00525393496430131, 42.58799184766004]"
107,107,107,0.019080660893681,0.0411349251123995,0.0078443960885204,0.0101899864123822,44.06493877352002,"[0.0009402582994751036, 0.002820821167970049, 44.06493968001129]","[0.0010574065037727946, 0.002598859947056149, 44.06494093926064]","[0.0011208030763923188, 0.0024491880941784174, 44.0649390055239]","[0.0012294503992963095, 0.0022243827153000228, 44.06493823085091]","[0.0013715125433077357, 0.0019481733676225321, 44.064939720694795]","[0.0014210962342777807, 0.0017372826780737126, 44.064938374537235]","[0.0015162436004411933, 0.0015013492971217878, 44.06493889011187]","[0.0017832600080668498, 0.0012720605529378069, 44.06493857438055]","[0.0019262120177406025, 0.0010893091913738132, 44.06493736824514]"
108,108,108,0.0852219727970497,0.3488086618352223,0.0151355027334966,0.1313145060207408,43.21190033845077,"[0.0025888950040934234, 0.024877037486947907, 43.21190446112391]","[0.0023948374982274466, 0.02493575403968822, 43.211903977732085]","[0.0021591817800637268, 0.024870749852325326, 43.211904970311906]","[0.0021611626291629994, 0.024818175304339374, 43.21191212988951]","[0.002409904075048044, 0.02488691673295278, 43.211903361495686]","[0.0026587301579160958, 0.02499762155798462, 43.21187576834061]","[0.003071518660612122, 0.025917384248831752, 43.21197501521658]","[0.0034077188667976242, 0.024979959471735605, 43.21194493458775]","[0.0038130439287324906, 0.025789680720279762, 43.2118201136877]"
109,109,109,0.0628592001112028,0.0343541748294705,0.0299449685090056,0.0278967307645972,44.16686341344194,"[0.005681379104970537, 0.00563096027770092, 44.1668538485255]","[0.005496681197291414, 0.00566726400177506, 44.166987932490926]","[0.005450295663307991, 0.0056078138818231775, 44.16707457374978]","[0.005344365745737103, 0.005501289645411628, 44.16709004318051]","[0.005195520366129189, 0.005422405212285197, 44.16700338785221]","[0.005174847015338534, 0.0053854348786932125, 44.166868622648806]","[0.005070846070137556, 0.005339925283924135, 44.166763487060685]","[0.004776216805159886, 0.005213568801108819, 44.166643194044035]","[0.004621867083005878, 0.005050409125550701, 44.166623202382546]"
