,Objname,ObsEcc,ObsSin(Inc),PropEcc,PropSin(Inc),PropSMA,0_2PE,1_3PE,2_4PE,3_5PE,4_6PE,5_7PE,6_8PE,7_9PE,8_10PE
0,1552,0.07705272666438051,0.1713489238065847,0.07307564066902192,0.17035254059670182,3.0056247796774684,"[0.07500086006934882, 0.1711808707606968, 3.0056193066440375]","[0.07409634177600888, 0.17102759354299737, 3.005622607655461]","[0.0735568623989454, 0.1707416864879551, 3.005628003731726]","[0.07348480419767477, 0.17045774423801918, 3.005575595220403]","[0.07234984185274733, 0.17010200403324358, 3.005546454672529]","[0.071334465524638, 0.1698150222734529, 3.005578083732024]","[0.07163244729238388, 0.16959024084650182, 3.005562496053455]","[0.0715095683119269, 0.1694890144203843, 3.005594685141412]","[0.07074182111677287, 0.16924845072424918, 3.005723171673583]"
1,1553,0.13059982545135204,0.044325057174957,0.12766213168642518,0.03906461735394603,2.902972275234027,"[0.12394078003608358, 0.0371300777470677, 2.9029001512798103]","[0.12455320128894963, 0.03716374478320114, 2.902963835672376]","[0.1252127589590376, 0.03757335902840349, 2.9030060455598035]","[0.1258464956981361, 0.03836254921787999, 2.902990311937798]","[0.12647260438803457, 0.03924190002863631, 2.9030208724573985]","[0.1276886588965049, 0.04018415230824961, 2.902971208237215]","[0.1290142784494657, 0.04079843145694675, 2.9029930662294934]","[0.12984942431566943, 0.04074125134671642, 2.9030170059377447]","[0.13079908764711548, 0.039995355326714964, 2.9029496333957776]"
2,1554,0.15990962569893066,0.22442135702781918,0.1568997754968333,0.22346078634938404,2.6159851859743424,"[0.15315466107398204, 0.22311814824696477, 2.6160002357356955]","[0.15318375797631514, 0.22326996431828447, 2.615909728428246]","[0.15309879026952405, 0.2233456376681934, 2.616145770911892]","[0.15390031275524096, 0.22316535663167486, 2.6159266375869157]","[0.15306420441983956, 0.2228137126788311, 2.6160884721660076]","[0.15305976263768586, 0.22276560843587281, 2.616012588729054]","[0.15365135945628203, 0.2230879566205021, 2.6158489583460107]","[0.15356167184926545, 0.22329806341456407, 2.6158905027906356]","[0.1536885152889181, 0.2231653123037102, 2.6158958254124003]"
3,1555,0.2313306195891833,0.12556875633917822,0.22908696316923977,0.12402426461848776,2.6861191927023276,"[0.22999501744299783, 0.12356847808962923, 2.686124148905511]","[0.22938710199092138, 0.12377316052189756, 2.6861266428823907]","[0.22809995213732112, 0.12428049039895354, 2.6860808710184156]","[0.23013316749936366, 0.12442347835903192, 2.6861520341948606]","[0.2294374874860282, 0.12416139751577979, 2.686179160777327]","[0.22778558275582503, 0.1240403146857392, 2.6860981378467654]","[0.23026348739605101, 0.12397720155220356, 2.686086200858195]","[0.22949607915313294, 0.12361702389718505, 2.686216555596311]","[0.22745100995210488, 0.12355956291815091, 2.68613770264507]"
4,1556,0.07795681556016786,0.254301808682468,0.07346104911433393,0.25360362852239854,3.415019261917326,"[0.07401913145741124, 0.25380428995476106, 3.414667818548324]","[0.07358327502964566, 0.25368887902312204, 3.4154352144764593]","[0.07401597830145257, 0.25370023679743586, 3.4154863909414694]","[0.07403688454751697, 0.2536714023908755, 3.4151529948429618]","[0.07405078753321269, 0.25358553714008236, 3.415113855594446]","[0.07454615523689694, 0.2536523861749991, 3.4149947763552]","[0.07353979362963474, 0.25350731370117224, 3.4150676439338525]","[0.07219711275766903, 0.2532297159656744, 3.414888992015737]","[0.0713074143696388, 0.25298215236534377, 3.4147614902293295]"
5,1557,0.08007292434650058,0.1827186602422279,0.07629025463586593,0.18173232981755946,3.006123013512068,"[0.07635490228642333, 0.18169503765425235, 3.0061147360949465]","[0.07654197959046732, 0.18174870555252798, 3.0060209998420397]","[0.07640210264434814, 0.18172478929178526, 3.0060894124252067]","[0.07604968688495575, 0.18164171239793767, 3.006216831244317]","[0.07611899525754337, 0.1815660401294852, 3.0061846399065177]","[0.0763504756861904, 0.18155658210856035, 3.006065819864683]","[0.07602763669496021, 0.18161325443640125, 3.0060989132204985]","[0.07595734300818507, 0.1816622751566326, 3.006150264804786]","[0.07605592100737184, 0.1816059774569563, 3.0060921712493505]"
6,1558,0.046401773670472685,0.16409336891500417,0.04408818703567213,0.1629341119787688,3.21408120420327,"[0.04410417523772647, 0.16295985362364498, 3.214126511075477]","[0.044122855622871875, 0.1629098021222847, 3.2140918960027554]","[0.044127733062800246, 0.16293292920021932, 3.214047278073225]","[0.04411992309531604, 0.1629452438683697, 3.214087957939973]","[0.04411454611261264, 0.16291233200972055, 3.2140803147890673]","[0.044113743667290505, 0.16296617661884788, 3.2140452801348207]","[0.04410084948219002, 0.16290881396230703, 3.214094400044056]","[0.04411246875066254, 0.16295261826419793, 3.2140733763413123]","[0.04411786595566229, 0.16292025915146163, 3.2140487583928663]"
7,1559,0.17535139076637585,0.06943767645523233,0.17262435194702044,0.06650526200104802,2.386913521535408,"[0.17173025715433848, 0.06653403292593656, 2.3869198696337954]","[0.17198770006759886, 0.06628419360665924, 2.3869510480900646]","[0.17211373780075306, 0.06629571282731873, 2.386864722171576]","[0.1720179575996066, 0.06657981799664389, 2.386859446406334]","[0.17192554612899646, 0.0666947811009597, 2.3869739563683106]","[0.17175983004203707, 0.06655042370551162, 2.386940845233741]","[0.17151693569226426, 0.06628061702826153, 2.3868233651971584]","[0.17151314064418322, 0.06628011407449329, 2.386973624796552]","[0.1715099716459193, 0.06661841622337472, 2.387000428267313]"
8,1560,0.15587892504990705,0.1350789388481689,0.15340012719540913,0.1336826010279815,2.6810348732298626,"[0.14608527585859732, 0.13359181159708916, 2.681049997707041]","[0.14587065696037427, 0.13358072148166775, 2.680974345296126]","[0.163110332600443, 0.13368434132183676, 2.6804703319240666]","[0.15088022213927624, 0.13368185251785533, 2.6814202266246703]","[0.15381351760008086, 0.1337380413820498, 2.681538372304344]","[0.15943773747046783, 0.13371838243015283, 2.6805134344779558]","[0.14443230280493044, 0.13360123788011702, 2.680824157514275]","[0.15670264082710353, 0.13370970555464598, 2.681350590229975]","[0.15738535630496203, 0.13372579802096185, 2.6812773866879294]"
9,1561,0.15689531267462836,0.09193539287037439,0.154779507369785,0.0898427984580952,3.1770268601381564,"[0.15456561384236903, 0.08980679293513322, 3.177403410475562]","[0.15473374370893703, 0.08984312215224977, 3.177343690991418]","[0.1547857492205448, 0.08988524972238811, 3.1766227478919546]","[0.15483868034601597, 0.08987995970350157, 3.1764515230051953]","[0.15485240912381612, 0.08983913175145262, 3.176819872526795]","[0.15493668098457797, 0.08981125816531432, 3.17674961762489]","[0.15470029615996111, 0.08982331098097177, 3.1768989486311567]","[0.15444127976135108, 0.08984039769468889, 3.177325552088665]","[0.15429321562504325, 0.08980997702639139, 3.177410313262374]"
