,Objname,ObsSMA,ObsEcc,ObsSin(Inc),Obs_h,PropSMA,PropEcc,PropSin(Inc),Prop_h,0_2PE_a,0_2PE_e,0_2PE_sinI,0_2PE_h,1_3PE_a,1_3PE_e,1_3PE_sinI,1_3PE_h,2_4PE_a,2_4PE_e,2_4PE_sinI,2_4PE_h,3_5PE_a,3_5PE_e,3_5PE_sinI,3_5PE_h,4_6PE_a,4_6PE_e,4_6PE_sinI,4_6PE_h,5_7PE_a,5_7PE_e,5_7PE_sinI,5_7PE_h,6_8PE_a,6_8PE_e,6_8PE_sinI,6_8PE_h,7_9PE_a,7_9PE_e,7_9PE_sinI,7_9PE_h,8_10PE_a,8_10PE_e,8_10PE_sinI,8_10PE_h,RMS_err_a,RMS_err_e,RMS_err_sinI,RMS_err_h,Delta_a,Delta_e,Delta_sinI,Delta_h
0,0,42.57058824364955,0.023244984572063313,0.03255868760997117,6.522598361916784,42.57058824364955,0.022823114665307325,0.020965459589249284,6.532755945788682,42.57062288140864,0.0244887088812085,0.021410633964975247,6.532405532100174,42.57061194302827,0.020076578260113522,0.020541327863353026,6.533470067748932,42.57060259415673,0.0220749764892192,0.020179603979130937,6.533097569114583,42.57057543489655,0.01803039064284061,0.019321969759575005,6.533976350282892,42.57058030632076,0.021730247323538707,0.02028026371855377,6.533104414446144,42.570572589521916,0.02275573482374979,0.020181081145574254,6.532898007459808,42.57055551607767,0.020959863995531954,0.021637907937970425,6.533090815133145,42.57057465213527,0.024847449129238065,0.021712383702781238,6.532245620306379,42.57058057085926,0.02165537014419452,0.021693703047921523,6.5329942992086405,2.042379861581945e-05,0.002210574083801314,0.0008381102869753044,0.0005587533152457082,3.463775908585376e-05,0.00202433446393074,0.0007469241135319542,0.0012204044942096814
1,1,51.97954601689464,0.28947948568939286,0.17686253104492036,6.900878519529328,51.979546016894645,0.28925805021982554,0.1758022831689774,6.803237031835736,51.981257247699205,0.2782330814548823,0.1704079980991758,6.829529873464331,51.98614393722461,0.27874250765654085,0.1709483202295658,6.828311626439543,51.979109117334126,0.28015300030623275,0.17225646169174655,6.8231970232183645,51.97269234323282,0.2824553378424931,0.17318132096825686,6.816779964505002,51.97382606148451,0.28526599069811964,0.17603969922052226,6.807916133917284,51.976536136403496,0.28693165009750904,0.17894158849865244,6.800915456601055,51.97039600785346,0.28924918722783505,0.17951273566752338,6.794955609906436,51.981140486306046,0.2911068121623895,0.179832163498419,6.791590757819234,51.99311604831051,0.2902838806462138,0.18020537398283218,6.793556348678671,0.006714930368514859,0.0065584924197267126,0.0038211075575975057,0.015730642702898746,0.013570031415866879,0.0018487619425639479,0.0044030908138547875,0.02629284162859502
2,2,47.78458071840188,0.15095026298387607,0.06108276009462283,6.831441442152134,47.78458071840189,0.14643461151608467,0.05771627873867231,6.833900047597631,47.83686401389622,0.12323876689107928,0.059414186931218006,6.856444214076524,47.742612542992326,0.11901907230462354,0.060015616801950104,6.854098199909116,47.82808324874984,0.1150088146312677,0.05764132348579077,6.864035697329818,47.89321456328219,0.1182648899922061,0.05920370916590698,6.862939792320187,47.89170421452104,0.14936805950622684,0.060431786835598994,6.838172807218863,47.804225383829866,0.1417810764387915,0.06179720779345928,6.837619019017353,47.63997641180137,0.13020413128260538,0.06218909924572128,6.835786420082649,47.63999808705551,0.11762071634914065,0.055138935866633376,6.845904778286314,47.72639538535428,0.13714751767599417,0.05142974415280725,6.834830911019526,0.09143916325562282,0.02180966294462492,0.0033430727410511643,0.017789805592998774,0.10863384488030192,0.0029334479901421684,0.004472820507048975,0.03013564973218763
3,3,42.9036519679409,0.015729605290876768,0.04652369868768185,6.5491107111592,42.90365196794092,0.01571109354087123,0.04112373246775172,6.554840896755892,42.903615689890465,0.016278766012404248,0.04236946941955587,6.554583594453086,42.903634966416625,0.013049648048293632,0.03993109707765338,6.555554980739134,42.9036686752921,0.011109511671107939,0.03921688365091279,6.555887207988815,42.90368383405177,0.01193222070108975,0.038665446037361974,6.55623822981219,42.903685514403925,0.011866241368283036,0.03876383949204283,6.556219979319438,42.90368404425468,0.011258950521943277,0.039394141060343,6.555828191941673,42.9036628595807,0.01321946713781076,0.03982969001335117,6.555571960369921,42.903644326411985,0.01618267841060186,0.042127679847924794,6.554659550175649,42.90362788450146,0.01806102695430286,0.04359951526978242,6.554072310218891,2.5410018365527732e-05,0.003152022753507566,0.0018265335201804265,0.000922443231149301,3.354646300834929e-05,0.002349933413431631,0.0024757828020306946,0.0013973330562979669
4,4,42.980508676541056,0.017879460409121178,0.044565956431191656,6.554721827368449,42.98050867654108,0.015916664260804625,0.038465956076004164,6.561492714977309,42.980530933903964,0.018267737208630935,0.04023698781717586,6.560812573486397,42.98052425837497,0.014570780219289,0.0376266487425939,6.561863169442406,42.98049122272308,0.012960002600541318,0.035913447982527616,6.562425458968834,42.98049002544866,0.011086768998704465,0.0363416903848651,6.562470859632589,42.98050661610886,0.011842115145133959,0.03819887482406044,6.561976582734169,42.980521782789076,0.016677158913662615,0.03940267534558778,6.561210532539592,42.98050314935402,0.018777960854055392,0.03919896771896503,6.561004662559704,42.98050422984104,0.018526396060009196,0.03882483370529906,6.561146814487068,42.98051226939149,0.018610265004453685,0.03909099150899309,6.561052598433971,1.345747784983229e-05,0.0029597708265804152,0.0013692794707490397,0.000604787115551401,2.2257362886080045e-05,0.0028612965932507672,0.0017710317411716928,0.0009781446552805662
5,5,46.500659975590956,0.13144906487263172,0.029903223463374755,6.759927335619982,46.50065997559095,0.13124929732374854,0.015866759957742615,6.769917006901335,46.49933467474398,0.1302132185742909,0.01682719395018682,6.770432653710389,46.499247965952094,0.12954639670281573,0.01675928953548376,6.771013640971036,46.50084359408378,0.12997137329708006,0.014990088462443023,6.770938903080519,46.501471510696845,0.12918178917798076,0.012389132827677774,6.771919371189932,46.50073366521667,0.1292259901273389,0.011137336852138299,6.7719343829193015,46.49950789891512,0.12959428153954966,0.012996729595276228,6.771367555869807,46.50191526503457,0.12958137698323252,0.016219693364821836,6.771231621365992,46.503059151016494,0.1303782970845243,0.017574657948998172,6.7704661426037545,46.500472631368936,0.12932843271297667,0.01525833789038802,6.771446538252618,0.0012084012178388167,0.0016310929954939822,0.002323734016408677,0.0013770079533583326,0.0023991754255447972,-0.0008710002392242344,0.0017078979912555567,0.002017376017966477
6,6,42.278053003564885,0.04192970369659932,0.04579948182894262,6.495132430745134,42.278053003564914,0.039398916184121294,0.037554754587051105,6.502279179562139,42.27284816356264,0.05776525334403506,0.03839808494671508,6.495539210228901,42.27341314046476,0.05573103022688907,0.04130060575241509,6.49598446737476,42.26959082180046,0.03284928929042865,0.037129089918482704,6.503505669435401,42.28361670704748,0.02799495673885705,0.03845726993069138,6.505406816810413,42.28400201142413,0.03140826235221966,0.03857358251491256,6.504569076645832,42.290663920037154,0.034449492984967744,0.03530198418033279,6.505400855882103,42.287043133291434,0.026078771318427396,0.040027074954046525,6.506142907849462,42.24531421720743,0.031129626887169234,0.03945954238337636,6.502030260287631,42.276763112714356,0.027144570157623817,0.04020061388687162,6.504759000040898,0.012909610104878103,0.01183841174208353,0.0020707613263584498,0.0038364529145757413,0.012610916472240774,0.018366337159913766,0.003745851165363988,0.003863728287322843
7,7,1.2527184308743116,0.9260427748134841,0.187869328882821,4.324834047720306,1.2527184308743131,0.9245655621919497,0.11514497822574042,4.254933670584823,42.5384882287396,0.18324864601963634,0.1665438748080572,6.269951534963087,50.087010971531754,0.33225888066314696,0.10631996546289142,6.500276292979864,28.50313927655326,0.5466331970614622,0.14446416860934988,5.148444589100202,-9.556678797154927,0.46253668620614724,0.09562791430205113,2.7215056065889125,-21.5888715507225,3.726562369978789e-06,5.182589597857949e-06,,-21.588871519646432,6.029106281656269e-06,1.5485347420499064e-06,,-21.58887150768574,1.0074811319123169e-05,4.9599954656869165e-06,,-21.588871501450246,4.7142951434859246e-05,1.7723079119265518e-05,,-21.58887149755156,0.00012970762973062557,2.127197417980168e-05,,28.977812540746978,0.7838952065825467,0.08834302870439703,1.7501159872036927,48.834292540657444,-0.37793236513048756,0.05139889658231679,
8,8,42.782514037287626,0.019988380282357738,0.03597581085506041,6.539314635293336,42.782514037287626,0.01767088112517408,0.025967765168234555,6.548860136555581,42.78251074754409,0.0182615647129835,0.027054383468902744,6.548590063958094,42.782517763955155,0.0163646862335712,0.0236169563573227,6.54937167317187,42.78251445662164,0.014586178260508764,0.023993951317385902,6.549526133440358,42.782515807626154,0.013565058009978223,0.024531568053229664,6.5495621034634395,42.78251414756224,0.016391607733790746,0.02341893822104862,6.549395791031856,42.78251333824126,0.01713144520659426,0.025925742656808387,6.548907059528418,42.78251642421227,0.02074293421685842,0.028594425583513165,6.54801253260413,42.7825116996584,0.019183298791640407,0.026684988389015025,6.548524468869892,42.782512440331324,0.01902786581041864,0.025879594181305608,6.548696888375786,2.166241454084519e-06,0.0022091246070287257,0.0017187029209545803,0.0005183093256229013,3.726667529235783e-06,0.0030720530916843423,0.0026266604152786095,0.0007019669078580648
9,9,43.59330392231923,0.0440341012841082,0.030223016657615034,6.595953225177415,43.59330392231923,0.04288739883594274,0.015229827074421906,6.606970190559305,43.59322050225723,0.04388761051029802,0.015730394939816955,6.606605652896399,43.59327111249439,0.04208631927414747,0.014717400881879542,6.607254580155323,43.593323842396316,0.04256008907577633,0.014992580991817262,6.607089738883845,43.59331451127143,0.044047426917770735,0.01585035984125182,6.606555972255183,43.593324862306496,0.042628396874795145,0.014943328640936273,6.607078167317965,43.59333942236965,0.04203970528555206,0.014751936071904118,6.607269763283894,43.59335352323825,0.043834316347862404,0.0157027883247717,6.606629096329336,43.59331261869872,0.04325425602997651,0.015168355497198912,6.606871947040886,43.59329816687359,0.041857940204527974,0.014651275337377445,6.6073348027781025,3.7730133425123976e-05,0.0008145644444741621,0.0004505736816478795,0.00029058861448682697,4.960091902006525e-05,0.0011600280818279962,0.0006205327668299138,0.00036461221879768857
