,Objname,ObsEcc,ObsSin(Inc),PropEcc,PropSin(Inc),PropSMA,0_2PE,1_3PE,2_4PE,3_5PE,4_6PE,5_7PE,6_8PE,7_9PE,8_10PE
0,2013 RQ98,0.4320248003614998,0.6165780879083276,0.4096019596669618,0.6164680130567566,56.60819595100579,"[0.3941384575028694, 0.6121577519333178, 55.74391543460758]","[0.39488487280069173, 0.6112626090859863, 55.85083836840112]","[0.21994235060607722, 0.6084948738540199, 56.1192249538334]","[0.1441113525996365, 0.6059820015117304, 56.396287366248096]","[0.11761070747565586, 0.6011665322257455, 56.48231549287864]","[0.08877387781200591, 0.6004525597531, 56.44081189974166]","[0.2177859519160511, 0.5973882420306406, 56.627193704169024]","[0.3239400904008629, 0.5970398821968151, 57.17789579551631]","[0.2091513330106726, 0.5911596994180431, 58.067318343626525]"
1,2013 RQ155,0.31559520567149285,0.6091443083840734,0.16993346894519176,0.6090637684787031,51.203635977610595,"[0.1587524441299168, 0.6087269055176854, 51.21120111271214]","[0.07353452072781032, 0.608902178597948, 51.19538022299001]","[0.07548164779315639, 0.6087103229005961, 51.20335335095018]","[0.10444267243749973, 0.6078780452830028, 51.20757311467491]","[0.04474792809781051, 0.6076427468724669, 51.20610311556177]","[0.07050222396725199, 0.6079223575480049, 51.20434879012965]","[0.04472457972515626, 0.6085914408382136, 51.20077938289216]","[0.04855829169368821, 0.609177491071138, 51.200546813992815]","[0.034020205151577255, 0.6087557159074884, 51.19675838876086]"
2,2013 RJ158,0.618381026717396,0.3314531989925075,0.613993171199322,0.33017576613758326,89.7199174381023,"[0.5714321982007616, 0.3191666370524266, 89.7087525551026]","[0.5638190378786482, 0.32789210882553643, 90.02210930160611]","[0.541667246902583, 0.33207106423755434, 89.929833398041]","[0.5436578094160818, 0.3410974642467915, 89.59301084076282]","[0.5370351444181579, 0.3410505862052588, 89.85778109210968]","[0.5410639733573798, 0.3308562596648543, 90.34625145385388]","[0.5161742083125932, 0.329742293407705, 89.98374232233402]","[0.5674927281937299, 0.3283469426858861, 89.19017732985617]","[0.5626590500834605, 0.32596090109263204, 89.11983603270532]"
3,2013 RR155,0.3875732828692488,0.5671368372286978,0.3829543756253922,0.5668933605548563,62.079420994956045,"[0.26656827985368536, 0.5555627167636292, 62.079162772414506]","[0.26600121695665, 0.5564806558300557, 62.07907549791093]","[0.26500074791949224, 0.5559888737124441, 62.078952174868554]","[0.26755911060009874, 0.5555068870426263, 62.07921957591153]","[0.26514274868216986, 0.556443484580117, 62.07953051962105]","[0.2655332733388833, 0.5560985207351666, 62.079700086771524]","[0.268769098365928, 0.555554642761217, 62.07998053270859]","[0.26400255292518177, 0.5563565753357745, 62.07985954500068]","[0.2661930516616624, 0.5560567456844543, 62.079469622007586]"
4,2013 QX103,0.2604714366206804,0.5247561777906667,0.2594238213247359,0.5244132381978954,50.415053952051,"[0.25780294356589717, 0.52018562248987, 50.415314554289225]","[0.2578323104388015, 0.5200915822182715, 50.41507097965274]","[0.25786874000695, 0.5201598454009427, 50.4152502525539]","[0.25747907803582065, 0.5203698960630379, 50.415429154337865]","[0.2573454125136884, 0.5204949179184742, 50.41534191497541]","[0.25724455978274546, 0.5204894526740365, 50.415147631096985]","[0.25745015317450726, 0.5204565142748038, 50.41488211584663]","[0.2576833682835449, 0.5204115782668444, 50.41462432239887]","[0.25801878618140356, 0.5202791334923772, 50.41447982701972]"
5,2013 RS155,0.27366977388719876,0.5458754894347398,0.27203859031279,0.5457970293269311,50.43901607081102,"[0.25027107812617105, 0.5431339163253979, 50.438533031300906]","[0.24945085034834613, 0.5432291914602951, 50.43807594520976]","[0.2489954348248985, 0.5433557430505545, 50.4393329943182]","[0.24937777825546595, 0.5433366256021454, 50.439644255141594]","[0.2490465898232205, 0.5431877972738288, 50.43809974744235]","[0.24930861992232203, 0.543067059272518, 50.43921987868678]","[0.24953904786852177, 0.5430459079675223, 50.44047311123653]","[0.25005027939979196, 0.5430465843423026, 50.43836294655396]","[0.24996937054652862, 0.5430591123795058, 50.438630061232764]"
6,2013 RT155,0.6533753443478137,0.4355909475403367,0.6081525814828147,0.43371509610507025,103.71270905377904,"[0.33486798647938115, 0.3457189428546362, 103.20434674854906]","[0.21642009768761897, 0.3311837011961378, 103.43566703885055]","[0.07495304265092775, 0.3018730829866034, 103.62319346137281]","[0.24330484343472916, 0.3387259386169534, 103.39275115621396]","[0.29904700252609867, 0.3480799248445517, 103.08467962004542]","[0.39299196379204426, 0.35979408724230894, 103.58601811049043]","[0.35097952810974514, 0.3470921581221237, 104.44581065576352]","[0.17515149542906291, 0.3217403473892439, 104.65463791875897]","[0.34197724914976707, 0.3530229338959554, 104.20567751105162]"
7,2013 QR99,0.04054018476343922,0.5202656084176981,0.040499306217784393,0.5201467993198846,41.037880849571,"[0.04054051904130611, 0.5194893322868641, 41.03818511186936]","[0.04047257556160033, 0.5194728725662026, 41.03805917104181]","[0.04043814271546753, 0.5196976789738094, 41.03782184171183]","[0.040439053692352865, 0.519637576305716, 41.037624876378466]","[0.040481669499150615, 0.5194258621487675, 41.038023769203036]","[0.04055955460387924, 0.5195480886127632, 41.03806949702655]","[0.040565851934322446, 0.519720436515822, 41.0379137118638]","[0.04050111319987232, 0.5195381993923215, 41.03766561568578]","[0.0404536025818646, 0.5194327943459478, 41.03746148848668]"
8,2010 JJ210,0.2466213461188823,0.14510683478787426,0.24652026128738527,0.14368953378929844,49.31128843210519,"[0.24326995901160353, 0.14249437924670097, 49.31067077767338]","[0.24448100143332716, 0.14252445044347956, 49.3106836328157]","[0.24537092655959947, 0.14243754525039465, 49.31066115086913]","[0.2458944261657514, 0.14221743403929848, 49.3106473929951]","[0.2457419534445371, 0.14226772640012667, 49.31068252207094]","[0.24372420526766514, 0.14236878260362493, 49.3106966425251]","[0.2428755014283187, 0.1421838968323015, 49.310698983109205]","[0.2424976223089705, 0.14215604983373795, 49.3107418272761]","[0.24510226479862313, 0.14169451424042773, 49.31374054407637]"
9,2013 SG113,0.17887687255681803,0.16119543797869498,0.17870078631376113,0.16001584994169535,46.626126158013065,"[0.17457276899745724, 0.15857559963568263, 46.626261549733094]","[0.17755924223770359, 0.16168912612284964, 46.62680129041041]","[0.17881267902563297, 0.16299707356345994, 46.6266958888189]","[0.17825194715566609, 0.16235552407157433, 46.62611958404129]","[0.1759459770170497, 0.15991306740370703, 46.62614197165292]","[0.17278754431500498, 0.15652783326980357, 46.62637926504908]","[0.17097047500273663, 0.15444973950219773, 46.62600748496203]","[0.17167122154779166, 0.15531581234985872, 46.62583704658116]","[0.1744613469437222, 0.15836051265203743, 46.62552824478755]"
10,2013 RM124,0.5988700534417839,0.2378156630344265,0.5815819970283811,0.2359522898013632,87.92492420235483,"[0.28198435970464064, 0.22833480981026363, 87.92557895977798]","[0.3080458006254029, 0.23021165726241535, 87.92645238524473]","[0.31830687256321255, 0.22872332516013283, 87.9238055496687]","[0.3365284592770514, 0.22971025994949237, 87.92401481162155]","[0.34318292714136117, 0.23309210912905487, 87.92410898733779]","[0.33368431423510847, 0.23562426578081275, 87.92415033198323]","[0.2894538764795582, 0.23278810236682396, 87.92551766429058]","[0.2659007819748296, 0.22855437710511967, 87.92666875522913]","[0.27407069000070877, 0.22246928217876383, 87.92579791227003]"
11,2005 PU21,0.9962783834799329,0.043327204479052056,0.05395613148863776,0.013513489970338556,-1462.564146643139,"[0.12856245286710538, 0.05947973664309309, 1273.9844821068493]","[0.042933218532522015, 0.013570367744727686, 167.8142670058955]","[0.0044845657705573465, 0.0003218271171101636, -2066.2987874672035]","[5.555045281094241e-09, 1.541878409503756e-09, -2173.383672611608]","[7.684807475431046e-09, 5.894687541665392e-09, -2173.3836726162035]","[1.6612679889255662e-08, 1.820971334366343e-08, -2173.3836726202085]","[2.9797259358989582e-08, 3.814397006588906e-08, -2173.3836725737015]","[7.98068045128474e-08, 8.921659459119907e-08, -2173.383672722324]","[1.462976361643263e-07, 1.6762224259909618e-07, -2173.3836729026184]"
12,2013 RU155,0.0784128262254411,0.05964442372909607,0.07809602135929623,0.05618094190045977,43.976286574734296,"[0.08074286843524363, 0.062184527126754395, 43.97631004321268]","[0.07953223577033562, 0.06072861878958082, 43.97628127722612]","[0.07680935796354947, 0.05707420975757157, 43.97625072012227]","[0.07359395174074819, 0.05243951874569136, 43.97626879632208]","[0.07134713376802157, 0.04888823404995264, 43.97632287320691]","[0.07128704921874081, 0.04841265885796903, 43.97633809628383]","[0.0734501820010089, 0.05133713700446541, 43.97629852011102]","[0.07665315484820606, 0.05597945091831376, 43.97625781174969]","[0.0794273687129384, 0.06007066980913559, 43.976250712708016]"
13,2003 QZ111,0.054360815399108656,0.06409714146150908,0.053159170726490124,0.06041608370699776,43.010678678582366,"[0.05890071744158173, 0.06576086054187363, 43.009605268596175]","[0.05198343774101673, 0.0598908155718176, 43.008897572884976]","[0.04746247644587718, 0.053581534720444524, 43.00893834907723]","[0.04451791816572617, 0.0513255703804822, 43.011505601793466]","[0.04423861538564271, 0.05372069661828914, 43.01330754921209]","[0.0506015643418473, 0.05767613624183922, 43.01403839346517]","[0.055853249567739564, 0.060937978566212914, 43.014206889680544]","[0.058594773957454674, 0.0645843593214199, 43.01179441346552]","[0.06139991877653383, 0.06788658620571238, 43.007338794208785]"
14,2013 RM98,0.1251889859938244,0.48083465493498184,0.1251057774185555,0.48050295214669614,43.32398989644956,"[0.11916957269706628, 0.4783422460356578, 43.32399063416205]","[0.11912622742495513, 0.47841564084905513, 43.32401721816283]","[0.11921464303674713, 0.4784176120599617, 43.32397977924699]","[0.11931967727386997, 0.4782268577233824, 43.32394895883977]","[0.11910012225137866, 0.4783528102769925, 43.323948781222505]","[0.11916586767126129, 0.47819330830359197, 43.32396426567057]","[0.1191171442860074, 0.47840539742550425, 43.323985715142115]","[0.11925110976693767, 0.478418631563883, 43.32402081521232]","[0.11909086340092492, 0.4784145225230929, 43.32404859821417]"
