,Objname,ObsEcc,ObsSin(Inc),PropEcc,PropSin(Inc),PropSMA,0_2PE,1_3PE,2_4PE,3_5PE,4_6PE,5_7PE,6_8PE,7_9PE,8_10PE
20,22,0.0919229233323211,0.21878987177868192,0.08823040902891141,0.2179623830509179,2.905814037556278,"[0.08918679744068589, 0.2179803717827861, 2.9057244317607074]","[0.08931783809068582, 0.21790119197111, 2.9058031172190657]","[0.08805164053776646, 0.21794581342798475, 2.9058480016374113]","[0.08729160537712176, 0.21790704046433335, 2.9057701731565855]","[0.08727259102669513, 0.21793837776441002, 2.905804110830728]","[0.08727547173108104, 0.21794027860967566, 2.9059283018852646]","[0.08705650135822772, 0.21794295528052998, 2.9058432515383164]","[0.08794285299764465, 0.2179713400205992, 2.9058031299586484]","[0.08991031957429885, 0.21793259274260954, 2.905845775286056]"
21,23,0.256923202565411,0.1685191589844428,0.25458083941493387,0.16742831396237606,2.624291663009092,"[0.25422181817010314, 0.16741438004515566, 2.6242705650279547]","[0.25449309254672847, 0.16741904137171615, 2.624204161948444]","[0.25489668415831224, 0.16742837991665616, 2.6243108318751265]","[0.25467190128278655, 0.16741215296841755, 2.6243686193977362]","[0.2545373435689954, 0.1674027821150922, 2.624347308085249]","[0.2547796246686311, 0.16737740891065617, 2.624386852762337]","[0.25471487730437276, 0.16739217238917542, 2.624333593272708]","[0.2544876213382943, 0.16738440118935863, 2.624231608789333]","[0.25482349837598206, 0.16738657228368914, 2.624197728106993]"
22,24,0.15519166639971796,0.031524967975392885,0.15284323336950115,0.019740066442916076,3.1303551265836767,"[0.15281182669376542, 0.019736454683927717, 3.1303150599198526]","[0.15289718844669495, 0.019740597896869924, 3.1303609192676887]","[0.1528912654042625, 0.01973849765559926, 3.1303954933950844]","[0.1528419035264893, 0.019743088122061925, 3.1303596283518536]","[0.1528693552355178, 0.019738040175560228, 3.130327603443769]","[0.15283007858709993, 0.019743191933272897, 3.130359710414552]","[0.15281281427686025, 0.019737115884877768, 3.130354248891175]","[0.15287304103910335, 0.01973788725824506, 3.130341258917949]","[0.15284572531078333, 0.019740285026948308, 3.130372846930847]"
23,25,0.22772599416409486,0.3981195355886361,0.22572924165409997,0.39765894495402715,2.397071896009734,"[0.2258130599527506, 0.39403391188206915, 2.397126298586052]","[0.22355645691035972, 0.39491850341503926, 2.3972250025970845]","[0.22489871167810838, 0.3933468504970098, 2.39726653499213]","[0.22612575530022047, 0.3940808187780024, 2.396906849354881]","[0.22438384994768393, 0.3931710339608814, 2.396921419972958]","[0.224624793884415, 0.39322981937789814, 2.396842044170481]","[0.22561130232897286, 0.3947216713885847, 2.3974374002188052]","[0.22498019284817958, 0.39336883571956716, 2.3973929599410146]","[0.22407917918082085, 0.3948486594110027, 2.39660630637815]"
24,26,0.12286755094826404,0.056945530529599914,0.11981591080933586,0.053259196827058444,2.652136032577511,"[0.11982910817548958, 0.05287652876447993, 2.6521469190990947]","[0.11942709704149417, 0.05278421099940724, 2.6521440586324774]","[0.11977518598527982, 0.0527808411843144, 2.6521233220244023]","[0.11972556182195745, 0.05278367879780484, 2.652159823971717]","[0.1195404683684034, 0.05289283398290042, 2.6521478513709082]","[0.1200380314856016, 0.05329802221465481, 2.652100952758833]","[0.1196838046517127, 0.05342291390996378, 2.65212338009696]","[0.12022460816938908, 0.053793406192571544, 2.652118345573791]","[0.12014027703962274, 0.05430082838106503, 2.652129367214983]"
25,27,0.18785150799224132,0.030751811058815796,0.1841172599207421,0.01672352179767786,2.343931186070819,"[0.1859556319973315, 0.016807761737210776, 2.3439090521977533]","[0.18566262954575186, 0.01663029793975263, 2.343902455922028]","[0.18550831095447967, 0.01659928994506982, 2.343943233377404]","[0.18512046640424934, 0.01688244745935884, 2.343905567217641]","[0.18478710466273418, 0.016760515505394064, 2.343932588683387]","[0.18426644884435922, 0.01669805644260627, 2.3439543185700935]","[0.18398284623682862, 0.01687167950708652, 2.343941877920298]","[0.18368063687967445, 0.01681224737662735, 2.343910278276705]","[0.18350472816204424, 0.016579565955298508, 2.3439300846596054]"
26,28,0.18077079775358923,0.14900498085215583,0.17842963687411753,0.14773846893430678,2.773741745162218,"[0.17843970232090053, 0.14786758966901278, 2.77373310008092]","[0.17839185101059105, 0.14781430477327923, 2.7737382650802265]","[0.17837168339227247, 0.14774516914490438, 2.7737389851085457]","[0.17831941862620057, 0.14768619822792833, 2.7737414972138623]","[0.17859199956147573, 0.1476951689440068, 2.7737523533708517]","[0.17855280331775414, 0.14775262039622403, 2.773757215313537]","[0.17862303525093853, 0.14772067560581287, 2.773753203787298]","[0.17854546224662368, 0.14753530111927274, 2.7737432553436374]","[0.17820833234027156, 0.14739094713409961, 2.7737354877599656]"
27,29,0.07909252875353104,0.11414382817163468,0.07331924194157263,0.11247220451414726,2.550920823883719,"[0.07431559272516287, 0.11304337681678979, 2.550917848622112]","[0.07318332766293921, 0.11225542649293098, 2.5509445499202883]","[0.07336498064033473, 0.1123537008685285, 2.5509558912952532]","[0.07378802902853195, 0.11260306212397626, 2.5509059322167906]","[0.07261867652358626, 0.11199461761597534, 2.550875534635655]","[0.0741240250348417, 0.11301947257747463, 2.5509395661147813]","[0.0727077048993106, 0.11219933772789657, 2.550960842234729]","[0.07370007758166565, 0.11286817065645638, 2.5509147110879073]","[0.07378087173695198, 0.11277239899697378, 2.55088975716584]"
28,30,0.10801748870232002,0.054535910531633966,0.10398613370341755,0.050485600894936845,2.362500406638614,"[0.10499358170176004, 0.050499706004830905, 2.3624845085969732]","[0.10466674157499854, 0.05061926585887916, 2.3625106717243107]","[0.10458624488939901, 0.050419048219094535, 2.362502004209564]","[0.10432929503860301, 0.050598461402758775, 2.362502062691522]","[0.10415973771023615, 0.05050478824070695, 2.3625163923365493]","[0.10376578591661273, 0.050101461537738215, 2.3624897147810464]","[0.10374587042681035, 0.0503898486460848, 2.362528974321577]","[0.10372760221237701, 0.05054703689105253, 2.3625049112997014]","[0.10373550219289655, 0.05053772575886111, 2.362476587437088]"
29,31,0.20762913569944053,0.44652339677291314,0.2076339863451651,0.44617919013280116,3.1510314457015762,"[0.2051322284401321, 0.44593172108461965, 3.1509100578252642]","[0.2049611754816973, 0.4457662668599187, 3.150874687479398]","[0.20527203884246423, 0.4458646848460517, 3.1509114567542795]","[0.2060444782248976, 0.44577033384959874, 3.1510709144143374]","[0.20556186900437717, 0.44578205301748053, 3.1512082387294793]","[0.2064362653033349, 0.445641872342582, 3.151092183190137]","[0.20499404312882916, 0.4458784155095941, 3.1510301287595675]","[0.20586285482855643, 0.4456829914920797, 3.1511244838440744]","[0.20570021680929065, 0.4457816502207382, 3.1510824352398306]"
30,32,0.11640217927831391,0.11102902091353407,0.11278631294293882,0.10930313081066419,2.583603859285041,"[0.11197526971712893, 0.10812233074977082, 2.5836025605886808]","[0.11215950528293157, 0.10980835571855119, 2.5836009692602713]","[0.11281285470663381, 0.10943027212491929, 2.583554848205199]","[0.11279404804718894, 0.10866730365380828, 2.583532200353451]","[0.11286988168520086, 0.10941087384109355, 2.5835721698250618]","[0.11295491558881833, 0.10988530749703396, 2.5836043558980224]","[0.11288315239364645, 0.1090611418276918, 2.5836383929763937]","[0.11302427152685657, 0.10905881225834847, 2.583635345026237]","[0.11328209260799568, 0.1104458637358097, 2.583642523877643]"
31,33,0.3004916572477133,0.041147978654738,0.2968280272280068,0.035285183598742505,2.862823805790752,"[0.29629881071740544, 0.03515641647472428, 2.8625144873140527]","[0.2962063597486422, 0.03519133245824087, 2.8625416365391447]","[0.29623258636757965, 0.03518819141571128, 2.8628147365341903]","[0.2963117980626505, 0.03523115300146726, 2.862946637457192]","[0.29640013338732046, 0.03528428277707105, 2.8628226195060313]","[0.29671612207921205, 0.03535211655648108, 2.862931297936019]","[0.2973542913447329, 0.03535253418458971, 2.8631043554146762]","[0.2978772444542434, 0.035398528721922375, 2.863138890410377]","[0.29776248740779676, 0.03542708688501228, 2.8628682218217545]"
