,Objname,ObsSMA,ObsEcc,ObsSin(Inc),PropSMA,PropEcc,PropSin(Inc),0_2PE,1_3PE,2_4PE,3_5PE,4_6PE,5_7PE,6_8PE,7_9PE,8_10PE,RMS_err,Deltas
450,2013 VS71,39.40386112984829,0.22176497015434643,0.18916225377158183,39.40386112984829,0.2078304198795066,0.18784826153121692,[39.40395649  0.2012806   0.19831392],[39.40397299  0.21199862  0.19632451],[39.40402852  0.21422641  0.19569018],[39.40396455  0.22016165  0.18802478],[39.40372549  0.22959616  0.1776131 ],[39.40384651  0.22256329  0.18674797],[39.40393834  0.19709019  0.19726846],[39.40360575  0.22514105  0.18296997],[39.40356483  0.22527859  0.17264457],[0.00014669 0.07686277 0.00496311],[0.00016739 0.02176574 0.01046566]
451,2016 SW57,46.28120802719168,0.182013523243238,0.20658704247945175,46.2812080271917,0.18195859396215266,0.20548304229568895,[46.28834523  0.18023136  0.20635991],[46.29820149  0.18037923  0.20592886],[46.29236622  0.17949063  0.20503797],[46.28084245  0.18100891  0.20591599],[46.26986987  0.18174668  0.20572562],[46.26378958  0.18129338  0.204794  ],[46.26055936  0.18196088  0.20573338],[46.27627751  0.18277788  0.2057167 ],[46.29489861  0.18212814  0.20445474],[0.00572193 0.00661026 0.00031979],[0.01699346 0.00081928 0.00087687]
452,2007 VK302,45.77825684610779,0.033336361120254385,0.42845063192808547,45.778256846107794,0.03333549266986359,0.4281258417793674,[4.57782564e+01 3.21053341e-02 4.26380822e-01],[4.57782547e+01 3.20741366e-02 4.26526294e-01],[4.57782601e+01 3.20377528e-02 4.26485828e-01],[4.57782523e+01 3.20451318e-02 4.26342435e-01],[4.57782522e+01 3.21437319e-02 4.26398915e-01],[4.57782601e+01 3.20632891e-02 4.26536287e-01],[4.57782550e+01 3.19724682e-02 4.26469097e-01],[4.57782578e+01 3.21028811e-02 4.26339422e-01],[4.57782600e+01 3.20853014e-02 4.26411691e-01],[3.00202221e-06 1.13894069e-02 1.52417852e-02],[ 3.26382264e-06 -1.19176079e-03 -1.58955524e-03]
453,2012 WF37,39.4020590079198,0.2566169333689197,0.335316347453557,39.40205900791981,0.24431137178184417,0.33485005734462114,[39.4020522   0.23934163  0.33133738],[39.40203239  0.22696837  0.32683263],[39.40201016  0.23418635  0.3361678 ],[39.40196174  0.24672968  0.33405613],[39.40211296  0.22457299  0.32819961],[39.40204186  0.22968008  0.33195903],[39.40191498  0.24927526  0.3358632 ],[39.40208872  0.22776374  0.33169253],[39.40222955  0.22690142  0.32841842],[8.65094432e-05 9.33828298e-02 2.91237829e-02],[0.00017054 0.00496389 0.00131774]
454,2016 PU219,38.308128934859845,0.04085613819656843,0.5638300730900693,38.308128934859845,0.040840599973319534,0.5635769584813697,[38.29840273  0.04334378  0.56233356],[38.30096056  0.04264424  0.56240067],[38.29544892  0.04132394  0.56251513],[38.29888121  0.03914923  0.56259535],[3.83026252e+01 3.70179976e-02 5.62665119e-01],[3.83109297e+01 3.70733495e-02 5.62646624e-01],[3.83226147e+01 3.79383458e-02 5.62573733e-01],[3.83222507e+01 3.80423388e-02 5.62559207e-01],[3.83215552e+01 3.79906151e-02 5.62548767e-01],[0.00050845 0.01304156 0.00935446],[ 0.01448576  0.00250318 -0.00091184]
455,2013 VT71,39.40252546047675,0.2791979109384327,0.17506172462824737,39.40252546047675,0.2791237351989751,0.17363811224733222,[39.40243812  0.27739178  0.17355199],[39.40254619  0.27741994  0.17274377],[39.40254043  0.27803823  0.1711135 ],[39.40249319  0.27810511  0.17352953],[39.4026131   0.27677231  0.1759342 ],[39.40253813  0.27736231  0.17508364],[39.40248579  0.27728402  0.17369859],[39.40252996  0.27825569  0.17171289],[39.40253149  0.27792139  0.17221879],[1.27465214e-05 1.35628368e-02 3.15611917e-03],[ 8.76439956e-05 -8.68046355e-04  2.29608772e-03]
456,2013 VP46,47.733708959553724,0.26227785644124746,0.2175214429831885,47.733708959553724,0.2614313904367491,0.2168977189325519,[47.73364056  0.26253381  0.21693353],[47.73368317  0.26301562  0.21674807],[47.73380384  0.26248052  0.21657809],[47.73391266  0.26208477  0.21663028],[47.73383681  0.26255018  0.21675704],[47.73364584  0.26278843  0.21690603],[47.73370906  0.26179973  0.21714541],[47.73370006  0.26089694  0.21724107],[47.73357638  0.26168438  0.21706986],[1.27750552e-04 6.95186930e-03 7.00901821e-05],[0.0002037  0.00158423 0.00034335]
457,2013 VU71,95.34532807543565,0.636494605098255,0.2487138380622913,95.34532807543562,0.6363798780904004,0.2472410884117376,[100.0688642    0.61195035   0.23937692],[96.54944975  0.63471935  0.23946044],[94.26534923  0.63334142  0.23083262],[91.30732203  0.6201708   0.23070192],[90.33290384  0.61332608  0.23776428],[93.11859884  0.62130283  0.24605992],[96.32965858  0.61733558  0.25177131],[97.58926498  0.60613377  0.25375677],[95.7314194   0.61792349  0.25368704],[2.81512183 0.15121522 0.04175857],[ 4.72353612e+00 -1.66052469e-03  6.51568249e-03]
458,2013 VH72,45.43126613683514,0.1458452717913373,0.14133771482686347,45.43126613683514,0.14579684399245113,0.1399698705924379,[45.43203979  0.14632073  0.13413994],[45.43206739  0.14646859  0.134467  ],[45.43200467  0.14538866  0.1347847 ],[45.43203049  0.14428404  0.13502766],[45.43207431  0.14330064  0.13534147],[45.43203834  0.14375688  0.135481  ],[45.43204078  0.14417816  0.13533319],[45.43223161  0.14123299  0.13542536],[45.42815639  0.14465247  0.14202682],[0.00328854 0.01258843 0.03770169],[0.00096548 0.00067175 0.00205695]
459,2016 SF57,39.40339329099582,0.23193518438396846,0.25264181501879834,39.40339329099582,0.22020982792365124,0.2516597729190706,[39.40326651  0.2110777   0.2441125 ],[39.4031034   0.23354278  0.23776964],[39.40324347  0.21911595  0.24706411],[39.40355621  0.22657782  0.25385457],[39.40338458  0.23465081  0.24683222],[39.40343087  0.22356835  0.2551195 ],[39.4034596   0.21957402  0.25965015],[39.40349489  0.2198545   0.24903632],[39.40353168  0.22631603  0.25277884],[6.84072850e-05 3.23895099e-02 1.87200860e-02],[0.00016292 0.01444098 0.00799038]
460,2013 VV71,40.51597748489826,0.06270196307088417,0.25746395443291104,40.51597748489825,0.06251341133445198,0.25603406036357246,[40.51513029  0.06119699  0.25495196],[40.51549524  0.06107406  0.25501478],[40.51604531  0.0624294   0.25519519],[40.5163446   0.06180454  0.25498897],[40.5162997   0.06180287  0.25504051],[40.5162828   0.06225655  0.25523848],[40.51588843  0.06116385  0.25493194],[40.51603516  0.06151786  0.25522034],[40.5165228   0.0629453   0.25521414],[0.00024694 0.00642928 0.00851023],[ 0.00054531  0.00043189 -0.00079558]
461,2012 WE37,47.733215995545734,0.24979363785304892,0.40307213819882504,47.73321599554575,0.24974456619709326,0.40290234025179417,[47.7330334   0.24940286  0.39337   ],[47.73254938  0.25259284  0.39163222],[47.73345505  0.25138461  0.39129884],[47.73374413  0.24605425  0.39430674],[47.733043    0.25121561  0.39218653],[47.73290383  0.23918573  0.39499892],[47.73331189  0.23320315  0.39744548],[47.7332652   0.23877454  0.39621165],[47.73318637  0.22982847  0.39852116],[0.00045171 0.05605903 0.07614952],[ 0.00052813  0.00284828 -0.00438118]
462,2014 QS510,69.31601811398484,0.5264717297091613,0.20635510305705607,69.31601811398484,0.5263673766218439,0.20575733750028213,[69.31613861  0.21989678  0.20284825],[69.31599131  0.2192911   0.20285101],[69.31591082  0.21495823  0.20296466],[69.31592907  0.2155379   0.20327482],[69.31592051  0.21212771  0.20326862],[69.31605908  0.20414908  0.20300045],[69.31601305  0.20073282  0.20281616],[69.31586229  0.19537912  0.20265162],[69.31598649  0.19747326  0.20266437],[3.51810267e-04 2.85776039e+00 2.54760651e-02],[ 1.20492246e-04 -3.06470598e-01 -2.48251938e-03]
463,2016 SJ57,36.43269741012117,0.07952311041653141,0.20503219432469816,36.432697410121186,0.0770793945452305,0.20398526570505593,[36.43312907  0.06214946  0.21030326],[36.43240894  0.06288317  0.23740347],[36.43322246  0.06964774  0.16828336],[36.43292467  0.06701724  0.18061918],[36.43191755  0.06694491  0.2338531 ],[36.43198728  0.07714218  0.22798437],[36.43181711  0.06083294  0.24020769],[36.43266184  0.06564532  0.19335956],[36.43336658  0.06531571  0.16661576],[0.0008412  0.09613589 0.02276235],[6.69165934e-04 6.27896556e-05 3.62224255e-02]
464,2014 UZ276,45.87005284648307,0.16578326842278832,0.14874584499459542,45.87005284648306,0.16548224822590973,0.14760740418055143,[45.86929465  0.16339155  0.14537175],[45.86955354  0.16299969  0.14486586],[45.86961094  0.16639613  0.14829125],[45.86947124  0.1686713   0.15082116],[45.86865361  0.16754152  0.14965171],[45.86960192  0.16418467  0.14567794],[45.8727599   0.16248055  0.14335702],[45.8735706   0.16384419  0.14504427],[45.86994451  0.16660478  0.14819424],[0.00198529 0.00322587 0.00719145],[0.00351775 0.00318905 0.00321376]
465,2015 RB280,43.78878865093175,0.06934239905855752,0.063820742581369,43.788788650931764,0.06872519166618034,0.06036142836952678,[43.78870849  0.06908195  0.06271565],[43.78866973  0.0685803   0.06226299],[43.78874148  0.06551817  0.05861022],[43.78872949  0.0635549   0.05633532],[43.78872217  0.06520356  0.05836906],[43.78864159  0.06850286  0.06218191],[43.78882861  0.06958322  0.06338715],[43.78917163  0.06709869  0.06050244],[43.78893849  0.06408418  0.05693363],[5.38321234e-05 1.73188927e-02 1.95447558e-03],[0.00038298 0.00085803 0.00302572]
466,2003 QW90,43.76609136994787,0.07346538302197048,0.17185425300387297,43.76609136994789,0.07288509277664548,0.1704948950624592,[43.7659329   0.07801954  0.17365093],[43.76593095  0.0782302   0.1738047 ],[43.76595401  0.07812613  0.1741663 ],[43.76597227  0.0763672   0.17281434],[43.76604518  0.07471825  0.17237665],[43.76612608  0.0712693   0.17094482],[43.76621866  0.06466141  0.16857259],[43.76628385  0.06143861  0.16753767],[43.76631035  0.05949407  0.16607643],[4.80822865e-05 1.36411239e-02 5.49037834e-03],[0.00021898 0.00534511 0.00367141]
467,2013 WA139,43.52748331423002,0.14486872465647951,0.05294602194149455,43.52748331423003,0.1448559332856003,0.043193087745512615,[4.35261051e+01 1.43469245e-01 3.22131469e-02],[4.35286216e+01 1.44811029e-01 4.10113485e-02],[4.35299612e+01 1.40928609e-01 4.21511187e-02],[43.5297794   0.14188239  0.0442157 ],[4.35273804e+01 1.45494345e-01 4.31670656e-02],[43.52581223  0.14515925  0.04855199],[43.52706782  0.14487568  0.04918526],[43.52708168  0.14678621  0.04756472],[43.52690111  0.1465416   0.05260732],[0.00136067 0.00375505 0.01192988],[0.00247792 0.00193027 0.00941423]
468,2013 WB139,42.91292831333127,0.030354875780784017,0.048537695221726906,42.91292831333127,0.029119987308647254,0.04391898863266723,[4.29130316e+01 3.32614264e-02 4.63085550e-02],[4.29120610e+01 3.24733482e-02 4.54119902e-02],[4.29122363e+01 3.06466663e-02 4.50222701e-02],[4.29122971e+01 2.47942726e-02 4.25696461e-02],[4.29119507e+01 2.28475100e-02 3.90831077e-02],[4.29120546e+01 2.36250970e-02 3.88333531e-02],[4.29126914e+01 2.55535067e-02 4.24899371e-02],[4.29140240e+01 3.14549143e-02 4.61413520e-02],[4.29147314e+01 3.34714316e-02 4.63703998e-02],[0.00127682 0.00395171 0.00304029],[0.00180307 0.00435144 0.00245141]
469,2006 QE181,42.5183881972443,0.034380136533692034,0.035524230787887814,42.51838819724433,0.031609073670693044,0.024857558648470116,[4.25184445e+01 3.74987009e-02 2.72374169e-02],[4.25184584e+01 3.52989362e-02 2.61366100e-02],[4.25183157e+01 3.17275570e-02 2.31327823e-02],[4.25184256e+01 3.38455671e-02 2.36807560e-02],[4.25184004e+01 3.52894488e-02 2.56878584e-02],[4.25182724e+01 3.46189856e-02 2.68744228e-02],[4.25184091e+01 3.45648598e-02 2.55602749e-02],[4.25183947e+01 3.42733242e-02 2.38286416e-02],[4.25183709e+01 3.18129464e-02 2.29225083e-02],[2.00366144e-06 2.44486631e-02 1.34324340e-03],[7.02512753e-05 5.88962726e-03 2.37985822e-03]
470,2013 WC139,44.99244507506583,0.10546419774872495,0.05972366121964409,44.99244507506584,0.10455984357590378,0.05617288778950335,[44.99242505  0.10370714  0.0532231 ],[44.99248682  0.10608074  0.05804907],[44.9924815   0.10729844  0.06099479],[44.99245081  0.10683069  0.06020156],[44.99245745  0.10531714  0.05756872],[44.99243091  0.10369369  0.0528443 ],[44.99239014  0.10277997  0.05186158],[44.9924105   0.10364236  0.05484541],[44.99247423  0.10608467  0.05836001],[1.73700347e-06 4.39626241e-03 2.39254930e-03],[4.17483815e-05 2.73859192e-03 4.82190065e-03]
471,2013 UQ15,42.760914178076405,0.11981105123411247,0.458450987806466,42.76091417807642,0.11966456371541082,0.45766037375858853,[42.76103799  0.11775391  0.45708229],[42.76108526  0.1177091   0.45725783],[42.76109406  0.11779478  0.45706477],[42.76095189  0.11777054  0.45700309],[42.76093212  0.1177194   0.4572287 ],[42.76094115  0.11772829  0.45723391],[42.76081394  0.11778934  0.45697673],[42.76071417  0.11777455  0.45701799],[42.76069453  0.11766851  0.45724568],[3.75001379e-05 1.72726619e-02 4.83237850e-03],[ 0.00017989 -0.00186978 -0.00040255]
472,2014 TK115,39.403683926309576,0.23443216948698423,0.20356605176999543,39.403683926309576,0.2324350907186864,0.20263700163706236,[39.40375024  0.21042102  0.20308176],[39.4037832   0.21607439  0.20178018],[39.40360151  0.21019248  0.20402908],[39.40360003  0.21720092  0.20442825],[39.40379     0.2153148   0.20411521],[39.40380095  0.21384337  0.20188672],[39.40359892  0.21542693  0.20309371],[39.40358097  0.21444829  0.20233072],[39.40369724  0.21974545  0.19893304],[4.77261414e-05 1.59248166e-01 5.43392949e-05],[ 0.00011702 -0.01268964  0.00179125]
473,2014 UF241,41.56186202557051,0.14629434895226173,0.45558784437900357,41.56186202557051,0.14611665423618078,0.45478449397282406,[41.56188349  0.08701702  0.45147405],[41.56179876  0.07541796  0.45260821],[41.56153426  0.09916204  0.45371889],[41.56174177  0.10411     0.45389128],[41.56221432  0.08233371  0.45294066],[41.562303    0.08496731  0.45189793],[4.15621902e+01 3.33481812e-02 4.51102930e-01],[4.15619061e+01 1.18476925e-02 4.50841065e-01],[41.56149808  0.06723212  0.45173429],[3.11782318e-04 6.69613856e-01 2.28511379e-02],[ 0.00044097 -0.04200665 -0.00089322]
474,2014 UC225,-841.8184357547075,0.5018383588635628,0.07563833663757426,-841.8184357547076,0.49952145551992416,0.06640032724745845,[34.89833268  0.10335817  0.05421381],[34.89937066  0.10346628  0.05277807],[34.89918445  0.10333179  0.05184227],[35.40288205  0.11303058  0.04961152],[-68.27595296   0.28371194   0.07539138],[-1.13872515e+03  4.62323721e-01  7.71118675e-02],[-2.10499108e+03  5.65503041e-09  7.27894346e-09],[-2.10499108e+03  6.31640149e-09  7.43542928e-09],[-2.10499108e+03  1.02502446e-08  1.03917644e-08],[194.49135664   3.3264706    0.236654  ],[ 8.77221318e+02 -3.71977348e-02  1.07115402e-02]
475,1999 RG215,46.39002049154198,0.07385514203290386,0.03874929553489661,46.390020491541996,0.07372816297088727,0.032114887328654626,[4.63900137e+01 7.32942711e-02 3.12966092e-02],[4.63900319e+01 7.27921106e-02 3.06021469e-02],[4.63900144e+01 7.30269270e-02 3.12323691e-02],[4.63900153e+01 7.37408894e-02 3.24909334e-02],[4.63900334e+01 7.40149587e-02 3.29906283e-02],[4.63900167e+01 7.35066040e-02 3.22024299e-02],[4.63900165e+01 7.29015445e-02 3.09580509e-02],[4.63900250e+01 7.29321356e-02 3.05994449e-02],[4.63900262e+01 7.34726340e-02 3.14966809e-02],[8.84153315e-06 3.87139179e-03 5.16469258e-03],[1.29356944e-05 2.86795765e-04 8.75740933e-04]
476,2014 UA277,46.82800375056004,0.17409273970145228,0.10133236327396491,46.828003750560036,0.17356085569167357,0.09953836229629881,[46.82896185  0.1705703   0.09655187],[46.82900444  0.17362079  0.1017913 ],[46.82835574  0.17544257  0.10407606],[46.82816688  0.17552304  0.10420295],[46.82739961  0.17443167  0.10284368],[46.82713134  0.17129029  0.09792757],[46.82758702  0.16876565  0.09352604],[46.82779433  0.16493595  0.08899798],[46.82771659  0.16569216  0.08784167],[8.40488947e-05 2.17752820e-02 1.80861351e-02],[0.00100069 0.00196219 0.00466459]
477,2014 UB277,69.31692504592841,0.4704424485168271,0.11695091769836091,69.31692504592843,0.47023896327673465,0.11552388978614861,[69.31705889  0.09668828  0.11145187],[6.93169632e+01 5.32632176e-02 1.11568299e-01],[69.31688868  0.0705243   0.11092851],[69.31702219  0.09422488  0.11116578],[6.93168505e+01 5.03869539e-02 1.11896922e-01],[69.31685599  0.07190402  0.11102838],[6.93168006e+01 2.44844483e-02 1.11551528e-01],[6.93169642e+01 6.01305721e-02 1.10898121e-01],[69.31709019  0.1147295   0.11028005],[1.69075235e-04 3.59581450e+00 3.89455457e-02],[ 1.65142694e-04 -3.55509461e-01 -3.62696733e-03]
478,2013 VJ72,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,
479,2014 TL115,47.732524878439214,0.2501803504655722,0.4752493200220874,47.73252487843922,0.2495132475644558,0.4751191049973281,[47.73233931  0.24948189  0.46810972],[47.73276476  0.24857033  0.46831584],[47.73247618  0.2406105   0.46880789],[47.73221375  0.23958783  0.46894651],[47.73248538  0.24515129  0.4684685 ],[47.73245524  0.2457203   0.46812541],[47.73247737  0.24132841  0.46815261],[47.73266385  0.23614387  0.46802028],[47.73282463  0.23286777  0.46772285],[2.34467938e-05 6.61570262e-02 6.14023259e-02],[ 2.99748698e-04 -3.13568676e-05 -6.17259999e-03]
480,2013 WJ123,39.40376523412798,0.23020452502386016,0.10489576133108376,39.40376523412799,0.2106491259046973,0.10230668801452701,[39.40386237  0.19671819  0.11368449],[39.40387016  0.20285936  0.11593431],[39.40364677  0.17609286  0.08824201],[39.40360724  0.23750756  0.07974887],[39.40369147  0.17187557  0.08604669],[39.40383526  0.17543475  0.10790356],[39.40376808  0.19184095  0.11224496],[39.40373437  0.206232    0.09551018],[39.40390605  0.18965534  0.11370722],[3.46587081e-05 1.47625560e-01 7.73791315e-03],[0.00014081 0.02685843 0.01362762]
481,2013 WK123,55.38789785533343,0.44739523706731005,0.2505564365176494,55.38789785533344,0.4472569637054455,0.24912250344436618,[55.38792545  0.39804407  0.24939212],[55.38805877  0.38729346  0.25120354],[55.38794925  0.38529034  0.25080587],[55.38794056  0.3948391   0.24992798],[55.38797632  0.39615571  0.24996476],[55.38783566  0.39960164  0.24912627],[55.38778401  0.40936342  0.2471072 ],[55.38788023  0.40243209  0.24713714],[55.38779684  0.3909569   0.24779496],[6.63916354e-05 4.61335944e-01 3.57293116e-04],[ 0.00016091 -0.03789354  0.00208103]
482,2012 WG37,56.78407221083754,0.4340200872731765,0.2122547115763378,56.78407221083752,0.4337310022474114,0.21090693378002273,[53.76690443  0.39417313  0.22547735],[57.20305677  0.42790326  0.24229683],[58.04118675  0.43206848  0.24301093],[56.58569031  0.41436812  0.22792942],[55.92827763  0.41125161  0.21658233],[57.9044662   0.44936538  0.19946909],[60.56996234  0.47853014  0.16841846],[58.96350426  0.44603956  0.16083083],[55.6157187   0.42099315  0.17523752],[3.52211749 0.02888618 0.03890965],[3.78589013 0.04479914 0.032104  ]
483,2013 XU33,40.64343380716255,0.09694795984982611,0.3679217713637071,40.64343380716256,0.09690187879611077,0.3673352388450221,[40.64353296  0.09854974  0.36643101],[40.64373843  0.0965155   0.36708141],[40.64386176  0.09502153  0.36794492],[40.64409747  0.09732531  0.36696323],[40.64388803  0.09802989  0.36658044],[40.64307784  0.09534267  0.36776925],[40.64313382  0.09522415  0.36763093],[40.64337234  0.09530801  0.36712084],[40.64274531  0.09451067  0.36771067],[0.0005437  0.00628944 0.00078444],[0.00066366 0.00164786 0.00060968]
484,2014 QF562,42.271127741718196,0.1658669403449143,0.3097760438555055,42.2711277417182,0.16339829692422883,0.3091983634887872,[42.27113672  0.16439535  0.30689363],[42.27114588  0.16438827  0.30687697],[42.27114557  0.1644428   0.30680947],[42.27112461  0.16472951  0.30667493],[42.27113421  0.1653403   0.30672291],[42.27111843  0.16567648  0.30659838],[42.27109421  0.16549249  0.30666631],[42.27111152  0.16547286  0.30645124],[42.2711117   0.16542974  0.30652638],[2.68432372e-05 1.47831340e-02 2.25650411e-02],[ 1.81334653e-05  2.27818338e-03 -2.30473076e-03]
485,2007 TZ417,41.57185436857585,0.1370513226395034,0.3525131386283182,41.57185436857585,0.1368962140715579,0.35173691372099697,[41.53152728  0.13560302  0.3511068 ],[41.5621009   0.1355511   0.35102279],[41.5590145   0.13583467  0.35066117],[41.55806131  0.13734557  0.35043533],[41.57576702  0.13613546  0.35059788],[41.59171537  0.13415164  0.35006699],[41.60553763  0.13541985  0.35040139],[41.60024791  0.13476922  0.35049518],[41.58739162  0.13341178  0.35043751],[0.02467423 0.01384362 0.01040719],[ 0.03368326  0.00044935 -0.00063011]
486,2013 XL40,90.9298275582549,0.6027714358140257,0.23416241136968874,90.92982755825489,0.6026366206050399,0.23214836262265964,[90.65694352  0.55642862  0.23992258],[90.87347378  0.38704583  0.23843031],[90.83171162  0.26483796  0.23219399],[90.47717706  0.50831459  0.2306918 ],[90.95210777  0.6027944   0.22081467],[91.78580374  0.44748869  0.2225524 ],[91.9269423   0.36024723  0.22054744],[91.69904984  0.59748514  0.22208653],[90.28223359  0.60049765  0.22168819],[1.11699519 1.09858946 0.04040735],[9.97114737e-01 1.57782183e-04 7.77421706e-03]
487,2014 SQ350,43.07059105767402,0.10175004978041467,0.4787611966025015,43.07059105767403,0.1017361911290165,0.4784061468169688,[43.07060839  0.08704488  0.4763678 ],[43.07066111  0.05120967  0.47729914],[4.30706316e+01 4.07684657e-02 4.77660184e-01],[43.07058189  0.07312361  0.4772576 ],[4.30706438e+01 2.00532259e-02 4.77244225e-01],[4.30705899e+01 1.12907749e-02 4.77221018e-01],[4.30705368e+01 3.96015694e-02 4.76935298e-01],[4.30705711e+01 3.43448981e-02 4.76620181e-01],[4.30705443e+01 1.11221505e-02 4.76653688e-01],[4.93478533e-05 5.47066483e-01 1.23961839e-02],[ 7.00506989e-05 -1.46913156e-02 -7.45962549e-04]
488,2014 VN43,36.42914935974916,0.13212877538244716,0.22081874577185884,36.42914935974918,0.1320446170080455,0.21972554046593482,[36.42908329  0.12937088  0.23795454],[36.42907388  0.13038786  0.22661872],[36.42908176  0.13066649  0.22129223],[36.4291254   0.13147785  0.21621823],[36.42915384  0.13306151  0.2115522 ],[36.4291688   0.13149621  0.21166743],[36.42915799  0.13110734  0.21309016],[36.42925047  0.13072883  0.21432978],[36.42922635  0.13165174  0.2095329 ],[2.24501854e-05 8.45283922e-03 1.52736726e-02],[0.00010111 0.0010169  0.018229  ]
489,2013 XM40,41.8459535874046,0.1086657817386389,0.7142280378840729,41.8459535874046,0.10864851315789324,0.7142238924696258,[41.84579787  0.07154886  0.70391113],[41.84606174  0.0715294   0.70387937],[41.84597565  0.0716415   0.70386771],[41.84609052  0.07165141  0.70385584],[41.84623269  0.07163439  0.70388012],[41.84598844  0.07170465  0.70389075],[41.84589856  0.07177881  0.70391756],[41.84580312  0.07169058  0.70392018],[41.84586322  0.07163879  0.70392088],[1.29528363e-04 3.33018232e-01 9.29714838e-02],[ 0.00027911 -0.0368697  -0.01030301]
490,2014 XZ40,39.80648228424426,0.05426232947129776,0.6870181563901541,39.806482284244275,0.05425996058591344,0.686894591813657,[39.80638423  0.05205791  0.68476566],[39.8062603   0.05210275  0.68476383],[39.8063843   0.05288001  0.68476156],[39.80605698  0.05284936  0.68476171],[39.80638173  0.05187702  0.68479527],[39.80685839  0.05159742  0.68484277],[39.80632622  0.05248749  0.684802  ],[39.80654017  0.05319362  0.6847123 ],[39.80693321  0.05259024  0.68471454],[0.00021503 0.01670383 0.01913169],[ 0.00045093 -0.00106634 -0.00205182]
491,2010 RD188,40.41571471546431,0.06232059821816721,0.44688069963533217,40.4157147154643,0.0622825550331266,0.4466189544618441,[40.41573998  0.0608661   0.44582319],[40.41573877  0.06085915  0.4461699 ],[40.4157138   0.06078282  0.44625778],[40.41570305  0.06082446  0.44593687],[40.41571061  0.06086941  0.44573414],[40.41569005  0.06085369  0.44601665],[40.41569356  0.06085141  0.44629619],[40.41571042  0.06092367  0.44608661],[40.41571052  0.0607832   0.44578833],[2.16802542e-05 1.29290930e-02 5.46094076e-03],[ 2.52648472e-05 -1.35888939e-03 -3.22766901e-04]
492,2004 TY364,38.811189328695974,0.06955483120297505,0.403598382381389,38.81118932869597,0.06930126590565847,0.40270710843776775,[38.81455052  0.06682256  0.40234933],[38.8188414   0.06754906  0.40237243],[38.81926556  0.06837579  0.40237115],[38.8153162   0.06917033  0.40241943],[38.81501554  0.06788352  0.40241573],[38.81678101  0.06781106  0.40241936],[38.81091648  0.06769009  0.40250882],[38.80023465  0.0671694   0.40258986],[38.79619238  0.06743305  0.40259402],[0.00640978 0.01380653 0.00232385],[ 0.00807623 -0.00013094 -0.00011309]
493,2016 UL273,41.570304239193376,0.12502914502715284,0.39925401847621805,41.570304239193376,0.12495090185530976,0.3987734986381334,[41.58147665  0.12440232  0.3949909 ],[41.57896024  0.1247225   0.3951589 ],[41.56636836  0.12339192  0.39480725],[41.56945828  0.12266211  0.39514274],[41.56451817  0.12251468  0.39566846],[41.55660532  0.12135031  0.39639781],[41.56549492  0.12133957  0.39562486],[41.56998063  0.12189578  0.39638375],[41.57365236  0.12261243  0.39601034],[0.00622322 0.01966649 0.02877649],[ 0.01117241 -0.0002284  -0.00237569]
494,2013 YD169,42.703713039232774,0.16768410164257666,0.47036992618693724,42.703713039232774,0.16755447976828988,0.47002442207403994,[42.70243453  0.16144258  0.46869106],[42.70362044  0.16054687  0.46873709],[42.70365454  0.1637249   0.46895521],[42.70262015  0.16219934  0.46856991],[42.70201849  0.16407508  0.46821621],[42.70394528  0.16475365  0.46775929],[42.70763677  0.16827067  0.46762094],[42.70549907  0.16824811  0.46786329],[42.70280295  0.16840079  0.46759935],[0.00081487 0.02632832 0.01620746],[ 0.00392373  0.00084631 -0.00106921]
495,2014 RM86,43.07578090593037,0.18204728074420062,0.303302453860958,43.07578090593037,0.18156412730178992,0.30223285408447703,[43.04338702  0.1767092   0.30194825],[43.04344046  0.17498693  0.30189322],[43.10304252  0.18119229  0.30294861],[43.12321929  0.1813662   0.30262584],[43.04425406  0.17807196  0.30217097],[43.05714991  0.17915197  0.30267176],[43.13283615  0.17993523  0.30085297],[43.09358098  0.17953345  0.30189353],[43.05538961  0.18014581  0.30467294],[0.01427183 0.0229841  0.0015824 ],[ 0.05705524 -0.00019793  0.00244008]
496,2014 YK92,39.736388597601845,0.06179297280089784,0.8201352641670103,39.736388597601845,0.061773257266289544,0.8200563603394242,[3.97381673e+01 2.68148257e-02 8.14664967e-01],[3.97389646e+01 2.81670525e-02 8.14697572e-01],[3.97386623e+01 2.86440124e-02 8.14680895e-01],[3.97360447e+01 2.61019239e-02 8.14636968e-01],[3.97352927e+01 2.55575106e-02 8.14663570e-01],[3.97352383e+01 2.57605019e-02 8.14695829e-01],[3.97354237e+01 2.59198779e-02 8.14671553e-01],[3.97350198e+01 2.57003880e-02 8.14629413e-01],[3.97343994e+01 2.52172611e-02 8.14645065e-01],[2.84782562e-04 3.18075961e-01 4.85214106e-02],[ 0.00257599 -0.03312924 -0.00535879]
