,Objname,ObsSMA,ObsEcc,ObsSin(Inc),PropSMA,PropEcc,PropSin(Inc),0_2PE,1_3PE,2_4PE,3_5PE,4_6PE,5_7PE,6_8PE,7_9PE,8_10PE,RMS_err,Deltas
0,2013 RQ98,56.60819595100577,0.4320248003614998,0.6165780879083276,56.60819595100579,0.43195297796887344,0.6164680130567566,[55.74391543  0.39413846  0.61215775],[55.85083837  0.39488487  0.61126261],[56.11922495  0.21994235  0.60849487],[56.39628737  0.14411135  0.605982  ],[56.48231549  0.11761071  0.60116653],[56.4408119   0.08877388  0.60045256],[56.6271937   0.21778595  0.59738824],[57.1778958   0.32394009  0.59703988],[58.06731834  0.20915133  0.5911597 ],[0.5679622  1.77723781 0.12310797],[ 1.45912239 -0.03706811 -0.00431026]
1,2013 RQ155,51.20363597761058,0.31559520567149285,0.6091443083840734,51.203635977610595,0.31547092408015437,0.6090637684787031,[51.21120111  0.15875244  0.60872691],[51.19538022  0.07353452  0.60890218],[51.20335335  0.07548165  0.60871032],[51.20757311  0.10444267  0.60787805],[5.12061031e+01 4.47479281e-02 6.07642747e-01],[51.20434879  0.07050222  0.60792236],[5.12007794e+01 4.47245797e-02 6.08591441e-01],[5.12005468e+01 4.85582917e-02 6.09177491e-01],[5.11967584e+01 3.40202052e-02 6.08755716e-01],[0.00667951 2.1844738  0.00526671],[ 7.56513510e-03 -1.56718480e-01  1.13722592e-04]
2,2013 RJ158,89.71991743810227,0.618381026717396,0.3314531989925075,89.7199174381023,0.6181706985092797,0.33017576613758326,[89.70875256  0.5714322   0.31916664],[90.0221093   0.56381904  0.32789211],[89.9298334   0.54166725  0.33207106],[89.59301084  0.54365781  0.34109746],[89.85778109  0.53703514  0.34105059],[90.34625145  0.54106397  0.33085626],[89.98374232  0.51617421  0.32974229],[89.19017733  0.56749273  0.32834694],[89.11983603  0.56265905  0.3259609 ],[0.27223738 0.61853489 0.00460236],[ 0.62633402 -0.0467385   0.0109217 ]
3,2013 RR155,62.079420994956045,0.3875732828692488,0.5671368372286978,62.079420994956045,0.38747422192686715,0.5668933605548563,[62.07916277  0.26656828  0.55556272],[62.0790755   0.26600122  0.55648066],[62.07895217  0.26500075  0.55598887],[62.07921958  0.26755911  0.55550689],[62.07953052  0.26514275  0.55644348],[62.07970009  0.26553327  0.55609852],[62.07998053  0.2687691   0.55555464],[62.07985955  0.26400255  0.55635658],[62.07946962  0.26619305  0.55605675],[1.61372611e-04 1.09249792e+00 9.79911425e-02],[ 0.00055954 -0.11870512 -0.0104127 ]
4,2013 QX103,50.415053952051,0.2604714366206804,0.5247561777906667,50.415053952051,0.2603748527603011,0.5244132381978954,[50.41531455  0.25780294  0.52018562],[50.41507098  0.25783231  0.52009158],[50.41525025  0.25786874  0.52015985],[50.41542915  0.25747908  0.5203699 ],[50.41534191  0.25734541  0.52049492],[50.41514763  0.25724456  0.52048945],[50.41488212  0.25745015  0.52045651],[50.41462432  0.25768337  0.52041158],[50.41447983  0.25801879  0.52027913],[5.51837124e-05 2.46483229e-02 3.67806010e-02],[ 0.0003752  -0.00235607 -0.00391832]
5,2013 RS155,50.43901607081102,0.27366977388719876,0.5458754894347398,50.43901607081102,0.273570642377551,0.5457970293269311,[50.43853303  0.25027108  0.54313392],[50.43807595  0.24945085  0.54322919],[50.43933299  0.24899543  0.54335574],[50.43964426  0.24937778  0.54333663],[50.43809975  0.24904659  0.5431878 ],[50.43921988  0.24930862  0.54306706],[50.44047311  0.24953905  0.54304591],[50.43836295  0.25005028  0.54304658],[50.43863006  0.24996937  0.54305911],[0.00077267 0.21612673 0.02371133],[ 0.00145704 -0.02329956 -0.00244129]
6,2013 RT155,103.712709053779,0.6533753443478137,0.4355909475403367,103.71270905377904,0.6531814300704621,0.43371509610507025,[103.20434675   0.33486799   0.34571894],[103.43566704   0.2164201    0.3311837 ],[1.03623193e+02 7.49530427e-02 3.01873083e-01],[103.39275116   0.24330484   0.33872594],[103.08467962   0.299047     0.34807992],[103.58601811   0.39299196   0.35979409],[104.44581066   0.35097953   0.34709216],[104.65463792   0.1751515    0.32174035],[104.20567751   0.34197725   0.35302293],[0.21840074 3.44893966 0.85620475],[ 0.94192886 -0.26018947 -0.07392101]
7,2013 QR99,41.037880849571,0.04054018476343922,0.5202656084176981,41.037880849571,0.04050468481742989,0.5201467993198846,[4.10381851e+01 4.05405190e-02 5.19489332e-01],[4.10380592e+01 4.04725756e-02 5.19472873e-01],[4.10378218e+01 4.04381427e-02 5.19697679e-01],[4.10376249e+01 4.04390537e-02 5.19637576e-01],[4.10380238e+01 4.04816695e-02 5.19425862e-01],[4.10380695e+01 4.05595546e-02 5.19548089e-01],[4.10379137e+01 4.05658519e-02 5.19720437e-01],[4.10376656e+01 4.05011132e-02 5.19538199e-01],[4.10374615e+01 4.04536026e-02 5.19432794e-01],[1.02562872e-04 9.00805271e-05 5.35835273e-03],[ 3.04262298e-04  6.11671169e-05 -4.26362804e-04]
8,2010 JJ210,49.31128843210519,0.2466213461188823,0.14510683478787426,49.31128843210519,0.24653564406841297,0.14368953378929844,[49.31067078  0.24326996  0.14249438],[49.31068363  0.244481    0.14252445],[49.31066115  0.24537093  0.14243755],[49.31064739  0.24589443  0.14221743],[49.31068252  0.24574195  0.14226773],[49.31069664  0.24372421  0.14236878],[49.31069898  0.2428755   0.1421839 ],[49.31074183  0.24249762  0.14215605],[49.31374054  0.24510226  0.14169451],[0.00237242 0.01986294 0.01286103],[ 0.00245211 -0.00064122 -0.00116508]
9,2013 SG113,46.626126158013065,0.17887687255681803,0.16119543797869498,46.626126158013065,0.17872729748460914,0.16001584994169535,[46.62626155  0.17457277  0.1585756 ],[46.62680129  0.17755924  0.16168913],[46.62669589  0.17881268  0.16299707],[46.62611958  0.17825195  0.16235552],[46.62614197  0.17594598  0.15991307],[46.62637927  0.17278754  0.15652783],[46.62600748  0.17097048  0.15444974],[46.62583705  0.17167122  0.15531581],[46.62552824  0.17446135  0.15836051],[0.0006369  0.03351248 0.00995836],[6.75132397e-04 8.53815410e-05 2.98122362e-03]
10,2013 RM124,87.92492420235483,0.5988700534417839,0.2378156630344265,87.92492420235483,0.5986916053154888,0.2359522898013632,[87.92557896  0.28198436  0.22833481],[87.92645239  0.3080458   0.23021166],[87.92380555  0.31830687  0.22872333],[87.92401481  0.33652846  0.22971026],[87.92410899  0.34318293  0.23309211],[87.92415033  0.33368431  0.23562427],[87.92551766  0.28945388  0.2327881 ],[87.92666876  0.26590078  0.22855438],[87.92579791  0.27407069  0.22246928],[1.77753623e-03 2.63706637e+00 5.40624195e-02],[ 0.00174455 -0.25550868 -0.00032802]
11,2005 PU21,-1462.564146643139,0.9962783834799329,0.043327204479052056,-1462.564146643139,0.9962563376424586,0.013513489970338556,[1.27398448e+03 1.28562453e-01 5.94797366e-02],[1.67814267e+02 4.29332185e-02 1.35703677e-02],[-2.06629879e+03  4.48456577e-03  3.21827117e-04],[-2.17338367e+03  5.55504528e-09  1.54187841e-09],[-2.17338367e+03  7.68480748e-09  5.89468754e-09],[-2.17338367e+03  1.66126799e-08  1.82097133e-08],[-2.17338367e+03  2.97972594e-08  3.81439701e-08],[-2.17338367e+03  7.98068045e-08  8.92165946e-08],[-2.17338367e+03  1.46297636e-07  1.67622243e-07],[5.01724755e+02 8.79032652e+00 4.82491576e-02],[ 2.73654863e+03 -8.67693885e-01  4.59662467e-02]
12,2013 RU155,43.976286574734296,0.0784128262254411,0.05964442372909607,43.976286574734296,0.07809614817044482,0.05618094190045977,[43.97631004  0.08074287  0.06218453],[43.97628128  0.07953224  0.06072862],[43.97625072  0.07680936  0.05707421],[43.9762688   0.07359395  0.05243952],[43.97632287  0.07134713  0.04888823],[43.9763381   0.07128705  0.04841266],[43.97629852  0.07345018  0.05133714],[43.97625781  0.07665315  0.05597945],[43.97625071  0.07942737  0.06007067],[3.21666036e-07 2.00220311e-02 8.51345204e-03],[5.15215495e-05 2.64672026e-03 6.00358523e-03]
13,2003 QZ111,43.010678678582345,0.054360815399108656,0.06409714146150908,43.010678678582366,0.05316247837649925,0.06041608370699776,[43.00960527  0.05890072  0.06576086],[43.00889757  0.05198344  0.05989082],[43.00893835  0.04746248  0.05358153],[43.0115056   0.04451792  0.05132557],[43.01330755  0.04423862  0.0537207 ],[43.01403839  0.05060156  0.05767614],[43.01420689  0.05585325  0.06093798],[43.01179441  0.05859477  0.06458436],[43.00733879  0.06139992  0.06788659],[0.00352473 0.00490963 0.00838022],[0.00352821 0.00823744 0.0074705 ]
14,2013 RM98,43.32398989644956,0.1251889859938244,0.48083465493498184,43.32398989644956,0.12516845447106079,0.48050295214669614,[43.32399063  0.11916957  0.47834225],[43.32401722  0.11912623  0.47841564],[43.32397978  0.11921464  0.47841761],[43.32394896  0.11931968  0.47822686],[43.32394878  0.11910012  0.47835281],[43.32396427  0.11916587  0.47819331],[43.32398572  0.11911714  0.4784054 ],[43.32402082  0.11925111  0.47841863],[43.3240486   0.11909086  0.47841452],[4.30217273e-06 5.39608624e-02 1.93395426e-02],[ 5.87017646e-05 -5.84877720e-03 -2.08432058e-03]
15,2013 RP158,44.248748905010046,0.054303589465642496,0.040388578213673254,44.248748905010046,0.05315632561229024,0.03340073835258336,[4.42483788e+01 5.54711981e-02 3.63165068e-02],[4.42484728e+01 5.49986995e-02 3.52730792e-02],[4.42486678e+01 5.33409303e-02 3.24214724e-02],[4.42488752e+01 5.17580531e-02 3.11183473e-02],[4.42487905e+01 5.14571679e-02 3.11926997e-02],[4.42486522e+01 5.26797136e-02 3.19076266e-02],[4.42487748e+01 5.44954148e-02 3.42775875e-02],[4.42490126e+01 5.55273417e-02 3.63558355e-02],[4.42491328e+01 5.50003104e-02 3.51706036e-02],[1.72914625e-05 6.32189890e-03 3.42711339e-03],[0.00038387 0.00237102 0.0029551 ]
16,2013 RE124,120.9329388489768,0.6740886925968752,0.5125058322135004,120.9329388489768,0.6740376852326561,0.4932876820986085,[120.94091525   0.16262796   0.24545863],[120.94536035   0.1817871    0.24145847],[120.94817239   0.16769148   0.24432891],[120.93766094   0.18250809   0.24230065],[120.92584233   0.1760267    0.24459843],[120.92456054   0.18044076   0.24339077],[120.92515804   0.17601379   0.24401682],[120.92657725   0.17488007   0.24416928],[120.92462602   0.18093792   0.24321576],[2.42346918e-03 4.48342530e+00 2.24665144e+00],[ 0.01523354 -0.4915296  -0.24782906]
17,2013 RO124,38.70776861989101,0.07615401480817965,0.41887724688286265,38.70776861989101,0.0761373950499237,0.4184745288081652,[38.74050502  0.07703661  0.41647371],[38.73909497  0.07775484  0.41649391],[38.71852183  0.0774272   0.4166829 ],[38.69904875  0.07542489  0.41683846],[38.69259185  0.07375897  0.41686085],[38.69174983  0.07323207  0.4169697 ],[38.68983317  0.07320454  0.41698368],[38.69069564  0.07241972  0.41713884],[38.69739947  0.07284839  0.41726945],[0.01047705 0.01212933 0.01455926],[ 0.0327364   0.00161744 -0.00120508]
18,2014 PM82,55.388179593829605,0.3391771263337014,0.41140871302472,55.388179593829605,0.3390738107237445,0.4109936763749105,[55.38809966  0.34948657  0.40175885],[55.38817272  0.33757826  0.40655795],[55.38830874  0.32744224  0.41086882],[55.38820925  0.34070079  0.40515011],[55.38806699  0.34215772  0.40447552],[55.38810203  0.32473783  0.41113774],[55.38834675  0.33679508  0.40569991],[55.38820457  0.34309     0.40345587],[55.38816048  0.32707245  0.40731048],[5.48403401e-05 2.26033617e-02 4.25278392e-02],[0.00016716 0.01041276 0.00014406]
19,2013 RV155,41.05302140643743,0.06279569868013479,0.4776544471861236,41.053021406437445,0.06276470189142005,0.4774130231132533,[41.05303792  0.06167827  0.47233327],[41.05300263  0.06176539  0.47134475],[41.05302034  0.06162878  0.47223976],[41.05304878  0.06156814  0.47122395],[41.05299544  0.06159269  0.47110281],[41.05298777  0.06170599  0.47100414],[41.05303085  0.0616865   0.47097233],[41.05305222  0.0616787   0.47098817],[41.05301724  0.06169813  0.47104257],[5.32594761e-07 9.87972984e-03 5.44654478e-02],[ 3.08171027e-05 -9.99314907e-04 -5.07975204e-03]
20,2013 RS109,44.682221421252095,0.11100340453751976,0.09028030183839791,44.68222142125208,0.11065122280565132,0.08778253321738251,[44.6822169   0.11344989  0.09243928],[44.68222396  0.11279804  0.09132018],[44.68219853  0.11264533  0.09129276],[44.68220428  0.11262595  0.09145508],[44.68223112  0.11157219  0.08984873],[44.68223825  0.11013644  0.08793915],[44.68222531  0.10913628  0.08707606],[44.68221253  0.10764176  0.08482757],[44.68223711  0.10491928  0.08083263],[4.81947387e-06 9.35842294e-04 6.98863435e-03],[1.68255311e-05 2.79866574e-03 4.65674852e-03]
21,2013 RF124,43.42932070264863,0.030577429799931853,0.05531181328540037,43.42932070264863,0.029940415020959316,0.051555184925461656,[4.34293454e+01 3.18925810e-02 5.29810882e-02],[4.34292613e+01 3.12077420e-02 5.25454496e-02],[4.34293167e+01 2.86143321e-02 5.09495022e-02],[4.34293539e+01 2.56875464e-02 4.91957724e-02],[4.34293409e+01 2.45836079e-02 4.84820136e-02],[4.34293428e+01 2.59813708e-02 4.93276150e-02],[4.34292780e+01 2.88767888e-02 5.11175975e-02],[4.34293669e+01 3.13595219e-02 5.26342363e-02],[4.34293194e+01 3.18732630e-02 5.29355561e-02],[3.88532435e-05 9.38698127e-03 3.82783358e-03],[4.61777614e-05 1.95216602e-03 1.42590332e-03]
22,2013 RB109,40.1945488213112,0.10989673365668635,0.3921205411328068,40.19454882131121,0.10982152477880396,0.39105690761664635,[40.19275137  0.10763252  0.39041137],[40.19019785  0.1073288   0.39140286],[40.19502105  0.10779415  0.39029566],[40.19542262  0.10832665  0.38989492],[40.19291184  0.10802424  0.39132419],[40.19365705  0.10605014  0.39175165],[40.19542906  0.10730563  0.38941969],[40.19791843  0.11216771  0.38877109],[40.19662551  0.11165613  0.38931996],[0.00100461 0.01210776 0.00692077],[0.00336961 0.00234619 0.00069474]
23,2013 RP109,44.6977217683761,0.10874722848589376,0.033869691515103904,44.6977217683761,0.10773644143527636,0.022524769278401382,[4.46976428e+01 1.07095842e-01 2.23058526e-02],[4.46976184e+01 1.08371685e-01 2.72584588e-02],[4.46976469e+01 1.08983832e-01 2.93123147e-02],[4.46977414e+01 1.08648965e-01 2.74967811e-02],[4.46977610e+01 1.07611472e-01 2.23787324e-02],[4.46977744e+01 1.06524508e-01 1.66663707e-02],[4.46977845e+01 1.06071031e-01 1.56978485e-02],[4.46977771e+01 1.06457856e-01 1.97888655e-02],[4.46977747e+01 1.07286911e-01 2.48800480e-02],[2.52643285e-05 2.57587055e-03 3.06234877e-03],[6.26853143e-05 1.24739097e-03 6.78754546e-03]
24,2013 RW155,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,
25,2013 TD187,61.45125254486739,0.3779297320197346,0.09148400202326237,61.4512525448674,0.3777165223488272,0.08912305393168628,[61.52254713  0.37039484  0.07981497],[61.51923109  0.37087079  0.08191204],[61.52388434  0.37127356  0.08408625],[61.51934177  0.37166065  0.08613623],[61.4903294   0.37176052  0.08812197],[61.42940469  0.37168857  0.09003936],[61.38547869  0.37241207  0.09186396],[61.36230534  0.37191558  0.09357034],[61.33412509  0.37168922  0.09501103],[0.02537463 0.05578289 0.01155134],[ 0.07263179 -0.00530446  0.00588798]
26,2013 VM46,55.389281067519576,0.4280839442672526,0.1482200883540403,55.38928106751957,0.428063767098204,0.14617743457367782,[55.38928785  0.14593156  0.14402216],[55.38911561  0.14839048  0.14437152],[55.38914018  0.13936001  0.14413057],[55.38918505  0.12910394  0.14388708],[55.38925057  0.11670053  0.14412886],[55.38927158  0.11409894  0.14402983],[55.38938285  0.11412377  0.14380132],[55.38944813  0.09800539  0.14405485],[55.38950125  0.06806203  0.14410601],[5.34510995e-05 2.77879726e+00 1.90647046e-02],[ 2.20180998e-04 -2.79673287e-01 -1.80591211e-03]
27,2013 TF187,43.66949938932305,0.16880636309779598,0.0469442200760159,43.66949938932304,0.16801586553300374,0.039620129201943265,[4.36694297e+01 1.67830711e-01 4.07916552e-02],[4.36695045e+01 1.66954466e-01 4.30910620e-02],[4.36695575e+01 1.72492661e-01 3.13578364e-02],[43.66952944  0.16578517  0.04647816],[4.36694575e+01 1.68515585e-01 3.87177880e-02],[4.36694610e+01 1.70823502e-01 3.46327885e-02],[43.66949884  0.1652841   0.04894516],[4.36695200e+01 1.71121914e-01 3.39810591e-02],[4.36695379e+01 1.68870971e-01 3.75039145e-02],[1.71730653e-06 5.53628798e-03 1.08173889e-03],[5.80899247e-05 4.47679597e-03 9.32503330e-03]
28,2013 RX155,46.614379441959734,0.2608632236812274,0.4612810934246248,46.614379441959734,0.2607440001984755,0.46095584409001544,[46.7884365   0.24633351  0.45890756],[46.80774763  0.24939222  0.45805563],[46.82396392  0.24953148  0.45784779],[46.77455014  0.24941647  0.45799567],[46.64443873  0.24729014  0.45731322],[46.462969    0.24627361  0.4564599 ],[46.32233777  0.24623791  0.45776275],[46.3808927   0.25541871  0.45546261],[46.49278196  0.26658091  0.45131079],[0.03129663 0.09022105 0.03748669],[ 0.20958448  0.00583691 -0.00204829]
29,2002 PA149,43.66892457276843,0.17638898531985203,0.05103345789377324,43.668924572768454,0.17613410828536932,0.04636115016151369,[43.66900643  0.06953044  0.0468343 ],[43.66892208  0.11321834  0.04547654],[4.36688753e+01 1.62314480e-01 4.32205639e-02],[4.36690064e+01 1.74718714e-01 4.30399726e-02],[43.66910575  0.17475793  0.04507478],[43.66893977  0.14903918  0.04598125],[43.66881907  0.129342    0.04521653],[43.66902599  0.15616513  0.04513905],[43.66888131  0.07928896  0.0459979 ],[2.60928834e-04 3.76831804e-01 1.12694527e-02],[ 0.00018118 -0.00137618  0.00047315]
30,1997 RT5,41.31026717633697,0.02735853948639655,0.2206316957748344,41.31026717633697,0.027010190605260675,0.21682887908516207,[4.13101097e+01 2.66603064e-02 2.17818317e-01],[4.13101455e+01 2.66202925e-02 2.18242724e-01],[4.13104484e+01 2.70336004e-02 2.20207095e-01],[4.13102576e+01 2.73521464e-02 2.18656702e-01],[4.13102749e+01 2.71857865e-02 2.17626326e-01],[4.13102558e+01 2.66827735e-02 2.19822166e-01],[4.13102595e+01 2.64710325e-02 2.19649245e-01],[4.13102140e+01 2.69883480e-02 2.17516544e-01],[4.13102397e+01 2.71966439e-02 2.18773845e-01],[0.00019951 0.00090079 0.01685305],[0.00018118 0.00034196 0.00337822]
31,2013 RY155,45.0435483386314,0.19839457922295586,0.18204366390694565,45.04354833863141,0.19824988888351935,0.1810441835565099,[45.04395049  0.07192849  0.17939289],[45.04369131  0.07528737  0.18025754],[45.04344625  0.07619048  0.17978826],[45.04350563  0.08889363  0.18012542],[45.04343365  0.13106562  0.18021433],[45.04309063  0.15079623  0.18021845],[45.04334706  0.14092834  0.18052124],[45.04387276  0.07899684  0.1796901 ],[45.04359665  0.07272764  0.18068052],[6.20643242e-07 8.97434374e-01 8.50890261e-03],[ 0.00040215 -0.04745366 -0.00036366]
32,2013 RE109,43.67218107481627,0.1443354326589289,0.07978661032374819,43.67218107481627,0.1409046733476236,0.077316233438409,[43.66824332  0.14568334  0.07653251],[43.66822999  0.14265926  0.07947435],[43.66836462  0.15145107  0.07781899],[43.66568451  0.1433263   0.0788631 ],[43.65560526  0.11013214  0.07906452],[43.60881569  0.08251526  0.08298018],[43.66649079  0.06651336  0.08143054],[43.73489507  0.0993554   0.07093745],[43.70215261  0.09137808  0.07004379],[0.0111478  0.23512785 0.00129932],[0.062714   0.0105464  0.00566395]
33,2013 RF109,42.86557918530712,0.07069346616866998,0.15741404950808285,42.86557918530712,0.06855444859014266,0.1562421460928081,[42.86559318  0.07442444  0.15800971],[42.86558671  0.07295778  0.15706926],[42.86554532  0.06726656  0.15444149],[42.86555071  0.06600105  0.15403989],[42.8655097   0.07090813  0.15631712],[42.86546168  0.07411848  0.15770991],[42.86556927  0.07089215  0.15606411],[42.8656378   0.06622687  0.15388168],[42.8656752   0.06752977  0.15447738],[8.31021702e-05 1.33351780e-02 4.16875269e-03],[9.60104715e-05 5.86999138e-03 1.76756500e-03]
34,2013 TJ187,42.77131699791159,0.1019712351397737,0.1703289161938694,42.77131699791158,0.10112691592211613,0.16803935978701529,[42.77140049  0.09703165  0.16695416],[42.77129498  0.10466094  0.17261327],[42.77120876  0.10577848  0.17365702],[42.77124551  0.09866056  0.1685285 ],[42.77133957  0.09374308  0.16485533],[42.77131505  0.09754725  0.16729455],[42.77127938  0.10459969  0.17245232],[42.77128824  0.10469984  0.17312347],[42.77135501  0.09757362  0.16834769],[0.00012598 0.00584713 0.01547207],[8.34953658e-05 4.65156315e-03 5.61765933e-03]
35,2001 QF298,39.40504438726704,0.1170151122973417,0.36975153902681834,39.40504438726704,0.11694744290016575,0.36914072306478746,[39.40503225  0.11672365  0.36851818],[39.40502031  0.11655458  0.3685271 ],[39.40503861  0.1163971   0.36856214],[39.40505204  0.1164256   0.36852045],[39.40503074  0.1164851   0.3685171 ],[39.40503914  0.11657474  0.36852767],[39.4050623   0.11654165  0.36852745],[39.40505531  0.11652043  0.36857956],[39.40504349  0.11654424  0.36860879],[2.52896019e-05 3.75988416e-03 5.37805988e-03],[ 1.79166368e-05 -2.23788978e-04 -5.31928223e-04]
36,2013 SM102,52.259365203942934,0.2585574344646484,0.18612034737543223,52.259365203942934,0.25850491058137426,0.18514380694186267,[52.25952064  0.25751073  0.1816304 ],[52.25833668  0.25830728  0.18337633],[52.25649881  0.25913379  0.18438534],[52.25576229  0.25971709  0.18479397],[52.25963248  0.2597207   0.18533998],[52.26058157  0.25952208  0.18487042],[52.25914688  0.2590413   0.18377514],[52.25857077  0.25802033  0.18281612],[52.2620155   0.25695907  0.18121446],[0.00422121 0.00138819 0.01409212],[0.0026503  0.00121579 0.00019618]
37,2003 SQ317,42.6333694600952,0.0833837095735047,0.4722696470871597,42.6333694600952,0.08335377013410163,0.4719312845032895,[42.62999151  0.08013664  0.47176002],[42.63375321  0.07947578  0.47197929],[42.63410765  0.07966009  0.47177543],[42.63695906  0.07798613  0.47218631],[42.63444918  0.07693446  0.47234789],[42.63192483  0.07808999  0.47203032],[42.63425971  0.08117737  0.47185631],[42.63438532  0.08009995  0.47188766],[42.6340314   0.0797146   0.47190899],[0.00353672 0.0369089  0.00035066],[ 0.0035896  -0.0021764   0.00041661]
38,2013 SQ99,44.14624569720942,0.0844490332558512,0.04142960393980542,44.14624569720943,0.08415254154043796,0.03515404707285877,[4.41462404e+01 8.43977161e-02 3.96430760e-02],[4.41462324e+01 8.34085630e-02 3.71186368e-02],[4.41462381e+01 8.15789993e-02 3.22415302e-02],[4.41462244e+01 8.00420025e-02 2.77494407e-02],[4.41462599e+01 7.98711992e-02 2.73210392e-02],[4.41462350e+01 8.11932857e-02 3.13437929e-02],[4.41462584e+01 8.30876693e-02 3.64239091e-02],[4.41462727e+01 8.43594569e-02 3.95140844e-02],[4.41462310e+01 8.42881152e-02 3.93211121e-02],[1.89622658e-05 1.51458667e-02 5.70980209e-03],[2.69778588e-05 2.45174525e-04 4.48902895e-03]
39,2013 SA100,46.30724180155302,0.16303072010005742,0.134287253114452,46.307241801553005,0.16276337902969643,0.13269579534054693,[46.30660972  0.16865436  0.13756112],[46.30673878  0.16899493  0.13779481],[46.30693027  0.16733737  0.13540962],[46.30719539  0.16438569  0.13240684],[46.30752059  0.16091166  0.12848689],[46.30757328  0.15843426  0.12515898],[46.30766131  0.1574112   0.12404721],[46.30766544  0.15714868  0.12366891],[46.30749213  0.15785984  0.12449267],[0.00021069 0.0037324  0.02523509],[0.00042364 0.00623155 0.00509902]
40,2013 RZ155,40.56461776669639,0.11509894416576619,0.48116668180438155,40.564617766696394,0.11505927729815715,0.48074651167118854,[40.56459105  0.11332484  0.47949152],[40.56471887  0.11330489  0.47949931],[40.5646273   0.11328419  0.47951292],[40.56462577  0.11334725  0.47951569],[40.56467135  0.11340574  0.4795078 ],[40.56454908  0.11344922  0.47949691],[40.56458681  0.11347358  0.47948369],[40.56467887  0.11347828  0.47947228],[40.56460375  0.11346349  0.47946994],[9.29441744e-05 1.50020166e-02 1.12685508e-02],[ 0.0001011  -0.00158099 -0.00123082]
41,2015 TP362,71.91951803433905,0.49296855219675223,0.607542846296555,71.91951803433905,0.4929581667853143,0.6064333934177295,[71.92023515  0.14644731  0.59033579],[71.91488379  0.14142413  0.59017765],[71.93652829  0.12251824  0.58956133],[71.92791063  0.12807031  0.5898686 ],[71.9038363   0.14582626  0.59050476],[71.91138843  0.13794763  0.59028635],[71.91368309  0.1262066   0.58987352],[71.89662929  0.14006809  0.59050336],[71.92330097  0.14913521  0.59021094],[0.02726637 3.19897973 0.14657823],[ 0.01701025 -0.34382296 -0.01592863]
42,2013 RX108,45.29369474957735,0.06471894782532363,0.06196291650639688,45.29369474957735,0.06452330006937905,0.06009959562660813,[45.29369313  0.06370708  0.05914671],[45.29369348  0.06554842  0.06092083],[45.29369391  0.06544541  0.06056559],[45.29370153  0.06518483  0.0602729 ],[45.2936903   0.06333492  0.0590289 ],[45.29369749  0.06208443  0.05688852],[45.29368476  0.06129795  0.05655195],[45.29368797  0.06171174  0.05735296],[45.29371093  0.06339444  0.05814178],[7.41713876e-07 9.00048987e-03 1.20262214e-02],[1.61773419e-05 1.02512391e-03 8.21232944e-04]
43,2013 RW124,36.43761659507987,0.059625832167003345,0.08085913445043531,36.43761659507987,0.05817119350596039,0.0782684530786368,[36.43771192  0.05203598  0.07720655],[36.43771435  0.05600645  0.07770118],[36.43744498  0.05537764  0.07871828],[36.437577    0.05579487  0.07983842],[36.4375874   0.05535155  0.08010451],[36.43762538  0.05610311  0.07929993],[36.4377194   0.05679262  0.07791927],[36.43764083  0.05767083  0.07685722],[36.43757181  0.05730641  0.07738109],[4.37184538e-05 2.11012984e-02 6.10376710e-04],[ 0.0001028  -0.00050036  0.00183606]
44,2013 RA156,-215.15554883657273,0.8453739873886157,0.17902939062400244,-215.15554883657273,0.844603615445791,0.07691033152463397,[29.51597752  0.18173097  0.20995406],[6.61733882 0.51187155 0.13861151],[-1.67012959e+02  2.01630619e-01  4.08708195e-02],[-3.12743990e+02  3.24979716e-07  3.31454893e-07],[-3.12743990e+02  1.18794838e-06  6.21976512e-07],[-3.12743990e+02  1.81444657e-06  4.32781345e-07],[-3.12743990e+02  3.23523284e-06  1.82798147e-06],[-3.12743990e+02  9.23838546e-06  2.00656079e-06],[-3.12743989e+02  6.98307979e-07  3.96883831e-07],[70.9436412   6.7061829   0.30275098],[ 2.44671526e+02 -3.32732066e-01  1.33043727e-01]
45,2013 RG109,38.16261469063927,0.0791059899762279,0.3652880809974828,38.162614690639266,0.07771231239998314,0.3641667952089631,[38.08442246  0.07671885  0.36418514],[38.10121761  0.07279604  0.36303645],[38.17022415  0.07694033  0.36645971],[38.20953771  0.07688406  0.36491625],[38.20493479  0.07543688  0.36361063],[38.19520833  0.07717572  0.36641061],[38.18928985  0.07370747  0.36403499],[38.18361323  0.07220812  0.36341595],[38.16423395  0.07454053  0.36559191],[0.03914986 0.0230028  0.00416048],[ 0.04692302 -0.00053659  0.00229292]
46,2003 QX111,39.40553725449485,0.14380370280047286,0.15501204212533684,39.40553725449485,0.1437414312921844,0.15333092767665046,[39.40552797  0.14309349  0.15267359],[39.40532306  0.14671976  0.14463271],[39.40538689  0.14924884  0.14236894],[39.40553352  0.14592957  0.14650957],[39.40553691  0.14277372  0.15316853],[39.40564364  0.14172027  0.15410443],[39.40564796  0.14171879  0.15457406],[39.4055754   0.14175471  0.15507768],[39.40564088  0.14121243  0.15576068],[1.90621362e-05 4.98685227e-04 2.11081572e-02],[0.00011071 0.00550741 0.00242975]
