,Objname,ObsEcc,ObsSin(Inc),PropEcc,PropSin(Inc),PropSMA,0_2PE,1_3PE,2_4PE,3_5PE,4_6PE,5_7PE,6_8PE,7_9PE,8_10PE
0,1,0.11795722374210012,0.16878666459594377,0.11495526323986019,0.16768212093266688,2.76343421723015,"[0.11481101446977426, 0.16769629428393107, 2.7633946545175623]","[0.11520827689708776, 0.1676307468627227, 2.763427780914953]","[0.11503064511116923, 0.16762760989134357, 2.7634573058957077]","[0.115350416269779, 0.1676687250522629, 2.76348808039266]","[0.11478331463635075, 0.16760582694582393, 2.763448151057215]","[0.1156445946334688, 0.167670117752297, 2.7634054190863324]","[0.11497361804705726, 0.1676555046784813, 2.76344562607902]","[0.1147583925208622, 0.16763362808047452, 2.7634483550316187]","[0.1158293618086998, 0.16768125192124, 2.7634223257191515]"
1,2,0.28748112252001756,0.5465436075895234,0.27620181258961973,0.5399745116937396,2.7669808916772127,"[0.28069955006899056, 0.5461761368043541, 2.7669217198913367]","[0.27967612142725773, 0.5458831514933131, 2.7669132860583163]","[0.27798175560455285, 0.5457854223092704, 2.7669822361984884]","[0.2799518612463353, 0.5462694405630821, 2.7671768375624124]","[0.27995438465991207, 0.5459878610679636, 2.7671426318467183]","[0.2782054927268594, 0.5460019586766292, 2.767263530138396]","[0.2799429762318176, 0.5463328132149536, 2.7671838912292714]","[0.2799406714157141, 0.5460839183994143, 2.76679441195031]","[0.2786133055500005, 0.5461310054237722, 2.766676399690691]"
2,3,0.23583629119145536,0.23003877896300703,0.23362164206567407,0.2292353994283191,2.6658639476466237,"[0.233298540750044, 0.22921086162908344, 2.6657783466570617]","[0.2331750304663114, 0.2292103685906999, 2.6658119054052585]","[0.23320691200733715, 0.2292138089038187, 2.6658615201565654]","[0.23316949727062083, 0.22923461503473247, 2.665892010448414]","[0.23309139686588412, 0.22925034010538084, 2.6658684407149513]","[0.23320918598787171, 0.22928120076430447, 2.6658463608199487]","[0.23309441968581696, 0.22925622872595897, 2.6658987475793436]","[0.23329351530672046, 0.2292333623169156, 2.6659091186116575]","[0.2332320097377884, 0.22920594390252677, 2.665925572877604]"
3,4,0.1029681201104891,0.11369443106571316,0.09824744394472323,0.11199548644952745,2.3583908289263404,"[0.09929723645545784, 0.1120752398804615, 2.3583929982451566]","[0.09819468387405995, 0.11225273323636799, 2.3583880275207556]","[0.09859760366038565, 0.11198379817945053, 2.3583979815806195]","[0.09896295683589915, 0.11176297512553436, 2.3583973200311075]","[0.09753365356335851, 0.11175992735326733, 2.3583881870378827]","[0.09815182944948093, 0.1120989997548526, 2.358399588831453]","[0.09851720528965903, 0.1123028884633487, 2.358405002472715]","[0.09745510247121959, 0.11214912878659365, 2.35837652732821]","[0.09832333197947683, 0.11185342489232668, 2.358372414963098]"
4,6,0.16410065231225435,0.24972165689510678,0.1583467781476913,0.2489867117999994,2.4220678547089647,"[0.15691487260083586, 0.248052662511241, 2.4220720100382716]","[0.15905436822406885, 0.24806478385811698, 2.4220656319774063]","[0.1551504030477678, 0.2483336870269138, 2.4220652218677268]","[0.1586560763669557, 0.24864968611249072, 2.4220614140522523]","[0.1548755283571937, 0.24885765568142384, 2.4220665022206624]","[0.15746660962928985, 0.2492080525998283, 2.422067708839441]","[0.15545181332003363, 0.2494576434724005, 2.422075509468221]","[0.156954835911545, 0.24962274455551423, 2.422072349151772]","[0.15561823689691776, 0.24966361800768522, 2.422054829611643]"
5,7,0.21399481002977636,0.11226593154620786,0.20846429119721374,0.1105403532444848,2.3833685595416245,"[0.21161494230240105, 0.11164792757678495, 2.382939799903591]","[0.21059499380783644, 0.1106452134303048, 2.3828674814608792]","[0.21140480327691882, 0.11096645016093386, 2.3828661895701817]","[0.2126341960655623, 0.11184538008803634, 2.383125195707914]","[0.21288113438012185, 0.11136578210621853, 2.384865016144703]","[0.21149212407448464, 0.11026458664085283, 2.3847670703767854]","[0.21025384292467866, 0.10947237518743946, 2.3830729974884437]","[0.2103821414441752, 0.10948052040278713, 2.3830007264802697]","[0.20974129294077892, 0.10908368476593307, 2.3831012720401676]"
6,8,0.15662483890301082,0.10300248272555182,0.14849294944314959,0.10110849656040483,2.198537068224399,"[0.14426335779415722, 0.0989808743234488, 2.1984823384881476]","[0.14420967499143195, 0.09896175132731744, 2.198471022839988]","[0.14480526494007404, 0.09947788120042492, 2.198489986459182]","[0.14634030662444897, 0.10045306347861725, 2.198565608836605]","[0.14805773280711504, 0.10140037519420676, 2.1985628972820486]","[0.1504990110558639, 0.10215121261732435, 2.198515396523764]","[0.15315387282948337, 0.1026478381996489, 2.198557774763648]","[0.1515329284476324, 0.10295511123721156, 2.198629571112607]","[0.1478301230516364, 0.10295252282027703, 2.198578671291097]"
7,9,0.1305962737885371,0.08475182219410184,0.12737931986479262,0.08241453541981512,2.3832853615577294,"[0.1268001093294882, 0.0824311111262497, 2.3832915931668093]","[0.12713246060792524, 0.0823978425091369, 2.3832668283492553]","[0.12732537003152122, 0.08234691328585152, 2.383280363980901]","[0.12785788386455293, 0.08238363200056167, 2.383270364105225]","[0.12812496876340393, 0.08247041295561272, 2.3832866252920692]","[0.12811691921585355, 0.08250494176106005, 2.3832779725634285]","[0.12793332138646524, 0.08240823841055081, 2.3832793594594253]","[0.1274251830181675, 0.08231669958591877, 2.383281224380998]","[0.12726250055988586, 0.08237819591181655, 2.383288097424009]"
8,10,0.1376219316832918,0.0910152755714218,0.13533314654551934,0.08888015638865275,3.138004064284859,"[0.135419353845413, 0.08889016212691024, 3.137805801653798]","[0.13564732245960273, 0.08889431826188732, 3.1376040318449707]","[0.1350512939783483, 0.08888197445972391, 3.1382054375477217]","[0.1350176058393891, 0.0888966482780931, 3.138268017931148]","[0.1354099911324434, 0.08886252474247901, 3.1379873713242485]","[0.13592422575540797, 0.088884815981167, 3.1378316848852474]","[0.13612161500551, 0.0888956120162681, 3.137740921247958]","[0.13529555610854865, 0.08884755718353861, 3.1384279189222544]","[0.1350975414837784, 0.08886977985035359, 3.1382887129692416]"
9,11,0.07855981397744691,0.07143973513818426,0.07462036197815697,0.06859806363490331,2.449028349869559,"[0.07509480206161147, 0.06861036363246859, 2.449003256223624]","[0.07505840457539546, 0.0686010021504885, 2.449004404552861]","[0.07445313773397944, 0.06857155574102229, 2.449006649434933]","[0.07489447826963044, 0.06851492524178283, 2.449012759535305]","[0.07478694438272959, 0.0685438378705194, 2.4490228874276943]","[0.07451898808131213, 0.06857799492915212, 2.4490355119156573]","[0.0751509577903731, 0.06855584216457844, 2.449050323401872]","[0.07491435219961705, 0.06856899631163543, 2.449059184626442]","[0.07458445734269531, 0.06863229469760024, 2.449061978669754]"
