,MEGNO,Div_RMS_a,Div_RMS_e,Div_RMS_sinI,Info Entropy,Delta_a,Delta_e,Delta_sinI,Prop_RMS_a,Prop_RMS_e,Prop_RMS_sinI,Prop_Delta_a,Prop_Delta_e,Prop_Delta_sinI,MEGNO_flag,Proper_SMA_flag,Entropy_flag
0,2.0100570851466917,0.0030750995992200403,0.006153485295699366,0.0014851445143167898,3.752391921809897,0.3806672145191174,0.012755936737922857,0.012783020728968864,0.011926633576529788,0.224688208541249,0.0152455191916936,0.025775815111359502,-0.0370681051681817,-0.0043102611234387,0.0,1.0,0.0
1,2.014362596196074,0.002071484844133705,0.005027653652532835,0.0017706625160388374,3.9596214956443,0.07395547991979919,0.012523507131563139,0.00999289110118562,9.49134478161835e-05,0.2454661617395304,0.0007690900214837,0.0001477460527383572,-0.1567184799502375,0.0001137225924349,0.0,0.0,0.0
2,2.0114507499843692,0.0021956739008220823,0.000825449247695817,0.0012069357792693551,3.8532257317116008,0.11097648037769585,0.005549450039795123,0.01791309148853293,0.004192230999884468,0.070808857083444,0.0065770140348041,0.006980991887154697,-0.0467385003085181,0.0109216981092082,0.0,0.0,0.0
3,2.0048364215680192,0.00045154756525951823,0.0005917707792260889,0.0003371701512236116,3.9753321728747126,0.08831138374370809,0.009460023966255005,0.013681191053029895,5.486506783390806e-06,0.1213961327776763,0.0108940278296417,9.01325662475593e-06,-0.1187051235609391,-0.0104127047248006,0.0,0.0,0.0
4,2.050732565442104,0.0019874996687992315,0.0008268832468248487,0.0002972679391022347,3.980061465608022,0.16998838273206765,0.005311585847944,0.01981669862921842,6.212758136545793e-06,0.0027501636145553,0.0040892610804744,7.442266891650047e-06,-0.0023560665788975,-0.0039183202794211,0.0,0.0,0.0
5,2.020064320496421,0.0007910903836674999,0.001078554484510546,0.0005773452491389984,3.9796037647962077,0.07435794178309221,0.00807845655747691,0.018351376633628846,1.5058345794251877e-05,0.0240177931522103,0.0026371293589815,2.888716987383675e-05,-0.0232995642513799,-0.0024412862763766,0.0,0.0,0.0
6,1.995738007180851,0.005114422661634464,0.004729072324206628,0.008805684523554617,3.746677126752523,0.40270347976510834,0.007768343264993538,0.010579189017206891,0.005105849877044462,0.3950003087825068,0.0966161174023466,0.009082096818929896,-0.2601894662784179,-0.0739210088627613,0.0,0.0,0.0
7,2.016972361677433,0.0003874957470714491,0.0005653118616930988,3.890664028126843e-05,3.991735825872804,0.013525419934932406,0.005513202134890517,0.033018900587454714,5.584302199883103e-06,4.8252066846866446e-05,0.0006043954245634,7.414181533213372e-06,6.116711689255899e-05,-0.0004263628040626,0.0,0.0,0.0
8,1.8951385900453106,0.00032787549660632544,0.0003077947230076523,3.8192303036093014e-05,3.9786178430314934,0.03241364920353307,0.0022266303127184417,0.044870078362347326,2.0198180974404098e-05,0.002515396047138,0.0014485588698145,4.9727193288750064e-05,-0.0006412179026615,-0.0011650833458188,0.0,0.0,0.0
9,2.002236539525417,0.0003711917732091064,0.0004639053345186947,0.00011649553807525142,3.980574930794977,0.01241086923832522,0.005164246249914073,0.01165568905354597,8.208217164927972e-06,0.0045950330173031,0.0031131414702619,1.4479701681832155e-05,8.538154102383233e-05,0.0029812236217645,0.0,0.0,0.0
10,1.9994853682182714,0.00488496972282218,0.001951313016478852,2.5600980707656267e-05,3.909762376469834,0.408422249787851,0.004262465247294567,0.007305237071810106,1.2146307108214685e-05,0.2942775653756745,0.0069683622496996,1.9841391847942896e-05,-0.2555086781741276,-0.0003280240205504,0.0,0.0,0.0
11,3.303228180118418,0.17476591391910468,0.028470242228464327,0.026695047419094838,0.673756171016505,34.46439338008568,0.05701911661224579,0.04462659482385016,-0.8387255709405051,0.9775529808376392,0.0193866996276068,-1.8710622949638718,-0.8676938847753533,0.0459662466727545,1.0,0.0,1.0
