,Objname,ObsSMA,ObsEcc,ObsSin(Inc),Obs_h,PropSMA,PropEcc,PropSin(Inc),Prop_h,0_2PE_a,0_2PE_e,0_2PE_sinI,0_2PE_h,1_3PE_a,1_3PE_e,1_3PE_sinI,1_3PE_h,2_4PE_a,2_4PE_e,2_4PE_sinI,2_4PE_h,3_5PE_a,3_5PE_e,3_5PE_sinI,3_5PE_h,4_6PE_a,4_6PE_e,4_6PE_sinI,4_6PE_h,5_7PE_a,5_7PE_e,5_7PE_sinI,5_7PE_h,6_8PE_a,6_8PE_e,6_8PE_sinI,6_8PE_h,7_9PE_a,7_9PE_e,7_9PE_sinI,7_9PE_h,8_10PE_a,8_10PE_e,8_10PE_sinI,8_10PE_h,RMS_err_a,RMS_err_e,RMS_err_sinI,RMS_err_h,Delta_a,Delta_e,Delta_sinI,Delta_h
0,15760 Albion (1992 QB1),43.93802838356481,0.07042254994192834,0.04876595896071296,6.61199171272095,43.93802838356479,0.0702879963393259,0.04425880890194155,6.616659677498217,43.93848345244647,0.0699983268448657,0.044192074662524644,6.616849580813307,43.93864220172155,0.0684231260433379,0.04139328635622828,6.618414553523768,43.93877503467659,0.06898388044249884,0.04215591756884713,6.617945028760119,43.938739870392546,0.07118671069447917,0.04571563781747194,6.615851345510027,43.938145244282964,0.07310175629236565,0.04877784451550294,6.61394929313211,43.93761671517892,0.0731943747375105,0.048845417145799666,6.613854839026948,43.93763255922761,0.07136432246671519,0.04575405194873397,6.61568379427874,43.93741801320202,0.0689184508689983,0.04179548507636588,6.61797191077748,43.93710448108321,0.06783590330451474,0.04044404403869327,6.618847480079488,0.0005975425390676516,0.0018702711879215164,0.0029641371318254494,0.0017668323267475312,0.0007466511117968366,0.0029063783981845975,0.004586608243858113,0.0021878025812709367
1,15789 (1993 SC),39.404537769403085,0.1842690679448151,0.10333843225618214,6.169723257527326,39.40453776940307,0.18425620533022594,0.1014389828716681,6.150510135589696,39.404532289293144,0.18416397423144432,0.10165639590536825,6.150455993564725,39.404526869417225,0.1842650215491334,0.10093170114203728,6.150808052802777,39.40454676941654,0.1841940016653384,0.10108908296532351,6.150793038353685,39.404531881638704,0.18426503048019777,0.10165087686374384,6.150339924867851,39.404538717130016,0.1843482788497143,0.1015194615810075,6.1503293091262785,39.404549616242186,0.1842825165743782,0.10101135814541533,6.150739627649921,39.40453123788062,0.18424969199252933,0.1011204444540635,6.150707748473767,39.404532937184406,0.18430322974707816,0.10163630380584164,6.150306212065877,39.40453553096653,0.18425018397562756,0.10155270538517545,6.1504232388835955,7.278391246596639e-06,5.163038631035906e-05,0.00030085193895723665,0.00020391806553083847,1.1846839115037255e-05,9.207351948836706e-05,0.0002174130337001534,0.00029791721308125574
2,15807 (1994 GV9),43.75361628650819,0.07043910221042772,0.04110150610613114,6.5980221596509425,43.753616286508176,0.07043014954924443,0.03442460279814688,6.605261006538723,43.75362634329432,0.06955687516390568,0.033923302292810896,6.605777014948041,43.75363117189316,0.07108053718057762,0.03511564133962273,6.604788421458039,43.753791951074746,0.06991256809889201,0.03376926367033558,6.605656856284892,43.753787569961546,0.07047938506324991,0.0348095766539642,6.605155600312837,43.75363682648286,0.07077498769213862,0.034444159467175425,6.605062983906291,43.75357158282474,0.06961434485278736,0.03394566942367369,6.605737274574984,43.753534254931395,0.0711287922533093,0.03509284962279661,6.604761951774095,43.753613358386175,0.06974277071059022,0.033712542462400664,6.605740061569925,43.753491957877785,0.07057511929074162,0.034836064259006934,6.605084575752466,9.725935926132806e-05,0.0005983296272816342,0.0005435638181091757,0.00039904472593170265,0.0001756645665693668,0.0006986427040648752,0.0006910385414758483,0.0005160084093178696
3,15809 (1994 JS),42.27076425961002,0.2299529378479826,0.21788440976517162,6.32619933638624,42.27076425961,0.2296757345971537,0.21707444944554127,6.186480191322851,42.271013882410244,0.2084127158595518,0.23184927749379877,6.196344395453206,42.27081674852034,0.22557398504146867,0.22195656723204005,6.186712507319982,42.27059067724276,0.24571704200017752,0.2023395796191242,6.181553948202934,42.27058372561297,0.24899821805758157,0.19905192014388204,6.1809631006707,42.270712906144,0.2344030582698173,0.2154388812668827,6.182555803796742,42.27068976983101,0.23384105984207462,0.21588609560625818,6.182852737117043,42.27067000917311,0.23687594907640305,0.21351245427142868,6.181669345192198,42.270794115948895,0.2268887316966257,0.22060797158269965,6.186863363987993,42.270833325500725,0.2230304991595418,0.22290523639362614,6.189287860288586,0.0001293232552524757,0.011752490879091337,0.009702906220016835,0.004851070473663146,0.0002496228002470957,0.019322483460427864,0.014774828048257499,0.009864204130354715
4,15810 Arawn (1994 JR1),39.4070593226196,0.12423992312686716,0.06405928601470641,6.2287428296278105,39.40705932261959,0.12413173782197692,0.060552358374480766,6.229794130291886,39.407069864910824,0.12417169756297032,0.05957831578402511,6.230061995765113,39.40705201628593,0.12423013435656992,0.06107585760935061,6.229462180156331,39.40708037796322,0.12425571055380642,0.06026956563509233,6.229749472287514,39.40706083736386,0.1242076179332372,0.06040261797434387,6.2297592614864,39.40704417966696,0.12426064015317784,0.06082758785655262,6.229549117997986,39.40706044982071,0.12429399298893617,0.05980010628941562,6.229868939614121,39.40704901655168,0.12418084193792298,0.06125345013499737,6.229433660069674,39.40708942276732,0.1241516821334879,0.05979320141518896,6.230016735211673,39.40705490980748,0.1243159178515109,0.060737691814356266,6.229535457340231,1.4423864477447555e-05,0.00011159426094360456,0.0005839555000685501,0.00023503755288158698,3.0100147732525784e-05,0.0001841800295339785,0.000701091760516602,0.00026786547322732446
5,15820 (1994 TB),39.4024250167908,0.2510222747863188,0.2997668518075668,6.070116269267496,39.402425016790794,0.18746511876625546,0.2987084670700143,5.850993663411592,39.402435943519265,0.2484706712779669,0.2940287259752056,5.812781481221581,39.40267755881204,0.2194844153254099,0.3157537114548136,5.81586753522295,39.40265997073282,0.21898004875227745,0.3160086687640199,5.815696370003291,39.40249562111155,0.2421281029773928,0.29932375309516124,5.812467374431168,39.40237693582781,0.26376279530102303,0.28285028183547867,5.811325358389677,39.40234766284383,0.2575723498658931,0.28889893042154546,5.8082634957018415,39.402365440749,0.2461593920023451,0.3016648962663191,5.801718791548845,39.402345164300854,0.2559099561269519,0.2967368455275729,5.7964832682117855,39.402285890484855,0.23753608872833612,0.2958887388909446,5.823426353120716,0.00013402423366835057,0.057832440191320264,0.010437132262007334,0.04080166669828327,0.0002525420212435847,0.07629767653476757,0.01730020169400559,-0.027567310290876
6,15883 (1997 CR29),47.1034132635843,0.21451343981083623,0.30720406557099056,6.703303345611025,47.10341326358429,0.2123249393893917,0.3060026911237627,6.394583628262197,47.10278430156184,0.21484326476793625,0.3051966856924214,6.39253296508707,47.10333825660777,0.2140508672078563,0.3044864747655436,6.395308188449245,47.10390596395703,0.21499641236717548,0.30531754669463035,6.392117965866249,47.103217580271355,0.21428119630753517,0.30534942907692036,6.3930394031459015,47.10311307240497,0.2141512556094975,0.30516815899448974,6.3936383139158846,47.103997364878126,0.21458081836104248,0.30592105180810436,6.391467713827643,47.10377219204551,0.21372877239543117,0.30532184144176305,6.393979258951303,47.103166708074575,0.21446522185468625,0.30556904539365776,6.3922835300681315,47.10348511234967,0.21427670806332855,0.3056700352142213,6.392354661915303,0.00038127497496407824,0.0020835300311089705,0.0007681221478687792,0.0019556435741420746,0.0005841012938390122,0.0026714729777837787,-8.163931565835503e-05,0.0007245601870478069
7,16684 (1994 JQ1),44.077472073318035,0.04106896124563225,0.059538192090427884,6.633389634353669,44.07747207331803,0.04100262580130012,0.05608947713571746,6.6341148721845435,44.07747579357361,0.042883088101973145,0.05757147978842478,6.633059641208509,44.07747664235789,0.04045724218200456,0.054978861488065196,6.634711615175739,44.07747461081297,0.03809841581748888,0.05395549628308213,6.635696085865319,44.0774720571673,0.03747797591599359,0.0543842461841834,6.635685138172685,44.07747314588942,0.039043237380729484,0.05480575647992489,6.635138046918507,44.07747255916327,0.04164290885736763,0.05602101497944615,6.63400532223834,44.07746975085676,0.043542698006118215,0.058140319159244905,6.632659438847678,44.07746555477706,0.04357396188202399,0.05847230913160782,6.632511776107933,44.07746671768948,0.041703742622178075,0.05615711660103681,6.633928138538955,3.6379173382345514e-06,0.0021729560106326725,0.0015787663281199812,0.0011651202607620762,4.569039859347868e-06,0.0025713360807238725,0.002382831995890365,0.0015812136807751287
8,19255 (1994 VK8),42.78964436289843,0.033364501466493564,0.03240698020974069,6.537479668162506,42.789644362898414,0.03336436109364479,0.02044086313066293,6.547548646795301,42.78964366085796,0.03231196226202755,0.019584164602827046,6.547975804877588,42.78964742537865,0.03353047812317595,0.019524049240972337,6.547616259350677,42.789642278647904,0.03455991223017546,0.02217366869191613,6.5469542452223815,42.78964427726042,0.03452802013406458,0.02199118367465133,6.546987038701973,42.78964406618231,0.033459402647863096,0.019564087445452013,6.547642029935806,42.78964376432153,0.032292798863067525,0.019713393506307818,6.547963513880214,42.78964688069572,0.032039213264040765,0.018762355466354373,6.548174722240736,42.78964215647863,0.033049500879534774,0.019006845529193652,6.547827871328607,42.789645356650745,0.034253444487413534,0.02206956672454945,6.547052931997779,1.7277007841665458e-06,0.0009262519796072429,0.0013251836976178827,0.00044124287066598397,3.0624802320744493e-06,0.0011955511365306717,0.0017328055612532006,0.000626075445435248
9,19299 (1996 SZ4),39.40339099691259,0.23599025319749417,0.12032400436720506,6.099230617787694,39.40339099691258,0.2358434589207909,0.11879163728753425,6.066299101511565,39.40348916029764,0.22777457333349274,0.12660204885889723,6.071671467258203,39.40344016026298,0.2318390786211942,0.12423605849158476,6.068212503276021,39.403366595435585,0.2354025080487422,0.12624457979909928,6.062585426708378,39.40336181134028,0.23486221516127925,0.1286320657922522,6.061972615925594,39.40337434763061,0.23747321202128815,0.12347223424928475,6.0621444766969566,39.40335714390385,0.23937257719472368,0.11339849747145726,6.065074514735583,39.40334706297173,0.24016985425572035,0.10540923377739891,6.068036755550139,39.403383111745924,0.238147088641974,0.11030407591413675,6.068204439061893,39.4033755245226,0.23808186891367808,0.1126854611611594,6.067518736631415,4.365941613111731e-05,0.003748257520124199,0.008044538451327908,0.003196022889353045,9.816338506141165e-05,0.004326395334929456,0.009840428504717946,0.005372365746637797
