,Objname,ObsSMA,ObsEcc,ObsSin(Inc),PropSMA,PropEcc,PropSin(Inc),0_2PE_a,0_2PE_e,0_2PE_sinI,1_3PE_a,1_3PE_e,1_3PE_sinI,2_4PE_a,2_4PE_e,2_4PE_sinI,3_5PE_a,3_5PE_e,3_5PE_sinI,4_6PE_a,4_6PE_e,4_6PE_sinI,5_7PE_a,5_7PE_e,5_7PE_sinI,6_8PE_a,6_8PE_e,6_8PE_sinI,7_9PE_a,7_9PE_e,7_9PE_sinI,8_10PE_a,8_10PE_e,8_10PE_sinI,RMS_err_a,RMS_err_e,RMS_err_sinI,Delta_a,Delta_e,Delta_sinI
10,2013 RM124,87.92492420235483,0.5988700534417839,0.2378156630344265,87.92492420235483,0.5986916053154888,0.2359522898013632,87.92557895977798,0.28198435970464064,0.22833480981026363,87.92645238524473,0.3080458006254029,0.23021165726241535,87.9238055496687,0.31830687256321255,0.22872332516013283,87.92401481162155,0.3365284592770514,0.22971025994949237,87.92410898733779,0.34318292714136117,0.23309210912905487,87.92415033198323,0.33368431423510847,0.23562426578081275,87.92551766429058,0.2894538764795582,0.23278810236682396,87.92666875522913,0.2659007819748296,0.22855437710511967,87.92579791227003,0.27407069000070877,0.22246928217876383,0.0010679631318283144,0.29427756537567457,0.006968362249699627,0.001744552874299643,-0.25550867817412765,-0.0003280240205504603
11,2005 PU21,-1462.564146643139,0.9962783834799329,0.043327204479052056,-1462.564146643139,0.9962563376424586,0.013513489970338556,1273.9844821068493,0.12856245286710538,0.05947973664309309,167.8142670058955,0.042933218532522015,0.013570367744727686,-2066.2987874672035,0.0044845657705573465,0.0003218271171101636,-2173.383672611608,5.555045281094241e-09,1.541878409503756e-09,-2173.3836726162035,7.59797751098467e-09,5.894687541665392e-09,-2173.3836726202085,1.3625339057984095e-08,1.6359198513425677e-08,-2173.3836725737015,2.9797259358989582e-08,3.0245247667722657e-08,-2173.383672722324,7.98068045128474e-08,8.921659459119907e-08,-2173.3836729026184,1.462976361643263e-07,1.6762224259909618e-07,1226.6899489303796,0.9775529808376391,0.019386699627606814,2736.5486287499884,-0.8676938847753533,0.045966246672754535
12,2013 RU155,43.976286574734296,0.0784128262254411,0.05964442372909607,43.976286574734296,0.07809614817044482,0.05618094190045977,43.97631004321268,0.08074286843524363,0.062184527126754395,43.97628127722612,0.07953223577033562,0.06072861878958082,43.97625072012227,0.07680935796354947,0.05707420975757157,43.97626879632208,0.07359395174074819,0.05243951874569136,43.97632287320691,0.07134713376802157,0.04888823404995264,43.97633809628383,0.07128704921874081,0.04841265885796903,43.97629852011102,0.0734501820010089,0.05133713700446541,43.97625781174969,0.07665315484820606,0.05597945091831376,43.976250712708016,0.0794273687129384,0.06007066980913559,3.056612800859765e-05,0.004059905320862793,0.004985349784404848,5.152154953691479e-05,0.002646720264798813,0.006003585226294628
13,2003 QZ111,43.010678678582345,0.054360815399108656,0.06409714146150908,43.010678678582366,0.05316247837649925,0.06041608370699776,43.009605268596175,0.05890071744158173,0.06576086054187363,43.008897572884976,0.05198343774101673,0.0598908155718176,43.00893834907723,0.04746247644587718,0.053581534720444524,43.011505601793466,0.04451791816572617,0.0513255703804822,43.01330754921209,0.04423861538564271,0.05372069661828914,43.01403839346517,0.0506015643418473,0.05767613624183922,43.014206889680544,0.055853249567739564,0.060937978566212914,43.01179441346552,0.058594773957454674,0.0645843593214199,43.007338794208785,0.06139991877653383,0.06788658620571238,0.0023824288652191067,0.00607668667242994,0.00561725379940384,0.0035282110981782466,0.00823744040003458,0.007470502498714615
14,2013 RM98,43.32398989644956,0.1251889859938244,0.48083465493498184,43.32398989644956,0.12516845447106079,0.48050295214669614,43.32399063416205,0.11916957269706628,0.4783422460356578,43.32401721816283,0.11912622742495513,0.47841564084905513,43.32397977924699,0.11921464303674713,0.4784176120599617,43.32394895883977,0.11931967727386997,0.4782268577233824,43.323948781222505,0.11910012225137866,0.4783528102769925,43.32396426567057,0.11916586767126129,0.47819330830359197,43.323985715142115,0.1191171442860074,0.47840539742550425,43.32402081521232,0.11925110976693767,0.478418631563883,43.32404859821417,0.11909086340092492,0.4784145225230929,3.213169953856066e-05,0.00599608479898246,0.0021504004688439327,5.870176460831544e-05,-0.005848777197190819,-0.0020843205828131595
15,2013 RP158,44.248748905010046,0.054303589465642496,0.040388578213673254,44.248748905010046,0.05315632561229024,0.03340073835258336,44.24837883665257,0.055471198123780534,0.03631650682629118,44.24847281992073,0.054998699500743826,0.035273079191652214,44.2486677683505,0.053340930333519485,0.03242147242173516,44.24887518128376,0.05175805310132736,0.031118347307107698,44.2487905381799,0.05145716787891567,0.031192699650147,44.248652172833786,0.05267971359742893,0.03190762658967925,44.24877478499714,0.054495414798215035,0.034277587457807616,44.24901256074589,0.05552734167872814,0.036355835513465634,44.24913277358863,0.05500031040102224,0.03517060360851264,0.00022713971758123137,0.0016556863014459762,0.0020524874045739694,0.0003838685785808593,0.0023710160664379004,0.0029550971608822765
16,2013 RE124,120.9329388489768,0.6740886925968752,0.5125058322135004,120.9329388489768,0.6740376852326561,0.4932876820986085,120.94091524793076,0.16262795821360645,0.2454586264140409,120.94536034866623,0.18178710066027043,0.24145846992066186,120.94817238641532,0.16769148384162866,0.24432890520740552,120.9376609387481,0.18250808783644962,0.2423006473580267,120.92584233130664,0.17602669655725384,0.24459843362461178,120.92456054257663,0.18044075683067973,0.24339076545956675,120.92515803716093,0.17601378936790524,0.24401681610916226,120.92657725220732,0.1748800728531721,0.24416927854475567,120.92462602495861,0.18093792057833777,0.24321575934709408,0.009207158807827836,0.49819950722591566,0.24963058897497878,0.015233537438518852,-0.49152959739620644,-0.24782905568456762
17,2013 RO124,38.70776861989101,0.07615401480817965,0.41887724688286265,38.70776861989101,0.0761373950499237,0.4184745288081652,38.7405050235417,0.07703661089771763,0.41647370898406394,38.73909496863252,0.07775483631622783,0.41649391225307136,38.718521834334865,0.07742719976467807,0.4166829032541235,38.69904874667334,0.07542489320988309,0.4168384554793515,38.6925918482167,0.07375896835703272,0.41686084880193314,38.691749825284454,0.073232070137235,0.41696969752027385,38.68983317206467,0.07320453941047274,0.41698368386598517,38.69069564229005,0.07241971662829828,0.41713883678067715,38.6973994696977,0.0728483912151872,0.41726945333791204,0.019585432134314167,0.002425194336319991,0.0016377545284943654,0.03273640365068786,0.0016174412663041288,-0.0012050754702531696
18,2014 PM82,55.388179593829605,0.3391771263337014,0.41140871302472,55.388179593829605,0.3390738107237445,0.4109936763749105,55.388099655157276,0.3494865739596561,0.4017588476456946,55.388172722899895,0.3375782601187958,0.4065579464236017,55.38830873863726,0.32744223892367097,0.41086882103319766,55.388209252921584,0.34070079271760967,0.4051501114527562,55.38806698598342,0.3421577204983861,0.404475524688315,55.38810202959839,0.32473782606184975,0.41113773563356876,55.388346750649795,0.3367950776780127,0.4056999124564497,55.38820457027384,0.34308999679850194,0.40345587331246313,55.388160478685045,0.3270724481060695,0.4073104755145545,8.920811817136224e-05,0.00835988355882269,0.005578092427867714,0.00016715682018997313,0.010412763235911615,0.00014405925865823566
19,2013 RV155,41.05302140643743,0.06279569868013479,0.4776544471861236,41.053021406437445,0.06276470189142005,0.4774130231132533,41.0530379188458,0.06167826809458306,0.4723332710758961,41.05300263222704,0.06176538698423805,0.4713447488019608,41.05302033733517,0.061628784009325116,0.4722397622134241,41.053048780961745,0.06156813664301102,0.4712239479641872,41.05299543903627,0.061592691197593384,0.4711028141140503,41.05298776834992,0.06170599380002361,0.4710041395896112,41.05303085046311,0.0616864975511767,0.47097233361973734,41.053052223540135,0.06167869680383209,0.47098817496211925,41.053017239772565,0.061698132097470736,0.47104256786708115,2.1699230804022558e-05,0.001099243233187323,0.006072995727996264,3.081710269015048e-05,-0.0009993149071820043,-0.005079752037357166
20,2013 RS109,44.682221421252095,0.11100340453751976,0.09028030183839791,44.68222142125208,0.11065122280565132,0.08778253321738251,44.68221689794556,0.11344988854367807,0.09243928173926716,44.6822239559945,0.11279804469209563,0.091320179597573,44.682198528944774,0.1126453332504778,0.0912927586803261,44.68220428107398,0.11262594753882724,0.09145508243968678,44.682231117147474,0.11157218600811071,0.0898487329469583,44.682238246783136,0.11013644363316093,0.08793914567756997,44.682225306172754,0.1091362806715094,0.08707605570268569,44.68221252881209,0.10764176017725756,0.08482756757992788,44.682237108920596,0.10491927844198952,0.0808326289435015,1.3174506459713162e-05,0.002700569083023253,0.003679301864588798,1.6825531055530973e-05,0.0027986657380267566,0.004656748521884649
21,2013 RF124,43.42932070264863,0.030577429799931853,0.05531181328540037,43.42932070264863,0.029940415020959316,0.051555184925461656,43.429345380008634,0.031892581041600046,0.05298108824408647,43.429261296513474,0.03120774202436157,0.05254544957450017,43.42931667775933,0.02861433207973232,0.05094950216390333,43.42935388835205,0.025687546405701638,0.049195772357562506,43.42934086845916,0.024583607909007158,0.04848201361329783,43.42934280731331,0.025981370785746197,0.049327614974028974,43.42927797167709,0.028876788755157447,0.05111759746493201,43.42936688040999,0.031359521928535194,0.05263423625462315,43.429319406588185,0.03187326299147227,0.05293555610546943,3.351753951523558e-05,0.002915722467129973,0.0017196644561598702,4.61777613551817e-05,0.0019521660206407304,0.0014259033186248132
22,2013 RB109,40.1945488213112,0.10989673365668635,0.3921205411328068,40.19454882131121,0.10982152477880396,0.39105690761664635,40.19275137428988,0.10763251531225765,0.3904113697066979,40.19019785493232,0.10732880171979677,0.39140285837961136,40.19502104536746,0.10779414514040293,0.3902956567437584,40.19542262338866,0.10832664726367469,0.38989492361204353,40.192911841607504,0.10802423550838759,0.39132419415548847,40.1936570545158,0.10605013980168693,0.39175165159668457,40.195429056788754,0.10730563383734745,0.38941969299059204,40.19791842885333,0.11216771397910767,0.38877109223114725,40.196625506782645,0.11165612980170084,0.3893199587285753,0.002187461554034113,0.002357117769817824,0.0012446613676806374,0.003369607542119013,0.0023461892003037166,0.0006947439800382149
23,2013 RP109,44.6977217683761,0.10874722848589376,0.033869691515103904,44.6977217683761,0.10773644143527636,0.022524769278401382,44.6976427514853,0.1070958420854013,0.022305852587483306,44.69761842163638,0.10837168512585948,0.027258458838425988,44.69764694568489,0.1089838324038659,0.029312314741380362,44.69774144981736,0.10864896539727417,0.027496781069158226,44.697760980038495,0.10761147182570319,0.022378732366439766,44.69777442033618,0.10652450777191246,0.01666637070812857,44.69778445369038,0.10607103062801677,0.015697848468154127,44.69777705226636,0.1064578559635812,0.019788865545448113,44.69777470475809,0.10728691117039788,0.024880047952876395,6.412471611277425e-05,0.0010163900342412932,0.00456105410861375,6.268531428332835e-05,0.001247390968589543,0.0067875454629789805
24,2013 RW155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
25,2013 TD187,61.45125254486739,0.3779297320197346,0.09148400202326237,61.4512525448674,0.3777165223488272,0.08912305393168628,61.52254713119643,0.3703948424910939,0.07981496978947683,61.5192310949917,0.3708707902382433,0.0819120429956775,61.52388433553737,0.37127356323992855,0.0840862478387092,61.51934176761994,0.371660646096016,0.0861362327519775,61.49032939580113,0.3717605223286511,0.08812196775163832,61.42940469370201,0.37168857477628514,0.09003935502210172,61.38547868525782,0.37241206713130987,0.09186396002955871,61.36230533978784,0.3719155818023273,0.09357034320273243,61.3341250920866,0.3716892206856786,0.09501103040094219,0.07270678981098423,0.006223459320562254,0.0051286842770604585,0.07263179066996628,-0.005304455217517323,0.005887976469255915
26,2013 VM46,55.389281067519576,0.4280839442672526,0.1482200883540403,55.38928106751957,0.428063767098204,0.14617743457367782,55.38928785086554,0.14593156359959564,0.14402215933907825,55.38911561456886,0.1483904797741836,0.14437152246374918,55.38914018036776,0.13936000671106596,0.14413056918978925,55.38918504718646,0.12910394103529454,0.14388708287099616,55.38925056614405,0.11670053171607415,0.14412885691119076,55.389271575118414,0.1140989379547355,0.1440298302371106,55.389382849224226,0.11412376750532037,0.14380131990881131,55.38944812678227,0.09800539394175767,0.14405485118973263,55.389501248518,0.06806202559549152,0.1441060144646066,0.00012660446319713112,0.30968831140027864,0.002123750244882466,0.00022018099843279515,-0.2796732873240204,-0.0018059121099286424
27,2013 TF187,43.66949938932305,0.16880636309779598,0.0469442200760159,43.66949938932304,0.16801586553300374,0.039620129201943265,43.669429681515425,0.16783071123398371,0.04079165518895641,43.669504460001015,0.1669544659511326,0.043091062009269744,43.66955747924773,0.17249266149853862,0.03135783641012759,43.66952943970417,0.1657851695184069,0.04647815765894558,43.66945749492622,0.1685155845473509,0.03871778802737729,43.669460980365415,0.17082350186476258,0.034632788512742374,43.669498839138484,0.16528409740565228,0.04894516250475371,43.66951999109046,0.17112191441931873,0.03398105908246491,43.669537855225,0.1688709713353609,0.03750391453538787,3.9856833545555644e-05,0.002407220656394204,0.005554171538955629,5.808992468558927e-05,0.00447679596553488,0.009325033302810447
28,2013 RX155,46.614379441959734,0.2608632236812274,0.4612810934246248,46.614379441959734,0.2607440001984755,0.46095584409001544,46.78843650114161,0.24633351054817554,0.45890755552716045,46.807747627099204,0.24939221998431788,0.4580556343838815,46.823963924075535,0.24953147992981822,0.4578477884782922,46.77455014255637,0.2494164689291341,0.4579956732487319,46.644438730936685,0.24729014034816668,0.45731321504326977,46.46296899605546,0.2462736053735062,0.45645989961951294,46.32233777327757,0.24623791171948126,0.4577627452958368,46.380892700317304,0.2554187064007087,0.455462609875888,46.49278195596663,0.26658090718007993,0.4513107886953129,0.18728660470002778,0.01180307028226128,0.004689351792838621,0.20958448211580105,0.0058369069816044394,-0.002048288562854994
29,2002 PA149,43.66892457276843,0.17638898531985203,0.05103345789377324,43.668924572768454,0.17613410828536932,0.04636115016151369,43.66900643236974,0.06953043772635491,0.04306361343906811,43.668922075734315,0.1132183430368362,0.0454765389012201,43.668875320454504,0.16231447953459208,0.04322056388024786,43.66900635341981,0.174718713777537,0.043039972596144824,43.66910575481471,0.17475792582175906,0.04507478443100741,43.6689397719068,0.14903918269753103,0.04598125064477308,43.668819071576245,0.129341996104317,0.04521653091113558,43.66902599414904,0.1561651309095418,0.045139053489101515,43.668881309325364,0.07928896060005894,0.028979568535626797,8.954673892255011e-05,0.055995034397563856,0.006139778333732746,0.00018118204625494627,-0.0013761824636102649,-0.0003798995167406047
30,1997 RT5,41.31026717633697,0.02735853948639655,0.2206316957748344,41.31026717633697,0.027010190605260675,0.21682887908516207,41.31010972589102,0.02666030636711151,0.21781831675926788,41.310145471275945,0.0266202924525299,0.2182427239526027,41.31044835140578,0.027033600355530873,0.22020709538329708,41.3102575769061,0.02735214644191256,0.2186567019299943,41.31027487803529,0.027185786545452322,0.2176263257846014,41.310255782413876,0.026682773523610762,0.21982216625017792,41.310259541582475,0.026471032478380906,0.2196492449721057,41.31021401272997,0.02698834802035636,0.21751654445571403,41.31023974070754,0.02719664394878618,0.21877384465135424,9.21024969081156e-05,0.0003083811987012311,0.00209595254589156,0.00018117506881054624,0.0003419558366518846,0.003378216298135006
31,2013 RY155,45.0435483386314,0.19839457922295586,0.18204366390694565,45.04354833863141,0.19824988888351935,0.1810441835565099,45.04395048811384,0.07192848508540055,0.1793928868940701,45.043691307090455,0.07528736547988635,0.18025754236316918,45.04344624701864,0.07619047946207969,0.1797882609801138,45.043505630559,0.08889362834709845,0.1801254155025111,45.04343365228468,0.13106562242561665,0.1802143343517142,45.0430906330935,0.1507962315633208,0.18021844852575744,45.04334706341676,0.14092833504332253,0.1805212421848084,45.04387275779847,0.07899683617997724,0.17969009763788585,45.0435966476641,0.07272764197074269,0.1806805209543587,0.000250588518743864,0.10432994201223472,0.001020719581393635,0.0004021494824328897,-0.047453657320198545,-0.0003636626021512046
32,2013 RE109,43.67218107481627,0.1443354326589289,0.07978661032374819,43.67218107481627,0.1409046733476236,0.077316233438409,43.66824331932537,0.14568334418482007,0.07653250673506627,43.66822998900015,0.1426592550975596,0.07947434598459896,43.66836462263693,0.15145107245445502,0.07781898765491242,43.665684508832115,0.14332629882501666,0.0788630983544898,43.6556052588217,0.11013214320871006,0.07906452109422281,43.608815689212165,0.08251525580804224,0.08298017988754755,43.66649079162202,0.06651336430003124,0.08143053758472765,43.734895074736805,0.0993554022014994,0.07093744923963916,43.70215261495537,0.09137807634695597,0.07004379228532995,0.03204430226710805,0.039738828413331484,0.004130628363180988,0.06271399992053261,0.010546399106831417,0.005663946449138549
33,2013 RF109,42.86557918530712,0.07069346616866998,0.15741404950808285,42.86557918530712,0.06855444859014266,0.1562421460928081,42.86559317992418,0.07442443996915826,0.15800971109349438,42.86558670856897,0.0729577777708534,0.15706926343801358,42.865545319422864,0.06726656133659646,0.1544414861255675,42.865550713103225,0.06600104907681272,0.1540398927646291,42.86550970187559,0.07090812777400753,0.15631712459231448,42.86546168012506,0.07411847702896443,0.1577099103447621,42.865569266278634,0.07089214529438588,0.1560641142201974,42.86563780051671,0.06622687203180001,0.15388168268403593,42.865675195778614,0.06752976505831919,0.15447737688636715,6.109879878166706e-05,0.003503256300150203,0.001590896045630029,9.60104714948784e-05,0.005869991379015602,0.001767565000686283
34,2013 TJ187,42.77131699791159,0.1019712351397737,0.1703289161938694,42.77131699791158,0.10112691592211613,0.16803935978701529,42.77140049327737,0.09703165401896356,0.16695415979076988,42.77129498255516,0.10466094213394983,0.1726132741708573,42.77120875866775,0.10577847907544043,0.17365701911518902,42.77124551027398,0.09866056209005554,0.1685285000000566,42.77133956819114,0.09374308023430207,0.1648553333195478,42.77131504842436,0.097547254351452,0.1672945495708496,42.77127938477559,0.10459968713223265,0.1724523161139921,42.77128823625373,0.10469983837225563,0.17312347295849356,42.77135501447,0.09757361866400538,0.16834768711004694,5.625618579081336e-05,0.004239592418273944,0.003496123712595758,8.349536578577954e-05,0.004651563153324295,0.005617659328173735
35,2001 QF298,39.40504438726704,0.1170151122973417,0.36975153902681834,39.40504438726704,0.11694744290016575,0.36914072306478746,39.405032247346924,0.11672365392261634,0.3685181783391053,39.405020314167324,0.11655458068511197,0.3685271006372648,39.40503861358389,0.1163971043623614,0.3685621421301241,39.405052039228444,0.11642559782337966,0.36852044572796966,39.40503073843159,0.11648509931659808,0.3685171043877704,39.40503913722084,0.1165747401171158,0.3685276720833061,39.405062303903875,0.11654165087452305,0.3685274454984908,39.405055313951564,0.11652043145009987,0.36857956405794745,39.405043487967035,0.11654424339146635,0.3686087948415108,1.2796876640258973e-05,0.0004271171789496847,0.0005983572410058841,1.791663683547995e-05,-0.00022378897754940508,-0.0005319282232766342
36,2013 SM102,52.259365203942934,0.2585574344646484,0.18612034737543223,52.259365203942934,0.25850491058137426,0.18514380694186267,52.25952063591215,0.2575107347941645,0.18163039508984122,52.25833667919708,0.2583072832221835,0.18337632822583352,52.25649881314361,0.2591337912480329,0.18438533751852243,52.255762291118025,0.2597170941759472,0.18479396931174358,52.25963247966513,0.2597207040044575,0.18533998241396016,52.2605815694387,0.25952207690078855,0.18487041585181027,52.25914688435261,0.25904130407411013,0.18377513591059533,52.25857077077875,0.2580203262404642,0.18281611811557832,52.26201550322506,0.256959069587827,0.18121445942794207,0.00187181000934953,0.0009613224304526629,0.0020819355614987035,0.0026502992821235694,0.0012157934230832557,0.00019617547209749286
37,2003 SQ317,42.6333694600952,0.0833837095735047,0.4722696470871597,42.6333694600952,0.08335377013410163,0.4719312845032895,42.629991508168125,0.08013664289095761,0.4717600163209692,42.633753211988726,0.0794757770395438,0.4719792927667024,42.63410764987817,0.07966009090112669,0.4717754252996183,42.63695906303961,0.07798613403700848,0.47218631129479727,42.63444917506336,0.07693446325596517,0.4723478928702327,42.6319248299132,0.07808999113198746,0.4720303188092977,42.63425970556845,0.08117737281141904,0.47185631394066935,42.63438531731546,0.08009995361728542,0.4718876554033856,42.63403140079303,0.07971460249246205,0.4719089889916314,0.0018409963289492948,0.004285971434303309,0.0001862972052091568,0.0035896029444089095,-0.0021763973226825856,0.00041660836694318304
