,Objname,ObsEcc,ObsSin(Inc),PropEcc,PropSin(Inc),PropSMA,0_2PE,1_3PE,2_4PE,3_5PE,4_6PE,5_7PE,6_8PE,7_9PE,8_10PE
10,10,0.11501554788546867,0.4688493340881752,0.11482410323904482,0.4686791366905538,43.287725032539754,"[0.1112436044897197, 0.46757297506924067, 43.287482171488435]","[0.11076707090464682, 0.4676189292241967, 43.285521888671]","[0.11046265111804597, 0.4676290208318909, 43.28796894252263]","[0.11031069635120196, 0.46766404710145004, 43.28801801383738]","[0.1096920228203858, 0.4676541437912924, 43.28729522596566]","[0.10972536080362745, 0.4676557415309866, 43.28780619539319]","[0.11030557035356246, 0.46777764639821273, 43.28787267674852]","[0.11010516539862086, 0.46775294238503967, 43.2877234638339]","[0.10868964579252563, 0.4678008284427576, 43.288004383480015]"
11,11,0.10318134281379689,0.190259189741719,0.10314236544252532,0.18935405659039625,45.722621643975444,"[0.10466657988644223, 0.18983790767396613, 45.722406664157894]","[0.10456576485055116, 0.1897893734260844, 45.721100698913034]","[0.10294098804642607, 0.18879896515530017, 45.721904289584856]","[0.10096538202934434, 0.18735374159991902, 45.72306105773994]","[0.09930603150642894, 0.18637814125803945, 45.72328430148995]","[0.09969673725861765, 0.18637298503811311, 45.72312085839038]","[0.1019917904943087, 0.18735386793020564, 45.722669044381]","[0.10390734528023188, 0.18834874294009668, 45.72256592640314]","[0.103106703298957, 0.1881033990948785, 45.72284695764245]"
12,12,0.05268669781203894,0.2674787324774568,0.05264747057136263,0.2668946110221847,42.949863228979616,"[0.05281864513242904, 0.25819468555367303, 42.94985615350979]","[0.05267147983385367, 0.25811036720530456, 42.94986767257244]","[0.05249693266992607, 0.25835477893430187, 42.94987409811671]","[0.05268025164632214, 0.25800951139730566, 42.949855514659475]","[0.052396638384855435, 0.25838186970470217, 42.94985727039876]","[0.05264160880211973, 0.25797289916972455, 42.949873861657295]","[0.05282129843833034, 0.25838796904199635, 42.949870709369044]","[0.05248857489123966, 0.2580723241088395, 42.94985860956904]","[0.05264570348470467, 0.25824578933664394, 42.949856372197566]"
13,13,0.1433232079323655,0.3359484178489604,0.14314398553196944,0.33410198452392453,39.40422721671027,"[0.14315347974404335, 0.33484453287225563, 39.40420752386068]","[0.14021566891165727, 0.3370615450455767, 39.40429263581384]","[0.1401502632191904, 0.33707543586471933, 39.40431836120284]","[0.14009356526832387, 0.3369978754053902, 39.404334882163546]","[0.139884885293122, 0.33715722393474507, 39.40429565188364]","[0.13974498913808123, 0.3372338675317859, 39.40430193606079]","[0.1403126441526888, 0.336817021606817, 39.40429699900466]","[0.14297899019822666, 0.33478005650758513, 39.40420105974765]","[0.14912230938630194, 0.32920577158583453, 39.404018906758736]"
14,14,0.10049863705849187,0.45065539985046643,0.10045562237299219,0.4504182762617572,41.78669855169511,"[0.10043070175637185, 0.4456731096759477, 41.78756434040784]","[0.10033746928991681, 0.44561190234613035, 41.78711616267207]","[0.10044752054599439, 0.4455089758606469, 41.7873328795031]","[0.10037429294545512, 0.445415242756725, 41.78716105198136]","[0.10030941313391435, 0.4453261458070188, 41.786359891918224]","[0.10035749396978301, 0.44524015431500197, 41.786032415709954]","[0.10028989561157545, 0.44520238919793426, 41.786192640345526]","[0.10042420431270307, 0.44516498883673244, 41.78618856704455]","[0.10032804121110322, 0.44521993096610457, 41.786042046990744]"
15,15,0.24156815479134922,0.2789776213175615,0.23570907795223392,0.27822384220336804,39.40278703392505,"[0.23700378803805824, 0.2753926408148613, 39.40276513180924]","[0.21581578106958074, 0.2697671704929252, 39.40288077770376]","[0.2237906659320663, 0.26464038916569466, 39.40281575074543]","[0.2318325146401807, 0.2715396805858279, 39.40271307021487]","[0.22757309407009865, 0.27662812169188244, 39.40275096261347]","[0.23247857986407944, 0.26774554567446934, 39.402826644414446]","[0.2109805132210586, 0.2663915802223166, 39.40282971919923]","[0.22917247917766964, 0.27149595293809886, 39.402789679167604]","[0.232470240357188, 0.2768730901505024, 39.40276912020678]"
16,16,0.04922848672336518,0.0358671445844936,0.04850063845254687,0.026411411802191805,43.297284781339734,"[0.04830603165120112, 0.027271799366583364, 43.29744352502058]","[0.05063532430974307, 0.029771304927298566, 43.29728816891604]","[0.04937001392933143, 0.02828497825889812, 43.29701322496868]","[0.046281345456155136, 0.024287821620152934, 43.29726498332393]","[0.04711374011050366, 0.02271648519533338, 43.29747063930287]","[0.04874528665206263, 0.024928113885535685, 43.29716599491144]","[0.04884255323990329, 0.027675658542437257, 43.297017522403095]","[0.049831595762419086, 0.02832062383634232, 43.29729157907443]","[0.04906921590903286, 0.02609707626057077, 43.29747904225765]"
17,17,0.2469418264935298,0.30757176411669923,0.23280370744933299,0.306925271264037,39.40254952033832,"[0.22099196540171306, 0.3031001290024421, 39.4026233683813]","[0.23575108249227103, 0.310102391815503, 39.402467385771466]","[0.24226449394707414, 0.31477968382859933, 39.40246036422317]","[0.2287039742715372, 0.30667888912350555, 39.4025865800125]","[0.22236797815301917, 0.3026270427604702, 39.40259443254092]","[0.2325565893791703, 0.3093561028355405, 39.402499770536494]","[0.2403116032551502, 0.3106334864624881, 39.40247983031872]","[0.22697959337188434, 0.3020976784497472, 39.40256647988416]","[0.22448461059411365, 0.3018368593836155, 39.40257975808863]"
18,18,0.27663835217229193,0.11465656576255381,0.262313186289174,0.10891765151882614,43.25345622288943,"[0.19411060154963394, 0.05491617537398817, 41.56471140741473]","[0.14632083821858144, 0.04499721084954914, 40.877953710576776]","[0.18839809863268728, 0.04647170135256655, 42.0471533972653]","[0.2065293422457296, 0.04036323764390091, 42.979873048138685]","[0.22155788964897227, 0.06406379193462182, 43.988002569902484]","[0.17281591806586818, 0.1298943685215751, 44.95985159281548]","[0.21636682902946602, 0.1459106952229223, 41.125172770499034]","[0.33492711654427093, 0.11909587372651177, 45.318968700632155]","[0.3110398763171612, 0.2245352272395062, 47.5426836511509]"
19,19,0.029377580541710663,0.04750857127727905,0.02856949087648502,0.04287811140140602,43.446935641721154,"[0.0294168362937391, 0.04382948152476382, 43.446974110402046]","[0.029667209165682266, 0.04391263120984593, 43.44695497741258]","[0.027967425116398173, 0.042476793770034674, 43.44693933662451]","[0.025658144276252026, 0.04080052042371152, 43.44692215885444]","[0.0248498375949126, 0.0404751059199523, 43.446925296316465]","[0.026572909778331513, 0.04180780144931781, 43.44691957140717]","[0.02898002891717907, 0.04351070497681356, 43.44693753866364]","[0.029805649435289672, 0.04405366409498081, 43.44692060741192]","[0.02852841777595813, 0.04297231576618992, 43.446901514920434]"
20,20,0.6876385139608215,0.2006416019191038,0.5048057660952756,0.14392230952832355,-352.9710693461629,"[0.2506483434706097, 0.03296802910618008, 39.403719471395384]","[0.25055915942647167, 0.03365684852275784, 39.40372351040244]","[0.24983745729294737, 0.03307243399279037, 39.40375060289111]","[0.4912499411567047, 0.1477559627213866, -57.26642483959737]","[0.21963504352626562, 0.0801827163145512, -430.29838635163793]","[4.501443198214723e-06, 1.1633812315173417e-05, -706.6601096596338]","[4.530563396812133e-06, 1.184301320004949e-05, -706.6601096551449]","[4.669555317002266e-06, 1.3319280820332097e-05, -706.6601096475894]","[4.848072219767519e-06, 1.6285375930399807e-05, -706.6601096683441]"
21,21,0.02785831927416852,0.06501101804518361,0.025991331813910938,0.061385385692578814,37.88275718364984,"[0.02563801227986825, 0.060995916214450135, 37.882954976590085]","[0.025237077632044354, 0.06110850153106944, 37.88289290120403]","[0.0256645373500116, 0.06213195938182407, 37.882852169622524]","[0.02588787042637084, 0.060532865963888426, 37.882852981707956]","[0.026037029595633837, 0.06201744959303404, 37.88279254963371]","[0.026712809253462175, 0.061366204928132585, 37.882678832740226]","[0.026564858116603227, 0.060945326916816554, 37.88262991712373]","[0.02650607769978167, 0.06221671855627499, 37.882594049906636]","[0.026271826393234884, 0.06067127198895345, 37.882554570587324]"
22,22,0.10122695201022847,0.2783876083128441,0.10019907661542388,0.2724141054240552,39.05749218165393,"[0.12662155959141588, 0.2918417163259336, 39.07108696934759]","[0.11375508656886141, 0.2956509731233233, 39.0698763988084]","[0.10456596577978527, 0.2753831090665106, 39.0672820202557]","[0.10565875204643063, 0.2694048512630977, 39.067742768344544]","[0.1143721704922773, 0.2758184557268099, 39.063732495415834]","[0.09897386180630013, 0.28602731180852586, 39.04958171326457]","[0.06813713602859735, 0.2986640900480605, 39.04093561382472]","[0.07575420689195983, 0.2820596479563997, 39.04223294825543]","[0.0825568492256748, 0.24031062838738287, 39.0444292089325]"
23,23,0.2525830537351372,0.2747619182811033,0.23434925527764283,0.27449266754135004,39.40242533540372,"[0.21795354680895318, 0.2756447863667557, 39.40241161744655]","[0.2149458400809341, 0.2812041571947392, 39.40239977660561]","[0.2175999274300028, 0.2759304519565555, 39.40242388475251]","[0.21146355308615863, 0.2763678653778054, 39.402438236749134]","[0.2150428288087199, 0.27318374052620914, 39.40235657509178]","[0.21634598458948226, 0.27400212381271943, 39.4023915756638]","[0.2056051247212399, 0.2777817195393353, 39.40245513835312]","[0.221891630321277, 0.26998829870310453, 39.40240385484306]","[0.2172099142005963, 0.2675150208120187, 39.40247968859688]"
24,24,0.28536461349783754,0.04591395094037533,0.28407811566386915,0.04111995329267754,51.632317783851796,"[0.222511272388902, 0.04096459573375889, 51.632322211535225]","[0.21183934653560849, 0.04096533895100468, 51.63229828341445]","[0.20626791926567054, 0.04090166216423134, 51.6322928618899]","[0.2225087843691826, 0.04090238443482222, 51.632306642629906]","[0.21984615837066007, 0.04090141962928241, 51.63236142845421]","[0.2102829385481715, 0.04072782812438064, 51.632332102757125]","[0.2123707869862003, 0.040831022212083554, 51.63229679502922]","[0.21836485929587718, 0.040838788558995094, 51.632337707408716]","[0.22483274227084857, 0.04083339951046031, 51.63233207678492]"
25,25,0.010977995991323295,0.044431291708419834,0.010980691929482454,0.03895864939733031,43.42791078225796,"[0.009392151685116939, 0.037890716738467764, 43.42791774781534]","[0.010606291096356113, 0.03828957294113238, 43.42792104186051]","[0.010022802444133621, 0.039302640722596593, 43.42791814430741]","[0.01035053968932565, 0.03935437686406912, 43.42790835679592]","[0.00907090930831352, 0.03894845208678227, 43.42791211453566]","[0.010410009122021805, 0.03761471364718366, 43.42791114533936]","[0.0095035555710449, 0.03732862376925388, 43.42789979521207]","[0.009921188736231308, 0.03754133230757806, 43.42790435512962]","[0.00945786808532004, 0.03913854141207452, 43.42790800215615]"
26,26,0.22054467251673204,0.11305127798871761,0.21820081344226916,0.1114477839784211,39.403578888079764,"[0.215885812201059, 0.11370160205032405, 39.40359000876604]","[0.22116990020670643, 0.11031386761903628, 39.403595275355705]","[0.22082952665459837, 0.1110321368737737, 39.403568070917636]","[0.2186847085160692, 0.11227444223350311, 39.40357284821938]","[0.2155071023183329, 0.1149991063158213, 39.40360373181908]","[0.2182221694271102, 0.11219257619241498, 39.4035852814221]","[0.15208273299163297, 0.11096219837681692, 39.40359012813818]","[0.19119203061052806, 0.10459760139655831, 39.403540933246404]","[0.22250019010609876, 0.10450461037100839, 39.40354496744384]"
27,27,0.28487963576674413,0.18272435053005281,0.2846479343461577,0.18180793940841342,39.40248390397183,"[0.2848958845285331, 0.17566270087895808, 39.402452610155336]","[0.2865149497501144, 0.17830357782419362, 39.40248046604659]","[0.28449086663223144, 0.18057423641438775, 39.40245279707501]","[0.28135807486446207, 0.18219016654724082, 39.40250886637818]","[0.2785024767643846, 0.18453514482068795, 39.402577108696974]","[0.2752549968955153, 0.18651723008120466, 39.40254519837176]","[0.2776454932837723, 0.18504788966395147, 39.40247481394696]","[0.2808235871753, 0.18198289513706245, 39.40245485292356]","[0.2818746867032007, 0.18097540574553922, 39.40245855743848]"
28,28,0.2370608488898595,0.036900015081669325,0.23680705093649648,0.030225716913653965,52.51029409051736,"[0.2328738516928815, 0.03139502426703921, 52.510103320179766]","[0.23270959854071993, 0.0297685006682074, 52.51005083536925]","[0.23232840985686484, 0.028010246950188084, 52.50999599870988]","[0.23243695909093884, 0.02756654990898437, 52.51005022224374]","[0.23242594762641028, 0.029004331967953663, 52.51001619649469]","[0.2328799141133709, 0.03075435883070595, 52.51066685748147]","[0.23290017603317506, 0.031803608430705156, 52.51118235095064]","[0.23285114120017944, 0.030765678234214625, 52.51065159629476]","[0.23243865533659358, 0.029061319141180358, 52.51017225368172]"
29,29,0.10024831380485974,0.3626992127351241,0.10019316292261483,0.3621647752183566,43.1292927316938,"[0.09964335046717346, 0.3600108744290791, 43.12926849745679]","[0.09951038137726718, 0.3600322868219098, 43.129287355508204]","[0.09957285656725304, 0.3600138189251302, 43.12930495782486]","[0.09963399511075406, 0.3599627808689495, 43.129291243104454]","[0.09967871448838915, 0.3599642840541054, 43.129285185510234]","[0.09990689881359466, 0.3600031948833854, 43.12929881510456]","[0.09977146597032997, 0.36001786101388733, 43.12929723968977]","[0.09993281397580779, 0.3599851919118315, 43.129307135481184]","[0.09979544020332475, 0.35994496595124464, 43.12930718544303]"
30,30,1655288311592509.2,0.0725723943040242,1543373272043453.2,0.07532222249646008,1.0379764284201586e-07,"[233468258558908.8, 0.08075553288147035, 5.191090229017757e-07]","[559786634328762.0, 0.008745129645553806, -2.6957654159404618e-11]","[1245127287778234.2, 0.00581093448936295, -2.6957654159404618e-11]","[716937397530591.2, 0.009092025146795156, -2.6957654159404618e-11]","[729567513152910.6, 0.10830204553605585, -2.6957654159404618e-11]","[711128068613366.5, 0.10679224845143581, -2.6957654159404618e-11]","[884112974474017.1, 0.008462709062064143, -2.6957654159404618e-11]","[588982765702547.5, 0.004410312314858015, -2.6957654159404618e-11]","[1473077462155107.0, 0.1467204839206742, -2.6957654159404618e-11]"
31,31,0.056430810187429147,0.03242945966093634,0.05550661194344328,0.02137270811341265,44.384565841726314,"[0.056927519472811224, 0.023831466963709115, 44.382930197452815]","[0.05635493850848057, 0.02144202288704294, 44.38447327285624]","[0.05538133374761381, 0.019408253604481642, 44.38515165283202]","[0.05505318820096326, 0.020390350744177305, 44.38504194756717]","[0.05558798796660719, 0.021708186731410655, 44.38476529332912]","[0.05630767233552724, 0.022796025861472467, 44.38454120129502]","[0.056503463689191874, 0.02314466198123311, 44.384875077245084]","[0.056084250023334906, 0.020773735706119532, 44.38513723951382]","[0.05572790237113465, 0.018972924148792453, 44.385106817013785]"
32,32,0.05692447649215985,0.035412835069886274,0.05646444196464854,0.026500526903914783,44.07268560642591,"[0.05685177955149884, 0.028891207434848836, 44.07269396968899]","[0.05660981212145692, 0.028427145440797268, 44.072695679875864]","[0.05547078049002424, 0.02550903705106179, 44.072693632748546]","[0.05455678651402517, 0.02276421926467812, 44.07269036241113]","[0.05480913060160634, 0.023472679341552647, 44.07268623276304]","[0.05596991470651852, 0.026768064364037232, 44.072683199136954]","[0.05687472224735487, 0.028991436499615848, 44.072678183801266]","[0.056648671476928356, 0.028298094421877116, 44.07268039814528]","[0.05547672724384799, 0.02518283049240101, 44.07267660691721]"
33,33,0.12547612561819144,0.4385587760860978,0.12544511194447522,0.4379697956160185,47.2360317830344,"[0.12331228169164446, 0.43805617178231543, 47.23574785236403]","[0.12308068931464172, 0.43794612669479493, 47.23585735817428]","[0.123251451005017, 0.438004710245298, 47.23607600785354]","[0.1231370433202054, 0.43792852443952557, 47.23618270483222]","[0.12304958937825859, 0.43782122568685367, 47.236159924982395]","[0.12315305338201424, 0.4379584534729296, 47.23617392231275]","[0.12322482058007195, 0.4379036756923409, 47.23612764963412]","[0.12304229341278372, 0.4379987726289614, 47.236104582330306]","[0.12342425175399703, 0.438049540546941, 47.23605400000753]"
34,34,0.12728316582458976,0.4538484012842563,0.12709169554412056,0.45357083050662245,43.228896897601956,"[0.12434489539488378, 0.45351340181374616, 43.228908816758924]","[0.12446988909090256, 0.45331300928248947, 43.228802435636666]","[0.12413363992633317, 0.45350892145849175, 43.22901415159581]","[0.123715197976326, 0.4536450433806333, 43.228958862220686]","[0.12354274788529537, 0.4535073270824862, 43.2289821169825]","[0.12356398705955746, 0.4536649875322431, 43.22894643337106]","[0.12355608761504004, 0.453669083408298, 43.228812326586166]","[0.12385138471777661, 0.4534762624129673, 43.22880387996969]","[0.1237738709444276, 0.45365525887160674, 43.22876746663034]"
35,35,0.13455902074759893,0.34609533116060864,0.13447131115244862,0.34527114850667723,42.621626335126166,"[0.13252801968889147, 0.3404209131145108, 42.618308658783675]","[0.13374489980476692, 0.33961765062305005, 42.60448591571169]","[0.13371600718729088, 0.33986877391110526, 42.604216890710205]","[0.13207120099548794, 0.3403901748700949, 42.6039970311293]","[0.1314568775270406, 0.3407513635932969, 42.606378630786054]","[0.1319335237137223, 0.3411148499175483, 42.621309915434544]","[0.13349452818053464, 0.3401737355776465, 42.643527717031105]","[0.13512874695314273, 0.3392053053508766, 42.646058694992824]","[0.1338739994403413, 0.3402148983750829, 42.635699547286656]"
36,36,0.29110944475615025,0.2774160767445739,0.2907810077341409,0.2768342796917752,39.40221607029014,"[0.2917517398794909, 0.2735832009263306, 39.402154706788046]","[0.2890249880435979, 0.27242768868913153, 39.40214775434404]","[0.28528068207439256, 0.2734967329014881, 39.402125477251296]","[0.2866203947133251, 0.2731574981200621, 39.40212075810242]","[0.29108056699883755, 0.27646825552406845, 39.402292512858246]","[0.2881492751738402, 0.2765144151845261, 39.40235265760255]","[0.2732240110171146, 0.2834971279510355, 39.40234256506448]","[0.27527101320811576, 0.2837373199073303, 39.40238726040321]","[0.29195793369081163, 0.27375894784536037, 39.40215180455445]"
37,37,0.12501152422297046,0.038066134505146766,0.12422754366039515,0.0301205088299685,45.23691175859075,"[0.12477860255414482, 0.0336508903942558, 45.22811849906374]","[0.12389836481859215, 0.02928717728275485, 45.22802658946301]","[0.12331374954440043, 0.024001719385948205, 45.22771180016031]","[0.12354155853591825, 0.024727910471294936, 45.22749658608297]","[0.12442902453087573, 0.03073995065174188, 45.229022955998296]","[0.1255585125932354, 0.03467093578145928, 45.2402161212186]","[0.12607488152674753, 0.03530361185524668, 45.249477281476416]","[0.125650246399027, 0.03320158896905831, 45.249908419714295]","[0.12480469173199701, 0.027493550969386174, 45.25022490990258]"
38,38,0.08063434711857384,0.05282712679961028,0.08021897890265899,0.04858549339294289,44.32817820512363,"[0.08094423444087985, 0.05072446232449899, 44.32825809125841]","[0.08190533314694279, 0.052346124990190944, 44.328157306521675]","[0.08088534150570606, 0.05037502557465032, 44.328147064707565]","[0.07849663113824337, 0.046776705797074915, 44.328151277952216]","[0.07639558977423344, 0.04427339340618446, 44.32813821156623]","[0.07616398589493355, 0.04420305969052178, 44.32821927528063]","[0.07792261567778064, 0.04635864410878361, 44.32818896405883]","[0.0803335326580935, 0.049610145131796915, 44.32818422662812]","[0.08170632299251804, 0.052053674640927, 44.32815708983988]"
39,39,0.22309570331971462,0.33918542184746076,0.22244779625162978,0.3385477193986234,43.66758154104952,"[0.21784477332645405, 0.3287876577408221, 43.66773956655039]","[0.20586771511620314, 0.33962694091676254, 43.66768392271551]","[0.20808854765239385, 0.34063759354445966, 43.667675781356806]","[0.2138230446995928, 0.34122421728249275, 43.66772067256538]","[0.2259041216007632, 0.331436524148489, 43.66770017195206]","[0.22983944432718784, 0.3332619834681112, 43.66744687577126]","[0.21745325082359968, 0.33952266979696366, 43.667308339292646]","[0.2235895902984412, 0.33615111391462754, 43.66743538827782]","[0.22377962785373137, 0.3365660114130619, 43.667490274385415]"
40,40,0.06047571380819173,0.03979321750713412,0.06015688509625194,0.033465563700560155,44.95526004155364,"[0.05842484806009094, 0.03163479573421143, 44.956279545198996]","[0.05914817937703672, 0.03308262186120265, 44.95585479369575]","[0.06006271788032872, 0.034495073390337395, 44.95525935294534]","[0.059939383963536465, 0.03505773465475235, 44.95506195642019]","[0.05946141426210815, 0.03342627674256974, 44.954918772924536]","[0.05871714305838339, 0.03221957210007364, 44.95478534861934]","[0.0584813779219228, 0.03198573535748444, 44.95481185794971]","[0.059608977426291475, 0.033856595915392786, 44.954977442036785]","[0.06020175939607189, 0.03492692753785869, 44.95503123676546]"
41,41,0.06731866867985471,0.034905516311439795,0.06176004862999847,0.025093484594364307,43.66860887162972,"[0.0641265652221608, 0.02523712074239978, 43.666181476093705]","[0.06209548841831653, 0.0246497924841141, 43.67288498941902]","[0.06047617102790446, 0.024965421977907944, 43.69033455051157]","[0.06535378488138772, 0.02356716784384175, 43.67440472519129]","[0.06003073786996961, 0.024285054442742444, 43.657082911889795]","[0.06015914528494468, 0.024757116655591473, 43.658980981506595]","[0.06780721936244473, 0.025675406234512026, 43.67282174609494]","[0.070703146232622, 0.025295078540399044, 43.66584135735812]","[0.06665306583762914, 0.02510340290550149, 43.65662099295108]"
42,42,0.2479772204686848,0.23536076620731175,0.2344663544335244,0.23456591582629793,39.40264028923228,"[0.17442093342957907, 0.23623252608407083, 39.402708911067585]","[0.22950343231838105, 0.22745773811328018, 39.40270833371549]","[0.22583002911468494, 0.22598632812993383, 39.402671059300644]","[0.22474726198605213, 0.23942841387434777, 39.40263785397422]","[0.22109679002895757, 0.23978057289740526, 39.4025742658754]","[0.2229645185397572, 0.23408930628831548, 39.402585357861504]","[0.22332332043791583, 0.2343126842750454, 39.40258541323187]","[0.2140043207428612, 0.23254114921258992, 39.402574283917566]","[0.2411325477912686, 0.2320015224680854, 39.402664818493555]"
