,Objname,ObsEcc,ObsSin(Inc),PropEcc,PropSin(Inc),PropSMA,0_2PE,1_3PE,2_4PE,3_5PE,4_6PE,5_7PE,6_8PE,7_9PE,8_10PE
43,43,0.15005211863789147,0.41292271767195116,0.14345714792336367,0.4125787498363482,42.28764715290405,"[0.14965869449511165, 0.40876429402656056, 42.33933899775327]","[0.14193202228654297, 0.4113532856004286, 42.31755389354854]","[0.1418131231906802, 0.40938808991475406, 42.294915839211605]","[0.09393738780006564, 0.40539170165000876, 42.27242953477586]","[0.11228921762890909, 0.4049005544384257, 42.27006242553338]","[0.12431011615916246, 0.4071681066415245, 42.2702316598558]","[0.08960786921360683, 0.41087662919236084, 42.271527046766735]","[0.09732981046666661, 0.4180286883391813, 42.270061944998105]","[0.09657943820261478, 0.4189528810664098, 42.26238663982506]"
44,44,0.07234557901376859,0.035759083891145696,0.0711045396462614,0.026368448388480167,44.23451456764977,"[0.07133543188271388, 0.02613621863362817, 44.241226303160005]","[0.07258979014957581, 0.029354259170666593, 44.24046691297976]","[0.07299275872323527, 0.030404929341189824, 44.23913664969597]","[0.07207894864027675, 0.02836731290135536, 44.235664851376406]","[0.0705275011999393, 0.02431786327215199, 44.23210407679635]","[0.06969504112245836, 0.021496488528309824, 44.2305723777369]","[0.07001540863932368, 0.023131324198859066, 44.23098888338001]","[0.07103568121859052, 0.02704322077730858, 44.23101980013478]","[0.07181530370357622, 0.029663088898424877, 44.22911681487944]"
45,45,0.06757486266728466,0.03861269019439807,0.06624044113670391,0.030699522318386577,43.422491735986654,"[0.06716605517584966, 0.03017019339842248, 43.42248418089524]","[0.06786481135854443, 0.033712138600303795, 43.42248548102256]","[0.06717876004827374, 0.032709338942150404, 43.422484487511845]","[0.06665421075359093, 0.028487037302254322, 43.422480169757755]","[0.06442075630255016, 0.027245907398426396, 43.4224907877477]","[0.0662045983709535, 0.03188033900407401, 43.422492928938226]","[0.0693063516340532, 0.03574116371023756, 43.422501899635655]","[0.06684898597479486, 0.03318592161241706, 43.42249205301206]","[0.0651351571941287, 0.02775657205206478, 43.422497911288524]"
46,46,0.022021240587550103,0.039413197555826285,0.018820381570919795,0.030548915359281722,42.44880049273605,"[0.02488339490129602, 0.03234253503828791, 42.448610486117154]","[0.023440348903897932, 0.029769571521887646, 42.44861941502736]","[0.016839511599447358, 0.02841405720946576, 42.448583864499014]","[0.018189176277727308, 0.028059950326144462, 42.44854808939634]","[0.016469893369479974, 0.02770576324495994, 42.448517607237385]","[0.019218673262919116, 0.028275763947424797, 42.448555005704506]","[0.02471310963288201, 0.03202969334961361, 42.44872520252068]","[0.021882889673528298, 0.031279066287476565, 42.44914396070514]","[0.02336659900794767, 0.031858035135266964, 42.44956521878217]"
47,47,0.02863236800266916,0.04073922405484626,0.027363790523758126,0.033252180417444724,42.938010271820595,"[0.029644849414077565, 0.03537477639482013, 42.93800947219521]","[0.027221224413163884, 0.032236435023659235, 42.93800892024842]","[0.025794109066995644, 0.030720891901977604, 42.938011850255855]","[0.022214883088184586, 0.03083681487996366, 42.938011048709406]","[0.02420960710068663, 0.030728682964732305, 42.938010214635156]","[0.027023786704155377, 0.031387172665859886, 42.93800996374607]","[0.028282220069234677, 0.033962010476947475, 42.93800874842878]","[0.030989356691430294, 0.03656469374888819, 42.9380106666401]","[0.028595060869422026, 0.03502286548805642, 42.93801097522784]"
48,48,0.0435037870044312,0.03382836002860678,0.04293649125331607,0.023559634964322836,44.24840507169758,"[0.042393313263165276, 0.022139566523288683, 44.24837213831296]","[0.04228311697947045, 0.023299720529239877, 44.248384718902]","[0.04312506638949804, 0.024083847207784337, 44.248413545158634]","[0.04417881576853924, 0.0253735014547312, 44.248432331278316]","[0.04453243198554607, 0.026155513009040055, 44.24841962224778]","[0.043880026633676135, 0.024160041031072863, 44.2483902993885]","[0.04282361560535232, 0.021998466825970193, 44.24838727389745]","[0.04230837688377302, 0.02272611795640641, 44.248412590545755]","[0.042736914263555505, 0.023945495476983915, 44.24843276160695]"
49,49,0.04722820199067413,0.06162643638395844,0.04655388043706411,0.058088466595563645,43.97510141123816,"[0.049475317990165295, 0.06054593335098989, 43.97510550917427]","[0.04681111330975741, 0.05764262132671108, 43.975104720016056]","[0.043775101252196635, 0.055188850941381734, 43.97510336761914]","[0.041872915400463465, 0.05471439066644798, 43.975104128027475]","[0.042123948571419795, 0.055534035924469115, 43.97510198452664]","[0.044321537895723656, 0.05668218954874301, 43.97510160943605]","[0.04732124931619156, 0.058238812413769145, 43.97510002580501]","[0.04982476657774161, 0.0604530152363547, 43.975096808115424]","[0.05087373139979633, 0.061845176567534306, 43.975096256343605]"
50,50,0.027795978908636873,0.03183991169962651,0.027413208337285878,0.020542711045712866,44.700499106851794,"[0.02738234604064005, 0.02121822974241835, 44.700498291398546]","[0.027135975554181256, 0.020406100606893657, 44.70049897869067]","[0.026747015406019318, 0.019874080755474303, 44.700499503705444]","[0.026429622600378115, 0.019760632328031547, 44.70049936881822]","[0.027225300319155304, 0.020634048385565536, 44.700499275129886]","[0.02773459322950389, 0.021192931905357062, 44.70049950109399]","[0.027372300359040834, 0.021209936393709525, 44.700499544038394]","[0.027155216345563848, 0.02037161405842173, 44.70049937005695]","[0.026716123363262408, 0.01986217635720575, 44.70049879378759]"
51,51,0.11767165600268506,0.03721261296234148,0.11715188608566511,0.028928619104339692,45.092899410069386,"[0.1170853964852063, 0.03225061439457403, 45.092868386839584]","[0.11710850038870467, 0.03154618505540037, 45.09286215247631]","[0.11615808551908237, 0.02612587599081463, 45.09288915820813]","[0.11604230392835604, 0.025735091864261143, 45.09289821248891]","[0.11691845734047795, 0.031048517057500037, 45.09287015410453]","[0.11703932114498831, 0.0324391388769487, 45.092865872455704]","[0.11584114618751822, 0.028550103733413323, 45.092922814894045]","[0.1148453434833839, 0.02593836834821952, 45.092964309930736]","[0.11523870487033712, 0.02766299027627003, 45.0929473846283]"
52,52,0.13131011803748277,0.36264305629134136,0.13093496535171004,0.36215802322190394,43.75939967586921,"[0.1314419052577487, 0.3557789405477474, 43.76129431547954]","[0.13021655015400985, 0.3553241998217185, 43.7619880150821]","[0.128581896554452, 0.35484455851631, 43.758790955204056]","[0.12894119903348814, 0.3547966540129951, 43.756023980923615]","[0.1311598677011732, 0.355723146322119, 43.757953072468084]","[0.13393422958266352, 0.3564719048945503, 43.76062313238184]","[0.13374459543459655, 0.3570586778868138, 43.762942554122354]","[0.13153811272981267, 0.3563327496460213, 43.76036386366771]","[0.12947626509031898, 0.3554324657084033, 43.756020244142015]"
53,53,0.04305826786788777,0.06645842322256157,0.039585881111669954,0.06304607880942227,42.276390801265265,"[0.06736437482663202, 0.043522582140824564, 42.273359627985855]","[0.053712010819658096, 0.04593284042940395, 42.27399679576877]","[0.03289882500484859, 0.06012478398065851, 42.27555498583233]","[0.026320567897963644, 0.06329753403498503, 42.275192868470725]","[0.0297487198945874, 0.06095098111446922, 42.2751718789374]","[0.029323842283407002, 0.0639422665873592, 42.276493902056764]","[0.031243300033382645, 0.06381373465259556, 42.27349939752829]","[0.031120586854505767, 0.0743857719609387, 42.281348362459184]","[0.026406378072476037, 0.0789623440875148, 42.28437123598289]"
54,54,0.1033300006866885,0.03299101207001321,0.10276109620812114,0.02123953015658027,44.20491739954863,"[0.09707313377508427, 0.01580857841479098, 44.204687158380935]","[0.09714866622321745, 0.017864852455389775, 44.204700224492804]","[0.1004054658195488, 0.023712124931359466, 44.20474185769583]","[0.10146513128752736, 0.028148192820210926, 44.20488268451101]","[0.1015464830083712, 0.02878922980693798, 44.20500538885412]","[0.10062385312743978, 0.025349616556335497, 44.2050483926858]","[0.09937623815855932, 0.019696742976503295, 44.20506324923657]","[0.09733835222436353, 0.01616115611290439, 44.20506806028425]","[0.09742805678600563, 0.01763015321372071, 44.20508875318276]"
55,55,0.08984947643885965,0.02819092010148438,0.0897132370500429,0.008000417028604637,45.58006182216144,"[0.08783979869052759, 0.008023950693326698, 45.580068636556014]","[0.08811299212707147, 0.007684240628062538, 45.58007361548875]","[0.0878000738108858, 0.007783167601370866, 45.580077313492275]","[0.08810120806210368, 0.007738360051631804, 45.58006750230804]","[0.08788031213176735, 0.00802096429897633, 45.58005953311773]","[0.0881503684407983, 0.007995709480882135, 45.58005233593071]","[0.08792030316981485, 0.0080930598734926, 45.58005597017867]","[0.08808025506034987, 0.007813083426628521, 45.58005688724031]","[0.08787112177887689, 0.007781246264168024, 45.58004764141765]"
56,56,0.29585672800086565,0.20955419040529075,0.29562053599517096,0.2087551377398426,50.34905367765999,"[0.17543220573608626, 0.2081974949621392, 50.34906803132606]","[0.17390442220236263, 0.20823168776111756, 50.349144883622635]","[0.17536190254857992, 0.20814913472805255, 50.349076289662555]","[0.18170888048752096, 0.20788026597461254, 50.348957332023346]","[0.18344088605483794, 0.2078465893053336, 50.34894491326555]","[0.20286055425462568, 0.208084937280535, 50.349082552800105]","[0.18089763245983728, 0.20800131114127, 50.349135111282266]","[0.16855986380673715, 0.20737962248313294, 50.34906936406627]","[0.16322416348198307, 0.20703203149796623, 50.34904701612635]"
57,57,0.25394055796514686,0.036582084330951725,0.25334711866061915,0.03000437884345477,50.879706361401404,"[0.2525052815059727, 0.030715158773036086, 50.87974236247565]","[0.24931624682693618, 0.028102154195375168, 50.87320729446679]","[0.24695783975058708, 0.027531812257833077, 50.900029233700515]","[0.23692235157563463, 0.02843443443088339, 50.90233466478283]","[0.250668027088006, 0.028642611275010256, 50.8860051946686]","[0.24862367837683155, 0.029116951072645236, 50.868570170743496]","[0.2541641860565112, 0.02879455033119746, 50.863874642235274]","[0.2533257922366397, 0.03020967532394237, 50.864086751133726]","[0.25399131570043837, 0.030841429332535142, 50.86887810036728]"
58,58,0.4195654892453724,0.06731757571575037,0.41774390588884824,0.06347869153124697,59.30563531644231,"[0.31254161479928444, 0.02863319797232727, 53.69270457342544]","[0.3390054116172445, 0.03465440083140911, 54.464851470152425]","[0.332912589799993, 0.060072104178844066, 55.3437377019737]","[0.37761360108904246, 0.06235510138772214, 55.43005008387313]","[0.39672010945120656, 0.0632218437068335, 57.020340798286746]","[0.407512542070281, 0.059238448878347415, 60.85273516803328]","[0.4781895134293894, 0.07138797796398749, 65.13760770984503]","[0.4887706104873858, 0.0860319125180358, 67.22154524991687]","[0.4703390205332209, 0.09001070023937215, 65.33357727242009]"
59,59,0.09250551697545077,0.35542538146359864,0.0922478366819847,0.35437863666739317,40.58111399341175,"[0.09070735643288938, 0.34632130886449075, 40.58031234535328]","[0.09047749275032395, 0.3471422806022978, 40.581719831041866]","[0.09040262541845395, 0.3474480426822964, 40.58199471886308]","[0.09048582704807573, 0.3468637174100205, 40.58138432864436]","[0.0906933583542983, 0.34624529426965417, 40.581158329029606]","[0.0907682397680211, 0.3464318809784961, 40.58059328680519]","[0.09065150943313063, 0.34725244617602763, 40.58053430425273]","[0.0905111646156772, 0.347435249484515, 40.58134676337787]","[0.09050922745437975, 0.34668724504201953, 40.581569842761525]"
60,60,0.08057419637697688,0.043043858161275976,0.07925794668214041,0.036404433151103095,43.30046325343877,"[0.07325165912145225, 0.03059510697391936, 43.30038836232206]","[0.07824696547800694, 0.03692041825419019, 43.30037752290968]","[0.0792007888794634, 0.040836465254825226, 43.30045711407708]","[0.07978490955801702, 0.0403064045631904, 43.30048973791091]","[0.0763335091255775, 0.035093692439855294, 43.300546071040635]","[0.07377598147035919, 0.02922621647143638, 43.3004375989028]","[0.07645903231399791, 0.031607027954842416, 43.30036258615962]","[0.07814418345459581, 0.03987359438908717, 43.30050164545517]","[0.08140423866250213, 0.04336100769173075, 43.30056172273314]"
61,61,0.08988570566410525,0.4401818928009343,0.08979401724488956,0.4386102633959212,37.85026965948404,"[0.08368436861284984, 0.4400479750440578, 37.87001789452717]","[0.08372329301990343, 0.4398019820788246, 37.8716303959794]","[0.08410048993487704, 0.43953537539970955, 37.86671235129387]","[0.08419756136989147, 0.4394265656505019, 37.85386890997065]","[0.0846958492718552, 0.4393517828056136, 37.844101336301385]","[0.08734499713025688, 0.4391516191775044, 37.83840027289205]","[0.0909162354675157, 0.4390518804067953, 37.82959023041207]","[0.09601024030248502, 0.43922472953625774, 37.83719437049273]","[0.09629719382905173, 0.43918514422218485, 37.84092685949803]"
62,62,0.0514678352689718,0.038950382058466335,0.05086208710210069,0.031785049464778864,43.753617317164895,"[0.05057337200959557, 0.03352551266061459, 43.75360521269669]","[0.050119978918311194, 0.032953999924346174, 43.75360862926981]","[0.04868578349668634, 0.03062995595977787, 43.75362086101801]","[0.048373826354389825, 0.030091725700584136, 43.75361866209309]","[0.04964108860688238, 0.03217207081598446, 43.75359580795243]","[0.05063569067709247, 0.03369955083549866, 43.75359209889596]","[0.0498553621610654, 0.032141979909019514, 43.75361880243014]","[0.04842914707386105, 0.029470574617492043, 43.753643869166154]","[0.04845875414850003, 0.02946893824982707, 43.75364611788516]"
63,63,0.10903163394063656,0.5556584957334337,0.10887101356814037,0.5554753116825855,41.56150713773186,"[0.10974310154069346, 0.5520075924556425, 41.56154338806883]","[0.10835113481283005, 0.5523284742381865, 41.5615539009346]","[0.1066369514471402, 0.5526803385421579, 41.561550761985806]","[0.1078194058424644, 0.5527215438804124, 41.561546309838434]","[0.11011361168257695, 0.5525518828224791, 41.56152919852731]","[0.10971793576141214, 0.5520957598265169, 41.56151866229106]","[0.10612000798111915, 0.5525274312586939, 41.561481884394794]","[0.098799895413674, 0.5531611591913838, 41.56144991840028]","[0.10221622690731808, 0.5529565867076154, 41.561430037242026]"
64,64,0.09549838730696666,0.08806741006620618,0.09547320632491268,0.08482515925401633,42.45417676915856,"[0.08811259615629714, 0.07221670132030977, 42.45290614926127]","[0.10117234258016967, 0.09258043366186204, 42.45598722190331]","[0.09398933617810265, 0.08178588554476146, 42.45573742367008]","[0.08670729100947303, 0.07117961482194747, 42.45098873906674]","[0.10113016718044597, 0.09050881117694869, 42.45408555119214]","[0.09738462448339176, 0.09340508704002697, 42.45761454294857]","[0.09255997308543847, 0.08337409820104369, 42.454900302520805]","[0.10316334824287253, 0.09476582195514932, 42.453440489042315]","[0.10077166926742168, 0.09633292665123407, 42.45325447573343]"
65,65,0.11852338671290592,0.1559350170860509,0.11626137840059518,0.15455488845570556,42.95817045377048,"[0.10617867213008078, 0.1494821349619755, 42.957346092770074]","[0.10603267363220199, 0.14956422133126926, 42.957093432966886]","[0.11335767212265782, 0.15355367603190961, 42.95707613356226]","[0.12616994455106795, 0.16218492258528014, 42.95759663279337]","[0.1312164667530456, 0.16643485739373962, 42.9585951960467]","[0.1239983825837882, 0.16012401424953943, 42.95860309703744]","[0.111626694876847, 0.1528904348588148, 42.9584478860368]","[0.1055098985840416, 0.14937017406269076, 42.95896699970095]","[0.10657758115977663, 0.1495401253575835, 42.95938628526444]"
66,66,0.07908605562232913,0.11363842376240327,0.07853438118194829,0.1119259441757326,44.23992182812729,"[0.06446301816689791, 0.10275513022725442, 44.24516576480531]","[0.06723762707840412, 0.10535191332617069, 44.24037443241119]","[0.07070688533080874, 0.10718109651449265, 44.23865736457103]","[0.07478267236866626, 0.11068235117094231, 44.239267845488726]","[0.07840726717117458, 0.11307942554960203, 44.237153869088154]","[0.08214062063082606, 0.11473016296884002, 44.23727234966116]","[0.08534512601123245, 0.11771999769694609, 44.23866922146023]","[0.08712536885383375, 0.1191708358991525, 44.23898313711652]","[0.08768665267710712, 0.11887396040745223, 44.239962877216925]"
67,67,0.11171902175263149,0.04969693050765163,0.11155263888612693,0.045902287193943785,45.67608077371499,"[0.10751818892016493, 0.04328692746815329, 45.676068449687875]","[0.10690896470025386, 0.03985270894423787, 45.67606668330702]","[0.10577512257774006, 0.03915384619109586, 45.67607085577893]","[0.10700820666358561, 0.04034610607344142, 45.67607672384434]","[0.10765751359922698, 0.04331759499438069, 45.67608665609718]","[0.10701265850880516, 0.04859411161859761, 45.6760965371678]","[0.10719763029774122, 0.04993347732236513, 45.67608984618402]","[0.10799250045301023, 0.050837176834227844, 45.676080992959974]","[0.10642031382645864, 0.04838884694619624, 45.6760881541876]"
68,68,0.061138691910820255,0.03689589089905441,0.05974490108413559,0.02721497378001524,42.86575629110023,"[0.060326299474864654, 0.02461804935232643, 42.86562572575148]","[0.0586526390865934, 0.021707682548473054, 42.86566285891029]","[0.06178360908249638, 0.028836305345638726, 42.86571160568977]","[0.06063472902728904, 0.031120951157177307, 42.86574686137566]","[0.05922945829907842, 0.029922355733731847, 42.86581072179561]","[0.06112146716800611, 0.026742204790530185, 42.865875711171654]","[0.05826424960807583, 0.020826474531247183, 42.865849263939225]","[0.060950165336060694, 0.026196187418898387, 42.86578721889777]","[0.05875005586006719, 0.029406508160946514, 42.86578402475874]"
69,69,0.11317010810331367,0.11328925665310997,0.1131321661641882,0.1115558839769786,45.277519603518066,"[0.11920605737274836, 0.11943908359340635, 45.277634053358824]","[0.11610523144095587, 0.11561404872165822, 45.27763286473491]","[0.11336373155395463, 0.11328565283948522, 45.27743050426708]","[0.1107400099326197, 0.11042568234649963, 45.2774606685056]","[0.10952267441351912, 0.10917893752225605, 45.2775463527401]","[0.1080514914936944, 0.10777116866889946, 45.277555140165994]","[0.10742358632408607, 0.1069954284744875, 45.277516095342904]","[0.10740060421955577, 0.10718945126494232, 45.27744165589399]","[0.10723458473964943, 0.10674576935208097, 45.277471023254776]"
70,70,0.030399319258145423,0.03666321782145036,0.029082588361850868,0.026986626025919606,42.79784917217131,"[0.028426627519774074, 0.02692118734442742, 42.79784444580342]","[0.027662390610392357, 0.024913797294271414, 42.79784816774705]","[0.02421395377231122, 0.024824289855491323, 42.79785232519752]","[0.026719520459958415, 0.02337915372238071, 42.79784790475198]","[0.02728294575762011, 0.026181077035646774, 42.79784666477774]","[0.03132586588994677, 0.030424056520520094, 42.79785362114607]","[0.030651651655084232, 0.029379301975637713, 42.79785219414631]","[0.030317165262564054, 0.02800553949005622, 42.79784551864618]","[0.027426495034818595, 0.027233850845867213, 42.79785065877441]"
71,71,0.08665107376380253,0.038103950043809585,0.08632594653255336,0.029988399338625137,44.04183384448103,"[0.0821183494996102, 0.024416195759440245, 44.04496749680334]","[0.08291040022500815, 0.027213809973815877, 44.04209884955144]","[0.08465988788665336, 0.03255486784407383, 44.040326771380215]","[0.08618741716262113, 0.036623108388312155, 44.04036778834576]","[0.08642158508883213, 0.03738254108485653, 44.040114575053295]","[0.08530614971918005, 0.034549673076421414, 44.04093338587212]","[0.08344153400872922, 0.02937707063073153, 44.04192281148403]","[0.0820079863597029, 0.025097451516057717, 44.04188835845257]","[0.08196267680470419, 0.02519635211186154, 44.04183773838063]"
72,72,0.05693245147385311,0.05579881075016292,0.052642759574791455,0.05032607258952445,42.26904312603812,"[0.04759632857521683, 0.048028921938762015, 42.25871322262478]","[0.05415901202624097, 0.04819534229955778, 42.26984459684979]","[0.0531647542915714, 0.05392711596483721, 42.27497753399644]","[0.051891656886022056, 0.055314189221623226, 42.279991701512664]","[0.055119719620582305, 0.04949065940445414, 42.2705183531092]","[0.047507325320701004, 0.05012866058341611, 42.269482075926646]","[0.04416364160399673, 0.055098018150766474, 42.270047122084456]","[0.057364283284745375, 0.05124643145113159, 42.270824416749996]","[0.053328516413002465, 0.04800295910525511, 42.270954039577184]"
73,73,0.014093205186455635,0.02906969705379813,0.012172965520813005,0.012838949679016753,43.43484293760945,"[0.011948919430040056, 0.01291598020634038, 43.43484312167586]","[0.012464912427506655, 0.012995268138831693, 43.434842960040086]","[0.012462324040218267, 0.012948238689574251, 43.43484376511956]","[0.011932551651469671, 0.012833963335490247, 43.43484379851739]","[0.01141461103498916, 0.012775169510652953, 43.43484340868795]","[0.01147102500670496, 0.012829494087526174, 43.43484342056959]","[0.012009708667743877, 0.012932837628853236, 43.434842810387146]","[0.012478563220412181, 0.012972936783052018, 43.434843058393916]","[0.012415576667186757, 0.012910736012956574, 43.4348419542459]"
74,74,0.017590539420201393,0.03302848755971115,0.01441359189113778,0.021037639364571665,42.6338898203304,"[0.015906054547317902, 0.022488706690752532, 42.640721608666276]","[0.01661524419524847, 0.022553762428666142, 42.6365095755084]","[0.01617516427431115, 0.022191029084847866, 42.6357110550025]","[0.015162941740808733, 0.022174926840945165, 42.63627965278609]","[0.013893675598281422, 0.020131472582516092, 42.63410869381045]","[0.015776226254028393, 0.02080145894040033, 42.630992001189504]","[0.014500757760578796, 0.020154593375588864, 42.62785507956304]","[0.015495492396326705, 0.02022437071835718, 42.627872370113266]","[0.014488153928318773, 0.02183655608669347, 42.631052981784826]"
75,75,0.5134444717051402,0.3462902326966998,0.5118390028620926,0.3444291688568539,77.89315688606862,"[0.4755364696917416, 0.345767151623463, 77.99790806872899]","[0.48577643041420704, 0.34476219033157596, 77.92214014452453]","[0.4616243406631668, 0.3468227710727941, 77.85489155297523]","[0.44905631066049206, 0.34722763680816604, 77.86341749726044]","[0.4823002756884515, 0.34355197177544117, 77.84908423691806]","[0.4924477335872829, 0.34143943948667865, 77.83662712835694]","[0.4914424236044051, 0.34293645557709235, 77.8743362762565]","[0.49255802265751136, 0.343273607076941, 77.88846351749137]","[0.4933488532917438, 0.34246610404682815, 77.88956945425187]"
76,76,0.029543734235127923,0.06510697494527894,0.028904798807660483,0.06201203806431384,43.4439351433346,"[0.023728495423730983, 0.059565146601225284, 43.44393412301458]","[0.022987848699945187, 0.05925726840020402, 43.44393404781457]","[0.025180499532648486, 0.06023731136179583, 43.443934051160106]","[0.02892452729157694, 0.061993724818058225, 43.44393492104959]","[0.03221067516487104, 0.06364881013223299, 43.44393622897019]","[0.033777823934509864, 0.06450642646249397, 43.44393604882509]","[0.033035951539544285, 0.06404210137034938, 43.443936200367965]","[0.030349535373296675, 0.06263264924926316, 43.44393606598424]","[0.02652773957228772, 0.060692827093360914, 43.44393539507824]"
77,77,0.5201758856775153,0.4607334468002853,0.52013292749979,0.45867337628925864,81.05574352150484,"[0.3165172499609721, 0.4317572142354829, 81.11832692381448]","[0.29416118844697714, 0.4295062101558656, 81.07952079203402]","[0.3020357087999505, 0.4294903723037365, 81.0852091221989]","[0.32734840206399207, 0.42979790918501337, 81.0671266532615]","[0.279190334554121, 0.4289220337631788, 81.07397930386334]","[0.29925113287329724, 0.43062006813533454, 81.09502665663202]","[0.32476952046132646, 0.4325055558148864, 81.04915818322145]","[0.31344492048574346, 0.4319540554946925, 80.96445739639083]","[0.31513024192878636, 0.43077247169020627, 80.95204776536022]"
78,78,0.13396392259925036,0.16099109717624357,0.12342565679433598,0.15265218607794803,39.410739483864546,"[0.15080402787223582, 0.1723222984246003, 39.405927978458145]","[0.18947743722202065, 0.11428517133697458, 39.406050913840915]","[0.1627953625902005, 0.13124724383899683, 39.40398444364378]","[0.1354691448504775, 0.14770229664960188, 39.40416825314052]","[0.09980360297401342, 0.1171562367732993, 39.4076878817714]","[0.06131430528717334, 0.19040324394928979, 39.43302619161424]","[0.08963088673506002, 0.20380934948053145, 39.431583529315006]","[0.12969045352449995, 0.11982546124260116, 39.40648848464356]","[0.12427779496057349, 0.1384084736627083, 39.404505780545904]"
79,79,0.04608219753427432,0.02915108358712252,0.04569615249844275,0.012343817074315797,43.94580205479466,"[0.045350386956820844, 0.012531945648482088, 43.95015435367804]","[0.04511434733912825, 0.01286898369737021, 43.948388316627025]","[0.04464711130932353, 0.012495080704171936, 43.94746134408949]","[0.044364856595570414, 0.011823053676502273, 43.94736502193277]","[0.04398594463705615, 0.011583618054306688, 43.94571607384251]","[0.04380441952357845, 0.011902894042555758, 43.94357657528256]","[0.044116044905229336, 0.01248207397873219, 43.94302222657996]","[0.04436213946580024, 0.012773242571025006, 43.9427370649304]","[0.04433176337271312, 0.012444870888667282, 43.942656800836595]"
80,80,0.06734113775432149,0.06515678990919803,0.06600991996823771,0.061690323709358987,43.54636106391612,"[0.06686341000142824, 0.06150639440288162, 43.546380077985496]","[0.06482164102745462, 0.06005464584085545, 43.54634323421123]","[0.06653545821524372, 0.06306085092855529, 43.546357774860816]","[0.06808219514068244, 0.06310417724455535, 43.54638617529939]","[0.06493926320513967, 0.06013579958123088, 43.54634644212526]","[0.06520585303436241, 0.06175119530783418, 43.546343322458604]","[0.06868297005990358, 0.06410969908331934, 43.54639335254127]","[0.0660447953687609, 0.06143792313563, 43.54636301431651]","[0.06401895086566933, 0.06054890984893717, 43.54632744736946]"
81,81,0.05803781900037366,0.03942478658839466,0.05594037777617633,0.032360458798878736,43.73151328662664,"[0.05654209978223929, 0.03211762763208895, 43.731514404236876]","[0.05578252662491791, 0.03295220588045624, 43.731538370954354]","[0.05661725605614466, 0.03173319822521138, 43.7314985086201]","[0.05686300327310219, 0.03251200200249997, 43.73150116093691]","[0.05559067647337271, 0.03244380681814235, 43.73154697199996]","[0.05658813420853851, 0.03156476553212405, 43.73150526261781]","[0.05713452262629916, 0.03271236118597713, 43.7314997333765]","[0.05533287993804347, 0.03168403300779269, 43.7315687213599]","[0.05677327512324502, 0.03173256460716382, 43.73150693464888]"
82,82,0.07668464601125671,0.11401579473950875,0.0761259943920763,0.1122910150944542,43.94988837817155,"[0.060016282444329556, 0.10141125237607154, 43.95089698724224]","[0.06247282046230356, 0.10236406621417564, 43.95089950073348]","[0.06549687876399152, 0.10484603115832924, 43.94896251422886]","[0.06874548505957737, 0.10839706965728876, 43.949326431187906]","[0.07339125318409369, 0.1110565606719545, 43.9497480389589]","[0.07984347710829624, 0.11341024281997011, 43.95023574024281]","[0.08631893157191387, 0.11718582979764001, 43.95051365962714]","[0.09169659837811804, 0.1220645263163633, 43.950028556075026]","[0.09577072131746729, 0.12623804827878957, 43.949320373061006]"
83,83,0.03493775299465793,0.036828449077585756,0.033462483616197664,0.027164622678087166,42.739459349857995,"[0.03055062173096782, 0.023328001707380513, 42.739458065966154]","[0.031624816234982575, 0.028306011759842955, 42.7394550508296]","[0.03553617473197359, 0.031185289189027025, 42.73945681084645]","[0.034517879014486684, 0.03066031238182157, 42.73945682970759]","[0.03433322143782066, 0.030279234747755686, 42.739459423656655]","[0.030143291581128405, 0.02540472470070233, 42.73946358846426]","[0.029700781987371822, 0.023038417284114387, 42.739460638748774]","[0.029364819072701904, 0.026024276534335068, 42.73945776896361]","[0.03295773921201909, 0.027144741098097735, 42.7394616758242]"
84,84,0.09790132621585598,0.04171396674639257,0.09770145447759811,0.03628422421756555,45.83728934038386,"[0.09714766817168144, 0.0373229135842656, 45.837290517498744]","[0.09709511090229028, 0.036553626246166794, 45.837290283712676]","[0.09615029721902957, 0.034929537875922026, 45.83728946734001]","[0.09515158438994223, 0.032367724117335295, 45.83728819540139]","[0.09544023756476297, 0.031631608519354565, 45.83728922291725]","[0.09544537663484572, 0.03380237179658795, 45.83728991943026]","[0.09699426387411747, 0.03625871587504481, 45.837288909461755]","[0.09706219041762795, 0.03708209205467189, 45.83728678273295]","[0.09737010779265065, 0.03730206981918455, 45.837288602846556]"
85,85,0.06726146729226966,0.030109145239473632,0.06676108831396681,0.015107621541318561,43.99266356940067,"[0.0646743223681725, 0.01532190391423138, 43.99266835074107]","[0.06412131988895303, 0.01365443673363326, 43.992671325289784]","[0.0640624352423972, 0.01347783246004393, 43.99266959297901]","[0.0645552709752543, 0.014951731338646704, 43.99266680478168]","[0.06521891076928098, 0.016949744482398287, 43.99266175089227]","[0.06548030161483759, 0.01766711115978749, 43.99266023082987]","[0.0651913018018004, 0.01616364146266775, 43.99266098595507]","[0.0645758524041691, 0.013905451992204425, 43.992659064827535]","[0.06426303727234778, 0.012925949805097576, 43.99265669643915]"
