,Objname,ObsSMA,ObsEcc,ObsSin(Inc),Obs_h,PropSMA,PropEcc,PropSin(Inc),Prop_h,0_2PE_a,0_2PE_e,0_2PE_sinI,0_2PE_h,1_3PE_a,1_3PE_e,1_3PE_sinI,1_3PE_h,2_4PE_a,2_4PE_e,2_4PE_sinI,2_4PE_h,3_5PE_a,3_5PE_e,3_5PE_sinI,3_5PE_h,4_6PE_a,4_6PE_e,4_6PE_sinI,4_6PE_h,RMS_err_a,RMS_err_e,RMS_err_sinI,RMS_err_h,Delta_a,Delta_e,Delta_sinI,Delta_h
0,1,2.762654143354836,0.11855246963056312,0.16971946956881298,1.6502443016255228,2.762654143354836,0.1151774754449421,0.16751014495508013,1.8087536582649297,2.7634319746125384,0.1180481180008563,0.16765934182514727,1.8076887633689027,2.7634183623491926,0.11789987688969714,0.16772015165335347,1.8076974161229744,2.76341665145586,0.11826275075991481,0.16769367467432958,1.807634541363499,2.7634340248488565,0.11788698441531589,0.16765371183667477,1.807718158287482,2.7634348025166444,0.11851723138325171,0.16772358038066315,1.8075777373483832,0.000773060749560173,0.002955212028515729,0.00018232487904282482,0.0010915238381602455,0.0007806591618084724,0.0033397559383096104,0.00021343542558302508,-0.0010354999774477847
1,2,2.767247242030062,0.28622737173720014,0.5544195070128605,1.5939771931811473,2.767247242030062,0.2770057492431876,0.5518803972083736,1.5092563431307007,2.766951213324169,0.2853320054301172,0.5461003954114082,1.504725432641417,2.7671798967585013,0.2859026707343173,0.5461316405532517,1.504492755815545,2.767667641701682,0.286147746236571,0.546065297262795,1.5045586735448173,2.767872727612103,0.2859393264371371,0.5460023585243264,1.5047516641453318,2.7679466241150266,0.2850610907442942,0.5459585407839904,1.5051837102939343,0.00047943128356897684,0.008680497581549635,0.005829094844175405,0.004520342564308117,0.0006993820849645616,0.009141996993383417,-0.005748756655121867,-0.004072632836766399
2,3,2.6652513509953817,0.23597673924197465,0.23066265670186784,1.5864617849721405,2.6652513509953817,0.23359407450358483,0.22889803679336573,1.7328730110442436,2.6657875675133997,0.2359064224188485,0.2292621070981471,1.7310304012406728,2.665769561537337,0.23596857630484844,0.22928200943098861,1.7309953049657858,2.6658027815628524,0.23603508517787292,0.229294648085668,1.7309689843994,2.6658016638072324,0.23608331081412823,0.22929354942914296,1.7309467789428339,2.6657586725082987,0.2360630413798468,0.2292740099346401,1.7309533561446895,0.0005329850465230113,0.0024180917949169446,0.0003834237182198004,0.00189429424913084,0.0005514305674707565,0.0024892363105434023,0.0003966112923022569,-0.0018426098035708716
3,4,2.358065988583809,0.10377188914358884,0.11456999716622002,1.5270590348630144,2.358065988583809,0.10004371179086805,0.11140979418456223,1.7304634544938509,2.3583917416348803,0.1036032858807801,0.11194200277301102,1.7291351148246348,2.358386149943818,0.10383892063083378,0.11201265837341674,1.7290800695232256,2.3583839498755683,0.104039373574528,0.11201609184698298,1.729043248408317,2.3583893371940166,0.10429472020880137,0.11200372406514286,1.7290057028676857,2.358397303638351,0.10472208402376602,0.11210564944076484,1.7289240623639948,0.00032374116787090034,0.004074254048260092,0.0006084825893828082,0.0014275849195198621,0.00033131505454209176,0.004678372232897979,0.0006958552562026099,-0.0013283396692160832
4,5,2.57344993701969,0.190896128156577,0.08209228869048515,1.5747343068136448,2.57344993701969,0.1862889435106868,0.07481756531839252,1.7642548869637715,2.574203907728604,0.17712402769532792,0.07876176425303698,1.7659096189947205,2.57427889890992,0.1802653149565369,0.07848598249426585,1.76511888787344,2.5742730933875175,0.17897990417238,0.07776553167611912,1.765543165186172,2.5739740776983293,0.17704793822543186,0.07742051199649043,1.7661032919633315,2.573268117449391,0.21472360042206942,0.07724579629540448,1.7550861838225984,0.0006694800756404029,0.014612513344801783,0.003174149730095354,0.004304091420446925,0.0008289618902299623,0.02843465691138261,0.003944198934644455,0.0018484049995599605
5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
6,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
7,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
8,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
9,10,3.1367251351294945,0.1394015483043709,0.09288189035950054,1.7541339295153404,3.1367251351294945,0.13622505466815735,0.08871508854643353,1.9071801213156951,3.1374459211669286,0.13819645736244676,0.0888945143037314,1.9062188487771528,3.1373318979963387,0.13828565010298743,0.08889793071742284,1.9061637521320733,3.1376216032905773,0.1379055165833635,0.08888585693154692,1.9063234992405345,3.1377119045875475,0.13774117338209288,0.08887190166623013,1.9063890604634417,3.1372652121673714,0.13813374791357108,0.08887531925299073,1.9061934701092742,0.0007689923305682925,0.0018383775584675769,0.0001703237723234128,0.0009262948197549439,0.0009867694580529829,0.002060595434830087,0.00018284217098930855,-0.0007910608522534446
