,Objname,ObsEcc,ObsSin(Inc),PropEcc,PropSin(Inc),PropSMA,0_2PE,1_3PE,2_4PE,3_5PE,4_6PE,5_7PE,6_8PE,7_9PE,8_10PE
14,16,0.10617667472661046,0.04892689483831885,0.10291466554422979,0.04445970714353979,2.9182527211848006,"[0.10258921621475295, 0.04442670163761356, 2.9182491806820914]","[0.10246414763668565, 0.04446419108225049, 2.9182464924956357]","[0.10254469383463112, 0.044551656623923595, 2.918250686816612]","[0.1026686911488328, 0.044474749560817844, 2.9182527589730607]","[0.10266529024662821, 0.04438790347049168, 2.9182465219342286]","[0.10269316725245871, 0.04448863252113079, 2.9182497023526692]","[0.1033984911321285, 0.044498384422367726, 2.9182578332079374]","[0.10279664785688516, 0.04441994024121011, 2.9182458438016066]","[0.10336881389278997, 0.04442350193504203, 2.918260573905933]"
15,17,0.14218081319137632,0.08772876980171891,0.13791708036219108,0.0854738003205416,2.467878298514597,"[0.13767847824184407, 0.08558067519835597, 2.4678728096108116]","[0.13777014887095648, 0.08553205290714755, 2.4678639967188425]","[0.13762514655028485, 0.0854436224400985, 2.4678662034262326]","[0.13769659122276426, 0.08550030548457262, 2.467903083803836]","[0.13758411185850652, 0.08536380914538108, 2.46789804766045]","[0.13769489424960568, 0.08552613357133257, 2.4678812257269356]","[0.13754847943713008, 0.08542401175265672, 2.467874266842332]","[0.13762133100762278, 0.08535613975858923, 2.4678711317304267]","[0.13748765586906894, 0.08544802619680132, 2.4678776190593017]"
16,18,0.18218046047350311,0.1708294867547863,0.17674957579123987,0.16974107375335235,2.2926298882130753,"[0.17458707110054525, 0.16917852053065685, 2.292597919702503]","[0.17333883599636318, 0.16830231779723442, 2.292590316847388]","[0.1746206368964901, 0.16911656672584785, 2.292618676401211]","[0.17941641474036923, 0.170613727511395, 2.2926367792041784]","[0.18170551251327186, 0.17096230995394524, 2.2925874419697876]","[0.17405623589953972, 0.1695241723010713, 2.2926369778111275]","[0.17138583885021652, 0.16841727448046775, 2.2926989079809084]","[0.17322779210557826, 0.16902494753990902, 2.2926630663632177]","[0.1756889583174143, 0.1707171308962125, 2.2926473559271514]"
17,19,0.13770571037567134,0.045227415005578406,0.1347915131410055,0.039902518531867465,2.438785938349043,"[0.13429263836231306, 0.03993948192373597, 2.4387875455235344]","[0.1344139207588641, 0.039976097587328716, 2.4387717574855774]","[0.13431791400060622, 0.039955951454347195, 2.4387911254342156]","[0.13450398212566228, 0.039913331793345205, 2.438775225999705]","[0.13439222923046884, 0.039865483655132226, 2.4387674484572015]","[0.13463301525061605, 0.03991949689614131, 2.4387990925992016]","[0.13447510912542224, 0.03987654735913692, 2.438801874428362]","[0.1347679622507207, 0.03997245778089304, 2.4387728079248823]","[0.13447900413831249, 0.039858022734190146, 2.438789175151965]"
18,20,0.164498159293205,0.0357431546526323,0.16187668805197078,0.026621631920258033,2.4054568754610566,"[0.16170067515382547, 0.026592132349885923, 2.405464122662841]","[0.161466056667112, 0.02666111646412206, 2.4054823659116145]","[0.1621025221397237, 0.02662114061266567, 2.4054866228730463]","[0.16223572617089024, 0.02660552224189869, 2.405473652197115]","[0.1615623266896721, 0.02657999494645941, 2.40543456855163]","[0.1615762295370277, 0.026687049522228393, 2.4054250356493165]","[0.16237925236560036, 0.026641206923639353, 2.4054020690693787]","[0.1623821973792857, 0.02665197274080767, 2.405404105419091]","[0.1616100718422953, 0.02662403895671699, 2.4054929788828376]"
19,21,0.1322244195033762,0.04416489335126279,0.1292433426536239,0.03858789298448491,2.4320369512656526,"[0.12945418971006928, 0.038627037372242386, 2.4320216524033427]","[0.12904831701272548, 0.03865756137673589, 2.432030528810794]","[0.1292175293498954, 0.03868780325217915, 2.4320441423550636]","[0.12974893903130255, 0.0386724219932256, 2.4320592269514063]","[0.12962687209117918, 0.03864099157835167, 2.4320415194755145]","[0.12891196249751338, 0.038599049500204444, 2.432027345631929]","[0.1288843533628281, 0.038502258433959935, 2.4320508576173085]","[0.12959722271238336, 0.038484559503572414, 2.4320529178960943]","[0.12967375654794552, 0.03847655715242351, 2.43203379745818]"
20,22,0.0952044336498279,0.2188922562096662,0.09162905054183047,0.2180739367724173,2.9054246809794577,"[0.0898139040445478, 0.21802599951158383, 2.905863643747464]","[0.09059217266910011, 0.21794081486547853, 2.905847743591085]","[0.09131931357455479, 0.21799434034847168, 2.9058537772140616]","[0.09228269919761797, 0.21806895088412556, 2.9057182495659126]","[0.09234742336050704, 0.2180518576454039, 2.9053146113948185]","[0.09254790942040057, 0.21803547094968478, 2.9050739754696515]","[0.09240249392744153, 0.2180892543033737, 2.9050510186446727]","[0.09237795577367228, 0.21815026321102596, 2.905050720451284]","[0.0925815632066543, 0.21814683508199792, 2.9050442160803276]"
21,23,0.25701630456274027,0.16855057822521313,0.2546690791362715,0.1674575720071238,2.6243443620050657,"[0.2542454817993325, 0.1674221558430463, 2.624406335716469]","[0.2545761181010275, 0.1674122013122187, 2.6244427383388684]","[0.25495046550698913, 0.1674260248207212, 2.624530477991171]","[0.2547063578062769, 0.16742796261896245, 2.624484472359385]","[0.25462409816876097, 0.16743391884587092, 2.6243131917428943]","[0.25491157645202656, 0.16741623979639103, 2.6243441884138643]","[0.25482155810768203, 0.1674434613272161, 2.624331800899873]","[0.2545902967865116, 0.16741168540052662, 2.6242168066937563]","[0.2549902013277795, 0.16746281106987418, 2.624142842386272]"
22,24,0.15518779188121332,0.031524594886982636,0.15284626050851768,0.01974020604068281,3.130315276166813,"[0.15280641029827519, 0.01973645975432595, 3.1303025670747417]","[0.1528982600416448, 0.019740340100340675, 3.1303148699413996]","[0.15288851745890858, 0.01973779922150629, 3.1303240927450604]","[0.15284776687671608, 0.01974288122097538, 3.130309464689951]","[0.15288175006884733, 0.01973758000931616, 3.130339074645642]","[0.15282143967818504, 0.019742443728697927, 3.1303337878910535]","[0.15283255813265112, 0.019737267134389027, 3.1303028655672707]","[0.15289565802424526, 0.019738213588299237, 3.130326929036972]","[0.1528323519546168, 0.019741818237658047, 3.1302993466627775]"
23,25,0.22839431531361448,0.39814732247034706,0.22638921075574758,0.3977205979472273,2.397079598434677,"[0.22591970557253885, 0.3940958255498337, 2.3972712880069413]","[0.22397471663479562, 0.39447307225376255, 2.3970663926105926]","[0.22494488277812888, 0.3935304604622512, 2.397248571840006]","[0.22575564871021248, 0.39323426598383787, 2.397127617302682]","[0.22432967808411133, 0.39308757835366553, 2.396930953211325]","[0.2252680102508088, 0.39328310100733876, 2.3968385410767112]","[0.2262665903044157, 0.39555695249934686, 2.397214956256421]","[0.22588624872324697, 0.3944968306010712, 2.396698660999783]","[0.22625779820424188, 0.39381030818722357, 2.396732240883449]"
24,26,0.12284013133404098,0.05685024938365138,0.11978601572842877,0.053154639444946625,2.6521335044760552,"[0.11986234465252858, 0.05293416296719421, 2.652147169034086]","[0.11942750552169508, 0.05276521496308142, 2.652146437516877]","[0.1197396591528548, 0.05269248102212048, 2.6521227921876345]","[0.11962079758337817, 0.052551004998186164, 2.652137005540683]","[0.11938658824887252, 0.052547080548848685, 2.6521075879153475]","[0.12001856918501501, 0.053241301339429364, 2.6521326139899974]","[0.11979682674861926, 0.05364684526445448, 2.6521639614687724]","[0.12019225842086326, 0.05366982311141375, 2.6521465189861138]","[0.12001450260787154, 0.053930862449998195, 2.652132372893566]"
25,27,0.18846499203605047,0.0307616676061486,0.1848662369647105,0.016753994203165472,2.344086819098904,"[0.18595839994011287, 0.01683466004058201, 2.3441036466042595]","[0.18553941963189052, 0.016683900727226877, 2.343890771319009]","[0.1851152450797764, 0.01665642539438697, 2.343888877071721]","[0.18473286462335448, 0.016915648466778337, 2.3441511472732435]","[0.1848296744941204, 0.016766758245083186, 2.3443615590067064]","[0.18471133921674868, 0.016627733319709632, 2.344390656759062]","[0.18519774907123382, 0.01682419081357829, 2.3443205072552966]","[0.18537631356111314, 0.01681258369277582, 2.344097632483598]","[0.18577678311815787, 0.016660584787481843, 2.3437550846688087]"
26,28,0.18084504790947198,0.14908462106044593,0.17849679008819164,0.14782029114618025,2.7737348152290116,"[0.17845302127243196, 0.1478824734514858, 2.773732478493671]","[0.17842177700734055, 0.14784957847086336, 2.7737313504572856]","[0.17840367938779603, 0.14779774604677867, 2.7737285114098733]","[0.17831478122678465, 0.14769204418614587, 2.7737354639322223]","[0.17857242432084333, 0.1476829714806556, 2.77374545303184]","[0.1785734101224844, 0.14780062212717252, 2.773748277663621]","[0.17871205133477855, 0.14785189206091415, 2.773731206340856]","[0.17870651076311317, 0.1477669262912248, 2.773745829357899]","[0.17845133861330764, 0.14761218263863313, 2.7737303297773908]"
27,29,0.0791818170930252,0.11418773138775289,0.07341318875838444,0.11251642403838964,2.5509217533221,"[0.07424887858032168, 0.11302226351261868, 2.5509332968537484]","[0.07312128623552555, 0.11224647900039088, 2.5509203036225956]","[0.07341119157634468, 0.11237405077743352, 2.5508934048244956]","[0.0738285362212014, 0.11262471683670683, 2.5509359037324164]","[0.07268585957512541, 0.11202599001011694, 2.5509584750698924]","[0.0744613037390297, 0.11316360718574595, 2.550906810528939]","[0.07289133396322448, 0.11226814658899462, 2.5508839031441566]","[0.07369096190467826, 0.11285144227012484, 2.5509193212889767]","[0.07400336029685566, 0.1128948373810795, 2.5509446311527526]"
28,30,0.10843313444877693,0.0544051247161404,0.1044396387253629,0.050338035760209086,2.3625051380307567,"[0.10490585062301079, 0.050294594541608895, 2.362507939475433]","[0.10448451696811582, 0.050223926465539866, 2.3624946294518647]","[0.10436405841144737, 0.04997371930878977, 2.3624991460065994]","[0.10420922879654787, 0.05024579013299643, 2.362517827144441]","[0.10438463975496878, 0.05040771992959843, 2.3625141859217194]","[0.10438699119069546, 0.050388832572467825, 2.362496900318025]","[0.10470102701958747, 0.05066654682122947, 2.3624898519267163]","[0.10480909658988295, 0.05047637076193895, 2.362508926680009]","[0.10498864147143576, 0.05027224817931494, 2.362517746311974]"
29,31,0.2078329400656027,0.4465229900520561,0.20791640622469354,0.4460515292753316,3.150878352285741,"[0.20490060170831612, 0.44594414181910075, 3.1508145884838736]","[0.20441156126802706, 0.4457558146555532, 3.150912880638934]","[0.20502047373147173, 0.4458900585590953, 3.1510087079032463]","[0.20470652898716693, 0.4457491457603876, 3.1509033579219254]","[0.20498595957675445, 0.4457923913282814, 3.150935933550543]","[0.20443056247955924, 0.44583426121937636, 3.151039867601754]","[0.2049101998560429, 0.4458660510943506, 3.150927099307919]","[0.2040078681819389, 0.4457635325001429, 3.150808930439386]","[0.20452172119696535, 0.4459533370814471, 3.1507079088515817]"
30,32,0.11648481233345934,0.1112217784795622,0.11286528429061597,0.10949871318919006,2.5836042305919453,"[0.11187445939086323, 0.10804641041986705, 2.583608011307628]","[0.11205018507511488, 0.10976522078329597, 2.5836039443328835]","[0.11253292179709874, 0.10923287733002872, 2.5835560914740086]","[0.11221876707281345, 0.10794495942396566, 2.583533219709353]","[0.11240412590733587, 0.10884548026389683, 2.5835768526347027]","[0.11314002014361207, 0.11026638650615488, 2.5836050306068628]","[0.11371340378557764, 0.11014205594220093, 2.583633043782732]","[0.11383268339345125, 0.10994784099865872, 2.5836242905406777]","[0.11372896353322316, 0.11117831598770597, 2.5836380878265817]"
31,33,0.3006572414983005,0.041102177066123104,0.29695826270332476,0.03522238271700397,2.8620763727538656,"[0.2966373548152508, 0.03511104227773589, 2.862792470340737]","[0.2969390523107363, 0.035183436863592106, 2.8624555498091517]","[0.2971501987149911, 0.03519129214718876, 2.8622475811684343]","[0.2971493890109593, 0.03523593881932125, 2.8623613940294907]","[0.296801653002781, 0.03528448102513383, 2.862133260823196]","[0.2967850756005345, 0.035258291751929446, 2.861811572978575]","[0.2969184687856222, 0.03522824448676856, 2.8616444723041994]","[0.2970546606421722, 0.03519359812323575, 2.861599181068771]","[0.2970485430253104, 0.035280219864697995, 2.86156695588189]"
