,Objname,ObsEcc,ObsSin(Inc),PropEcc,PropSin(Inc),PropSMA,0_2PE,1_3PE,2_4PE,3_5PE,4_6PE,5_7PE,6_8PE,7_9PE,8_10PE
20,2049,0.07608563810804594,0.41077176331161125,0.073704255216253,0.41026975478969335,1.9465094758678216,"[0.07282384446296199, 0.40838736063057474, 1.9465275392086216]","[0.07277847821493251, 0.40862262706559455, 1.9465423757114213]","[0.07288819984611707, 0.40746302105783083, 1.9464445560156904]","[0.0728885459614919, 0.40772649687412443, 1.9465346187101917]","[0.07427147213996876, 0.4075935933932343, 1.946585804574659]","[0.07258358574848697, 0.408012774582624, 1.9464795573978808]","[0.07267137259655523, 0.40885682936809964, 1.9465060193430832]","[0.07300303039271082, 0.4080731920195003, 1.94654087309071]","[0.07254412785627859, 0.4087867564556541, 1.9464826805206463]"
21,2074,0.11232284166856803,0.4860837749716424,0.09983516711627491,0.4618089156878596,1.800583902518135,"[0.07297827168784318, 0.4610449595169886, 1.7970307450975669]","[0.08150103673703626, 0.4668016408204917, 1.796438085604101]","[0.10867386504058195, 0.46409645528457977, 1.8004145823795568]","[0.11215436647173863, 0.49214301203474214, 1.8052775046419596]","[0.18582016157938916, 0.4995402019515779, 1.8043779239497733]","[0.170010803559941, 0.5103852751363593, 1.8010894193252471]","[0.1139974913209677, 0.4751013042469855, 1.799881675207577]","[0.0743380479007277, 0.46278209155031275, 1.8009058775442985]","[0.0618542257009655, 0.46204626470315047, 1.8012202128116483]"
22,2083,0.060840310582433416,0.3506401340717577,0.058359946268327176,0.34760362400312095,1.8695738259018466,"[0.05405694020541279, 0.35041607891138393, 1.8695631654224736]","[0.056880218939524795, 0.3502387026040983, 1.8695590855630593]","[0.05617040460769305, 0.34984271894415275, 1.8695841774190805]","[0.053303574314441035, 0.35042709110625697, 1.8695730302619158]","[0.05449063541960409, 0.3501758191570401, 1.869578135700383]","[0.058473560320613745, 0.34945621166063146, 1.8695804750978653]","[0.06060002935371721, 0.3492547301833996, 1.8695717038271464]","[0.06031388949791322, 0.34942996517898256, 1.8695830304612915]","[0.06153113443878513, 0.3486511342506832, 1.869572638834235]"
23,2131,0.17707976463984793,0.5656471229863947,0.17244946366973662,0.5518594816995067,1.880623587471585,"[0.18427200278088846, 0.5753653325121634, 1.884517564760902]","[0.17716644801922418, 0.5721386163517049, 1.883729583563616]","[0.1762448065358373, 0.5683837330679441, 1.8820250987783689]","[0.1706757990870563, 0.5673190044701624, 1.881306867924498]","[0.16867785059227766, 0.5644085890595737, 1.881275241645032]","[0.1710110032400307, 0.5606151268569728, 1.8807793629031566]","[0.1650932598367961, 0.5584279539593352, 1.8785625663381857]","[0.1571649190587973, 0.5574416694215177, 1.8773999620911594]","[0.1392669588944727, 0.556650888800883, 1.8767362940389185]"
24,2150,0.06294681448038296,0.4270585536165375,0.05600754285916701,0.4265769994303235,1.9106347287601668,"[0.05528978835301017, 0.42515549665559255, 1.9106390398483195]","[0.06360278007739917, 0.4253777659858223, 1.910640926742837]","[0.04937699691790833, 0.4253368444471095, 1.9106373240034364]","[0.04610499072706128, 0.4256407255168314, 1.9106368896692296]","[0.06174739459535301, 0.4254813036132468, 1.9106438172728168]","[0.05948336433349284, 0.4259031297594071, 1.91062530139314]","[0.047961840874116896, 0.4258333995277175, 1.9106285080882317]","[0.05537628530964784, 0.4259389542635021, 1.9106344595545315]","[0.06579682899360173, 0.42569326516456923, 1.9106290814010007]"
25,2272,0.06872205997050487,0.39953145340207114,0.0662623430510024,0.3991153226404177,1.8642583449546233,"[0.06640453117236343, 0.39697928745690764, 1.8642382130445516]","[0.06656431695676826, 0.3965991972267522, 1.864263386329083]","[0.0670306192930986, 0.3966992553628659, 1.8642146436809028]","[0.06754188585129918, 0.3969087117847105, 1.8642880074717505]","[0.06661532043157409, 0.39723704288895156, 1.8643205152952462]","[0.06554147016412344, 0.3975116368588451, 1.864228129446476]","[0.06678422380262256, 0.39720823585152265, 1.8643043521312943]","[0.06653549176413667, 0.39760828890417327, 1.8643440615246754]","[0.06465898573353601, 0.3980695734709726, 1.8642155859859584]"
26,2449,0.16111594162807194,0.41007556369014425,0.15955645140194588,0.409690726963333,1.924963878445768,"[0.1601214793260127, 0.4039610826947712, 1.9261460133642914]","[0.14880541111869997, 0.4084911144992368, 1.927170413521432]","[0.1469725844802625, 0.407101350863017, 1.9280746439749588]","[0.1490684565030004, 0.40872289251416966, 1.9296588890647977]","[0.15063592167718143, 0.40844715300380585, 1.9280497673650312]","[0.14810952922568218, 0.4090450753443933, 1.9238333493340887]","[0.14742421501029193, 0.411449507845391, 1.9219160303777807]","[0.14863232335937546, 0.4111079484352373, 1.9210395985554884]","[0.1480497106477998, 0.41107133573064564, 1.9206405886739262]"
27,2491,0.0671766736802047,0.34393759169444094,0.06491757838254231,0.3434367984034853,1.8752625205760622,"[0.05789953321977909, 0.3444758208188004, 1.87526531750223]","[0.058096023838678235, 0.34503423066235245, 1.8752632214992735]","[0.057848613902019334, 0.3449965598969869, 1.8752580476051885]","[0.059736054816987676, 0.34399225879296946, 1.875259324395905]","[0.06372209443725947, 0.34271182607408146, 1.875263968861539]","[0.06638110031008262, 0.34312412364390604, 1.8752624206480777]","[0.06787123628433969, 0.3437694944132123, 1.875252453733695]","[0.0697815888838116, 0.3416742990330604, 1.8752648974684312]","[0.07030502535779286, 0.340550734680172, 1.8752714837282818]"
28,2495,0.1005847736120246,0.3554929435813445,0.098946046586537,0.3549827640920235,1.9149332642824082,"[0.09705352677149895, 0.3543302997591666, 1.9147664347573063]","[0.09775076666478145, 0.3544606617592458, 1.9147931623612249]","[0.09848725046286506, 0.35392998666605013, 1.9149641241037991]","[0.09911507625027545, 0.3540205712859067, 1.914983697023101]","[0.10066391430783374, 0.3538664171269568, 1.9149375720133357]","[0.10066755756869517, 0.35349064436264066, 1.9149204524435235]","[0.09915258072813628, 0.35429130927643077, 1.9149482423225923]","[0.09841136747649738, 0.3550928185329781, 1.9149843462326135]","[0.09789767181959484, 0.35541260829968885, 1.9150420083589643]"
29,2552,0.12772941493724171,0.038538124671241986,0.11511815389104595,0.02988394338863115,2.144011468946503,"[0.11236067065294322, 0.0313463033143932, 2.1439969280190434]","[0.11183630811167523, 0.028619858803801662, 2.1439422383817854]","[0.11423449669760606, 0.030314638832644163, 2.143806326833609]","[0.11328316088189205, 0.030277746348750103, 2.1437549655251305]","[0.11425166496477905, 0.03054781503803119, 2.1442712384909153]","[0.11474875022417494, 0.030113730491644213, 2.1440572575666805]","[0.11482787634098737, 0.02863463411894587, 2.144465379345339]","[0.11580673854125363, 0.0291958696507197, 2.1444917232305754]","[0.11497346079633235, 0.028494802179542762, 2.1435241098504885]"
30,2577,0.10994087854583016,0.3784734500788794,0.10636979531787291,0.3778425829279357,1.9019459840336757,"[0.1100240265021738, 0.37117549473643774, 1.9018612098138648]","[0.10983073206515429, 0.3682718169204566, 1.9019436186001557]","[0.11170138817157854, 0.36836292266157494, 1.9019845460163702]","[0.11244458743585886, 0.3723380806240541, 1.9019815613959317]","[0.11014575082429458, 0.37683062784612015, 1.9019733967838466]","[0.10124761193147225, 0.3786985533984363, 1.9019518509887365]","[0.09725019770196525, 0.3795287630414492, 1.9019580816455082]","[0.09932623636776262, 0.3780125416148722, 1.9019555247710414]","[0.09707645123156812, 0.3801191279875024, 1.9019546744502913]"
31,2735,0.030275867375658932,0.4169434922598247,0.03011595620548545,0.4165334910127212,1.8545426249447001,"[0.02772084122059569, 0.40159288955188127, 1.8545268299854079]","[0.029573767340754984, 0.4055649694587013, 1.854583144441003]","[0.03136788419030715, 0.41200448794561456, 1.854593657873067]","[0.020690917769269516, 0.416176022398485, 1.8545055309906169]","[0.024383466324168396, 0.41295953559596893, 1.8545244872555713]","[0.024271134570672134, 0.41267253578466556, 1.8545863579670923]","[0.02901524391783619, 0.41747890896624346, 1.8545344067077594]","[0.028576414229737168, 0.42072916000518795, 1.8545075316946293]","[0.029987992690092034, 0.42289403194531566, 1.8545303859068814]"
