,Objname,ObsSMA,ObsEcc,ObsSin(Inc),PropSMA,PropEcc,PropSin(Inc),0_2PE_a,0_2PE_e,0_2PE_sinI,1_3PE_a,1_3PE_e,1_3PE_sinI,2_4PE_a,2_4PE_e,2_4PE_sinI,3_5PE_a,3_5PE_e,3_5PE_sinI,4_6PE_a,4_6PE_e,4_6PE_sinI,RMS_err_a,RMS_err_e,RMS_err_sinI,Delta_a,Delta_e,Delta_sinI
0,15760,43.98906740341172,0.07135058472709346,0.050790044964490584,43.98906740341172,0.07073107423597201,0.04584181545267126,43.989055022843544,0.07307737324970237,0.04870623991031204,43.98902153568431,0.07039923953307979,0.04408194113010562,43.989115726610244,0.0678753539584804,0.04011953862226632,43.989131309079134,0.06961747742586828,0.043300129040610945,43.98913132012896,0.07295126992547371,0.04836574630849312,4.4680164252400024e-05,0.0019962793901675555,0.0032428196024400315,6.391671724514936e-05,0.00234629901373036,0.002864424457640777
1,15789,39.45804926328467,0.1841805522654338,0.10388801035997859,39.45804926328467,0.18402836521031207,0.1016411858022968,39.457997478799484,0.1853313001074805,0.10163443853842383,39.45804106685834,0.18534443787031582,0.1016580492754471,39.458094894156325,0.1853286807969479,0.1016850341392686,39.458065876561584,0.18531781299303077,0.10170235517212536,39.45812428243866,0.1852894380178527,0.10171780780896719,4.368146426256418e-05,1.850318428395997e-05,3.0037096668228927e-05,7.501915398933079e-05,0.0013160726600037476,7.662200667039876e-05
2,15807,43.81274885751295,0.0703737641177776,0.04071341604950814,43.81274885751295,0.06842495876008055,0.033941164805314984,43.812716310471494,0.06878130331671463,0.03349647956864722,43.81270839935692,0.06841898276414903,0.03258509719676513,43.812672507960755,0.06867293093416015,0.03330392862939083,43.81285549866803,0.0687635105712698,0.03338912720546863,43.812928238622696,0.0684304748997041,0.03259504186765058,9.832572701805624e-05,0.00015844764763591902,0.00039977196963386153,0.000179381109745691,0.0003563445566340806,-0.000444685236667762
3,15809,42.32837715053041,0.21859299168004184,0.2303145578508917,42.32837715053041,0.21794455480101457,0.22760307528227985,42.328640434746525,0.21661255031154708,0.22661672073707098,42.328397642639366,0.2161624659945137,0.22754582227461198,42.32838278380018,0.21744463880846734,0.2285890762796106,42.328326888953875,0.21850376347421865,0.22776452124875302,42.32815726130567,0.2187965430907465,0.22669604990168782,0.00015528912113856567,0.001026461341844271,0.000730494279681052,0.00026328421611765407,0.0008519882897319309,0.0009860009973307327
4,15810,39.460644368655885,0.12473841680576854,0.06373065798197372,39.460644368655885,0.12464672681898858,0.06003161700063078,39.46052826664869,0.12508124710580817,0.06031119011228047,39.460786885357194,0.12501389756057393,0.06055018813378365,39.460710361242704,0.12510818966795934,0.05993196982526066,39.46060850543596,0.12504602596066478,0.060441971598868965,39.46074329545546,0.12499526626093593,0.060467689364202236,9.421693293917504e-05,4.164518126141471e-05,0.0002182652764689548,0.00014251670130960292,0.00046146284897075063,0.0005185711331528661
5,15836,36.48475681168381,0.0716071119336707,0.09453582092091664,36.48475681168381,0.07136048849425224,0.0920725555229362,36.484655327043384,0.07137089305815593,0.09337203145704082,36.484760104425845,0.07135453502805417,0.08957409844183271,36.4848823137885,0.07132876349452134,0.09338300094937817,36.48488966987405,0.07136542350711027,0.09252151052256989,36.48480414980505,0.07139861362928122,0.09129382659618475,8.641893094322298e-05,2.27077673007659e-05,0.001445450809797267,0.00013285819024133616,3.8125135028987955e-05,0.0013104454264419724
6,15883,47.11397301313627,0.2123171557967504,0.3118762826139439,47.11397301313627,0.21238828067807317,0.3063079400292758,47.11328916007927,0.20529324573426416,0.3062811075251509,47.11401940642693,0.20498967727056805,0.30627602527051834,47.11392410972087,0.20533501090240672,0.3062680741213323,47.11453593680579,0.2050314615120657,0.30624988343912957,47.11486926258124,0.20529541173460872,0.30627766849039695,0.0005427518718353398,0.00014700866111031838,1.1183465722477203e-05,0.000896249444970465,-0.007053269775666449,-2.6832504124885137e-05
7,16684,44.12647021051209,0.040571432997782014,0.0597188923367697,44.12647021051209,0.039906948293394265,0.055344136987456265,44.1266736410767,0.04077576819056802,0.05627391467754555,44.126478874715154,0.037452784564581565,0.053691952870035996,44.12634274497499,0.03720325518364157,0.05341745791698603,44.12636963307408,0.040083815279839716,0.055830472988225036,44.126378534147285,0.04287941482175698,0.057712191710140734,0.0001215814898501587,0.0021304825024527573,0.001621238229228979,0.00020343056461058495,0.0029724665283627147,0.002368054722684469
8,19255,42.84142759704398,0.03375422787732495,0.03255577049628467,42.84142759704398,0.03212551977131513,0.020379877224686854,42.84142535628856,0.03196186564022737,0.020735709829855727,42.84153676699751,0.03284470462281758,0.021783021907794138,42.84145842303771,0.031280280714664564,0.020056338080506678,42.84135249006744,0.03037196947510735,0.019128604561500003,42.841454557650984,0.03193759875584922,0.020707839837544886,5.938909946252724e-05,0.0008213475529001327,0.000874173568421811,0.00010916995352516778,0.0007191848515024496,0.0014031446831072845
9,19299,39.45735771473459,0.2261783680172347,0.13738133687299647,39.45735771473459,0.22603064692008992,0.1354005783428091,39.4574623383722,0.22568689334987702,0.1352431629731062,39.457481614819564,0.23572055297919148,0.1268381505604993,39.45756717479418,0.22514646565194357,0.133820671336596,39.45759336092626,0.22078604904469917,0.13632587727523562,39.457167545917216,0.2204375423346886,0.14088250284494933,0.00015173478306161,0.0055218480322984055,0.004554412734410569,0.00023564619166904777,0.009689906059101555,0.005481924502140217
