,Objname,ObsSMA,ObsEcc,ObsSin(Inc),Obs_h,PropSMA,PropEcc,PropSin(Inc),Prop_h,0_2PE_a,0_2PE_e,0_2PE_sinI,0_2PE_h,1_3PE_a,1_3PE_e,1_3PE_sinI,1_3PE_h,2_4PE_a,2_4PE_e,2_4PE_sinI,2_4PE_h,3_5PE_a,3_5PE_e,3_5PE_sinI,3_5PE_h,4_6PE_a,4_6PE_e,4_6PE_sinI,4_6PE_h,RMS_err_a,RMS_err_e,RMS_err_sinI,RMS_err_h,Delta_a,Delta_e,Delta_sinI,Delta_h
0,1,2.763434132195129,0.11828267016963105,0.16881563201231797,1.6501104375669962,2.763434132195129,0.11523530008136666,0.1674363137740053,1.8088086258281237,2.7634319746125384,0.1180481180008563,0.16765934182514727,1.8076887633689027,2.7634183623491926,0.11789987688969714,0.16772015165335347,1.8076974161229744,2.76341665145586,0.11826275075991481,0.16769367467432958,1.807634541363499,2.7634340248488565,0.11788698441531589,0.16765371183667477,1.807718158287482,2.7634348025166444,0.11851723138325171,0.16772358038066315,1.8075777373483832,1.0577148037472513e-05,0.002897580877350653,0.0002554698053852587,0.0011464344004970192,6.703215156278475e-07,0.0032819313018850466,0.0002872666066578433,-0.001090467540641793
1,2,2.7675203435299998,0.2870497680565686,0.5462531523570072,1.5842674761170858,2.7675203435299998,0.28036857952586586,0.5450183024491111,1.5088444279352542,2.766951213324169,0.2853320054301172,0.5461003954114082,1.504725432641417,2.7671798967585013,0.2859026707343173,0.5461316405532517,1.504492755815545,2.767667641701682,0.286147746236571,0.546065297262795,1.5045586735448173,2.767872727612103,0.2859393264371371,0.5460023585243264,1.5047516641453318,2.7679466241150266,0.2850610907442942,0.5459585407839904,1.5051837102939343,0.00039176514017560086,0.005323784608060127,0.0010352834914756559,0.004109073673051563,0.0004262805850268059,0.005779166710705164,0.0011133381041406043,-0.0036607176413199216
2,3,2.6657827201225595,0.2360101084429941,0.23005239046054743,1.585792626120503,2.6657827201225595,0.1281522155108346,0.22884162086882084,1.7618783202502584,2.6657875675133997,0.2359064224188485,0.2292621070981471,1.7310304012406728,2.665769561537337,0.23596857630484844,0.22928200943098861,1.7309953049657858,2.6658027815628524,0.23603508517787292,0.229294648085668,1.7309689843994,2.6658016638072324,0.23608331081412823,0.22929354942914296,1.7309467789428339,2.6657586725082987,0.2360630413798468,0.2292740099346401,1.7309533561446895,1.7528593156686006e-05,0.10785909141276513,0.00043981453860015386,0.030899370335357012,2.00614402929844e-05,0.10793109530329362,0.0004530272168471461,-0.03084791900958561
3,4,2.358391135774804,0.1041342628919858,0.11371501925197969,1.5267319657600853,2.358391135774804,0.09965819703242842,0.11121980794400273,1.7305230608405087,2.3583917416348803,0.1036032858807801,0.11194200277301102,1.7291351148246348,2.358386149943818,0.10383892063083378,0.11201265837341674,1.7290800695232256,2.3583839498755683,0.104039373574528,0.11201609184698298,1.729043248408317,2.3583893371940166,0.10429472020880137,0.11200372406514286,1.7290057028676857,2.358397303638351,0.10472208402376602,0.11210564944076484,1.7289240623639948,4.8608673806204925e-06,0.004458187576735133,0.0007979329384080982,0.0014871203222864618,6.167863547013042e-06,0.005063886991337599,0.0008858414967621159,-0.0013879460158738866
4,5,2.573914875123699,0.19031675853281385,0.08038673426829875,1.5727369283206178,2.573914875123699,0.1871992076560372,0.0672782805573037,1.7646158863030603,2.574203907728604,0.17712402769532792,0.07876176425303698,1.7659096189947205,2.57427889890992,0.1802653149565369,0.07848598249426585,1.76511888787344,2.5742730933875175,0.17897990417238,0.07776553167611912,1.765543165186172,2.5739740776983293,0.17704793822543186,0.07742051199649043,1.7661032919633315,2.573268117449391,0.21472360042206942,0.07724579629540448,1.7550861838225984,0.0003914521483616535,0.014681863213889921,0.01067409616859776,0.004377538256798413,0.0003640237862208018,0.02752439276603222,0.01148348369573328,0.0014874056602711683
5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
6,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
7,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
8,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
9,10,3.137445121988395,0.13807024832435666,0.0910334373299926,1.7538522297544332,3.137445121988395,0.1358133587777716,0.08869428626844714,1.9072454865431092,3.1374459211669286,0.13819645736244676,0.0888945143037314,1.9062188487771528,3.1373318979963387,0.13828565010298743,0.08889793071742284,1.9061637521320733,3.1376216032905773,0.1379055165833635,0.08888585693154692,1.9063234992405345,3.1377119045875475,0.13774117338209288,0.08887190166623013,1.9063890604634417,3.1372652121673714,0.13813374791357108,0.08887531925299073,1.9061934701092742,0.00017175940148633412,0.002248073950504662,0.0001910925522856807,0.0009914029686872927,0.0002667825991524708,0.002472291325215842,0.00020364444897570666,-0.000856426079667516
10,11,2.448995726054462,0.07851235018178589,0.07148533056538847,1.5597004513133141,2.448995726054462,0.07466018760163738,0.06786910824082885,1.7610981297467443,2.448999698126204,0.07855299871802615,0.06854646572146364,1.7601193876803802,2.4489939020919405,0.07861254425074786,0.06863665479342168,1.7601024794822895,2.448982764489071,0.07855799344329122,0.06867181669539836,1.7601006102300405,2.448988149219295,0.07849364886333605,0.06854485036847968,1.7601212652703855,2.4490194460001797,0.07844144464287955,0.06864445564692362,1.7601258747551993,1.2705515547079433e-05,0.003871984553320595,0.0007416296586877238,0.0009842605997946218,2.3719945717814994e-05,0.003952356649110478,0.0008027084545695062,-0.000972254991544963
11,12,2.3313545016172696,0.17924241882615405,0.16391644950565853,1.5011313979560792,2.3313545016172696,0.12341658519293623,0.16226856348881583,1.7081498948148433,2.331329688772011,0.179624431822761,0.1628916623215279,1.695344806861154,2.3316295101686477,0.17925622365358024,0.16258115941174386,1.6955984858870348,2.331482235940363,0.17912153954025692,0.16254535657023023,1.6956077757852164,2.331207848831674,0.1797309377004735,0.16288885793384875,1.695281950417022,2.331262015809104,0.1790050517780695,0.16290274477040637,1.6954812910737094,0.0001566027471994569,0.05593176753982314,0.0005195255282920733,0.01268771379802843,0.00027500855137807534,0.05631435250753726,0.0006341812815905401,-0.012542119029626875
12,13,2.5728799206794286,0.13215854282995934,0.27720962457631065,1.5887899748758223,2.5728799206794286,0.12625948799469744,0.275934554124829,1.7234593878621036,2.5728831140132913,0.13267112894918215,0.27659098272941524,1.7209511380248164,2.5728895765093864,0.13204095874293548,0.2765834242909407,1.7210821243536687,2.5728806524448036,0.1317837537797064,0.27652105604993443,1.7211703632093718,2.5728726952299024,0.13187999293114688,0.27653278927339126,1.7211401465709066,2.5728734117712557,0.13197539567813035,0.2765658411715351,1.7211030293555614,6.301443014997372e-06,0.005819170603987448,0.0006248718495588605,0.002371229152728563,9.655829957821993e-06,0.00641164095448471,0.0006564286045862566,-0.0022890246527318414
13,14,2.5841208566021567,0.2012874060150291,0.1472610554243924,1.5739040065585241,2.5841208566021567,0.19859191611976748,0.14563605331401652,1.7521095531712936,2.5841244398040004,0.20111654836823745,0.14576009390974765,1.7505853908356492,2.5841243562933616,0.20105427967114184,0.14584750582421183,1.7505852372013928,2.5841313054890356,0.20129635675430918,0.14595817561128754,1.7504789194203094,2.584126553278571,0.20128345985864504,0.1460897137255022,1.750450727261685,2.584119544138672,0.20145056389526442,0.14618134584735856,1.7503712654040355,5.804155296930574e-06,0.002652066220800542,0.0003652431310029848,0.0016173388137015617,1.0448886878844377e-05,0.0028586477754969364,0.00054529253334204,-0.0015241623356443412
