,flag,epoch,sbx,sby,sbz,sbvx,sbvy,sbvz
0,1.0,2456961.5,-1.1660296103453536,-3.3482250876823794,1.168274155055484,3.017172647631572,-0.9015322194271841,-0.3130753924694808
1,1.0,2456961.5,-1.16602951379023,-3.3482251579873425,1.1682741722938568,3.0171726223590007,-0.9015322015568474,-0.3130754033980162
2,1.0,2456961.5,-1.166029487556263,-3.3482251464474824,1.168274160114437,3.0171726359823943,-0.9015322287756105,-0.3130753072670287
3,1.0,2456961.5,-1.1660295562823662,-3.3482252395472307,1.1682742160911688,3.0171725704132233,-0.9015320211354904,-0.3130754960673884
4,1.0,2456961.5,-1.1660295600235149,-3.348225041056504,1.1682741447518525,3.0171727199260188,-0.9015322255409685,-0.31307530768328184
5,1.0,2456961.5,-1.1660295492354704,-3.3482250975187364,1.168274158333248,3.0171726564559225,-0.9015321970353398,-0.31307541423115265
6,1.0,2456961.5,-1.1660295074020866,-3.34822510604596,1.1682741864992165,3.017172663927438,-0.9015321868905074,-0.31307539494947056
7,1.0,2456961.5,-1.1660296108712704,-3.3482251399721603,1.1682741673615622,3.017172611590747,-0.9015321768086464,-0.31307538392551143
8,1.0,2456961.5,-1.1660294993572586,-3.348225152789305,1.1682741880394334,3.017172626145331,-0.9015321580955615,-0.3130754478783132
9,1.0,2456961.5,-1.1660296861700368,-3.3482249752057727,1.168274135991649,3.0171726958557503,-0.9015323148791428,-0.313075337021289
10,1.0,2456961.5,-1.1660294433654608,-3.3482252239305783,1.168274199427369,3.0171726120582467,-0.901532087677793,-0.31307535444050916
11,1.0,2456961.5,-1.1660296915877337,-3.3482250459540537,1.1682741754259949,3.0171726397192296,-0.9015322505790342,-0.31307536355845994
12,1.0,2456961.5,-1.1660295720533953,-3.3482251757527015,1.168274192967291,3.017172597770481,-0.9015321379790643,-0.31307540293089653
13,1.0,2456961.5,-1.1660296217652215,-3.3482250792900463,1.1682741415932856,3.0171726746903413,-0.9015321930548139,-0.3130753651339406
14,1.0,2456961.5,-1.1660296414786633,-3.3482250964161797,1.168274147913445,3.0171726264131404,-0.9015322056327242,-0.31307539656983047
15,1.0,2456961.5,-1.166029615479555,-3.3482250069963424,1.1682741371828635,3.0171727050932677,-0.9015322657903904,-0.313075441767933
16,1.0,2456961.5,-1.1660296688643448,-3.3482250865028744,1.1682741393508564,3.017172607963773,-0.9015322825326723,-0.313075444943945
17,1.0,2456961.5,-1.1660295895396333,-3.3482251205977906,1.1682741567084278,3.017172645399193,-0.9015321373729133,-0.3130753955654261
18,1.0,2456961.5,-1.1660296761661217,-3.348225050982326,1.1682741579499933,3.0171726399874848,-0.9015322451007804,-0.31307544428036693
19,1.0,2456961.5,-1.1660295972856092,-3.348225064627306,1.1682741496209557,3.017172662308519,-0.901532205239716,-0.3130754227824788
20,1.0,2456961.5,-1.1660296087147706,-3.348225111538373,1.1682741745450416,3.017172622113313,-0.9015322158293413,-0.3130753717813045
