a,e,inc,Omega,omega,M,dist,H,RESO,Ifree,IfreeRange,qForced,pForced,OSSOS,DES,ID,Name
43.6394,0.11815,9.91076,78.9773,45.31676,47.06626,40.49581,6.6,74,8.138,5.1401,0.1549,1.7781,x,x,a0559179,559179 (2015 BR518)
43.56742,0.05019,8.08737,101.6183,55.17776,56.51975,42.44077,5.92,0,6.4055,0.1546,0.0933,1.7519,x,x,a0559180,559180 (2015 BT518)
42.77556,0.17253,28.18959,210.01879,53.21107,290.94627,41.33565,5.61,0,28.7801,0.4368,-0.285,1.5931,x,x,a0559181,559181 (2015 BX518)
46.92931,0.18507,11.3845,43.98909,299.17566,271.98268,48.21369,4.81,0,10.4287,0.4405,-0.1505,1.6474,x,x,a0559182,559182 (2015 BZ518)
39.41042,0.32861,24.0219,152.02885,97.60966,347.85482,27.08996,7.42,32,23.4208,6.6475,0.2137,1.8162,x,x,a0560039,560039 (2015 FP36)
44.34796,0.14431,16.37278,283.69062,234.9334,27.95938,38.94365,6.39,0,18.0147,0.394,-0.1369,1.6547,x,x,a0560552,560552 (2015 GO50)
47.48591,0.78739,19.60694,61.39621,87.21523,2.35635,10.76378,11.07,-1,-,-,-,-,x,x,a0567065,567065 (2019 CY4)
45.75295,0.22974,11.67003,32.82303,218.96873,350.78007,35.46923,7.08,158,10.7403,1.2003,0.0902,1.7497,L4h11,x,a0568573,568573  (2004 HN79)
39.51149,0.17852,13.49695,19.79501,109.11162,295.78174,37.57352,5.82,32,21.7313,3156.2563,-8.0898,-1.759,mal35,x,a0575713,575713  (2011 UT410)
40.5235,0.01919,16.55837,47.65642,311.3085,230.75596,41.02428,6.5,0,15.0253,0.7528,0.3034,1.8443,x,x,a0576212,576212  (2012 HL85)
39.31665,0.2891,29.0667,185.10291,75.09357,358.26423,27.96069,8.2,32,29.1437,3.7595,-0.12,1.6692,x,x,a0576257,576257  (2012 JD68)
40.9262,0.11034,20.33484,159.13318,25.3698,42.49736,37.85404,7.21,0,19.8223,0.5467,0.0396,1.7321,x,x,a0577627,577627  (2013 HZ156)
39.57858,0.18968,8.84506,331.61859,233.88741,18.30907,32.64083,7.03,32,10.8654,7.3495,-1.7991,0.9201,x,x,a0578834,578834  (2014 GF54)
39.38256,0.279,6.1911,129.37519,118.58548,358.85888,28.39915,7.4,32,4.6739,282.3869,-1.1294,1.042,x,x,a0578992,578992  (2014 JL80)
39.4314,0.07511,19.38971,146.25051,320.78493,207.9048,42.09279,5.12,32,18.7717,2.14,0.4178,1.8948,x,x,a0578993,578993  (2014 JP80)
42.93407,0.4035,28.46835,139.55086,47.22873,33.11947,32.05895,7.91,-1,-,-,-,-,x,x,a0578997,578997  (2014 JR92)
42.7568,0.17885,28.43412,164.99362,106.8097,347.28874,35.38566,6.91,0,27.7804,0.4721,-0.2902,1.5911,x,x,a0579062,579062  (2014 KF113)
41.05975,0.04678,16.07887,177.47648,134.57873,18.87434,39.2524,6.29,85,16.3181,0.4439,0.2178,1.8073,x,x,a0579077,579077  (2014 LP28)
39.24362,0.26738,19.25129,131.08002,141.21427,349.56045,29.07128,7.85,32,20.67,148.0784,5.0877,3.8996,x,x,a0579246,579246  (2014 OX415)
45.81874,0.11516,1.06541,154.7716,100.17772,308.05829,42.98415,7.6,0,1.5738,0.2318,-0.0106,1.7064,x,x,bJ94E02S,(1994 ES2)
42.83851,0.04328,1.65777,19.51428,13.06953,199.67346,44.59275,7.1,0,1.7349,0.4155,0.4991,1.9246,x,x,bJ94E03V,(1994 EV3)
46.44586,0.13497,4.10395,128.63258,0.95658,29.4012,41.23,7.6,0,2.8889,0.3009,-0.1222,1.6593,x,x,bJ95D02B,(1995 DB2)
44.10387,0.06192,2.34293,154.17114,120.34744,277.13627,43.93261,7.22,0,2.3655,0.1907,0.1352,1.7691,x,x,bJ95D02C,(1995 DC2)
39.51295,0.25181,4.81338,186.66273,60.20383,0.27718,29.56325,7.7,32,3.7565,6.7665,-2.0516,2.0228,L4h10PD,x,bJ95H05M,(1995 HM5)
45.20204,0.11117,8.08316,92.61651,194.51426,2.59554,40.18349,7.3,0,6.4016,0.2586,-0.075,1.6799,x,x,bJ96K01V,(1996 KV1)
43.84763,0.10031,31.66984,11.54835,358.82231,31.39919,40.23004,6.9,0,31.7439,0.1695,-0.3536,1.5628,x,x,bJ96R20Q,(1996 RQ20)
39.52178,0.17532,5.30708,163.53992,48.44335,149.97228,45.76653,6.9,32,3.6631,3.4499,-1.456,1.0394,x,x,bJ96R20R,(1996 RR20)
42.62242,0.01343,3.31432,44.60636,206.44353,144.12432,43.08895,6.3,0,1.8849,0.1928,0.5166,1.9322,x,x,bJ96T66K,(1996 TK66)
43.88381,0.12671,7.34652,285.89845,140.46118,6.70895,38.37332,6.18,0,9.0573,0.773,0.2527,1.8192,x,x,bJ96T66S,(1996 TS66)
43.72334,0.03069,1.01484,74.64683,209.98177,241.08416,44.40298,6.5,0,0.8132,0.0885,0.1756,1.7865,x,x,bJ97C29T,(1997 CT29)
47.17956,0.17457,7.75899,177.06751,326.29531,50.9483,43.00843,8.6,0,7.7068,2.4273,-0.1445,1.6496,o5p079,x,bJ97G45A,(1997 GA45)
42.69471,0.08314,13.18628,355.72665,73.34123,326.16896,39.84787,7.0,0,13.3325,0.301,0.1015,1.7564,x,x,bJ97Q04H,(1997 QH4)
41.76837,0.02123,9.86566,228.89167,202.51487,124.27002,42.28023,6.7,0,11.6808,0.4623,0.5011,1.9268,x,x,bJ98FE4S,(1998 FS144)
39.32748,0.18872,8.78578,194.80005,34.6317,9.84892,32.07089,8.4,32,7.4837,4.5778,-1.7262,0.9493,x,x,bJ98HF1H,(1998 HH151)
40.74739,0.09014,28.00833,16.33977,131.26738,73.89666,40.04439,8.1,0,27.8167,0.1866,-0.226,1.6192,x,x,bJ98HF1L,(1998 HL151)
41.37648,0.09259,16.72977,123.44147,226.09266,228.35796,44.10286,8.2,0,15.3712,0.6562,0.161,1.7831,x,x,bJ98HF1O,(1998 HO151)
44.32888,0.04658,2.05429,122.91612,357.53084,211.74201,46.10998,7.3,0,1.17,0.1171,0.0536,1.7345,x,x,bJ98K61Y,(1998 KY61)
43.77211,0.03401,1.18308,102.6435,197.90279,31.23151,42.51344,7.7,0,0.7567,0.1191,0.1643,1.7817,x,x,bJ98K65S,(1998 KS65)
45.56809,0.12678,2.22602,88.34024,35.31087,348.74163,39.93606,7.0,0,0.5152,0.2954,0.0052,1.7133,x,x,bJ98W24G,(1998 WG24)
43.29757,0.04204,0.92157,60.7781,176.39766,204.85867,44.96214,6.7,0,1.0495,0.2096,0.3119,1.8446,x,x,bJ98W24X,(1998 WX24)
43.18501,0.03984,1.91085,102.629,14.14502,350.42608,41.49054,7.2,0,0.7572,0.2232,0.3394,1.8564,x,x,bJ98W24Y,(1998 WY24)
44.64871,0.08645,6.79861,237.09465,51.68845,142.99978,47.8406,6.7,0,8.2894,0.1775,0.0016,1.7124,x,x,bJ98W31W,(1998 WW31)
45.4383,0.10686,2.97265,37.49392,42.24087,17.13224,40.85123,6.8,137,2.3815,0.193,-0.0205,1.7025,x,x,bJ98W31X,(1998 WX31)
45.19003,0.11792,1.97744,63.65762,107.69796,302.37563,42.82739,6.9,0,0.7793,0.3942,0.0984,1.7527,x,x,bJ98W31Y,(1998 WY31)
46.90617,0.12875,8.74607,168.11315,350.28076,31.18043,41.98698,7.0,0,8.3561,0.1763,-0.2043,1.6246,x,x,bJ99CB9B,(1999 CB119)
44.76263,0.0745,0.45356,190.45755,65.67987,306.57182,42.94674,7.2,0,1.8795,0.1598,0.047,1.7314,x,x,bJ99CB9C,(1999 CC119)
43.30827,0.08311,19.95562,122.35605,171.61805,219.66035,46.18996,7.1,0,18.488,0.1633,-0.1923,1.6317,x,x,bJ99CB9H,(1999 CH119)
45.32784,0.06647,3.20574,313.35248,187.17272,13.65806,42.41252,7.4,0,4.6116,0.0573,-0.0772,1.6787,L5c10PD,x,bJ99CB9J,(1999 CJ119)
46.86849,0.00672,23.2931,125.16538,67.82245,319.49766,46.62996,6.1,0,21.8215,0.0302,-0.3529,1.5621,x,x,bJ99CB9L,(1999 CL119)
43.73312,0.04055,1.00011,347.12591,266.16092,268.52471,43.85043,8.1,0,2.1631,0.1483,0.1973,1.7957,x,x,bJ99CB9N,(1999 CN119)
42.24612,0.23442,9.75594,127.99086,110.30692,307.486,38.00641,7.1,53,8.0503,557.2514,-4.4658,-0.213,L5c13PD,x,bJ99CD1X,(1999 CX131)
41.31071,0.09575,13.27646,123.29536,137.08611,259.68672,42.37424,6.91,0,12.0497,1.3644,0.5575,1.9516,x,x,bJ99CD3Q,(1999 CQ133)
45.68238,0.1392,0.19827,91.86272,2.58829,67.64615,44.07551,7.4,0,1.5103,0.4927,-0.0063,1.7084,x,x,bJ99CF3M,(1999 CM153)
44.19236,0.06508,2.69796,139.27492,296.00239,76.59357,43.70623,7.2,0,2.1654,0.1428,0.1207,1.7629,L5c24PD,x,bJ99CF3U,(1999 CU153)
43.04915,0.09246,0.77692,100.62967,171.27857,252.12872,44.58889,7.4,0,1.4162,0.8203,0.6017,1.968,x,x,bJ99CF4G,(1999 CG154)
43.0147,0.01179,0.83812,164.876,241.66926,111.71789,43.20745,7.8,0,2.0445,0.1888,0.387,1.8767,x,x,bJ99CF4H,(1999 CH154)
40.81486,0.07246,17.08804,127.73103,313.41131,71.63542,40.08227,8.3,0,15.8483,0.7617,0.2317,1.8137,x,x,bJ99CF8K,(1999 CK158)
43.26931,0.07157,2.79077,54.0019,253.102,223.17424,45.62361,7.9,0,1.2534,0.3688,0.4394,1.8987,x,x,bJ99D00A,(1999 DA)
44.09863,0.07327,4.52714,105.10682,101.38488,328.44017,41.41685,8.7,0,2.9151,0.2613,0.1362,1.7695,x,x,bJ99D08H,(1999 DH8)
44.57221,0.08464,5.17994,24.34706,96.39029,102.03949,45.65541,6.9,0,4.678,0.2837,0.0583,1.7363,x,x,bJ99G46S,(1999 GS46)
44.10548,0.01935,2.60021,105.66161,167.98658,320.18824,43.45671,6.9,0,1.0857,0.0507,0.0723,1.7425,x,x,bJ99H11S,(1999 HS11)
42.92978,0.02618,3.1573,160.90786,276.61739,153.36487,43.93994,7.8,0,3.4923,0.1535,0.4034,1.8838,x,x,bJ99H11V,(1999 HV11)
43.61586,0.15556,1.01824,30.60292,268.25164,310.87806,39.87683,7.2,74,3.0988,4.4719,2.8342,2.9204,x,x,bJ99H12G,(1999 HG12)
43.55445,0.02012,1.30124,255.76517,78.22662,260.96963,43.70907,7.0,0,3.1093,0.1231,0.2121,1.8021,x,x,bJ99H12H,(1999 HH12)
43.0609,0.04891,4.54256,122.52496,222.23247,267.89915,43.24057,7.4,127,3.4163,0.3735,0.3492,1.8607,x,x,bJ99H12J,(1999 HJ12)
43.26681,0.06655,10.48382,30.94143,102.05473,100.079,43.95281,7.7,0,9.6148,0.2437,0.0921,1.7518,x,x,bJ99JD2D,(1999 JD132)
43.60063,0.20842,0.6048,283.90771,213.07913,194.44413,52.49017,7.9,74,12.4505,350.5215,-11.9743,-3.4353,x,x,bJ99K18R,(1999 KR18)
43.96765,0.08038,2.55416,137.76988,277.68023,297.37938,42.57861,7.4,0,2.1312,0.2348,0.2378,1.8126,x,x,bJ99O03Z,(1999 OZ3)
44.38313,0.06711,3.12467,136.96046,58.27651,141.34044,46.78127,7.9,0,2.3935,0.1738,0.0782,1.7448,x,x,bJ99O04A,(1999 OA4)
45.46869,0.16854,1.16955,55.54105,203.42754,67.33194,43.70977,8.3,0,0.9559,0.5478,0.1636,1.7802,x,x,bJ99O04C,(1999 OC4)
41.42497,0.09416,14.3966,301.49786,147.17023,251.85788,42.95553,7.3,0,15.8531,0.5944,0.3568,1.8661,x,x,bJ99O04D,(1999 OD4)
40.45596,0.03904,28.17447,124.17651,161.50712,47.05072,39.41436,8.3,0,26.7185,0.0963,-0.2229,1.6205,x,x,bJ99O04H,(1999 OH4)
43.24239,0.158,29.98359,122.37857,65.70101,125.75805,47.85288,7.6,0,28.4848,0.3629,-0.3236,1.5763,x,x,bJ99O04K,(1999 OK4)
42.52453,0.04625,2.57724,138.05928,208.69101,2.35534,40.55949,7.79,0,2.6079,0.4181,0.676,2.0001,x,x,bJ99RL4T,(1999 RT214)
42.89503,0.03236,1.36228,0.34768,268.93999,116.31788,43.54565,7.3,0,2.1024,0.1772,0.4735,1.9136,x,x,bJ99RL4W,(1999 RW214)
46.10337,0.17205,4.81901,3.78701,265.743,101.44476,48.90302,6.8,1910,4.8868,0.4609,0.1425,1.7707,x,x,bJ99RL4X,(1999 RX214)
44.05997,0.05789,1.40675,189.03919,256.49638,314.90325,42.33822,6.9,0,2.5217,0.2355,0.1508,1.7757,x,x,bJ99RL5C,(1999 RC215)
46.38553,0.07079,0.24185,292.28573,114.1725,323.16799,43.84846,7.2,0,1.8866,0.0922,-0.1509,1.6471,x,DESY6_0475,bJ99RL5G,(1999 RG215)
39.38208,0.13876,11.46169,137.51829,94.8574,155.93986,44.47741,7.6,32,8.9011,8.63,-4.3474,-0.157,x,DESY6_0804,bJ99RL5K,(1999 RK215)
44.61089,0.18275,21.99602,351.83622,26.14605,25.63681,37.62537,8.4,0,22.5178,0.6153,-0.2414,1.6106,x,x,bJ99RL5V,(1999 RV215)
46.92637,0.14129,0.89178,99.28327,186.2435,52.77747,43.5885,7.6,0,0.771,0.2046,-0.1411,1.6511,x,x,bJ99RL5X,(1999 RX215)
42.99312,0.08121,7.16599,255.43434,79.71951,120.49239,44.96232,6.2,0,9.0863,0.4211,0.396,1.8807,x,x,bJ99XE3Y,(1999 XY143)
44.40765,0.07659,1.24418,140.89204,308.15167,80.1003,44.07978,6.2,0,1.4491,0.272,0.1086,1.7576,x,x,bK00CA4L,(2000 CL104)
44.24383,0.10018,9.48499,130.61031,148.49422,265.55501,45.02082,6.8,0,8.2635,0.2174,0.0059,1.7146,x,x,bK00CA4P,(2000 CP104)
43.86861,0.05639,0.54887,76.77783,27.28266,30.02939,41.76444,7.07,0,1.2531,0.211,0.1757,1.7864,x,x,bK00CA5E,(2000 CE105)
43.84243,0.03619,0.52804,56.90044,56.04665,33.91362,42.54431,7.11,0,1.3435,0.1311,0.1597,1.7797,x,x,bK00CA5F,(2000 CF105)
46.32133,0.04241,27.99299,314.06808,83.51908,115.70648,47.23925,6.6,0,29.3792,0.0415,-0.3709,1.5545,x,x,bK00CA5G,(2000 CG105)
44.16357,0.10714,11.59337,154.19709,227.57353,157.92138,48.61054,6.2,169,10.9341,0.282,-0.0279,1.7005,x,x,bK00CA5J,(2000 CJ105)
43.01012,0.04688,4.17618,113.66325,199.84787,208.41462,44.80384,6.9,0,2.8284,0.2457,0.3656,1.8677,x,x,bK00CA5L,(2000 CL105)
47.04942,0.1472,19.2706,307.25822,55.57577,125.05291,51.62762,5.9,0,20.7275,0.2584,-0.3066,1.5818,x,x,bK00CA5O,(2000 CO105)
43.91349,0.0423,1.55224,82.49171,316.85377,120.31174,44.90762,7.1,0,0.2412,0.1859,0.1433,1.7727,x,x,bK00CB4N,(2000 CN114)
43.94299,0.06413,0.71496,332.66845,28.86108,210.60779,46.41162,8.0,0,2.1633,0.1998,0.1721,1.7848,x,x,bK00F08C,(2000 FC8)
45.10918,0.09798,4.45916,178.33495,111.77994,291.63708,43.87259,7.6,0,4.7407,0.2036,0.0102,1.7156,o5p115PD,x,bK00F08F,(2000 FF8)
43.9082,0.06851,1.13793,159.65933,123.95621,296.27827,42.74944,7.5,0,1.8995,0.2611,0.2107,1.8012,o5p095PD,x,bK00F08G,(2000 FG8)
43.49663,0.03302,2.07467,8.82307,21.79553,180.58526,44.93288,7.2,0,2.354,0.1692,0.2284,1.8091,x,x,bK00F08H,(2000 FH8)
44.49446,0.08611,2.51031,39.44265,88.26254,95.42664,45.17831,7.6,95,1.8204,0.1519,0.1262,1.765,x,x,bK00F53R,(2000 FR53)
43.05644,0.03554,2.09004,26.03229,129.74102,74.94351,42.71035,7.8,0,1.7713,0.2777,0.3898,1.8779,x,x,bK00F53S,(2000 FS53)
45.12585,0.15427,11.98993,35.31859,244.69356,334.78352,39.07157,8.3,0,11.1518,0.4046,-0.0584,1.6871,x,x,bK00F53T,(2000 FT53)
44.04513,0.0684,3.67555,99.89955,63.66392,62.44083,42.82082,7.6,0,2.0042,0.1651,0.1466,1.774,x,x,bK00GE6V,(2000 GV146)
44.09228,0.01373,0.68147,345.00388,31.81431,198.42212,44.66729,7.8,0,2.0078,0.1083,0.0852,1.748,x,x,bK00GE6X,(2000 GX146)
43.96312,0.02109,2.70098,13.49313,9.03181,192.73855,44.86847,7.9,0,2.7656,0.1212,0.0995,1.7542,x,x,bK00GE6Y,(2000 GY146)
46.11283,0.10172,1.74168,179.83008,128.74098,310.5489,43.36738,7.2,1910,2.3409,0.1663,-0.0963,1.6702,x,x,bK00J81F,(2000 JF81)
41.25414,0.08344,19.12729,146.02586,303.08519,175.33494,44.68649,6.4,0,18.2391,0.4417,0.0219,1.7242,x,x,bK00K04K,(2000 KK4)
44.16225,0.01864,5.62891,77.8303,199.75047,65.18415,43.82946,6.61,0,3.9576,0.0986,0.0203,1.7206,x,x,bK00O67H,(2000 OH67)
42.9858,0.03004,3.13737,57.94683,110.53794,193.74696,44.24201,7.0,0,1.4978,0.2756,0.3876,1.877,x,x,bK00O67N,(2000 ON67)
43.67321,0.18982,0.7551,182.50959,77.80354,70.97738,42.48228,7.6,74,6.2235,293.8373,-6.8593,-1.2435,K02O03,x,bK00O67P,(2000 OP67)
43.19117,0.04884,4.41871,77.23861,231.10948,18.14259,41.19718,6.79,0,2.5531,0.2408,0.3114,1.8445,x,x,bK00O69U,(2000 OU69)
42.47185,0.01999,0.70791,227.03357,121.96323,343.85525,41.6575,8.1,0,2.7801,0.248,0.6863,2.0045,x,x,bK00P29U,(2000 PU29)
44.18281,0.06,1.75954,147.98446,86.79846,89.98084,44.34062,8.3,0,1.8202,0.1377,0.1267,1.7654,x,x,bK00P29W,(2000 PW29)
42.58448,0.05682,6.40563,135.3355,270.42893,293.61488,41.73446,7.6,0,5.6827,0.6338,0.5109,1.9299,x,x,bK00P29X,(2000 PX29)
44.23559,0.05702,0.82068,45.07961,119.6058,176.66747,46.75415,7.3,0,1.2673,0.1068,0.1077,1.7574,x,x,bK00P29Y,(2000 PY29)
47.02821,0.13675,0.41868,324.81123,291.07421,71.58741,45.83262,8.0,0,1.9587,0.1609,-0.1065,1.6654,x,x,bK00P30A,(2000 PA30)
43.06252,0.03004,1.25133,71.77311,127.69132,141.17777,44.08496,7.6,0,0.6888,0.1709,0.3884,1.8773,x,x,bK00P30C,(2000 PC30)
46.51876,0.02277,4.59627,330.61322,307.18546,60.94266,46.02295,7.0,0,5.7226,0.0376,-0.1997,1.6266,L4q09,x,bK00P30D,(2000 PD30)
45.09693,0.10306,4.63168,130.18254,297.75312,271.52999,45.45007,7.7,0,3.5144,0.2699,0.0181,1.719,x,x,bK00P30G,(2000 PG30)
41.94296,0.23942,5.85923,326.04041,140.81624,256.36185,46.3404,7.4,-1,-,-,-,-,x,x,bK00P30L,(2000 PL30)
44.00364,0.05742,2.28245,129.7825,63.47668,144.51955,46.10658,7.9,0,1.611,0.1854,0.1504,1.7756,x,x,bK00P30M,(2000 PM30)
44.82545,0.10423,1.51459,15.89944,274.9533,46.31005,41.88187,8.1,0,1.893,0.1726,0.1319,1.7671,x,x,bK00P30N,(2000 PN30)
44.10161,0.05232,2.66035,99.70909,206.35804,54.40787,42.84232,6.6,169,1.027,0.1011,0.1007,1.7546,x,DESY6_0806,bK00QM6C,(2000 QC226)
43.9892,0.08234,1.19278,118.52646,354.92658,257.75522,45.03385,6.5,0,1.059,0.3752,0.1854,1.7905,x,x,bK00QM6E,(2000 QE226)
39.51243,0.192,2.80224,350.97766,306.98295,57.90678,36.68466,9.0,32,4.0533,11.1875,-1.0388,0.9534,o5t07,x,bK00QM6H,(2000 QH226)
43.62469,0.18517,2.49412,167.5575,214.05367,356.23477,35.57285,8.08,74,6.0879,36.3729,3.1139,3.0406,x,x,bK00QM6L,(2000 QL226)
39.45368,0.20374,1.58801,238.32766,338.32093,146.05032,46.52459,7.1,32,2.304,96.4203,-1.0255,0.9445,o5t42,x,bK00QO3A,(2000 QA243)
42.17037,0.12347,0.34192,42.79775,317.18612,23.40994,37.51367,7.4,53,6.2668,66.6381,5.2805,3.9706,x,x,bK00QP1N,(2000 QN251)
45.91851,0.25757,23.63093,162.45496,121.51696,55.07824,41.64939,7.6,179,22.9279,0.8926,-0.2805,1.5942,x,x,bK00QP2L,(2000 QL252)
43.69157,0.04813,1.82839,270.25017,284.49642,129.9965,45.09986,8.0,0,3.6386,0.1765,0.2174,1.8042,x,x,bK00Sb0Y,(2000 SY370)
43.47553,0.04081,2.22937,115.96081,143.49739,180.8887,45.24976,7.1,0,1.2369,0.1248,0.2467,1.8168,x,x,bK00W12V,(2000 WV12)
44.8876,0.01123,1.74385,110.51044,227.86098,113.24018,45.09129,6.1,0,0.5705,0.0511,-0.0436,1.6931,x,x,bK00WG9T,(2000 WT169)
43.53599,0.06662,4.29867,93.66943,199.07827,150.86431,46.11163,7.6,0,2.531,0.1792,0.2301,1.8098,x,x,bK00WI3L,(2000 WL183)
44.92319,0.11468,7.44345,81.23596,149.16143,221.46494,49.01201,7.2,0,5.766,0.307,-0.0135,1.7059,x,x,bK00WI3M,(2000 WM183)
43.7965,0.06029,2.4424,120.46753,267.10635,58.33375,42.53121,7.4,0,1.485,0.2008,0.2155,1.8033,x,x,bK00WI3O,(2000 WO183)
43.86775,0.0338,0.79559,189.91032,21.17932,230.55377,44.83872,7.24,0,2.1232,0.1166,0.1438,1.7729,x,x,bK00Y01V,(2000 YV1)
45.56597,0.07234,4.54728,65.11069,333.50117,38.523,43.08806,7.06,0,3.1805,0.0923,-0.1047,1.667,x,x,bK00Y01X,(2000 YX1)
44.07694,0.06053,1.86576,147.07781,167.80977,117.496,45.43044,7.0,0,1.846,0.2319,0.121,1.7632,x,x,bK00Y02A,(2000 YA2)
45.56344,0.07511,2.00652,81.2948,96.56843,270.84834,45.76921,7.0,0,0.4779,0.0968,-0.0676,1.6825,x,x,bK00Y02F,(2000 YF2)
43.12501,0.03682,3.79248,130.07586,239.59653,173.42877,44.70333,6.5,0,2.9627,0.2675,0.3287,1.8519,x,x,bK01DA6B,(2001 DB106)
42.19504,0.06116,1.91438,121.37578,345.91618,74.4259,41.65196,6.4,0,2.1258,0.8105,1.0618,2.1649,x,x,bK01DA6C,(2001 DC106)
44.01211,0.09406,1.82368,123.55749,1.59611,54.84844,41.91042,7.3,0,1.2431,0.5098,0.2034,1.7981,x,x,bK01DA6D,(2001 DD106)
44.31058,0.05817,4.03828,111.64128,261.54173,167.40973,46.83255,7.4,0,2.545,0.1923,0.0677,1.7404,x,x,bK01E24S,(2001 ES24)
39.34948,0.26817,24.73405,32.45494,134.24069,52.60433,35.17862,8.4,32,23.5847,7.0718,0.25,1.827,x,x,bK01FH2U,(2001 FU172)
43.23574,0.03948,1.17104,56.76461,171.78759,358.70701,41.52924,7.7,0,0.9268,0.2205,0.3282,1.8516,o3e20PD,x,bK01FI5K,(2001 FK185)
44.11218,0.07489,3.55947,75.56299,68.45683,38.53012,41.63282,7.1,0,1.824,0.2774,0.154,1.777,x,x,bK01FI5L,(2001 FL185)
47.21786,0.1097,19.51169,16.81171,142.3473,55.47372,44.70421,7.9,0,19.4325,0.1988,-0.3239,1.5743,x,x,bK01FI5T,(2001 FT185)
43.97206,0.05879,3.51337,89.85634,55.22091,80.56594,43.69804,6.8,0,1.7472,0.1044,0.1394,1.771,x,x,bK01FJ3K,(2001 FK193)
42.71607,0.0376,2.9364,88.61125,19.37421,130.40623,43.79083,6.6,0,1.0979,0.3257,0.5182,1.9328,x,x,bK01H58Z,(2001 HZ58)
43.86737,0.06237,1.01348,149.34386,310.73806,135.34163,45.89251,6.5,0,1.6696,0.2942,0.2001,1.7968,x,x,bK01H59A,(2001 HA59)
44.38726,0.02493,3.21267,50.93136,287.2547,292.12983,43.99441,7.2,0,2.1454,0.075,0.0234,1.7217,x,x,bK01K76F,(2001 KF76)
46.16113,0.12368,3.24509,261.65294,69.67109,314.20829,42.59322,6.8,0,4.916,0.1608,-0.0546,1.6877,x,x,bK01K76H,(2001 KH76)
44.49289,0.09743,1.32871,255.38536,143.43546,233.0655,47.34478,6.6,95,3.0879,0.35,0.1305,1.7669,x,x,bK01K76L,(2001 KL76)
42.79057,0.09831,6.24416,47.75508,245.99675,316.31216,39.9683,6.3,0,4.3643,0.8811,0.7014,2.0107,x,x,bK01K76Q,(2001 KQ76)
46.01443,0.2162,10.45997,61.82914,241.75171,338.32554,37.17963,7.6,0,8.9018,1.1611,0.0955,1.7516,L5i02PD,x,bK01K76W,(2001 KW76)
39.32077,0.23472,3.96934,90.06902,263.03623,314.62359,34.24069,6.1,32,2.8964,2.789,-1.4106,1.437,x,x,bK01K76Y,(2001 KY76)
39.53799,0.11393,2.2517,139.15254,89.35684,45.52485,36.67674,6.0,32,0.5284,5.5289,-1.7259,0.9448,x,x,bK01K77D,(2001 KD77)
45.44495,0.18459,20.98338,240.28379,325.70311,54.41086,41.75564,7.2,137,22.2708,0.6228,-0.2584,1.603,x,x,bK01K77E,(2001 KE77)
43.90244,0.14592,20.72559,245.59007,16.30523,7.78365,37.57691,7.9,0,22.1368,0.4284,-0.207,1.6254,L5i03PD,x,bK01K77O,(2001 KO77)
42.92708,0.03482,1.99777,114.78121,127.96703,84.1078,42.82536,7.4,0,1.2867,0.122,0.4463,1.902,x,x,bK01OA8K,(2001 OK108)
45.53119,0.00948,2.32449,131.32313,320.74054,146.31383,45.89142,6.5,0,1.4211,0.0316,-0.1162,1.6622,x,x,bK01OA8Q,(2001 OQ108)
43.3036,0.05418,2.10162,130.3122,66.12454,128.22904,44.83,8.3,0,1.7343,0.2927,0.355,1.8629,x,x,bK01OA8Z,(2001 OZ108)
43.49578,0.0136,0.54643,332.67879,13.65439,346.01843,42.92215,8.1,0,2.0748,0.0986,0.2249,1.8076,x,x,bK01OA9G,(2001 OG109)
39.769,0.0652,8.73133,248.00938,169.47839,342.22346,37.31704,7.32,0,21.6071,725.6731,-24.8618,-8.9546,x,x,bK01P47K,(2001 PK47)
42.93174,0.03657,1.13618,143.31365,316.57344,277.2991,42.78911,6.7,0,1.8396,0.363,0.4583,1.9071,x,DESY6_0077,bK01QT7O,(2001 QO297)
45.21066,0.12056,1.43077,111.8016,164.15797,86.33231,45.51766,6.7,0,0.685,0.3075,0.0284,1.7233,x,DESY6_0373,bK01QT7P,(2001 QP297)
44.35776,0.08224,4.41382,80.62714,211.02811,76.79428,43.81564,7.0,0,2.6886,0.2366,0.0765,1.7442,x,x,bK01QT7Q,(2001 QQ297)
44.39369,0.02589,5.145,148.04066,223.59302,338.20685,43.33061,6.73,0,4.4782,0.1258,-0.0029,1.7106,x,x,bK01QT7R,(2001 QR297)
44.12523,0.02729,0.91021,279.52733,111.39818,323.75376,43.16584,6.3,0,2.6477,0.1313,0.0883,1.7493,L3q09PD,x,bK01QT7X,(2001 QX297)
44.28642,0.06414,1.85541,15.99903,259.16183,54.03457,42.74436,6.9,0,2.0856,0.1189,0.1125,1.7593,L4p08PD,x,bK01QT7Z,(2001 QZ297)
46.19073,0.18784,23.63951,117.08759,227.44037,0.12211,37.51425,7.6,0,22.0948,0.4366,-0.3146,1.5789,x,x,bK01QT8A,(2001 QA298)
46.26981,0.12341,30.56897,334.74623,3.45802,22.1765,41.10238,6.8,0,31.597,0.1381,-0.3778,1.5516,x,x,bK01QT8C,(2001 QC298)
