a,e,inc,Omega,omega,M,dist,H,RESO,Ifree,IfreeRange,qForced,pForced,OSSOS,DES,ID,Name
45.38727,0.13244,10.72954,231.69143,123.74605,40.34647,41.19536,8.5,0,12.0327,0.3293,-0.0959,1.671,mal38,x,bK11Uf2M,(2011 UM412)
41.54813,0.08957,13.62883,256.50153,85.9993,93.73315,42.11777,6.5,138,15.5505,0.4571,0.3937,1.8816,x,x,bK11Uf3K,(2011 UK413)
46.85705,0.19693,12.23356,176.6508,338.03453,16.29558,38.19637,6.9,0,12.0803,0.6438,-0.1679,1.6402,x,x,bK12BF4V,(2012 BV154)
42.2846,0.16883,7.14359,3.73014,192.11065,344.83488,35.50228,6.9,53,4.7892,217.9863,3.0843,3.0302,x,x,bK12BF4Y,(2012 BY154)
42.75435,0.02425,2.76277,66.91792,213.40818,278.12674,42.63254,6.5,0,0.8664,0.1767,0.4823,1.9175,x,x,bK12D98Z,(2012 DZ98)
43.82105,0.16745,1.12458,273.63595,251.58223,21.20488,37.18722,7.3,74,5.2289,2.3857,3.1919,3.0733,x,x,bK12DA6Q,(2012 DQ106)
39.37329,0.25433,20.64378,74.03211,160.91388,355.66809,29.41077,7.8,32,17.6976,281.2259,1.9406,2.549,x,x,bK12F87N,(2012 FN87)
44.50667,0.0979,3.02362,235.1655,37.17736,15.42006,40.34147,8.9,95,4.6223,0.2371,0.1118,1.759,x,x,bK12H85E,(2012 HE85)
47.03393,0.14015,17.92761,214.65482,151.24785,11.38381,40.61662,6.4,0,18.6438,0.2408,-0.2965,1.586,x,x,bK12S67B,(2012 SB67)
42.26829,0.197,9.63096,131.82934,259.28983,7.1905,34.04273,6.6,53,25.278,4162.6743,18.7278,9.7379,x,DESY6_0236,bK12TW4C,(2012 TC324)
39.38567,0.13864,9.57592,114.61075,190.96015,60.87293,37.36238,7.0,32,8.3382,5.9693,-2.9699,0.4302,x,DESY6_0102,bK12TW4D,(2012 TD324)
46.11706,0.12014,5.54724,151.98382,303.30848,315.71965,42.51993,6.61,0,4.8935,0.2001,-0.0937,1.6713,x,x,bK12TW4E,(2012 TE324)
43.36072,0.11013,7.88316,318.49898,92.92367,344.97839,38.79031,6.6,0,8.9951,0.6713,0.375,1.8715,x,x,bK12TW4F,(2012 TF324)
42.09191,0.07262,24.74207,93.96817,102.44503,222.89412,44.42628,6.26,0,23.1134,0.2448,-0.2288,1.6171,x,x,bK12TZ9F,(2012 TF359)
39.30018,0.22467,21.87718,261.86958,130.39053,11.84252,30.7805,9.6,32,23.8912,2.6858,0.5503,1.9543,mah03,x,bK12UH7G,(2012 UG177)
39.3862,0.19044,23.74984,255.14718,346.02518,152.08351,46.26201,7.9,32,25.581,2.3245,0.2542,1.826,mah15,x,bK12UH7H,(2012 UH177)
40.66452,0.11662,19.23688,272.16563,147.66595,348.87544,36.03587,7.4,117,21.0184,0.6787,0.1701,1.7879,mah05,x,bK12UH7L,(2012 UL177)
43.54487,0.05786,16.17742,287.73524,57.24911,52.603,42.11166,8.6,0,17.7995,0.126,-0.1355,1.6555,mah12,x,bK12UH7M,(2012 UM177)
43.17198,0.15846,20.09389,341.28928,70.77284,358.6496,36.33367,7.5,0,20.816,0.5038,-0.144,1.6528,mah07,x,bK12UH7N,(2012 UN177)
41.56067,0.03512,16.44662,289.95591,335.98597,135.71227,42.62957,8.3,138,18.075,0.2401,0.0783,1.7476,mah13,x,bK12UH7O,(2012 UO177)
42.83656,0.10046,16.60156,280.16784,59.02004,55.76406,40.73629,8.1,1710,18.2778,0.2488,-0.0503,1.6922,mah09,x,bK12UH7P,(2012 UP177)
41.81432,0.14966,20.46276,202.32643,244.05723,33.78591,36.96513,6.5,0,21.124,0.5213,-0.0459,1.6954,x,x,bK12UI5E,(2012 UE185)
47.06829,0.16052,23.22738,193.54281,359.13722,276.26285,47.45351,5.2,0,23.3231,0.3005,-0.3364,1.5692,x,x,bK12VB6B,(2012 VB116)
41.36628,0.14744,18.47188,283.64128,275.45188,205.4518,47.01107,4.7,0,20.1692,0.5235,0.1298,1.7705,x,x,bK12VC8R,(2012 VR128)
40.18621,0.11614,21.12471,83.68364,17.41478,25.92194,36.11064,6.9,0,19.3525,0.7403,0.1251,1.7693,x,x,bK12W37D,(2012 WD37)
39.37604,0.29028,19.01303,173.61807,275.14959,341.24723,29.1078,8.25,32,20.6791,10.991,1.7805,2.4862,x,DESY6_0453,bK12W37F,(2012 WF37)
47.77958,0.22592,29.97096,223.57451,276.09927,324.19657,40.13992,6.4,21,30.7928,0.1951,-0.383,1.5495,x,x,bK12XF7R,(2012 XR157)
43.64835,0.16772,15.38933,118.55247,2.90962,306.44451,40.21648,7.4,74,13.909,43.1235,0.0012,1.7135,x,x,bK12Y09O,(2012 YO9)
43.55072,0.13973,28.16901,153.54776,12.98911,298.92889,41.32256,6.1,0,27.2176,0.4707,-0.3091,1.5821,x,x,bK12Y12F,(2012 YF12)
44.8918,0.23209,33.78448,127.94308,119.34304,306.67689,40.55711,6.28,0,32.3364,0.6872,-0.3713,1.5554,x,x,bK13CO2Z,(2013 CZ242)
45.26139,0.05733,2.63354,169.30903,15.41222,37.82317,43.27158,6.7,0,2.784,0.0885,-0.0721,1.6809,o3e30PD,x,bK13EE9M,(2013 EM149)
44.0227,0.11618,9.78193,290.32948,95.7016,155.02783,48.7501,5.9,0,11.4143,0.3229,0.1015,1.7551,x,x,bK13EF4J,(2013 EJ154)
44.18614,0.0418,1.53732,301.39673,20.92288,252.83506,44.80043,6.2,0,3.1419,0.1121,0.0807,1.746,x,x,bK13F28A,(2013 FA28)
39.64444,0.18336,6.84779,251.19193,201.09417,100.3578,42.15635,6.7,32,7.4614,5.1553,-1.6882,0.9611,x,x,bK13F28D,(2013 FD28)
43.25752,0.14121,13.07988,322.83207,295.46908,301.66682,40.74461,6.2,0,14.1176,0.5594,0.1425,1.7735,x,x,bK13F28H,(2013 FH28)
42.87971,0.11151,12.04895,247.31192,246.99645,28.81329,38.83464,7.71,0,13.7954,0.4622,0.2014,1.7986,x,x,bK13F28K,(2013 FK28)
43.23097,0.02777,2.30849,40.70082,55.2125,127.91919,43.98903,8.0,0,1.4817,0.1746,0.3074,1.8428,x,x,bK13GD7C,(2013 GC137)
39.57091,0.15769,14.67936,35.78838,101.7922,71.68,38.55107,8.1,32,7.2132,863.8303,6.0874,4.3234,o3e12,x,bK13GD7F,(2013 GF137)
39.44056,0.22811,13.46785,35.7402,152.56915,28.84217,32.22183,8.5,32,15.284,5188.6463,-2.5262,0.6216,o3e02,x,bK13GD7H,(2013 GH137)
39.49804,0.26671,16.87281,42.4911,230.91089,337.2349,30.42372,8.5,32,268.6268,1454.9927,-232.9906,-98.2095,o3e04,x,bK13GD7J,(2013 GJ137)
44.1093,0.07642,22.46137,32.46643,102.59531,79.82906,43.76778,7.3,0,21.8853,0.1208,-0.2729,1.5972,o3e51,x,bK13GD7M,(2013 GM137)
41.42491,0.09154,29.25046,35.39933,290.85402,266.38494,42.00492,7.3,0,28.5871,0.1399,-0.2755,1.5975,o3e29,x,bK13GD7O,(2013 GO137)
43.7145,0.02531,1.74764,141.55094,199.51114,245.11411,44.20269,7.4,0,1.6862,0.1114,0.1671,1.7829,o3e35,x,bK13GD7P,(2013 GP137)
42.63023,0.04383,4.22584,51.35746,233.39718,305.91135,41.59012,8.2,0,2.4911,0.3119,0.5484,1.9457,o3e24,x,bK13GD7R,(2013 GR137)
43.86736,0.0998,2.59484,95.86655,120.92738,8.8864,39.55404,7.8,0,0.9472,0.4619,0.3481,1.8594,o3e16,x,bK13GD7S,(2013 GS137)
44.84336,0.07475,4.97197,35.73508,212.48262,342.61415,41.66959,7.6,0,4.2313,0.0984,-0.0213,1.7026,o3e25,x,bK13GD7U,(2013 GU137)
43.29149,0.05835,4.12909,51.1143,240.94269,298.4629,42.20615,7.4,0,2.6515,0.2847,0.3197,1.8479,o3e28,x,bK13GD7X,(2013 GX137)
44.88697,0.1011,5.30978,39.92564,213.59519,336.6103,40.80563,7.6,0,4.4003,0.1627,0.0099,1.7157,o3e53,x,bK13GD7Y,(2013 GY137)
41.44652,0.04829,21.11585,212.13036,288.31164,82.43957,41.27893,7.7,0,21.968,0.0996,-0.1016,1.6715,o3e18,x,bK13GD7Z,(2013 GZ137)
42.97561,0.04967,2.78654,182.55291,189.19578,218.58611,44.68306,7.3,0,3.7896,0.3583,0.4245,1.8927,o3e38,x,bK13GD8B,(2013 GB138)
42.89648,0.05072,3.02235,83.33832,254.60212,254.9039,43.56375,7.3,0,1.0871,0.3012,0.5012,1.9254,o3e32,x,bK13GD8C,(2013 GC138)
43.93263,0.11357,5.41995,57.0125,146.65199,20.94695,39.35864,8.1,0,3.8402,0.4675,0.2488,1.8174,o3e15,x,bK13GD8D,(2013 GD138)
44.16102,0.05221,3.06768,31.54916,55.73685,136.78903,45.89473,7.7,0,2.5248,0.1074,0.0937,1.7516,o3e40,x,bK13GD8E,(2013 GE138)
44.04736,0.01864,0.5517,175.83834,305.73494,104.87591,44.27237,7.3,0,1.8315,0.1063,0.0974,1.7532,o3e34PD,x,bK13GD8F,(2013 GF138)
47.45997,0.02771,24.60764,215.19615,141.37224,233.01359,48.27375,6.6,21,25.2462,0.3136,-0.3688,1.5551,o3e44,x,bK13GD8G,(2013 GG138)
43.5481,0.01548,2.68844,81.54404,269.55214,232.345,43.96638,7.95,0,0.8875,0.1039,0.1946,1.7947,x,x,bK13GF8M,(2013 GM158)
45.72155,0.18849,20.41174,214.16958,330.58477,31.77881,38.97722,7.9,158,21.1504,0.2792,-0.2575,1.6032,o3e49,x,bK13HF6R,(2013 HR156)
45.67905,0.17711,8.2597,41.53028,209.413,346.32943,37.92446,8.5,158,7.2234,0.6795,0.0149,1.7175,x,x,bK13HF6S,(2013 HS156)
39.59406,0.24332,9.93022,125.99565,35.13612,48.72583,34.90988,7.5,32,8.215,3.5504,-1.584,1.0053,x,x,bK13HF6W,(2013 HW156)
46.42366,0.21395,8.2172,350.53312,158.88532,74.53236,45.86425,6.5,0,8.6487,1.1096,0.0201,1.7194,x,x,bK13J63V,(2013 JV63)
45.64742,0.10136,7.73993,309.45193,14.83808,296.53484,43.98043,5.0,0,9.1502,0.1713,-0.1247,1.6587,x,x,bK13J63W,(2013 JW63)
42.52787,0.04839,9.63261,192.07254,70.30754,347.9132,40.52018,8.5,0,10.4338,0.3178,0.2794,1.8317,x,x,bK13J64S,(2013 JS64)
40.18204,0.07042,26.60878,74.8025,168.3566,5.07818,37.36508,8.7,0,25.0697,0.1585,-0.1632,1.6463,x,x,bK13J64U,(2013 JU64)
39.42289,0.2327,10.12815,117.14907,130.48558,4.56407,30.29832,9.1,32,8.562,6.716,-1.6745,0.9735,o3o06,x,bK13J64Z,(2013 JZ64)
39.52103,0.14885,10.22286,177.12893,45.88108,22.23109,34.23211,9.0,32,7.1559,11.677,-3.0551,0.394,o3o12,x,bK13J65A,(2013 JA65)
39.4046,0.18889,24.8973,72.46283,166.43639,10.31463,32.14321,8.4,32,23.171,2.4812,0.1302,1.7731,o3o09,x,bK13J65B,(2013 JB65)
39.37413,0.29435,16.40944,87.17748,127.39396,23.22441,29.56858,9.3,32,19.3458,428.0101,-7.0316,-1.2966,o3o02,x,bK13J65C,(2013 JC65)
39.37218,0.09373,13.01496,198.03715,48.50265,4.91945,35.69848,8.2,32,22.5238,336.7894,8.1647,5.213,o3o15,x,bK13J65D,(2013 JD65)
39.35529,0.27829,8.048,113.85336,66.19273,46.01677,33.84566,9.3,32,6.5579,5.3003,-1.3415,1.0879,o3o08,x,bK13J65E,(2013 JE65)
39.39014,0.17621,8.31564,112.68052,119.23934,16.49957,32.8656,9.2,32,6.8871,3.9275,-1.7402,0.9434,o3o10,x,bK13J65F,(2013 JF65)
39.36697,0.24938,15.93451,85.23922,174.60064,358.6013,29.55499,9.0,32,16.3895,117.2753,-3.4901,0.2126,o3o04,x,bK13J65G,(2013 JG65)
39.25087,0.28626,7.55304,160.61113,117.61391,350.63036,28.30655,9.4,32,5.9963,3.1669,-1.2968,1.0964,o3o03,x,bK13J65H,(2013 JH65)
46.78067,0.12349,11.20528,92.14783,308.66659,208.54915,51.99463,7.1,0,9.5806,0.2699,-0.2182,1.6189,o3o35,x,bK13J65M,(2013 JM65)
44.25988,0.12215,8.41307,131.4619,52.61517,53.73367,41.53892,8.2,0,7.2768,0.445,0.1122,1.7595,o3o26,x,bK13J65Q,(2013 JQ65)
46.20215,0.18945,11.70686,98.21837,184.33676,339.10955,38.30697,7.9,0,10.048,0.6699,-0.1243,1.6588,o3o21,x,bK13J65R,(2013 JR65)
40.57524,0.02165,13.72791,201.59711,37.06482,14.6807,39.72676,8.4,0,15.1459,0.3622,0.6448,1.9896,o3o22,x,bK13J65S,(2013 JS65)
46.61976,0.19789,8.57308,170.28787,358.56519,62.0118,43.8987,8.0,0,8.37,0.6829,-0.0834,1.6757,o3o30,x,bK13J65T,(2013 JT65)
46.39525,0.12821,10.49762,104.55511,90.4497,43.5784,42.50321,6.7,0,8.8721,0.2235,-0.1731,1.638,o3o51,x,bK13J67X,(2013 JX67)
42.65961,0.05595,8.71867,294.59807,18.38034,307.58897,41.29193,6.0,0,10.3189,0.3875,0.2923,1.8371,x,x,bK13L35Y,(2013 LY35)
39.40284,0.34035,31.10587,168.2969,116.4492,342.32452,27.38273,7.9,32,30.6542,5.1519,-0.1609,1.6525,x,x,bK13M18R,(2013 MR18)
41.60435,0.14315,26.79545,320.09075,330.29026,18.83081,36.078,6.8,0,28.0265,0.4471,-0.2208,1.621,x,x,bK13N24K,(2013 NK24)
39.63178,0.37874,4.68109,1.98484,289.92348,22.04326,27.22602,8.3,-1,-,-,-,-,x,x,bK13N24L,(2013 NL24)
44.99738,0.16352,30.78289,335.25077,84.53872,288.08176,43.86871,6.2,116,31.7891,0.5923,-0.3614,1.5593,x,x,bK13N24M,(2013 NM24)
39.57879,0.153,7.8331,43.12135,126.94218,180.8699,45.63397,5.88,32,8.9803,5.0338,-2.0356,0.8227,x,x,bK13P74X,(2013 PX74)
43.53057,0.14121,2.58563,309.62231,204.46917,255.50992,45.83249,7.5,0,4.1242,0.7031,0.7636,2.0364,o4h44,x,bK13P76S,(2013 PS76)
45.54958,0.13924,8.87971,87.35807,219.64127,35.51581,40.74264,6.58,0,7.2038,0.3187,-0.0688,1.6823,x,x,bK13P84E,(2013 PE84)
40.63881,0.16935,25.44193,71.39495,18.8284,323.42063,35.62398,7.3,117,23.8941,1.384,-0.0973,1.6746,x,DESY6_0268,bK13Q95P,(2013 QP95)
40.98341,0.0409,32.3704,50.95702,271.7382,12.28192,39.34868,7.3,0,31.3588,0.0632,-0.3079,1.5836,x,DESY6_0007,bK13Q99R,(2013 QR99)
42.19586,0.25683,21.93919,147.0279,350.4853,294.44417,40.32327,6.5,53,21.1236,2.9917,0.1026,1.7589,x,DESY6_0349,bK13R98B,(2013 RB98)
39.44561,0.23265,19.54581,144.85972,104.84394,134.05127,46.69877,7.5,32,19.2678,342.6979,0.9981,2.1467,x,DESY6_0272,bK13R98D,(2013 RD98)
42.94035,0.13175,13.2893,216.31427,177.79556,316.84033,39.21703,7.1,0,14.5109,0.7648,0.1366,1.7712,x,DESY6_0054,bK13R98P,(2013 RP98)
45.29085,0.05919,4.87075,71.75042,31.81742,286.89213,44.66071,6.4,0,3.3647,0.1326,-0.0892,1.6737,x,DESY6_0042,bK13RA8X,(2013 RX108)
45.56277,0.46128,10.75995,93.26252,5.16808,330.27901,32.04002,7.9,-1,-,-,-,-,x,DESY6_0128,bK13RA8Y,(2013 RY108)
40.19993,0.10788,23.15186,175.85685,223.94458,340.36571,36.17738,7.6,0,23.0699,0.377,-0.0215,1.707,x,DESY6_0022,bK13RA9B,(2013 RB109)
39.41606,0.27908,43.51553,32.81631,318.84859,25.39217,30.34321,8.3,32,43.0006,2.9917,-0.3625,1.5611,x,DESY6_0103,bK13RA9C,(2013 RC109)
43.64665,0.15191,5.41702,112.86249,165.3123,82.70886,43.80982,6.3,74,4.0472,2.36,0.5704,1.9543,x,DESY6_0032,bK13RA9E,(2013 RE109)
42.85727,0.06464,9.71486,144.85444,243.66585,344.3049,40.20454,6.5,0,8.9952,0.2927,0.2148,1.8041,x,DESY6_0033,bK13RA9F,(2013 RF109)
43.31381,0.13172,20.30063,182.47367,253.62145,296.08598,41.46128,6.8,0,20.2603,0.35,-0.178,1.6381,x,DESY6_0072,bK13RA9J,(2013 RJ109)
40.18546,0.20154,14.18905,193.5871,69.56418,62.5105,37.89708,7.7,-1,-,-,-,-,x,DESY6_0109,bK13RA9L,(2013 RL109)
42.53641,0.15562,32.30711,20.93661,17.90536,346.19418,36.18348,7.5,0,32.0889,0.4621,-0.3269,1.575,x,DESY6_0131,bK13RA9N,(2013 RN109)
44.02954,0.03508,1.52371,52.09422,328.08548,351.5464,42.50318,6.8,0,0.9975,0.1527,0.1074,1.7574,x,DESY6_0174,bK13RA9O,(2013 RO109)
44.69981,0.10346,2.35059,105.54897,269.41079,0.54171,40.07553,6.8,0,0.9205,0.4232,0.1491,1.7745,x,DESY6_0023,bK13RA9P,(2013 RP109)
44.68049,0.11818,4.84684,353.50167,306.39085,56.77322,42.26649,7.0,0,5.2255,0.3036,0.1313,1.7671,x,DESY6_0020,bK13RA9S,(2013 RS109)
45.45419,0.2097,17.24053,293.5,43.21068,9.04801,36.11151,7.4,0,18.8194,0.9357,-0.1613,1.6441,x,x,bK13RA9T,(2013 RT109)
42.89219,0.09591,15.43427,221.24761,53.99798,47.28077,40.33607,6.9,0,16.5967,0.2903,-0.0172,1.7061,x,DESY6_0050,bK13RC4D,(2013 RD124)
43.42413,0.03794,4.1262,44.30072,174.22632,151.63001,44.88701,6.4,0,2.9419,0.1476,0.2158,1.8038,x,DESY6_0021,bK13RC4F,(2013 RF124)
44.31233,0.08731,35.79336,180.03877,3.4385,210.63368,47.71999,6.5,0,35.4421,0.0911,-0.3862,1.5484,x,DESY6_0105,bK13RC4H,(2013 RH124)
43.86659,0.06012,4.04514,111.10442,155.72804,113.40955,45.043,6.3,0,2.5614,0.1546,0.1414,1.772,x,DESY6_0139,bK13RC4J,(2013 RJ124)
39.53755,0.18558,7.05704,92.47098,208.56496,68.52673,38.13286,7.4,32,6.2046,3.3901,-1.6202,0.987,x,DESY6_0142,bK13RC4K,(2013 RK124)
45.33394,0.15733,15.17755,184.36981,77.97022,82.46026,45.51711,6.8,0,15.2317,0.3957,-0.1614,1.6438,x,DESY6_0165,bK13RC4N,(2013 RN124)
45.603,0.19172,32.23018,28.65502,346.40454,9.38629,37.03824,7.0,0,31.8463,0.365,-0.3699,1.5554,x,DESY6_0100,bK13RC4P,(2013 RP124)
46.7427,0.16952,21.62004,179.90646,61.67759,85.35427,47.43739,7.0,0,21.3616,0.3426,-0.3143,1.5788,x,DESY6_0191,bK13RC4Q,(2013 RQ124)
41.65337,0.06462,45.32693,101.09061,221.19656,45.51193,39.86195,7.5,0,43.738,0.0506,-0.4076,1.5394,x,DESY6_0197,bK13RC4R,(2013 RR124)
46.33671,0.24969,15.27595,139.99857,259.10156,354.45029,34.8631,8.0,0,14.1842,1.1305,-0.0895,1.6742,x,DESY6_0130,bK13RC4S,(2013 RS124)
44.71963,0.10659,43.2554,51.78484,184.16842,91.80715,45.37126,5.9,0,42.3283,0.1041,-0.4184,1.534,x,DESY6_0084,bK13RC4V,(2013 RV124)
39.53873,0.24416,29.47636,20.53729,232.51362,36.59709,32.92942,8.2,32,29.0691,2.0432,-0.1394,1.659,x,DESY6_0048,bK13RC4X,(2013 RX124)
40.32155,0.10806,24.16996,32.71435,213.50386,120.67431,42.86435,7.37,0,23.3702,0.3257,-0.0767,1.6833,x,DESY6_0127,bK13RC8T,(2013 RT128)
45.43351,0.1311,5.60739,290.86439,118.9151,323.45054,40.97438,6.86,137,7.2354,0.5593,0.0257,1.722,x,x,bK13RC8W,(2013 RW128)
43.96857,0.08296,1.79719,287.19672,48.49091,23.68404,40.68331,7.18,0,3.5384,0.2054,0.2282,1.8086,x,DESY6_0012,bK13RF5U,(2013 RU155)
41.03882,0.0604,28.2856,1.49019,37.82702,335.65954,38.8082,7.17,0,28.5377,0.1583,-0.2483,1.6093,x,DESY6_0019,bK13RF5V,(2013 RV155)
46.77844,0.26123,27.94957,174.74668,126.01513,45.22485,40.28561,7.33,0,27.5031,0.7403,-0.347,1.5654,x,DESY6_0028,bK13RF5X,(2013 RX155)
44.98516,0.19575,10.90059,19.69513,225.43055,100.97717,48.20074,7.16,116,10.3082,1.0365,0.1324,1.7679,x,DESY6_0031,bK13RF5Y,(2013 RY155)
40.5758,0.10658,28.88385,186.23508,357.37427,201.01011,44.66416,6.98,0,28.8798,0.3396,-0.2275,1.6186,x,DESY6_0040,bK13RF5Z,(2013 RZ155)
46.79931,0.07555,29.16859,305.66968,322.73689,62.11854,45.3654,6.79,0,30.6558,0.0613,-0.3811,1.55,x,DESY6_0057,bK13RF6D,(2013 RD156)
40.55554,0.04122,13.4165,259.1431,43.7408,30.47453,39.13344,7.23,0,15.5629,0.706,0.7548,2.0365,x,DESY6_0067,bK13RF6E,(2013 RE156)
39.38701,0.25833,6.59593,249.35308,307.27178,137.23789,47.78247,7.19,32,7.3195,13.8898,-1.1766,1.0564,x,DESY6_0069,bK13RF6F,(2013 RF156)
39.33602,0.17352,5.37238,205.56931,331.11328,178.05769,46.1588,7.16,32,4.7291,3.3491,-1.5037,1.0267,x,DESY6_0073,bK13RF6G,(2013 RG156)
39.37751,0.05658,9.00701,185.90041,119.48273,58.03146,38.29278,8.06,32,2.2369,1184.6975,-6.7371,-1.1818,x,DESY6_0074,bK13RF6H,(2013 RH156)
42.89095,0.03364,1.35629,262.51186,111.98907,352.96277,41.45977,7.58,0,3.3243,0.2495,0.4763,1.9148,x,DESY6_0075,bK13RF6O,(2013 RO156)
39.4812,0.1239,12.33017,189.33816,0.25691,175.53593,44.36131,6.99,32,17.3369,342.2882,-27.5038,-10.0864,x,DESY6_0085,bK13RF6Q,(2013 RQ156)
43.66171,0.08216,5.71772,78.95232,299.01197,6.69511,40.10372,7.65,74,3.8986,3.2032,0.2313,1.8102,x,DESY6_0098,bK13RF6V,(2013 RV156)
40.73252,0.0849,15.78815,208.4078,224.16254,270.21774,41.01173,7.48,0,17.1261,0.5712,0.4243,1.8957,x,DESY6_0110,bK13RF6W,(2013 RW156)
44.90702,0.19126,31.19762,171.04692,165.86693,0.44756,36.31841,8.05,0,30.6421,0.602,-0.3527,1.563,x,DESY6_0111,bK13RF6X,(2013 RX156)
41.07238,0.06051,26.44967,36.36603,248.16322,87.84268,41.12913,7.76,85,25.7009,0.2795,-0.2156,1.6233,x,DESY6_0115,bK13RF6Z,(2013 RZ156)
39.54936,0.22783,8.70974,76.97923,213.41912,63.17244,37.34341,8.31,-1,-,-,-,-,x,DESY6_0120,bK13RF7B,(2013 RB157)
39.24429,0.25099,12.81802,139.41685,249.96443,0.30042,29.3947,8.87,-1,-,-,-,-,x,DESY6_0122,bK13RF7C,(2013 RC157)
45.90494,0.1354,35.63726,179.24847,129.81064,74.05806,45.01148,7.22,0,35.2521,0.1473,-0.3985,1.5427,x,DESY6_0125,bK13RF7E,(2013 RE157)
41.4017,0.14529,14.41126,180.96031,75.40571,120.25198,45.01407,7.36,0,15.2223,0.7327,0.6485,1.9909,x,DESY6_0135,bK13RF7G,(2013 RG157)
42.4241,0.1249,8.80249,121.20114,279.23237,354.72986,37.15469,7.67,53,7.7438,3.5453,0.999,2.1381,x,DESY6_0152,bK13RF7P,(2013 RP157)
45.67261,0.17377,10.7771,271.96876,145.71027,303.68129,42.36493,7.02,0,12.4633,0.5931,-0.0624,1.6851,x,DESY6_0158,bK13RF7S,(2013 RS157)
42.08426,0.06318,12.62861,194.26892,357.6904,152.74711,44.48052,7.27,0,13.4,0.3662,0.2244,1.809,x,DESY6_0160,bK13RF7T,(2013 RT157)
43.25647,0.1827,33.05024,173.71393,320.06774,266.95927,45.06517,6.62,1911,32.5708,0.487,-0.3455,1.5668,x,DESY6_0161,bK13RF7U,(2013 RU157)
46.72763,0.25526,13.62056,182.50816,122.17156,41.48251,39.58133,7.91,0,13.7615,0.9929,-0.0382,1.6954,x,DESY6_0167,bK13RF7W,(2013 RW157)
41.26069,0.04075,12.80713,19.37727,88.52301,266.08001,41.44348,7.59,0,11.8569,0.6876,0.458,1.9091,x,DESY6_0170,bK13RF7X,(2013 RX157)
43.62839,0.10644,2.33003,158.89827,292.34818,291.58208,42.37086,7.0,74,2.9313,0.817,0.542,1.9419,x,DESY6_0172,bK13RF7Y,(2013 RY157)
45.81868,0.16735,18.99015,179.39755,129.39971,49.51005,41.71088,7.64,0,18.788,0.4204,-0.2537,1.6047,x,DESY6_0180,bK13RF8A,(2013 RA158)
46.43417,0.20562,20.36035,2.32074,357.59811,8.15558,37.03899,8.12,0,20.6287,0.6006,-0.2706,1.5974,x,DESY6_0181,bK13RF8B,(2013 RB158)
44.60696,0.12551,34.32262,3.23828,314.90451,352.34881,39.07334,7.17,0,34.6499,0.1864,-0.3799,1.5512,x,DESY6_0049,bK13RF8K,(2013 RK158)
40.33677,0.06132,14.59462,268.63489,104.20544,331.22558,38.20709,7.41,149,16.6588,0.7683,0.7443,2.0325,x,DESY6_0053,bK13RF8L,(2013 RL158)
43.61744,0.10333,18.2571,181.28707,126.37547,29.29126,39.81494,6.88,74,18.2034,0.6132,-0.1653,1.643,x,DESY6_0058,bK13RF8M,(2013 RM158)
46.32293,0.34377,14.39267,202.59297,86.50471,25.41384,33.66708,8.17,-1,-,-,-,-,x,DESY6_0066,bK13RF8N,(2013 RN158)
40.3546,0.07128,18.20858,188.98293,155.32639,12.87956,37.56198,7.38,0,18.8257,0.5598,0.253,1.8233,x,DESY6_0194,bK13RF8O,(2013 RO158)
44.24105,0.05764,0.23404,236.22267,77.51088,45.44328,42.53135,7.02,0,1.97,0.0997,0.1145,1.7602,x,DESY6_0015,bK13RF8P,(2013 RP158)
45.39914,0.07334,8.25832,148.414,264.76164,321.50245,42.89664,7.11,0,7.4093,0.1656,-0.1217,1.66,x,DESY6_0119,bK13RF8Q,(2013 RQ158)
44.28411,0.07903,1.05074,130.68359,51.66517,186.80935,47.76284,6.84,0,1.2799,0.1535,0.1434,1.7724,x,DESY6_0173,bK13RF8T,(2013 RT158)
43.56158,0.04339,2.94748,110.16076,56.06976,218.04105,45.0798,7.6,0,1.5668,0.1798,0.2218,1.8062,o3l66,x,bK13SA0J,(2013 SJ100)
43.78727,0.05939,3.42092,128.80309,262.40724,353.16291,41.20783,7.7,0,2.4978,0.2388,0.1976,1.7958,o3l25,DESY6_0229,bK13SA0L,(2013 SL100)
45.3313,0.12575,1.47996,102.4236,285.0181,358.21747,39.6346,8.5,0,0.5311,0.2056,0.111,1.7579,o3l19,x,bK13SA0M,(2013 SM100)
43.63255,0.02557,6.21503,182.4386,348.68279,212.77059,44.57864,8.1,0,6.6302,0.201,0.1052,1.7569,o3l59,x,bK13SA0N,(2013 SN100)
45.8293,0.14412,2.4621,21.49848,249.41978,95.0266,47.32298,7.6,0,2.3675,0.2242,0.0779,1.7436,o3l74,x,bK13SA0O,(2013 SO100)
43.77487,0.13863,8.36431,18.84125,280.92289,68.92338,42.37383,8.3,0,7.5817,5.3024,0.3798,1.8732,o3l27,x,bK13SA0P,(2013 SP100)
45.59086,0.18014,24.17658,17.57513,152.21203,219.03496,52.45039,7.1,0,24.0437,0.4693,-0.3059,1.5828,o3l81,x,bK13SA0R,(2013 SR100)
43.90148,0.08317,2.55329,117.49938,238.59826,23.0547,40.59439,8.2,0,1.4979,0.4506,0.2508,1.8182,o3l21,x,bK13SA0S,(2013 SS100)
