,Name,a(AU),e,sinI,sig_i,aop,sig_aop,lan,sig_lan,T_p,10,11,12,13,14,15,16,17,18,19,20,21,x,y,z,vx,vy,vz,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
10,2013 RM124,87.76797167,0.01095658,0.5631008861132137,4.668e-05,13.86305546,7.284e-05,181.29966557,0.003923,187.27151725,4.778e-05,58717.26807077,0.65511751,35.27102023049421,0.0084981986958115,35.56575959,0.0003381,35.39644231,0.00033782,23.43387833,0.04982733,7.93391982,0.04982734,15,20,33.49421,35.3789647852,0.1063971478,1.1070946936,-0.0796897413,1.3143830407,0.2218284787,1.1423525864069587e-07,-7.733157659872357e-10,3.22950399914767e-09,-1.7241987908794627e-09,4.20797475683295e-09,6.164141162748687e-10,3.529553499316668e-11,-1.8651121727482633e-11,1.6447634162522238e-10,-2.8577880613939813e-11,5.378594758171838e-14,1.0240477733603405e-10,-2.39731466691222e-11,1.186532644896744e-10,2.0048179838068025e-11,1.2243904240198217e-09,-7.93152898651748e-11,2.3704017500664273e-11,1.5812726092672306e-10,2.228069458908541e-11,7.1417097166814466e-12,Detached,
11,2005 PU21,174.5762186,0.03294214,0.7395755263901307,3.321e-05,6.17510434,3.028e-05,227.85853833,0.0008872,192.49303369,7.025e-05,66378.91496789,0.07098365,29.252080572770076,0.011314751482993006,38.85559433,0.00011334,38.64659573,0.00011306,22.32956663,0.01839395,6.44674263,0.01839395,27,39,66.21007,38.6122337587,-1.5657073421,0.4509171046,-0.5904769262,1.1611758612,0.3496940389,1.2805051076212265e-08,-7.382447102978359e-10,7.694909830753836e-11,-1.2264797197694032e-09,4.6422945012531666e-10,1.1823207579309573e-10,4.96327278612715e-11,-2.6186893120553525e-12,1.2808200414789152e-10,-3.020008915566761e-11,-6.4565774050655665e-12,2.359745462628454e-12,1.0705680711476138e-11,1.7739705711106437e-12,6.308504440047625e-13,6.90571108252739e-10,-7.658179252457128e-11,-7.70238682197118e-12,1.90567756783477e-11,4.087074825285446e-12,1.5420356014606964e-12,Scattering,
12,2013 RU155,43.97073388,0.00239441,0.08289920409134771,3.431e-05,1.79728958,3.725e-05,48.51275907,0.04389377,287.2073315,0.0029644,52407.02847729,10.81321677,40.321406793960925,0.0035907696817252376,40.75752474,0.00048798,40.50691297,0.00048428,23.48691234,0.06031792,7.3982276,0.06031793,18,22,40.18265,40.3713465135,-3.3080058202,-0.1465490624,0.1048091896,0.9313583964,0.417543304,2.3609135340908552e-07,-2.18839413589357e-08,-1.7911655889676717e-09,-1.1954992772674513e-08,6.760060114803146e-09,2.6008797732503035e-09,2.06598078705657e-09,1.7698120145388512e-10,1.3591142125417155e-09,-6.469221809729061e-10,-2.417938950704825e-10,3.1262075038760526e-11,2.0187112482483948e-10,-6.037622842720391e-11,-1.9805339972904916e-11,3.1596996491814287e-09,-5.509431172422322e-10,-1.3884837304052477e-10,2.1381490136159357e-10,7.506471660096621e-11,3.1888021187520223e-11,Classical,
13,2003 QZ111,43.0063951,0.00142376,0.06071802998699421,2.857e-05,2.65957895,7.804e-05,16.62726969,0.05474892,326.04577434,0.00111249,53113.58565099,13.76008264,40.39352441172535,0.0024596877918221923,40.67546296,0.00029838,40.49352969,0.00029814,23.38527331,0.04440478,7.30168261,0.04440478,20,31,60.80529,40.478883221,-0.7164821611,0.8201301489,0.0242449054,0.9158148182,0.4403836863,8.895391077235385e-08,-2.035556960327986e-09,1.6604329618033972e-09,4.41788142376295e-10,2.0833401501711242e-09,1.0109682845635299e-09,7.718108498998661e-11,-2.7849212060013757e-11,2.5410797328095107e-10,-5.52502459562666e-11,-1.900741319889714e-11,4.524271217402399e-11,1.34711184635092e-10,3.5184862781498326e-11,2.101319663855931e-11,3.297193382779159e-09,-8.602911882910613e-11,5.6538845612748196e-11,5.436674331922502e-11,2.217307804181615e-11,1.5044905149583395e-11,Classical,
14,2013 RM98,43.32581527,0.00145485,0.13079240641928758,8.775e-05,28.08558887,7.443e-05,252.64293716,0.01726082,352.4382056,1.104e-05,29212.05405347,6.80513273,37.6428454253593,0.004815149783918389,45.00689499,0.0002556,44.7692872,0.00025424,22.14436328,0.0222977,5.62306712,0.02229771,16,20,48.56754,44.651779901,-3.2142030804,0.4201505788,0.1513078225,0.5622693592,0.7172939646,6.497792237611835e-08,-5.082810645629841e-09,7.283153471165338e-10,6.497718186472199e-09,2.903502940263144e-10,1.0589813171952895e-09,4.2052219236611716e-10,-3.4571696681629724e-11,-1.3712762768595876e-10,-5.409865548932938e-11,-8.333069514639716e-11,4.050758198448559e-11,5.308259439046348e-10,-3.7173886891098e-11,1.2627340612679707e-11,8.250404086772286e-09,-6.421537017837243e-10,9.547176390981281e-11,6.172744065571671e-11,5.661037822765004e-12,1.8416560680337992e-11,Classical,
15,2013 RP158,44.24463651,0.00271221,0.057584297962996786,6.421e-05,0.2339614,8.455e-05,77.61712941,0.10125453,236.25376368,0.03404581,45877.261147,24.43031427,41.69542999016147,0.0041326476461785375,42.54099236,0.00062661,42.31289067,0.00062417,23.51960435,0.08001353,7.24320279,0.08001354,14,17,27.92091,42.2468863262,-2.2224164994,-0.8013595981,0.0920905222,0.9027614436,0.3893048867,3.9079754486625357e-07,-2.5452041100099106e-08,-9.492032905979534e-09,-2.7587484411357312e-08,1.0126689329122452e-08,4.261053417485529e-09,1.7393775535076506e-09,6.406888193572465e-10,2.4349761765590967e-09,-6.975202764144055e-10,-2.896452107615926e-10,2.700526227109774e-10,9.46723416085139e-10,-2.606848582789886e-10,-1.1282864835088321e-10,9.818312578738467e-09,-1.1313722973320513e-09,-4.494057224264195e-10,2.923198923813292e-10,1.1826830651775102e-10,5.707771471309492e-11,Classical,
16,2013 RE124,120.86270929,0.02409181,0.6202131038465862,6.261e-05,31.67468658,0.0001102,160.02099274,0.00695486,175.66085185,1.721e-05,53655.56636931,1.32998334,40.00382307423864,0.015521263014333025,41.11580393,0.00049805,40.85330732,0.00049334,23.13528141,0.05614948,7.00910137,0.05614949,15,20,47.51345,40.6570280182,-3.8510789347,-1.0807325552,0.2753878839,1.223723425,-0.1865734621,2.4571539449061384e-07,-2.4758486756072834e-08,-6.899968168467554e-09,-2.1256243578505103e-09,8.312760406047555e-09,-9.538729769614885e-10,2.5515706525562548e-09,6.917591205651483e-10,5.73527344865287e-10,-8.742400095681022e-10,8.757652747533345e-11,2.1736548197431052e-10,2.140704290294505e-11,-2.28607521443743e-10,3.611945193462355e-11,3.838722586529384e-09,-5.497398212056688e-10,-8.288617141520175e-11,3.4680986830412843e-10,-2.0843814447743415e-11,1.1706100052467541e-11,Detached,
17,2013 RO124,38.74838751,0.00135956,0.07870680100218125,3.806e-05,24.57404125,9.726e-05,293.71606052,0.02406053,181.4730524,1.525e-05,82568.70675879,5.67136573,35.69546818578929,0.002247641670791813,39.77101433,0.00031204,39.65482411,0.00031101,23.37713461,0.04518092,7.38782113,0.04518093,16,25,45.76235,39.5778215855,2.4413859013,0.3751652518,-0.1344841808,0.977249759,-0.0206731622,9.71045739540445e-08,5.043890887710728e-09,6.639706592322198e-10,-5.26636965837509e-09,2.370014929828019e-09,-3.3053925015619417e-12,2.849972059178461e-10,3.465234094177587e-11,-1.219906830651577e-10,1.313823716309704e-10,1.0426831658521454e-12,1.3579970927666596e-11,-3.4451498160827835e-11,1.629876431917497e-11,-6.813793273052561e-13,1.933671692274806e-09,-3.140897867118533e-11,1.3367745029736466e-11,6.627528378842185e-11,7.062571917801482e-13,2.7980607085118354e-12,Classical,
18,2014 PM82,55.40643757,0.00195845,0.3375368814882078,4.414e-05,23.67751078,6.364e-05,315.02073127,0.00927782,358.4065871,1.193e-05,47245.4337083,1.35740697,36.33005753964292,0.003524285774139261,40.07006752,0.00020971,39.93310495,0.00020919,22.70127879,0.02946472,6.68051302,0.02946472,18,31,51.86127,39.868663777,1.1871884842,1.9321240266,0.174352794,0.7552304076,0.8158313843,4.39030126666555e-08,7.435537659116306e-10,1.689838641349367e-09,-6.447446896672765e-09,8.916763115639032e-10,7.692574535793553e-10,2.8108346887318984e-11,3.8945997562320904e-11,6.438622771767587e-11,1.790905582895865e-11,1.7937620095347372e-11,8.04683139121722e-11,-7.522984486947664e-11,3.567997428263941e-11,3.594153347384918e-11,3.866028342387185e-09,-1.0826237821054246e-10,-3.066510847675048e-11,1.9721402561503275e-11,1.6274005586097515e-11,1.7227188374432407e-11,Resonant 5:2,"5,2,-2,0,1,0"
19,2013 RV155,41.04316929,0.001569,0.06046784054199109,5.71e-05,28.28485897,0.00010641,37.82271476,0.04967733,1.48997351,1.426e-05,65886.74539319,11.37028037,38.55986244790176,0.003664931828035742,39.09929817,0.00028426,38.97969281,0.00028353,23.18780556,0.04152907,7.27276869,0.04152908,15,22,30.16366,38.9101287044,1.7875921222,1.4909226195,-0.0949923193,0.6357744858,0.8073833301,8.067531096426493e-08,2.52657255898766e-09,2.2597912165595587e-09,-9.404977620796714e-09,1.3355029160500167e-09,1.5794795391565022e-09,9.994022202772765e-11,8.45820327808076e-11,-7.389416349352069e-11,4.852336385496159e-11,5.558950561537641e-11,8.744560094922811e-11,-1.4436439105098855e-11,4.540137810641774e-11,5.076616543211376e-11,5.081914886020064e-09,-2.797534807313155e-11,-7.376277297300583e-11,2.93895256303297e-11,2.9691478656334635e-11,3.7160355124587536e-11,Classical,
20,2013 RS109,44.68508928,0.00250577,0.11801783565503834,7.916e-05,4.84684142,0.00011508,306.40127585,0.02788804,353.50163134,0.0001802,42211.69527748,5.58094656,39.399132517855655,0.005008260772117927,41.86629455,0.00048997,41.70712322,0.00048973,23.04394504,0.04417808,6.83357124,0.0441781,12,19,31.01564,41.6919449319,0.7379920168,0.8492481756,0.0732112647,0.8829804575,0.4753391705,2.4000813811166617e-07,2.8112758828137898e-09,4.318224234432873e-09,-1.6460184195199224e-09,5.561059531471428e-09,2.9294887566126998e-09,8.717302633089584e-11,7.182092368190858e-11,5.154639038524305e-10,6.844499442287315e-11,4.111483802240946e-11,1.0330213269730821e-10,2.5368182394534886e-10,1.0057503262039056e-10,5.874044595684518e-11,7.165510866935429e-09,-2.5432945435915433e-11,7.066563100897015e-11,1.3297164954838548e-10,6.805607233428619e-11,4.103192571827649e-11,Classical,
21,2013 RF124,43.42483381,0.00147718,0.037876397765907635,3.759e-05,4.12602867,5.909e-05,174.17850507,0.07987757,44.30233694,0.00064131,15390.50677754,24.38605835,41.779663945376434,0.0015840078576075988,44.86902612,0.0003664,44.78816752,0.00036221,23.07754879,0.03315965,6.56199911,0.03315966,16,24,52.26078,44.5205721999,4.8880445241,-0.0749738861,-0.0700687799,0.8242598082,0.4130056659,1.3275945557278707e-07,1.4068390839762275e-08,-5.632322853807257e-10,4.5799961152264077e-10,2.9388908112782183e-09,1.4001803682467667e-09,1.5310790331880265e-09,-4.372257444377944e-11,3.6939177783063667e-10,3.4813002173598084e-10,1.48761259025587e-10,1.748252807962872e-11,1.537389714725604e-10,5.776353603500436e-12,-6.635872695114726e-12,3.133544064285208e-09,3.7683814318386626e-10,8.428714859685833e-12,1.0946285635429247e-10,3.142382001341038e-11,1.622931708258681e-11,Classical,
22,2013 RB109,40.20362274,0.00094106,0.10772854137735469,2.05e-05,23.15164855,5.429e-05,223.91311171,0.0123621,175.85659761,2.92e-05,64467.49033346,2.46784703,35.86412367405543,0.0015766947985980904,36.55426046,0.00017594,36.4657436,0.00017388,23.07998927,0.03513774,7.45587389,0.03513774,18,26,51.75447,36.2331113948,3.9875038682,-1.0059363882,-0.1781773604,1.0737484305,0.0114690515,3.0621280804209546e-08,3.0351297359050136e-09,-1.0334237856838546e-09,-3.3835217779345903e-10,9.464132753118986e-10,3.256316357620199e-11,3.1937891967938664e-10,-1.0214181176485554e-10,6.07666150605107e-11,1.044955222152164e-10,5.281063723745201e-14,4.0044053275759894e-11,1.362527020391446e-11,-3.166855246502811e-11,-1.8776906145658454e-12,6.683648843179274e-10,6.95321823450643e-11,-2.2777048203079387e-11,3.9958807905945545e-11,-1.6959586027267173e-12,1.862866642883395e-12,Classical,
23,2013 RP109,44.7036364,0.00093455,0.10334529129963838,1.5e-05,2.35059373,7.66e-06,269.40362431,0.01592122,105.55226077,0.00125343,59234.9035975,3.87309337,40.07546283069711,0.001499011745984994,40.1568656,0.00016927,40.10796667,0.00016628,22.79477835,0.02879758,6.75982609,0.02879759,22,32,55.74746,39.7399655101,5.3914424951,0.5625652067,-0.1474572455,0.9490892594,0.4054558882,2.8154437953403856e-08,3.731479065645061e-09,3.3521991374696974e-10,5.41493135048301e-10,8.316816494180658e-10,3.2528849167475553e-10,5.03713397386304e-10,4.6996151874598664e-11,1.3689500037379426e-10,1.1854592341265174e-10,4.378687126211754e-11,8.15893390671664e-12,3.3887674032247876e-11,1.3435948189218477e-11,4.089959328214088e-12,7.114168143508177e-10,1.0622698039844647e-10,1.34992569343055e-11,3.7088270013745307e-11,1.0547613341185396e-11,4.729258437243381e-12,Classical,
24,2013 RW155,36.4632144,0.0013073,0.1022908096895663,3.479e-05,6.54936406,0.00010355,197.68841795,0.03211538,26.61179014,0.00031682,27083.29533949,7.70786504,32.72682732479957,0.001761649586048535,39.3425776,0.00033958,39.30673803,0.00033298,23.38797732,0.05532907,7.44132825,0.05532908,13,22,34.71125,38.9302468602,5.3774483612,0.7338823704,-0.059655624,0.8366391836,0.4729982897,1.1298352356981242e-07,1.6059268482360634e-08,2.3063332919715033e-09,8.405066475738385e-09,3.846706430235463e-09,1.6276181246147576e-09,2.3169629993652203e-09,3.403353055125456e-10,1.4724030666216904e-09,5.832200853426786e-10,2.354269469317189e-10,6.530486814742341e-11,3.238167618196252e-10,9.848292315475823e-11,3.547247839077629e-11,4.023917419576811e-09,7.316852528168007e-10,1.7098082637699864e-10,1.9282298117575015e-10,6.198335452272437e-11,2.7560526987263154e-11,Resonant 4:3,
25,2013 TD187,61.5308671,0.00313314,0.3679854833576257,3.751e-05,5.46667495,7.45e-05,181.23817701,0.00833253,156.35211111,0.00049789,50753.12505275,1.54946457,38.34348004945771,0.004164068846754726,39.9746286,0.00023399,39.95054366,0.00022803,23.5555987,0.05900095,7.53906304,0.05900096,17,25,57.66224,39.414091677,6.4994106483,0.5770420219,-0.0136878332,1.096539957,0.3659430462,5.338419455236774e-08,8.518821067328395e-09,6.059323982395757e-10,-9.154862350800557e-10,1.5030730803912698e-09,5.499123981281629e-10,1.3897324578661953e-09,1.0387366205304251e-10,9.382242244782502e-11,2.779992579503214e-10,9.019834831389123e-11,1.8296968688306082e-11,7.091518269171787e-11,2.976261869569593e-11,7.641795796856365e-12,2.743337367336322e-09,4.003321680586973e-10,1.8366376498713707e-11,1.1208340466296491e-10,1.9845371186699357e-11,9.050626402150991e-12,Detached,
26,2013 VM46,55.5422298,0.00306766,0.4179208065659308,2.807e-05,8.59242546,7.099e-05,198.15596844,0.00380914,175.11404725,0.00017015,57320.63383305,0.5726061,31.594893645764667,0.003303830507006505,31.53512134,0.00018739,31.59518836,0.00017734,23.55623166,0.05173746,8.56415438,0.05173747,12,22,49.59707,30.6839094326,7.3714237239,1.5542657523,-0.3155224689,1.2557578159,0.3377606913,3.324058419758543e-08,7.747662860056468e-09,1.538164982082628e-09,-5.619606202835917e-10,1.498953636581457e-09,4.269370532946298e-10,1.8243731710406704e-09,3.6152468510198516e-10,-4.692341749245667e-11,3.6727781103994575e-10,1.0318304776331187e-10,7.967196545141007e-11,-2.5855398921845583e-12,7.460963218764854e-11,1.9833086994473405e-11,6.822147384731175e-10,1.2460603896503047e-10,2.1959142374544567e-11,1.0424845238904889e-10,2.579006310758208e-11,9.825602458009937e-12,Resonant 5:2,"5,2,-1,0,0,0"
27,2013 TF187,43.62646555,0.002065,0.17543696556504965,4.368e-05,2.38171141,2.731e-05,250.13153867,0.01666612,80.71309241,0.00181054,49089.72794793,3.06936258,35.93295591762142,0.0033623392677820984,37.24405829,0.00031283,37.25304734,0.00030136,23.36111206,0.04594679,7.65001805,0.0459468,12,22,43.86212,36.531370396,7.1386041056,1.5128926741,-0.102194285,1.002777099,0.4473615981,9.430664725442009e-08,1.7951707775061593e-08,3.610580679998938e-09,-2.0312036443906373e-09,2.789613662677756e-09,1.3125850001111478e-09,3.4779938902578455e-09,7.09834386777554e-10,1.0150824541263586e-11,6.062032559102929e-10,2.6449365527584264e-10,1.5726048298990525e-10,9.597910841915038e-11,1.3930943641848088e-10,5.753478202151936e-11,3.1158319280963068e-09,5.140338109916915e-10,8.475872750905103e-11,1.9224501789628405e-10,5.997379620852005e-11,2.477988333093047e-11,Resonant 7:4,
28,2013 RX155,46.783957,0.002596,0.2583299948126168,5.909e-05,27.94917975,0.00011145,126.02964373,0.01017303,174.74645328,4.551e-05,44732.13449976,1.28097961,34.55963107191275,0.0042970934179997295,39.14331012,0.00038737,39.02026889,0.00038429,23.54262945,0.05978713,7.62289042,0.05978714,16,18,30.95521,38.8499331565,3.0992674874,-1.9127516468,0.1332921791,1.0749652729,-0.0886482629,1.4896693467517228e-07,9.996440700838145e-09,-7.997888733718587e-09,-6.669395382532236e-09,3.815248372344166e-09,1.3290638410612145e-10,7.430782463269179e-10,-5.39687351629409e-10,5.3821164492686056e-12,2.949687411058873e-10,-1.5560662463101906e-11,4.4756052412585e-10,3.3367971541400855e-10,-2.070427617925245e-10,-7.474765526295875e-12,4.079061037844702e-09,1.6754593750769152e-10,-2.1008241206376625e-10,1.322208515790461e-10,-1.4887724344403457e-11,1.5354729976446786e-11,Detached,
29,2002 PA149,43.59058928,0.00137936,0.1732422200496405,5.366e-05,4.04951042,1.995e-05,153.11756489,0.00770057,105.57693829,0.00127764,32647.02742506,2.7132508,36.00056430717766,0.0031906006985498113,44.33881097,0.00027912,44.21644934,0.00027696,22.95716081,0.04005627,6.49532127,0.04005628,20,30,73.23279,44.0371280269,3.5553916328,-1.784639386,0.1078123962,0.865213019,0.3477871275,7.733104549486077e-08,5.713894551470059e-09,-3.463819160432547e-09,1.045233296827561e-09,1.4504392929845193e-09,5.191711346648367e-10,4.4228946079126474e-10,-2.5103827525429053e-10,2.612593069212889e-10,1.2264403514937286e-10,3.0823506083002377e-11,1.6528980674901694e-10,2.8986093485754145e-11,-5.864556747190835e-11,-2.6262615512384192e-11,2.8588947815692522e-09,2.569107430860297e-10,-1.0948582664967213e-10,4.9251147302630594e-11,2.0922611034227735e-14,1.0478311511355904e-11,Resonant 7:4,"7,4,-2,0,1,0"
