spkid,Name,e,a,q,i,om,w,ma,n,tp,per_y,sigma_e,sigma_a,sigma_q,sigma_i,sigma_om,sigma_w,sigma_ma
3841807,2013 SS102,0.2023,47.57,37.950,26.34,21.53,19.80,346.54,0.003004,2465280.09,328,1.5e-04,1.0e-02,1.9e-03,2.4e-04,1.4e-04,2.0e-02,1.5e-02
3842599,2013 ST102,0.0793,44.17,40.669,2.48,64.23,233.68,80.90,0.003357,2436701.56,294,5.1e-04,6.7e-03,1.9e-02,5.3e-04,1.5e-02,9.0e-02,5.9e-02
3989531,2013 SD106,0.1469,44.35,37.833,21.86,4.89,172.26,204.43,0.003337,2507415.59,295,1.2e-04,7.1e-03,1.1e-02,6.6e-04,8.5e-05,4.7e-02,6.0e-02
3989536,2013 SE106,0.0340,43,41.537,0.20,359.65,299.30,74.17,0.003496,2439582.48,282,2.0e-04,8.2e-03,8.3e-03,5.8e-04,1.6e-02,2.4e-01,2.3e-01
3989537,2013 SF106,0.4245,75.68,43.560,39.82,54.48,258.06,10.14,0.001497,2454025.60,658,1.5e-04,2.2e-02,1.5e-03,2.6e-05,2.2e-04,7.4e-03,5.6e-03
3989542,2013 SG106,0.3920,62.1,37.753,20.49,186.88,167.86,9.66,0.002014,2456003.09,489,2.3e-04,2.7e-02,2.0e-03,4.9e-04,1.3e-04,2.4e-02,1.1e-02
3989544,2013 SH106,0.2200,48.22,37.612,15.45,149.69,196.44,28.15,0.002943,2451237.57,335,1.5e-04,1.0e-02,3.7e-03,3.8e-04,1.4e-03,4.9e-02,3.3e-02
3989539,2013 SJ106,0.0338,44.69,43.179,2.84,129.50,188.14,54.11,0.003299,2444399.84,299,1.7e-04,7.8e-03,8.7e-03,3.1e-04,8.4e-03,3.6e-01,3.4e-01
3989543,2013 SK106,0.0282,44.88,43.616,1.16,49.18,326.99,6.49,0.003278,2458822.16,301,1.2e-04,7.5e-03,1.8e-03,4.5e-04,1.8e-02,1.4e-01,1.3e-01
3989540,2013 SL106,0.2006,47.06,37.618,10.31,286.10,143.72,306.57,0.003053,2478300.19,323,1.4e-04,1.9e-02,1.6e-02,2.8e-04,2.4e-03,9.1e-02,7.5e-02
3989546,2013 SM106,0.1765,45.63,37.579,16.88,21.22,336.81,23.97,0.003198,2453303.40,308,2.7e-04,1.8e-02,4.2e-03,7.3e-04,2.9e-04,7.8e-02,5.8e-02
3989548,2013 SN106,0.0460,43.77,41.754,6.47,202.78,275.78,244.40,0.003404,2494758.78,290,1.4e-04,1.2e-02,1.7e-02,4.1e-04,2.6e-03,2.0e-01,2.0e-01
54196773,2013 SY111,0.3165,54.35,37.147,45.07,8.94,22.43,326.48,0.00246,2474426.74,401,5.8e-04,3.0e-02,2.1e-02,6.5e-04,1.2e-03,6.3e-02,4.5e-02
54196774,2013 SZ111,0.1250,41.68,36.468,25.92,357.19,332.36,40.71,0.003663,2449687.90,269,1.1e-02,1.2e-01,3.5e-01,8.3e-03,1.6e-03,7.8e+00,5.5e+00
54196776,2013 SA112,0.0839,43.49,39.841,11.73,8.78,2.18,9.07,0.003437,2458162.07,287,3.6e-04,2.2e-02,4.7e-03,7.8e-04,2.4e-04,3.5e-01,2.9e-01
54196779,2013 SB112,0.0870,38.52,35.172,33.28,14.53,44.04,331.88,0.004122,2467622.85,239,1.3e-04,1.0e-02,5.5e-03,5.3e-04,1.1e-04,1.2e-01,1.1e-01
54196780,2013 SC112,0.1301,45.04,39.177,9.47,23.57,46.55,323.94,0.003261,2471857.80,302,3.7e-04,1.1e-02,1.2e-02,7.1e-04,9.2e-04,1.0e-01,6.7e-02
54196781,2013 SD112,0.0706,35,32.529,5.39,60.61,248.95,73.13,0.00476,2445436.14,207,2.3e-04,9.0e-03,8.3e-03,4.4e-04,4.7e-03,1.6e-01,1.5e-01
54196782,2013 SE112,0.1311,42.5,36.929,6.46,329.95,348.20,45.51,0.003557,2448005.25,277,3.7e-04,2.2e-02,4.9e-03,5.2e-04,2.9e-03,7.1e-02,8.2e-02
54196784,2013 SF112,0.0079,43.95,43.605,3.75,257.16,322.55,143.31,0.003382,2418431.83,291,1.5e-04,8.1e-03,1.3e-02,6.8e-05,1.1e-02,1.0e+00,1.0e+00
54196783,2013 SG112,0.1574,44.03,37.102,4.13,42.83,285.75,36.43,0.003373,2449999.69,292,3.3e-04,1.9e-02,9.2e-03,7.1e-04,8.4e-03,1.5e-01,1.1e-01
54196789,2013 SH112,0.0917,45.98,41.758,1.78,119.14,168.05,77.03,0.003162,2436437.16,312,9.2e-04,1.7e-02,4.2e-02,5.7e-04,3.9e-02,2.6e-01,1.9e-01
54196788,2013 SJ112,0.0094,43.97,43.557,3.84,95.94,347.91,296.39,0.00338,2479618.98,292,1.8e-04,1.5e-02,1.8e-02,4.8e-05,1.1e-02,1.7e+00,1.7e+00
54196785,2013 SK112,0.0730,44.32,41.083,1.93,116.74,123.55,134.59,0.00334,2420507.96,295,3.7e-04,1.2e-02,1.8e-02,2.5e-04,2.6e-02,3.1e-01,3.6e-01
54196786,2013 SL112,0.0924,35.05,31.813,2.09,106.10,337.06,314.83,0.00475,2470311.25,208,3.9e-04,8.0e-03,9.3e-03,6.8e-05,1.9e-02,8.2e-02,6.7e-02
54196794,2013 SM112,0.0688,44.42,41.367,2.71,97.67,73.86,213.38,0.003329,2504846.61,296,2.9e-04,1.7e-02,2.2e-02,7.2e-05,2.3e-02,8.0e-01,9.1e-01
54196795,2013 SN112,0.0437,43.51,41.609,12.69,77.78,259.32,63.53,0.003434,2442300.90,287,1.8e-04,8.9e-03,4.9e-03,4.8e-04,2.2e-03,1.4e-01,1.5e-01
54196796,2013 SO112,0.3112,50.63,34.872,24.47,177.18,63.98,77.47,0.002736,2432487.71,360,2.9e-04,2.7e-02,2.5e-02,9.7e-04,4.9e-04,7.4e-02,8.0e-02
54196797,2013 SP112,0.2187,51.85,40.508,38.64,180.23,126.41,41.56,0.00264,2445057.47,373,3.4e-04,2.5e-02,7.7e-03,7.9e-04,1.1e-04,5.6e-02,5.6e-02
54196798,2013 SQ112,0.1071,42.86,38.274,22.45,180.90,153.36,27.35,0.003512,2453012.24,281,3.2e-04,2.0e-02,4.7e-03,5.5e-04,2.1e-04,8.1e-02,8.0e-02
54196802,2013 SS112,0.0769,40.18,37.094,14.73,185.47,252.82,293.23,0.003869,2478056.28,255,3.3e-04,1.3e-02,1.9e-02,6.5e-04,7.2e-04,1.9e-01,1.7e-01
54196811,2013 ST112,0.0482,43.79,41.679,4.52,323.43,31.01,17.99,0.003401,2455511.65,290,4.7e-04,2.3e-02,3.1e-03,5.8e-04,5.9e-03,9.9e-01,8.9e-01
54196800,2013 SU112,0.2016,39.4,31.454,2.39,235.49,2.43,115.05,0.003986,2431936.12,247,2.0e-04,1.5e-02,1.1e-02,4.6e-04,1.6e-02,9.6e-02,1.3e-01
54196812,2013 SV112,0.1596,44.12,37.077,32.35,181.02,154.73,30.09,0.003363,2451854.62,293,2.2e-04,1.5e-02,6.8e-03,5.5e-04,6.9e-05,1.3e-01,1.0e-01
54196803,2013 SW112,0.0894,44,40.069,0.69,297.84,348.62,79.40,0.003377,2437286.23,292,6.2e-04,1.3e-02,2.6e-02,3.0e-04,5.6e-02,1.8e-01,1.4e-01
54196801,2013 SX112,0.2723,53.34,38.815,1.99,198.83,130.76,28.50,0.00253,2449536.63,390,2.9e-04,2.2e-02,8.5e-03,7.0e-04,5.0e-03,7.7e-02,4.5e-02
54196805,2013 SY112,0.3109,38.23,26.344,13.48,343.74,256.98,96.23,0.00417,2437723.68,236,4.2e-03,1.2e-01,8.9e-02,3.2e-03,2.8e-03,3.8e-01,1.0e+00
54196809,2013 SZ112,0.0396,43.14,41.433,1.27,354.36,78.69,303.65,0.003478,2477001.23,283,5.5e-04,2.6e-02,2.7e-02,9.5e-04,5.0e-03,6.4e-01,6.2e-01
54196807,2013 SA113,0.0393,40.53,38.935,20.54,359.33,150.82,227.87,0.00382,2495387.48,258,2.8e-04,1.5e-02,2.5e-02,8.4e-04,1.8e-04,3.2e-01,3.4e-01
54196808,2013 SB113,0.0974,45.9,41.425,3.01,182.24,229.79,333.00,0.00317,2469318.57,311,5.2e-04,1.7e-02,2.3e-02,8.8e-04,1.6e-03,3.5e-01,2.8e-01
54196813,2013 SD113,0.1418,46.2,39.644,19.56,25.57,357.49,357.42,0.003139,2461623.15,314,1.7e-04,1.1e-02,3.2e-03,5.5e-04,5.9e-04,9.4e-02,6.9e-02
54196804,2013 SE113,0.2479,43.95,33.056,31.24,18.23,340.33,16.22,0.003382,2456004.15,291,1.5e-04,9.9e-03,1.3e-03,3.8e-04,1.5e-04,3.5e-02,2.1e-02
54196806,2013 SF113,0.0279,39.37,38.271,37.64,47.08,48.15,245.20,0.00399,2489574.74,247,3.9e-04,1.2e-02,2.4e-02,1.2e-04,1.5e-03,6.5e-01,7.0e-01
54199269,2013 SG113,0.1771,46.78,38.495,8.04,336.08,302.82,71.61,0.003081,2437555.63,320,1.4e-04,1.3e-02,8.4e-03,5.1e-04,1.6e-03,6.1e-02,6.8e-02
54199271,2013 SH113,0.0846,45.61,41.752,1.19,109.15,252.33,18.92,0.003199,2454885.50,308,2.1e-04,1.2e-02,4.6e-03,1.3e-04,4.8e-02,4.2e-01,3.5e-01
3724915,2013 TH159,0.0926,41.17,37.360,33.52,62.47,237.24,93.50,0.003731,2435738.84,264,4.8e-02,3.9e-01,1.6e+00,7.3e-03,8.7e-03,4.4e-01,5.3e+00
3756037,2013 TM159,0.1748,46.87,38.673,9.53,108.05,294.76,0.67,0.003072,2460581.99,321,2.1e-05,1.5e-03,2.6e-04,1.4e-05,4.1e-04,4.2e-03,2.9e-03
3841646,2013 TX171,0.2820,50.78,36.463,19.58,167.37,204.39,9.78,0.002723,2457210.20,362,1.5e-04,1.2e-02,1.3e-03,4.1e-04,5.8e-04,4.1e-02,2.2e-02
3841649,2013 TY171,0.2424,39.61,30.013,24.90,58.86,248.89,63.22,0.003953,2444806.74,249,6.6e-05,5.0e-03,2.2e-03,1.5e-04,2.4e-04,1.7e-02,2.1e-02
3841651,2013 TZ171,0.1992,45.78,36.662,15.88,163.65,241.80,2.73,0.003182,2459943.85,310,1.4e-04,9.2e-03,1.6e-03,2.8e-04,1.2e-03,4.8e-02,3.1e-02
3841652,2013 TA172,0.1899,39.72,32.182,14.54,173.63,237.40,346.30,0.003937,2464280.86,250,1.4e-04,8.1e-03,3.2e-03,3.7e-04,4.8e-04,4.1e-02,2.8e-02
3841653,2013 TB172,0.2002,43.34,34.667,11.61,35.22,328.81,18.44,0.003454,2455461.67,285,1.2e-04,8.0e-03,1.7e-03,4.3e-04,8.5e-04,6.2e-02,4.2e-02
3841666,2013 TC172,0.0484,43.85,41.724,7.47,292.02,156.76,278.24,0.003395,2484885.08,290,6.9e-05,1.9e-02,2.1e-02,2.9e-04,3.4e-03,3.9e-01,3.8e-01
3841660,2013 TD172,0.1654,42.78,35.705,10.99,6.03,83.99,310.90,0.003522,2474738.71,280,1.5e-04,1.4e-02,7.2e-03,1.6e-04,1.7e-04,7.2e-02,7.2e-02
3841729,2013 TE172,0.2657,48.66,35.729,29.78,50.83,326.48,14.59,0.002904,2455776.96,339,9.1e-05,7.0e-03,9.4e-04,3.8e-04,3.6e-04,2.2e-02,1.3e-02
3841725,2013 TF172,0.0295,43.98,42.685,2.89,127.03,307.75,305.46,0.003379,2476940.24,292,2.8e-04,1.0e-02,1.3e-02,2.9e-04,9.4e-03,3.8e-01,3.5e-01
3841810,2013 TG172,0.3239,48.28,32.642,4.80,14.47,340.27,18.13,0.002938,2454629.16,335,2.9e-04,1.9e-02,3.7e-03,7.2e-04,1.0e-03,1.1e-01,4.6e-02
3841805,2013 TH172,0.2596,42.59,31.534,11.53,42.68,289.14,38.11,0.003546,2450052.51,278,1.8e-04,1.0e-02,5.0e-03,4.9e-04,1.2e-03,4.6e-02,3.1e-02
3841811,2013 TJ172,0.2959,52.48,36.949,27.36,176.50,248.08,348.66,0.002593,2465174.15,380,1.4e-04,1.1e-02,2.7e-03,3.8e-04,4.9e-04,2.2e-02,1.2e-02
3841809,2013 TK172,0.2049,46.75,37.170,12.57,72.07,248.56,50.69,0.003084,2444361.86,320,2.4e-04,8.4e-03,7.8e-03,3.4e-04,2.1e-03,4.7e-02,2.8e-02
3841812,2013 TL172,0.0580,43.99,41.435,1.79,95.16,72.32,211.50,0.003379,2504753.82,292,1.8e-04,1.2e-02,1.7e-02,2.5e-05,2.3e-02,4.6e-01,5.1e-01
3841813,2013 TM172,0.4827,70.48,36.460,12.60,14.86,352.77,5.37,0.001666,2457575.50,592,2.0e-04,3.0e-02,1.6e-03,4.6e-04,3.2e-04,1.8e-02,6.5e-03
3989547,2013 TB187,0.7906,78.31,16.402,50.74,82.09,24.71,351.55,0.001422,2466742.71,693,2.1e-04,7.1e-02,2.6e-03,1.1e-04,6.2e-04,6.0e-03,1.4e-02
3989545,2013 TC187,0.0673,43.92,40.967,1.04,71.90,296.90,13.05,0.003386,2456945.76,291,3.1e-04,1.9e-02,4.1e-03,3.1e-04,3.2e-02,2.9e-01,2.5e-01
3989550,2013 TD187,0.3799,62,38.446,5.47,156.35,182.06,19.96,0.002019,2450914.14,488,2.0e-04,1.7e-02,4.8e-03,4.0e-04,2.7e-03,4.2e-02,1.5e-02
3989549,2013 TE187,0.0822,44.7,41.026,2.49,88.47,41.29,264.46,0.003298,2489770.11,299,5.9e-04,1.3e-02,2.1e-02,2.3e-04,1.9e-02,2.8e-01,3.5e-01
3989554,2013 TF187,0.1783,43.89,36.062,2.38,80.78,251.83,38.54,0.00339,2449432.34,291,1.7e-04,8.1e-03,4.3e-03,1.5e-04,9.8e-03,5.7e-02,3.8e-02
3989551,2013 TG187,0.2528,47.72,35.655,5.95,157.67,153.35,45.06,0.00299,2445729.33,330,1.3e-04,1.1e-02,3.9e-03,3.9e-04,2.1e-03,2.8e-02,3.0e-02
3989558,2013 TH187,0.0586,44.44,41.838,2.83,89.37,259.95,34.92,0.003327,2450302.27,296,1.1e-04,8.3e-03,3.4e-03,1.4e-04,1.0e-02,1.3e-01,1.2e-01
3989552,2013 TJ187,0.0972,42.96,38.780,10.69,38.14,226.13,102.05,0.003501,2431650.45,282,2.9e-04,8.0e-03,1.2e-02,5.1e-04,1.7e-03,8.7e-02,1.1e-01
3989553,2013 TK187,0.0615,43.94,41.236,6.62,56.93,302.98,27.63,0.003384,2452636.52,291,1.4e-04,7.5e-03,3.4e-03,5.3e-04,3.7e-03,2.1e-01,1.9e-01
3989555,2013 TL187,0.2075,39.6,31.383,18.82,25.07,349.29,13.79,0.003955,2457312.85,249,1.8e-04,1.1e-02,1.4e-03,3.7e-04,2.4e-04,1.3e-02,9.6e-03
3989557,2013 TM187,0.1452,36.67,31.346,11.99,52.27,305.79,31.43,0.004439,2453720.13,222,1.3e-04,8.0e-03,4.7e-03,5.9e-04,1.8e-03,1.4e-01,1.1e-01
3989556,2013 TN187,0.3808,53.67,33.234,9.98,110.05,276.83,11.03,0.002506,2456398.62,393,1.4e-04,1.4e-02,1.1e-03,8.1e-05,2.1e-03,1.2e-02,7.3e-03
3989559,2013 TO187,0.1962,39.62,31.844,9.15,82.42,333.80,354.21,0.003952,2462266.07,249,2.8e-04,1.0e-02,4.7e-03,3.4e-04,3.1e-03,9.3e-02,5.6e-02
3989560,2013 TP187,0.5262,80.73,38.252,31.15,191.51,176.80,11.22,0.001359,2452544.49,725,1.7e-04,3.1e-02,1.8e-03,1.9e-04,1.7e-04,9.2e-03,7.6e-03
3989562,2013 TQ187,0.1001,43.87,39.475,10.01,117.20,282.66,1.72,0.003392,2460294.39,291,1.2e-04,5.9e-03,1.9e-03,2.3e-05,3.2e-03,1.4e-01,1.1e-01
3989561,2013 TR187,0.4046,61.77,36.781,14.17,76.86,334.76,354.82,0.00203,2463352.35,486,2.2e-04,2.5e-02,2.3e-03,2.3e-04,1.3e-03,1.7e-02,7.1e-03
3989567,2013 TS187,0.0997,35.05,31.555,4.60,127.95,198.36,49.83,0.00475,2450309.43,208,1.7e-04,8.3e-03,3.0e-03,2.4e-04,5.1e-03,6.7e-02,6.7e-02
3989563,2013 TT187,0.1182,44.36,39.116,19.25,170.57,186.26,36.56,0.003336,2449840.81,295,1.2e-04,7.2e-03,3.6e-03,4.1e-04,1.0e-03,7.0e-02,5.7e-02
3989565,2013 TU187,0.1657,39.59,33.025,14.86,84.44,292.17,21.82,0.003957,2455287.35,249,8.5e-05,4.8e-03,1.2e-03,1.9e-04,1.1e-03,5.2e-02,3.7e-02
3989569,2013 TV187,0.0507,39.83,37.810,6.14,148.91,35.91,203.39,0.003921,2500740.99,251,1.2e-04,5.9e-03,1.0e-02,4.4e-04,4.1e-03,2.4e-01,2.7e-01
3989566,2013 TW187,0.0609,43.35,40.707,0.38,51.67,282.24,44.83,0.003453,2447818.58,285,2.1e-04,1.0e-02,6.4e-03,5.8e-04,7.8e-02,2.1e-01,1.8e-01
3989571,2013 TX187,0.0494,43.1,40.970,0.48,45.30,260.63,63.87,0.003483,2442463.92,283,1.8e-04,8.6e-03,1.1e-02,4.1e-04,4.5e-02,2.6e-01,2.4e-01
3989573,2013 TY187,0.0695,43.77,40.728,11.12,93.20,351.44,311.29,0.003404,2475111.39,290,1.1e-04,6.2e-03,6.6e-03,8.9e-05,1.6e-03,1.0e-01,9.3e-02
3989575,2013 TZ187,0.0690,30.32,28.226,13.15,155.57,353.81,267.21,0.005904,2476516.00,167,7.4e-05,3.0e-03,4.0e-03,2.2e-04,1.3e-03,6.6e-02,6.9e-02
3989570,2013 TB188,0.1668,39.83,33.184,14.91,91.65,311.39,6.28,0.003921,2459199.57,251,1.0e-04,5.2e-03,1.7e-03,2.4e-04,1.6e-03,9.8e-02,6.9e-02
3989576,2013 TC188,0.1262,44.59,38.960,11.27,114.66,280.90,3.73,0.00331,2459675.08,298,1.7e-04,9.7e-03,1.5e-03,3.5e-05,2.9e-03,1.1e-01,8.6e-02
3989574,2013 TD188,0.0781,43.98,40.547,4.58,35.10,159.51,184.42,0.003379,2512764.97,292,1.7e-04,9.2e-03,1.6e-02,6.6e-04,4.2e-03,2.3e-01,2.7e-01
3989568,2013 TE188,0.2376,39.83,30.365,9.36,109.73,293.12,4.97,0.003921,2459533.08,251,9.8e-05,5.7e-03,9.3e-04,7.3e-05,2.4e-03,3.0e-02,1.8e-02
3989572,2013 TF188,0.1908,45.97,37.197,10.85,171.75,260.16,326.06,0.003162,2471534.24,312,2.3e-04,1.3e-02,8.2e-03,6.8e-04,1.1e-03,5.7e-02,4.4e-02
54196815,2013 TK227,0.0772,30.26,27.922,18.57,78.12,194.92,126.09,0.005921,2439506.41,166,3.2e-04,6.3e-03,1.1e-02,4.3e-04,1.6e-03,1.4e-01,1.8e-01
54196816,2013 TL227,0.0738,40.53,37.540,22.84,95.58,314.82,1.50,0.00382,2460406.76,258,2.1e-04,1.2e-02,2.2e-03,3.5e-04,1.4e-03,1.0e-01,8.7e-02
54196814,2013 TM227,0.2020,39.6,31.600,6.84,180.05,205.00,5.19,0.003955,2459489.54,249,2.3e-04,1.4e-02,2.2e-03,3.8e-04,7.5e-04,2.3e-02,1.3e-02
54196821,2013 TN227,0.0130,43.67,43.107,5.28,63.37,167.21,156.02,0.003415,2415114.52,289,1.2e-04,8.5e-03,1.3e-02,4.0e-04,4.6e-03,6.5e-01,6.6e-01
54196820,2013 TP227,0.1014,43.44,39.034,13.73,62.45,320.49,8.42,0.003443,2458355.74,286,1.6e-04,9.9e-03,1.9e-03,4.8e-04,1.8e-03,7.2e-02,5.7e-02
54196818,2013 TQ227,0.1367,44.3,38.249,10.30,98.77,225.92,59.83,0.003342,2442900.36,295,3.3e-04,9.1e-03,1.6e-02,2.4e-04,4.1e-03,1.2e-01,8.7e-02
54196830,2013 TR227,0.1635,39.87,33.350,21.45,182.38,111.31,93.34,0.003916,2436962.75,252,4.6e-04,9.9e-03,1.4e-02,7.5e-04,1.2e-03,5.5e-02,9.8e-02
54196829,2013 TS227,0.3262,33.83,22.796,24.30,180.64,327.36,295.72,0.005009,2473632.72,197,6.3e-05,7.8e-03,6.0e-03,4.5e-04,6.3e-04,2.9e-02,2.8e-02
54196836,2013 TT227,0.1182,42.8,37.744,5.90,10.93,24.75,352.41,0.00352,2462958.18,280,6.5e-04,2.0e-02,1.4e-02,1.4e-03,4.8e-04,4.3e-01,3.3e-01
54196835,2013 TU227,0.1747,43.73,36.093,20.62,172.27,236.06,347.78,0.003408,2464386.73,289,1.9e-04,1.0e-02,5.2e-03,5.6e-04,6.6e-04,7.8e-02,5.3e-02
54196828,2013 TV227,0.1895,39.74,32.209,6.91,109.16,325.66,330.24,0.003934,2468363.67,251,2.0e-04,8.0e-03,5.7e-03,5.5e-05,4.3e-03,4.5e-02,3.0e-02
54196834,2013 TX227,0.5227,70.05,33.432,36.56,178.33,171.77,13.76,0.001681,2452617.13,586,2.9e-04,4.0e-02,3.1e-03,5.6e-04,3.7e-04,3.0e-02,8.8e-03
54196838,2013 TY227,0.2423,36.21,27.435,36.45,32.42,234.35,98.71,0.004523,2438978.21,218,6.9e-05,7.5e-03,5.5e-03,5.4e-04,2.4e-04,3.7e-02,4.9e-02
54196841,2013 TZ227,0.0594,43.55,40.962,8.54,113.05,34.13,236.07,0.003429,2496937.66,287,4.9e-04,1.3e-02,2.6e-02,2.9e-04,6.8e-03,5.4e-01,6.3e-01
54196839,2013 TA228,0.1786,46.47,38.175,11.20,82.24,353.56,333.87,0.003111,2469199.73,317,3.3e-04,1.5e-02,1.2e-02,3.9e-04,3.1e-03,1.0e-01,6.5e-02
54196837,2013 TB228,0.4710,56.23,29.747,20.56,65.59,292.65,17.05,0.002338,2453504.72,422,1.6e-04,2.1e-02,2.8e-03,3.1e-04,7.5e-04,2.3e-02,1.4e-02
54196831,2013 TC228,0.1386,44.51,38.344,19.63,167.06,291.14,293.42,0.003319,2480862.04,297,8.0e-04,2.6e-02,2.3e-02,1.0e-03,1.0e-03,1.5e-01,2.1e-01
54196832,2013 TD228,0.3233,48.07,32.532,15.07,87.66,306.09,4.67,0.002957,2459221.97,333,1.6e-04,1.3e-02,1.4e-03,1.9e-04,1.5e-03,3.0e-02,1.5e-02
54196840,2013 TE228,0.1680,39.46,32.832,9.87,97.79,80.80,205.62,0.003976,2499628.97,248,5.2e-04,1.4e-02,3.2e-02,5.0e-05,7.6e-03,5.0e-01,7.1e-01
54196843,2013 TF228,0.1014,40.95,36.798,21.61,148.25,335.14,299.91,0.003761,2476776.90,262,2.0e-04,1.9e-02,1.2e-02,2.3e-04,1.7e-03,1.8e-01,1.8e-01
54196842,2013 TG228,0.1705,48.05,39.856,18.57,125.34,292.25,353.90,0.002959,2462862.82,333,5.2e-04,2.5e-02,1.0e-02,5.3e-05,2.8e-03,2.5e-01,1.7e-01
54196844,2013 TH228,0.2578,48.34,35.876,11.92,118.57,308.52,349.13,0.002933,2464506.73,336,2.5e-04,1.4e-02,6.0e-03,5.4e-05,3.9e-03,6.3e-02,3.2e-02
54196845,2013 TJ228,0.1335,45.47,39.400,1.92,313.76,359.62,45.22,0.003214,2446732.93,307,3.1e-04,2.3e-02,6.8e-03,4.0e-04,1.2e-02,9.2e-02,1.0e-01
54197594,2013 TK228,0.3095,47.9,33.075,1.86,354.10,272.99,70.09,0.002973,2437227.53,332,1.1e-03,3.7e-02,3.5e-02,1.0e-03,4.7e-03,6.2e-02,1.5e-01
54197593,2013 TL228,0.2484,47.89,35.993,8.73,357.59,277.82,70.41,0.002974,2437125.83,331,6.4e-04,2.4e-02,1.9e-02,9.0e-04,7.5e-04,4.9e-02,9.6e-02
54197603,2013 TM228,0.0689,42.97,40.006,1.15,171.49,179.83,19.93,0.0035,2455105.78,282,2.8e-04,1.7e-02,4.5e-03,8.1e-04,7.2e-03,3.2e-01,2.8e-01
54197595,2013 TN228,0.6317,90.27,33.249,19.28,174.97,225.61,356.60,0.001149,2463756.29,858,1.8e-04,4.8e-02,2.1e-03,3.0e-04,1.8e-04,9.3e-03,3.9e-03
54197597,2013 TO228,0.0423,44.27,42.394,3.30,20.08,183.41,174.70,0.003346,2408595.32,295,1.8e-04,9.0e-03,1.5e-02,8.9e-04,3.4e-03,6.4e-01,7.0e-01
54197598,2013 TP228,0.0443,45.31,43.306,3.34,159.40,74.88,136.16,0.003231,2418664.58,305,3.7e-04,1.3e-02,1.9e-02,8.2e-04,6.5e-03,5.3e-01,5.8e-01
54197596,2013 TQ228,0.1563,42.52,35.875,5.48,16.16,279.31,67.73,0.003555,2441747.09,277,5.6e-04,1.8e-02,1.3e-02,8.6e-04,1.5e-03,6.7e-02,8.1e-02
54197604,2013 TS228,0.0388,43.63,41.934,1.55,114.01,238.33,27.66,0.00342,2452713.80,288,1.6e-04,9.7e-03,2.7e-03,1.2e-04,1.8e-02,1.4e-01,1.4e-01
54197600,2013 TT228,0.0731,44.15,40.919,1.44,109.17,301.10,332.56,0.00336,2468968.63,293,4.6e-04,3.8e-02,3.1e-02,2.4e-04,3.9e-02,6.9e-01,6.0e-01
54197601,2013 TU228,0.0656,45.69,42.698,2.82,154.04,24.61,201.31,0.003191,2510531.66,309,2.2e-04,1.1e-02,2.0e-02,1.2e-03,1.6e-02,6.5e-01,7.4e-01
54197602,2013 TV228,0.0338,42.7,41.256,2.47,88.32,197.57,86.94,0.003533,2436187.95,279,3.4e-03,1.8e-02,1.6e-01,1.3e-04,2.0e-02,1.8e+00,1.4e+00
54197605,2013 TW228,0.0570,43.7,41.209,3.21,109.05,293.96,337.12,0.003412,2467505.33,289,2.9e-04,1.4e-02,8.5e-03,1.7e-04,1.3e-02,2.8e-01,2.4e-01
54197607,2013 TX228,0.0257,43.56,42.440,3.34,105.16,126.24,141.98,0.003428,2419387.71,287,5.1e-04,1.3e-02,3.0e-02,2.1e-04,1.9e-02,9.3e-01,1.0e+00
54197606,2013 TY228,0.1359,45.27,39.122,4.77,85.13,120.54,163.99,0.003236,2410117.17,305,6.5e-04,2.1e-02,3.8e-02,2.9e-04,2.1e-02,5.7e-01,7.6e-01
54197608,2013 TZ228,0.0384,44.11,42.419,3.94,66.78,91.59,224.16,0.003364,2501181.98,293,3.7e-04,1.9e-02,3.4e-02,4.9e-04,1.1e-02,3.1e-01,3.3e-01
54197609,2013 TA229,0.1277,41.75,36.419,23.54,176.19,256.25,322.37,0.003654,2471099.95,270,3.9e-04,1.3e-02,2.2e-02,7.8e-04,5.3e-04,2.0e-01,1.4e-01
54197611,2013 TB229,0.0158,43.77,43.073,3.65,128.05,42.30,218.86,0.003404,2502261.77,290,3.1e-04,1.4e-02,1.9e-02,4.2e-04,1.7e-02,3.0e+00,3.1e+00
54197619,2013 TC229,0.2247,48.01,37.218,8.18,169.92,240.68,346.67,0.002963,2465299.17,333,2.2e-04,2.1e-02,1.4e-02,6.1e-04,2.0e-03,1.5e-01,9.2e-02
54197612,2013 TD229,0.0866,43.95,40.140,3.71,101.62,188.26,85.10,0.003383,2435645.55,291,5.3e-04,1.3e-02,2.6e-02,4.7e-05,1.6e-02,1.8e-01,1.6e-01
54197610,2013 TE229,0.2068,39.65,31.448,3.96,129.42,216.00,32.00,0.003948,2452694.96,250,2.8e-04,1.5e-02,2.9e-03,2.6e-04,7.6e-03,5.3e-02,3.5e-02
54197620,2013 TF229,0.1575,39.56,33.332,14.60,29.46,206.22,144.48,0.003961,2424319.49,249,8.4e-03,9.5e-02,2.6e-01,4.0e-03,3.5e-03,3.6e+00,5.3e+00
54197621,2013 TG229,0.0379,44.74,43.046,3.90,112.80,24.11,256.62,0.003293,2492189.58,299,7.0e-04,1.7e-02,2.6e-02,9.6e-05,1.7e-02,9.0e-01,9.9e-01
