spkid,e,a,q,i,full_name,Name,names
54194331,0.1693,39.49,32.805,5.36,       (2013 RG156),2013 RG156,
54194334,0.0574,39.61,37.342,8.99,       (2013 RH156),2013 RH156,
54196369,0.0397,43.16,41.449,1.35,       (2013 RO156),2013 RO156,
54196370,0.1107,39.16,34.829,31.43,       (2013 RP156),2013 RP156,
54196384,0.1187,39.67,34.966,12.30,       (2013 RQ156),2013 RQ156,
54196373,0.2175,63.17,49.431,29.45,       (2013 RR156),2013 RR156,
54196376,0.3901,61.22,37.335,14.29,       (2013 RS156),2013 RS156,
54196382,0.3402,55.29,36.485,22.91,       (2013 RT156),2013 RT156,
54196377,0.3829,57.3,35.360,11.56,       (2013 RU156),2013 RU156,
54196383,0.0890,44.02,40.098,5.71,       (2013 RV156),2013 RV156,
54196372,0.0876,40.86,37.280,15.76,       (2013 RW156),2013 RW156,
54196374,0.1942,45.09,36.332,31.16,       (2013 RX156),2013 RX156,
54196371,0.2818,49.38,35.461,14.85,       (2013 RY156),2013 RY156,
54196375,0.0585,41.32,38.904,26.38,       (2013 RZ156),2013 RZ156,
54196378,0.4007,55.35,33.174,37.60,       (2013 RA157),2013 RA157,
54196381,0.2269,39.8,30.766,8.70,       (2013 RB157),2013 RB157,
54196379,0.2583,39.65,29.407,12.82,       (2013 RC157),2013 RC157,
54196380,0.1006,37.88,34.067,12.15,       (2013 RD157),2013 RD157,
54196385,0.1347,46.24,40.007,35.59,       (2013 RE157),2013 RE157,
54196388,0.4290,63.6,36.315,20.43,       (2013 RF157),2013 RF157,
54196386,0.1400,41.66,35.825,14.39,       (2013 RG157),2013 RG157,
54196387,0.0334,38.87,37.576,5.42,       (2013 RH157),2013 RH157,
54196393,0.3016,55.64,38.856,20.82,       (2013 RL157),2013 RL157,
54196394,0.3490,57.09,37.164,14.14,       (2013 RM157),2013 RM157,
54196756,0.5659,73.75,32.012,12.22,       (2013 RO157),2013 RO157,
54196765,0.1325,42.81,37.132,8.80,       (2013 RP157),2013 RP157,
54196757,0.0756,36.46,33.705,15.53,       (2013 RQ157),2013 RQ157,
54196760,0.0490,38.49,36.605,32.09,       (2013 RR157),2013 RR157,
54196758,0.1781,45.92,37.741,10.78,       (2013 RS157),2013 RS157,
54196762,0.0586,42.24,39.765,12.60,       (2013 RT157),2013 RT157,
54196764,0.1831,43.55,35.582,33.01,       (2013 RU157),2013 RU157,
54196761,0.5059,68.65,33.922,11.54,       (2013 RV157),2013 RV157,
54196768,0.2563,47.03,34.977,13.60,       (2013 RW157),2013 RW157,
54196767,0.0429,41.52,39.738,12.78,       (2013 RX157),2013 RX157,
54196766,0.1104,43.94,39.088,2.33,       (2013 RY157),2013 RY157,
54196769,0.1684,46.12,38.355,18.96,       (2013 RA158),2013 RA158,
54196770,0.2114,46.82,36.921,20.33,       (2013 RB158),2013 RB158,
54196771,0.0543,30.26,28.613,7.44,       (2013 RC158),2013 RC158,
54196772,0.6403,99.47,35.779,32.62,       (2013 RD158),2013 RD158,
54196778,0.3950,48.08,29.085,28.25,       (2013 RE158),2013 RE158,
54196775,0.2113,47.62,37.559,16.55,       (2013 RF158),2013 RF158,
54196777,0.3700,60.38,38.042,28.49,       (2013 RG158),2013 RG158,
54199257,0.6317,90.3,33.260,17.12,       (2013 RJ158),2013 RJ158,
54199258,0.1255,44.6,39.001,34.29,       (2013 RK158),2013 RK158,
54199259,0.0617,40.5,38.002,14.60,       (2013 RL158),2013 RL158,
54199260,0.1046,43.79,39.208,18.23,       (2013 RM158),2013 RM158,
54199262,0.3442,46.49,30.492,14.37,       (2013 RN158),2013 RN158,
54199265,0.0754,40.58,37.521,18.17,       (2013 RO158),2013 RO158,
54199495,0.0595,44.51,41.856,0.23,       (2013 RP158),2013 RP158,
54199492,0.0796,45.72,42.078,8.26,       (2013 RQ158),2013 RQ158,
54200433,0.0737,44.54,41.254,1.05,       (2013 RT158),2013 RT158,
3709399,0.5447,80.98,36.876,18.25,       (2013 SE99),2013 SE99,
3773829,0.9428,873.4,49.983,4.22,       (2013 SY99),2013 SY99,
3775194,0.0110,38.53,38.108,19.81,       (2013 SZ99),2013 SZ99,
3787112,0.0396,43.86,42.127,2.95,       (2013 SJ100),2013 SJ100,
3787104,0.2734,62.57,45.467,26.23,       (2013 SK100),2013 SK100,
3787113,0.0666,44.13,41.192,3.42,       (2013 SL100),2013 SL100,
3787109,0.1331,45.73,39.641,1.48,       (2013 SM100),2013 SM100,
3787106,0.0215,43.94,42.993,6.20,       (2013 SN100),2013 SN100,
3787107,0.1405,46.12,39.644,2.46,       (2013 SO100),2013 SO100,
3787105,0.1381,44.08,37.993,8.35,       (2013 SP100),2013 SP100,
3787103,0.2530,48.18,35.987,12.93,       (2013 SQ100),2013 SQ100,
3787108,0.1762,45.85,37.775,24.11,       (2013 SR100),2013 SR100,
3787111,0.0887,44.25,40.321,2.55,       (2013 SS100),2013 SS100,
3787102,0.0675,41.21,38.431,14.80,       (2013 ST100),2013 ST100,
3787110,0.2256,42.52,32.928,9.64,       (2013 SU100),2013 SU100,
3787120,0.0296,43.36,42.078,2.10,       (2013 SV100),2013 SV100,
3787121,0.0148,42.96,42.330,1.22,       (2013 SW100),2013 SW100,
3787119,0.0222,43.08,42.120,1.28,       (2013 SX100),2013 SX100,
3787114,0.1608,43.54,36.535,26.97,       (2013 SY100),2013 SY100,
3787117,0.0641,43.91,41.099,8.43,       (2013 SZ100),2013 SZ100,
3787115,0.2655,47.98,35.246,3.68,       (2013 SA101),2013 SA101,
3787116,0.1228,44.01,38.606,2.06,       (2013 SB101),2013 SB101,
3787118,0.0336,42.93,41.488,2.24,       (2013 SC101),2013 SC101,
3787122,0.0266,43.65,42.489,1.59,       (2013 SD101),2013 SD101,
3787125,0.0835,44.48,40.765,0.91,       (2013 SE101),2013 SE101,
3787123,0.0483,42.72,40.660,1.32,       (2013 SF101),2013 SF101,
3787124,0.0624,46.91,43.985,1.78,       (2013 SG101),2013 SG101,
3841648,0.0130,43.3,42.733,7.97,       (2013 SG102),2013 SG102,
3841647,0.0491,38.12,36.251,19.35,       (2013 SH102),2013 SH102,
3841726,0.2839,44.08,31.563,7.34,       (2013 SJ102),2013 SJ102,
3841723,0.1779,43.7,35.921,7.40,       (2013 SK102),2013 SK102,
3841800,0.8872,338.3,38.175,6.50,       (2013 SL102),2013 SL102,
3841801,0.2631,52.82,38.923,11.40,       (2013 SM102),2013 SM102,
3841806,0.4456,68.63,38.048,4.45,       (2013 SN102),2013 SN102,
3841802,0.2272,39.75,30.718,9.85,       (2013 SO102),2013 SO102,
3841803,0.1461,39.6,33.814,11.60,       (2013 SP102),2013 SP102,
3841808,0.6195,92.26,35.108,29.52,       (2013 SQ102),2013 SQ102,
3841804,0.3865,53.03,32.533,29.91,       (2013 SR102),2013 SR102,
3841807,0.2033,47.65,37.959,26.32,       (2013 SS102),2013 SS102,
3842599,0.0800,44.24,40.699,2.48,       (2013 ST102),2013 ST102,
3989531,0.1454,44.4,37.944,21.84,       (2013 SD106),2013 SD106,
3989536,0.0348,43.07,41.567,0.20,       (2013 SE106),2013 SE106,
3989537,0.4263,75.94,43.567,39.82,       (2013 SF106),2013 SF106,
3989542,0.3937,62.26,37.751,20.48,       (2013 SG106),2013 SG106,
3989544,0.2214,48.31,37.610,15.45,       (2013 SH106),2013 SH106,
3989539,0.0350,44.76,43.193,2.84,       (2013 SJ106),2013 SJ106,
3989543,0.0297,44.95,43.614,1.16,       (2013 SK106),2013 SK106,
3989540,0.2011,47.15,37.666,10.31,       (2013 SL106),2013 SL106,
3989546,0.1778,45.7,37.574,16.87,       (2013 SM106),2013 SM106,
3989548,0.0450,43.84,41.867,6.47,       (2013 SN106),2013 SN106,
54196773,0.3174,54.45,37.167,45.05,       (2013 SY111),2013 SY111,
54196774,0.1262,41.74,36.472,25.90,       (2013 SZ111),2013 SZ111,
54196776,0.0854,43.56,39.838,11.73,       (2013 SA112),2013 SA112,
54196779,0.0877,38.57,35.187,33.26,       (2013 SB112),2013 SB112,
54196780,0.1307,45.1,39.207,9.46,       (2013 SC112),2013 SC112,
54196781,0.0714,35.04,32.542,5.39,       (2013 SD112),2013 SD112,
54196782,0.1324,42.58,36.941,6.46,       (2013 SE112),2013 SE112,
54196784,0.0068,44.03,43.725,3.75,       (2013 SF112),2013 SF112,
54196783,0.1588,44.11,37.108,4.12,       (2013 SG112),2013 SG112,
54196789,0.0923,46.05,41.802,1.78,       (2013 SH112),2013 SH112,
54196788,0.0098,44.04,43.608,3.84,       (2013 SJ112),2013 SJ112,
54196785,0.0723,44.38,41.178,1.93,       (2013 SK112),2013 SK112,
54196786,0.0926,35.09,31.840,2.09,       (2013 SL112),2013 SL112,
54196794,0.0673,44.48,41.492,2.71,       (2013 SM112),2013 SM112,
54196795,0.0450,43.55,41.590,12.69,       (2013 SN112),2013 SN112,
54196796,0.3109,50.71,34.944,24.45,       (2013 SO112),2013 SO112,
54196797,0.2197,51.93,40.520,38.61,       (2013 SP112),2013 SP112,
54196798,0.1086,42.94,38.276,22.44,       (2013 SQ112),2013 SQ112,
54196802,0.0771,40.25,37.144,14.72,       (2013 SS112),2013 SS112,
54196811,0.0498,43.86,41.678,4.52,       (2013 ST112),2013 ST112,
54196800,0.2009,39.45,31.526,2.39,       (2013 SU112),2013 SU112,
54196812,0.1609,44.19,37.078,32.32,       (2013 SV112),2013 SV112,
54196803,0.0899,44.07,40.111,0.69,       (2013 SW112),2013 SW112,
54196801,0.2739,53.46,38.821,1.99,       (2013 SX112),2013 SX112,
54196805,0.3104,38.28,26.399,13.46,       (2013 SY112),2013 SY112,
54196809,0.0401,43.21,41.478,1.27,       (2013 SZ112),2013 SZ112,
54196807,0.0380,40.58,39.039,20.53,       (2013 SA113),2013 SA113,
54196808,0.0985,45.97,41.444,3.01,       (2013 SB113),2013 SB113,
54196813,0.1432,46.27,39.645,19.54,       (2013 SD113),2013 SD113,
54196804,0.2492,44.03,33.053,31.22,       (2013 SE113),2013 SE113,
54196806,0.0273,39.43,38.356,37.64,       (2013 SF113),2013 SF113,
54199269,0.1775,46.86,38.547,8.04,       (2013 SG113),2013 SG113,
54199271,0.0862,45.69,41.748,1.19,       (2013 SH113),2013 SH113,
3724915,0.0931,41.21,37.374,33.52,       (2013 TH159),2013 TH159,
3756037,0.1759,46.93,38.673,9.54,       (2013 TM159),2013 TM159,
3841646,0.2834,50.88,36.460,19.57,       (2013 TX171),2013 TX171,
3841649,0.2431,39.67,30.023,24.89,       (2013 TY171),2013 TY171,
3841651,0.2000,45.83,36.661,15.88,       (2013 TZ171),2013 TZ171,
3841652,0.1908,39.78,32.189,14.53,       (2013 TA172),2013 TA172,
3841653,0.2015,43.41,34.662,11.60,       (2013 TB172),2013 TB172,
3841666,0.0484,43.92,41.799,7.47,       (2013 TC172),2013 TC172,
3841660,0.1656,42.84,35.743,10.99,       (2013 TD172),2013 TD172,
3841729,0.2669,48.73,35.723,29.77,       (2013 TE172),2013 TE172,
3841725,0.0299,44.05,42.729,2.89,       (2013 TF172),2013 TF172,
3841810,0.3254,48.38,32.639,4.79,       (2013 TG172),2013 TG172,
3841805,0.2608,42.66,31.536,11.53,       (2013 TH172),2013 TH172,
3841811,0.2965,52.53,36.959,27.35,       (2013 TJ172),2013 TJ172,
3841809,0.2060,46.82,37.179,12.57,       (2013 TK172),2013 TK172,
3841812,0.0564,44.05,41.565,1.79,       (2013 TL172),2013 TL172,
3841813,0.4844,70.7,36.457,12.59,       (2013 TM172),2013 TM172,
3989547,0.7907,78.43,16.418,50.74,       (2013 TB187),2013 TB187,
3989545,0.0688,43.99,40.964,1.04,       (2013 TC187),2013 TC187,
3989550,0.3816,62.17,38.447,5.46,       (2013 TD187),2013 TD187,
3989549,0.0814,44.76,41.117,2.49,       (2013 TE187),2013 TE187,
3989554,0.1797,43.96,36.065,2.38,       (2013 TF187),2013 TF187,
3989551,0.2538,47.81,35.675,5.95,       (2013 TG187),2013 TG187,
3989558,0.0600,44.51,41.835,2.83,       (2013 TH187),2013 TH187,
3989552,0.0972,43.02,38.843,10.69,       (2013 TJ187),2013 TJ187,
3989553,0.0629,44,41.230,6.61,       (2013 TK187),2013 TK187,
3989555,0.2087,39.65,31.379,18.81,       (2013 TL187),2013 TL187,
3989557,0.1464,36.71,31.340,11.98,       (2013 TM187),2013 TM187,
3989556,0.3819,53.76,33.227,9.98,       (2013 TN187),2013 TN187,
3989559,0.1969,39.66,31.848,9.15,       (2013 TO187),2013 TO187,
3989560,0.5274,80.91,38.243,31.14,       (2013 TP187),2013 TP187,
3989562,0.1012,43.92,39.474,10.01,       (2013 TQ187),2013 TQ187,
3989561,0.4056,61.89,36.786,14.17,       (2013 TR187),2013 TR187,
3989567,0.1009,35.1,31.560,4.60,       (2013 TS187),2013 TS187,
3989563,0.1194,44.41,39.109,19.24,       (2013 TT187),2013 TT187,
3989565,0.1669,39.63,33.017,14.86,       (2013 TU187),2013 TU187,
3989569,0.0493,39.88,37.913,6.13,       (2013 TV187),2013 TV187,
3989566,0.0623,43.42,40.710,0.38,       (2013 TW187),2013 TW187,
3989571,0.0505,43.17,40.993,0.48,       (2013 TX187),2013 TX187,
3989573,0.0697,43.82,40.768,11.12,       (2013 TY187),2013 TY187,
3989575,0.0682,30.34,28.266,13.15,       (2013 TZ187),2013 TZ187,
3989570,0.1677,39.86,33.181,14.91,       (2013 TB188),2013 TB188,
3989576,0.1273,44.64,38.958,11.27,       (2013 TC188),2013 TC188,
3989574,0.0766,44.04,40.671,4.58,       (2013 TD188),2013 TD188,
3989568,0.2384,39.87,30.363,9.36,       (2013 TE188),2013 TE188,
3989572,0.1914,46.04,37.225,10.84,       (2013 TF188),2013 TF188,
54196815,0.0772,30.28,27.945,18.57,       (2013 TK227),2013 TK227,
54196816,0.0746,40.56,37.539,22.85,       (2013 TL227),2013 TL227,
54196814,0.2033,39.66,31.595,6.83,       (2013 TM227),2013 TM227,
54196821,0.0120,43.73,43.208,5.28,       (2013 TN227),2013 TN227,
54196820,0.1027,43.5,39.031,13.72,       (2013 TP227),2013 TP227,
54196818,0.1377,44.36,38.254,10.30,       (2013 TQ227),2013 TQ227,
54196830,0.1639,39.91,33.368,21.44,       (2013 TR227),2013 TR227,
54196829,0.3255,33.84,22.826,24.29,       (2013 TS227),2013 TS227,
54196836,0.1194,42.87,37.748,5.90,       (2013 TT227),2013 TT227,
54196835,0.1757,43.79,36.100,20.61,       (2013 TU227),2013 TU227,
54196828,0.1900,39.79,32.229,6.91,       (2013 TV227),2013 TV227,
54196834,0.5239,70.22,33.429,36.54,       (2013 TX227),2013 TX227,
54196838,0.2424,36.25,27.463,36.43,       (2013 TY227),2013 TY227,
54196841,0.0581,43.61,41.077,8.54,       (2013 TZ227),2013 TZ227,
54196839,0.1791,46.53,38.196,11.20,       (2013 TA228),2013 TA228,
54196837,0.4722,56.35,29.741,20.56,       (2013 TB228),2013 TB228,
54196831,0.1385,44.58,38.403,19.62,       (2013 TC228),2013 TC228,
54196832,0.3244,48.15,32.529,15.07,       (2013 TD228),2013 TD228,
54196840,0.1665,39.51,32.930,9.87,       (2013 TE228),2013 TE228,
54196843,0.1010,40.98,36.838,21.61,       (2013 TF228),2013 TF228,
54196842,0.1713,48.1,39.861,18.58,       (2013 TG228),2013 TG228,
54196844,0.2584,48.39,35.885,11.92,       (2013 TH228),2013 TH228,
54196845,0.1348,45.56,39.415,1.92,       (2013 TJ228),2013 TJ228,
54197594,0.3097,47.99,33.126,1.86,       (2013 TK228),2013 TK228,
54197593,0.2487,47.97,36.041,8.72,       (2013 TL228),2013 TL228,
54197603,0.0705,43.04,40.005,1.15,       (2013 TM228),2013 TM228,
54197595,0.6330,90.61,33.254,19.27,       (2013 TN228),2013 TN228,
54197597,0.0409,44.33,42.521,3.29,       (2013 TO228),2013 TO228,
54197598,0.0434,45.38,43.415,3.34,       (2013 TP228),2013 TP228,
54197596,0.1570,42.59,35.903,5.47,       (2013 TQ228),2013 TQ228,
54197604,0.0404,43.7,41.931,1.55,       (2013 TS228),2013 TS228,
54197600,0.0742,44.22,40.937,1.44,       (2013 TT228),2013 TT228,
54197601,0.0640,45.76,42.834,2.82,       (2013 TU228),2013 TU228,
54197602,0.0343,42.76,41.299,2.47,       (2013 TV228),2013 TV228,
54197605,0.0582,43.77,41.222,3.21,       (2013 TW228),2013 TW228,
54197607,0.0247,43.63,42.548,3.34,       (2013 TX228),2013 TX228,
54197606,0.1344,45.34,39.245,4.77,       (2013 TY228),2013 TY228,
54197608,0.0370,44.18,42.543,3.94,       (2013 TZ228),2013 TZ228,
54197609,0.1282,41.8,36.445,23.53,       (2013 TA229),2013 TA229,
54197611,0.0144,43.82,43.192,3.65,       (2013 TB229),2013 TB229,
54197619,0.2258,48.08,37.228,8.17,       (2013 TC229),2013 TC229,
54197612,0.0871,44.01,40.178,3.71,       (2013 TD229),2013 TD229,
54197610,0.2081,39.71,31.448,3.96,       (2013 TE229),2013 TE229,
54197620,0.1567,39.61,33.401,14.59,       (2013 TF229),2013 TF229,
54197621,0.0369,44.8,43.144,3.90,       (2013 TG229),2013 TG229,
54197622,0.0382,43.1,41.456,4.14,       (2013 TH229),2013 TH229,
54197627,0.3572,57.34,36.859,37.07,       (2013 TJ229),2013 TJ229,
54199263,0.0568,43.64,41.157,4.22,       (2013 TM229),2013 TM229,
54199497,0.2288,45.69,35.240,17.72,       (2013 TN229),2013 TN229,
54199496,0.0349,44.11,42.567,1.05,       (2013 TO229),2013 TO229,
54199498,0.1500,42.94,36.502,23.18,       (2013 TP229),2013 TP229,
54199501,0.1613,39.68,33.281,5.57,       (2013 TQ229),2013 TQ229,
54200431,0.0749,44.5,41.165,1.17,       (2013 TS229),2013 TS229,
3757871,0.8065,181.3,35.090,26.05,       (2013 UH15),2013 UH15,
3757903,0.2892,52.28,37.156,33.09,       (2013 UJ15),2013 UJ15,
3757916,0.1942,48.27,38.893,11.70,       (2013 UK15),2013 UK15,
3766563,0.0516,45.45,43.109,3.36,       (2013 UN15),2013 UN15,
3766565,0.0442,43.63,41.696,3.72,       (2013 UO15),2013 UO15,
3766560,0.0866,47,42.934,2.47,       (2013 UP15),2013 UP15,
3775193,0.1069,43.02,38.416,27.28,       (2013 UQ15),2013 UQ15,
3775184,0.7233,56.86,15.732,22.22,       (2013 UR15),2013 UR15,
3775187,0.0768,36.66,33.848,2.01,       (2013 US15),2013 US15,
3787127,0.0748,44.68,41.338,1.97,       (2013 UW16),2013 UW16,
3787129,0.2323,39.43,30.267,4.40,       (2013 UX16),2013 UX16,
3787128,0.0927,44.3,40.192,2.35,       (2013 UY16),2013 UY16,
3787126,0.2800,44.98,32.390,11.18,       (2013 UZ16),2013 UZ16,
3787130,0.1535,39.76,33.660,1.98,       (2013 UA17),2013 UA17,
3787135,0.2891,63.01,44.790,32.79,       (2013 UB17),2013 UB17,
3787138,0.4019,56.13,33.567,26.33,       (2013 UD17),2013 UD17,
3787133,0.0482,43.38,41.295,0.72,       (2013 UE17),2013 UE17,
3787137,0.2545,39.78,29.654,17.10,       (2013 UF17),2013 UF17,
3787143,0.0809,44.04,40.478,7.63,       (2013 UG17),2013 UG17,
3787142,0.3102,48.25,33.281,9.32,       (2013 UH17),2013 UH17,
3787131,0.1923,39.89,32.221,6.81,       (2013 UJ17),2013 UJ17,
3787134,0.2824,43.89,31.497,24.91,       (2013 UK17),2013 UK17,
3787141,0.0261,43.02,41.893,1.83,       (2013 UL17),2013 UL17,
3787139,0.0777,42.77,39.445,12.96,       (2013 UM17),2013 UM17,
3787136,0.0234,43.83,42.808,2.94,       (2013 UN17),2013 UN17,
3787140,0.3969,55.78,33.642,3.83,       (2013 UO17),2013 UO17,
3787146,0.0537,44.18,41.805,0.95,       (2013 UP17),2013 UP17,
3787154,0.0896,36.81,33.513,11.41,       (2013 UQ17),2013 UQ17,
3787155,0.0717,44.64,41.440,3.11,       (2013 UR17),2013 UR17,
3787144,0.0318,42.85,41.490,2.91,       (2013 US17),2013 US17,
3787153,0.0203,43.33,42.447,4.00,       (2013 UT17),2013 UT17,
3787145,0.1771,39.66,32.637,2.08,       (2013 UV17),2013 UV17,
3787150,0.0110,45.65,45.148,1.93,       (2013 UW17),2013 UW17,
3787151,0.1309,39.74,34.540,3.02,       (2013 UX17),2013 UX17,
3787152,0.0474,44.63,42.513,4.45,       (2013 UY17),2013 UY17,
3787149,0.1815,47.95,39.250,7.16,       (2013 UZ17),2013 UZ17,
3787147,0.0143,43.34,42.720,6.77,       (2013 UA18),2013 UA18,
3787156,0.0403,45.5,43.666,3.56,       (2013 UB18),2013 UB18,
3787157,0.0386,43.1,41.434,2.94,       (2013 UC18),2013 UC18,
3787159,0.1044,45.34,40.603,2.72,       (2013 UD18),2013 UD18,
3787160,0.0972,45.69,41.249,2.44,       (2013 UE18),2013 UE18,
3787158,0.1994,46.83,37.493,10.43,       (2013 UF18),2013 UF18,
3789715,0.1067,45.09,40.275,0.93,       (2013 UG18),2013 UG18,
3799693,0.2064,39.67,31.482,6.77,       (2013 UW18),2013 UW18,
3799695,0.0503,43.89,41.683,2.88,       (2013 UX18),2013 UX18,
3831180,0.0755,44.29,40.948,1.44,       (2013 UR22),2013 UR22,
3843312,0.2140,42.61,33.490,29.29,       (2013 UT22),2013 UT22,
3989578,0.2019,47.26,37.718,38.79,       (2013 UE31),2013 UE31,
3989577,0.2024,39.81,31.750,32.02,       (2013 UF31),2013 UF31,
54144276,0.1395,46.35,39.880,2.94,       (2013 UP44),2013 UP44,
54197636,0.0270,43.81,42.624,12.89,       (2013 UL49),2013 UL49,
3729850,0.1827,53.45,43.687,18.93,       (2013 VD24),2013 VD24,
3755682,0.3330,39.79,26.540,19.82,       (2013 VF24),2013 VF24,
3792469,0.4302,62.42,35.567,28.59,       (2013 VQ25),2013 VQ25,
3825511,0.0900,30.31,27.579,31.22,       (2013 VX30),2013 VX30,
3841814,0.1112,43.76,38.889,2.67,       (2013 VZ31),2013 VZ31,
3989580,0.3068,41.95,29.078,13.57,       (2013 VK46),2013 VK46,
3989590,0.0979,45.94,41.441,6.68,       (2013 VL46),2013 VL46,
3989582,0.4385,56.32,31.623,8.58,       (2013 VM46),2013 VM46,
3989586,0.2456,39.76,29.998,7.74,       (2013 VN46),2013 VN46,
3989583,0.2992,48.43,33.935,11.72,       (2013 VO46),2013 VO46,
3989585,0.2723,48.19,35.069,13.42,       (2013 VP46),2013 VP46,
3989584,0.2369,39.54,30.172,9.45,       (2013 VQ46),2013 VQ46,
3989587,0.1504,39.75,33.776,13.78,       (2013 VR46),2013 VR46,
3989589,0.6352,101.9,37.171,20.16,       (2013 VS46),2013 VS46,
54197628,0.1453,44.29,37.858,15.74,       (2013 VO71),2013 VO71,
54197629,0.0687,39.76,37.027,9.31,       (2013 VQ71),2013 VQ71,
54197632,0.2086,39.73,31.444,16.17,       (2013 VR71),2013 VR71,
54197624,0.2208,39.97,31.142,13.61,       (2013 VS71),2013 VS71,
54197635,0.2912,39.78,28.201,11.18,       (2013 VT71),2013 VT71,
54197626,0.6692,103.5,34.246,13.88,       (2013 VU71),2013 VU71,
54197646,0.0580,40.81,38.448,16.62,       (2013 VV71),2013 VV71,
54199270,0.0176,44.43,43.649,1.59,       (2013 VW71),2013 VW71,
54199261,0.0883,44.34,40.421,2.97,       (2013 VX71),2013 VX71,
54199491,0.1613,39.75,33.340,10.59,       (2013 VY71),2013 VY71,
54199494,0.2890,53.01,37.686,28.10,       (2013 VZ71),2013 VZ71,
54199499,0.1165,41.93,37.040,15.03,       (2013 VA72),2013 VA72,
54199500,0.4545,65.88,35.940,17.95,       (2013 VB72),2013 VB72,
54199503,0.2594,39.85,29.511,13.32,       (2013 VC72),2013 VC72,
54199504,0.2889,48.42,34.429,22.14,       (2013 VD72),2013 VD72,
54199502,0.2858,43.94,31.381,13.53,       (2013 VE72),2013 VE72,
54199505,0.0925,39.61,35.950,26.57,       (2013 VF72),2013 VF72,
54200423,0.1517,45.82,38.872,9.68,       (2013 VH72),2013 VH72,
3841654,0.0687,44.46,41.403,1.47,       (2013 WG114),2013 WG114,
3989579,0.1222,46.58,40.890,9.33,       (2013 WH123),2013 WH123,
3989581,0.2315,39.87,30.638,9.17,       (2013 WJ123),2013 WJ123,
3989588,0.4529,56.06,30.669,15.06,       (2013 WK123),2013 WK123,
54197647,0.1422,43.77,37.548,2.31,       (2013 WA139),2013 WA139,
54197655,0.0269,43.2,42.035,3.19,       (2013 WB139),2013 WB139,
54197657,0.1038,45.34,40.630,4.37,       (2013 WC139),2013 WC139,
3989591,0.1032,40.92,36.699,22.85,       (2013 XU33),2013 XU33,
54197648,0.6081,91.66,35.926,14.46,       (2013 XL40),2013 XL40,
54197659,0.1074,42.05,37.534,46.99,       (2013 XM40),2013 XM40,
54197651,0.1762,43.03,35.450,28.84,       (2013 YD169),2013 YD169,
3661550,0.8673,32.67,4.335,170.77,       (2014 CW14),2014 CW14,
3663063,0.7223,47.69,13.245,40.49,       (2014 DT112),2014 DT112,
54458529,0.3174,45.33,30.939,22.14,       (2014 DM206),2014 DM206,
3669364,0.1521,44.7,37.900,28.28,       (2014 FP43),2014 FP43,
3671138,0.1401,42.74,36.751,21.57,       (2014 FX61),2014 FX61,
3671137,0.1810,39.31,32.199,6.05,       (2014 FB62),2014 FB62,
54149897,0.1349,45.54,39.398,2.11,       (2014 FC62),2014 FC62,
3709964,0.4494,72.2,39.758,30.20,       (2014 FC69),2014 FC69,
3802111,0.2975,55.26,38.823,16.07,       (2014 FO69),2014 FO69,
3802110,0.3741,57.33,35.883,26.64,       (2014 FD70),2014 FD70,
3757877,0.4111,55.32,32.576,8.90,       (2014 FL70),2014 FL70,
3719016,0.3048,54.82,38.107,27.14,       (2014 FV71),2014 FV71,
3719017,0.4605,62.44,33.686,17.73,       (2014 FX71),2014 FX71,
3753720,0.2574,75.28,55.909,25.45,       (2014 FZ71),2014 FZ71,
3753795,0.3952,56.39,34.105,5.10,       (2014 FA72),2014 FA72,
3757872,0.9830,2108,35.925,20.64,       (2014 FE72),2014 FE72,
3757909,0.2715,50.41,36.719,27.01,       (2014 FF72),2014 FF72,
3757912,0.2237,46.56,36.144,35.02,       (2014 FG72),2014 FG72,
3757905,0.3491,56.79,36.966,19.20,       (2014 FH72),2014 FH72,
3757910,0.5937,94.06,38.219,15.36,       (2014 FJ72),2014 FJ72,
3757911,0.2949,53.59,37.784,12.30,       (2014 FK72),2014 FK72,
3757902,0.6333,102.9,37.745,29.26,       (2014 FL72),2014 FL72,
3757915,0.3843,55.46,34.147,4.71,       (2014 FM72),2014 FM72,
3755517,0.0993,45.99,41.417,12.17,       (2014 GT53),2014 GT53,
3755687,0.2550,47.43,35.336,17.00,       (2014 GE54),2014 GE54,
3755693,0.2699,39.22,28.638,17.30,       (2014 GJ54),2014 GJ54,
3755697,0.3223,39.22,26.579,24.06,       (2014 GK54),2014 GK54,
54392642,0.9681,475.3,15.159,147.36,       (2014 GQ101),2014 GQ101,
54291322,0.4215,64.61,37.377,26.94,       (2014 HP208),2014 HP208,
3825164,0.1223,39.23,34.430,3.18,       (2014 HR208),2014 HR208,
54179491,0.0441,43.28,41.373,1.86,       (2014 HV208),2014 HV208,
3893512,0.1618,45.57,38.196,3.15,       (2014 HX209),2014 HX209,
3841289,0.4149,64.89,37.964,43.73,       (2014 HO211),2014 HO211,
54376536,0.3028,39.18,27.315,18.40,       (2014 HJ344),2014 HJ344,
3755450,0.7994,89.38,17.932,28.17,       (2014 JE80),2014 JE80,
3755647,0.2871,38.92,27.747,15.72,       (2014 JO80),2014 JO80,
3755705,0.2157,39.44,30.932,14.50,       (2014 JT80),2014 JT80,
3755703,0.3236,52.98,35.838,11.50,       (2014 JU80),2014 JU80,
