spkid,e,a,q,i,full_name,Name,names
20582301,0.9551,255.6,11.484,175.98,582301 (2015 RM306),582301,
20583751,0.2769,47.45,34.313,21.47,583751 (2016 NZ90),583751,
20584778,0.9080,77.58,7.140,74.84,584778 (2017 RG16),584778,
20585899,0.8411,83.36,13.245,137.90,585899 (2020 HM98),585899,
20585912,0.5831,32.3,13.468,24.46,585912 (2020 QK3),585912,
20585913,0.6341,38.47,14.078,23.67,585913 (2020 QQ7),585913,
20587670,0.0313,42.83,41.487,2.11,587670 (2006 QE181),587670,
20589683,0.2427,49.44,37.439,30.57,589683 (2010 RF43),589683,
20591370,0.4912,37.28,18.970,37.44,591370 (2013 ME14),591370,
20591376,0.3799,39.83,24.695,4.68,591376 (2013 NL24),591376,
20591392,0.1407,45.78,39.341,8.88,591392 (2013 PE84),591392,
20591486,0.2882,39.82,28.346,10.36,591486 (2013 TA188),591486,
20592044,0.1135,46.59,41.303,9.25,592044 (2014 MB70),592044,
20592064,0.1744,44.16,36.458,28.77,592064 (2014 NZ65),592064,
20592147,0.1850,46.78,38.125,4.36,592147 (2014 OA394),592147,
20592148,0.0709,44.23,41.093,2.36,592148 (2014 OM394),592148,
20592149,0.7696,146.2,33.679,13.03,592149 (2014 OR394),592149,
20592245,0.3782,68.55,42.628,42.20,592245 (2014 QR441),592245,
20592487,0.0962,45.59,41.202,7.07,592487 (2014 WF509),592487,
20593616,0.0205,43.24,42.353,12.06,593616 (2015 RG277),593616,
20593617,0.0423,35.05,33.566,7.10,593617 (2015 RN278),593617,
20594337,0.8046,180.4,35.259,16.96,594337 (2016 QU89),594337,
20594994,0.1978,39.64,31.798,1.58,594994 (2000 QA243),594994,
20597614,0.4847,71.18,36.683,20.83,597614 (2007 RM314),597614,
20599752,0.1450,45.56,38.957,13.30,599752 (2010 VQ11),599752,
20600181,0.0376,44.92,43.233,3.43,600181 (2011 OC61),600181,
20600217,0.8898,177.7,19.571,26.23,600217 (2011 QY100),600217,
20601690,0.4522,34.43,18.861,35.57,601690 (2013 KZ18),601690,
20602572,0.2690,49.95,36.516,10.94,602572 (2014 MD70),602572,
20602714,0.4830,63.12,32.631,12.27,602714 (2014 ON394),602714,
20602715,0.4050,57.4,34.157,3.44,602715 (2014 OO394),602715,
20602716,0.4533,67.34,36.811,21.53,602716 (2014 OP394),602716,
20603108,0.2187,43.88,34.284,9.75,603108 (2014 WB509),603108,
20606187,0.8589,34.93,4.930,148.81,606187 (2017 QO33),606187,
20609221,0.0812,44.31,40.712,0.49,609221 (2004 VC131),609221,
20609222,0.0646,44.52,41.645,1.74,609222 (2004 VV131),609222,
20612019,0.0480,42.62,40.578,1.66,612019 (1994 EV3),612019,
20612026,0.0595,43.95,41.335,2.35,612026 (1995 DC2),612026,
20612029,0.2477,39.29,29.558,4.82,612029 (1995 HM5),612029,
20612045,0.1695,39.71,32.979,5.30,612045 (1996 RR20),612045,
20612047,0.0073,42.95,42.633,3.31,612047 (1996 TK66),612047,
20612048,0.1341,44.26,38.327,7.33,612048 (1996 TS66),612048,
20612049,0.0288,43.67,42.414,1.01,612049 (1997 CT29),612049,
20612051,0.3669,48.38,30.633,11.78,612051 (1997 SZ10),612051,
20612060,0.1845,39.11,31.896,8.80,612060 (1998 HH151),612060,
20612081,0.1313,45.82,39.808,2.22,612081 (1998 WG24),612081,
20612082,0.0447,43.41,41.474,1.91,612082 (1998 WY24),612082,
20612083,0.1130,45.74,40.570,2.97,612083 (1998 WX31),612083,
20612084,0.5643,88.75,38.665,19.70,612084 (1999 CF119),612084,
20612085,0.0055,46.87,46.609,23.27,612085 (1999 CL119),612085,
20612086,0.2317,42.15,32.385,9.75,612086 (1999 CX131),612086,
20612087,0.0679,44.18,41.176,2.70,612087 (1999 CU153),612087,
20612088,0.2782,39.24,28.324,9.29,612088 (1999 CM158),612088,
20612092,0.0310,42.71,41.388,3.16,612092 (1999 HV11),612092,
20612095,0.0299,38.19,37.048,4.00,612095 (1999 OJ4),612095,
20612100,0.0642,44.43,41.574,1.40,612100 (1999 RC215),612100,
20612101,0.4213,60.01,34.724,19.71,612101 (1999 RJ215),612101,
20612102,0.1319,39.63,34.402,11.46,612102 (1999 RK215),612102,
20612141,0.0797,43.22,39.777,7.15,612141 (1999 XY143),612141,
20612144,0.0981,44.12,39.797,9.48,612144 (2000 CP104),612144,
20612145,0.2370,36.59,27.921,13.52,612145 (2000 CQ104),612145,
20612146,0.0597,43.96,41.336,0.55,612146 (2000 CE105),612146,
20612147,0.0385,43.87,42.177,0.53,612147 (2000 CF105),612147,
20612148,0.0452,46.3,44.205,27.98,612148 (2000 CG105),612148,
20612149,0.1106,44.04,39.171,11.60,612149 (2000 CJ105),612149,
20612150,0.1482,47.13,40.150,19.25,612150 (2000 CO105),612150,
20612156,0.0956,44.87,40.583,4.47,612156 (2000 FF8),612156,
20612157,0.0657,43.68,40.811,1.14,612157 (2000 FG8),612157,
20612158,0.1601,38.98,32.741,17.36,612158 (2000 FV53),612158,
20612161,0.0874,41.1,37.505,19.13,612161 (2000 KK4),612161,
20612166,0.0259,43.22,42.101,3.13,612166 (2000 ON67),612166,
20612167,0.0498,43.29,41.135,4.42,612167 (2000 OU69),612167,
20612174,0.0534,44.37,41.996,2.66,612174 (2000 QC226),612174,
20612175,0.0834,44.25,40.559,1.19,612175 (2000 QE226),612175,
20612176,0.2187,48.13,37.603,3.66,612176 (2000 QL251),612176,
20612203,0.0119,45.18,44.638,1.74,612203 (2000 WT169),612203,
20612208,0.3061,39.52,27.423,12.91,612208 (2000 YH2),612208,
20612213,0.0345,43,41.520,1.17,612213 (2001 FK185),612213,
20612214,0.0591,43.74,41.157,3.52,612214 (2001 FK193),612214,
20612217,0.0411,42.5,40.755,2.94,612217 (2001 HZ58),612217,
20612218,0.1109,39.43,35.052,2.25,612218 (2001 KD77),612218,
20612236,0.0399,43.22,41.498,1.14,612236 (2001 QO297),612236,
20612237,0.1178,45.49,40.133,1.43,612237 (2001 QP297),612237,
20612238,0.0309,44.6,43.221,5.14,612238 (2001 QR297),612238,
20612239,0.1275,46.58,40.641,30.56,612239 (2001 QC298),612239,
20612240,0.1622,44.09,36.937,3.65,612240 (2001 QE298),612240,
20612241,0.1083,39.65,35.356,6.71,612241 (2001 QH298),612241,
20612242,0.0574,44.28,41.743,3.95,612242 (2001 QQ322),612242,
20612243,0.0279,30.44,29.590,1.32,612243 (2001 QR322),612243,
20612244,0.0436,44.33,42.393,0.25,612244 (2001 QS322),612244,
20612245,0.3909,58.71,35.759,28.46,612245 (2001 QX322),612245,
20612332,0.2450,39.59,29.890,5.67,612332 (2002 CW224),612332,
20612333,0.0630,44.97,42.135,1.69,612333 (2002 CZ224),612333,
20612349,0.0927,41.82,37.944,26.76,612349 (2002 GH32),612349,
20612350,0.4182,55.04,32.019,1.56,612350 (2002 GP32),612350,
20612351,0.1881,39.32,31.927,5.39,612351 (2002 GV32),612351,
20612352,0.0856,39.24,35.881,1.81,612352 (2002 GY32),612352,
20612388,0.0189,42.87,42.055,1.27,612388 (2002 PV170),612388,
20612524,0.3276,48.1,32.344,3.91,612524 (2002 VD130),612524,
20612533,0.1243,39.51,34.603,13.27,612533 (2002 XV93),612533,
20612547,0.1745,39.18,32.339,5.63,612547 (2003 HD57),612547,
20612548,0.0990,43.96,39.609,8.88,612548 (2003 HE57),612548,
20612549,0.0284,43.39,42.161,2.10,612549 (2003 HG57),612549,
20612573,0.0587,44.16,41.566,2.41,612573 (2003 QV90),612573,
20612574,0.1881,39.44,32.021,6.49,612574 (2003 QB91),612574,
20612575,0.4370,68.33,38.470,4.01,612575 (2003 QK91),612575,
20612576,0.1352,45.61,39.450,7.11,612576 (2003 QO91),612576,
20612577,0.0750,39.05,36.124,5.39,612577 (2003 QQ91),612577,
20612578,0.1826,46.72,38.191,3.49,612578 (2003 QR91),612578,
20612579,0.0847,44.46,40.691,0.19,612579 (2003 QT91),612579,
20612580,0.0646,38.41,35.928,3.43,612580 (2003 QA92),612580,
20612581,0.1289,39.53,34.437,9.52,612581 (2003 QX111),612581,
20612582,0.0381,43.61,41.944,2.95,612582 (2003 QY111),612582,
20612583,0.0651,43.28,40.463,2.66,612583 (2003 QZ111),612583,
20612584,0.2489,49.7,37.325,6.74,612584 (2003 QX113),612584,
20612619,0.0421,42.79,40.985,1.49,612619 (2003 SN317),612619,
20612620,0.0858,42.97,39.277,28.53,612620 (2003 SQ317),612620,
20612621,0.1647,39.69,33.148,8.33,612621 (2003 SR317),612621,
20612658,0.0956,39.57,35.789,27.87,612658 (2003 TH58),612658,
20612687,0.0100,42.92,42.498,3.06,612687 (2003 UN284),612687,
20612688,0.3001,39.58,27.700,17.53,612688 (2003 UT292),612688,
20612719,0.0429,44.34,42.434,3.77,612719 (2003 WU188),612719,
20612732,0.5809,88.85,37.238,20.86,612732 (2003 YQ179),612732,
20612733,0.1630,46.87,39.228,4.85,612733 (2003 YU179),612733,
20612772,0.2257,39.34,30.462,16.67,612772 (2004 FU148),612772,
20612793,0.1386,44.08,37.970,2.82,612793 (2004 PW107),612793,
20612794,0.0939,44.21,40.061,1.58,612794 (2004 PY107),612794,
20612795,0.0449,44.06,42.079,1.16,612795 (2004 PA108),612795,
20612798,0.1145,39.19,34.699,32.91,612798 (2004 PA112),612798,
20612883,0.5194,82.01,39.415,23.13,612883 (2004 TF282),612883,
20612891,0.4382,56.07,31.504,8.96,612891 (2004 TT357),612891,
20612892,0.2842,48.19,34.498,9.73,612892 (2004 TV357),612892,
20612911,0.1067,57.79,51.622,46.50,612911 (2004 XR190),612911,
20612931,0.2256,47.84,37.048,11.68,612931 (2005 CA79),612931,
20612951,0.5088,51.72,25.405,0.71,612951 (2005 EB299),612951,
20612952,0.2350,39.3,30.063,10.34,612952 (2005 EZ300),612952,
20612953,0.1591,36.39,30.602,10.42,612953 (2005 ER318),612953,
20612985,0.1117,42.24,37.525,14.31,612985 (2005 JA175),612985,
20613037,0.5964,95.18,38.419,22.92,613037 (2005 RP43),613037,
20613087,0.1160,42.67,37.725,6.88,613087 (2005 SE278),613087,
20613100,0.2508,42.86,32.111,2.17,613100 (2005 TN74),613100,
20613411,0.5815,89.99,37.658,21.69,613411 (2006 HQ122),613411,
20613412,0.5326,80.29,37.528,16.07,613412 (2006 HV122),613412,
20613468,0.1735,42.53,35.151,9.38,613468 (2006 QQ180),613468,
20613469,0.5007,63.36,31.632,20.03,613469 (2006 QJ181),613469,
20613490,0.0309,30.25,29.313,8.16,613490 (2006 RJ103),613490,
20613619,0.4660,38.26,20.434,37.37,613619 (2006 UX184),613619,
20613620,0.2320,39.63,30.440,14.80,613620 (2006 UZ184),613620,
20613766,0.5031,34.17,16.979,6.26,613766 (2007 NC7),613766,
20613857,0.1370,41.88,36.141,22.22,613857 (2007 TZ417),613857,
20613858,0.5122,73.77,35.988,21.95,613858 (2007 TA418),613858,
20613908,0.3625,57.64,36.748,20.25,613908 (2007 VK305),613908,
20614688,0.0544,43.36,41.003,3.06,614688 (2011 KN36),614688,
20616560,0.4105,56,33.013,3.38,616560 (2005 XN113),616560,
20617103,0.2731,50.24,36.519,17.93,617103 (2003 FM129),617103,
20620057,0.2354,53.76,41.102,26.15,620057 (2005 CG81),620057,
20620065,0.0637,44.87,42.005,7.91,620065 (2010 JF210),620065,
20620074,0.4252,62.26,35.789,27.99,620074 (2013 AT183),620074,
20620075,0.2252,39.37,30.506,5.28,620075 (2013 CD223),620075,
20620086,0.4481,64.08,35.368,27.54,620086 (2015 BB519),620086,
20620087,0.4273,59.03,33.806,17.51,620087 (2015 DE249),620087,
20620088,0.2279,51.41,39.688,12.80,620088 (2015 DJ249),620088,
20620502,0.1785,47.28,38.845,2.25,620502 (2004 HP79),620502,
20621861,0.2565,47.54,35.347,8.01,621861 (2011 EY90),621861,
20622544,0.0626,39.05,36.605,14.89,622544 (2014 HD200),622544,
20623070,0.2781,48.57,35.063,13.54,623070 (2015 KW174),623070,
20624884,0.3370,33.68,22.328,8.21,624884 (2004 MW8),624884,
20634511,0.7253,53.54,14.707,16.09,634511 (2011 UQ62),634511,
20640522,0.0803,46.44,42.711,1.29,640522 (2001 RV143),640522,
20646188,0.0621,41.5,38.924,24.57,646188 (2008 AQ118),646188,
20649172,0.4645,63.86,34.195,17.74,649172 (2010 XE91),649172,
20650031,0.5173,75.12,36.261,17.37,650031 (2011 UJ413),650031,
20652169,0.6575,61.09,20.924,6.73,652169 (2013 UE15),652169,
20652920,0.8881,202.1,22.617,42.10,652920 (2014 GR53),652920,
20653589,0.1084,44.59,39.753,28.78,653589 (2014 QW441),653589,
20654190,0.6076,31.47,12.347,20.41,654190 (2014 YY49),654190,
20654569,0.2132,39.22,30.862,2.81,654569 (2015 BA519),654569,
20656128,0.2806,39.67,28.540,13.97,656128 (2015 VZ184),656128,
20659889,0.3250,51.45,34.728,14.93,659889 (2021 GV122),659889,
20661333,0.2823,40.22,28.865,23.37,661333 (2004 PY117),661333,
20666182,0.4149,56.37,32.985,5.15,666182 (2009 YG19),666182,
20666184,0.0268,36.71,35.727,6.55,666184 (2009 YS26),666184,
20666185,0.1811,39.56,32.395,10.17,666185 (2009 YT26),666185,
20666201,0.0331,44.25,42.785,3.51,666201 (2009 YK32),666201,
20666226,0.2573,39.47,29.315,7.91,666226 (2010 AV153),666226,
20666449,0.2510,49.58,37.137,7.15,666449 (2010 JJ210),666449,
20666739,0.0525,30.23,28.639,6.56,666739 (2010 TS191),666739,
20666823,0.1486,41.72,35.520,30.86,666823 (2010 VR11),666823,
20666902,0.2059,40.05,31.806,15.55,666902 (2010 VX224),666902,
20667160,0.1940,46.44,37.433,14.84,667160 (2011 BO170),667160,
20667161,0.6012,87.93,35.062,22.52,667161 (2011 BP170),667161,
20667474,0.1112,44.82,39.839,3.31,667474 (2011 JX31),667474,
20667522,0.3961,61,36.842,14.46,667522 (2011 MV11),667522,
20668381,0.6264,100.3,37.462,27.06,668381 (2011 WJ157),668381,
20668506,0.3327,54.68,36.488,17.73,668506 (2012 AZ25),668506,
20668643,0.9842,915.5,14.507,78.01,668643 (2012 DR30),668643,
20669235,0.2044,42.69,33.962,9.63,669235 (2012 TC324),669235,
20669535,0.2295,48.14,37.086,29.92,669535 (2012 XR157),669535,
20669843,0.6446,30.81,10.947,8.54,669843 (2013 CA134),669843,
20669935,0.2291,44.74,34.493,33.77,669935 (2013 CZ242),669935,
20670817,0.1362,47.15,40.729,7.17,670817 (2014 AM55),670817,
20670857,0.1296,41.47,36.092,22.90,670857 (2014 BD70),670857,
20671087,0.2075,43.31,34.326,18.60,671087 (2014 FY71),671087,
20671467,0.1229,43.12,37.819,25.62,671467 (2014 LO28),671467,
20671468,0.1021,43.91,39.428,1.29,671468 (2014 LQ28),671468,
20671593,0.1296,39.42,34.312,8.22,671593 (2014 NT86),671593,
20672508,0.4656,68.74,36.729,3.57,672508 (2014 UA225),672508,
20672947,0.6614,98.91,33.491,10.45,672947 (2014 YD50),672947,
20673087,0.1257,43.15,37.727,26.83,673087 (2015 AJ281),673087,
20673088,0.0830,46.13,42.295,3.49,673088 (2015 AL281),673088,
20673589,0.0829,41.3,37.881,23.63,673589 (2015 DX248),673589,
20674118,0.3328,61.46,41.007,28.93,674118 (2015 KH162),674118,
20674546,0.0987,45.67,41.163,17.99,674546 (2015 PF312),674546,
20678191,0.2142,39.47,31.014,13.66,678191 (2017 OF69),678191,
20678865,0.2856,39.69,28.356,2.21,678865 (2017 YK3),678865,
20679964,0.6527,30.81,10.700,29.70,679964 (2022 LV2),679964,
20679997,0.7655,35.17,8.249,4.54,679997 (2023 RB),679997,
20681280,0.1947,39.77,32.029,23.88,681280 (2004 VV130),681280,
20681521,0.2228,43.88,34.104,13.36,681521 (2005 NV125),681521,
20685799,0.0552,41.52,39.229,18.61,685799 (2009 YR26),685799,
20685903,0.1520,30.4,25.776,28.75,685903 (2010 DF106),685903,
20686073,0.4334,62.82,35.598,18.45,686073 (2010 PT66),686073,
20686081,0.6876,113.8,35.562,18.17,686081 (2010 QQ7),686081,
20686150,0.1888,39.67,32.179,6.63,686150 (2010 RK190),686150,
20688052,0.2502,39.15,29.352,20.69,688052 (2012 FN87),688052,
20688708,0.1194,40.29,35.479,21.10,688708 (2012 WD37),688708,
20688888,0.4098,61.44,36.260,21.69,688888 (2013 AS183),688888,
20689335,0.9088,352.2,32.139,15.82,689335 (2013 FL28),689335,
20689790,0.3373,39.19,25.973,31.11,689790 (2013 MR18),689790,
20690420,0.3102,74.9,51.665,29.91,690420 (2014 FC72),690420,
20690456,0.3111,43.42,29.914,19.52,690456 (2014 GK65),690456,
20690703,0.6526,104.3,36.224,26.77,690703 (2014 KA102),690703,
20690821,0.2706,32.24,23.518,10.87,690821 (2014 MX69),690821,
20690822,0.1675,39.48,32.863,3.29,690822 (2014 MH70),690822,
20691721,0.0749,36.65,33.906,10.14,691721 (2014 QY441),691721,
20692479,0.3707,56.74,35.708,26.58,692479 (2014 WY535),692479,
20692887,0.1822,43.48,35.558,10.16,692887 (2015 BP518),692887,
20693096,0.2565,51.18,38.055,24.27,693096 (2015 DW248),693096,
20693861,0.3465,54.97,35.926,29.72,693861 (2015 MQ204),693861,
20699414,0.5132,72.02,35.058,10.97,699414 (2020 CM3),699414,
20709487,0.9932,1230,8.418,98.56,709487 (2013 BL76),709487,
3031955,0.0623,35.29,33.095,4.33,       (1993 RP),1993 RP,
3006124,0.1115,45.62,40.538,1.07,       (1994 ES2),1994 ES2,
3031957,0.0001,42.26,42.254,6.76,       (1994 TG),1994 TG,
3031958,0.0000,40.94,40.940,16.07,       (1994 TH),1994 TH,
3031959,0.0180,43.11,42.336,2.22,       (1994 TG2),1994 TG2,
3008249,0.1358,46.39,40.089,4.10,       (1995 DB2),1995 DB2,
3031960,0.0001,42.42,42.422,0.68,       (1995 FB21),1995 FB21,
3031961,0.0908,42.9,39.007,22.93,       (1995 GJ),1995 GJ,
3031962,0.1192,39.45,34.750,3.54,       (1995 GA7),1995 GA7,
3031963,0.0001,41.35,41.343,0.93,       (1995 GY7),1995 GY7,
3031964,0.0001,43.47,43.467,2.74,       (1995 KJ1),1995 KJ1,
3031965,0.1849,38.47,31.355,8.38,       (1995 KK1),1995 KK1,
3009173,0.2069,38.77,30.749,0.56,       (1995 YY3),1995 YY3,
3054376,0.6197,35.67,13.568,10.64,       (1996 AS20),1996 AS20,
3012593,0.1091,45.11,40.187,8.10,       (1996 KV1),1996 KV1,
3031969,0.0970,39.54,35.705,1.47,       (1996 KX1),1996 KX1,
3031970,0.0963,39.52,35.712,30.88,       (1996 KY1),1996 KY1,
3009162,0.9908,276.7,2.555,29.81,       (1996 PW),1996 PW,
3009655,0.1058,44.21,39.533,31.62,       (1996 RQ20),1996 RQ20,
3031972,0.0788,39.38,36.270,18.98,       (1997 CW29),1997 CW29,
3031973,0.1740,46.95,38.778,7.77,       (1997 GA45),1997 GA45,
3013315,0.0900,43.05,39.173,13.17,       (1997 QH4),1997 QH4,
3031974,0.0000,41.36,41.359,12.45,       (1997 RY6),1997 RY6,
3013317,0.0489,41.81,39.766,29.97,       (1997 RX9),1997 RX9,
3031975,0.0001,44.52,44.514,5.74,       (1997 RL13),1997 RL13,
3031976,0.2693,43.3,31.638,8.80,       (1997 TX8),1997 TX8,
3031978,0.0001,43.31,43.306,0.55,       (1997 UG25),1997 UG25,
3016737,0.0253,41.6,40.551,9.90,       (1998 FS144),1998 FS144,
3020096,0.0902,40.56,36.898,28.06,       (1998 HL151),1998 HL151,
3020098,0.0541,37.81,35.759,25.04,       (1998 HN151),1998 HN151,
3020099,0.0951,41.19,37.272,16.73,       (1998 HO151),1998 HO151,
3031979,0.1171,45.28,39.979,6.65,       (1998 HR151),1998 HR151,
3031980,0.0465,44.43,42.364,2.05,       (1998 KY61),1998 KY61,
3021321,0.0346,43.89,42.374,1.18,       (1998 KS65),1998 KS65,
3031981,0.0496,43.04,40.904,5.10,       (1998 KD66),1998 KD66,
3031982,0.0000,42.06,42.062,2.84,       (1998 KE66),1998 KE66,
3031983,0.2106,39.45,31.140,6.25,       (1998 KF66),1998 KF66,
3031984,0.0002,45.2,45.189,3.51,       (1998 KG66),1998 KG66,
3024407,0.2268,39.81,30.776,8.75,       (1998 UR43),1998 UR43,
3024247,0.0391,39.24,37.707,1.52,       (1998 WV24),1998 WV24,
3023427,0.0354,43.59,42.051,0.92,       (1998 WX24),1998 WX24,
3031820,0.1579,38.57,32.474,4.59,       (1998 WZ24),1998 WZ24,
3027724,0.2063,39.68,31.496,6.74,       (1998 WS31),1998 WS31,
3024242,0.2710,39.52,28.814,5.71,       (1998 WV31),1998 WV31,
3031823,0.0810,44.95,41.313,6.78,       (1998 WW31),1998 WW31,
3031824,0.1186,45.44,40.050,1.97,       (1998 WY31),1998 WY31,
3030146,0.1721,39.76,32.914,14.58,       (1998 WZ31),1998 WZ31,
3031825,0.0001,43.45,43.449,0.82,       (1999 CW118),1999 CW118,
3031826,0.0281,43.63,42.406,1.78,       (1999 CX118),1999 CX118,
3027742,0.6130,89.32,34.563,25.60,       (1999 CY118),1999 CY118,
3027743,0.6742,115.1,37.491,27.78,       (1999 CZ118),1999 CZ118,
3031827,0.0010,45.12,45.076,0.28,       (1999 CA119),1999 CA119,
3031828,0.1270,46.7,40.769,8.76,       (1999 CB119),1999 CB119,
3031829,0.0708,44.56,41.409,0.46,       (1999 CC119),1999 CC119,
3031830,0.0266,43.99,42.823,2.40,       (1999 CD119),1999 CD119,
3027746,0.0810,43.31,39.802,19.94,       (1999 CH119),1999 CH119,
3030159,0.0673,45.32,42.268,3.20,       (1999 CJ119),1999 CJ119,
3031832,0.0001,42.09,42.081,11.59,       (1999 CK119),1999 CK119,
3031833,0.0958,43.96,39.748,2.74,       (1999 CM119),1999 CM119,
3027748,0.0377,43.7,42.054,1.00,       (1999 CN119),1999 CN119,
3031834,0.0965,43.41,39.222,7.95,       (1999 CW131),1999 CW131,
3031835,0.1350,43.93,37.996,25.18,       (1999 CY131),1999 CY131,
3031836,0.0325,44.41,42.968,2.37,       (1999 CZ131),1999 CZ131,
3031837,0.0855,43.43,39.715,12.17,       (1999 CA132),1999 CA132,
3027750,0.0930,41.3,37.460,13.27,       (1999 CQ133),1999 CQ133,
3031838,0.0000,42.25,42.250,1.73,       (1999 CR133),1999 CR133,
3031839,0.1415,45.59,39.143,0.20,       (1999 CM153),1999 CM153,
3031840,0.1170,43.76,38.640,7.43,       (1999 CN153),1999 CN153,
3031841,0.0757,44.18,40.836,3.03,       (1999 CP153),1999 CP153,
3031842,0.0585,46.2,43.493,0.15,       (1999 CQ153),1999 CQ153,
3031843,0.0514,43.12,40.906,1.44,       (1999 CR153),1999 CR153,
3031844,0.1189,44.44,39.155,0.98,       (1999 CS153),1999 CS153,
3031845,0.0925,45.11,40.940,4.51,       (1999 CT153),1999 CT153,
3031847,0.0899,43.02,39.151,0.78,       (1999 CG154),1999 CG154,
3031848,0.0145,42.99,42.372,0.84,       (1999 CH154),1999 CH154,
3046112,0.0751,40.79,37.730,17.08,       (1999 CK158),1999 CK158,
3031849,0.0707,43.2,40.149,2.79,       (1999 DA),1999 DA,
3031850,0.2673,39.41,28.879,14.34,       (1999 DZ7),1999 DZ7,
3031851,0.3285,39.32,26.400,40.01,       (1999 DA8),1999 DA8,
3031852,0.1048,42.64,38.175,22.24,       (1999 DB8),1999 DB8,
3031853,0.0001,45.89,45.883,4.76,       (1999 DC8),1999 DC8,
3031854,0.2305,39.41,30.324,5.49,       (1999 DD8),1999 DD8,
3031855,0.0000,45.61,45.604,3.53,       (1999 DE8),1999 DE8,
3031856,0.0000,44.16,44.162,2.53,       (1999 DF8),1999 DF8,
3031857,0.5985,82.22,33.013,40.00,       (1999 DG8),1999 DG8,
3031858,0.0704,44,40.903,4.53,       (1999 DH8),1999 DH8,
3031188,0.0013,42.47,42.411,5.77,       (1999 DL8),1999 DL8,
3031189,0.0001,42.88,42.882,3.90,       (1999 DM8),1999 DM8,
3031190,0.0001,44.34,44.338,2.91,       (1999 DN8),1999 DN8,
3031191,0.0000,41.79,41.791,3.43,       (1999 DO8),1999 DO8,
3031192,0.6999,115.8,34.741,38.41,       (1999 DP8),1999 DP8,
3031193,0.0001,45.32,45.318,14.19,       (1999 DQ8),1999 DQ8,
3031194,0.1125,45.52,40.401,8.18,       (1999 DR8),1999 DR8,
3031859,0.0869,44.34,40.490,5.19,       (1999 GS46),1999 GS46,
3031861,0.0155,43.87,43.188,2.60,       (1999 HS11),1999 HS11,
3031867,0.0597,42.16,39.644,6.11,       (1999 HY11),1999 HY11,
3031868,0.0797,42.41,39.034,10.11,       (1999 HZ11),1999 HZ11,
3031869,0.0431,42.49,40.655,3.57,       (1999 HA12),1999 HA12,
3031872,0.1530,43.37,36.738,1.02,       (1999 HG12),1999 HG12,
3031873,0.0213,43.33,42.404,1.31,       (1999 HH12),1999 HH12,
3031874,0.0501,42.85,40.707,4.55,       (1999 HJ12),1999 HJ12,
3031875,0.0025,44.64,44.526,7.03,       (1999 JA132),1999 JA132,
3031876,0.2750,39.53,28.659,13.07,       (1999 JB132),1999 JB132,
3031877,0.2435,39.53,29.902,5.73,       (1999 JC132),1999 JC132,
3031878,0.0681,43.05,40.117,10.51,       (1999 JD132),1999 JD132,
3031879,0.1949,39.45,31.757,25.07,       (1999 JE132),1999 JE132,
3031880,0.0000,44.46,44.463,1.89,       (1999 JF132),1999 JF132,
3031881,0.0000,42.01,42.007,0.72,       (1999 JH132),1999 JH132,
3031882,0.1019,45.79,41.128,3.36,       (1999 JJ132),1999 JJ132,
3031883,0.1656,39.34,32.824,16.02,       (1999 JK132),1999 JK132,
3031886,0.0001,46.42,46.411,8.70,       (1999 KT16),1999 KT16,
3031887,0.0001,45.54,45.536,3.97,       (1999 KK17),1999 KK17,
3031888,0.0294,46.24,44.877,2.88,       (1999 KL17),1999 KL17,
3031889,0.2077,43.67,34.601,0.61,       (1999 KR18),1999 KR18,
3268513,0.1927,39.49,31.886,14.88,       (1999 LB37),1999 LB37,
3031891,0.0847,44.16,40.418,2.55,       (1999 OZ3),1999 OZ3,
3031892,0.0628,44.52,41.725,3.12,       (1999 OA4),1999 OA4,
3031893,0.1662,45.62,38.034,1.17,       (1999 OC4),1999 OC4,
3031894,0.0960,41.54,37.556,14.41,       (1999 OD4),1999 OD4,
3031897,0.1296,47.09,40.986,1.42,       (1999 OG4),1999 OG4,
3031898,0.0389,40.59,39.007,28.19,       (1999 OH4),1999 OH4,
3031900,0.1548,43.29,36.591,30.02,       (1999 OK4),1999 OK4,
3031905,0.0355,44.26,42.694,3.09,       (1999 RS214),1999 RS214,
3031906,0.0504,42.73,40.574,2.58,       (1999 RT214),1999 RT214,
3031907,0.3378,55.78,36.935,4.26,       (1999 RU214),1999 RU214,
3031908,0.0352,46.74,45.094,1.11,       (1999 RV214),1999 RV214,
3031909,0.0280,43.21,41.998,1.36,       (1999 RW214),1999 RW214,
3031910,0.1677,46.41,38.621,4.81,       (1999 RX214),1999 RX214,
3031912,0.5712,85.93,36.850,20.44,       (1999 RZ214),1999 RZ214,
3031914,0.3449,48.09,31.503,7.85,       (1999 RB215),1999 RB215,
3031918,0.0000,43.97,43.964,3.67,       (1999 RF215),1999 RF215,
3031919,0.0770,46.7,43.100,0.24,       (1999 RG215),1999 RG215,
3031196,0.1054,44.44,39.758,1.18,       (1999 RR215),1999 RR215,
3031197,0.0040,43.16,42.987,21.88,       (1999 RT215),1999 RT215,
3031199,0.1890,45.04,36.525,21.98,       (1999 RV215),1999 RV215,
3031200,0.1637,36.66,30.661,10.52,       (1999 RW215),1999 RW215,
3031201,0.1407,47.13,40.503,0.89,       (1999 RX215),1999 RX215,
3031925,0.0806,44.4,40.824,0.59,       (1999 RC216),1999 RC216,
