spkid,e,a,q,i,full_name,Name,names
20500884,0.2535,39.25,29.298,20.08,500884 (2013 JK65),500884,
20500885,0.2297,39.1,30.121,7.25,500885 (2013 JL65),500885,
20500886,0.0165,40.49,39.822,19.69,500886 (2013 JN65),500886,
20500887,0.0772,42.2,38.941,9.96,500887 (2013 JO65),500887,
20500888,0.0629,41.08,38.495,12.48,500888 (2013 JP65),500888,
20501105,0.0748,41.93,38.792,40.70,501105 (2013 SA87),501105,
20501546,0.2766,43.18,31.234,18.70,501546 (2014 JJ80),501546,
20501581,0.2552,47.03,35.025,20.70,501581 (2014 OB394),501581,
20503858,0.2818,39.27,28.202,11.96,503858 (1998 HQ151),503858,
20503883,0.2598,42.69,31.600,2.67,503883 (2001 QF331),503883,
20504555,0.2449,39.73,30.006,18.79,504555 (2008 SO266),504555,
20504847,0.1550,46.43,39.230,6.74,504847 (2010 RE188),504847,
20505412,0.0398,40.27,38.673,20.56,505412 (2013 QO95),505412,
20505446,0.0621,44.1,41.363,0.79,505446 (2013 SP99),505446,
20505447,0.0863,44.42,40.586,3.46,505447 (2013 SQ99),505447,
20505448,0.1650,46.62,38.924,8.46,505448 (2013 SA100),505448,
20505476,0.0989,46.12,41.564,2.02,505476 (2013 UL15),505476,
20505477,0.0732,45.37,42.047,1.84,505477 (2013 UM15),505477,
20505478,0.7893,208.8,44.004,10.63,505478 (2013 UT15),505478,
20505624,0.1670,43.24,36.020,23.51,505624 (2014 GU53),505624,
20505679,0.0761,48,44.343,11.88,505679 (2014 WT69),505679,
20506121,0.0755,43.99,40.667,4.17,506121 (2016 BP81),506121,
20506439,0.0299,38.99,37.819,3.82,506439 (2000 YB2),506439,
20506479,0.7561,156.1,38.070,15.52,506479 (2003 HB57),506479,
20508338,0.8077,172.6,33.188,23.37,508338 (2015 SO20),508338,
20508770,0.1267,46.67,40.755,1.64,508770 (1995 WY2),508770,
20508788,0.1164,45.98,40.624,2.70,508788 (2000 CQ114),508788,
20508792,0.1256,43.3,37.859,4.67,508792 (2000 FX53),508792,
20508823,0.2915,39.55,28.019,19.20,508823 (2001 RX143),508823,
20508869,0.0302,42.72,41.433,1.16,508869 (2002 VT130),508869,
20511551,0.1256,43.66,38.173,3.66,511551 (2014 UD225),511551,
20511552,0.0590,44.02,41.421,4.48,511552 (2014 UE225),511552,
20511553,0.1348,43.92,37.996,10.66,511553 (2014 UK225),511553,
20511554,0.2068,46.81,37.132,7.93,511554 (2014 UL225),511554,
20511555,0.1049,44.85,40.147,18.26,511555 (2014 UM225),511555,
20514312,0.4691,31.08,16.498,10.25,514312 (2016 AE193),514312,
20516977,0.1938,45.89,36.992,5.46,516977 (2012 HZ84),516977,
20517717,0.8189,46.23,8.374,85.49,517717 (2015 KZ120),517717,
20523588,0.1006,44.46,39.991,3.42,523588 (2000 CN105),523588,
20523591,0.0550,42.82,40.460,5.02,523591 (2001 QD298),523591,
20523601,0.2114,47.64,37.572,20.73,523601 (2003 UY413),523601,
20523615,0.0407,44.07,42.281,2.33,523615 (2006 UO321),523615,
20523617,0.1986,47.91,38.392,19.54,523617 (2007 PS45),523617,
20523618,0.2337,39.75,30.463,12.90,523618 (2007 RT15),523618,
20523622,0.9389,582.5,35.591,18.57,523622 (2007 TG422),523622,
20523624,0.3413,52.61,34.654,38.85,523624 (2008 CT190),523624,
20523627,0.1025,42.06,37.752,26.36,523627 (2008 QB43),523627,
20523629,0.1271,41.34,36.080,19.50,523629 (2008 SP266),523629,
20523634,0.0446,40.58,38.767,18.01,523634 (2010 AH2),523634,
20523635,0.1860,55.04,44.802,40.61,523635 (2010 DN93),523635,
20523639,0.4519,66.48,36.438,13.52,523639 (2010 RE64),523639,
20523640,0.1283,47.26,41.195,17.01,523640 (2010 RO64),523640,
20523642,0.2234,45.77,35.543,34.46,523642 (2010 SS43),523642,
20523643,0.4640,39.45,21.145,22.44,523643 (2010 TY53),523643,
20523644,0.2917,39.81,28.197,22.31,523644 (2010 VX11),523644,
20523645,0.1052,43.5,38.922,28.84,523645 (2010 VK201),523645,
20523646,0.0521,36.73,34.814,5.52,523646 (2010 VL201),523646,
20523647,0.1645,44.52,37.192,25.04,523647 (2010 VV224),523647,
20523652,0.5671,64.46,27.907,13.49,523652 (2011 LZ28),523652,
20523653,0.1391,40.8,35.128,23.08,523653 (2011 OA60),523653,
20523655,0.1958,39.79,32.000,9.54,523655 (2011 VJ24),523655,
20523658,0.0298,40.92,39.704,19.08,523658 (2012 DW98),523658,
20523659,0.0846,42.82,39.195,10.91,523659 (2012 HG84),523659,
20523671,0.2139,47.93,37.679,14.02,523671 (2013 FZ27),523671,
20523672,0.4402,34.87,19.519,21.88,523672 (2013 FJ28),523672,
20523674,0.0686,41.56,38.708,23.42,523674 (2013 MA12),523674,
20523675,0.2271,50.1,38.721,2.28,523675 (2013 PV74),523675,
20523677,0.1716,42.68,35.357,12.35,523677 (2013 UF15),523677,
20523678,0.0060,45.56,45.281,3.58,523678 (2013 XB26),523678,
20523680,0.4433,73.3,40.801,33.58,523680 (2013 YJ151),523680,
20523681,0.1418,45.71,39.224,15.41,523681 (2014 BV64),523681,
20523683,0.2697,52.2,38.121,28.48,523683 (2014 CP23),523683,
20523684,0.1550,45.73,38.639,8.72,523684 (2014 CQ23),523684,
20523687,0.0512,42.48,40.301,23.79,523687 (2014 DF143),523687,
20523688,0.1617,42.07,35.264,10.87,523688 (2014 DK143),523688,
20523689,0.2138,46.67,36.692,9.39,523689 (2014 DL143),523689,
20523690,0.0649,46.95,43.907,6.77,523690 (2014 DN143),523690,
20523691,0.1034,47.64,42.712,4.20,523691 (2014 DO143),523691,
20523692,0.2300,51.85,39.925,10.30,523692 (2014 EZ51),523692,
20523693,0.1442,43.34,37.092,27.94,523693 (2014 FT71),523693,
20523695,0.1013,33.29,29.917,15.18,523695 (2014 GS53),523695,
20523696,0.0807,41.05,37.737,21.98,523696 (2014 GW53),523696,
20523697,0.2918,39.16,27.731,16.19,523697 (2014 GY53),523697,
20523698,0.6061,87.86,34.606,4.76,523698 (2014 GD54),523698,
20523699,0.3709,59.05,37.149,27.06,523699 (2014 GH54),523699,
20523700,0.3856,39.32,24.159,54.24,523700 (2014 GM54),523700,
20523701,0.2369,39.07,29.816,14.49,523701 (2014 HT199),523701,
20523702,0.1745,45.97,37.947,15.52,523702 (2014 HW199),523702,
20523703,0.2224,39.36,30.608,14.76,523703 (2014 HX199),523703,
20523704,0.2374,39.2,29.892,9.00,523704 (2014 HB200),523704,
20523705,0.3474,51.99,33.933,9.43,523705 (2014 HE200),523705,
20523706,0.4131,60.38,35.436,9.73,523706 (2014 HF200),523706,
20523710,0.4495,34.13,18.791,13.79,523710 (2014 JF80),523710,
20523711,0.2208,43.56,33.944,47.46,523711 (2014 JH80),523711,
20523712,0.1666,48.01,40.017,15.10,523712 (2014 JS80),523712,
20523713,0.3514,55.17,35.786,28.89,523713 (2014 JX80),523713,
20523715,0.1372,39.4,33.992,6.20,523715 (2014 KU101),523715,
20523716,0.0800,40.72,37.462,19.30,523716 (2014 KW101),523716,
20523717,0.1974,39.18,31.449,9.68,523717 (2014 KY101),523717,
20523718,0.7198,120.1,33.644,18.65,523718 (2014 KZ101),523718,
20523719,0.9378,269.4,16.766,84.80,523719 (2014 LM28),523719,
20523720,0.5545,36.55,16.282,8.70,523720 (2014 LN28),523720,
20523721,0.0529,44.02,41.691,1.46,523721 (2014 LR28),523721,
20523722,0.5052,69.17,34.229,10.70,523722 (2014 LV28),523722,
20523723,0.0495,40.51,38.503,17.41,523723 (2014 MY69),523723,
20523724,0.0832,43.66,40.024,4.27,523724 (2014 MA70),523724,
20523725,0.1262,45.16,39.462,7.68,523725 (2014 MC70),523725,
20523726,0.6948,123.5,37.695,15.52,523726 (2014 MJ70),523726,
20523730,0.1667,45.87,38.221,9.71,523730 (2014 OH394),523730,
20523731,0.1693,42.73,35.499,4.14,523731 (2014 OK394),523731,
20523733,0.8010,72.53,14.433,7.61,523733 (2014 PR70),523733,
20523734,0.4121,32,18.814,26.47,523734 (2014 QV441),523734,
20523735,0.0432,38.71,37.034,25.93,523735 (2014 QX441),523735,
20523736,0.1895,43.5,35.254,27.41,523736 (2014 QA442),523736,
20523738,0.1492,43.52,37.026,17.24,523738 (2014 SH349),523738,
20523739,0.7548,38.55,9.451,85.93,523739 (2014 TZ33),523739,
20523741,0.2134,41.42,32.578,19.09,523741 (2014 TY85),523741,
20523742,0.2506,43.83,32.843,14.92,523742 (2014 TZ85),523742,
20523743,0.1117,42.62,37.864,9.26,523743 (2014 TA86),523743,
20523744,0.0699,44.28,41.190,1.27,523744 (2014 TC86),523744,
20523745,0.0087,43.17,42.800,1.69,523745 (2014 TD86),523745,
20523746,0.4798,30.55,15.894,15.19,523746 (2014 UT114),523746,
20523748,0.0850,41.1,37.607,18.37,523748 (2014 UP224),523748,
20523749,0.2290,50.89,39.242,10.63,523749 (2014 UR224),523749,
20523750,0.1178,47.14,41.587,11.04,523750 (2014 US224),523750,
20523751,0.2327,39.92,30.629,15.26,523751 (2014 UU224),523751,
20523752,0.0391,40.97,39.370,28.51,523752 (2014 VU37),523752,
20523753,0.7129,54.25,15.574,21.21,523753 (2014 WV508),523753,
20523755,0.6981,77.52,23.401,24.24,523755 (2014 WZ508),523755,
20523756,0.0556,44.15,41.693,1.33,523756 (2014 WD509),523756,
20523757,0.1814,44.3,36.265,18.13,523757 (2014 WH509),523757,
20523758,0.1404,43.04,36.996,20.90,523758 (2014 WJ509),523758,
20523759,0.2073,51.41,40.751,14.46,523759 (2014 WK509),523759,
20523760,0.1370,39.49,34.075,9.81,523760 (2014 WQ509),523760,
20523761,0.0737,41.81,38.726,19.59,523761 (2014 WU509),523761,
20523762,0.1469,42.71,36.437,11.99,523762 (2014 WX509),523762,
20523763,0.0920,40.28,36.577,15.87,523763 (2014 WZ509),523763,
20523764,0.2566,39.77,29.567,19.54,523764 (2014 WC510),523764,
20523765,0.3492,58.73,38.223,19.00,523765 (2014 WD510),523765,
20523766,0.2295,39.78,30.649,26.04,523766 (2014 WF510),523766,
20523767,0.5772,77.25,32.659,18.61,523767 (2014 WH510),523767,
20523768,0.1586,39.52,33.248,22.87,523768 (2014 WQ510),523768,
20523769,0.3785,55.54,34.519,8.92,523769 (2014 WS510),523769,
20523770,0.7193,57.66,16.181,26.92,523770 (2014 XO40),523770,
20523771,0.7264,101.8,27.840,11.53,523771 (2014 XP40),523771,
20523772,0.1402,42.79,36.792,24.88,523772 (2014 XR40),523772,
20523773,0.1706,42.6,35.333,27.59,523773 (2014 XS40),523773,
20523774,0.4245,60.98,35.094,36.34,523774 (2014 XV40),523774,
20523776,0.0969,41.7,37.663,28.57,523776 (2014 YB50),523776,
20523777,0.5524,79.79,35.708,18.20,523777 (2014 YF50),523777,
20523778,0.6667,116.9,38.960,29.68,523778 (2014 YK50),523778,
20523780,0.1396,41.81,35.975,17.50,523780 (2015 AN281),523780,
20523787,0.6090,56.24,21.989,29.52,523787 (2015 DV224),523787,
20523789,0.0902,41.66,37.900,27.98,523789 (2015 FN345),523789,
20523793,0.0906,40.71,37.022,30.37,523793 (2015 OV79),523793,
20523794,0.5895,82.99,34.067,7.52,523794 (2015 RR245),523794,
20523797,0.8548,72.78,10.570,144.01,523797 (2016 NM56),523797,
20523798,0.8571,73,10.429,72.01,523798 (2017 CX33),523798,
20523800,0.7965,53.73,10.936,161.68,523800 (2017 KZ31),523800,
20523899,0.0456,42.09,40.174,8.02,523899 (1997 CV29),523899,
20523955,0.1311,36.71,31.896,9.55,523955 (1998 UU43),523955,
20523965,0.4235,64.67,37.285,6.66,523965 (1998 XY95),523965,
20523983,0.1862,45.58,37.091,13.69,523983 (1999 RY214),523983,
20524049,0.3900,56.78,34.634,19.68,524049 (2000 CQ105),524049,
20524179,0.2245,47.36,36.726,3.24,524179 (2001 FQ185),524179,
20524216,0.1425,39.67,34.018,6.49,524216 (2001 RU143),524216,
20524217,0.0711,44.43,41.273,2.12,524217 (2001 RZ143),524217,
20524365,0.4414,55.53,31.023,7.10,524365 (2001 XQ254),524365,
20524366,0.0290,43.08,41.834,1.24,524366 (2001 XR254),524366,
20524435,0.1433,46.22,39.595,7.02,524435 (2002 CY248),524435,
20524457,0.1232,36.19,31.733,3.54,524457 (2002 FW6),524457,
20524460,0.1788,39.11,32.118,2.79,524460 (2002 GF32),524460,
20524531,0.0846,44.06,40.336,4.98,524531 (2002 XH91),524531,
20524612,0.1137,42.85,37.980,15.98,524612 (2003 QA112),524612,
20524613,0.4911,51.68,26.298,6.92,524613 (2003 QW113),524613,
20524747,0.3263,56.45,38.032,11.04,524747 (2003 UJ292),524747,
20524834,0.0079,39.04,38.728,2.52,524834 (2003 YL179),524834,
20525257,0.1037,44.84,40.189,7.38,525257 (2004 VS75),525257,
20525258,0.2092,39.59,31.306,12.81,525258 (2004 VT75),525258,
20525460,0.1095,43.94,39.130,4.81,525460 (2005 EX297),525460,
20525461,0.0877,44.78,40.857,3.06,525461 (2005 EN302),525461,
20525462,0.0635,45.4,42.515,3.42,525462 (2005 EO304),525462,
20525595,0.0268,42.7,41.559,2.09,525595 (2005 JP179),525595,
20525596,0.1166,46.61,41.178,3.75,525596 (2005 JR179),525596,
20525729,0.0966,41.69,37.665,20.14,525729 (2005 RQ43),525729,
20525815,0.2877,56.12,39.975,17.85,525815 (2005 SD278),525815,
20525816,0.1952,44.16,35.537,13.32,525816 (2005 SF278),525816,
20527603,0.8249,201.3,35.245,11.96,527603 (2007 VJ305),527603,
20527604,0.0691,30.24,28.148,28.09,527604 (2007 VL305),527604,
20528219,0.4940,41.8,21.149,103.44,528219 (2008 KV42),528219,
20528381,0.5743,100.4,42.745,20.78,528381 (2008 ST291),528381,
20529780,0.1744,42.35,34.963,30.76,529780 (2010 MQ116),529780,
20529823,0.2850,52.84,37.781,30.74,529823 (2010 PP81),529823,
20529938,0.1742,39.82,32.889,5.61,529938 (2010 TM182),529938,
20529940,0.3246,55.15,37.249,12.98,529940 (2010 TB192),529940,
20530055,0.1309,44.07,38.300,8.87,530055 (2010 VW224),530055,
20530231,0.1037,44.23,39.645,4.53,530231 (2011 BV163),530231,
20530664,0.0052,30.37,30.209,9.63,530664 (2011 SO277),530664,
20530838,0.2778,39.67,28.649,4.65,530838 (2011 UC411),530838,
20530839,0.2406,42.76,32.472,13.39,530839 (2011 UK411),530839,
20530930,0.0234,30.23,29.519,22.29,530930 (2011 WG157),530930,
20530941,0.1901,45.43,36.794,11.19,530941 (2011 XJ4),530941,
20530955,0.4661,73.78,39.389,25.91,530955 (2011 YN79),530955,
20531015,0.4951,73.51,37.111,10.15,531015 (2012 BX154),531015,
20531016,0.5347,77.45,36.033,26.35,531016 (2012 BZ154),531016,
20531017,0.3727,55.14,34.590,14.40,531017 (2012 BA155),531017,
20531040,0.0313,43.32,41.968,17.03,531040 (2012 CS57),531040,
20531074,0.2636,47.66,35.095,13.13,531074 (2012 DX98),531074,
20531075,0.4979,69.89,35.090,18.73,531075 (2012 DY98),531075,
20531076,0.0309,42.67,41.349,3.24,531076 (2012 DA99),531076,
20531077,0.1917,39.31,31.771,9.72,531077 (2012 DB99),531077,
20531141,0.1590,46.21,38.861,16.48,531141 (2012 FK84),531141,
20531142,0.6249,102.7,38.538,26.06,531142 (2012 FL84),531142,
20531224,0.3318,57.18,38.206,4.82,531224 (2012 HK85),531224,
20531682,0.1073,42.98,38.370,8.94,531682 (2012 UB178),531682,
20531683,0.1692,42.6,35.389,2.46,531683 (2012 UC178),531683,
20531684,0.0436,44.06,42.134,4.17,531684 (2012 UE178),531684,
20531917,0.2118,43.75,34.482,6.61,531917 (2013 BN82),531917,
20532026,0.1369,47.5,40.991,8.40,532026 (2013 EC138),532026,
20532027,0.1935,31.67,25.545,8.18,532027 (2013 EH154),532027,
20532037,0.3946,58.71,35.543,33.22,532037 (2013 FY27),532037,
20532038,0.0635,45.68,42.779,15.64,532038 (2013 FB28),532038,
20532039,0.2379,43.43,33.102,3.00,532039 (2013 FR28),532039,
20532092,0.1212,39.34,34.573,20.81,532092 (2013 HU156),532092,
20532093,0.1779,47.15,38.763,18.14,532093 (2013 HV156),532093,
20532095,0.0587,40.66,38.270,21.45,532095 (2013 HY156),532095,
20532184,0.6308,81.06,29.924,21.13,532184 (2013 OR11),532184,
20533028,0.2473,43.76,32.937,4.31,533028 (2014 AL55),533028,
20533085,0.3438,46,30.188,15.69,533085 (2014 BW64),533085,
20533205,0.0167,43.7,42.970,1.93,533205 (2014 DD143),533205,
20533206,0.0164,43.1,42.391,6.49,533206 (2014 DE143),533206,
20533207,0.0151,37.73,37.163,6.95,533207 (2014 DJ143),533207,
20533208,0.5402,77.25,35.521,26.05,533208 (2014 DQ143),533208,
20533209,0.2966,39.2,27.575,10.33,533209 (2014 DR143),533209,
20533210,0.6436,100.8,35.931,25.48,533210 (2014 DT143),533210,
20533211,0.1362,36.39,31.429,13.59,533211 (2014 DU143),533211,
20533397,0.0313,43.66,42.292,5.95,533397 (2014 GZ53),533397,
20533398,0.2418,40.85,30.974,15.76,533398 (2014 GA54),533398,
20533506,0.0659,42.94,40.107,8.53,533506 (2014 HU199),533506,
20533507,0.0229,37.68,36.816,24.50,533507 (2014 HV199),533507,
20533508,0.4244,64.85,37.331,35.77,533508 (2014 HC200),533508,
20533560,0.2581,61.9,45.925,20.50,533560 (2014 JM80),533560,
20533561,0.1027,41.2,36.972,17.75,533561 (2014 JN80),533561,
20533562,0.2141,39.19,30.796,7.99,533562 (2014 JQ80),533562,
20533563,0.7222,137,38.061,40.90,533563 (2014 JW80),533563,
20533676,0.0616,43.04,40.393,3.83,533676 (2014 LS28),533676,
20533704,0.1941,46.16,37.204,12.86,533704 (2014 MZ69),533704,
20533868,0.0535,39,36.916,4.40,533868 (2014 OG394),533868,
20534073,0.2667,49.22,36.091,26.23,534073 (2014 QL441),534073,
20534074,0.0791,42.56,39.189,6.55,534074 (2014 QZ441),534074,
20534161,0.1998,39.63,31.711,9.66,534161 (2014 RQ63),534161,
20534314,0.1717,42.66,35.338,8.92,534314 (2014 SJ349),534314,
20534315,0.2961,39.88,28.074,9.38,534315 (2014 SK349),534315,
20534405,0.0216,43.28,42.347,0.94,534405 (2014 TW85),534405,
20534625,0.0434,44.76,42.818,1.95,534625 (2014 UQ224),534625,
20534626,0.2726,48.45,35.240,3.88,534626 (2014 UT224),534626,
20534627,0.5324,72.84,34.063,3.93,534627 (2014 UV224),534627,
20534631,0.3417,40.07,26.376,15.95,534631 (2014 UX229),534631,
20535017,0.7105,99.33,28.756,21.24,535017 (2014 WY508),535017,
20535018,0.0580,43.99,41.437,3.00,535018 (2014 WA509),535018,
20535019,0.0915,36.36,33.037,13.88,535019 (2014 WE509),535019,
20535020,0.0790,42.88,39.492,21.39,535020 (2014 WG509),535020,
20535021,0.1271,41.48,36.210,15.14,535021 (2014 WL509),535021,
20535022,0.0504,42.23,40.106,7.10,535022 (2014 WN509),535022,
20535023,0.0915,43.91,39.895,3.75,535023 (2014 WO509),535023,
20535024,0.3492,39.71,25.846,26.36,535024 (2014 WR509),535024,
20535025,0.2603,48.01,35.509,12.25,535025 (2014 WT509),535025,
20535026,0.1822,47.1,38.518,25.34,535026 (2014 WV509),535026,
20535027,0.1704,43.95,36.464,11.48,535027 (2014 WY509),535027,
20535028,0.0425,45.36,43.428,2.15,535028 (2014 WA510),535028,
20535029,0.2153,39.51,31.003,17.48,535029 (2014 WG510),535029,
20535030,0.4904,68.25,34.782,24.34,535030 (2014 WJ510),535030,
20535031,0.4376,63.47,35.694,4.68,535031 (2014 WL510),535031,
20535032,0.1825,39.81,32.545,8.20,535032 (2014 WP510),535032,
20535167,0.1979,39.77,31.900,7.32,535167 (2014 XT40),535167,
20535168,0.1799,39.73,32.586,4.75,535168 (2014 XU40),535168,
20535169,0.5973,79.88,32.167,19.71,535169 (2014 XX40),535169,
20535228,0.3828,59.81,36.916,26.82,535228 (2014 YE50),535228,
20535229,0.2007,39.61,31.659,19.04,535229 (2014 YG50),535229,
20535230,0.3226,56.89,38.537,40.66,535230 (2014 YH50),535230,
20535231,0.2016,39.61,31.623,7.29,535231 (2014 YJ50),535231,
20535466,0.2174,42.78,33.482,16.94,535466 (2015 AK281),535466,
20535986,0.2239,46.54,36.120,22.51,535986 (2015 BN518),535986,
20535987,0.2308,46.44,35.722,7.68,535987 (2015 BO518),535987,
20535988,0.2707,43.45,31.689,11.41,535988 (2015 BU518),535988,
20535989,0.0373,44.89,43.220,1.79,535989 (2015 BV518),535989,
20535990,0.1553,44.99,38.001,9.26,535990 (2015 BW518),535990,
20535991,0.3425,55.2,36.292,10.36,535991 (2015 BD519),535991,
20535992,0.3195,39.09,26.601,19.19,535992 (2015 BF519),535992,
20535993,0.0294,38.84,37.693,34.38,535993 (2015 BG519),535993,
20535994,0.3202,53.37,36.279,27.88,535994 (2015 BH519),535994,
20536287,0.1385,41.64,35.878,19.03,536287 (2015 CL62),536287,
20536919,0.1247,45.63,39.940,5.36,536919 (2015 FL345),536919,
20536920,0.0314,42.37,41.044,17.15,536920 (2015 FM345),536920,
20536921,0.1277,39.96,34.855,20.14,536921 (2015 FO345),536921,
20536922,0.2153,43.45,34.096,10.04,536922 (2015 FP345),536922,
20538690,0.1642,46.43,38.805,4.21,538690 (2016 FP59),538690,
20538691,0.0701,43.21,40.183,6.30,538691 (2016 FW59),538691,
20541132,0.9518,1349,64.976,11.68,541132 Leleakuhonua (2015 TG387),541132,Leleakuhonua
20542258,0.3739,58.22,36.452,3.34,542258 (2013 AP183),542258,
20542889,0.5875,52.28,21.565,14.51,542889 (2013 MY11),542889,
20543354,0.3841,56.04,34.513,9.40,543354 (2014 AN55),543354,
20543375,0.0503,41.92,39.815,11.14,543375 (2014 BX64),543375,
20543376,0.6245,104.2,39.141,25.45,543376 (2014 BE70),543376,
20543377,0.8689,88.2,11.563,11.35,543377 (2014 BF70),543377,
20543435,0.2540,39.03,29.118,20.21,543435 (2014 GC54),543435,
20543454,0.1558,42.94,36.247,27.96,543454 (2014 HZ199),543454,
20543733,0.1926,46.66,37.674,16.65,543733 (2014 OZ393),543733,
20543734,0.2756,42.52,30.804,4.57,543734 (2014 OL394),543734,
20543735,0.7619,155.8,37.105,14.11,543735 (2014 OS394),543735,
20544430,0.4092,55.9,33.029,2.95,544430 (2014 UW224),544430,
20544977,0.0723,40.81,37.858,19.69,544977 (2014 WZ535),544977,
20545293,0.5730,47.59,20.322,18.30,545293 (2011 FX62),545293,
20545361,0.1099,42.47,37.798,8.65,545361 (2011 GZ61),545361,
20546974,0.5573,79.6,35.241,10.55,546974 (2010 BP153),546974,
20547616,0.2694,39.86,29.120,17.56,547616 (2010 TR195),547616,
20547617,0.0743,43.75,40.501,15.53,547617 (2010 TT195),547617,
20547893,0.1009,41.09,36.946,28.19,547893 (2010 WN75),547893,
20548504,0.0007,43.2,43.173,2.83,548504 (2010 NF146),548504,
20550564,0.2882,43.75,31.137,23.61,550564 (2012 PU45),550564,
20552033,0.3945,58.5,35.423,18.81,552033 (2013 RO98),552033,
20552474,0.5359,43.33,20.111,28.63,552474 (2010 AW153),552474,
20552555,0.5891,97.23,39.955,21.30,552555 (2010 ER65),552555,
20552678,0.4578,31.63,17.148,26.98,552678 (2010 JG210),552678,
20552679,0.2370,39.19,29.897,12.25,552679 (2010 JH210),552679,
20553137,0.3354,56,37.218,46.84,553137 (2011 BM170),553137,
20553138,0.1770,45.67,37.591,9.32,553138 (2011 BQ170),553138,
20553893,0.1452,45.84,39.182,7.86,553893 (2012 BW154),553893,
20553898,0.1469,44.69,38.126,7.26,553898 (2012 BZ159),553898,
20554000,0.2525,50.96,38.093,19.99,554000 (2012 FM87),554000,
20554099,0.2442,40.77,30.817,18.89,554099 (2012 KU50),554099,
20554102,0.2338,47.39,36.310,11.65,554102 (2012 KW51),554102,
20554780,0.1635,46.52,38.916,2.59,554780 (2013 AQ183),554780,
20554856,0.1145,47.93,42.443,8.64,554856 (2013 CF229),554856,
20554982,0.0324,42.46,41.081,3.21,554982 (2013 JV65),554982,
20555426,0.1061,40.32,36.041,30.21,555426 (2013 XD26),555426,
20555591,0.2318,45.45,34.914,28.10,555591 (2014 AF61),555591,
20555632,0.1386,42.79,36.860,26.99,555632 (2014 BZ57),555632,
20555678,0.1785,43.78,35.961,7.95,555678 (2014 CO23),555678,
20555756,0.1583,36.33,30.580,4.53,555756 (2014 DH143),555756,
20555757,0.0922,44.67,40.550,10.78,555757 (2014 DM143),555757,
20555758,0.2535,39.2,29.259,24.20,555758 (2014 DP143),555758,
20555820,0.0920,41.15,37.364,18.98,555820 (2014 EA52),555820,
20555915,0.1338,40.46,35.047,14.54,555915 (2014 GX53),555915,
20555916,0.2827,39.17,28.096,26.15,555916 (2014 GB54),555916,
20556004,0.3393,55.32,36.554,10.39,556004 (2014 HA200),556004,
20556067,0.1962,39.19,31.505,19.99,556067 (2014 JK80),556067,
20556068,0.0950,39.34,35.600,15.40,556068 (2014 JR80),556068,
20556130,0.2558,39.11,29.106,16.82,556130 (2014 KV101),556130,
20556416,0.1148,46.25,40.940,3.93,556416 (2014 OE394),556416,
20558093,0.3037,34.58,24.080,18.85,558093 (2014 WW535),558093,
20558095,0.4496,55.51,30.553,27.22,558095 (2014 WA536),558095,
20558168,0.7294,66.39,17.967,14.74,558168 (2014 XQ40),558168,
20558224,0.1549,44.15,37.309,18.36,558224 (2014 YC50),558224,
20559178,0.1188,36.29,31.978,8.83,559178 (2015 BM518),559178,
20559179,0.1188,43.52,38.352,9.92,559179 (2015 BR518),559179,
20559180,0.0490,43.35,41.222,8.10,559180 (2015 BT518),559180,
20559181,0.1701,42.67,35.410,28.25,559181 (2015 BX518),559181,
20559182,0.1862,46.69,37.996,11.42,559182 (2015 BZ518),559182,
20559800,0.6526,107.3,37.286,30.54,559800 (2015 DW224),559800,
20559801,0.4634,66.56,35.716,19.23,559801 (2015 DX224),559801,
20560039,0.3245,39.16,26.451,24.03,560039 (2015 FP36),560039,
20560414,0.5525,70.71,31.645,12.43,560414 (2015 FQ345),560414,
20560552,0.1426,44.17,37.868,16.38,560552 (2015 GO50),560552,
20564160,0.0379,36.17,34.801,10.24,564160 (2016 FR59),564160,
20567065,0.7862,47.13,10.077,19.64,567065 (2019 CY4),567065,
20568573,0.2251,45.47,35.232,11.69,568573 (2004 HN79),568573,
20574372,0.4963,77.66,39.118,32.05,574372 (2010 JO179),574372,
20574441,0.3812,57.54,35.606,33.28,574441 (2010 OE153),574441,
20575713,0.1812,39.84,32.620,13.47,575713 (2011 UT410),575713,
20576212,0.0221,40.33,39.439,16.61,576212 (2012 HL85),576212,
20576256,0.2750,47.53,34.458,6.62,576256 (2012 JH67),576256,
20576257,0.2856,39.12,27.947,29.08,576257 (2012 JD68),576257,
20577578,0.3396,47.4,31.308,6.67,577578 (2013 GW136),577578,
20577627,0.1076,40.71,36.330,20.34,577627 (2013 HZ156),577627,
20578833,0.2747,50.16,36.381,17.81,578833 (2014 GV53),578833,
20578834,0.1858,39.35,32.043,8.85,578834 (2014 GF54),578834,
20578835,0.3555,57.17,36.843,29.88,578835 (2014 GL54),578835,
20578847,0.2159,51.17,40.120,46.67,578847 (2014 GJ65),578847,
20578992,0.2749,39.15,28.390,6.19,578992 (2014 JL80),578992,
20578993,0.0763,39.45,36.436,19.39,578993 (2014 JP80),578993,
20578997,0.4011,42.68,25.561,28.48,578997 (2014 JR92),578997,
20579062,0.1749,42.54,35.096,28.44,579062 (2014 KF113),579062,
20579077,0.0481,41.17,39.193,16.06,579077 (2014 LP28),579077,
20579246,0.2640,39.05,28.740,19.26,579246 (2014 OX415),579246,
20581804,0.2112,47.62,37.560,6.04,581804 (2015 KN167),581804,
