nonecol,sma,rms_sma,e,rms_e,sini,rms_sini,g,s,Hmag,numopp,packname,Name
,2.427042,0.60E-06,0.220827,0.27E-03,0.447915,0.29E-04,11.862196,-36.782634,11.980,34,01108,1108
,3.207669,0.13E-03,0.133002,0.40E-03,0.094003,0.12E-02,249.166030,-105.395154,10.090,52,01109,1109
,2.217758,0.13E-03,0.170417,0.17E-03,0.120434,0.33E-03,31.974557,-36.980925,11.670,39,01110,1110
,2.993809,0.46E-05,0.064016,0.15E-04,0.052238,0.29E-04,84.946697,-75.616934,10.620,55,01111,1111
,3.020424,0.26E-05,0.072947,0.52E-03,0.177583,0.21E-03,74.193300,-72.333575,10.130,50,01112,1112
,3.111826,0.33E-04,0.136651,0.42E-04,0.243321,0.29E-04,79.284087,-79.696659,9.310,48,01113,1113
,3.092283,0.83E-06,0.055053,0.11E-04,0.189421,0.62E-05,84.966818,-74.957777,10.170,48,01114,1114
,3.101093,0.82E-05,0.181611,0.48E-04,0.251525,0.21E-04,75.435175,-85.639291,10.010,43,01115,1115
,2.924204,0.17E-03,0.204841,0.77E-04,0.303973,0.70E-04,43.422769,-69.038814,9.880,44,01116,1116
,2.247769,0.26E-05,0.157855,0.80E-04,0.067059,0.34E-03,34.212122,-37.819150,11.790,47,01117,1117
,3.209181,0.76E-05,0.050700,0.81E-04,0.256451,0.87E-05,174.123571,-72.154180,10.030,45,01118,1118
,2.612422,0.83E-06,0.140255,0.82E-04,0.122975,0.17E-04,50.372182,-53.466750,11.490,43,01119,1119
,2.216294,0.59E-05,0.132671,0.18E-02,0.079677,0.12E-02,32.863946,-35.742491,12.150,37,01120,1120
,2.546707,0.25E-04,0.180970,0.71E-02,0.113258,0.88E-03,52.841615,-52.150841,11.530,39,01121,1121
,2.606061,0.11E-05,0.200370,0.65E-02,0.063194,0.12E-03,53.597818,-61.234489,11.960,39,01122,1122
,2.224829,0.62E-04,0.129245,0.14E-02,0.089190,0.13E-02,33.032334,-35.663760,11.760,39,01123,1123
,2.927037,0.25E-06,0.041954,0.57E-04,0.131337,0.18E-04,69.937197,-66.976622,10.890,44,01124,1124
,3.138097,0.25E-03,0.216688,0.13E-03,0.029797,0.19E-04,144.023205,-128.069292,11.700,40,01125,1125
,2.272257,0.87E-04,0.197467,0.23E-04,0.109377,0.61E-04,34.155882,-40.338663,11.950,37,01126,1126
,2.594804,0.31E-04,0.232738,0.55E-04,0.253736,0.61E-05,39.443584,-55.533045,10.610,40,01127,1127
,2.787504,0.42E-05,0.047962,0.53E-05,0.011464,0.16E-05,64.388614,-60.660212,11.160,62,01128,1128
,3.022308,0.43E-04,0.063106,0.11E-03,0.169369,0.50E-05,75.763907,-72.380588,10.310,42,01129,1129
,2.228716,0.42E-05,0.147075,0.11E-02,0.057838,0.20E-02,33.742688,-36.682051,12.060,43,01130,1130
,2.252125,0.92E-02,0.239313,0.31E-02,0.038057,0.24E-02,34.550810,-41.864499,13.000,32,01131,1131
,2.685611,0.20E-03,0.257017,0.86E-04,0.129706,0.79E-04,54.419691,-71.342908,11.260,43,01132,1132
,2.186089,0.67E-04,0.135264,0.18E-03,0.078777,0.37E-03,31.941573,-34.781386,12.270,39,01133,1133
,2.665949,0.44E-07,0.074721,0.28E-03,0.084881,0.71E-04,54.535164,-53.581272,10.830,50,01135,1135
,2.565330,0.58E-04,0.215955,0.50E-04,0.162987,0.98E-04,48.189458,-56.286477,11.360,38,01136,1136
,2.423827,0.13E-06,0.061561,0.65E-04,0.060230,0.77E-04,40.133092,-41.707971,10.740,48,01137,1137
,3.146833,0.46E-06,0.044018,0.42E-05,0.261998,0.10E-05,86.145260,-70.452148,11.640,31,01138,1138
,1.949108,0.51E-03,0.248664,0.11E-01,0.194128,0.13E-01,22.440873,-30.486438,12.590,39,01139,1139
,2.772318,0.37E-06,0.083063,0.23E-04,0.226626,0.75E-05,47.480741,-54.819918,10.020,33,01140,1140
,2.270560,0.97E-07,0.133151,0.33E-04,0.064815,0.16E-03,35.015519,-37.688548,13.580,30,01141,1141
,3.179236,0.10E-04,0.112194,0.71E-05,0.025088,0.99E-05,173.524117,-98.213593,10.340,54,01142,1142
,3.756067,0.11E-04,0.038121,0.29E-04,0.157407,0.18E-04,275.296257,-174.706185,10.040,49,01144,1144
,2.424329,0.51E-07,0.124317,0.16E-03,0.114900,0.85E-05,38.993365,-43.070000,11.490,49,01145,1145
,3.050319,0.14E-04,0.263840,0.15E-01,0.311233,0.70E-03,52.769968,-87.461177,9.960,44,01146,1146
,2.270537,0.31E-03,0.212558,0.42E-03,0.079023,0.75E-03,34.985860,-41.477669,11.670,40,01147,1147
,3.016203,0.85E-04,0.091986,0.29E-03,0.171759,0.39E-04,74.934598,-73.936859,10.290,42,01148,1148
,2.898856,0.66E-04,0.051438,0.52E-03,0.222930,0.25E-04,55.137984,-60.641952,10.580,48,01149,1149
,2.190934,0.64E-05,0.137300,0.90E-03,0.043015,0.14E-02,32.702733,-35.020933,12.710,38,01150,1150
,2.406462,0.44E-04,0.229603,0.32E-03,0.132490,0.17E-03,38.664089,-48.407001,13.350,29,01151,1151
,2.426824,0.24E-06,0.076210,0.37E-04,0.095535,0.57E-04,39.356791,-41.811643,11.220,43,01152,1152
,2.195890,0.56E-05,0.115281,0.19E-02,0.074512,0.14E-02,32.213168,-34.666047,12.180,38,01153,1153
,3.394180,0.29E-03,0.072240,0.20E-03,0.058081,0.18E-04,216.143259,-144.691399,10.590,49,01154,1154
,2.461630,0.26E-04,0.191733,0.14E-03,0.104053,0.17E-03,43.861474,-48.957328,12.040,36,01155,1155
,2.236992,0.12E-06,0.079383,0.48E-03,0.022295,0.16E-02,34.292096,-35.111609,12.450,35,01156,1156
,3.194464,0.27E-03,0.127949,0.22E-03,0.178220,0.21E-04,176.907110,-93.183826,10.090,47,01157,1157
,2.563852,0.97E-06,0.087323,0.13E-03,0.261425,0.21E-04,37.430993,-43.788656,10.980,38,01158,1158
,2.379629,0.64E-07,0.032695,0.99E-04,0.225635,0.18E-03,31.403556,-37.157252,11.710,42,01159,1159
,2.560426,0.73E-07,0.081248,0.14E-04,0.253297,0.19E-05,38.320556,-43.733544,11.520,33,01160,1160
,3.165291,0.94E-06,0.071954,0.61E-06,0.144516,0.34E-06,132.682352,-84.128384,11.440,35,01161,1161
,3.215353,0.43E-05,0.041175,0.17E-04,0.138675,0.20E-06,244.158082,-81.422629,10.930,40,01163,1163
,2.306452,0.64E-05,0.230489,0.46E-04,0.407516,0.30E-04,15.585440,-35.253002,12.850,31,01164,1164
,3.132453,0.29E-04,0.182138,0.66E-04,0.238968,0.52E-04,90.537149,-90.888608,10.760,41,01165,1165
,2.538758,0.22E-04,0.194730,0.21E-03,0.291551,0.86E-04,38.301525,-47.754122,10.640,38,01166,1166
,3.413150,0.86E-05,0.077925,0.11E-04,0.113349,0.49E-05,181.760929,-139.735384,9.880,53,01167,1167
,2.551822,0.78E-06,0.165561,0.24E-04,0.236346,0.22E-05,41.607676,-48.397770,12.550,32,01168,1168
,2.318392,0.45E-06,0.161957,0.23E-04,0.083178,0.11E-03,36.382704,-40.664808,12.860,34,01169,1169
,2.325626,0.14E-04,0.251797,0.21E-03,0.386498,0.79E-04,18.102170,-37.981714,12.430,33,01170,1170
,3.163993,0.24E-03,0.181184,0.22E-03,0.036227,0.20E-05,163.530151,-118.246342,10.080,52,01171,1171
,3.021902,0.71E-06,0.080469,0.52E-03,0.174003,0.26E-03,75.334052,-73.104876,11.530,38,01174,1174
,3.218240,0.11E-05,0.042004,0.28E-05,0.296424,0.16E-05,189.308547,-66.796963,9.970,41,01175,1175
,2.692087,0.20E-05,0.117393,0.32E-02,0.132599,0.97E-04,53.288030,-56.703129,11.480,43,01176,1176
,3.350880,0.21E-04,0.040387,0.82E-05,0.278841,0.39E-05,188.451266,-99.106054,9.390,57,01177,1177
,2.678741,0.21E-05,0.230644,0.13E-03,0.113543,0.73E-04,54.763663,-67.377659,12.070,37,01178,1178
,2.616952,0.15E-04,0.189912,0.68E-04,0.155472,0.36E-04,48.667372,-56.873705,12.950,30,01179,1179
,2.664089,0.55E-05,0.184876,0.42E-02,0.113689,0.12E-03,53.472780,-60.741425,11.420,41,01181,1181
,2.259565,0.27E-06,0.107571,0.58E-03,0.161868,0.20E-03,31.677250,-35.631684,11.800,44,01182,1182
,2.383578,0.37E-05,0.156776,0.31E-04,0.047099,0.12E-04,39.542535,-43.559513,12.620,46,01183,1183
,2.668070,0.30E-06,0.053316,0.23E-04,0.199754,0.57E-04,46.049920,-49.691019,11.120,37,01184,1184
,2.237495,0.40E-05,0.127972,0.36E-03,0.086928,0.60E-03,33.412409,-36.179024,12.200,41,01185,1185
,3.020291,0.53E-05,0.074255,0.66E-03,0.176715,0.29E-03,74.444845,-72.412486,10.010,48,01186,1186
,2.640310,0.23E-05,0.188313,0.83E-05,0.205933,0.54E-05,44.971205,-56.042323,11.650,37,01187,1187
,2.190704,0.33E-04,0.140082,0.43E-03,0.076664,0.13E-02,32.114144,-35.110277,11.720,39,01188,1188
,2.931682,0.56E-06,0.072682,0.12E-04,0.193003,0.57E-05,62.329640,-65.430294,10.040,46,01189,1189
,2.431313,0.19E-06,0.128498,0.36E-04,0.049869,0.37E-04,41.140682,-44.326051,12.960,37,01190,1190
,2.892336,0.55E-06,0.089055,0.19E-05,0.303711,0.64E-06,40.645417,-56.394620,10.820,35,01191,1191
,2.366004,0.17E-05,0.265504,0.60E-03,0.398125,0.24E-03,17.661177,-39.908746,12.790,26,01192,1192
,2.646906,0.29E-06,0.154945,0.40E-05,0.226999,0.46E-05,42.797007,-52.646344,11.870,33,01193,1193
,2.913553,0.14E-05,0.125590,0.92E-04,0.210094,0.55E-04,58.830383,-67.200416,10.660,38,01194,1194
,2.255495,0.64E-03,0.208421,0.30E-02,0.138333,0.11E-02,32.440727,-39.843733,13.260,28,01195,1195
,2.652756,0.94E-07,0.116076,0.43E-04,0.293201,0.18E-05,34.845675,-47.459976,10.240,36,01196,1196
,2.882075,0.50E-05,0.246874,0.69E-03,0.262647,0.82E-04,50.786622,-78.569850,10.220,36,01197,1197
,2.301064,0.21E-01,0.310685,0.71E-02,0.060662,0.30E-02,35.482847,-48.212541,14.440,28,01198,1198
,3.018559,0.13E-05,0.064507,0.28E-03,0.169126,0.66E-04,75.274434,-72.223387,10.390,49,01199,1199
,3.059992,0.75E-06,0.131725,0.64E-06,0.087888,0.15E-05,96.014699,-87.897993,10.970,48,01200,1200
,2.698523,0.30E-06,0.017557,0.11E-02,0.129136,0.11E-03,52.232007,-52.900698,11.600,44,01201,1201
,2.884979,0.42E-05,0.220068,0.51E-04,0.110429,0.97E-04,72.462026,-85.383283,11.710,35,01203,1203
,2.226090,0.78E-02,0.229169,0.46E-02,0.038383,0.75E-02,35.005648,-40.170515,12.060,38,01204,1204
,2.534512,0.39E-04,0.221457,0.29E-03,0.135717,0.44E-03,56.596619,-56.754498,13.570,26,01205,1205
,2.865765,0.46E-05,0.062797,0.20E-03,0.239432,0.20E-05,50.698286,-58.204974,11.680,34,01206,1206
,3.020674,0.90E-06,0.074509,0.25E-03,0.177000,0.11E-03,74.359824,-72.504151,11.030,39,01207,1207
,3.174270,0.13E-03,0.133121,0.19E-03,0.097461,0.14E-03,159.358263,-99.574475,10.860,48,01209,1209
,3.011139,0.54E-06,0.068972,0.77E-03,0.173895,0.30E-03,73.716477,-71.559671,10.040,42,01210,1210
,2.929839,0.15E-04,0.130405,0.14E-03,0.200182,0.45E-04,61.754127,-69.490679,11.030,44,01211,1211
,3.132081,0.32E-05,0.101065,0.76E-05,0.248911,0.53E-05,84.107373,-75.710743,11.230,34,01213,1213
,2.710885,0.13E-05,0.095808,0.69E-04,0.187187,0.28E-05,49.288381,-54.015353,11.340,44,01214,1214
,2.578839,0.99E-06,0.092801,0.45E-03,0.263383,0.77E-04,37.165463,-44.538996,10.940,45,01215,1215
,2.232434,0.13E-04,0.160590,0.22E-03,0.123956,0.40E-03,32.329957,-36.944005,12.410,39,01216,1216
,2.352900,0.14E-05,0.169566,0.43E-04,0.085139,0.97E-04,37.628794,-42.522752,12.930,36,01217,1217
,2.263026,0.15E-06,0.152766,0.19E-04,0.042557,0.21E-03,35.107930,-38.298795,13.260,35,01218,1218
,2.212491,0.31E-04,0.144296,0.20E-02,0.067342,0.13E-02,32.977727,-36.069086,11.750,41,01219,1219
,3.004795,0.14E-04,0.076469,0.14E-03,0.177612,0.62E-04,72.219884,-71.497584,11.650,32,01220,1220
,2.792707,0.37E-05,0.087863,0.47E-03,0.354331,0.29E-04,30.424049,-52.780333,11.240,35,01222,1222
,2.869517,0.35E-06,0.043659,0.14E-06,0.037114,0.45E-05,71.243400,-65.740972,10.560,48,01223,1223
,2.304080,0.24E-05,0.173145,0.17E-03,0.154187,0.30E-03,33.564034,-39.729862,11.630,33,01224,1224
,2.233229,0.29E-05,0.117091,0.15E-03,0.046040,0.16E-03,33.984489,-35.881365,12.090,34,01225,1225
,2.582993,0.69E-05,0.151562,0.28E-04,0.165826,0.90E-05,46.830055,-51.425878,12.180,32,01226,1226
,3.201881,0.20E-04,0.189666,0.56E-04,0.291840,0.20E-04,158.358344,-96.210086,10.790,43,01227,1227
,2.768968,0.32E-06,0.072219,0.21E-03,0.071187,0.22E-03,61.543583,-59.781423,11.550,41,01228,1228
,3.214979,0.19E-04,0.149475,0.24E-04,0.030739,0.97E-06,314.014889,-119.847192,11.420,36,01229,1229
,2.572478,0.85E-06,0.153026,0.81E-05,0.186798,0.11E-02,45.308443,-50.366174,13.000,27,01230,1230
,2.668944,0.26E-05,0.109731,0.28E-05,0.207907,0.83E-05,45.393626,-51.697601,12.260,40,01231,1231
,3.178383,0.11E-03,0.164959,0.53E-04,0.196271,0.11E-03,144.239503,-99.042927,10.340,44,01232,1232
,2.555154,0.31E-06,0.067445,0.27E-03,0.114501,0.88E-04,49.509284,-47.084375,11.540,43,01233,1233
,3.012830,0.43E-04,0.059170,0.22E-03,0.167470,0.47E-04,74.730868,-71.597284,10.990,40,01234,1234
,1.910326,0.14E-04,0.133601,0.61E-03,0.429626,0.52E-03,10.144886,-21.470007,13.310,31,01235,1235
,2.430081,0.18E-05,0.191848,0.17E-03,0.217379,0.81E-04,34.450404,-44.664986,11.850,32,01236,1236
,2.612332,0.66E-05,0.041085,0.40E-03,0.154574,0.11E-03,47.843201,-48.199408,11.070,42,01237,1237
,2.666566,0.33E-06,0.168825,0.41E-04,0.202446,0.17E-04,46.143132,-55.968173,12.160,38,01238,1238
,2.661757,0.63E-04,0.245754,0.15E-03,0.013719,0.57E-04,57.620293,-70.217044,12.490,40,01239,1239
,2.867987,0.64E-06,0.141777,0.15E-04,0.185954,0.13E-05,59.932992,-67.295838,10.180,41,01240,1240
,3.190541,0.20E-04,0.108136,0.41E-04,0.408560,0.25E-04,70.551142,-59.850905,9.760,45,01241,1241
,2.735816,0.63E-06,0.180773,0.14E-02,0.185943,0.55E-04,51.111655,-61.034244,10.540,49,01242,1242
,3.098637,0.23E-06,0.044868,0.65E-04,0.246311,0.11E-04,73.144586,-69.836607,9.700,45,01243,1243
,2.343315,0.11E-05,0.141520,0.91E-04,0.166040,0.54E-04,34.140512,-39.611806,11.660,45,01244,1244
,2.893148,0.18E-06,0.044089,0.33E-05,0.042063,0.19E-05,73.270139,-67.330183,9.970,56,01245,1245
,2.622940,0.34E-03,0.239402,0.67E-03,0.299059,0.20E-03,34.472808,-55.227210,10.980,35,01246,1246
,3.138415,0.74E-04,0.160645,0.10E-03,0.029689,0.24E-05,135.396849,-106.087186,10.720,57,01247,1247
,2.721776,0.22E-06,0.041277,0.49E-03,0.141256,0.69E-04,53.923675,-54.194184,9.950,50,01248,1248
,2.224337,0.61E-06,0.126118,0.87E-03,0.093536,0.35E-03,32.898169,-35.530754,11.480,39,01249,1249
,2.542521,0.19E-02,0.325126,0.23E-02,0.276920,0.57E-03,42.150719,-63.771001,12.380,30,01250,1250
,2.717570,0.16E-06,0.117437,0.11E-03,0.091274,0.10E-03,57.358805,-58.862250,10.970,45,01251,1251
,2.694864,0.16E-05,0.220620,0.43E-03,0.545962,0.26E-04,-5.567300,-39.493728,10.790,37,01252,1252
,3.168094,0.29E-04,0.171326,0.23E-02,0.022541,0.44E-04,168.608907,-115.821789,12.190,37,01253,1253
,3.134755,0.60E-06,0.062294,0.19E-05,0.144315,0.33E-06,110.198305,-81.514924,10.750,47,01254,1254
,3.152675,0.15E-03,0.133886,0.25E-03,0.165741,0.46E-05,120.581761,-91.413464,10.390,42,01255,1255
,2.484892,0.79E-05,0.110750,0.57E-03,0.081356,0.61E-03,48.133436,-45.824685,12.170,43,01257,1257
,3.184908,0.44E-06,0.022981,0.21E-05,0.153794,0.40E-06,152.903425,-80.142393,10.890,39,01258,1258
,3.102119,0.55E-05,0.160401,0.29E-05,0.022900,0.78E-06,115.901135,-101.084190,10.630,45,01259,1259
,2.614205,0.80E-04,0.020488,0.49E-04,0.153717,0.16E-03,47.927148,-48.012821,12.510,36,01260,1260
,3.146881,0.53E-03,0.204795,0.11E-02,0.026400,0.13E-03,150.501848,-123.348036,11.480,44,01261,1261
,3.002496,0.14E-06,0.032676,0.14E-03,0.210348,0.21E-04,65.765402,-66.900798,10.320,46,01262,1262
,2.666073,0.17E-05,0.181740,0.23E-01,0.492838,0.59E-03,5.025749,-43.562345,10.210,41,01263,1263
,2.863225,0.89E-04,0.242087,0.16E-02,0.419376,0.11E-03,20.273767,-57.968784,9.690,40,01264,1264
,3.025760,0.86E-04,0.070051,0.48E-03,0.183424,0.20E-03,73.939986,-72.104228,11.390,42,01265,1265
,3.363148,0.46E-05,0.042772,0.15E-05,0.312390,0.78E-06,130.030968,-91.652176,9.570,46,01266,1266
,2.466722,0.22E-05,0.169264,0.91E-05,0.081853,0.26E-05,44.602709,-48.003090,12.360,42,01267,1267
,2.234669,0.86E-05,0.153414,0.36E-03,0.094151,0.54E-03,33.240518,-36.966612,12.570,32,01270,1270
,3.135052,0.91E-06,0.101676,0.15E-05,0.099776,0.42E-06,120.075225,-89.223335,10.640,42,01271,1271
,2.783813,0.95E-06,0.129300,0.43E-05,0.156697,0.39E-05,56.458998,-61.865057,12.980,28,01272,1272
,2.393804,0.19E-06,0.122651,0.47E-04,0.108819,0.57E-04,38.174579,-41.796616,13.070,34,01273,1273
,2.229177,0.90E-05,0.146493,0.10E-02,0.076994,0.12E-02,33.465133,-36.449797,11.940,43,01274,1274
,2.680132,0.80E-04,0.144130,0.16E-04,0.218934,0.14E-04,44.800793,-54.000100,10.990,46,01275,1275
,3.169607,0.29E-03,0.128542,0.32E-03,0.372398,0.43E-04,65.273947,-65.743107,10.850,38,01276,1276
,2.698805,0.49E-04,0.230539,0.65E-04,0.137232,0.39E-03,54.871063,-68.107784,11.380,39,01277,1277
,2.405274,0.79E-05,0.213405,0.28E-04,0.174946,0.56E-05,36.308722,-46.118391,11.010,40,01278,1278
,2.370147,0.46E-05,0.201260,0.31E-03,0.112007,0.32E-03,37.613107,-44.917936,12.360,39,01279,1279
,3.413539,0.16E-04,0.021093,0.12E-03,0.133557,0.36E-06,169.041138,-127.026421,10.150,44,01280,1280
,2.558557,0.33E-04,0.193329,0.15E-03,0.141532,0.13E-04,49.689898,-54.387377,11.830,43,01281,1281
,3.119751,0.36E-04,0.083556,0.24E-04,0.326135,0.78E-05,56.796866,-64.995742,10.310,40,01282,1282
,3.203017,0.15E-04,0.177395,0.97E-04,0.144767,0.76E-04,233.585729,-118.782744,10.440,41,01283,1283
,2.645116,0.27E-06,0.155641,0.39E-04,0.207232,0.30E-04,44.798434,-53.483674,10.250,42,01284,1284
,2.992969,0.23E-06,0.021580,0.14E-04,0.115465,0.15E-06,79.018932,-71.578342,11.040,42,01285,1285
,3.022369,0.15E-04,0.077406,0.57E-03,0.176522,0.27E-03,74.671875,-72.892445,10.970,47,01286,1286
,3.011501,0.64E-05,0.076343,0.87E-04,0.178010,0.41E-04,72.983780,-71.927903,11.150,47,01287,1287
,2.885164,0.18E-06,0.030549,0.11E-03,0.150215,0.21E-04,64.109227,-63.100953,11.450,43,01288,1288
,2.860564,0.52E-06,0.051374,0.22E-05,0.036557,0.23E-05,70.580474,-65.429391,10.700,56,01289,1289
,2.366391,0.27E-07,0.123651,0.50E-04,0.110949,0.19E-04,37.143167,-40.663174,13.240,33,01290,1290
,3.013041,0.31E-05,0.064949,0.24E-03,0.170161,0.97E-04,74.374519,-71.787364,10.440,53,01291,1291
,2.542676,0.20E-05,0.099426,0.25E-02,0.055157,0.51E-03,53.105171,-47.641928,11.420,49,01292,1292
,2.205132,0.23E-02,0.192843,0.15E-02,0.120508,0.54E-03,31.513519,-37.336954,13.730,28,01293,1293
,2.687079,0.83E-05,0.183401,0.10E-01,0.132217,0.74E-04,53.559059,-63.197641,10.720,45,01294,1294
,3.384801,0.48E-04,0.134120,0.34E-04,0.054900,0.37E-04,250.497195,-175.002286,10.900,53,01295,1295
,2.418434,0.39E-05,0.164224,0.90E-03,0.085704,0.36E-03,39.923670,-45.130497,11.810,46,01296,1296
,3.020756,0.84E-05,0.062633,0.23E-03,0.176044,0.73E-04,74.390439,-71.782665,11.060,41,01297,1297
,3.128099,0.67E-05,0.115050,0.53E-05,0.116850,0.75E-05,114.289121,-89.747047,11.200,41,01298,1298
,2.803299,0.36E-04,0.166841,0.28E-04,0.135845,0.94E-05,61.621200,-67.961246,11.460,43,01299,1299
,2.781861,0.20E-06,0.037561,0.25E-04,0.147692,0.42E-05,56.829396,-57.214728,11.670,41,01300,1300
,2.765118,0.34E-04,0.263024,0.31E-04,0.547304,0.25E-04,-3.080094,-44.570986,11.590,41,01301,1301
,3.120201,0.93E-05,0.161639,0.95E-05,0.023503,0.11E-04,124.409592,-103.875390,11.000,48,01302,1302
,3.219247,0.28E-05,0.121705,0.43E-05,0.321738,0.42E-05,193.693178,-75.178656,9.510,42,01303,1303
,3.198279,0.13E-04,0.141041,0.29E-05,0.303403,0.17E-05,133.329201,-79.548679,9.220,50,01304,1304
,3.013744,0.96E-06,0.107057,0.98E-05,0.025777,0.88E-06,90.181048,-81.823065,10.680,57,01305,1305
,3.141631,0.11E-03,0.091428,0.11E-03,0.275997,0.38E-04,80.276741,-72.237249,10.040,44,01306,1306
,2.250474,0.34E-05,0.121141,0.26E-04,0.080472,0.79E-04,33.998779,-36.431933,12.460,41,01307,1307
,2.909584,0.25E-04,0.049795,0.44E-03,0.103208,0.55E-05,71.085306,-67.158689,11.020,45,01308,1308
,3.219970,0.77E-04,0.125081,0.38E-04,0.188965,0.13E-04,277.186643,-95.268852,10.420,39,01309,1309
,2.392243,0.37E-04,0.282961,0.37E-04,0.395768,0.26E-04,18.668332,-42.287367,11.530,34,01310,1310
,2.426667,0.73E-07,0.074419,0.26E-03,0.064264,0.70E-04,40.196650,-42.085888,12.460,34,01311,1311
,3.094067,0.52E-04,0.161304,0.58E-04,0.370079,0.25E-05,39.456359,-66.043579,10.680,35,01312,1312
,2.656673,0.69E-06,0.171712,0.33E-04,0.241812,0.19E-04,41.546268,-53.764833,11.720,31,01313,1313
,2.295441,0.20E-06,0.163878,0.60E-03,0.103463,0.50E-03,35.051314,-39.573394,12.800,34,01314,1314
,3.212463,0.82E-05,0.074205,0.13E-04,0.138356,0.54E-06,237.103506,-86.185472,10.250,53,01315,1315
,2.411318,0.20E-03,0.312737,0.33E-03,0.397577,0.30E-04,19.550277,-45.469824,13.220,27,01316,1316
,3.185194,0.16E-03,0.238122,0.23E-04,0.342605,0.12E-04,101.619777,-96.491004,10.160,41,01317,1317
,2.307852,0.22E-04,0.259515,0.59E-03,0.395793,0.54E-03,17.200267,-37.396788,12.310,29,01318,1318
,2.985144,0.10E-02,0.244167,0.59E-03,0.071074,0.83E-04,91.639098,-107.416360,10.730,51,01319,1319
,2.984027,0.72E-03,0.253310,0.48E-03,0.302792,0.36E-04,49.150196,-82.202956,10.920,37,01320,1320
,2.941992,0.43E-04,0.159938,0.20E-04,0.175710,0.42E-04,67.554994,-75.856498,10.160,50,01321,1321
,2.424155,0.28E-03,0.293171,0.29E-03,0.391050,0.66E-04,20.336337,-44.828917,12.350,32,01322,1322
,3.204597,0.19E-02,0.205320,0.97E-03,0.308055,0.67E-03,154.298984,-98.661987,9.900,39,01323,1323
,2.184960,0.74E-04,0.138152,0.18E-03,0.084530,0.87E-03,31.827367,-34.837693,13.260,32,01324,1324
,2.539781,0.18E-04,0.201393,0.18E-02,0.116374,0.27E-02,54.638719,-54.936516,12.200,36,01325,1325
,2.666693,0.60E-06,0.175253,0.50E-04,0.267318,0.23E-04,38.802350,-53.252931,10.970,33,01326,1326
,2.780826,0.20E-03,0.132496,0.14E-03,0.088728,0.13E-04,61.769681,-64.368728,12.170,36,01327,1327
,3.497171,0.23E-03,0.108260,0.29E-03,0.110233,0.34E-03,169.459203,-161.127923,10.090,46,01328,1328
,2.617137,0.60E-06,0.157908,0.69E-05,0.230249,0.32E-04,41.642533,-51.184058,11.070,39,01329,1329
,3.173931,0.87E-03,0.106138,0.42E-02,0.265509,0.15E-02,107.880272,-76.374999,10.260,39,01330,1330
,3.106509,0.47E-04,0.172679,0.20E-03,0.031729,0.89E-03,117.900389,-104.742075,10.720,51,01331,1331
,3.063003,0.38E-05,0.097141,0.31E-04,0.044978,0.20E-05,98.977181,-84.625337,10.660,49,01332,1332
,2.633530,0.14E-04,0.153402,0.22E-04,0.232872,0.23E-04,41.750949,-51.571981,11.490,36,01333,1333
,2.915078,0.11E-06,0.104313,0.14E-04,0.184350,0.10E-05,62.631192,-67.098750,10.600,45,01334,1334
,2.240471,0.16E-06,0.116724,0.86E-04,0.048488,0.31E-03,34.186151,-36.126996,12.890,33,01335,1335
,2.850774,0.26E-06,0.048428,0.53E-05,0.035848,0.14E-05,69.821245,-64.654072,10.710,53,01336,1336
,2.910463,0.15E-05,0.072140,0.98E-05,0.298245,0.19E-05,42.331327,-56.851566,11.270,43,01337,1337
,2.263934,0.47E-06,0.130108,0.15E-03,0.089036,0.88E-03,34.306837,-37.155504,12.840,34,01338,1338
,3.021090,0.67E-06,0.066947,0.70E-04,0.170562,0.23E-04,75.428563,-72.420246,10.980,51,01339,1339
,3.180685,0.18E-03,0.162385,0.37E-03,0.026453,0.30E-05,187.685608,-114.406091,11.240,45,01340,1340
,2.742414,0.70E-06,0.092349,0.44E-04,0.208878,0.25E-05,48.350437,-54.573767,10.770,38,01341,1341
,2.289040,0.41E-05,0.210216,0.55E-03,0.363946,0.34E-03,19.334306,-35.258033,11.270,31,01342,1342
,2.569200,0.34E-06,0.107729,0.14E-03,0.097410,0.13E-03,50.572318,-49.745921,11.150,45,01343,1343
,2.247779,0.11E-04,0.168214,0.20E-03,0.088749,0.38E-03,33.798466,-38.113596,12.910,35,01344,1344
,2.628065,0.38E-05,0.159576,0.10E-02,0.241009,0.37E-03,40.773993,-51.361595,11.420,37,01346,1346
,2.571383,0.69E-07,0.074065,0.24E-04,0.218355,0.14E-05,41.690455,-45.201890,11.350,39,01347,1347
,2.792384,0.21E-06,0.148770,0.11E-04,0.094069,0.65E-05,62.662380,-66.657002,11.190,39,01348,1348
,3.014771,0.92E-04,0.168924,0.48E-04,0.195491,0.45E-05,72.272939,-81.911147,10.660,44,01349,1349
,2.858047,0.63E-06,0.051710,0.50E-05,0.039042,0.36E-06,70.309235,-65.241166,10.760,48,01350,1350
,3.192429,0.18E-05,0.063907,0.23E-05,0.169435,0.31E-06,164.308394,-82.074179,10.220,49,01351,1351
,2.778114,0.67E-06,0.038730,0.56E-04,0.068059,0.36E-04,62.176781,-59.203797,11.240,40,01352,1352
,3.012440,0.16E-03,0.076067,0.74E-03,0.170545,0.36E-03,74.272209,-72.542437,10.100,50,01353,1353
