,des,type,p,q,soi,a,e,i,q.1,Name
1958,K13RF7E, classical, m,0, S,45.91,0.136,35.637,39.66624,2013 RE157
1959,K13RF7F, resonant,3,1, S,62.636,0.42,20.451,36.32888,2013 RF157
1960,K13RF7G, classical, m,0, S,41.404,0.145,14.411,35.40042,2013 RG157
1961,K13RF7H, classical, i,0, S,38.611,0.04,5.427,37.06656,2013 RH157
1962,K13RF7L, detached,0,0, I,55.077,0.296,20.867,38.774208,2013 RL157
1963,K13RF7M, detached,0,0, S,56.656,0.35,14.166,36.8264,2013 RM157
1964,K13RF7O, scattering,0,0, S,72.317,0.558,12.227,31.964114,2013 RO157
1965,K13RF7P, resonant,5,3, I,42.426,0.125,8.803,37.12275,2013 RP157
1966,K13RF7Q, resonant,4,3, SH,36.333,0.072,15.529,33.717024,2013 RQ157
1967,K13RF7R, classical, i,0, S,38.335,0.045,32.128,36.609925,2013 RR157
1968,K13RF7S, classical, m,0, S,45.674,0.174,10.778,37.726724,2013 RS157
1969,K13RF7T, classical, m,0, S,42.084,0.063,12.628,39.432708,2013 RT157
1970,K13RF7U, classical, m,0, I,43.257,0.183,33.05,35.340969,2013 RU157
1971,K13RF7V, scattering,0,0, S,68.149,0.504,11.563,33.801904,2013 RV157
1972,K13RF7W, classical, m,0, S,46.732,0.255,13.62,34.81534,2013 RW157
1973,K13RF7X, classical, m,0, S,41.264,0.041,12.806,39.572176,2013 RX157
1974,K13RF7Y, resonant,7,4, S,43.621,0.106,2.33,38.997174,2013 RY157
1975,K13RF8A, classical, m,0, S,45.823,0.167,18.99,38.170559,2013 RA158
1976,K13RF8B, classical, m,0, S,46.443,0.206,20.36,36.875742,2013 RB158
1977,K13RF8C, resonant,1,1, S,30.057,0.057,7.45,28.343751,2013 RC158
1978,K13RF8D, resonant,29,5, I,97.186,0.632,32.686,35.764448,2013 RD158
1979,K13RF8E, scattering,0,0, S,47.987,0.396,28.282,28.984148,2013 RE158
1980,K13RF8F, classical, m,0, I,47.344,0.209,16.554,37.449104,2013 RF158
1981,K13RF8G, detached,0,0, I,59.842,0.365,28.522,37.99967,2013 RG158
1982,K13RF8J, scattering,0,0, I,90.065,0.632,17.153,33.14392,2013 RJ158
1983,K13RF8K, classical, m,0, S,44.604,0.125,34.322,39.0285,2013 RK158
1984,K13RF8L, classical, m,0, S,40.337,0.057,14.597,38.037791,2013 RL158
1985,K13RF8M, classical, m,0, S,43.617,0.103,18.255,39.124449,2013 RM158
1986,K13RF8N, scattering,0,0, S,46.311,0.344,14.389,30.380016,2013 RN158
1987,K13RF8O, classical, m,0, S,40.357,0.071,18.206,37.491653,2013 RO158
1988,K13RF8P, classical, m,0, S,44.242,0.058,0.234,41.675964,2013 RP158
1989,K13RF8Q, classical, m,0, S,45.402,0.073,8.258,42.087654,2013 RQ158
1990,K13RF8T, classical, m,0, S,44.286,0.079,1.051,40.787406,2013 RT158
1991,K13S99E, resonant,13,3, I,80.039,0.542,18.272,36.657862,2013 SE99
1992,K13S99Y, scattering,0,0, I,733.926,0.932,4.226,49.906968,2013 SY99
1993,K13S99Z, classical, i,0, S,38.283,0.017,19.839,37.632189,2013 SZ99
1994,K13SA0J, classical, m,0, S,43.564,0.043,2.948,41.690748,2013 SJ100
1995,K13SA0K, detached,0,0, S,61.912,0.266,26.288,45.443408,2013 SK100
1996,K13SA0L, classical, m,0, S,43.79,0.059,3.421,41.20639,2013 SL100
1997,K13SA0M, classical, m,0, S,45.334,0.126,1.48,39.621916,2013 SM100
1998,K13SA0N, classical, m,0, S,43.635,0.026,6.215,42.50049,2013 SN100
1999,K13SA0O, classical, m,0, S,45.832,0.144,2.462,39.232192,2013 SO100
2000,K13SA0P, resonant,7,4, I,43.778,0.139,8.364,37.692858,2013 SP100
2001,K13SA0Q, resonant,2,1, S,47.846,0.253,12.957,35.740962,2013 SQ100
2002,K13SA0R, classical, m,0, S,45.593,0.18,24.176,37.38626,2013 SR100
2003,K13SA0S, classical, m,0, S,43.905,0.083,2.553,40.260885,2013 SS100
2004,K13SA0T, classical, m,0, S,40.918,0.065,14.829,38.25833,2013 ST100
2005,K13SA0U, resonant,5,3, S,42.298,0.23,9.664,32.56946,2013 SU100
2006,K13SA0V, classical, m,0, S,43.068,0.034,2.1,41.603688,2013 SV100
2007,K13SA0W, classical, m,0, S,42.664,0.013,1.22,42.109368,2013 SW100
2008,K13SA0X, classical, m,0, S,42.768,0.016,1.277,42.083712,2013 SX100
2009,K13SA0Y, classical, m,0, I,43.281,0.163,27.029,36.226197,2013 SY100
2010,K13SA0Z, classical, m,0, S,43.636,0.07,8.454,40.58148,2013 SZ100
2011,K13SA1A, resonant,2,1, S,47.752,0.27,3.689,34.85896,2013 SA101
2012,K13SA1B, resonant,7,4, S,43.646,0.116,2.065,38.583064,2013 SB101
2013,K13SA1C, classical, m,0, S,42.65,0.04,2.238,40.944,2013 SC101
2014,K13SA1D, classical, m,0, S,43.341,0.021,1.588,42.430839,2013 SD101
2015,K13SA1E, classical, m,0, S,44.129,0.076,0.91,40.775196,2013 SE101
2016,K13SA1F, classical, m,0, S,42.442,0.053,1.318,40.192574,2013 SF101
2017,K13SA1G, classical, m,0, S,46.555,0.056,1.782,43.94792,2013 SG101
2018,K13SA2G, classical, m,0, S,43.071,0.008,7.986,42.726432,2013 SG102
2019,K13SA2H, classical, i,0, S,37.903,0.053,19.382,35.894141,2013 SH102
2020,K13SA2J, resonant,7,4, S,43.619,0.277,7.346,31.536537,2013 SJ102
2021,K13SA2K, classical, m,0, I,43.487,0.184,7.418,35.485392,2013 SK102
2022,K13SA2L, scattering,0,0, I,314.46,0.879,6.505,38.04966,2013 SL102
2023,K13SA2M, detached,0,0, S,52.276,0.256,11.407,38.893344,2013 SM102
2024,K13SA2N, detached,0,0, I,67.718,0.439,4.455,37.989798,2013 SN102
2025,K13SA2O, resonant,3,2, S,39.351,0.22,9.852,30.69378,2013 SO102
2026,K13SA2P, resonant,3,2, S,39.358,0.153,11.6,33.336226,2013 SP102
2027,K13SA2Q, resonant,16,3, I,91.67,0.616,29.548,35.20128,2013 SQ102
2028,K13SA2R, resonant,7,3, S,52.87,0.384,29.921,32.56792,2013 SR102
2029,K13SA2S, classical, m,0, S,47.249,0.197,26.378,37.940947,2013 SS102
2030,K13SA2T, classical, m,0, S,43.934,0.081,2.479,40.375346,2013 ST102
2031,K13SA6D, classical, m,0, I,44.166,0.15,21.885,37.5411,2013 SD106
2032,K13SA6E, classical, m,0, S,42.797,0.036,0.202,41.256308,2013 SE106
2033,K13SA6F, resonant,4,1, IH,75.619,0.424,39.846,43.556544,2013 SF106
2034,K13SA6G, detached,0,0, S,61.615,0.388,20.51,37.70838,2013 SG106
2035,K13SA6H, resonant,2,1, S,47.888,0.217,15.453,37.496304,2013 SH106
2036,K13SA6J, classical, m,0, S,44.479,0.034,2.839,42.966714,2013 SJ106
2037,K13SA6K, classical, m,0, S,44.63,0.023,1.164,43.60351,2013 SK106
2038,K13SA6L, classical, m,0, S,46.852,0.197,10.307,37.622156,2013 SL106
2039,K13SA6M, classical, m,0, S,45.315,0.172,16.9,37.52082,2013 SM106
2040,K13SA6N, classical, m,0, I,43.628,0.045,6.486,41.66474,2013 SN106
2041,K13SB1Y, detached,0,0, S,54.269,0.314,45.108,37.228534,2013 SY111
2042,K13SB1Z, classical, m,0, I,41.456,0.122,25.932,36.398368,2013 SZ111
2043,K13SB2A, classical, m,0, I,43.244,0.079,11.746,39.827724,2013 SA112
2044,K13SB2B, classical, i,0, S,38.31,0.082,33.322,35.16858,2013 SB112
2045,K13SB2C, classical, m,0, S,44.741,0.125,9.48,39.148375,2013 SC112
2046,K13SB2D, resonant,5,4, S,34.812,0.071,5.398,32.340348,2013 SD112
2047,K13SB2E, resonant,5,3, S,42.306,0.13,6.459,36.80622,2013 SE112
2048,K13SB2F, classical, m,0, S,43.787,0.012,3.758,43.261556,2013 SF112
2049,K13SB2G, resonant,7,4, I,43.808,0.156,4.132,36.973952,2013 SG112
2050,K13SB2H, classical, m,0, S,45.782,0.094,1.777,41.478492,2013 SH112
2051,K13SB2J, classical, m,0, S,43.746,0.006,3.842,43.483524,2013 SJ112
2052,K13SB2K, classical, m,0, S,44.117,0.078,1.928,40.675874,2013 SK112
2053,K13SB2L, resonant,5,4, S,34.834,0.088,2.091,31.768608,2013 SL112
2054,K13SB2M, classical, m,0, S,44.204,0.072,2.715,41.021312,2013 SM112
2055,K13SB2N, classical, m,0, S,43.214,0.043,12.722,41.355798,2013 SN112
2056,K13SB2O, detached,0,0, S,50.599,0.314,24.496,34.710914,2013 SO112
2057,K13SB2P, resonant,9,4, I,51.664,0.219,38.668,40.349584,2013 SP112
2058,K13SB2Q, resonant,22,13, I,42.691,0.105,22.471,38.208445,2013 SQ112
2059,K13SB2S, classical, m,0, S,40.03,0.073,14.742,37.10781,2013 SS112
2060,K13SB2T, classical, m,0, S,43.581,0.045,4.517,41.619855,2013 ST112
2061,K13SB2U, resonant,3,2, S,39.283,0.206,2.393,31.190702,2013 SU112
2062,K13SB2V, classical, m,0, S,43.909,0.158,32.372,36.971378,2013 SV112
2063,K13SB2W, classical, m,0, S,43.811,0.092,0.687,39.780388,2013 SW112
2064,K13SB2X, resonant,7,3, S,53.032,0.27,1.999,38.71336,2013 SX112
2065,K13SB2Y, scattering,0,0, I,38.144,0.314,13.474,26.166784,2013 SY112
2066,K13SB2Z, classical, m,0, S,42.938,0.035,1.266,41.43517,2013 SZ112
2067,K13SB3A, classical, m,0, S,40.346,0.041,20.558,38.691814,2013 SA113
2068,K13SB3B, classical, m,0, S,45.624,0.092,3.018,41.426592,2013 SB113
2069,K13SB3D, classical, m,0, S,45.918,0.137,19.586,39.627234,2013 SD113
2070,K13SB3E, resonant,7,4, S,43.671,0.244,31.276,33.015276,2013 SE113
2071,K13SB3F, resonant,3,2, S,39.341,0.026,37.674,38.318134,2013 SF113
2072,K13SB3G, classical, m,0, S,46.614,0.179,8.04,38.270094,2013 SG113
2073,K13SB3H, classical, m,0, S,45.344,0.08,1.187,41.71648,2013 SH113
2074,K13TE5P, centaur,0,0, S,22.895,0.413,29.278,13.439365,2013 TP145
2075,K13TF9H, classical, m,0, I,40.948,0.095,33.605,37.05794,2013 TH159
2076,K13TF9M, classical, m,0, S,46.468,0.168,9.543,38.661376,2013 TM159
2077,K13TH1X, resonant,13,6, S,50.361,0.277,19.589,36.411003,2013 TX171
2078,K13TH1Y, resonant,3,2, S,39.4,0.243,24.955,29.8258,2013 TY171
2079,K13TH1Z, classical, m,0, S,45.368,0.192,15.886,36.657344,2013 TZ171
2080,K13TH2A, resonant,3,2, S,39.427,0.184,14.547,32.172432,2013 TA172
2081,K13TH2B, classical, m,0, I,43.032,0.196,11.624,34.597728,2013 TB172
2082,K13TH2C, classical, m,0, S,43.69,0.046,7.463,41.68026,2013 TC172
2083,K13TH2D, classical, m,0, S,42.498,0.161,11.003,35.655822,2013 TD172
2084,K13TH2E, detached,0,0, S,48.253,0.26,29.841,35.70722,2013 TE172
2085,K13TH2F, classical, m,0, S,43.756,0.025,2.894,42.6621,2013 TF172
2086,K13TH2G, resonant,2,1, S,47.891,0.32,4.801,32.56588,2013 TG172
2087,K13TH2H, resonant,5,3, S,42.312,0.258,11.554,31.395504,2013 TH172
2088,K13TH2J, detached,0,0, S,51.932,0.289,27.379,36.923652,2013 TJ172
2089,K13TH2K, classical, m,0, S,46.463,0.204,12.592,36.984548,2013 TK172
2090,K13TH2L, classical, m,0, S,43.783,0.061,1.791,41.112237,2013 TL172
2091,K13TH2M, resonant,7,2, IH,69.68,0.477,12.608,36.44264,2013 TM172
2092,K13TI7B, scattering,0,0, S,76.861,0.787,50.795,16.371393,2013 TB187
2093,K13TI7C, resonant,7,4, S,43.668,0.063,1.038,40.916916,2013 TC187
2094,K13TI7D, detached,0,0, S,61.531,0.377,5.467,38.333813,2013 TD187
2095,K13TI7E, classical, m,0, S,44.443,0.081,2.49,40.843117,2013 TE187
2096,K13TI7F, resonant,7,4, S,43.632,0.176,2.382,35.952768,2013 TF187
2097,K13TI7G, resonant,2,1, S,47.471,0.252,5.954,35.508308,2013 TG187
2098,K13TI7H, classical, m,0, S,44.176,0.056,2.834,41.702144,2013 TH187
2099,K13TI7J, classical, m,0, S,42.779,0.101,10.714,38.458321,2013 TJ187
2100,K13TI7K, resonant,7,4, S,43.664,0.058,6.63,41.131488,2013 TK187
2101,K13TI7L, resonant,3,2, S,39.307,0.202,18.847,31.366986,2013 TL187
2102,K13TI7M, resonant,4,3, S,36.422,0.141,12.01,31.286498,2013 TM187
2103,K13TI7N, resonant,7,3, S,53.044,0.374,9.985,33.205544,2013 TN187
2104,K13TI7O, resonant,3,2, S,39.278,0.189,9.163,31.854458,2013 TO187
2105,K13TI7P, detached,0,0, I,79.604,0.52,31.183,38.20992,2013 TP187
2106,K13TI7Q, classical, m,0, S,43.538,0.094,10.014,39.445428,2013 TQ187
2107,K13TI7R, detached,0,0, S,61.002,0.397,14.19,36.784206,2013 TR187
2108,K13TI7S, resonant,5,4, S,34.868,0.099,4.6,31.416068,2013 TS187
2109,K13TI7T, classical, m,0, S,44.042,0.115,19.256,38.97717,2013 TT187
2110,K13TI7U, resonant,3,2, S,39.282,0.161,14.885,32.957598,2013 TU187
2111,K13TI7V, classical, m,0, S,39.622,0.055,6.136,37.44279,2013 TV187
2112,K13TI7W, classical, m,0, S,43.11,0.059,0.375,40.56651,2013 TW187
2113,K13TI7X, classical, m,0, S,42.911,0.05,0.481,40.76545,2013 TX187
2114,K13TI7Y, classical, m,0, S,43.489,0.065,11.134,40.662215,2013 TY187
2115,K13TI7Z, resonant,1,1, S,30.128,0.069,13.157,28.049168,2013 TZ187
2116,K13TI8B, resonant,3,2, S,39.499,0.16,14.936,33.17916,2013 TB188
2117,K13TI8C, classical, m,0, S,44.246,0.12,11.274,38.93648,2013 TC188
2118,K13TI8D, classical, m,0, S,43.784,0.083,4.587,40.149928,2013 TD188
2119,K13TI8E, resonant,3,2, S,39.464,0.231,9.37,30.347816,2013 TE188
2120,K13TI8F, classical, m,0, S,45.644,0.185,10.858,37.19986,2013 TF188
2121,K13TM7K, resonant,1,1, S,30.094,0.082,18.607,27.626292,2013 TK227
2122,K13TM7L, classical, m,0, S,40.237,0.067,22.883,37.541121,2013 TL227
2123,K13TM7M, resonant,3,2, S,39.302,0.196,6.844,31.598808,2013 TM227
2124,K13TM7N, classical, m,0, S,43.432,0.019,5.29,42.606792,2013 TN227
2125,K13TM7P, classical, m,0, S,43.146,0.096,13.753,39.003984,2013 TP227
2126,K13TM7Q, classical, m,0, S,44.02,0.136,10.31,38.03328,2013 TQ227
2127,K13TM7R, resonant,3,2, S,39.641,0.166,21.468,33.060594,2013 TR227
2128,K13TM7S, scattering,0,0, S,33.59,0.325,24.323,22.67325,2013 TS227
2129,K13TM7T, classical, m,0, S,42.521,0.112,5.909,37.758648,2013 TT227
2130,K13TM7U, classical, m,0, S,43.407,0.168,20.634,36.114624,2013 TU227
2131,K13TM7V, resonant,3,2, S,39.44,0.184,6.918,32.18304,2013 TV227
2132,K13TM7X, resonant,7,2, S,69.276,0.519,36.58,33.321756,2013 TX227
2133,K13TM7Y, scattering,0,0, S,36.083,0.246,36.523,27.206582,2013 TY227
2134,K13TM7Z, classical, m,0, S,43.336,0.061,8.544,40.692504,2013 TZ227
2135,K13TM8A, classical, m,0, S,46.094,0.172,11.224,38.165832,2013 TA228
2136,K13TM8B, resonant,5,2, S,55.616,0.466,20.599,29.698944,2013 TB228
2137,K13TM8C, classical, m,0, S,44.262,0.135,19.638,38.28663,2013 TC228
2138,K13TM8D, resonant,2,1, S,47.583,0.317,15.091,32.499189,2013 TD228
2139,K13TM8E, resonant,3,2, S,39.302,0.171,9.874,32.581358,2013 TE228
2140,K13TM8F, resonant,11,7, I,40.647,0.098,21.615,36.663594,2013 TF228
2141,K13TM8G, resonant,2,1, S,47.622,0.163,18.582,39.859614,2013 TG228
2142,K13TM8H, resonant,2,1, S,47.858,0.251,11.927,35.845642,2013 TH228
2143,K13TM8J, classical, m,0, S,45.271,0.133,1.916,39.249957,2013 TJ228
2144,K13TM8K, resonant,2,1, S,47.758,0.312,1.863,32.857504,2013 TK228
2145,K13TM8L, resonant,2,1, S,47.72,0.251,8.73,35.74228,2013 TL228
2146,K13TM8M, classical, m,0, S,42.761,0.066,1.152,39.938774,2013 TM228
2147,K13TM8N, resonant,5,1, IH,88.61,0.625,19.289,33.22875,2013 TN228
2148,K13TM8O, classical, m,0, S,44.058,0.047,3.3,41.987274,2013 TO228
2149,K13TM8P, classical, m,0, S,45.119,0.049,3.344,42.908169,2013 TP228
2150,K13TM8Q, resonant,5,3, S,42.325,0.158,5.482,35.63765,2013 TQ228
2151,K13TM8S, classical, m,0, S,43.395,0.036,1.547,41.83278,2013 TS228
2152,K13TM8T, classical, m,0, S,43.9,0.068,1.437,40.9148,2013 TT228
2153,K13TM8U, classical, m,0, S,45.48,0.069,2.818,42.34188,2013 TU228
2154,K13TM8V, classical, m,0, S,42.504,0.036,2.475,40.973856,2013 TV228
2155,K13TM8W, classical, m,0, S,43.469,0.052,3.214,41.208612,2013 TW228
2156,K13TM8X, classical, m,0, S,43.365,0.031,3.34,42.020685,2013 TX228
2157,K13TM8Y, classical, m,0, S,45.108,0.14,4.776,38.79288,2013 TY228
2158,K13TM8Z, classical, m,0, S,43.892,0.041,3.944,42.092428,2013 TZ228
2159,K13TM9A, classical, m,0, S,41.485,0.122,23.557,36.42383,2013 TA229
2160,K13TM9B, classical, m,0, S,43.517,0.02,3.653,42.64666,2013 TB229
2161,K13TM9C, resonant,2,1, S,47.613,0.218,8.181,37.233366,2013 TC229
2162,K13TM9D, classical, m,0, IH,43.721,0.089,3.716,39.829831,2013 TD229
2163,K13TM9E, resonant,3,2, S,39.383,0.204,3.964,31.348868,2013 TE229
2164,K13TM9F, resonant,3,2, S,39.387,0.162,14.627,33.006306,2013 TF229
2165,K13TM9G, classical, m,0, S,44.474,0.038,3.9,42.783988,2013 TG229
2166,K13TM9H, classical, m,0, S,42.792,0.038,4.141,41.165904,2013 TH229
2167,K13TM9J, detached,0,0, S,56.689,0.35,37.119,36.84785,2013 TJ229
2168,K13TM9M, classical, m,0, S,43.347,0.062,4.22,40.659486,2013 TM229
2169,K13TM9N, classical, m,0, S,45.372,0.228,17.729,35.027184,2013 TN229
2170,K13TM9O, classical, m,0, S,43.824,0.04,1.047,42.07104,2013 TO229
2171,K13TM9P, classical, m,0, S,42.591,0.143,23.202,36.500487,2013 TP229
2172,K13TM9Q, resonant,3,2, S,39.437,0.163,5.578,33.008769,2013 TQ229
2173,K13TM9S, classical, m,0, S,44.184,0.072,1.169,41.002752,2013 TS229
2174,K13U15E, scattering,0,0, S,59.926,0.651,6.734,20.914174,2013 UE15
2175,K13U15H, scattering,0,0, I,173.702,0.798,26.081,35.087804,2013 UH15
2176,K13U15K, resonant,2,1, S,47.959,0.197,11.699,38.511077,2013 UK15
2177,K13U15N, classical, m,0, S,45.132,0.054,3.363,42.694872,2013 UN15
2178,K13U15O, classical, m,0, S,43.325,0.049,3.728,41.202075,2013 UO15
2179,K13U15P, classical, m,0, S,46.612,0.079,2.47,42.929652,2013 UP15
2180,K13U15Q, classical, m,0, S,42.768,0.113,27.345,37.935216,2013 UQ15
2181,K13U15R, scattering,0,0, S,55.822,0.719,22.246,15.685982,2013 UR15
2182,K13U15S, resonant,4,3, S,36.379,0.07,2.017,33.83247,2013 US15
2183,K13U16W, classical, m,0, S,44.354,0.073,1.972,41.116158,2013 UW16
2184,K13U16X, resonant,3,2, S,39.229,0.238,4.416,29.892498,2013 UX16
2185,K13U16Y, classical, m,0, S,44.004,0.096,2.357,39.779616,2013 UY16
2186,K13U16Z, scattering,0,0, S,44.609,0.278,11.207,32.207698,2013 UZ16
2187,K13U17A, resonant,3,2, S,39.455,0.15,1.978,33.53675,2013 UA17
2188,K13U17B, resonant,3,1, S,62.507,0.287,32.857,44.567491,2013 UB17
2189,K13U17C, centaur,0,0, S,19.326,0.127,32.477,16.871598,2013 UC17
2190,K13U17D, resonant,5,2, S,55.462,0.396,26.372,33.499048,2013 UD17
2191,K13U17E, resonant,12,7, I,43.069,0.046,0.717,41.087826,2013 UE17
2192,K13U17F, resonant,3,2, S,39.442,0.251,17.124,29.542058,2013 UF17
2193,K13U17G, resonant,7,4, IH,43.694,0.074,7.642,40.460644,2013 UG17
2194,K13U17H, resonant,2,1, S,47.693,0.302,9.332,33.289714,2013 UH17
2195,K13U17J, resonant,3,2, S,39.521,0.185,6.82,32.209615,2013 UJ17
2196,K13U17K, resonant,7,4, S,43.656,0.286,24.987,31.170384,2013 UK17
2197,K13U17L, classical, m,0, S,42.712,0.027,1.831,41.558776,2013 UL17
2198,K13U17M, classical, m,0, S,42.474,0.079,12.989,39.118554,2013 UM17
2199,K13U17N, classical, m,0, S,43.521,0.025,2.948,42.432975,2013 UN17
2200,K13U17O, resonant,5,2, SH,55.006,0.389,3.833,33.608666,2013 UO17
2201,K13U17P, classical, m,0, S,43.847,0.05,0.946,41.65465,2013 UP17
2202,K13U17Q, resonant,4,3, S,36.566,0.091,11.431,33.238494,2013 UQ17
2203,K13U17R, classical, m,0, S,44.321,0.073,3.114,41.085567,2013 UR17
2204,K13U17S, classical, m,0, S,42.558,0.037,2.912,40.983354,2013 US17
2205,K13U17T, classical, m,0, S,43.026,0.027,4.007,41.864298,2013 UT17
2206,K13U17U, centaur,0,0, S,25.863,0.249,8.514,19.423113,2013 UU17
2207,K13U17V, resonant,3,2, S,39.425,0.181,2.085,32.289075,2013 UV17
2208,K13U17W, classical, m,0, S,45.319,0.014,1.927,44.684534,2013 UW17
2209,K13U17X, resonant,3,2, S,39.509,0.137,3.023,34.096267,2013 UX17
2210,K13U17Y, classical, m,0, S,44.325,0.053,4.459,41.975775,2013 UY17
2211,K13U17Z, resonant,2,1, S,47.532,0.176,7.179,39.166368,2013 UZ17
2212,K13U18A, classical, m,0, S,43.03,0.018,6.789,42.25546,2013 UA18
2213,K13U18B, classical, m,0, S,45.148,0.033,3.559,43.658116,2013 UB18
2214,K13U18C, classical, m,0, S,42.793,0.042,2.94,40.995694,2013 UC18
2215,K13U18D, classical, m,0, S,44.963,0.098,2.724,40.556626,2013 UD18
2216,K13U18E, classical, m,0, S,45.318,0.091,2.449,41.194062,2013 UE18
2217,K13U18F, classical, m,0, S,46.438,0.196,10.458,37.336152,2013 UF18
2218,K13U18G, classical, m,0, S,44.772,0.109,0.932,39.891852,2013 UG18
2219,K13U18W, resonant,3,2, S,39.334,0.202,6.777,31.388532,2013 UW18
2220,K13U18X, classical, m,0, S,43.598,0.057,2.886,41.112914,2013 UX18
2221,K13U22R, classical, m,0, S,44.013,0.082,1.435,40.403934,2013 UR22
2222,K13U22T, resonant,5,3, S,42.276,0.212,29.341,33.313488,2013 UT22
2223,K13U31E, classical, m,0, S,47.299,0.204,38.807,37.650004,2013 UE31
2224,K13U31F, resonant,3,2, S,39.477,0.198,32.053,31.660554,2013 UF31
2225,K13U44P, classical, m,0, S,45.961,0.135,2.939,39.756265,2013 UP44
2226,K13U49L, classical, m,0, S,43.561,0.032,12.917,42.167048,2013 UL49
2227,K13V24D, classical, o,0, S,53.035,0.184,18.953,43.27656,2013 VD24
2228,K13V24F, resonant,3,2, S,39.402,0.327,19.847,26.517546,2013 VF24
2229,K13V25Q, detached,0,0, S,61.562,0.423,28.594,35.521274,2013 VQ25
2230,K13V30X, resonant,1,1, S,30.086,0.084,31.259,27.558776,2013 VX30
2231,K13V31Z, classical, m,0, I,43.53,0.117,2.674,38.43699,2013 VZ31
2232,K13V46K, scattering,0,0, S,41.596,0.304,13.57,28.950816,2013 VK46
2233,K13V46L, classical, m,0, S,45.634,0.099,6.68,41.116234,2013 VL46
2234,K13V46M, resonant,5,2, S,55.545,0.431,8.593,31.605105,2013 VM46
2235,K13V46N, resonant,3,2, S,39.398,0.241,7.746,29.903082,2013 VN46
2236,K13V46O, resonant,2,1, S,47.859,0.291,11.732,33.932031,2013 VO46
2237,K13V46P, resonant,2,1, S,47.704,0.267,13.439,34.967032,2013 VP46
2238,K13V46Q, resonant,3,2, S,39.283,0.239,9.47,29.894363,2013 VQ46
2239,K13V46R, resonant,3,2, S,39.461,0.15,13.802,33.54185,2013 VR46
2240,K13V46S, scattering,0,0, IH,100.136,0.63,20.212,37.05032,2013 VS46
2241,K13V70Z, centaur,0,0, S,9.184,0.097,12.041,8.293152,2013 VZ70
2242,K13V71O, classical, m,0, S,44.03,0.15,15.789,37.4255,2013 VO71
2243,K13V71Q, resonant,3,2, S,39.473,0.072,9.318,36.630944,2013 VQ71
2244,K13V71R, resonant,3,2, S,39.396,0.205,16.201,31.31982,2013 VR71
2245,K13V71S, resonant,3,2, S,39.583,0.214,13.626,31.112238,2013 VS71
2246,K13V71T, resonant,3,2, S,39.375,0.285,11.189,28.153125,2013 VT71
2247,K13V71U, scattering,0,0, S,100.558,0.66,13.887,34.18972,2013 VU71
2248,K13V71V, classical, m,0, S,40.512,0.06,16.645,38.08128,2013 VV71
2249,K13V71W, classical, m,0, S,44.141,0.011,1.595,43.655449,2013 VW71
2250,K13V71X, classical, m,0, S,44.007,0.083,2.974,40.354419,2013 VX71
2251,K13V71Y, resonant,3,2, S,39.411,0.154,10.61,33.341706,2013 VY71
2252,K13V71Z, detached,0,0, S,52.432,0.282,28.124,37.646176,2013 VZ71
2253,K13V72A, resonant,13,8, I,41.583,0.111,15.041,36.967287,2013 VA72
2254,K13V72B, resonant,16,5, I,65.133,0.451,18.001,35.758017,2013 VB72
2255,K13V72C, resonant,3,2, S,39.438,0.252,13.332,29.499624,2013 VC72
2256,K13V72D, resonant,2,1, S,47.944,0.284,22.145,34.327904,2013 VD72
2257,K13V72E, resonant,7,4, S,43.581,0.284,13.535,31.203996,2013 VE72
2258,K13V72F, resonant,3,2, S,39.361,0.099,26.615,35.464261,2013 VF72
2259,K13V72H, resonant,13,7, SH,45.441,0.148,9.683,38.715732,2013 VH72
2260,K13WB4G, classical, m,0, S,44.15,0.064,1.471,41.3244,2013 WG114
2261,K13WC3H, classical, m,0, S,46.255,0.121,9.328,40.658145,2013 WH123
2262,K13WC3J, resonant,3,2, S,39.498,0.226,9.185,30.571452,2013 WJ123
2263,K13WC3K, resonant,5,2, S,55.346,0.448,15.068,30.550992,2013 WK123
2264,K13WD9A, classical, m,0, S,43.479,0.141,2.311,37.348461,2013 WA139
2265,K13WD9B, classical, m,0, S,42.912,0.021,3.189,42.010848,2013 WB139
2266,K13WD9C, classical, m,0, S,44.995,0.097,4.376,40.630485,2013 WC139
2267,K13X33U, resonant,11,7, IH,40.599,0.097,22.903,36.660897,2013 XU33
2268,K13X40L, scattering,0,0, S,89.612,0.6,14.474,35.8448,2013 XL40
2269,K13X40M, classical, m,0, S,41.834,0.106,47.034,37.399596,2013 XM40
2270,K13YG9D, classical, m,0, S,42.743,0.176,28.92,35.220232,2013 YD169
2271,K13YH3A, centaur,0,0, S,27.454,0.432,37.819,15.593872,2013 YA173
2272,K14A55M, classical, m,0, S,47.118,0.139,7.172,40.568598,2014 AM55
2273,K14B70D, classical, m,0, S,41.425,0.132,22.94,35.9569,2014 BD70
2274,K14DB2T, scattering,0,0, S,47.828,0.722,40.477,13.296184,2014 DT112
