nonecol,sma,rms_sma,e,rms_e,sini,rms_sini,g,s,Hmag,numopp,packname,Name
,2.316150,0.98E-07,0.108394,0.80E-04,0.120789,0.14E-03,35.053864,-38.032044,14.510,26,06944,6944
,2.251099,0.52E-03,0.196625,0.56E-03,0.133263,0.52E-03,32.716207,-39.247540,14.170,23,06945,6945
,2.267677,0.60E-06,0.116192,0.39E-04,0.079054,0.18E-03,34.605647,-36.900213,13.790,26,06946,6946
,2.397826,0.76E-06,0.096008,0.44E-03,0.076914,0.82E-04,38.598894,-41.352897,14.450,27,06947,6947
,2.395651,0.89E-04,0.184736,0.11E-03,0.040498,0.32E-04,40.413231,-45.789259,14.610,24,06948,6948
,2.362743,0.55E-05,0.145795,0.36E-03,0.227606,0.26E-03,31.217310,-39.547969,13.850,24,06949,6949
,2.591379,0.22E-06,0.130495,0.29E-04,0.231594,0.11E-04,40.867462,-48.112964,13.030,25,06950,6950
,3.048889,0.36E-06,0.126624,0.47E-05,0.018400,0.16E-04,97.973779,-88.040813,13.170,26,06951,6951
,2.901710,0.26E-03,0.259701,0.19E-02,0.142679,0.12E-02,71.634735,-94.462864,13.160,28,06952,6952
,3.122725,0.22E-03,0.168735,0.13E-03,0.027741,0.62E-05,126.576385,-106.232219,12.880,30,06953,6953
,2.183358,0.69E-05,0.120707,0.74E-03,0.055874,0.11E-02,32.156389,-34.464863,14.370,25,06954,6954
,3.112812,0.16E-05,0.136894,0.32E-05,0.020780,0.30E-05,118.598736,-96.742372,12.570,29,06955,6955
,2.442579,0.59E-05,0.110887,0.37E-04,0.109953,0.12E-04,39.667410,-43.405825,14.040,24,06956,6956
,2.530781,0.22E-06,0.127895,0.28E-04,0.032568,0.19E-04,57.213401,-49.860191,13.680,25,06957,6957
,3.024047,0.16E-05,0.091551,0.10E-02,0.169479,0.91E-03,76.608258,-74.643675,13.120,28,06958,6958
,2.893787,0.69E-05,0.095865,0.11E-02,0.235114,0.68E-05,53.216011,-62.142819,12.430,28,06959,6959
,3.207945,0.28E-04,0.118643,0.16E-03,0.027630,0.33E-04,255.304368,-103.569886,12.690,30,06960,6960
,2.318431,0.40E-04,0.220246,0.41E-03,0.090491,0.56E-03,36.404449,-43.982344,13.470,26,06961,6961
,2.285568,0.58E-06,0.099203,0.34E-03,0.131999,0.57E-04,33.637809,-36.519057,14.560,22,06962,6962
,2.250963,0.27E-05,0.152619,0.74E-03,0.091396,0.65E-03,33.755780,-37.657144,13.900,28,06963,6963
,2.364442,0.17E-04,0.143108,0.55E-04,0.098076,0.12E-03,37.579403,-41.565568,13.850,26,06964,6964
,2.481294,0.14E-06,0.022154,0.53E-03,0.096689,0.47E-04,41.091485,-43.124577,13.690,26,06965,6965
,2.162092,0.25E-04,0.145740,0.73E-03,0.049507,0.74E-03,31.650106,-34.576090,14.830,25,06966,6966
,2.248379,0.37E-05,0.154743,0.31E-03,0.067389,0.37E-03,34.245170,-37.682107,14.370,26,06967,6967
,2.250251,0.24E-05,0.116766,0.26E-03,0.020961,0.12E-02,34.796121,-36.549065,14.220,24,06968,6968
,2.198466,0.63E-05,0.107842,0.54E-02,0.129987,0.19E-02,30.857708,-34.535301,13.570,25,06969,6969
,2.347201,0.33E-04,0.088170,0.12E-03,0.106650,0.35E-04,36.524251,-38.790078,13.670,25,06970,6970
,2.834187,0.32E-06,0.042342,0.18E-05,0.036999,0.25E-06,69.153627,-63.315696,13.300,26,06971,6971
,2.568984,0.65E-06,0.156648,0.16E-03,0.123472,0.19E-04,49.777814,-52.270853,13.140,26,06972,6972
,2.656594,0.50E-06,0.181587,0.36E-04,0.041579,0.20E-05,56.159508,-61.355595,14.260,26,06973,6973
,2.600052,0.11E-05,0.105876,0.87E-04,0.263165,0.44E-04,37.441099,-45.986912,12.080,24,06974,6974
,2.870727,0.14E-03,0.275153,0.14E-02,0.104671,0.23E-02,76.775418,-98.817211,12.490,28,06975,6975
,2.333436,0.19E-06,0.118919,0.18E-04,0.130376,0.14E-04,35.306827,-38.909629,13.230,24,06976,6976
,2.260679,0.69E-06,0.116385,0.71E-04,0.053042,0.40E-03,34.840771,-36.815600,14.220,26,06977,6977
,2.561861,0.15E-06,0.165925,0.18E-03,0.140713,0.19E-04,49.042762,-52.196030,13.730,24,06978,6978
,2.652519,0.77E-05,0.194763,0.30E-04,0.247370,0.18E-04,40.931318,-55.279504,12.450,23,06979,6979
,2.833795,0.82E-06,0.044343,0.58E-05,0.037571,0.58E-06,69.236631,-63.349160,12.550,27,06980,6980
,2.672674,0.14E-05,0.144676,0.19E-04,0.230590,0.67E-05,43.206251,-53.084329,13.170,24,06981,6981
,2.642075,0.64E-06,0.141988,0.27E-03,0.228767,0.19E-03,42.416275,-51.387727,12.880,28,06982,6982
,3.227585,0.49E-04,0.088837,0.61E-05,0.114996,0.10E-05,351.663953,-91.569974,12.410,24,06983,6983
,2.415134,0.57E-07,0.094070,0.12E-03,0.103214,0.26E-03,38.876569,-41.738299,13.860,22,06985,6985
,2.929744,0.13E-05,0.074444,0.43E-03,0.037464,0.17E-05,77.565345,-71.731484,13.890,26,06986,6986
,2.789782,0.45E-05,0.072939,0.18E-02,0.064668,0.21E-02,63.283054,-61.260999,13.880,24,06987,6987
,2.475916,0.10E-06,0.053415,0.17E-03,0.067372,0.22E-04,41.335650,-43.715227,13.770,24,06988,6988
,3.008088,0.60E-06,0.086581,0.11E-03,0.181523,0.49E-04,72.086190,-72.243879,12.590,25,06989,6989
,3.141713,0.13E-03,0.148585,0.77E-04,0.030054,0.38E-05,136.229912,-103.053245,13.200,27,06990,6990
,2.401652,0.18E-05,0.164703,0.14E-03,0.087935,0.32E-04,39.432848,-44.423084,12.990,24,06991,6991
,3.011127,0.10E-06,0.061613,0.50E-04,0.164517,0.68E-04,75.012861,-71.827760,12.360,27,06992,6992
,3.106215,0.34E-04,0.072399,0.72E-04,0.026157,0.16E-03,112.029145,-85.726610,12.490,28,06993,6993
,3.052576,0.33E-06,0.056921,0.10E-05,0.023886,0.15E-06,96.424929,-80.217049,13.210,28,06994,6994
,2.528215,0.12E-03,0.217713,0.20E-03,0.061642,0.14E-03,65.508705,-58.206559,13.350,24,06995,6995
,3.434567,0.20E-04,0.100800,0.20E-04,0.064016,0.36E-05,190.956651,-156.733726,12.370,30,06996,6996
,2.280783,0.54E-06,0.144237,0.99E-04,0.095853,0.88E-04,34.702713,-38.262110,14.380,23,06999,6999
,2.465292,0.31E-04,0.213755,0.31E-04,0.157972,0.57E-04,43.334907,-49.791823,13.110,25,07000,7000
,2.379776,0.61E-06,0.152514,0.41E-04,0.119612,0.48E-04,37.434274,-42.370809,13.470,26,07001,7001
,2.375062,0.38E-02,0.300405,0.32E-02,0.089045,0.41E-02,38.607617,-53.420619,14.910,25,07002,7002
,3.217370,0.71E-05,0.159151,0.53E-06,0.067770,0.59E-06,334.660259,-125.392560,12.970,27,07003,7003
,2.324195,0.35E-06,0.152154,0.71E-04,0.096145,0.10E-04,36.222931,-40.318637,14.140,24,07004,7004
,2.418468,0.43E-05,0.092200,0.23E-02,0.110366,0.74E-04,38.522033,-41.590445,14.380,24,07005,7005
,2.438327,0.86E-05,0.159862,0.17E-03,0.076923,0.35E-05,41.349666,-46.040349,15.710,22,07006,7006
,2.401219,0.28E-05,0.165243,0.14E-04,0.023074,0.31E-04,40.624887,-44.955983,15.210,21,07007,7007
,2.678429,0.20E-05,0.220112,0.14E-04,0.035470,0.22E-04,57.973612,-67.712811,13.690,26,07008,7008
,2.235174,0.73E-06,0.140112,0.23E-04,0.025515,0.11E-02,34.271850,-36.794277,15.100,24,07009,7009
,2.284182,0.11E-06,0.118722,0.14E-03,0.106377,0.14E-03,34.470070,-37.348697,14.090,24,07010,7010
,2.274650,0.74E-06,0.141432,0.11E-03,0.093318,0.33E-04,34.549880,-37.930605,14.460,21,07011,7011
,2.312274,0.10E-06,0.095324,0.12E-04,0.118773,0.94E-04,34.966203,-37.523310,13.780,27,07012,7012
,2.744197,0.28E-06,0.062615,0.11E-04,0.028270,0.24E-04,61.145264,-58.407921,13.440,26,07013,7013
,2.256148,0.18E-03,0.144016,0.18E-02,0.065356,0.14E-02,34.715459,-37.421893,13.900,30,07014,7014
,2.324891,0.64E-05,0.216634,0.17E-03,0.087447,0.67E-03,36.740221,-44.074574,14.200,25,07015,7015
,2.271342,0.16E-02,0.222816,0.80E-03,0.092334,0.23E-03,34.611586,-42.021890,14.290,23,07016,7016
,2.428241,0.26E-06,0.154649,0.43E-04,0.114964,0.95E-05,39.500739,-44.725869,14.170,23,07017,7017
,2.316635,0.15E-05,0.101655,0.20E-03,0.067091,0.15E-03,36.503009,-38.381156,14.390,23,07018,7018
,2.365185,0.42E-04,0.203588,0.23E-03,0.181142,0.29E-03,34.344702,-43.490277,13.630,23,07019,7019
,2.427260,0.51E-04,0.143135,0.34E-04,0.047076,0.30E-04,41.210855,-44.876347,14.180,29,07020,7020
,2.591042,0.27E-05,0.148979,0.28E-04,0.213480,0.15E-03,42.751832,-49.947806,12.660,26,07021,7021
,2.614917,0.21E-04,0.091171,0.26E-03,0.253689,0.14E-04,38.715860,-46.406171,13.280,26,07022,7022
,2.453980,0.11E-06,0.127193,0.35E-03,0.113773,0.24E-04,40.330330,-44.537531,13.320,26,07023,7023
,3.112809,0.17E-05,0.142416,0.48E-05,0.027375,0.11E-04,118.794174,-97.885435,12.510,30,07024,7024
,2.261224,0.23E-05,0.144958,0.98E-04,0.053237,0.46E-03,34.888976,-37.859974,14.780,26,07026,7026
,2.872309,0.11E-05,0.045302,0.28E-05,0.036377,0.44E-06,71.526265,-66.001052,12.990,28,07028,7028
,3.244421,0.44E-05,0.046321,0.93E-05,0.176608,0.10E-04,540.235894,-72.375708,12.330,28,07029,7029
,2.438307,0.72E-04,0.220061,0.82E-04,0.175751,0.50E-04,38.213384,-48.246592,13.890,24,07030,7030
,2.282072,0.93E-04,0.132999,0.34E-03,0.092548,0.21E-03,34.853578,-37.920758,14.130,24,07031,7031
,2.288617,0.29E-06,0.117509,0.14E-03,0.069314,0.24E-03,35.521391,-37.788030,13.940,23,07032,7032
,2.242088,0.30E-06,0.101209,0.61E-03,0.118784,0.24E-03,32.682170,-35.279958,13.960,25,07033,7033
,2.280906,0.24E-06,0.096534,0.25E-03,0.120925,0.50E-04,33.885490,-36.403056,14.440,25,07034,7034
,3.164887,0.14E-04,0.160518,0.19E-04,0.023181,0.44E-06,161.504376,-110.627785,13.000,28,07035,7035
,3.103836,0.89E-03,0.224276,0.73E-03,0.192411,0.59E-03,95.729522,-105.688946,12.420,26,07036,7036
,3.108314,0.67E-04,0.125834,0.17E-03,0.215865,0.62E-04,85.021434,-80.904226,12.080,26,07037,7037
,3.197857,0.83E-05,0.152206,0.38E-05,0.018472,0.13E-06,230.457384,-114.941675,13.070,27,07038,7038
,2.395964,0.45E-06,0.106747,0.26E-04,0.117190,0.47E-04,37.911999,-41.168561,13.990,26,07039,7039
,2.234472,0.38E-05,0.148707,0.59E-04,0.118645,0.60E-03,32.523780,-36.548835,14.250,26,07040,7040
,2.236542,0.13E-04,0.099554,0.94E-03,0.129001,0.10E-02,32.162722,-34.969477,14.330,23,07041,7041
,2.316393,0.45E-02,0.252307,0.49E-02,0.049296,0.64E-03,38.056025,-48.656172,14.300,26,07042,7042
,2.244659,0.43E-05,0.146964,0.25E-03,0.109172,0.76E-03,33.157087,-36.935629,13.320,26,07043,7043
,2.370996,0.44E-07,0.126279,0.16E-03,0.108174,0.26E-03,37.385753,-40.966968,14.210,26,07044,7044
,2.395403,0.11E-04,0.169415,0.14E-03,0.085954,0.11E-04,39.298811,-44.425251,14.140,25,07045,7045
,3.023908,0.23E-05,0.083094,0.46E-03,0.178069,0.20E-03,74.811298,-73.269832,12.490,25,07046,7046
,2.371811,0.24E-04,0.212167,0.23E-03,0.403947,0.72E-04,16.277751,-36.502580,14.080,22,07047,7047
,2.907785,0.22E-06,0.033111,0.26E-04,0.040861,0.32E-06,74.695646,-68.007172,13.610,28,07048,7048
,2.241255,0.46E-06,0.146576,0.89E-04,0.037154,0.33E-03,34.388397,-37.249492,14.520,25,07049,7049
,2.795451,0.22E-05,0.195876,0.12E-04,0.136930,0.97E-05,61.137088,-71.072691,13.110,26,07050,7050
,3.220169,0.14E-03,0.154674,0.54E-04,0.040104,0.98E-06,351.014634,-125.556093,12.870,29,07051,7051
,2.715618,0.60E-06,0.213622,0.37E-05,0.301792,0.59E-05,35.940922,-57.366677,13.160,26,07052,7052
,2.266383,0.26E-06,0.133518,0.95E-04,0.063739,0.30E-03,34.886159,-37.550877,14.150,22,07053,7053
,2.250300,0.98E-06,0.135579,0.52E-03,0.104836,0.69E-03,33.413197,-36.682385,14.630,24,07054,7054
,2.349574,0.38E-05,0.225084,0.50E-03,0.391359,0.72E-04,17.617796,-36.986000,13.080,25,07055,7055
,2.809661,0.18E-04,0.079423,0.76E-03,0.074051,0.82E-03,64.386168,-62.797584,13.060,28,07056,7056
,2.262181,0.32E-06,0.105297,0.13E-03,0.091546,0.26E-03,34.118105,-36.279242,13.850,24,07057,7057
,2.241383,0.17E-06,0.130351,0.12E-03,0.084010,0.63E-03,33.611738,-36.393465,13.650,26,07058,7058
,2.203402,0.38E-04,0.117763,0.93E-03,0.057831,0.35E-03,32.836198,-34.831735,14.420,24,07059,7059
,2.455194,0.72E-06,0.051193,0.22E-04,0.045546,0.24E-04,40.987435,-42.955856,14.030,24,07060,7060
,3.129045,0.17E-03,0.267939,0.20E-02,0.294141,0.38E-02,76.338699,-104.211753,12.760,25,07061,7061
,3.095797,0.65E-04,0.195521,0.45E-04,0.292919,0.16E-05,62.830627,-81.969002,13.340,25,07062,7062
,2.400937,0.12E-04,0.120795,0.69E-04,0.052078,0.14E-03,39.919012,-42.624706,14.630,24,07063,7063
,3.147546,0.13E-03,0.175231,0.80E-03,0.025916,0.33E-04,145.182791,-112.404402,12.960,30,07064,7064
,2.777719,0.36E-06,0.008818,0.37E-04,0.137092,0.23E-05,57.522689,-56.929269,13.010,32,07065,7065
,2.999515,0.12E-04,0.072061,0.11E-03,0.185186,0.38E-04,70.236418,-70.326162,12.020,26,07067,7067
,2.219700,0.92E-05,0.121869,0.14E-03,0.104147,0.86E-04,32.425133,-35.265359,13.660,26,07068,7068
,2.470068,0.20E-06,0.045770,0.32E-04,0.079269,0.10E-04,40.449143,-43.196895,13.930,25,07069,7069
,2.248150,0.29E-05,0.153466,0.93E-04,0.118698,0.33E-03,32.961811,-37.221541,13.960,23,07070,7070
,3.174566,0.39E-03,0.201084,0.32E-03,0.189012,0.64E-03,146.029070,-112.226344,12.960,26,07071,7071
,2.416229,0.73E-05,0.166859,0.10E-02,0.015128,0.45E-04,41.406563,-45.887231,14.170,25,07072,7072
,2.294313,0.78E-07,0.129924,0.11E-03,0.092700,0.54E-04,35.219398,-38.242271,14.750,26,07073,7073
,2.209575,0.82E-05,0.133549,0.19E-03,0.051674,0.42E-03,33.143860,-35.586368,14.880,22,07074,7074
,2.676679,0.27E-05,0.144038,0.63E-04,0.210665,0.30E-04,45.545568,-54.180688,12.730,25,07075,7075
,3.144654,0.24E-05,0.189661,0.44E-05,0.025520,0.89E-05,145.121073,-117.638941,12.930,28,07076,7076
,3.198473,0.22E-04,0.156953,0.65E-05,0.017655,0.33E-07,235.016291,-117.391746,13.090,28,07077,7077
,2.434913,0.13E-06,0.187096,0.35E-04,0.043757,0.19E-04,42.355618,-47.899596,14.220,26,07078,7078
,2.269704,0.43E-02,0.233571,0.47E-02,0.070828,0.45E-02,35.315119,-43.962680,15.070,23,07079,7079
,2.272147,0.20E-06,0.154092,0.60E-03,0.104547,0.51E-03,34.120140,-38.386310,14.810,24,07080,7080
,2.745000,0.40E-06,0.196786,0.53E-04,0.134331,0.49E-04,56.772318,-67.239222,13.160,26,07081,7081
,3.115906,0.40E-05,0.137961,0.15E-03,0.253842,0.64E-04,77.753421,-78.964895,12.690,26,07082,7082
,2.806033,0.13E-03,0.188074,0.48E-03,0.132788,0.52E-03,64.426223,-71.242538,13.120,29,07083,7083
,2.554208,0.15E-03,0.264235,0.80E-02,0.126927,0.12E-02,53.649612,-62.956390,13.790,26,07084,7084
,3.076276,0.25E-03,0.238497,0.37E-02,0.028040,0.90E-03,109.384273,-118.266564,12.820,28,07085,7085
,1.909123,0.94E-07,0.086110,0.71E-03,0.430869,0.42E-03,9.960964,-20.761334,14.050,22,07086,7086
,1.955937,0.18E-04,0.085516,0.15E-02,0.353303,0.51E-03,15.519065,-23.102541,14.220,20,07087,7087
,2.314421,0.54E-05,0.174419,0.20E-03,0.131177,0.11E-03,34.795722,-40.563508,13.860,25,07089,7089
,2.232820,0.26E-04,0.148762,0.10E-02,0.079840,0.73E-03,33.403933,-36.819412,13.790,28,07090,7090
,2.345305,0.35E-05,0.243810,0.22E-03,0.409469,0.37E-03,15.883896,-37.205320,13.420,24,07091,7091
,2.437378,0.56E-07,0.166466,0.99E-03,0.209571,0.79E-03,34.798684,-43.528726,14.200,23,07093,7093
,2.781541,0.42E-06,0.129466,0.71E-04,0.158959,0.25E-05,56.085270,-61.622156,12.880,26,07094,7094
,3.051502,0.16E-06,0.088853,0.74E-06,0.033429,0.58E-06,96.636024,-82.876611,14.230,25,07095,7095
,2.380112,0.24E-06,0.174369,0.46E-05,0.013873,0.16E-04,39.843462,-44.502646,13.810,25,07097,7097
,2.639970,0.20E-04,0.256257,0.12E-03,0.086435,0.13E-03,54.579932,-68.871579,13.970,26,07098,7098
,3.159228,0.10E-05,0.144636,0.20E-05,0.017718,0.26E-06,152.067875,-104.585264,13.100,28,07099,7099
,2.866946,0.16E-06,0.072371,0.98E-06,0.033553,0.18E-05,71.470123,-66.960727,14.350,27,07100,7100
,2.299660,0.15E-05,0.175052,0.95E-04,0.089734,0.78E-04,35.594591,-40.480549,14.250,26,07101,7101
,3.088972,0.68E-04,0.277420,0.41E-04,0.311236,0.18E-04,58.772952,-97.566588,12.240,26,07102,7102
,3.013701,0.14E-06,0.083439,0.54E-04,0.176814,0.23E-04,73.582267,-72.703742,12.900,28,07103,7103
,2.482600,0.74E-06,0.103268,0.24E-03,0.114630,0.39E-03,44.233143,-44.771022,13.340,26,07104,7104
,2.409202,0.20E-05,0.196674,0.32E-04,0.043121,0.79E-04,41.062034,-47.251477,14.700,25,07105,7105
,2.798125,0.25E-05,0.145925,0.29E-04,0.156126,0.43E-05,57.945684,-64.352317,12.650,23,07106,7106
,2.300578,0.21E-06,0.089677,0.42E-03,0.157194,0.96E-04,33.108254,-36.462699,14.220,25,07107,7107
,2.975309,0.23E-04,0.152750,0.39E-04,0.058979,0.39E-04,84.866940,-84.226755,13.530,28,07108,7108
,2.655753,0.92E-05,0.115593,0.39E-04,0.177428,0.29E-05,47.843390,-52.532743,13.080,28,07109,7109
,2.796946,0.12E-04,0.196474,0.11E-04,0.136293,0.77E-05,61.533599,-71.327831,13.160,26,07110,7110
,2.405815,0.25E-06,0.112760,0.11E-02,0.141767,0.81E-03,37.224771,-41.472396,13.840,25,07111,7111
,2.761479,0.27E-04,0.161306,0.31E-04,0.268209,0.63E-05,41.679668,-57.095342,13.360,24,07112,7112
,2.960587,0.28E-06,0.015037,0.15E-04,0.236499,0.45E-06,57.439593,-62.251845,12.280,27,07113,7113
,3.132442,0.14E-05,0.115924,0.24E-04,0.110809,0.22E-04,117.722454,-90.704603,13.090,26,07114,7114
,3.160017,0.66E-05,0.146216,0.23E-05,0.090606,0.16E-05,145.494117,-102.031671,13.740,25,07115,7115
,2.313933,0.68E-06,0.100552,0.56E-04,0.139941,0.53E-04,34.258989,-37.464907,13.570,24,07116,7116
,2.180821,0.18E-05,0.123764,0.53E-03,0.088464,0.36E-03,31.579560,-34.250150,14.900,21,07117,7117
,2.655887,0.64E-05,0.147186,0.45E-04,0.226749,0.43E-04,43.078828,-52.561380,12.670,27,07118,7118
,2.863128,0.13E-06,0.035331,0.33E-05,0.038094,0.80E-06,70.595828,-65.029455,13.310,26,07120,7120
,2.891751,0.99E-06,0.056304,0.11E-04,0.036113,0.79E-06,73.443297,-67.832193,13.720,28,07121,7121
,2.184767,0.90E-04,0.170112,0.68E-03,0.031299,0.55E-02,32.559449,-36.217733,14.840,25,07122,7122
,2.405058,0.25E-06,0.106596,0.79E-04,0.101227,0.17E-03,38.713482,-41.767191,13.750,24,07123,7123
,3.138754,0.13E-04,0.026379,0.10E-03,0.326454,0.20E-04,62.430315,-62.941038,11.590,28,07124,7124
,2.413210,0.17E-04,0.150552,0.79E-04,0.045823,0.19E-04,40.717482,-44.613104,14.460,25,07125,7125
,2.844846,0.77E-06,0.046879,0.25E-05,0.036929,0.23E-05,69.395691,-64.184698,13.790,28,07126,7126
,3.074965,0.68E-03,0.233549,0.12E-01,0.151382,0.18E-02,97.579640,-114.407597,13.530,26,07127,7127
,3.125880,0.18E-04,0.178443,0.12E-04,0.068598,0.27E-05,125.938184,-108.130054,13.000,28,07128,7128
,2.725919,0.52E-05,0.095816,0.12E-04,0.225645,0.81E-05,45.640688,-53.085514,13.410,26,07129,7129
,2.283361,0.10E-05,0.149338,0.66E-04,0.087471,0.75E-04,35.017124,-38.644373,14.370,24,07130,7130
,3.166232,0.13E-03,0.145510,0.19E-04,0.263835,0.68E-04,103.041459,-83.008318,11.950,27,07131,7131
,2.323760,0.12E-02,0.249394,0.89E-04,0.110219,0.31E-03,36.143712,-46.127642,13.930,25,07132,7132
,2.398737,0.10E-02,0.193589,0.13E-01,0.259332,0.30E-03,30.231711,-38.270839,13.200,25,07133,7133
,2.421531,0.37E-04,0.190222,0.37E-03,0.213816,0.94E-03,34.415874,-44.381438,13.380,23,07134,7134
,2.592986,0.12E-06,0.085490,0.12E-03,0.254019,0.21E-04,38.280069,-45.215866,13.120,25,07136,7136
,2.810509,0.12E-05,0.078508,0.17E-02,0.071013,0.19E-02,64.623898,-62.888274,13.000,27,07137,7137
,2.591072,0.19E-06,0.116063,0.71E-04,0.143302,0.23E-02,48.076516,-50.174771,13.520,24,07138,7138
,2.998050,0.73E-06,0.065760,0.73E-03,0.167982,0.28E-03,72.894057,-70.928890,12.950,26,07139,7139
,2.266495,0.33E-05,0.167190,0.61E-04,0.066288,0.22E-04,34.911451,-38.944915,13.800,27,07140,7140
,2.786856,0.27E-05,0.134388,0.50E-04,0.157697,0.36E-05,56.616768,-62.452143,13.680,24,07141,7141
,3.153237,0.75E-05,0.145627,0.10E-04,0.016173,0.10E-06,146.174809,-104.039178,13.030,28,07142,7142
,3.093648,0.43E-06,0.129106,0.28E-05,0.261139,0.55E-05,69.451132,-75.289971,11.890,27,07143,7143
,2.415241,0.16E-07,0.109752,0.18E-03,0.102519,0.15E-04,39.022808,-42.280409,13.960,27,07144,7144
,2.563229,0.37E-05,0.168461,0.45E-04,0.160635,0.18E-04,47.638074,-51.863040,12.740,28,07145,7145
,3.007892,0.82E-07,0.083333,0.21E-03,0.181700,0.96E-04,72.010144,-71.937754,13.520,27,07146,7146
,2.424702,0.72E-06,0.162949,0.17E-03,0.044802,0.33E-04,41.378006,-45.828998,15.050,23,07147,7147
,2.285869,0.48E-06,0.099719,0.77E-04,0.099133,0.30E-03,34.710737,-36.896239,13.560,22,07148,7148
,3.132383,0.55E-06,0.143576,0.39E-05,0.024877,0.13E-05,129.485073,-100.593098,13.920,28,07149,7149
,2.419586,0.51E-03,0.148127,0.14E-03,0.048271,0.29E-04,41.017135,-44.761824,14.480,25,07150,7150
,2.606523,0.98E-04,0.133014,0.30E-03,0.224797,0.15E-03,41.796327,-49.255879,12.480,25,07151,7151
,2.350713,0.86E-05,0.129141,0.88E-04,0.049182,0.26E-03,38.132561,-40.820441,14.610,28,07153,7153
,2.249117,0.56E-06,0.113594,0.55E-04,0.078556,0.30E-03,33.986449,-36.160985,14.810,25,07154,7154
,3.012426,0.24E-03,0.076105,0.40E-03,0.178807,0.95E-04,72.900948,-71.923403,13.270,26,07155,7155
,2.676692,0.45E-05,0.171791,0.40E-04,0.201053,0.33E-04,46.711204,-56.886133,13.800,25,07156,7156
,2.199692,0.32E-04,0.158031,0.35E-03,0.087695,0.11E-02,32.196152,-35.994746,14.610,23,07157,7157
,3.015920,0.99E-04,0.071906,0.16E-02,0.173087,0.64E-03,74.459237,-72.189372,12.850,31,07158,7158
,2.293245,0.41E-06,0.135791,0.88E-04,0.089701,0.79E-04,35.268096,-38.455378,14.510,25,07159,7159
,2.466042,0.82E-04,0.203856,0.13E-04,0.038230,0.45E-04,47.483290,-51.040612,13.550,27,07160,7160
,2.394712,0.89E-05,0.162464,0.12E-03,0.045761,0.52E-04,40.074842,-44.388509,15.090,24,07161,7161
,2.343660,0.12E-05,0.102134,0.76E-04,0.111845,0.54E-04,36.269076,-38.991580,14.550,23,07162,7162
,2.278245,0.88E-05,0.166181,0.17E-02,0.356127,0.96E-03,19.336074,-33.031762,15.240,21,07163,7163
,2.403040,0.21E-04,0.183518,0.23E-03,0.062453,0.11E-04,40.298575,-45.929569,13.890,25,07164,7164
,2.605253,0.53E-05,0.159371,0.20E-03,0.251607,0.35E-04,39.125790,-49.778733,13.040,26,07165,7165
,2.430061,0.65E-04,0.137476,0.80E-04,0.062921,0.14E-04,40.950678,-44.593291,13.930,28,07166,7166
,3.129155,0.93E-04,0.243027,0.40E-03,0.380726,0.13E-03,45.117350,-79.929010,12.370,26,07167,7167
,2.248239,0.11E-06,0.093168,0.13E-03,0.059299,0.17E-03,34.285331,-35.680757,14.510,24,07168,7168
,2.248687,0.34E-05,0.145518,0.27E-03,0.096315,0.44E-03,33.614688,-37.065901,14.290,26,07169,7169
,2.698469,0.62E-06,0.149065,0.15E-04,0.222651,0.12E-04,45.137080,-55.186407,12.830,25,07170,7170
,2.331075,0.84E-04,0.179985,0.17E-03,0.061418,0.14E-03,37.390805,-42.326925,14.050,28,07171,7171
,2.421886,0.26E-04,0.180873,0.17E-03,0.042010,0.34E-04,41.536837,-46.812510,14.140,24,07172,7172
,1.956296,0.84E-07,0.030236,0.26E-02,0.367835,0.35E-03,14.482632,-22.272516,14.080,21,07173,7173
,2.542413,0.15E-04,0.132734,0.18E-03,0.280227,0.44E-04,37.149925,-44.469671,13.300,24,07175,7175
,2.761113,0.10E-05,0.123569,0.91E-04,0.152252,0.64E-05,55.463767,-60.139076,13.140,25,07176,7176
,2.688583,0.35E-05,0.156552,0.91E-05,0.229278,0.87E-05,43.993213,-54.902071,13.320,24,07177,7177
,2.260683,0.48E-05,0.150505,0.12E-03,0.037380,0.31E-03,35.082798,-38.127259,14.180,26,07178,7178
,2.936001,0.43E-06,0.104762,0.12E-04,0.030701,0.79E-05,79.003047,-74.824727,13.160,26,07179,7179
,3.008154,0.61E-06,0.082307,0.48E-04,0.174850,0.17E-04,73.177743,-72.363227,13.250,25,07180,7180
,3.090408,0.38E-05,0.131802,0.26E-03,0.217692,0.14E-03,79.812377,-80.144517,12.720,25,07181,7181
,3.132725,0.99E-05,0.152971,0.16E-03,0.250247,0.10E-03,85.798204,-83.257859,13.160,25,07182,7182
,2.991836,0.21E-05,0.074162,0.49E-04,0.180826,0.20E-04,70.123477,-70.243763,12.290,25,07183,7183
,2.571074,0.23E-07,0.046734,0.16E-03,0.157306,0.52E-04,46.647015,-46.310439,13.320,28,07184,7184
,2.195482,0.57E-06,0.092930,0.39E-03,0.089667,0.66E-03,32.043262,-33.659337,13.860,23,07185,7185
,2.376313,0.72E-05,0.183157,0.50E-04,0.175782,0.12E-03,34.903865,-42.834818,13.170,26,07186,7186
,1.937582,0.28E-06,0.053828,0.39E-03,0.411718,0.22E-03,11.403707,-21.259686,14.090,21,07187,7187
,2.192323,0.18E-05,0.133452,0.23E-03,0.054868,0.33E-03,32.557020,-34.937612,14.090,25,07188,7188
