spkid,e,a,q,i,full_name,Name,names
3046138,0.0219,46.69,45.662,4.60,       (2000 PD30),2000 PD30,
3046140,0.5031,76.57,38.051,6.32,       (2000 PF30),2000 PF30,
3046141,0.1060,45.22,40.426,4.63,       (2000 PG30),2000 PG30,
3046142,0.5064,77.57,38.290,8.06,       (2000 PH30),2000 PH30,
3046145,0.2396,42.16,32.057,5.86,       (2000 PL30),2000 PL30,
3046146,0.0531,44.15,41.801,2.28,       (2000 PM30),2000 PM30,
3046147,0.1042,45.01,40.319,1.51,       (2000 PN30),2000 PN30,
3050510,0.0695,41.68,38.783,0.76,       (2000 PQ30),2000 PQ30,
3050511,0.0736,41.89,38.807,0.67,       (2000 PR30),2000 PR30,
3050512,0.4573,64.46,34.981,2.77,       (2000 PS30),2000 PS30,
3046152,0.5508,95.26,42.797,2.50,       (2000 QB226),2000 QB226,
3046154,0.0000,41.17,41.167,2.25,       (2000 QD226),2000 QD226,
3046156,0.0001,46.5,46.494,2.25,       (2000 QF226),2000 QF226,
3046157,0.4152,64.92,37.967,1.78,       (2000 QG226),2000 QG226,
3046158,0.1919,39.77,32.135,2.80,       (2000 QH226),2000 QH226,
3046159,0.1118,39.21,34.823,9.35,       (2000 QJ226),2000 QJ226,
3046160,0.5266,77.88,36.872,23.91,       (2000 QK226),2000 QK226,
3046161,0.1921,44.01,35.554,2.49,       (2000 QL226),2000 QL226,
3078882,0.1290,42.52,37.032,0.34,       (2000 QN251),2000 QN251,
3147569,0.1234,43.24,37.908,11.72,       (2000 QJ252),2000 QJ252,
3147570,0.1966,45.15,36.272,7.69,       (2000 QK252),2000 QK252,
3147571,0.2566,46.16,34.317,23.61,       (2000 QL252),2000 QL252,
3147573,0.0001,36.51,36.504,1.56,       (2000 QN252),2000 QN252,
3147574,0.1464,45.56,38.888,13.14,       (2000 QO252),2000 QO252,
3054351,0.0000,46.38,46.377,6.26,       (2000 SB331),2000 SB331,
3054352,0.0001,46.48,46.478,8.83,       (2000 SC331),2000 SC331,
3054353,0.0000,43.69,43.687,2.62,       (2000 SD331),2000 SD331,
3054354,0.0000,43.53,43.523,5.21,       (2000 SE331),2000 SE331,
3054355,0.0000,44.02,44.018,4.09,       (2000 SF331),2000 SF331,
3054356,0.0000,44.16,44.156,2.36,       (2000 SG331),2000 SG331,
3054357,0.0000,44.76,44.754,2.89,       (2000 SH331),2000 SH331,
3054358,0.0000,41.42,41.420,2.52,       (2000 SJ331),2000 SJ331,
3054359,0.2041,46.75,37.206,2.77,       (2000 SK331),2000 SK331,
3054360,0.0000,41.83,41.829,2.64,       (2000 SL331),2000 SL331,
3054361,0.4368,57.35,32.300,12.01,       (2000 SM331),2000 SM331,
3054363,0.0709,43.16,40.100,2.27,       (2000 SO331),2000 SO331,
3054364,0.1034,43.01,38.566,2.94,       (2000 SP331),2000 SP331,
3054365,0.7068,69.81,20.472,5.44,       (2000 SQ331),2000 SQ331,
3054366,0.4436,55.96,31.134,4.26,       (2000 SR331),2000 SR331,
3054367,0.5214,63.68,30.481,2.98,       (2000 SS331),2000 SS331,
3054368,0.1175,42.55,37.546,3.38,       (2000 ST331),2000 ST331,
3054369,0.4735,59.85,31.516,3.50,       (2000 SU331),2000 SU331,
3114049,0.0853,43.8,40.062,5.64,       (2000 SW370),2000 SW370,
3114050,0.0001,45.04,45.036,18.38,       (2000 SX370),2000 SX370,
3110788,0.0446,43.77,41.820,1.83,       (2000 SY370),2000 SY370,
3057542,0.0320,43.75,42.353,2.23,       (2000 WV12),2000 WV12,
3057543,0.4194,53.49,31.056,2.49,       (2000 WW12),2000 WW12,
3057544,0.1354,43.68,37.760,11.83,       (2000 WX12),2000 WX12,
3063123,0.0614,43.81,41.124,4.29,       (2000 WL183),2000 WL183,
3063124,0.1086,45.2,40.291,7.42,       (2000 WM183),2000 WM183,
3063125,0.1148,45.02,39.852,4.03,       (2000 WN183),2000 WN183,
3063126,0.0647,44.09,41.241,2.44,       (2000 WO183),2000 WO183,
3063128,0.0289,44.18,42.899,0.79,       (2000 YV1),2000 YV1,
3063129,0.0001,42.92,42.915,1.15,       (2000 YW1),2000 YW1,
3063130,0.0784,45.92,42.319,4.54,       (2000 YX1),2000 YX1,
3063131,0.5326,64.16,29.989,7.85,       (2000 YY1),2000 YY1,
3063132,0.1302,44.83,38.992,5.52,       (2000 YZ1),2000 YZ1,
3063133,0.0578,44.39,41.827,1.87,       (2000 YA2),2000 YA2,
3063136,0.1033,42.94,38.501,21.52,       (2000 YD2),2000 YD2,
3063137,0.2111,48.35,38.144,3.82,       (2000 YE2),2000 YE2,
3063138,0.0739,45.89,42.494,2.00,       (2000 YF2),2000 YF2,
3063139,0.0852,42.82,39.173,24.71,       (2000 YG2),2000 YG2,
3065186,0.3067,39.41,27.323,7.70,       (2000 YB29),2000 YB29,
3074779,0.2829,39.51,28.334,23.76,       (2000 YQ142),2000 YQ142,
3080639,0.0991,44.9,40.451,2.39,       (2000 YY142),2000 YY142,
3078284,0.0401,43,41.274,3.79,       (2001 DB106),2001 DB106,
3078285,0.0630,42.06,39.411,1.91,       (2001 DC106),2001 DC106,
3078286,0.0947,43.86,39.709,1.82,       (2001 DD106),2001 DD106,
3078236,0.0000,44.47,44.465,1.52,       (2001 DR106),2001 DR106,
3078270,0.0000,42.57,42.571,6.25,       (2001 DS106),2001 DS106,
3092471,0.0001,45.44,45.436,2.92,       (2001 DM108),2001 DM108,
3092472,0.0000,45.47,45.463,8.29,       (2001 DN108),2001 DN108,
3092509,0.0001,42.95,42.949,2.57,       (2001 DO108),2001 DO108,
3092510,0.3068,39.46,27.356,1.32,       (2001 DP108),2001 DP108,
3102675,0.0000,45.43,45.426,2.57,       (2001 DQ108),2001 DQ108,
3114101,0.0000,45.87,45.868,3.03,       (2001 DS108),2001 DS108,
3114102,0.1884,39.5,32.063,1.85,       (2001 DT108),2001 DT108,
3117456,0.0488,45.03,42.835,3.35,       (2001 DU108),2001 DU108,
3117457,0.2799,46.5,33.483,4.66,       (2001 DV108),2001 DV108,
3078247,0.0614,44.19,41.474,4.04,       (2001 ES24),2001 ES24,
3074749,0.2670,39.16,28.703,24.78,       (2001 FU172),2001 FU172,
3078249,0.0872,43.18,39.417,4.34,       (2001 FB185),2001 FB185,
3078231,0.1022,42.95,38.562,20.01,       (2001 FC185),2001 FC185,
3078884,0.0743,43.96,40.694,3.56,       (2001 FL185),2001 FL185,
3078891,0.0422,43.25,41.427,4.60,       (2001 FS185),2001 FS185,
3078892,0.1084,46.97,41.876,19.55,       (2001 FT185),2001 FT185,
3092420,0.0001,46.5,46.498,2.84,       (2001 FC193),2001 FC193,
3092421,0.0001,44.79,44.788,12.54,       (2001 FD193),2001 FD193,
3092423,0.0001,44.74,44.732,1.95,       (2001 FF193),2001 FF193,
3092426,0.0807,39.35,36.178,1.11,       (2001 FJ193),2001 FJ193,
3120878,0.1357,43.96,37.994,12.28,       (2001 FJ194),2001 FJ194,
3120879,0.6330,76.33,28.010,8.81,       (2001 FK194),2001 FK194,
3120881,0.3608,53.65,34.294,28.72,       (2001 FM194),2001 FM194,
3120882,0.4774,66.95,34.989,7.42,       (2001 FN194),2001 FN194,
3078287,0.0662,43.66,40.775,1.01,       (2001 HA59),2001 HA59,
3078896,0.0253,44.21,43.096,3.22,       (2001 KF76),2001 KF76,
3078897,0.3400,51.27,33.840,1.55,       (2001 KG76),2001 KG76,
3078898,0.1232,46.01,40.339,3.26,       (2001 KH76),2001 KH76,
3078901,0.1013,44.32,39.831,1.34,       (2001 KL76),2001 KL76,
3078902,0.0750,44.87,41.505,1.42,       (2001 KM76),2001 KM76,
3078906,0.0954,42.57,38.507,6.26,       (2001 KQ76),2001 KQ76,
3078908,0.0922,43.63,39.607,2.79,       (2001 KS76),2001 KS76,
3078912,0.2141,45.84,36.025,10.48,       (2001 KW76),2001 KW76,
3078914,0.2352,39.26,30.028,3.98,       (2001 KY76),2001 KY76,
3078915,0.5163,79.01,38.219,25.71,       (2001 KZ76),2001 KZ76,
3078916,0.0949,47.27,42.781,11.95,       (2001 KA77),2001 KA77,
3078920,0.1820,45.28,37.041,21.03,       (2001 KE77),2001 KE77,
3078922,0.4468,61.41,33.968,15.51,       (2001 KG77),2001 KG77,
3102790,0.1426,43.74,37.504,20.77,       (2001 KO77),2001 KO77,
3080640,0.0912,44.91,40.811,9.10,       (2001 OJ108),2001 OJ108,
3080641,0.0319,43.02,41.650,2.00,       (2001 OK108),2001 OK108,
3080642,0.1074,45.55,40.662,2.69,       (2001 OL108),2001 OL108,
3080643,0.0373,46.05,44.333,12.22,       (2001 OM108),2001 OM108,
3080644,0.0365,42.8,41.233,1.15,       (2001 ON108),2001 ON108,
3080645,0.3221,50.85,34.467,1.24,       (2001 OO108),2001 OO108,
3080646,0.0141,45.3,44.657,2.32,       (2001 OQ108),2001 OQ108,
3080647,0.0976,45.66,41.198,2.59,       (2001 OR108),2001 OR108,
3080648,0.0000,46.45,46.452,1.49,       (2001 OS108),2001 OS108,
3080649,0.5155,66.93,32.429,1.39,       (2001 OT108),2001 OT108,
3080650,0.0000,46.75,46.750,27.49,       (2001 OU108),2001 OU108,
3082919,0.0987,46.05,41.508,6.79,       (2001 OY108),2001 OY108,
3082920,0.0507,43.39,41.189,2.10,       (2001 OZ108),2001 OZ108,
3092429,0.0168,43.61,42.880,0.55,       (2001 OG109),2001 OG109,
3092430,0.4911,68.41,34.817,3.56,       (2001 OM109),2001 OM109,
3080652,0.0726,40.09,37.185,8.71,       (2001 PK47),2001 PK47,
3092433,0.0811,44.65,41.033,4.41,       (2001 QQ297),2001 QQ297,
3092435,0.0000,43.8,43.796,5.23,       (2001 QS297),2001 QS297,
3092437,0.0001,43.7,43.699,3.39,       (2001 QU297),2001 QU297,
3092438,0.0000,43.97,43.974,2.41,       (2001 QV297),2001 QV297,
3092440,0.0327,44.35,42.899,0.91,       (2001 QX297),2001 QX297,
3092442,0.0630,44.41,41.614,1.85,       (2001 QZ297),2001 QZ297,
3092443,0.1921,46.45,37.527,23.65,       (2001 QA298),2001 QA298,
3092511,0.0205,44.08,43.178,4.81,       (2001 QW322),2001 QW322,
3092458,0.0392,43.36,41.666,2.96,       (2001 RW143),2001 RW143,
3092460,0.1483,42.35,36.068,6.90,       (2001 RY143),2001 RY143,
3147562,0.1235,44.2,38.737,0.95,       (2001 RL155),2001 RL155,
3092462,0.0968,46.04,41.588,3.18,       (2001 SD291),2001 SD291,
3092463,0.1333,45.42,39.364,1.58,       (2001 SE291),2001 SE291,
3092464,0.1011,43.25,38.876,5.06,       (2001 UA17),2001 UA17,
3092465,0.0676,39.64,36.959,4.97,       (2001 UB17),2001 UB17,
3092466,0.1454,39.6,33.842,2.96,       (2001 UC17),2001 UC17,
3092467,0.0677,44.53,41.513,3.60,       (2001 UN18),2001 UN18,
3092469,0.0702,48.11,44.735,1.17,       (2001 UP18),2001 UP18,
3092514,0.2514,39.71,29.728,18.63,       (2001 VN71),2001 VN71,
3102798,0.0774,43.52,40.155,6.50,       (2001 XU254),2001 XU254,
3102799,0.0000,45.66,45.657,5.87,       (2001 XV254),2001 XV254,
3102800,0.0000,42.33,42.330,5.92,       (2001 XW254),2001 XW254,
3102801,0.0270,43.87,42.685,1.75,       (2001 XX254),2001 XX254,
3102803,0.4453,74.65,41.405,1.95,       (2001 XB255),2001 XB255,
3102804,0.0509,43.89,41.659,2.32,       (2001 XC255),2001 XC255,
3102806,0.0000,43.5,43.496,10.25,       (2001 XE255),2001 XE255,
3102807,0.0000,43.99,43.985,1.40,       (2001 XF255),2001 XF255,
3102808,0.0671,43.92,40.967,2.35,       (2001 XG255),2001 XG255,
3102810,0.1097,37.76,33.618,10.94,       (2001 XJ255),2001 XJ255,
54179917,0.9652,75.23,2.617,17.57,       (2002 AR91),2002 AR91,
3114079,0.0001,42.73,42.723,3.20,       (2002 CO154),2002 CO154,
3114081,0.0512,44.26,41.989,3.21,       (2002 CQ154),2002 CQ154,
3114082,0.0003,42.64,42.625,4.60,       (2002 CR154),2002 CR154,
3114083,0.0456,42.99,41.027,1.18,       (2002 CS154),2002 CS154,
3114084,0.1117,46.61,41.407,3.54,       (2002 CT154),2002 CT154,
3114085,0.0594,43.71,41.111,3.35,       (2002 CU154),2002 CU154,
3114086,0.0722,45.67,42.373,15.30,       (2002 CV154),2002 CV154,
3114087,0.0716,46.24,42.928,26.91,       (2002 CW154),2002 CW154,
3114089,0.0810,44.13,40.555,0.98,       (2002 CY154),2002 CY154,
3114090,0.0563,43.25,40.816,10.08,       (2002 CZ154),2002 CZ154,
3114092,0.1318,46.48,40.360,16.82,       (2002 CX224),2002 CX224,
3114095,0.1314,41.8,36.306,5.10,       (2002 CA225),2002 CA225,
3114096,0.0761,43.88,40.539,3.78,       (2002 CB225),2002 CB225,
3117452,0.3918,53.12,32.303,5.47,       (2002 CZ248),2002 CZ248,
3120871,0.1502,39.53,33.587,5.54,       (2002 CC251),2002 CC251,
3120872,0.0151,42.48,41.838,1.43,       (2002 CD251),2002 CD251,
3120873,0.2631,39.08,28.803,9.30,       (2002 CE251),2002 CE251,
3120875,0.1603,46.85,39.341,3.09,       (2002 FV6),2002 FV6,
3120877,0.0680,45.11,42.045,24.16,       (2002 FX6),2002 FX6,
3120899,0.1927,39.46,31.859,8.63,       (2002 FP7),2002 FP7,
3126187,0.0170,42.73,42.005,2.35,       (2002 FW36),2002 FW36,
3126188,0.0523,44.04,41.736,1.13,       (2002 FX36),2002 FX36,
3126189,0.2931,31.84,22.511,5.35,       (2002 FY36),2002 FY36,
3126191,0.2464,39.22,29.557,2.66,       (2002 GW31),2002 GW31,
3126192,0.0711,43.31,40.229,2.20,       (2002 GX31),2002 GX31,
3126193,0.0200,43.5,42.630,0.52,       (2002 GY31),2002 GY31,
3126195,0.3267,51.9,34.944,15.16,       (2002 GA32),2002 GA32,
3126196,0.8240,200.7,35.323,14.20,       (2002 GB32),2002 GB32,
3126197,0.0493,43.39,41.254,2.20,       (2002 GC32),2002 GC32,
3126199,0.2285,39.09,30.161,15.73,       (2002 GE32),2002 GE32,
3126204,0.0165,43.8,43.077,2.60,       (2002 GK32),2002 GK32,
3126205,0.1218,39.24,34.464,7.09,       (2002 GL32),2002 GL32,
3126206,0.3433,39.41,25.883,28.59,       (2002 GM32),2002 GM32,
3126207,0.1766,38.96,32.080,10.19,       (2002 GN32),2002 GN32,
3126208,0.0852,39.29,35.943,12.64,       (2002 GO32),2002 GO32,
3126210,0.1789,39.44,32.388,5.81,       (2002 GQ32),2002 GQ32,
3126211,0.2732,39.33,28.582,3.33,       (2002 GR32),2002 GR32,
3126212,0.1051,42,37.584,4.32,       (2002 GS32),2002 GS32,
3126213,0.1840,39.38,32.136,2.26,       (2002 GT32),2002 GT32,
3126214,0.0828,39.54,36.267,21.86,       (2002 GU32),2002 GU32,
3126216,0.0779,34.88,32.168,6.37,       (2002 GW32),2002 GW32,
3126220,0.0001,43.02,43.019,1.04,       (2002 GA33),2002 GA33,
3126221,0.0001,45.55,45.545,3.72,       (2002 GB33),2002 GB33,
3127397,0.1904,39.01,31.584,8.67,       (2002 GH166),2002 GH166,
3127398,0.2064,39.25,31.149,4.88,       (2002 GJ166),2002 GJ166,
3137709,0.0001,44.44,44.440,1.53,       (2002 PN147),2002 PN147,
3137702,0.0001,43.05,43.043,6.08,       (2002 PE149),2002 PE149,
3137703,0.0001,42.89,42.888,4.44,       (2002 PF149),2002 PF149,
3137705,0.0566,42.91,40.479,8.88,       (2002 PH149),2002 PH149,
3137706,0.0763,45.36,41.899,9.66,       (2002 PJ149),2002 PJ149,
3137707,0.0001,37.11,37.108,4.79,       (2002 PK149),2002 PK149,
3137710,0.0000,42.25,42.251,0.79,       (2002 PN149),2002 PN149,
3137711,0.0567,44.24,41.727,0.67,       (2002 PO149),2002 PO149,
3137712,0.0885,41.16,37.514,34.69,       (2002 PP149),2002 PP149,
3137714,0.1733,44.31,36.630,28.76,       (2002 PQ149),2002 PQ149,
54197677,0.1003,45.69,41.110,2.31,       (2002 PR149),2002 PR149,
3137704,0.1412,43.97,37.760,5.53,       (2002 PG150),2002 PG150,
3137747,0.0000,43.16,43.163,2.41,       (2002 PR152),2002 PR152,
3137748,0.1194,43.4,38.220,0.89,       (2002 PS152),2002 PS152,
3137749,0.0000,45.66,45.659,5.59,       (2002 PT152),2002 PT152,
3137750,0.0437,44.53,42.581,1.23,       (2002 PU152),2002 PU152,
3137751,0.0609,44.19,41.492,0.77,       (2002 PV152),2002 PV152,
3137752,0.0000,45.4,45.403,7.41,       (2002 PW152),2002 PW152,
3137753,0.0384,44.47,42.766,1.01,       (2002 PX152),2002 PX152,
3137754,0.0064,43.62,43.337,5.21,       (2002 PY152),2002 PY152,
3137755,0.1225,43.78,38.421,33.29,       (2002 PZ152),2002 PZ152,
3137756,0.0648,45.54,42.591,2.33,       (2002 PA153),2002 PA153,
3137757,0.0000,43.88,43.882,3.58,       (2002 PB153),2002 PB153,
3137758,0.0547,45.08,42.615,2.22,       (2002 PC153),2002 PC153,
3137759,0.0000,46.58,46.582,0.36,       (2002 PD153),2002 PD153,
3137760,0.0636,44.04,41.235,0.88,       (2002 PE153),2002 PE153,
3137761,0.0947,45.69,41.365,1.49,       (2002 PF153),2002 PF153,
3137762,0.0833,45.03,41.283,1.03,       (2002 PG153),2002 PG153,
3137857,0.0001,46.42,46.413,2.13,       (2002 PJ153),2002 PJ153,
3137858,0.0532,43.86,41.524,4.25,       (2002 PK153),2002 PK153,
3137859,0.0000,43.58,43.580,0.48,       (2002 PL153),2002 PL153,
3137860,0.1215,43.94,38.603,18.30,       (2002 PM153),2002 PM153,
3137861,0.0000,44.89,44.888,1.58,       (2002 PN153),2002 PN153,
3137862,0.0000,44.1,44.097,5.83,       (2002 PO153),2002 PO153,
3137863,0.0000,45.16,45.161,0.88,       (2002 PP153),2002 PP153,
3147563,0.0112,43.45,42.967,5.77,       (2002 PD155),2002 PD155,
3147564,0.0001,43.05,43.046,11.41,       (2002 PE155),2002 PE155,
3316062,0.0823,44.36,40.714,0.86,       (2002 PR170),2002 PR170,
3316063,0.0828,44.09,40.436,2.31,       (2002 PS170),2002 PS170,
3315177,0.2267,48.08,37.182,1.92,       (2002 PU170),2002 PU170,
3315180,0.0376,42.83,41.223,1.57,       (2002 PX170),2002 PX170,
3315181,0.0284,43.2,41.978,3.02,       (2002 PY170),2002 PY170,
3316064,0.0364,42.75,41.190,1.27,       (2002 PZ170),2002 PZ170,
3315182,0.0756,44.53,41.160,2.51,       (2002 PA171),2002 PA171,
3315184,0.0581,44.91,42.299,3.58,       (2002 PC171),2002 PC171,
3221149,0.9961,680.9,2.684,58.23,       (2002 RN109),2002 RN109,
3141506,0.0001,44.17,44.164,2.53,       (2002 TA301),2002 TA301,
3141507,0.0001,43.2,43.199,1.72,       (2002 TB301),2002 TB301,
3141508,0.0001,45.77,45.768,1.13,       (2002 TC301),2002 TC301,
3141509,0.0001,43.37,43.363,1.37,       (2002 TD301),2002 TD301,
3141510,0.0001,45.23,45.228,8.36,       (2002 TE301),2002 TE301,
3141511,0.0001,44.71,44.710,3.27,       (2002 TF301),2002 TF301,
3141512,0.0001,45.55,45.551,2.12,       (2002 TG301),2002 TG301,
3141513,0.0380,39.67,38.166,1.54,       (2002 TH301),2002 TH301,
3141514,0.0332,43.66,42.214,1.57,       (2002 TJ301),2002 TJ301,
3141516,0.0453,43.3,41.337,1.58,       (2002 TL301),2002 TL301,
3141517,0.3031,39.37,27.440,6.45,       (2002 TM301),2002 TM301,
3147001,0.0828,45.74,41.949,3.15,       (2002 VZ94),2002 VZ94,
3147002,0.0935,44.79,40.606,1.98,       (2002 VA95),2002 VA95,
3147003,0.1052,39.38,35.234,12.25,       (2002 VB95),2002 VB95,
3147004,0.0002,46.85,46.838,2.46,       (2002 VC95),2002 VC95,
3147005,0.0870,43.32,39.550,20.46,       (2002 VD95),2002 VD95,
3143126,0.0604,44.84,42.132,3.24,       (2002 VE130),2002 VE130,
3143127,0.1203,46.15,40.593,19.47,       (2002 VF130),2002 VF130,
3144139,0.1759,42.71,35.201,2.38,       (2002 VV130),2002 VV130,
3144140,0.0908,46.28,42.074,1.84,       (2002 VW130),2002 VW130,
3144128,0.2289,39.84,30.721,1.32,       (2002 VX130),2002 VX130,
3144129,0.2101,39.35,31.083,27.95,       (2002 VY130),2002 VY130,
3144130,0.0918,45.81,41.605,8.39,       (2002 VZ130),2002 VZ130,
3144132,0.0338,43.45,41.982,1.53,       (2002 VB131),2002 VB131,
3144133,0.0053,46.11,45.865,2.36,       (2002 VC131),2002 VC131,
3144134,0.0660,45.48,42.475,0.85,       (2002 VD131),2002 VD131,
3144135,0.1829,45.74,37.372,18.73,       (2002 VE131),2002 VE131,
3144136,0.0605,44.43,41.745,1.81,       (2002 VF131),2002 VF131,
3267921,0.1500,39.8,33.833,2.78,       (2002 VD138),2002 VD138,
3330187,0.0459,43.35,41.365,2.55,       (2002 WL21),2002 WL21,
3146497,0.2155,39.47,30.962,7.01,       (2002 XD91),2002 XD91,
3146498,0.1176,46.3,40.854,6.25,       (2002 XE91),2002 XE91,
3145522,0.1126,44.6,39.580,4.42,       (2002 XF91),2002 XF91,
3145523,0.2242,39.5,30.647,14.96,       (2002 XG91),2002 XG91,
3145525,0.2704,39.6,28.895,8.42,       (2002 XJ91),2002 XJ91,
3250609,0.2252,39.52,30.618,16.24,       (2002 XP114),2002 XP114,
3157771,0.0360,42.73,41.188,1.49,       (2003 BF91),2003 BF91,
3157772,0.0994,43.44,39.119,2.45,       (2003 BG91),2003 BG91,
3157773,0.0321,43.97,42.554,1.96,       (2003 BH91),2003 BH91,
3153497,0.0895,45.13,41.095,0.49,       (2003 FH127),2003 FH127,
3153498,0.2514,44.52,33.329,22.91,       (2003 FJ127),2003 FJ127,
3153500,0.2383,39.17,29.837,3.49,       (2003 FL127),2003 FL127,
3153501,0.0620,43.52,40.826,4.30,       (2003 FM127),2003 FM127,
3153504,0.0234,38.14,37.245,5.31,       (2003 FD128),2003 FD128,
3154496,0.6105,70.64,27.511,18.72,       (2003 FH129),2003 FH129,
3330188,0.3806,61.29,37.962,5.80,       (2003 FZ129),2003 FZ129,
3330189,0.0267,42.39,41.255,0.29,       (2003 FA130),2003 FA130,
3330589,0.1119,42.99,38.176,24.40,       (2003 FB130),2003 FB130,
3154497,0.0487,44.35,42.189,6.52,       (2003 GM53),2003 GM53,
3157342,0.0576,45.28,42.669,5.95,       (2003 GF55),2003 GF55,
3330190,0.2270,47.02,36.351,29.60,       (2003 HX56),2003 HX56,
3330192,0.0052,43.38,43.156,2.55,       (2003 HZ56),2003 HZ56,
3330193,0.1677,39.22,32.643,27.68,       (2003 HA57),2003 HA57,
3330198,0.1911,39.14,31.663,1.42,       (2003 HF57),2003 HF57,
3330200,0.0826,43.76,40.151,1.44,       (2003 HH57),2003 HH57,
3330590,0.2501,39.69,29.761,22.18,       (2003 HJ57),2003 HJ57,
3330591,0.0750,43.41,40.159,6.39,       (2003 HK57),2003 HK57,
3330592,0.6447,79.04,28.086,6.33,       (2003 HL57),2003 HL57,
3330593,0.6785,41.95,13.489,10.78,       (2003 HM57),2003 HM57,
3330594,0.0646,44.33,41.467,1.99,       (2003 HN57),2003 HN57,
3330595,0.1498,46.02,39.126,3.49,       (2003 HO57),2003 HO57,
3330596,0.1869,46.65,37.935,37.91,       (2003 HP57),2003 HP57,
3157343,0.0456,43.69,41.699,1.79,       (2003 KO20),2003 KO20,
3157344,0.1198,44.87,39.492,1.92,       (2003 KP20),2003 KP20,
3157346,0.0001,43.48,43.477,6.82,       (2003 LZ6),2003 LZ6,
3157347,0.5258,75.66,35.876,5.65,       (2003 LA7),2003 LA7,
3157349,0.1167,45.15,39.880,4.81,       (2003 LC7),2003 LC7,
3157350,0.0416,42.93,41.146,2.30,       (2003 LD7),2003 LD7,
3157351,0.2062,39.34,31.226,19.37,       (2003 LE7),2003 LE7,
3157352,0.1112,38.86,34.536,3.19,       (2003 LF7),2003 LF7,
3157774,0.1688,47.03,39.097,6.99,       (2003 LD9),2003 LD9,
54260726,0.4502,35.84,19.703,2.41,       (2003 MM13),2003 MM13,
3358676,0.5192,69.39,33.363,20.70,       (2003 OS33),2003 OS33,
3160772,0.0585,44.15,41.567,2.42,       (2003 QT90),2003 QT90,
3160773,0.0117,43.52,43.011,1.82,       (2003 QU90),2003 QU90,
3160776,0.0199,43.9,43.025,3.20,       (2003 QX90),2003 QX90,
3160777,0.0501,42.91,40.762,3.77,       (2003 QY90),2003 QY90,
3160778,0.0001,43.58,43.575,6.36,       (2003 QZ90),2003 QZ90,
3160781,0.0004,43.47,43.453,2.65,       (2003 QC91),2003 QC91,
3160782,0.0340,43.48,41.997,2.22,       (2003 QD91),2003 QD91,
3160749,0.0487,43.2,41.098,3.47,       (2003 QE91),2003 QE91,
3160750,0.0346,43.2,41.706,2.18,       (2003 QF91),2003 QF91,
3160751,0.0220,42.63,41.694,2.20,       (2003 QG91),2003 QG91,
3160753,0.0438,44.43,42.482,2.49,       (2003 QJ91),2003 QJ91,
3160755,0.0145,43.24,42.613,1.54,       (2003 QL91),2003 QL91,
3160756,0.0503,43.43,41.248,3.04,       (2003 QM91),2003 QM91,
3160757,0.1111,42.8,38.040,4.32,       (2003 QN91),2003 QN91,
3160759,0.0964,36.66,33.125,6.53,       (2003 QP91),2003 QP91,
3160762,0.1472,46.45,39.616,3.81,       (2003 QS91),2003 QS91,
3160764,0.1193,42.76,37.657,26.00,       (2003 QU91),2003 QU91,
3160765,0.3502,39.49,25.662,32.95,       (2003 QV91),2003 QV91,
3160766,0.2725,39.46,28.709,5.21,       (2003 QW91),2003 QW91,
3160767,0.2530,43.97,32.845,27.65,       (2003 QX91),2003 QX91,
3160768,0.6126,82.49,31.955,26.15,       (2003 QY91),2003 QY91,
3160805,0.1111,44.39,39.461,11.32,       (2003 QB112),2003 QB112,
3160854,0.0419,43.22,41.406,4.23,       (2003 QE112),2003 QE112,
3166082,0.8469,86.6,13.259,16.39,       (2003 QM112),2003 QM112,
3166083,0.5036,33.33,16.545,7.00,       (2003 QO112),2003 QO112,
3330597,0.0320,45.33,43.882,2.91,       (2003 QY113),2003 QY113,
3330204,0.2747,39.62,28.738,6.55,       (2003 SO317),2003 SO317,
3385835,0.8001,198.3,39.643,16.79,       (2003 SS422),2003 SS422,
3330211,0.0922,44.72,40.596,0.95,       (2003 TJ58),2003 TJ58,
3330212,0.0589,43.34,40.782,3.35,       (2003 TK58),2003 TK58,
3330213,0.0501,43.81,41.617,7.72,       (2003 TL58),2003 TL58,
3167339,0.8946,33.36,3.515,18.88,       (2003 UY283),2003 UY283,
3170249,0.0001,44.92,44.918,23.56,       (2003 US291),2003 US291,
3170250,0.0548,43.1,40.732,1.61,       (2003 UT291),2003 UT291,
3170252,0.0296,43.96,42.663,2.10,       (2003 UV291),2003 UV291,
3170253,0.0001,44.61,44.608,11.72,       (2003 UW291),2003 UW291,
3170254,0.0001,46.5,46.494,10.55,       (2003 UX291),2003 UX291,
3170255,0.1666,49.66,41.383,3.54,       (2003 UY291),2003 UY291,
3170256,0.1307,45.46,39.514,5.32,       (2003 UZ291),2003 UZ291,
3170257,0.1495,46.76,39.772,11.19,       (2003 UA292),2003 UA292,
3170258,0.0482,47.42,45.138,19.23,       (2003 UB292),2003 UB292,
3170259,0.0870,45.12,41.195,3.90,       (2003 UC292),2003 UC292,
3170260,0.1101,45.99,40.930,7.69,       (2003 UD292),2003 UD292,
3170261,0.1348,43.47,37.608,18.51,       (2003 UE292),2003 UE292,
3170262,0.1268,44.78,39.104,30.90,       (2003 UF292),2003 UF292,
3170263,0.0985,43.42,39.142,7.07,       (2003 UG292),2003 UG292,
