Name,mag.,a(AU),e,sinI,n(deg/yr),g("/yr),s("/yr),LCEx1E6,My,
2104,9.97,3.1930135,0.1184438,0.3377001,63.079951,105.215572,-70.247354,4.76,-2
2105,11.14,2.3891787,0.1933128,0.4743132,97.475353,7.192433,-33.039704,3.66,2
2106,12.23,2.7034495,0.0646780,0.1316276,80.972203,53.571492,-53.935796,3.83,-2
2107,11.64,2.6268697,0.0607623,0.1644209,84.540614,47.420903,-48.871496,1.70,-2
2108,12.05,2.4362457,0.0393181,0.1932795,94.659585,34.606314,-39.688077,2.99,2
2109,11.82,2.6914325,0.2190904,0.1244297,81.513285,54.393623,-66.198102,0.78,-2
2110,13.14,2.1980392,0.1196233,0.0180315,110.459955,33.038551,-34.854457,18.12,2
2111,10.71,3.0185852,0.0614237,0.1757465,68.623535,74.041753,-71.435107,1.58,-2
2112,12.34,2.2546501,0.1233695,0.0707910,106.323730,34.383323,-36.732812,74.42,2
2113,12.68,2.4737468,0.0725276,0.1058906,92.513810,40.456710,-43.542113,2.24,2
2114,11.77,3.2031765,0.1652729,0.0260552,62.768348,258.446007,-123.415514,21.80,-2
2115,11.15,3.0104612,0.0870563,0.1716650,68.901347,73.951210,-73.001464,1.53,-2
2116,12.24,2.5887169,0.0219837,0.1553801,86.417187,46.793449,-46.546443,1.46,-2
2117,11.74,2.8702575,0.0495752,0.0372960,74.012827,71.186920,-65.848337,1.77,-2
2119,13.07,2.2512647,0.1292964,0.0771311,106.565116,34.111773,-36.761213,7.91,2
2120,10.96,3.0624317,0.1029622,0.3155385,67.157966,49.327097,-64.795373,1.52,-2
2121,12.28,2.1835741,0.1213423,0.0762891,111.559840,31.931340,-34.270149,6.79,2
2122,11.99,2.4017592,0.0108257,0.1246981,96.705648,37.446478,-39.451108,2.45,2
2123,11.55,2.8601990,0.0398053,0.0358603,74.403883,70.279684,-64.823256,1.49,-2
2124,11.71,3.0234146,0.0849743,0.1765678,68.458812,74.820771,-73.430134,15.75,-2
2125,11.95,2.7866725,0.0775772,0.0440275,77.369494,63.599792,-61.469214,1.49,-2
2126,12.57,2.3900853,0.0987439,0.1552492,97.415326,35.954068,-40.036740,5.23,2
2127,10.99,3.2073388,0.0440376,0.2060686,62.654257,188.688523,-76.697512,103.58,10
2129,14.22,2.1809382,0.1321759,0.0791589,111.762115,31.786755,-34.548236,5.68,2
2130,13.03,2.2528866,0.1417889,0.0979321,106.450121,33.727100,-37.083405,9.35,2
2131,12.45,1.8871149,0.1370196,0.5727855,138.862970,-14.904267,-19.057222,84.38,2
2132,11.52,2.7809816,0.0637933,0.0801240,77.607566,61.635262,-59.818929,1.49,-2
2133,13.02,2.4104473,0.1440373,0.1060969,96.182445,38.997365,-43.513061,0.38,2
2134,12.80,2.6383291,0.1295108,0.5117213,83.997434,-42.144466,-42.117944,1.82,10
2136,11.26,3.0206618,0.0835653,0.1742381,68.552499,74.810277,-73.298785,1.46,-2
2137,11.08,3.1824185,0.0717726,0.2172267,63.391737,132.429634,-78.197807,0.32,-2
2138,11.56,2.6860887,0.0806306,0.0846678,81.758274,55.449384,-54.761873,2.01,-2
2139,12.70,2.4604601,0.1602190,0.0559443,93.263578,43.716731,-47.371515,18.66,2
2140,11.40,2.9881570,0.0279481,0.1418297,69.674561,75.025111,-69.998139,0.00,-2
2141,11.54,2.8039496,0.1023839,0.1236112,76.655570,60.595761,-62.219766,1.50,-2
2142,11.91,3.1743821,0.1359219,0.0181245,63.625146,170.298805,-103.833601,129.02,10
2143,13.47,2.2807612,0.1938019,0.1320745,104.504606,33.693720,-40.233037,45.16,2
2144,11.28,2.8755177,0.0457617,0.0369753,73.809726,71.630444,-66.068217,1.48,-2
2145,10.91,3.2173599,0.1028284,0.2839044,62.363791,201.547414,-76.313447,1.08,-2
2147,11.85,3.1709921,0.0624387,0.1612042,63.733281,134.176660,-81.989129,7.22,-2
2149,11.68,2.5496020,0.0968054,0.1212532,88.413547,49.412744,-47.535050,0.29,10
2150,12.93,1.9131536,0.0567383,0.4268481,136.037034,10.059326,-20.559032,1.20,10
2151,11.03,2.5619746,0.0925293,0.2605566,87.775416,37.380567,-43.709191,1.53,-2
2152,10.80,3.1348626,0.1911013,0.2549052,64.839400,87.200985,-90.776451,2.07,-2
2153,11.92,3.1170529,0.1522572,0.0186927,65.391275,121.884031,-100.844580,2.33,-2
