Name,mag.,a(AU),e,sinI,n(deg/yr),g("/y),s("/yr),LCEx1E6,My
2014ST349,7.22,46.7378609,0.1631523,0.2139727,1.129840,0.249926,-0.296955,1.42,100
2014SV373,6.67,55.4650435,0.3331463,0.1550433,0.873909,-0.158111,-0.115707,0.03,100
2014TA115,8.03,42.3318644,0.0977528,0.0933476,1.310757,-1.310731,-0.446342,0.06,100
2014TB86,6.63,45.5976113,0.1805177,0.3077461,1.172459,0.198623,-0.292342,0.78,100
2014TC115,7.43,54.8935316,0.3008458,0.1528577,0.887638,0.197319,-0.207895,5.08,100
2014TD115,7.72,46.0318592,0.2074500,0.2217675,1.155575,0.277701,-0.352200,9.83,100
2014TD116,7.36,46.5161995,0.1949168,0.1397894,1.137952,0.332961,-0.371327,2.77,100
2014TF116,6.54,42.3297181,0.2365531,0.0635869,1.310874,-0.256084,-0.456154,3.70,100
2014TG115,6.86,45.2614536,0.1143391,0.1744801,1.185567,0.294714,-0.339141,0.06,100
2014TH115,8.58,39.4596440,0.1530904,0.1419780,1.456441,-1.269327,-0.453023,0.38,100
2014TJ115,8.69,36.4856869,0.0526715,0.2147841,1.638059,-8.208832,-0.693160,5.45,100
2014TL95,7.83,43.7285284,0.1911069,0.1543264,1.248466,-0.106630,-0.429304,1.09,100
2014TP115,8.27,55.4322822,0.3125766,0.1697864,0.875023,0.380598,-0.245553,6.88,100
2014TQ115,8.18,42.3284193,0.2394590,0.2161435,1.310861,-0.377930,-0.312078,0.40,100
2014TR115,6.58,43.7252851,0.1435983,0.1362094,1.248667,0.221486,-0.450077,2.02,100
2014TT115,6.17,47.8015486,0.1021889,0.1560036,1.092297,-0.079887,-0.221080,1.26,100
2014TT85,8.16,40.5879749,0.0735450,0.2743981,1.396123,0.364898,-0.479767,0.16,100
2014TV115,7.65,40.7901929,0.0903316,0.3714949,1.385716,0.232108,-0.383674,0.42,100
2014TW115,7.65,41.8511126,0.0757341,0.3560575,1.333360,0.211824,-0.350811,0.10,100
2014TX85,6.94,40.6991432,0.1226061,0.3800097,1.390259,0.206798,-0.389857,5.45,100
2014TY114,7.45,43.8738889,0.0257241,0.2781545,1.242232,0.236295,-0.317808,0.04,100
2014UA230,6.58,55.4654665,0.2190964,0.2353228,0.873906,-0.172999,-0.121999,0.19,100
2014UA277,7.86,46.8898440,0.1742277,0.0997878,1.124355,0.343439,-0.350917,0.45,100
2014UB225,6.27,43.8202214,0.0531463,0.0346212,1.244559,0.428988,-0.422080,0.12,100
2014UB228,7.97,56.9340298,0.3305914,0.1356457,0.840337,0.086626,-0.173133,0.71,100
2014UB230,8.34,49.7962169,0.2743260,0.2023333,1.027105,0.257313,-0.299266,20.31,100
2014UC228,7.55,45.0158342,0.0613135,0.1103379,1.195292,0.332931,-0.349175,0.22,100
2014UC229,8.25,45.5994950,0.1049154,0.0763062,1.172418,0.342095,-0.352693,0.04,100
2014UC230,8.22,45.1704638,0.1149304,0.0613734,1.189167,0.379210,-0.382688,0.01,100
2014UD228,6.16,54.7600709,0.3305928,0.1489485,0.890703,0.208283,-0.242240,9.61,100
2014UD241,7.11,42.3258398,0.0971402,0.1777765,1.310974,0.143033,-0.438707,1.63,100
2014UE229,8.03,42.9739247,0.0482013,0.1359307,1.281494,0.399561,-0.437274,1.35,100
2014UE241,6.57,42.5400324,0.1049504,0.0790941,1.301178,0.673499,-0.540228,0.10,100
2014UF229,8.45,38.1944270,0.1068130,0.3522669,1.529347,-0.401188,-0.521062,1.68,100
2014UG228,7.97,55.1054888,0.3139080,0.0874519,0.882478,0.305563,-0.255708,3.71,100
2014UG277,7.92,40.1734733,0.0463224,0.3516592,1.417757,0.299051,-0.418047,0.12,100
2014UH192,6.70,47.7989862,0.2556471,0.2762188,1.092412,-0.049631,-0.217654,3.71,100
2014UH228,9.52,47.7994486,0.3229130,0.1026148,1.092381,-0.270802,-0.211432,0.38,100
2014UH229,8.39,44.0320467,0.0721770,0.1468581,1.235575,0.348684,-0.384901,0.05,100
2014UJ228,8.46,42.9731606,0.0995697,0.2599548,1.281500,0.282079,-0.380372,1.90,100
2014UJ229,8.09,41.4311871,0.0979724,0.3760648,1.353678,0.200944,-0.356895,0.28,100
2014UJ277,7.12,43.3552462,0.0856251,0.2081705,1.264613,0.323159,-0.390947,0.07,100
2014UK228,7.54,57.7222086,0.3533368,0.1468801,0.823846,0.249840,-0.220889,6.67,100
2014UK229,8.59,42.7607403,0.0611122,0.0638908,1.291117,0.486911,-0.486939,0.81,100
2014UK231,8.25,43.8303730,0.0783601,0.1347228,1.244121,0.399068,-0.404536,0.10,100
2014UK277,7.64,53.2068947,0.2773135,0.2893247,0.930148,0.161567,-0.183901,1.27,100
2014UL228,8.16,46.6319027,0.1373192,0.1041828,1.133696,0.314188,-0.324432,0.06,100
2014UL229,8.06,42.7329475,0.0924396,0.0880087,1.292369,0.517814,-0.506223,0.13,100
2014UL277,6.59,47.8000766,0.1248450,0.3601523,1.092328,-0.653337,-0.186312,0.17,100
2014UM229,8.53,43.7290123,0.1160147,0.1031652,1.248430,-0.337807,-0.411183,1.11,100
2014UM233,8.04,46.7877558,0.2230030,0.2062839,1.127911,0.290383,-0.351563,5.13,100
2014UN229,8.60,42.3445092,0.0409927,0.1426120,1.310533,0.707376,-0.460136,1.22,100
2014UN277,7.41,42.6556338,0.0228816,0.0488074,1.295883,0.522407,-0.482597,0.02,100
2014UO224,5.81,42.3297757,0.1703774,0.1442241,1.310859,-0.395728,-0.424593,2.02,100
2014UO228,9.11,39.4612010,0.1177936,0.1114648,1.456370,-2.038194,-0.504140,0.09,100
2014UO229,8.45,39.4589698,0.1526068,0.1826795,1.456436,-1.330863,-0.390674,0.48,100
2014UO277,8.53,36.4806097,0.0980940,0.2142307,1.638413,-3.102000,-0.609612,0.28,100
2014UP228,7.71,42.5076381,0.1102327,0.0914253,1.302613,0.799358,-0.548478,1.69,100
2014UP229,7.81,45.8159792,0.1765056,0.1229233,1.163867,0.380709,-0.392127,4.11,100
2014UQ228,8.22,43.7292061,0.1132196,0.0960969,1.248432,-0.290249,-0.394749,1.11,100
2014UR228,8.77,39.0220188,0.0907692,0.1420733,1.481094,1.247824,-0.901655,0.67,100
2014UR229,8.45,43.2204453,0.0442668,0.1090722,1.270552,0.409318,-0.433809,0.04,100
2014US228,7.82,47.7991902,0.3138756,0.1507720,1.092386,-0.235312,-0.216583,0.82,100
2014US229,8.31,55.4652967,0.3986297,0.0920959,0.873924,-0.064860,-0.139710,0.19,100
2014UT228,7.35,48.8835747,0.0954691,0.0865129,1.056258,0.231093,-0.236958,0.03,100
2014UT277,6.67,42.6779428,0.0516189,0.0613063,1.294867,0.494260,-0.488359,0.56,100
2014UW229,7.02,47.8003866,0.1809204,0.2531819,1.092331,-0.630763,-0.196454,0.03,100
2014UX276,7.34,45.2518563,0.0990987,0.1156027,1.185952,0.331657,-0.353826,0.03,100
2014UY228,8.01,43.4064418,0.0561756,0.0626077,1.262400,0.438824,-0.442804,0.03,100
2014UY229,7.10,47.8002896,0.2255123,0.0679674,1.092349,-0.504435,-0.212381,0.07,100
2014UZ229,8.28,41.7143650,0.0407360,0.2264014,1.339967,0.364722,-0.448174,0.10,100
2014UZ276,7.77,45.9323405,0.1666716,0.1484955,1.159693,0.317840,-0.361028,1.45,100
2014VK43,7.23,43.8518514,0.0607234,0.1447361,1.243199,0.359220,-0.389893,0.03,100
2014VL43,7.30,42.6863857,0.0703663,0.0511567,1.294594,0.532326,-0.504606,1.13,100
2014VV39,6.54,44.0025676,0.0204783,0.0235572,1.236828,0.405852,-0.403822,0.10,100
2014WG602,7.42,41.6896556,0.0699291,0.3872710,1.341104,0.181008,-0.333885,0.09,100
2014WK510,7.05,52.3205865,0.3543117,0.1356915,1.041588,0.261788,-0.820476,NaN,100
2014WL602,7.76,40.9053461,0.0215604,0.3632098,1.379870,0.212442,-0.374626,0.81,100
2014WM509,6.78,42.3289125,0.1138077,0.3824891,1.310813,-0.805685,-0.293307,0.07,100
2014WM517,7.50,47.8000100,0.1012290,0.2921765,1.092346,-0.296188,-0.194716,1.41,100
2014WO510,7.13,39.4580365,0.1792150,0.0939057,1.456467,-0.993575,-0.367605,0.03,100
2014WP509,4.52,45.0243261,0.0917264,0.1169348,1.194954,0.339344,-0.359452,0.12,100
2014WS509,6.28,44.3674577,0.0441487,0.0193318,1.221599,0.392324,-0.390602,0.03,100
2014WW509,5.36,42.6849299,0.1316583,0.3192806,1.294722,0.263536,-0.363649,4.97,100
2014WX601,7.27,39.4601148,0.1385117,0.1582523,1.456425,-1.449055,-0.475770,0.32,100
2014XW40,6.25,50.0872124,0.3121288,0.2925248,1.019492,0.144934,-0.259915,24.45,100
2015BC519,6.83,55.4653212,0.4164243,0.0447634,0.873928,-0.042176,-0.146598,1.59,100
2015BL518,6.90,45.7540077,0.2872397,0.2774791,1.162411,0.264943,-0.422791,NaN,100
2015BQ518,5.96,41.5573629,0.0547809,0.3046924,1.347540,0.269043,-0.396721,0.03,100
2015DB250,7.59,46.5462488,0.1937042,0.2058823,1.136819,0.272215,-0.329505,0.80,100
2015DC249,7.16,41.6192800,0.0899662,0.3626583,1.344509,0.152281,-0.358626,1.04,100
2015DF249,7.53,40.7939554,0.0179715,0.2507675,1.385567,0.372023,-0.476694,0.13,100
2015DM249,7.45,55.7409550,0.3208291,0.2328712,0.867477,0.261044,-0.204058,0.49,100
2015DU248,7.22,43.5325332,0.0289184,0.2714964,1.256876,0.245473,-0.333571,0.03,100
2015DV248,7.60,45.3741943,0.1506686,0.3668519,1.181110,0.149542,-0.257080,-0.01,100
2015DV249,7.20,52.9627873,0.3131701,0.2495904,0.936734,0.251440,-0.241038,11.27,100
2015DZ250,5.64,42.6854995,0.1380067,0.4000598,1.294351,0.176984,-0.309241,8.00,100
2015FA432,6.96,47.7984012,0.1440459,0.0643372,1.092404,-0.108104,-0.211803,1.81,100
2015FC475,6.76,42.6636527,0.0650930,0.0080224,1.295523,0.537396,-0.572719,0.25,100
2015FR345,7.04,39.4597499,0.1283893,0.2094685,1.456389,-1.830134,-0.397462,0.24,100
2015FS345,6.98,46.6027989,0.1209449,0.0289330,1.134754,0.330913,-0.327778,1.77,100
2015FV403,7.74,47.3948953,0.1971963,0.2120177,1.106468,0.402419,-0.327504,2.49,100
2015FW392,7.34,44.7058457,0.0908095,0.0478982,1.207755,0.387933,-0.392496,0.02,100
2015GA56,7.53,51.3820047,0.2983116,0.2586629,0.980014,0.193499,-0.243246,17.55,100
2015GA57,7.97,43.9565350,0.0695681,0.0148482,1.238775,0.426240,-0.424384,0.03,100
2015GA58,7.48,41.9375923,0.1504063,0.2850912,1.329100,0.353652,-0.444758,13.78,100
2015GA59,8.98,44.4043821,0.0915072,0.0401626,1.220079,0.409719,-0.410196,0.04,100
2015GB57,7.99,44.2243523,0.0706670,0.0300092,1.227529,0.407274,-0.408059,0.59,100
2015GB58,8.40,44.0385355,0.0996676,0.0467006,1.235319,0.435590,-0.436537,1.03,100
2015GB59,8.56,42.9510304,0.0604032,0.0404828,1.282537,0.480421,-0.479506,0.03,100
2015GC55,8.52,43.7287458,0.0814994,0.0551670,1.248466,-0.112583,-0.426716,0.53,100
2015GC57,7.99,44.2680915,0.0742226,0.0443018,1.225717,0.402462,-0.406537,0.08,100
2015GC58,7.85,44.1739927,0.0327078,0.0217494,1.229634,0.399131,-0.397333,0.13,100
2015GC59,8.50,43.4456414,0.0332947,0.0319309,1.260720,0.438621,-0.437253,0.78,100
2015GD55,9.09,43.7280228,0.1071310,0.1245397,1.248550,0.520936,-0.439186,1.50,100
2015GD56,7.93,65.1393403,0.4112791,0.1035080,0.686667,0.128831,-0.140665,10.47,100
2015GD57,7.66,46.3836801,0.0820237,0.0367917,1.142807,0.317646,-0.315073,0.03,100
2015GD58,7.87,43.6334232,0.0690120,0.0243674,1.252565,0.493708,-0.444530,0.49,100
2015GD59,7.44,44.7511254,0.0971750,0.0387295,1.205917,0.391545,-0.396167,0.74,100
2015GE55,8.07,43.7278672,0.0514093,0.0164332,1.248514,0.378656,-0.425652,1.24,100
2015GE56,8.73,43.1519330,0.0464149,0.0374518,1.273588,0.459514,-0.459246,0.11,100
2015GE57,8.30,43.0095969,0.0123798,0.0397623,1.279915,0.611195,-0.458720,0.03,100
2015GE58,8.59,42.8471530,0.0283437,0.0300248,1.287204,0.471434,-0.474316,0.03,100
2015GE59,8.10,43.2276402,0.0344694,0.2276536,1.270210,0.291257,-0.370585,0.04,100
2015GF55,9.34,43.7283101,0.2247215,0.1348209,1.248436,-0.362631,-0.333702,0.30,100
2015GF56,8.25,42.7413453,0.0148478,0.0282169,1.291987,0.530664,-0.478771,0.03,100
2015GF57,8.43,46.7408598,0.1561441,0.0286416,1.129741,0.355085,-0.352305,0.08,100
2015GF58,7.59,44.0087183,0.0743165,0.0186491,1.236581,0.421931,-0.423715,1.45,100
2015GF59,8.16,43.0550666,0.0582144,0.0075400,1.277892,0.479503,-0.524715,0.06,100
2015GG55,9.23,43.7177747,0.1577469,0.0879548,1.249574,0.551018,-0.526020,4.84,100
2015GG56,7.99,43.5790875,0.1029052,0.0523516,1.254911,0.541537,-0.476094,0.01,100
2015GG57,7.76,44.1021893,0.0652471,0.0332697,1.232631,0.410583,-0.411591,1.08,100
2015GG58,8.09,44.2258333,0.0713330,0.0090679,1.227467,0.410579,-0.410712,0.41,100
2015GG59,8.51,46.8637629,0.1824802,0.1395441,1.125293,0.322230,-0.343672,0.85,100
2015GH55,8.96,43.7291612,0.0921713,0.0510299,1.248793,0.561425,-0.455868,1.01,100
2015GH57,8.46,42.9011329,0.0270695,0.0281841,1.284779,0.468723,-0.470056,0.51,100
2015GH58,7.72,43.5610430,0.0240762,0.0055385,1.255684,0.434723,-0.429523,-0.02,100
2015GH59,8.55,43.4150742,0.0377574,0.0633885,1.262021,0.429475,-0.434651,0.01,100
2015GJ55,8.48,43.7288947,0.1683561,0.0378046,1.248467,-0.102602,-0.462024,0.75,100
2015GJ56,8.32,43.8726092,0.0585983,0.0421751,1.242329,0.421237,-0.420300,0.06,100
2015GJ57,7.69,43.3812778,0.0396553,0.0099185,1.263500,0.448765,-0.444622,0.03,100
2015GJ58,8.44,45.3805310,0.1126065,0.0353290,1.180920,0.370303,-0.374696,0.03,100
2015GJ59,8.23,45.1481793,0.0454910,0.0725869,1.190041,0.342315,-0.347712,0.03,100
2015GK56,7.71,44.6067565,0.1096055,0.0494200,1.211784,0.482225,-0.416286,0.47,100
2015GK57,8.96,44.0876698,0.0895605,0.0213369,1.233253,0.429227,-0.429145,0.10,100
2015GK58,8.08,44.1405950,0.1092073,0.1175290,1.231029,0.388375,-0.414664,0.06,100
2015GL55,7.58,43.7288774,0.0328078,0.1827544,1.248437,-0.267222,-0.391517,0.30,100
2015GL56,7.72,40.1357708,0.0826869,0.2867928,1.419726,0.427140,-0.498980,6.25,100
2015GL57,8.02,43.1722269,0.0195461,0.0163160,1.272669,0.453256,-0.452183,0.71,100
2015GL58,8.00,44.4315722,0.0542208,0.0281105,1.218944,0.390921,-0.390047,0.58,100
2015GM56,8.35,43.8725057,0.0442200,0.0394532,1.242333,0.414268,-0.415024,0.05,100
2015GM57,8.56,44.0999245,0.0605949,0.0328975,1.232751,0.408734,-0.409794,0.57,100
2015GM58,7.79,43.8384482,0.0497057,0.0206659,1.243783,0.425211,-0.420891,0.03,100
2015GN54,8.90,39.4603859,0.1673485,0.0585230,1.456471,-0.953190,-0.564971,0.27,100
2015GN56,8.71,42.7149319,0.0384165,0.0191790,1.293187,0.490892,-0.487882,0.03,100
2015GN57,8.36,44.9978121,0.0432666,0.0112403,1.196014,0.363085,-0.360398,0.07,100
2015GN58,7.45,46.1251203,0.1088802,0.0330619,1.152434,0.337966,-0.338859,0.02,100
2015GO55,8.50,42.3300492,0.1471439,0.0926594,1.310858,-0.401722,-0.492784,1.54,100
2015GO56,8.01,46.6784582,0.0629267,0.1840367,1.131982,0.243467,-0.270636,0.04,100
2015GO57,7.56,43.2462383,0.0423901,0.0274123,1.269424,0.454474,-0.453005,0.07,100
2015GO58,8.23,44.3284540,0.0437284,0.0682986,1.223215,0.379669,-0.385538,1.07,100
2015GP57,9.08,45.3020801,0.1883114,0.1066026,1.183716,0.421832,-0.447218,NaN,100
2015GP58,7.27,44.0962746,0.0801637,0.0259816,1.232891,0.420794,-0.421776,0.03,100
2015GQ50,7.08,46.2696650,0.1684653,0.1923694,1.147030,0.274123,-0.326414,2.05,100
2015GQ54,8.16,39.4579102,0.1722669,0.1898207,1.456462,-1.050472,-0.346477,0.03,100
2015GQ55,8.27,42.8950924,0.0942271,0.3609635,1.284900,0.184572,-0.315171,1.69,100
2015GQ56,7.37,43.0729116,0.1091481,0.3017736,1.277039,0.247221,-0.350924,0.98,100
2015GQ57,8.55,45.0624936,0.1026606,0.0214136,1.193445,0.393209,-0.385799,0.07,100
2015GQ58,7.81,45.7216605,0.1306248,0.0191001,1.167729,0.370206,-0.376023,0.08,100
2015GR50,6.69,53.6737938,0.2957645,0.0804188,0.918130,0.243938,-0.252139,15.47,100
2015GR55,9.03,38.6534307,0.0953596,0.4110385,1.502178,0.078434,-0.444275,4.21,100
2015GR56,7.72,44.2022187,0.0412629,0.0238530,1.228457,0.399219,-0.397827,0.03,100
2015GR57,7.71,44.0088908,0.0637606,0.0214826,1.236554,0.414599,-0.417902,1.32,100
2015GR58,8.94,44.0668420,0.0746877,0.0075493,1.234126,0.421956,-0.480711,0.03,100
2015GS50,6.77,47.7978498,0.2259679,0.0489576,1.092421,0.010559,-0.212730,12.76,100
2015GS56,8.01,43.2931734,0.0205631,0.0209247,1.267359,0.446081,-0.444509,0.03,100
2015GS57,7.89,44.0468798,0.0481780,0.0055611,1.234963,0.411147,-0.413228,0.22,100
2015GS58,8.46,43.3251331,0.0627970,0.0146830,1.265959,0.463902,-0.459928,0.18,100
2015GT55,9.53,45.9668111,0.2297975,0.1608325,1.159732,0.393659,-0.448220,NaN,100
2015GT56,8.31,45.7726701,0.0637649,0.1887076,1.165752,0.259099,-0.296921,0.12,100
2015GT57,8.55,43.9816718,0.0683840,0.0068670,1.237713,0.424382,-0.452995,0.03,100
2015GT58,7.48,43.9383459,0.0625650,0.0266546,1.239544,0.421416,-0.420442,0.11,100
2015GU54,8.58,39.4630361,0.0935011,0.0749139,1.456228,-3.574670,-0.465235,0.03,100
2015GU56,7.38,43.5009723,0.0372420,0.0233112,1.258287,0.439744,-0.435963,0.03,100
2015GU57,7.96,44.1891000,0.0766794,0.0136384,1.229019,0.411284,-0.414669,1.05,100
2015GU58,6.91,44.3179115,0.0812890,0.0220359,1.223669,0.410251,-0.410159,1.15,100
2015GV56,8.71,45.9896742,0.1068582,0.0068411,1.157531,0.345004,-0.344909,0.04,100
2015GV57,8.64,43.0239754,0.0567914,0.0121687,1.279277,0.479958,-0.477116,0.03,100
2015GV58,8.58,43.0201817,0.0220477,0.0071006,1.279444,0.463744,-0.467654,0.03,100
2015GW54,9.88,39.4585626,0.1901666,0.0319125,1.456480,-0.848692,-0.414892,0.09,100
2015GW56,8.08,45.3803632,0.1093784,0.0277075,1.180926,0.369873,-0.373445,0.02,100
2015GW57,8.20,44.9857906,0.0482498,0.0578114,1.196493,0.355048,-0.358005,0.00,100
2015GW58,8.09,45.4572390,0.1243320,0.2013981,1.177910,0.276362,-0.324558,0.04,100
2015GX54,9.15,39.4586857,0.1612467,0.2221507,1.456455,-1.120692,-0.386047,0.30,100
2015GX56,8.05,44.3839145,0.0833869,0.0407092,1.220922,0.403901,-0.405871,0.01,100
2015GX57,8.76,45.6958619,0.1812483,0.2512576,1.168675,0.243867,-0.322904,3.39,100
2015GX58,8.16,43.7827678,0.0618796,0.0351347,1.246158,0.487733,-0.429516,0.07,100
2015GY51,7.60,49.3800662,0.3223372,0.1438919,1.040452,0.220503,-0.369098,NaN,100
2015GY54,9.10,39.4610526,0.1251367,0.0286205,1.456374,-1.990848,-0.497676,0.06,100
2015GY56,8.21,43.4102914,0.0507146,0.0208135,1.262234,0.451170,-0.446544,0.03,100
2015GY57,8.46,43.9425895,0.0805600,0.0119379,1.239366,0.437213,-0.432265,0.03,100
2015GY58,8.33,44.5856000,0.0663380,0.0386839,1.212639,0.398077,-0.386302,0.10,100
2015GZ54,7.88,47.8001358,0.2729149,0.0371838,1.092355,-0.458429,-0.223017,0.07,100
2015GZ55,7.97,64.9546244,0.4202753,0.0866533,0.689577,0.123568,-0.149230,17.22,100
2015GZ56,7.14,44.1791698,0.0742626,0.0185584,1.229421,0.413828,-0.413795,0.11,100
2015GZ57,8.32,44.2967748,0.0567254,0.0373306,1.224524,0.395703,-0.397060,1.48,100
2015GZ58,8.30,42.8195881,0.0453535,0.0559214,1.288446,0.472425,-0.476256,0.08,100
2015HF195,7.23,43.7286685,0.1640630,0.1986218,1.248429,-0.334470,-0.335002,1.40,100
2015HZ196,7.18,43.2056123,0.0373657,0.0200519,1.271215,0.456339,-0.454624,0.03,100
2015KA174,7.78,43.7289628,0.1330926,0.2023679,1.248419,-0.341695,-0.341737,1.12,100
2015KA175,7.08,43.3946688,0.0625958,0.1528129,1.262898,0.370087,-0.410608,0.17,100
2015KA176,8.63,45.3541425,0.2267432,0.1788642,1.180170,0.396130,-0.464940,NaN,100
2015KB174,8.20,43.7283789,0.0764821,0.0937692,1.248474,-0.041817,-0.426191,0.80,100
2015KB175,7.11,42.1436567,0.0997371,0.1414805,1.319644,0.735431,-0.536999,1.59,100
2015KC163,8.16,46.2926374,0.1740927,0.0964703,1.146178,0.354365,-0.376307,1.10,100
2015KC173,8.70,39.4582566,0.1502247,0.2620206,1.456434,-1.346235,-0.336179,0.03,100
2015KC176,8.91,41.9805545,0.0980902,0.2158074,1.327427,0.429268,-0.471119,4.65,100
2015KD176,7.57,46.2076894,0.1518702,0.1695563,1.149344,0.288877,-0.327636,1.14,100
2015KE175,7.36,45.7827440,0.1228630,0.1188389,1.165441,0.327273,-0.344244,0.98,100
2015KF175,8.69,45.3092094,0.1839176,0.1534974,1.183608,0.364603,-0.410635,14.66,100
2015KG175,7.52,43.5221499,0.0854567,0.1307328,1.257361,0.404911,-0.426356,0.10,100
2015KH175,8.97,40.3218981,0.0693265,0.3222826,1.409946,0.316296,-0.444472,0.31,100
2015KJ173,8.97,39.4608110,0.1139460,0.1628690,1.456340,-2.362951,-0.422682,0.14,100
2015KJ174,8.04,42.3305084,0.0999141,0.1935469,1.310811,-0.211245,-0.418294,3.25,100
2015KK175,7.92,45.1811354,0.1594529,0.1586537,1.188743,0.370260,-0.386952,0.33,100
2015KK178,6.49,36.9482565,0.0166943,0.4168996,1.607258,0.349552,-0.510113,6.13,100
2015KK199,9.05,61.7682680,0.4139177,0.0529582,0.743110,0.213011,-0.234389,NaN,100
2015KL167,8.46,47.7996829,0.2599521,0.1796778,1.092410,-0.068131,-0.239997,2.37,100
2015KL174,9.07,47.2146803,0.3136314,0.2514174,1.186661,0.078353,-0.543072,NaN,100
2015KL175,7.95,44.8759235,0.1128398,0.1219408,1.200889,0.349344,-0.376934,0.73,100
2015KL199,8.77,43.6006683,0.0350195,0.0952466,1.253967,0.404243,-0.414327,0.03,100
2015KM174,8.42,42.3291475,0.1535343,0.2532283,1.310859,-0.374341,-0.366631,2.12,100
2015KM175,8.54,46.5397465,0.0754052,0.1220897,1.137056,0.282330,-0.293416,0.03,100
2015KM199,9.32,39.4580358,0.1843429,0.0852156,1.456473,-0.927725,-0.373223,0.14,100
2015KN174,8.22,45.7944053,0.2132186,0.1848169,1.165658,0.339532,-0.403714,21.74,100
2015KN175,6.96,47.3428166,0.1228719,0.1956156,1.108238,0.274925,-0.269241,0.30,100
2015KN199,8.21,45.1609947,0.0543836,0.0723369,1.189534,0.343543,-0.349814,0.28,100
2015KO360,6.54,60.3281239,0.4057534,0.0961275,0.771943,0.203113,-0.233702,999.99,100
2015KP174,8.80,38.8108706,0.0491104,0.0841453,1.493209,1.125468,-0.938889,0.35,100
2015KP175,8.01,44.8960867,0.1215035,0.1900343,1.200066,0.296258,-0.350638,0.17,100
2015KQ174,7.46,55.0770295,0.1092652,0.4220018,0.883157,0.061812,-0.103575,0.03,100
2015KQ175,9.01,43.0091133,0.1014564,0.1935342,1.279917,0.362531,-0.427184,0.18,100
2015KR173,8.62,39.4611599,0.1148586,0.0993592,1.456337,-2.397034,-0.452666,0.30,100
2015KR175,8.21,44.1395202,0.1054065,0.2811904,1.231037,0.229803,-0.323105,0.02,100
2015KS175,8.16,45.3419551,0.1179365,0.1177167,1.182415,0.335639,-0.360649,0.66,100
2015KT175,7.69,45.3607879,0.0604147,0.0911659,1.181682,0.329607,-0.339134,0.02,100
2015KU175,8.53,43.9880344,0.0332038,0.1229405,1.237434,0.361459,-0.384734,0.20,100
2015KU178,6.86,40.3086582,0.0978675,0.3342540,1.410651,0.310085,-0.443518,3.38,100
2015KV173,9.08,39.4585852,0.1749692,0.1154409,1.456463,-1.029282,-0.396632,0.01,100
2015KV175,7.16,45.4952192,0.1638146,0.3043533,1.176141,0.225824,-0.289566,2.10,100
2015KW175,8.74,46.3441956,0.1421716,0.0829236,1.144247,0.335518,-0.344860,0.63,100
2015KX173,8.47,47.7978552,0.2478728,0.2333710,1.092422,0.019227,-0.202306,15.53,100
2015KX174,7.50,51.9461569,0.2768968,0.1947215,0.964241,0.216239,-0.240841,1.31,100
2015KX175,8.39,45.7386493,0.0715012,0.0759933,1.167068,0.325098,-0.330462,0.02,100
2015KY175,8.16,44.5631258,0.0548075,0.1483572,1.213394,0.339721,-0.353298,0.48,100
2015KZ175,7.50,47.0261668,0.1964183,0.2948913,1.119434,0.204508,-0.269700,0.27,100
2015ML150,8.24,43.6843378,0.0467973,0.1228196,1.250359,0.431643,-0.402111,0.07,100
2015PZ315,7.40,49.6614205,0.2659595,0.0580524,1.030909,0.335124,-0.368452,25.21,100
2015QB34,7.50,43.7273792,0.2319712,0.3181377,1.248454,-0.189703,-0.294894,0.99,100
2015QL14,7.06,43.7222813,0.1425217,0.1925124,1.248678,0.295977,-0.422508,2.65,100
2015QW23,6.18,47.5078586,0.0382771,0.3303158,1.102441,0.164935,-0.206466,0.02,100
2015QW33,6.84,46.0112287,0.1700457,0.3451370,1.156671,0.167049,-0.257650,5.17,100
2015RA280,7.79,44.9125148,0.0966692,0.0552822,1.199423,0.375792,-0.385026,2.22,100
2015RA281,8.91,42.7895437,0.0505084,0.1607085,1.289787,0.383751,-0.434831,0.14,100
2015RB280,7.65,43.8477196,0.0692670,0.0597449,1.243387,0.429381,-0.424014,0.01,100
2015RB281,7.62,43.3166688,0.0500414,0.0639403,1.266326,0.439834,-0.444252,0.03,100
2015RC278,7.89,43.7269666,0.0941898,0.0947848,1.248579,0.503669,-0.436136,1.30,100
2015RC280,9.07,43.3478318,0.0469786,0.0319058,1.264963,0.449686,-0.447931,0.68,100
2015RC281,7.49,46.1310702,0.0132350,0.0957142,1.152201,0.295410,-0.301350,0.03,100
2015RD278,9.16,43.7291275,0.1110975,0.0614486,1.248444,-0.290899,-0.424733,0.08,100
2015RD280,7.65,44.7048468,0.1016780,0.0348150,1.207798,0.400368,-0.401550,0.01,100
2015RD281,9.56,41.3935176,0.1071616,0.3133152,1.355578,0.281954,-0.413515,6.69,100
2015RE278,9.12,43.7281857,0.0746168,0.1371563,1.248463,0.314396,-0.408936,1.87,100
2015RE280,8.05,44.3710593,0.0396798,0.0360704,1.221449,0.387886,-0.387557,0.03,100
2015RE281,9.06,45.9236468,0.1559266,0.1539897,1.160021,0.308988,-0.349222,0.23,100
2015RF278,8.37,43.7276265,0.0890380,0.0726892,1.248515,0.271064,-0.436854,0.73,100
2015RF280,9.03,43.0366072,0.0908894,0.3441197,1.278644,0.194144,-0.320046,0.35,100
