Name,mag.,a(AU),e,sinI,n(deg/yr),g("/y),s("/yr),LCEx1E6,My
2015RF281,7.73,46.1611727,0.1693853,0.1228697,1.151137,0.336861,-0.365422,1.28,100
2015RG278,9.11,43.7290965,0.1542091,0.0959670,1.248433,-0.384993,-0.385060,0.59,100
2015RG280,8.95,42.6938220,0.0415870,0.0506217,1.294155,0.475542,-0.485824,1.53,100
2015RG281,8.59,46.1886467,0.2099870,0.1525828,1.150096,0.310916,-0.396201,13.37,100
2015RH278,7.37,55.4648912,0.3848112,0.0823076,0.873919,-0.100017,-0.123021,0.08,100
2015RH280,9.24,45.0103819,0.1076417,0.0587827,1.195518,0.380078,-0.385305,0.08,100
2015RH281,8.49,46.9839688,0.1805528,0.1025358,1.120983,0.352817,-0.354373,0.27,100
2015RJ277,7.41,46.7095395,0.1968480,0.0847188,1.130880,0.379155,-0.391045,0.67,100
2015RJ278,7.88,42.3302536,0.1645884,0.0581735,1.310855,-0.435168,-0.474982,1.00,100
2015RJ280,8.46,45.4228451,0.0643643,0.0459730,1.179264,0.344595,-0.345526,0.03,100
2015RJ281,7.77,46.1783148,0.1727796,0.1955512,1.150608,0.279869,-0.331519,3.55,100
2015RK278,8.29,42.3301963,0.1517724,0.1804831,1.310797,-0.952941,-0.357272,0.08,100
2015RK280,8.55,45.4583708,0.0604347,0.4066068,1.177819,0.118617,-0.223502,0.00,100
2015RK281,8.77,44.3742570,0.0844970,0.0667849,1.221319,0.394347,-0.401970,0.02,100
2015RL258,6.52,54.0447029,0.3780444,0.2255563,0.902361,0.239736,-0.319320,999.99,100
2015RL279,9.25,44.2676454,0.0359195,0.0360213,1.225732,0.392166,-0.391874,0.08,100
2015RL280,8.83,45.1486134,0.0709632,0.0784018,1.190025,0.346799,-0.354673,0.03,100
2015RL281,9.19,40.3506385,0.0448230,0.4264046,1.408400,0.184450,-0.349274,0.09,100
2015RM278,8.65,45.7849427,0.1961172,0.3753583,1.165245,0.061912,-0.254944,1.22,100
2015RM279,8.37,44.1691458,0.0647830,0.0343243,1.229838,0.406404,-0.408023,0.00,100
2015RM280,8.40,45.6380990,0.0573679,0.0877833,1.170926,0.320460,-0.327730,0.22,100
2015RM281,8.08,45.8553452,0.1466431,0.1921161,1.162606,0.275673,-0.326780,0.02,100
2015RN279,8.12,42.9086731,0.1109518,0.2668607,1.284393,0.289848,-0.383237,1.05,100
2015RN280,7.82,41.4075896,0.1295717,0.3429864,1.355028,0.254423,-0.396000,8.92,100
2015RO279,8.61,45.5565140,0.0671459,0.0277664,1.174078,0.343781,-0.342645,0.02,100
2015RO281,7.69,43.6698091,0.1461948,0.0801872,1.252129,0.704307,-0.531114,2.58,100
2015RP278,8.72,43.1310900,0.1656479,0.1168000,1.274514,0.218945,-0.526465,1.42,100
2015RP279,8.30,44.1301055,0.0587231,0.0357813,1.231470,0.405615,-0.406923,0.03,100
2015RP280,7.51,45.4864724,0.0991971,0.0946543,1.176806,0.333055,-0.350116,2.02,100
2015RP281,7.95,45.0021316,0.1332870,0.1100316,1.195849,0.374788,-0.392768,0.21,100
2015RQ278,8.62,46.0107712,0.0993581,0.3218483,1.156692,0.165020,-0.248673,1.51,100
2015RQ279,8.25,46.8215192,0.1651874,0.0587245,1.126823,0.355115,-0.354146,0.06,100
2015RQ280,8.96,44.0836822,0.0524947,0.0616674,1.233414,0.396518,-0.402736,0.03,100
2015RR279,8.94,44.2666175,0.0773555,0.0462941,1.225778,0.403775,-0.407375,-0.02,100
2015RR281,8.79,44.3123151,0.0686559,0.0568620,1.223879,0.393387,-0.398472,0.27,100
2015RS245,8.27,40.4231976,0.0955939,0.2676612,1.404624,0.432885,-0.509098,5.26,100
2015RS277,9.30,39.4586985,0.1882124,0.0844281,1.456480,-0.850795,-0.421543,0.65,100
2015RS279,8.22,44.2281168,0.0409441,0.0437222,1.227376,0.393012,-0.394417,0.00,100
2015RT245,6.77,44.4464626,0.0794970,0.0377593,1.218345,0.401271,-0.400378,0.08,100
2015RT277,8.66,39.4590968,0.1761754,0.1068922,1.456468,-0.975527,-0.439125,0.21,100
2015RT278,8.79,45.1046841,0.1694821,0.3270095,1.191713,-0.025989,-0.287469,0.78,100
2015RT279,8.39,43.8504163,0.0315052,0.0418609,1.243272,0.410925,-0.412159,0.04,100
2015RT280,8.92,41.4399534,0.0414690,0.2072062,1.353305,0.404058,-0.480323,0.14,100
2015RU279,8.86,46.2652308,0.1326400,0.0923624,1.147201,0.326279,-0.338221,0.01,100
2015RU280,8.98,47.1201808,0.1198742,0.0650389,1.116118,0.322575,-0.305448,0.03,100
2015RV277,8.38,39.4583696,0.1759342,0.1101304,1.456463,-1.029715,-0.382991,0.17,100
2015RV278,8.52,50.4181759,0.2762256,0.1753962,1.008402,0.101599,-0.261746,0.76,100
2015RV279,8.47,45.5319782,0.1346583,0.0520108,1.175035,0.387747,-0.385029,0.06,100
2015RV280,9.58,42.8331588,0.1256566,0.1832473,1.287821,0.419065,-0.467657,0.24,100
2015RW278,8.93,37.9017156,0.0385774,0.0365419,1.547292,1.323307,-1.187720,1.66,100
2015RW279,8.37,43.9686427,0.0752432,0.0553822,1.238262,0.417584,-0.420812,0.03,100
2015RX277,8.10,47.8003072,0.2068104,0.0287465,1.092408,-0.079036,-0.268671,0.88,100
2015RX278,8.16,37.8062292,0.0576779,0.4115648,1.552949,0.214213,-0.475674,0.61,100
2015RX279,8.84,43.2292488,0.0443167,0.2767297,1.270126,0.243887,-0.343959,0.01,100
2015RX280,7.44,43.9723223,0.1393188,0.3851999,1.238040,0.159533,-0.280812,3.10,100
2015RX345,7.61,41.8351684,0.0496094,0.2313924,1.334162,0.358052,-0.439650,0.11,100
2015RY277,8.09,47.8012453,0.2803758,0.0902366,1.092414,-0.038892,-0.288374,4.66,100
2015RY278,8.19,38.8821686,0.0498047,0.0582369,1.489124,1.262774,-0.968374,1.15,100
2015RY279,8.48,44.8554989,0.1737321,0.3098923,1.201613,0.206485,-0.310842,8.46,100
2015RY280,7.79,46.3930820,0.1372188,0.3014794,1.142426,0.181025,-0.256910,0.16,100
2015RZ279,7.81,43.6274797,0.0667361,0.0710315,1.252816,0.458909,-0.433380,0.03,100
2015RZ280,8.51,44.0413572,0.1296465,0.2211092,1.235053,0.304779,-0.374732,6.17,100
2015SP20,6.11,45.0026245,0.1059062,0.0215017,1.195829,0.389249,-0.390966,0.00,100
2015TA361,7.15,43.0111225,0.0759836,0.0527995,1.279851,0.483480,-0.484401,0.06,100
2015TC361,7.51,39.4608312,0.1216824,0.0796124,1.456357,-2.181202,-0.451496,0.24,100
2015TG362,7.45,44.2816464,0.0846456,0.0667565,1.225153,0.398924,-0.406348,0.05,100
2015TG363,7.98,45.9677615,0.0717709,0.2434246,1.158327,0.218560,-0.273642,0.03,100
2015TG367,7.31,52.2809717,0.2817072,0.1826983,0.955406,0.174232,-0.234286,15.78,100
2015TJ361,7.61,45.3210730,0.0561716,0.1169140,1.183232,0.316614,-0.333383,0.03,100
2015TJ363,6.88,46.1857419,0.1875889,0.2180022,1.150153,0.260940,-0.329847,7.67,100
2015TK363,7.20,40.9309602,0.0640926,0.2409789,1.378620,0.388687,-0.489261,0.15,100
2015TL361,7.56,43.7288083,0.1349085,0.1668830,1.248439,-0.294114,-0.370226,1.59,100
2015TP361,7.60,39.4592441,0.1400552,0.1506153,1.456405,-1.663303,-0.382168,0.06,100
2015TR362,8.20,43.7401882,0.1501127,0.0881295,1.248237,0.327127,-0.491728,2.15,100
2015TX363,7.65,40.3542679,0.0164769,0.2802354,1.408265,0.370502,-0.473301,0.16,100
2015VA164,7.39,45.8281397,0.0702204,0.4347847,1.163587,0.100023,-0.207142,0.27,100
2015VA167,7.77,43.7287500,0.1553068,0.1639075,1.248430,-0.365169,-0.374689,0.78,100
2015VA169,8.34,43.9257384,0.0472448,0.0104393,1.240077,0.417437,-0.415935,0.03,100
2015VA170,8.76,43.5373780,0.0487240,0.0337610,1.256710,0.442075,-0.436863,0.04,100
2015VA171,9.16,42.9884157,0.0379862,0.0441322,1.280862,0.462542,-0.464979,0.03,100
2015VA172,7.58,44.2702615,0.0739132,0.0273104,1.225627,0.407091,-0.407676,0.20,100
2015VA173,8.41,43.0796193,0.0159337,0.0425137,1.276795,0.528243,-0.454262,0.02,100
2015VB164,8.02,44.9458069,0.0806235,0.4329069,1.198019,0.106731,-0.225680,0.04,100
2015VB166,8.93,47.7996622,0.3261340,0.0081108,1.092375,-0.315569,-0.213922,0.99,100
2015VB167,9.20,43.7282889,0.0734300,0.0229253,1.248487,0.067451,-0.429512,0.64,100
2015VB169,7.91,44.0688087,0.0736605,0.0160026,1.234043,0.420369,-0.419909,0.03,100
2015VB170,7.51,43.8455437,0.0168663,0.0282216,1.243479,0.412403,-0.411407,0.00,100
2015VB171,7.92,43.8841579,0.0708454,0.0095669,1.241842,0.436926,-0.429378,0.01,100
2015VB173,8.21,42.6090066,0.0325608,0.0258718,1.298013,0.494106,-0.491968,0.04,100
2015VC165,9.95,39.4614759,0.0947091,0.2544186,1.456284,-2.971089,-0.396365,0.03,100
2015VC166,9.25,48.7844749,0.2538010,0.0620264,1.069570,0.494053,-0.452766,999.99,100
2015VC167,8.69,43.7292316,0.1268573,0.0779542,1.248436,-0.362520,-0.362609,0.38,100
2015VC169,8.75,43.6951137,0.1501385,0.0964555,1.249299,0.703473,-0.521497,4.38,100
2015VC170,7.54,43.6497706,0.0578830,0.0069576,1.251859,0.480342,-0.437213,-0.01,100
2015VC171,8.68,44.4819630,0.0608132,0.0388011,1.216885,0.389767,-0.388932,0.00,100
2015VC172,6.78,46.8096239,0.1349486,0.0422735,1.127243,0.334428,-0.328770,0.45,100
2015VC173,8.74,43.1301305,0.0380495,0.0102843,1.274555,0.463837,-0.459886,1.31,100
2015VD157,9.44,47.7999586,0.3073888,0.0193870,1.092362,-0.413312,-0.205215,0.02,100
2015VD169,8.10,42.7914975,0.0649277,0.0435824,1.289718,0.499876,-0.492746,0.05,100
2015VD170,7.34,45.7161753,0.1556251,0.1563628,1.167929,0.315750,-0.356749,0.19,100
2015VD171,8.70,46.5951139,0.1086816,0.0650098,1.135069,0.315894,-0.316554,1.30,100
2015VD172,8.29,42.1745271,0.1043388,0.0446993,1.318141,1.081136,-0.588464,0.84,100
2015VD173,8.99,44.4225135,0.0794345,0.0082433,1.219338,0.406480,-0.404992,0.16,100
2015VE166,9.56,47.8003852,0.2144417,0.0504766,1.092346,-0.528626,-0.214041,0.11,100
2015VE169,7.90,44.3680882,0.0367181,0.0249419,1.221572,0.389720,-0.388073,0.03,100
2015VE170,8.26,42.2905434,0.0858779,0.1896807,1.313225,0.800923,-0.480247,4.01,100
2015VE171,8.27,44.0470239,0.0862093,0.0094840,1.234965,0.431505,-0.468787,1.10,100
2015VE172,8.60,43.8814402,0.0620673,0.0395650,1.241956,0.423424,-0.421830,0.34,100
2015VE173,8.53,44.7779597,0.0835914,0.0047791,1.204840,0.387990,-0.450688,0.09,100
2015VF166,9.14,47.7999084,0.3112872,0.0407926,1.092363,-0.401605,-0.205250,0.05,100
2015VF169,7.98,43.8884097,0.0564986,0.0311572,1.241659,0.421254,-0.419877,0.03,100
2015VF170,8.29,42.8249082,0.0242158,0.0109944,1.288207,0.475252,-0.476090,0.03,100
2015VF171,8.12,42.7479865,0.1003308,0.2882228,1.291641,0.266661,-0.370317,1.83,100
2015VF172,8.87,43.4872601,0.0272054,0.0527169,1.258880,0.427852,-0.429830,0.02,100
2015VF173,8.49,43.4472451,0.0579942,0.0085329,1.260616,0.451563,-0.465117,2.13,100
2015VG166,9.24,47.7999892,0.2334598,0.2637226,1.092344,-0.537024,-0.189141,0.18,100
2015VG169,8.34,46.6371999,0.0576659,0.0194292,1.133499,0.305958,-0.299079,0.05,100
2015VG170,8.39,42.1177319,0.0799203,0.0334899,1.320803,0.673236,-0.578059,0.04,100
2015VG171,9.16,42.6511183,0.0416677,0.0863840,1.296086,0.464158,-0.478841,0.03,100
2015VG172,8.80,44.0708690,0.0842212,0.0448841,1.233957,0.419528,-0.423976,0.04,100
2015VG173,8.64,44.2255205,0.0674228,0.0178279,1.227488,0.407546,-0.407563,0.01,100
2015VH165,8.85,39.4592411,0.1346432,0.2234479,1.456403,-1.683274,-0.373073,0.09,100
2015VH166,9.26,47.7999075,0.3131793,0.0387039,1.092363,-0.401880,-0.204902,0.02,100
2015VH167,8.10,42.3309471,0.1377901,0.0217664,1.310805,-0.877497,-0.452550,0.03,100
2015VH168,7.54,48.7834577,0.2586232,0.2867706,1.059511,0.192410,-0.262933,7.77,100
2015VH169,8.69,42.9375376,0.0311583,0.0183361,1.283141,0.470319,-0.470126,0.03,100
2015VH170,8.65,44.8353434,0.0678590,0.0186854,1.202525,0.376684,-0.376198,0.03,100
2015VH171,7.93,44.9125459,0.1074150,0.0257523,1.199436,0.391094,-0.397402,2.16,100
2015VH172,8.81,43.9281465,0.0662871,0.0495383,1.239974,0.417662,-0.420140,0.01,100
2015VH173,8.08,43.8775680,0.0984660,0.0409423,1.242126,0.477964,-0.449120,0.54,100
2015VJ165,8.55,39.4617963,0.1122122,0.0604931,1.456366,-2.085563,-0.565164,0.23,100
2015VJ166,9.53,47.7997039,0.3002595,0.0630538,1.092372,-0.336513,-0.212513,0.13,100
2015VJ167,8.38,42.3295547,0.2058395,0.0347772,1.310834,-0.615732,-0.363032,0.02,100
2015VJ168,6.01,59.8199007,0.3659420,0.1453301,0.780212,0.119704,-0.164379,13.05,100
2015VJ169,8.76,42.9517839,0.0656578,0.0581802,1.282503,0.475713,-0.478128,0.03,100
2015VJ170,8.29,42.9182240,0.0307776,0.0454055,1.284006,0.463496,-0.466972,0.03,100
2015VJ171,9.15,46.3452542,0.1735833,0.3494945,1.144290,0.155300,-0.249138,5.51,100
2015VJ172,8.70,43.9736690,0.0911937,0.0242417,1.238053,0.441788,-0.437530,0.05,100
2015VJ173,8.40,43.3743463,0.1507311,0.3667107,1.263750,0.189085,-0.313060,1.71,100
2015VK166,7.63,47.8047014,0.1858483,0.0352408,1.091958,0.387542,-0.353037,3.09,100
2015VK169,8.40,43.8637602,0.0536125,0.0262575,1.242706,0.423331,-0.420537,0.00,100
2015VK170,7.64,43.4150080,0.0462409,0.0178841,1.262028,0.448824,-0.445234,0.00,100
2015VK171,8.74,43.1998110,0.0650015,0.0555378,1.271471,0.459435,-0.461662,0.04,100
2015VK172,9.94,46.0110409,0.1335720,0.0551647,1.156726,0.355019,-0.359161,1.48,100
2015VK173,8.15,43.7667842,0.0519937,0.1784044,1.246822,0.386626,-0.372376,0.01,100
2015VL165,7.86,39.4578246,0.1404280,0.4023797,1.456436,-1.321973,-0.293751,0.18,100
2015VL166,10.35,47.7997943,0.3124239,0.1160636,1.092365,-0.388545,-0.201759,0.11,100
2015VL169,7.66,44.9369685,0.1221499,0.1147362,1.198445,0.359397,-0.384612,0.03,100
2015VL171,7.93,46.9068615,0.0445726,0.0088105,1.123736,0.298028,-0.287618,0.03,100
2015VL172,9.55,43.6427767,0.1170313,0.0285902,1.252181,0.673092,-0.479750,0.61,100
2015VL173,8.70,44.6480238,0.0769171,0.0378918,1.210102,0.387854,-0.388395,0.00,100
2015VM170,8.55,45.3132524,0.1428152,0.1238507,1.183498,0.348390,-0.380438,6.12,100
2015VM171,8.53,44.0654043,0.0992891,0.0098308,1.234183,0.441979,-0.465376,0.59,100
2015VM172,8.74,45.9180364,0.0805438,0.0196443,1.160238,0.335273,-0.333466,0.02,100
2015VM173,6.33,43.9830331,0.0522281,0.0593235,1.237651,0.402545,-0.408832,0.01,100
2015VN167,8.53,36.4868526,0.0644597,0.0387901,1.638065,-8.112439,-0.903238,0.06,100
2015VN169,8.53,42.5602610,0.0331383,0.0740855,1.300241,0.482421,-0.485058,0.09,100
2015VN170,8.16,41.6613233,0.1071018,0.3050419,1.342483,0.300437,-0.408225,1.36,100
2015VN171,8.07,43.7785831,0.0239407,0.0136352,1.246334,0.421020,-0.417031,0.03,100
2015VN172,7.64,45.6866935,0.0465233,0.0244937,1.169061,0.334014,-0.331157,0.03,100
2015VN173,8.49,42.7786429,0.0333300,0.0515792,1.290296,0.470526,-0.475489,0.22,100
2015VO168,8.29,53.6258714,0.2853064,0.0827615,0.919559,0.204904,-0.233165,7.32,100
2015VO169,8.29,45.7070930,0.1192657,0.0470727,1.168284,0.356152,-0.363908,0.02,100
2015VO170,8.29,43.9888713,0.0338501,0.0268670,1.237406,0.407923,-0.406927,0.03,100
2015VO171,7.98,44.1272872,0.0600192,0.0232915,1.231589,0.409050,-0.408937,0.03,100
2015VO172,8.64,43.4856231,0.1220766,0.1790558,1.258941,0.390469,-0.427112,0.14,100
2015VO173,9.22,44.9284455,0.1515356,0.3379289,1.198731,0.177571,-0.283304,1.46,100
2015VP167,8.69,40.6999316,0.1249440,0.3436785,1.390325,-0.115065,-0.418321,0.36,100
2015VP168,8.14,45.5547383,0.0067086,0.0212384,1.174144,0.334993,-0.331141,0.03,100
2015VP169,8.43,42.7336274,0.0419713,0.0290719,1.292338,0.489136,-0.486422,0.03,100
2015VP170,8.38,46.1221850,0.1389640,0.0881287,1.152541,0.335223,-0.351704,0.78,100
2015VP171,8.56,43.3944704,0.0565936,0.0404295,1.262926,0.449738,-0.448288,0.17,100
2015VP172,7.59,45.4099338,0.1621563,0.1187688,1.179759,0.378038,-0.398261,2.07,100
2015VP173,8.04,43.9455167,0.0496056,0.0323445,1.239239,0.413424,-0.413812,0.03,100
2015VP202,9.07,53.7937689,0.2849680,0.0313306,0.915001,0.239359,-0.241157,1.55,100
2015VQ166,8.21,43.7281850,0.0482233,0.0164100,1.248490,0.092638,-0.424388,0.17,100
2015VQ168,8.03,43.6080566,0.0431528,0.0342441,1.253654,0.438882,-0.430627,0.02,100
2015VQ169,7.74,43.9121344,0.0262033,0.0227811,1.240651,0.411126,-0.409724,0.03,100
2015VQ170,8.92,42.4910094,0.1256994,0.1272221,1.302526,0.748555,-0.545318,1.99,100
2015VQ171,8.40,45.2478246,0.1188086,0.2084195,1.186095,0.268886,-0.326331,0.53,100
2015VQ172,7.59,43.8517322,0.0403665,0.0225051,1.243217,0.418486,-0.416659,0.03,100
2015VQ173,7.71,44.7719408,0.1078646,0.0338856,1.205085,0.400223,-0.402731,0.06,100
2015VQ202,8.59,43.8757890,0.0204714,0.0274919,1.242196,0.411443,-0.410312,0.19,100
2015VR165,8.88,39.4827208,0.0320774,0.1658415,1.455116,-15.585897,-0.595419,6.35,100
2015VR166,8.19,43.7393484,0.1664235,0.1489261,1.248826,0.522494,-0.491493,5.86,100
2015VR168,8.04,44.4647854,0.0657267,0.0039265,1.217591,0.397726,-0.441410,0.03,100
2015VR169,8.25,42.6893801,0.1573468,0.3161522,1.294244,0.286471,-0.381038,8.60,100
2015VR170,8.74,43.3342996,0.0346534,0.0125817,1.265555,0.449081,-0.445756,0.03,100
2015VR171,8.53,45.2258559,0.0778265,0.1232442,1.186971,0.321473,-0.342706,0.12,100
2015VR172,7.11,45.5064205,0.0344481,0.0075192,1.176016,0.340369,-0.336729,0.02,100
2015VR173,9.03,43.6263743,0.0202943,0.0431616,1.252863,0.424023,-0.422216,0.03,100
2015VS164,8.82,39.4575481,0.1607143,0.3662156,1.456461,-1.053571,-0.303947,0.06,100
2015VS165,9.41,39.4580312,0.1856799,0.0310525,1.456474,-0.920095,-0.376702,0.16,100
2015VS166,7.60,43.7286014,0.1199197,0.0173780,1.248479,0.000062,-0.456244,1.25,100
2015VS168,7.29,46.9336036,0.1757071,0.0337741,1.122792,0.377911,-0.367517,0.06,100
2015VS169,8.95,43.4450100,0.0407457,0.0060119,1.260710,0.444854,-0.467058,1.13,100
2015VS170,8.75,41.4923775,0.0214405,0.2899598,1.350712,0.286499,-0.406186,0.09,100
2015VS171,8.64,44.2000535,0.0733907,0.0227078,1.228550,0.411464,-0.411945,0.07,100
2015VS172,7.72,46.3221082,0.0455765,0.0300417,1.145085,0.311004,-0.306741,0.03,100
2015VS173,8.76,45.6660839,0.1297164,0.2199925,1.169796,0.251816,-0.311110,0.38,100
2015VT166,8.22,43.7288376,0.1906639,0.1352738,1.248420,-0.492289,-0.353600,0.16,100
2015VT167,8.99,50.4178272,0.1904930,0.0819331,1.008415,0.188138,-0.237375,0.51,100
2015VT168,6.81,45.3502228,0.0384378,0.0445343,1.182097,0.342070,-0.341525,0.03,100
2015VT169,8.69,43.8549193,0.0861464,0.0082381,1.243086,0.472265,-0.456141,0.02,100
2015VT170,8.28,43.4893035,0.0213102,0.0516163,1.258791,0.426720,-0.428764,0.03,100
2015VT171,8.92,43.3989115,0.0512755,0.0514202,1.262730,0.442052,-0.443048,0.04,100
2015VT172,8.91,44.3924131,0.0455364,0.0429762,1.220567,0.386394,-0.387481,0.15,100
2015VT173,9.44,43.2610196,0.0393069,0.0550910,1.268771,0.442643,-0.445939,0.03,100
2015VU165,9.36,39.4597917,0.1595916,0.0572564,1.456445,-1.226867,-0.473960,0.07,100
2015VU166,8.07,43.7283181,0.0824040,0.0330317,1.248487,0.067434,-0.434259,0.20,100
2015VU167,7.21,46.3399473,0.1867216,0.1191883,1.144334,0.340222,-0.379456,7.31,100
2015VU168,8.23,44.4097847,0.0755936,0.0274136,1.219854,0.401746,-0.401234,0.06,100
2015VU169,7.84,42.5648495,0.0352606,0.0103709,1.300035,0.509257,-0.497908,0.03,100
2015VU170,9.15,42.7689517,0.0413953,0.0221029,1.290738,0.487195,-0.485004,0.01,100
2015VU171,7.79,43.6669082,0.0288360,0.0155174,1.251120,0.437537,-0.424556,0.03,100
2015VU172,8.60,39.4946958,0.0511322,0.1439770,1.455124,-0.643964,-0.633903,8.34,100
2015VV164,8.88,39.4649351,0.0199485,0.0153286,1.456165,-2.517972,-0.549799,0.05,100
2015VV166,8.14,43.7282578,0.0745751,0.0465474,1.248490,0.095252,-0.430409,0.66,100
2015VV167,8.94,44.1880384,0.1450951,0.1789589,1.229023,0.311076,-0.407981,2.88,100
2015VV168,8.97,45.5441635,0.0657921,0.0111929,1.174556,0.345675,-0.343641,0.03,100
2015VV169,7.97,43.0482381,0.0662785,0.0126731,1.278196,0.485871,-0.491239,0.03,100
2015VV170,9.06,43.2723803,0.0270393,0.0231625,1.268273,0.448404,-0.446961,0.03,100
2015VV171,9.23,45.9544140,0.1735164,0.0390077,1.158870,0.402520,-0.408289,1.54,100
2015VV172,7.65,42.6119064,0.1567042,0.3639587,1.297812,0.261538,-0.346585,1.88,100
2015VW164,8.31,39.4589217,0.1558131,0.0399689,1.456430,-1.390208,-0.392767,0.03,100
2015VW166,9.24,43.7285381,0.0929800,0.0138695,1.248476,-0.022249,-0.433723,0.10,100
2015VW167,8.50,38.1268889,0.0177278,0.0150170,1.533596,0.673142,-1.108481,0.07,100
2015VW168,8.29,42.7304092,0.0386228,0.0191201,1.292485,0.488773,-0.486826,0.02,100
2015VW169,7.48,45.3334543,0.1797153,0.3280898,1.182634,0.184946,-0.288043,3.62,100
2015VW170,7.97,45.8218834,0.0390640,0.0434140,1.163889,0.324456,-0.322858,0.03,100
2015VW171,8.53,43.3119199,0.0107268,0.0392869,1.266535,0.673127,-0.439902,0.03,100
2015VW172,8.34,44.4224539,0.0384767,0.0075604,1.219330,0.389413,-0.386553,0.11,100
2015VX166,8.61,43.7192038,0.1074603,0.0368060,1.249078,0.576655,-0.464322,1.04,100
2015VX167,8.28,38.7580490,0.0501434,0.3704269,1.496123,0.307523,-0.475171,1.57,100
2015VX168,8.33,43.1731108,0.0249511,0.0141001,1.272643,0.455065,-0.453553,0.75,100
2015VX169,8.06,43.9702225,0.0557097,0.0255630,1.238195,0.415953,-0.415532,0.03,100
2015VX170,8.82,46.7111332,0.0690174,0.0356146,1.130808,0.305141,-0.298976,-0.01,100
2015VX171,7.22,45.2738360,0.0975898,0.1237110,1.185087,0.325974,-0.349683,0.02,100
2015VX172,9.01,43.5894917,0.0370111,0.0078271,1.254456,0.439123,-0.432218,0.02,100
2015VY164,10.11,39.4582058,0.1805728,0.0298711,1.456467,-0.987447,-0.381299,0.02,100
2015VY165,7.96,47.8000088,0.3025986,0.0261359,1.092360,-0.428897,-0.201367,0.03,100
2015VY166,9.31,43.7284190,0.0730149,0.0153180,1.248482,0.023135,-0.428630,0.53,100
2015VY168,8.88,42.8375000,0.0312206,0.0237213,1.287639,0.475275,-0.476041,0.03,100
2015VY169,8.54,46.8475908,0.1608942,0.2145506,1.125859,0.249320,-0.292261,0.07,100
2015VY170,7.73,43.2277934,0.0262190,0.0199070,1.270236,0.451565,-0.449768,0.03,100
2015VY171,8.85,43.1592760,0.0307580,0.0333999,1.273262,0.453495,-0.453893,0.03,100
2015VY172,7.82,45.4060601,0.0441071,0.0030839,1.179918,0.346241,-0.353419,0.03,100
2015VZ166,9.61,43.7277974,0.0613211,0.0503150,1.248507,0.231744,-0.427705,0.44,100
2015VZ168,7.81,44.2965228,0.1236546,0.1035305,1.224452,0.408490,-0.424238,5.51,100
2015VZ169,8.02,45.3221118,0.0861607,0.0255235,1.183201,0.360759,-0.361905,0.04,100
2015VZ170,8.44,44.2948354,0.0808824,0.0480510,1.224586,0.403209,-0.407905,2.29,100
2015VZ171,8.23,44.3578562,0.0812703,0.0272952,1.221999,0.407094,-0.407662,0.02,100
2015VZ172,9.06,43.0984275,0.0268057,0.0059777,1.275961,0.460792,-0.516897,0.01,100
2016AN278,6.97,47.0367363,0.2149366,0.1223432,1.119096,0.389315,-0.394060,1.45,100
2016FC60,7.47,42.3295576,0.1858267,0.1655372,1.310826,-0.692076,-0.350805,0.25,100
2016FD60,7.14,45.8643279,0.1992902,0.2864655,1.162244,0.219539,-0.307187,2.09,100
2016FL59,6.89,43.2664939,0.0212920,0.1496694,1.268516,0.365926,-0.407827,0.03,100
2016FN59,6.81,58.5028874,0.3837253,0.1201828,0.806873,0.193408,-0.228707,NaN,100
2016FU58,7.28,43.3686791,0.1365251,0.4212217,1.263968,0.139087,-0.276599,0.48,100
2016GJ365,8.26,43.3658228,0.0478826,0.0128826,1.264176,0.453064,-0.448805,0.03,100
2016LX89,5.77,43.2480588,0.1426272,0.2263701,1.269320,0.342370,-0.419584,1.90,100
2016PA101,8.29,40.4259709,0.0916740,0.3188323,1.404503,0.313929,-0.450118,3.75,100
2016PM220,7.85,40.1572943,0.1395668,0.4075518,1.419965,0.240698,-0.396935,25.04,100
2016PN219,6.49,42.3298236,0.1527607,0.2316951,1.310804,-0.887868,-0.338622,0.02,100
2016PN220,7.10,45.4960858,0.1906909,0.1467854,1.176667,0.427238,-0.423812,8.93,100
2016PP220,6.88,44.6650829,0.1205114,0.1141787,1.209404,0.386908,-0.396668,0.04,100
2016PT220,7.21,42.4070987,0.1065542,0.1110112,1.307229,1.134315,-0.556408,7.82,100
2016QC135,7.03,44.3135392,0.1153860,0.1392142,1.223775,0.365812,-0.400378,7.06,100
2016QL134,7.54,43.7812293,0.0442472,0.1298746,1.246211,0.383984,-0.393894,0.03,100
2016QM134,7.06,44.1332507,0.0244644,0.0508850,1.231336,0.392361,-0.394397,0.02,100
2016QN134,8.01,43.7289951,0.1553079,0.0719823,1.248451,-0.235537,-0.429887,0.39,100
2016QV134,8.77,42.3299766,0.1773239,0.1170876,1.310821,-0.741266,-0.378739,0.21,100
2016QW134,7.65,41.9518181,0.0671827,0.3686768,1.328557,0.201436,-0.336835,0.02,100
2016QX134,6.79,43.8611525,0.1061661,0.2188106,1.242792,0.328944,-0.371016,0.04,100
2016QY134,7.30,44.3358631,0.1621684,0.2134256,1.222825,0.328700,-0.392673,5.52,100
2016QZ133,6.41,47.8002368,0.1223299,0.1808764,1.092338,-0.584471,-0.213467,0.38,100
2016QZ134,7.54,42.8897881,0.1214080,0.3563021,1.285206,0.161469,-0.326001,1.48,100
