,Name,obs_ecc,obs_sinI,calc_ecc,calc_sinI,ast_ecc,ast_sinI,megno,lyapunov
1126,2014 WQ509,0.14546656397367175,0.2757724056594379,0.14546656397367175,0.15627215237201142,0.1465723,0.1575127,0.0,0.0
1127,2014 WQ510,0.14835737250606906,-0.4846147903173706,0.1483573725060691,0.403029811575462,0.1193097,0.4072657,0.0,0.0
1128,2014 WR510,0.2536703253532719,-0.5743900791325284,0.2536703253532719,0.21098140015157751,0.24606350000000002,0.21462559999999997,0.0,0.0
1129,2014 WS509,0.04319073616505542,0.6964637820649564,0.04319073616505543,0.028734777555815563,0.04396869999999999,0.019315799999999998,0.0,0.0
1130,2014 WT509,0.2528965768308912,-0.17178113973813497,0.2528965768308912,0.20973891197298727,0.2642859,0.18894,0.0,0.0
1131,2014 WT69,0.1214123867762188,0.241068114261105,0.12141238677621877,0.22214530025458637,0.10639460000000002,0.21835010000000002,0.0,0.0
1132,2014 WU509,0.0749361926078889,0.6318164496933584,0.0749361926078889,0.3457089603822864,0.07836439999999999,0.3404928,0.0,0.0
1133,2014 WV509,0.18283512426341633,0.40072634862243006,0.18283512426341633,0.4369576854217073,0.1823465,0.4326532,0.0,0.0
1134,2014 WW509,0.13651282919980573,-0.0663070532235028,0.13651282919980573,0.3193224406098925,0.1355784,0.3186191,0.0,0.0
1135,2014 WX509,0.1541957639503496,-0.0726637983383353,0.15419576395034953,0.21357347306297877,0.1430156,0.20613879999999998,0.0,0.0
1136,2014 WY509,0.17065402778717148,0.15513751144669993,0.17065402778717148,0.22700247946284646,0.1688685,0.22461430000000002,0.0,0.0
1137,2014 WZ509,0.09159688620342953,-0.33304442025249525,0.09159688620342951,0.3098639936769154,0.0893153,0.3041906,0.0,0.0
1138,2014 XR40,0.13572645636564507,-0.04987227362873108,0.13572645636564507,0.4246949125234267,0.1358259,0.42540370000000005,0.0,0.0
1139,2014 XS40,0.15489697251565196,0.12513223612377436,0.15489697251565193,0.4667880547955264,0.15473979999999998,0.4668202,0.0,0.0
1140,2014 XT40,0.1827957702583782,0.18005084535338048,0.18279577025837823,0.15453124526032053,0.18220450000000002,0.1511844,0.0,0.0
1141,2014 XU40,0.17157056667363516,0.11373632338000182,0.17157056667363516,0.11275477958748706,0.17206400000000002,0.1111889,0.0,0.0
1142,2014 XY40,0.15059836690519438,0.27686652020771396,0.15059836690519435,0.4624350041907687,0.1507605,0.4645148,0.0,0.0
1143,2014 YA50,0.1755988877404744,-0.32448128284722244,0.1755988877404744,0.38649164108288325,0.17534129999999998,0.3904275,0.0,0.0
