,Name,obs_ecc,obs_sinI,calc_sinI,calc_ecc,ast_sinI,ast_ecc
53,54,0.1905840761586865,-0.10267913018176666,0.21183866917803046,0.19058392605815141,0.2116146,0.1889177
54,55,0.10688154006452946,0.33770613809756156,0.1224417680818051,0.1068812551253342,0.1220326,0.106152
55,56,0.21226280056182836,0.2061296686053565,0.1528665948753987,0.2122622070237313,0.1527566,0.2111276
56,57,0.09145030888529866,0.12434744816625663,0.26478163549555156,0.09144960028618566,0.2656671,0.0972003
57,58,0.09223402263929126,-0.43086470209872263,0.08266014836738811,0.09223333209659229,0.0824145,0.0849528
58,59,0.06902223475284491,0.3479574672313465,0.1454947132675786,0.06901872165681305,0.1454478,0.0729382
59,60,0.20543522092138425,-0.40294676056425904,0.07200551547032205,0.205424021442644,0.0714015,0.2021089
60,61,0.14284882365106788,-0.27094544835851736,0.31015340300953953,0.14284728578734504,0.3117868,0.1514429
61,62,0.14339011547997177,0.6263069664707728,0.023121499696797713,0.14338957603124583,0.0226085,0.1503687
62,63,0.1268231264011173,0.031944843947547416,0.10817072084581537,0.12681847171429406,0.1082187,0.1206107
63,64,0.1566808259511757,0.22042965352051866,0.04016123381071484,0.15667922340771276,0.0395496,0.1518215
64,65,0.14638148533355905,-0.13914794680820408,0.05480478992938756,0.14638112857764102,0.0549721,0.1349509
65,66,0.14547312913219046,-0.17826427428081873,0.056818733441179894,0.14547200913729447,0.056037,0.1439109
66,67,0.15296670941068813,0.18145762465898624,0.11488889586747483,0.15296051318163476,0.1156558,0.155228
67,68,0.14829218572662928,0.40499766191672176,0.12775537516088015,0.14829091169074726,0.1278366,0.1485658
68,69,0.17218608944920114,0.17621294188889403,0.15466753066246008,0.17218516861803113,0.1552187,0.1819428
69,70,0.15692507631869293,-0.3976528792338413,0.1940851566281523,0.15692266263110125,0.1941415,0.1530967
70,71,0.18395435594871376,-0.07186065571872664,0.42019008818478504,0.1839621604672649,0.4194806,0.164148
71,72,0.08272347168540516,-0.030005843187327828,0.10488343983062128,0.08270767176107297,0.1033242,0.0736601
72,73,0.05111237259061507,0.06515715419323938,0.04642211084707785,0.05111164179288748,0.0448766,0.0407223
73,74,0.19952690335994527,-0.4419989896549827,0.07454048551902208,0.199525174219302,0.074136,0.19957
74,75,0.27157121891771174,-0.41381081461272157,0.08452546182731106,0.2715665204618078,0.0844247,0.2693962
75,76,0.18750518074552433,-0.005332218009158977,0.04937328738942404,0.18750481555766196,0.0496576,0.1806565
76,77,0.11695920859849025,0.04208302174807654,0.0474718353008379,0.11695822019190641,0.0465991,0.1136618
77,78,0.24356364168747724,0.0996231392651189,0.15764067977680074,0.24356078586787544,0.1567448,0.2370916
78,79,0.17926857994490225,-0.3726575309421013,0.08746977871966935,0.17926038386391435,0.0871864,0.1768122
79,80,0.15527661856216177,-0.008460135472053262,0.16228100751878347,0.15527169340798,0.1626143,0.1519519
80,81,0.18152853220391976,0.3808235322666997,0.14310201319282478,0.18152829217221708,0.1433493,0.1807503
81,82,0.2547932066660609,0.04016821146370035,0.04757655258687135,0.25479186482648764,0.0471559,0.2502848
82,83,0.12355716195375772,-0.4162912280085434,0.0800990330210104,0.12355335816622298,0.0794738,0.1171331
83,84,0.19511746150886186,-0.029330333174061873,0.16330331551051622,0.19509229190791533,0.1644873,0.1935652
84,85,0.15236690520954854,0.06247710162669333,0.21880979262968162,0.15236668134891435,0.2187485,0.1515742
85,86,0.17501864843780957,-0.32334378190148555,0.06367704693889503,0.17501821431945316,0.063407,0.1805368
86,87,0.06785476762485686,-0.2769940761671308,0.1735169874090542,0.06785411703451036,0.1717157,0.0539308
87,88,0.14671771906991823,0.06557263675921611,0.10940946578926652,0.14671680978672633,0.1093252,0.1453671
88,89,0.12975744121503563,-0.34351753046530636,0.2881925953396461,0.12974967323877828,0.2873176,0.1242035
89,90,0.15314288370851617,0.6118272614965643,0.02373912323363448,0.1531426957551669,0.0231996,0.1544944
90,91,0.0997738364880105,0.36483189339554184,0.03411562222318646,0.09976891391616638,0.0408882,0.0878743
91,92,0.07166649974133017,0.25133017428777815,0.15154134409908573,0.07166487842223192,0.1517313,0.0721356
92,93,0.13983436072355446,0.20102652050317737,0.15352309375598278,0.13983358992643263,0.1546592,0.1425542
93,94,0.07714275395049898,0.3907941236023469,0.1433859080660678,0.07714271069803134,0.1435463,0.0736259
94,95,0.12339228014069858,0.40676124987550205,0.23724666794208876,0.12339144050001673,0.2376994,0.1281117
95,96,0.1979717175573474,-0.2556788434969023,0.2828016055370305,0.19797078822296596,0.285137,0.1844475
96,97,0.24101146153101172,-0.14793322322325514,0.209227738339399,0.24101036511917626,0.2095608,0.2390534
97,98,0.25029804137355155,0.14727036035994062,0.2615362703463363,0.2502930183730148,0.2624825,0.2448403
98,99,0.23301421527127578,0.08735166731304111,0.22040390342414476,0.23301365138268568,0.2204392,0.2288838
99,100,0.15046097426368105,-0.34899191224287907,0.09105501871468934,0.15046074225102948,0.0912652,0.1501072
100,101,0.11285533698999142,-0.3584919861663527,0.1800331189592757,0.11285482657679628,0.180021,0.1100765
101,102,0.2063559541125922,-0.16687052691047471,0.09973680465569398,0.20635447777032495,0.1009393,0.2068154
102,103,0.06091475383762237,-0.4415770321620357,0.07964442051668,0.060914917324463386,0.0779217,0.0524862
103,104,0.14452912913353222,0.16894203955144727,0.042406481088021794,0.14452846522268759,0.0421338,0.1450303
104,105,0.20826317643379844,0.04628719600567716,0.37091896310692324,0.2082380133023702,0.3707917,0.205898
105,106,0.13149815132354126,-0.3043383472977667,0.06255929071992321,0.1314979007964538,0.0626191,0.1454396
106,107,0.10400254122338487,-0.17869003572656966,0.16914663051797138,0.10400203397451256,0.1699751,0.0931062
107,108,0.14747936484319987,-0.43490847335341404,0.08424966743449466,0.1474789053665244,0.0836069,0.1061517
108,109,0.29231210198448265,0.32149773347030974,0.1429276416719684,0.2921183711523402,0.1497608,0.2642921
109,110,0.05289626166367672,-0.3585680136134374,0.08974978724581283,0.052895990763919064,0.0895485,0.045947
110,111,0.12623639233738124,-0.19573100377147892,0.09825285635690582,0.12623280227256556,0.1013028,0.1246456
111,112,0.09634992889686717,-0.1676710488726666,0.05677810113075622,0.09634960646506394,0.0556311,0.0939987
112,113,0.12706834828314156,-0.4083153839467727,0.0782994494391779,0.1270665471474129,0.0777478,0.1210943
113,114,0.18163839855400718,-0.4446900045082143,0.08008627252191237,0.18163829101485282,0.0800661,0.1776882
114,115,0.18602632334508903,0.04430970028413503,0.21834291804673323,0.18597625806455634,0.2180383,0.1800219
115,116,0.18069137651372955,0.022682530630117884,0.04826569671072987,0.18069068729124968,0.0478803,0.1750588
116,117,0.05775260549199355,0.14137372845635535,0.26409290433595334,0.057748700789379666,0.2640263,0.0309083
117,118,0.17133690095578438,0.3309896636791315,0.12341951404251521,0.1713366103697964,0.1231127,0.1674194
118,119,0.0633530946265761,0.065814217680058,0.1094968784945618,0.06334879728389976,0.1099206,0.0568049
119,120,0.10620261651827011,0.4444593239700845,0.132802156437451,0.1062024045319699,0.132703,0.086359
120,121,0.09138755645853709,0.18351863571253596,0.11412920010873197,0.09138703593190362,0.114655,0.0918841
121,122,0.10307646728085816,0.38993016412931947,0.033101437005826545,0.1030763730467567,0.0326599,0.0578586
122,123,0.11395428412935323,0.4017217298258783,0.12786285754046448,0.11395287990774504,0.1275386,0.1109535
123,124,0.11537718862117466,-0.15353650074042097,0.05568744776362932,0.1153773160488736,0.0564686,0.1092105
124,125,0.0921027493917758,-0.44692746183574444,0.07841008648441752,0.09210320792167094,0.0778362,0.0859855
125,126,0.07488924033083146,0.0544179672381184,0.0469189416256795,0.0748883391534335,0.0464139,0.0726048
126,127,0.09612165337158148,0.43211478902743866,0.13621288434442963,0.09612132336605056,0.1366705,0.0908463
127,128,0.09022653251217189,-0.3431843805594659,0.09086281436814489,0.09022630708009244,0.0911674,0.089399
128,129,0.23067347302754918,-0.16427205214074558,0.20844086157676403,0.230672480493619,0.2088349,0.2248518
129,130,0.14447966813050947,0.05383995423473756,0.3716062885564683,0.1444802452387969,0.3764782,0.1853124
130,131,0.1005809002382335,-0.39755960496477877,0.07274265509873819,0.10057939831153055,0.0721979,0.0937142
131,133,0.16420896123107326,0.3347137346534871,0.14675751834488826,0.16420863287322876,0.1461259,0.1534375
132,134,0.11443754545140637,-0.18393302717012516,0.20818472015810988,0.11443287429115695,0.2080274,0.1095123
133,135,0.17517321583570403,0.040670261535383015,0.04751021342290568,0.17517265510726418,0.0465969,0.1744549
134,136,0.06799529721042535,-0.19828582798996217,0.17365033486516637,0.06798381586884926,0.1733699,0.0184017
135,137,0.18210089411706168,0.3671806421429945,0.24979531352769713,0.1821004295795253,0.2505376,0.1863621
136,138,0.1383228712224628,0.08999576288105181,0.04547108740416711,0.13831777277213733,0.0445628,0.13868
137,139,0.2296895679818831,-0.3784094750000363,0.184596030870869,0.2296873637867155,0.1844762,0.2242888
138,140,0.20269084863799525,0.3528777323180686,0.03466876015293724,0.20269073448134534,0.0341635,0.2010149
139,141,0.17197729665209321,0.17569166300025232,0.2238990910234317,0.1719707752946643,0.2241065,0.1719692
140,142,0.16417054741751425,-0.16105216122982838,0.05631517607091751,0.16416658303748652,0.057727,0.1574127
141,143,0.10086305784372766,-0.12960887960300377,0.2109408111273689,0.10086256768563484,0.2108815,0.0943896
142,144,0.19014631711968683,-0.36892341102081133,0.06713709751105482,0.19014610207598673,0.0668982,0.1901445
143,145,0.17430931183874132,-0.2902103547477266,0.20287267209525847,0.17430725497358834,0.2028425,0.1692174
144,146,0.09827172259443728,-0.18709574162411527,0.2084286665594996,0.09827077753057782,0.2086205,0.0920062
145,147,0.0487692798377473,-0.10333099537594644,0.05335724852551054,0.048766987218220544,0.0530876,0.0035753
146,148,0.12420588558283077,0.027748632671188583,0.4252284340977966,0.12417422965390787,0.4253679,0.1318589
147,149,0.09910062137752533,0.3591720267804155,0.03382078096407359,0.09907677964065521,0.0152835,0.0817636
148,150,0.09148222580980335,-0.00712746021107695,0.049432589589042515,0.09148182875331862,0.0491812,0.0922907
149,151,0.07728405729225236,-0.05509273185072614,0.10445295781235672,0.07728111047243695,0.1041957,0.0699004
150,152,0.09263245615839202,-0.3335573336264123,0.2015252755386491,0.0926319760685502,0.2017238,0.0774183
151,153,0.18133870877873112,0.1705906396561957,0.1550405135110391,0.18133841660361286,0.1551789,0.1726972
152,154,0.18008683094898328,0.35393864512662737,0.34575608882842584,0.18008626103212375,0.3448655,0.1320991
153,155,0.2257617601130488,-0.3756474427822793,0.19262745288608585,0.2257602354613409,0.1915113,0.2084824
154,156,0.29407015034847767,-0.30879974261520454,0.18259628682751494,0.29406946382805094,0.1812934,0.2819829
155,157,0.22010287045727026,-0.3352615261807116,0.19861237380374633,0.22009914646068837,0.1986088,0.2160466
156,158,0.05478203768906843,0.2681065228879891,0.03819915550710018,0.05478326826534688,0.0375728,0.0452776
157,159,0.12790927994343948,-0.3711436335676632,0.08965969467670908,0.1279087500717293,0.0897138,0.117101
158,160,0.058730976868283706,-0.3631224268421152,0.06686241020084678,0.058730185120920306,0.072791,0.058891
159,161,0.10310850903433648,0.16363383004720458,0.15414431614074947,0.10310732551384659,0.1536832,0.0999609
160,162,0.20232316481260892,-0.021714470428488758,0.1058807881296683,0.20232099217005156,0.0999723,0.2097397
161,163,0.21327101207531537,-0.3935833222793977,0.08470957706480277,0.21327066424699628,0.0831567,0.2095097
162,164,0.27390917313654284,0.02769268019374877,0.4290366795437297,0.2739009312198767,0.4291347,0.2729318
163,165,0.09414077098727948,-0.11126725670733313,0.21188303354299934,0.09414042104892943,0.2120949,0.0811612
164,166,0.17754290726272456,-0.3312747462190513,0.20025501588223651,0.1775423293853295,0.2002752,0.1770394
165,167,0.05447102614010251,0.27785492973557663,0.03779703753435095,0.05447106197322827,0.037164,0.0429214
166,168,0.05623585744607926,-0.3727773251045105,0.08987117399410807,0.056233567510197674,0.0900917,0.0271974
167,169,0.09661548108350587,-0.21091105459515044,0.09636365617749953,0.09661418367522634,0.0953981,0.0935898
168,170,0.11233312828182128,0.1928979850508603,0.26109052434956753,0.11233292475743861,0.2604514,0.1002794
169,171,0.17187810337334408,0.6076575408608682,0.023913298315833706,0.17187794742748314,0.0234607,0.153679
170,172,0.07830843195417767,-0.2867294671862451,0.17737892741207734,0.07829917966635758,0.1778603,0.0764803
171,173,0.17341873401909297,0.34270082149277736,0.23338318953365422,0.17341837211858455,0.2336485,0.174028
172,174,0.1645362935182936,0.2695908619674048,0.22848619462196382,0.16453527816311278,0.2285196,0.1578969
173,175,0.17015584723057714,-0.09931521907283301,0.053181369673923694,0.17015695020761418,0.0533008,0.1892582
174,176,0.12648277857865625,0.25773282233857964,0.36189013533008774,0.1264774630243488,0.3737393,0.1946358
175,177,0.1989214498361237,0.23301926148442453,0.03969646619148277,0.19892120096372262,0.0384317,0.1991781
176,178,0.06059984833846005,0.5834430928957717,0.024846835194293197,0.06059933625260386,0.0231159,0.0530842
177,179,0.0762543296852694,0.12073353260570333,0.15713560686428002,0.0762530023193716,0.1571195,0.0760885
178,180,0.19577285813844153,0.3910940349647572,0.033073998121511995,0.19577132602240607,0.0324265,0.1918472
179,181,0.23197104428010282,-0.18998669879300636,0.3092210028693349,0.23197010166776463,0.3062254,0.2167245
180,182,0.178793881268987,0.6436315402991438,0.022122935666572332,0.17878467107493157,0.0201435,0.17578
181,183,0.1772295947564343,-0.031024551528132976,0.47505531555673847,0.17690676357205806,0.4701747,0.2463469
182,184,0.13260921029211897,0.26595356298721284,0.03838560913118596,0.13260742697469682,0.0373814,0.1045044
183,185,0.12951639074263396,-0.22936199722552744,0.3840225152073492,0.12946856196831827,0.3844612,0.1265509
184,186,0.095795351340401,0.12231011727238578,0.222307634134623,0.09578476267922693,0.2210292,0.0742956
185,187,0.29599241564675977,-0.20567897475261723,0.1733494736302719,0.29599219251434106,0.1724164,0.2882625
186,188,0.15142739281718606,0.1512695491111241,0.22261180671117456,0.15142450846085748,0.2226564,0.1500998
187,189,0.035304012481820086,-0.17188251464036572,0.09878175915706487,0.03529833654047079,0.098345,0.0150123
188,190,0.17220403043067836,-0.09498131873826225,0.10294856389388672,0.1722036422526128,0.1035464,0.1695493
189,191,0.05917847224356992,-0.4324555574484015,0.19142130420656658,0.05917882575833718,0.1916604,0.0550932
190,192,0.21181869307514817,0.33514639386000517,0.12419341061788723,0.2118115799059033,0.1218292,0.2102132
191,193,0.2782711586012282,0.25548754261739215,0.23314412720822592,0.2782592462012949,0.2332766,0.2762387
192,194,0.19716187049362385,-0.35440717759840934,0.29546379870019523,0.19715936050303554,0.2961334,0.1983681
193,195,0.07907781641812148,0.34798254545276047,0.12283191284737546,0.07907654693004307,0.119349,0.0631873
194,196,0.05921863272368815,0.034464791081913276,0.10810960310203234,0.059218660832414984,0.1077785,0.0333255
195,197,0.13196134122763428,0.4319359635613607,0.13606787566542816,0.13196002020192985,0.1360635,0.1309212
196,198,0.1816119029758158,-0.39213592508906314,0.18721000663235599,0.18160659895006404,0.1869479,0.1794803
197,199,0.21180894443145068,0.3238748147676354,0.23417508396465928,0.2118081429012894,0.2360236,0.1986192
198,200,0.10672968180906224,0.43253715275867616,0.1355680989483086,0.10672886900516787,0.135437,0.1049597
199,201,0.14768643813484209,-0.35365572553981306,0.09013026091507927,0.14768495189103756,0.0900922,0.145906
200,202,0.15080611758390916,0.4164073397215904,0.13111923285964744,0.15080536309873205,0.1367534,0.1201987
201,203,0.05160836518602277,-0.35376034322011896,0.06618748054031764,0.05161206714617527,0.0644508,0.0401833
202,204,0.16986059437626772,0.24633837717333357,0.1511788835130273,0.16986162212701236,0.1514023,0.1670768
203,205,0.04985406275369064,-0.4035014699425463,0.1950913487298305,0.04984724311228222,0.1951327,0.0382673
204,206,0.05814060284879232,-0.13866893111496748,0.054997998188777916,0.05813991355275999,0.0552607,0.0496212
205,207,0.07498119055879347,-0.2280843187760089,0.06154799767419363,0.07498008702297354,0.063357,0.069843
206,208,0.057201001503207546,0.2754911923266322,0.037908598737790886,0.057201218163090296,0.0372561,0.0449866
207,209,0.0964727730986901,0.43477103238052056,0.13030464472346132,0.09647255506549347,0.1303196,0.0738146
208,210,0.09924660166675286,-0.424047895494805,0.0839959159844704,0.09924625391024107,0.0820277,0.0954178
209,211,0.15418283446006426,-0.4090371866512821,0.08656074949898555,0.15418237426996426,0.0858488,0.1507518
210,212,0.09254901017922626,-0.3107388269992003,0.09327641629947586,0.09254854365555673,0.093219,0.0917941
211,213,0.14872047580204942,-0.1670653769325533,0.09983859199846784,0.14872038791459555,0.1024063,0.1470712
212,214,0.08747843977230434,-0.36451727242115894,0.06745743342121195,0.08747269118675814,0.0673053,0.0857654
213,215,0.03794815170235945,0.4644870167193418,0.03004925493465581,0.03794552837514364,0.0291503,0.0144728
214,216,0.2559168668882956,0.11241890035760856,0.22214829420394305,0.2559161900055826,0.2209811,0.2259663
215,217,0.2831025555641295,-0.1409925765303559,0.16918651607469617,0.283102389434588,0.1694464,0.2828579
216,218,0.14629059795184413,0.2096297625433634,0.2604924308513323,0.14628574919519663,0.2609845,0.1400674
217,219,0.16855284524591488,-0.3543949082133818,0.19443099182851728,0.16851479700779523,0.1955375,0.1686236
218,220,0.20457512070776177,0.06916072124785347,0.15882370622755915,0.20455406852490252,0.1562903,0.2036342
219,221,0.07386577085274752,-0.23714948418288598,0.17181286661994502,0.0738655310571202,0.1722516,0.0738376
220,222,0.16784442811203373,0.7303832422008378,0.018694881034344,0.16784417213978797,0.0181698,0.1558573
221,223,0.1446508803863706,0.529725998288772,0.027216818121665612,0.14465064980796816,0.0265681,0.1346648
222,224,0.12616092898131245,0.039144807765115155,0.10800870337632573,0.12615952433406502,0.1071338,0.1076358
223,225,0.20353967143410434,-0.1533989992821646,0.38732720181845587,0.20353593286654076,0.3882453,0.2121114
224,226,0.19376398263042438,0.29788917928998737,0.2547315447267721,0.19376375666887363,0.25503,0.1927642
225,227,0.23867821189752658,-0.3670389136305138,0.1866667581510375,0.238677873164064,0.1859996,0.2183518
226,229,0.11887197085804359,0.3325499316171416,0.03554874924995394,0.1188716355414556,0.0355748,0.120476
227,230,0.05849838842545854,-0.28293706710102384,0.1772712836280446,0.05849475989095628,0.1768407,0.0424231
228,231,0.17459253522983967,-0.13688854204503542,0.10119154244003575,0.1745920986874555,0.1011005,0.1695983
229,232,0.24542109563122666,-0.20754619470880178,0.09774539657703916,0.24542041895915825,0.0976126,0.2304159
230,233,0.07313899435971324,0.3187295891998498,0.14709225291564962,0.07313892590793332,0.1466118,0.0682016
231,234,0.17961231177523962,0.3532973586868178,0.2424379545747462,0.17953799022873937,0.2408758,0.1735078
232,235,0.08134051825504737,0.4205939813012428,0.13973733474682695,0.08133999151949796,0.1401306,0.0743784
233,236,0.1522783493496682,0.4276019351478058,0.13092572478979222,0.15227644546213573,0.1309907,0.1531238
234,237,0.08795714908173695,0.27299604758015833,0.1500681740121259,0.08795660285135252,0.1500172,0.0808661
235,238,0.06253461550959644,-0.057674432022579186,0.21392289153590663,0.06253423705533061,0.2142148,0.0596139
236,239,0.19650178378028432,-0.11104424385989034,0.10223805968857719,0.19650057603191035,0.1020454,0.1983405
237,240,0.1843529821510404,0.6722868668927493,0.02104997050430504,0.1843504670331154,0.0199676,0.1829856
238,241,0.06947403560977972,0.2515793371892753,0.11735861351348532,0.0694743058611648,0.1173026,0.0694415
239,242,0.1458483325456123,-0.18566272617398685,0.2084971855884807,0.14584816092404299,0.2085771,0.1385608
240,243,0.05641015455335606,0.29240636608147574,0.03718360242823055,0.056409976053524435,0.0364818,0.0456563
241,244,0.10758652620145742,-0.06133267484173401,0.05400635674134731,0.10756480592270505,0.0600241,0.1049818
242,245,0.16367840109250698,-0.4336172877698939,0.07214661169033623,0.16367785557969616,0.0720388,0.171246
243,246,0.11354678461267395,0.05126919303284298,0.26755645283470775,0.11354593655822198,0.2657356,0.1070897
244,247,0.1997692251421828,0.06270347836281438,0.4280401518735182,0.1997704405072286,0.4273787,0.2020246
245,248,0.08221423706601932,-0.3856004190581508,0.0855279203796668,0.08221303547027346,0.0849781,0.0745446
246,249,0.18214110070622,-0.25285401110964256,0.17451245056840853,0.18214061536492324,0.1738611,0.1787834
247,250,0.13714271183897467,0.14950223750994135,0.22234845055239363,0.13714221005026214,0.2220881,0.1241115
248,251,0.10426737098187334,-0.2840455356878039,0.1740883785617587,0.10426666897555856,0.174443,0.096168
249,252,0.052589963882967806,-0.3860258007269483,0.1802430713544554,0.052587424905642666,0.1806415,0.0505201
250,253,0.2265662426867615,0.17528001750204236,0.11430666384343871,0.22656380870892365,0.1133766,0.2208458
251,254,0.12797824041016925,-0.31165035764372306,0.07492475175678666,0.1279686941677906,0.0720816,0.1179379
252,255,0.1318850619774771,0.0013600711821610124,0.161954609771119,0.1318839973419551,0.1618943,0.1293988
253,256,0.11290279505817338,0.3030861343355741,0.22945857278350415,0.1129024997821464,0.2294549,0.0992719
254,257,0.10522215962620358,-0.20863202118207982,0.05794606310032569,0.10522196982871686,0.057729,0.1035014
255,258,0.16986346060497742,0.3736332460091942,0.24895790878094262,0.16985344092897492,0.2497997,0.1666199
256,259,0.16109535649984724,-0.049601200934693064,0.16398916627480456,0.1610951445062965,0.1642862,0.1449669
257,260,0.08665424391423522,-0.08568721733412674,0.10339502215900606,0.0866542434370845,0.1047122,0.0860846
258,261,0.13666751432019097,-0.06709404639988652,0.05225130245550076,0.13665832718816956,0.0511412,0.1309979
259,262,0.24072709855774965,0.32962692345749606,0.12304232599506382,0.24072567850528553,0.1224359,1.0355196
260,263,0.049720325725812205,0.27919455324379616,0.03775799650443493,0.04971887286790039,0.0372375,0.0421187
261,264,0.1042470053552021,-0.08044390394832378,0.1652098157032379,0.10424641916241362,0.1652234,0.104175
262,265,0.2401075708274064,0.10096518426164053,0.45815262942076657,0.23982297155065502,0.4558322,0.2418249
263,266,0.13834492855462685,0.4187492017688871,0.2430188676197183,0.1383422935027952,0.2432888,0.1349401
264,267,0.11792703564295093,-0.40256195956518065,0.08663049908445199,0.11792665682802281,0.0845711,0.1113659
265,268,0.18253892358655902,0.600712464089169,0.02420564067245619,0.18253831746445048,0.0244513,0.1678849
