Name,a(AU),e,sinI,n(deg/yr),g("/yr),s("/yr),lam-fit(deg),My
1002,0.00000016,0.0029626,0.0000354,0.000051,0.017191,0.319441,67.3892,10
1003,0.00000259,0.0000114,0.0000008,0.000086,0.015688,0.011100,39.0039,-2
1004,0.00000290,0.0000093,0.0000011,0.000045,0.019656,0.012652,30.4247,-2
1005,0.00000036,0.0000388,0.0000479,0.000004,0.005520,0.005545,4.5464,-2
1006,0.00104734,0.0007990,0.0013338,0.033684,0.602288,0.306102,44983.0114,10
1007,0.00003766,0.0004595,0.0006401,0.002445,0.008093,0.009371,1127.4445,-2
1008,0.00000038,0.0000114,0.0000190,0.000006,0.008391,0.006517,5.6843,-2
1010,0.00000152,0.0007934,0.0000045,0.000051,0.005236,0.050016,22.9049,-2
1012,0.00001309,0.0016448,0.0028129,0.000729,0.201839,0.075781,368.7124,2
1013,0.00000088,0.0004575,0.0002434,0.000066,0.020093,0.039556,23.6535,-2
1014,0.00000126,0.0000545,0.0000067,0.000080,0.025743,0.008954,37.0769,-2
1015,0.00000046,0.0000084,0.0000094,0.000030,0.026824,0.009116,11.7777,-2
1016,0.00000436,0.0011762,0.0010668,0.000320,0.011345,0.035414,133.4733,2
1017,0.00000022,0.0001375,0.0003675,0.000014,0.026971,0.024976,6.8230,-2
1018,0.00000308,0.0017081,0.0008767,0.000232,0.129965,0.269829,175.3854,-2
1019,0.00000013,0.0006436,0.0010922,0.000017,0.020128,0.033216,9.3831,-2
1020,0.00000001,0.0008519,0.0009333,0.000001,0.036826,0.027162,0.6151,-2
1021,0.00000002,0.0000696,0.0000588,0.000001,0.009974,0.009081,3.3335,-2
1022,0.00000208,0.0012641,0.0004869,0.000082,0.048236,0.107924,129.6479,-2
1023,0.00003111,0.0000983,0.0000177,0.001345,0.049993,0.011255,766.2748,-2
1024,0.00000020,0.0004551,0.0001097,0.000004,0.010451,0.024967,3.2978,-2
1025,0.00000010,0.0008984,0.0032763,0.000006,0.092016,0.020399,10.5591,-2
1026,0.00004883,0.0020906,0.0003244,0.003090,0.057813,0.068460,2346.7430,2
1027,0.00000037,0.0000127,0.0000020,0.000005,0.016709,0.011533,6.1372,-2
1028,0.00003783,0.0000461,0.0000130,0.001300,0.035796,0.011764,700.3323,-2
1029,0.00000683,0.0000817,0.0000162,0.000146,0.007308,0.004279,107.5335,-2
1030,0.00000285,0.0000554,0.0000413,0.000098,0.007540,0.007501,42.6836,-2
1031,0.00000017,0.0002079,0.0000513,0.000005,0.004213,0.006071,3.4363,-2
1032,0.00000030,0.0000160,0.0000090,0.000006,0.011134,0.009480,4.4073,-2
1033,0.00000005,0.0000552,0.0000365,0.000002,0.006293,0.005780,0.8946,-2
1034,0.00004261,0.0004217,0.0003506,0.003056,0.011944,0.036174,1479.6926,2
1035,0.00030639,0.0001322,0.0000323,0.010341,0.159514,0.029988,13265.8445,10
1037,0.00006826,0.0016243,0.0012947,0.006073,0.056106,0.047470,4786.5295,2
1038,0.00000057,0.0000210,0.0000203,0.000007,0.059491,0.021771,4.4491,-2
1039,0.00000000,0.0002500,0.0001500,0.000004,0.013623,0.024913,3.3605,-2
1040,0.00001445,0.0000346,0.0000197,0.000514,0.009687,0.007504,213.5679,-2
1041,0.00251092,0.0035000,0.0013086,0.083407,0.668258,0.242766,128298.5790,10
1042,0.00041285,0.0015926,0.0008332,0.014056,2.905475,0.142716,13957.0803,10
1043,0.00000356,0.0000227,0.0000121,0.000100,0.008655,0.006482,43.3396,-2
1044,0.00000797,0.0311493,0.0014696,0.000028,0.421994,2.810012,23.5856,10
1045,0.00000009,0.0001442,0.0000706,0.000007,0.004612,0.007082,3.4739,2
1046,0.00000007,0.0001990,0.0000208,0.000007,0.020044,0.027199,2.4498,-2
1047,0.00000073,0.0012363,0.0009589,0.000044,0.017213,0.049583,26.3252,2
1048,0.00000006,0.0000960,0.0000495,0.000002,0.003582,0.006015,2.3970,-2
1049,0.00000022,0.0000391,0.0000293,0.000009,0.005212,0.005768,3.8930,-2
1050,0.00000030,0.0001513,0.0004026,0.000008,0.042720,0.017072,5.2744,-2
1051,0.00002175,0.0000259,0.0000744,0.000640,0.078422,0.006314,364.1575,-2
1052,0.00004980,0.0004539,0.0004844,0.004516,0.013360,0.015156,2017.3239,2
1053,0.00005540,0.0004038,0.0002480,0.001871,0.020411,0.007275,1295.7250,-2
1054,0.00000004,0.0000282,0.0000215,0.000002,0.005869,0.005420,0.9940,-2
1055,0.00000505,0.0002523,0.0001736,0.000259,0.009193,0.048693,208.8861,2
1056,0.00000403,0.0008472,0.0009373,0.000299,0.020151,0.041341,146.1232,2
1057,0.00000012,0.0001244,0.0000096,0.000004,0.008602,0.011839,2.8913,-2
1058,0.00000820,0.0032283,0.0027355,0.000687,0.044663,0.084882,326.3360,2
1059,0.00000004,0.0001360,0.0000346,0.000002,0.003390,0.005094,1.5929,-2
1060,0.00001341,0.0008888,0.0006746,0.000812,0.027018,0.011208,424.2289,2
1061,0.00000019,0.0000131,0.0000011,0.000006,0.013407,0.011895,3.7331,-2
1062,0.00000002,0.0000161,0.0000470,0.000002,0.006911,0.005601,0.8294,-2
1063,0.00000002,0.0003092,0.0003498,0.000001,0.005182,0.005608,1.8930,2
1064,0.00000031,0.0002280,0.0001206,0.000009,0.018819,0.009423,9.3467,-2
1065,0.00124769,0.0006056,0.0005184,0.086936,0.039280,0.110097,37775.5478,2
1066,0.00003668,0.0000786,0.0000490,0.001507,0.005985,0.004475,817.6760,2
1067,0.00000063,0.0000314,0.0000269,0.000007,0.007741,0.008842,11.4034,-2
1068,0.00000049,0.0000419,0.0000388,0.000017,0.006817,0.006180,8.9317,-2
1069,0.00000060,0.0000143,0.0000174,0.000018,0.007630,0.007441,10.5922,-2
1070,0.00000123,0.0000131,0.0000366,0.000040,0.030593,0.010147,17.0400,-2
1071,0.00000004,0.0000689,0.0000728,0.000003,0.008535,0.005225,1.4643,-2
1072,0.00087177,0.0017078,0.0017714,0.029499,2.493166,1.314679,33715.5502,10
1073,0.00226623,0.0018395,0.0001679,0.070294,3.609936,0.279770,103558.4797,10
1074,0.00000022,0.0000118,0.0000013,0.000008,0.016508,0.011450,5.8607,-2
1075,0.00000024,0.0011004,0.0004546,0.000005,0.043974,0.026149,2.4842,-2
1076,0.00000305,0.0002193,0.0005965,0.000229,0.038976,0.015427,84.1164,2
1077,0.00000096,0.0001112,0.0000678,0.000066,0.004233,0.006989,29.6446,2
1078,0.00001473,0.0007839,0.0003573,0.001104,0.008280,0.019283,621.1217,2
1079,0.00000002,0.0000181,0.0000109,0.000001,0.008582,0.005390,0.5376,-2
1080,0.00015026,0.0005476,0.0002140,0.010535,0.019849,0.049430,4630.3165,2
1081,0.00000192,0.0000111,0.0000040,0.000045,0.010213,0.008705,30.6028,-2
1082,0.00008077,0.0001486,0.0005407,0.003016,0.066717,0.027509,4071.6828,10
1083,0.00043840,0.0001586,0.0001188,0.036503,0.014878,0.038890,13469.0480,2
1084,0.00000014,0.0002549,0.0000523,0.000007,0.004828,0.006608,3.2585,-2
1085,0.00000338,0.0000104,0.0000090,0.000028,0.019340,0.008256,48.0575,-2
1086,0.00000017,0.0000058,0.0000159,0.000003,0.013716,0.007521,2.9668,-2
1087,0.00000086,0.0021305,0.0009884,0.000029,0.169438,0.123516,42.4065,10
1088,0.00002292,0.0027225,0.0006597,0.001192,0.018038,0.128896,1294.3932,2
1089,0.00000597,0.0012703,0.0017191,0.000515,0.030863,0.051506,207.7257,2
1090,0.00000814,0.0026729,0.0011053,0.000561,0.080790,0.168108,240.6327,2
1091,0.00002818,0.0000153,0.0000295,0.000769,0.013112,0.010334,327.1888,-2
1092,0.00097934,0.0012797,0.0005521,0.037796,0.119048,0.014446,52253.7654,10
1093,0.00010750,0.0028476,0.0000813,0.003641,0.049724,0.106930,1384.9390,-2
1094,0.00000019,0.0001302,0.0000598,0.000008,0.008659,0.003958,6.8227,-2
1095,0.00003803,0.0008416,0.0000822,0.001018,0.035204,0.057558,527.7246,-2
1096,0.00000003,0.0001480,0.0000623,0.000001,0.004724,0.007448,1.5371,-2
1097,0.00000003,0.0003013,0.0000094,0.000002,0.004141,0.009394,3.9362,-2
1098,0.00000001,0.0000585,0.0004248,0.000008,0.055113,0.022608,3.9055,-2
1099,0.00142102,0.0013316,0.0009065,0.047264,2.949213,0.801003,51833.0024,10
1100,0.00000050,0.0000379,0.0000061,0.000009,0.008125,0.006000,10.0002,-2
1101,0.00003488,0.0000447,0.0001078,0.001179,0.670041,0.014183,470.8356,-2
1102,0.00001529,0.0000458,0.0000276,0.000454,0.005756,0.005432,261.4701,-2
1103,0.00000092,0.0003345,0.0012777,0.000118,0.053672,0.011105,47.1310,-2
1105,0.00003599,0.0007056,0.0002948,0.001474,0.043254,0.031135,614.0363,-2
1106,0.00000460,0.0006446,0.0001815,0.000228,0.020449,0.028581,93.1842,-2
1107,0.00000040,0.0000094,0.0000060,0.000018,0.023721,0.010871,7.8544,-2
1108,0.00000024,0.0007397,0.0002135,0.000007,0.006068,0.005036,6.2556,2
1109,0.00036448,0.0002409,0.0007710,0.011127,1.592324,0.087721,11011.1531,10
1110,0.00005016,0.0007199,0.0011379,0.003480,0.035135,0.089373,1942.6190,2
1111,0.00000261,0.0000080,0.0000092,0.000101,0.008453,0.006450,42.5525,-2
1112,0.00000054,0.0018674,0.0007673,0.000018,0.108852,0.076875,9.2434,-2
1113,0.00004771,0.0000796,0.0000318,0.001936,0.016149,0.009634,719.6787,-2
1114,0.00000033,0.0000100,0.0000304,0.000018,0.004473,0.004271,11.1163,-2
1115,0.00000148,0.0004153,0.0000246,0.000047,0.027903,0.126945,26.3652,-2
1116,0.00000167,0.0001118,0.0000367,0.000036,0.004409,0.005540,24.4452,-2
1117,0.00000577,0.0004539,0.0005357,0.000455,0.008268,0.027243,194.6619,2
1118,0.00000792,0.0000181,0.0000353,0.000208,0.044680,0.008079,116.3309,-2
1119,0.00000010,0.0011105,0.0000320,0.000003,0.010894,0.033373,4.5707,-2
1120,0.00000136,0.0016957,0.0011814,0.000122,0.029018,0.044772,49.9472,2
1122,0.00001349,0.0143735,0.0000783,0.000933,0.166789,1.705956,1285.5639,10
1123,0.00007191,0.0012311,0.0015656,0.006240,0.026326,0.039386,2506.9373,2
1124,0.00000002,0.0002466,0.0000692,0.000001,0.026506,0.010847,0.6333,-2
1125,0.00036677,0.0003253,0.0000125,0.011778,0.260925,0.082494,12229.2291,10
1126,0.00007668,0.0006604,0.0002646,0.005843,0.009676,0.016140,2476.7257,2
1127,0.00000018,0.0002756,0.0000764,0.000008,0.003218,0.004764,4.9144,-2
1128,0.00000893,0.0000339,0.0000406,0.000382,0.002184,0.005682,161.8641,-2
1129,0.00000029,0.0009768,0.0000556,0.000021,0.022447,0.069535,8.4214,-2
1130,0.00001388,0.0007562,0.0012432,0.001107,0.015157,0.023951,541.9067,2
1132,0.00002807,0.0018357,0.0000599,0.001271,0.004205,0.166163,601.0333,-2
1133,0.00000870,0.0004380,0.0003869,0.001859,0.010036,0.049619,780.8137,2
1135,0.00000003,0.0014724,0.0004128,0.000004,0.020487,0.028766,3.9437,-2
1136,0.00000011,0.0002480,0.0000366,0.000006,0.006258,0.007147,6.2715,-2
1137,0.00000004,0.0001283,0.0001323,0.000002,0.007641,0.002762,1.2370,2
1138,0.00000007,0.0000197,0.0000270,0.000003,0.007558,0.005831,2.1735,-2
1140,0.00000001,0.0001264,0.0000421,0.000000,0.003148,0.004863,0.9504,-2
1141,0.00000016,0.0001423,0.0003384,0.000012,0.007300,0.010506,6.9707,2
1142,0.00000557,0.0000089,0.0000053,0.000101,0.018847,0.010297,55.5504,-2
1144,0.00002792,0.0000374,0.0000177,0.000491,0.020635,0.009578,248.9567,-2
1145,0.00000016,0.0001213,0.0000603,0.000008,0.007545,0.005605,5.0247,2
1146,0.00001236,0.0187303,0.0009213,0.000915,0.483156,4.995896,791.3668,10
1147,0.00003786,0.0004251,0.0001850,0.001999,0.005479,0.020148,1188.9331,2
1148,0.00018435,0.0004223,0.0001583,0.006881,0.037863,0.025140,7264.8849,10
1149,0.00023101,0.0002676,0.0000860,0.008831,0.025209,0.014753,4228.3908,-2
1150,0.00000101,0.0009038,0.0015104,0.000086,0.011751,0.031343,35.0725,2
1151,0.00000496,0.0002300,0.0002552,0.000453,0.011304,0.020850,167.6815,2
1152,0.00000004,0.0001720,0.0000678,0.000001,0.008043,0.003206,1.4091,2
1153,0.00000033,0.0019464,0.0013331,0.000019,0.028485,0.065021,11.3997,2
1154,0.00054557,0.0014033,0.0001625,0.015920,0.793250,0.415889,16462.8537,10
1155,0.00002507,0.0000838,0.0000387,0.001264,0.019065,0.005519,679.9615,2
1156,0.00000012,0.0002942,0.0007176,0.000006,0.009323,0.025467,3.8249,2
1157,0.00000205,0.0000145,0.0000136,0.000083,0.025920,0.009646,30.0469,-2
1158,0.00000043,0.0008602,0.0001946,0.000035,0.015443,0.039367,13.1746,-2
1159,0.00000001,0.0004501,0.0001465,0.000001,0.004872,0.003588,3.5472,2
1160,0.00000016,0.0001691,0.0001127,0.000008,0.005675,0.004369,3.8458,-2
1161,0.00000016,0.0000093,0.0000141,0.000007,0.014501,0.007812,3.3316,-2
1162,0.00000053,0.0000166,0.0000038,0.000007,0.059459,0.020691,4.2022,-2
1163,0.00000037,0.0000067,0.0000115,0.000018,0.034095,0.008771,6.8997,-2
1164,0.00000898,0.0004294,0.0001733,0.000692,0.011648,0.009648,277.2663,2
1165,0.00003819,0.0000677,0.0000491,0.001300,0.019195,0.009443,542.3148,-2
1166,0.00000077,0.0002607,0.0000865,0.000027,0.009474,0.017624,27.9624,-2
1167,0.00001209,0.0000132,0.0000054,0.000274,0.022633,0.014162,137.6097,-2
1168,0.00000025,0.0000531,0.0000584,0.000006,0.007196,0.004064,6.3440,-2
1169,0.00000038,0.0002570,0.0000787,0.000026,0.004743,0.005423,11.2432,2
1170,0.00003627,0.0007441,0.0002604,0.001652,0.043062,0.046811,1016.9054,2
1171,0.00001568,0.0000226,0.0000019,0.000490,0.036086,0.012399,199.3535,-2
1174,0.00000196,0.0015577,0.0008106,0.000056,0.108127,0.084692,26.0070,-2
1175,0.00000070,0.0000173,0.0000308,0.000040,0.029348,0.006708,14.4488,-2
1176,0.00000016,0.0034179,0.0000311,0.000022,0.015263,0.155269,42.3180,10
1177,0.00000694,0.0000107,0.0000150,0.000195,0.023738,0.008750,87.2273,-2
1178,0.00000039,0.0010472,0.0000339,0.000015,0.006341,0.095376,11.7327,-2
1179,0.00000799,0.0000941,0.0000327,0.000461,0.005766,0.013809,180.7658,-2
1180,0.00000111,0.0000294,0.0000181,0.000015,0.100439,0.057460,7.4267,-2
1181,0.00000266,0.0041659,0.0000518,0.000044,0.022210,0.257550,74.7329,10
1182,0.00000045,0.0008464,0.0001682,0.000037,0.018365,0.052577,19.4236,2
1183,0.00000409,0.0001081,0.0000650,0.000276,0.004674,0.004801,113.9085,2
1184,0.00000000,0.0000441,0.0001474,0.000003,0.020342,0.005379,1.2169,-2
1185,0.00000241,0.0015657,0.0014027,0.000156,0.036156,0.055362,110.3881,2
1186,0.00000261,0.0010138,0.0004290,0.000102,0.034476,0.035370,43.4556,-2
1187,0.00000003,0.0000729,0.0000590,0.000001,0.003262,0.004956,1.7097,-2
1188,0.00012048,0.0008828,0.0011513,0.010445,0.020532,0.048172,4253.8169,2
1189,0.00000008,0.0000561,0.0000311,0.000002,0.005330,0.005220,1.1161,-2
1190,0.00000003,0.0000353,0.0000339,0.000002,0.008441,0.004309,1.8546,2
1191,0.00000005,0.0001334,0.0000525,0.000001,0.004441,0.005695,1.6479,-2
1192,0.00000235,0.0005865,0.0002622,0.000178,0.010377,0.013023,69.8631,2
1193,0.00000003,0.0000455,0.0000632,0.000001,0.002796,0.005339,1.6385,-2
1194,0.00000014,0.0000240,0.0000296,0.000006,0.005552,0.005761,2.6715,-2
1195,0.00087790,0.0015143,0.0010198,0.074909,0.174001,0.097775,29029.1075,2
1196,0.00000010,0.0000633,0.0000844,0.000005,0.002559,0.006313,4.4637,-2
1197,0.00000143,0.0017318,0.0001241,0.000028,0.042156,0.240916,11.9752,-2
1199,0.00000018,0.0004552,0.0001057,0.000012,0.020887,0.038673,6.2521,-2
1200,0.00000006,0.0000159,0.0000075,0.000002,0.009507,0.007819,1.5843,-2
1201,0.00000001,0.0011301,0.0000549,0.000002,0.085119,0.013701,0.9428,-2
1202,0.00000050,0.0000173,0.0000114,0.000007,0.048081,0.022258,5.7278,-2
1203,0.00000032,0.0000426,0.0000110,0.000025,0.008576,0.008302,9.4324,-2
1204,0.00628246,0.0022597,0.0017631,0.474949,0.316032,0.426918,202204.7109,2
1205,0.00000153,0.0004603,0.0003298,0.000026,0.010400,0.009650,47.4935,-2
1206,0.00000156,0.0013433,0.0000574,0.000018,0.018906,0.023390,24.9848,-2
1207,0.00000013,0.0004875,0.0002156,0.000002,0.029616,0.010762,1.8201,-2
1209,0.00013428,0.0008648,0.0004604,0.004769,0.164814,0.194586,5010.7433,10
1210,0.00000045,0.0017212,0.0007017,0.000015,0.085545,0.072904,6.3399,-2
1211,0.00000091,0.0000583,0.0000277,0.000032,0.006801,0.003812,13.1482,-2
1212,0.00000054,0.0000366,0.0000928,0.000008,0.070466,0.015545,5.1476,-2
1213,0.00000044,0.0000178,0.0000249,0.000012,0.007877,0.007043,7.4726,-2
1214,0.00000002,0.0004707,0.0000409,0.000001,0.002885,0.004641,1.9579,-2
1215,0.00000019,0.0010800,0.0002293,0.000008,0.012988,0.021214,4.0666,-2
1216,0.00001516,0.0003278,0.0004118,0.001075,0.012809,0.039360,500.4647,2
1217,0.00000773,0.0001632,0.0001388,0.000537,0.004432,0.005033,217.0094,2
1218,0.00000003,0.0002585,0.0002671,0.000004,0.007986,0.012233,4.0510,2
1219,0.00009698,0.0008923,0.0005789,0.007285,0.090796,0.050615,4458.9558,2
1220,0.00000004,0.0001151,0.0000616,0.000003,0.016360,0.017918,1.5314,-2
1222,0.00000202,0.0023587,0.0001583,0.000065,0.051886,0.278206,71.7986,-2
1223,0.00000020,0.0000262,0.0000075,0.000009,0.008758,0.005325,3.6821,-2
1224,0.00000540,0.0000767,0.0001268,0.000368,0.006023,0.021015,176.1656,2
1225,0.00000211,0.0003575,0.0003220,0.000190,0.005281,0.008215,72.3609,2
1226,0.00000289,0.0001726,0.0002116,0.000079,0.019217,0.010997,47.6301,-2
1227,0.00003070,0.0000273,0.0000132,0.000989,0.096566,0.006109,461.7192,-2
1228,0.00000001,0.0009202,0.0009338,0.000001,0.036172,0.025245,0.4968,-2
1229,0.00000303,0.0000238,0.0000018,0.000114,0.062030,0.016111,43.2326,-2
1230,0.00000008,0.0001053,0.0004138,0.000007,0.031928,0.011696,3.3381,-2
1231,0.00000038,0.0000925,0.0000907,0.000014,0.012458,0.008626,8.8864,-2
1232,0.00000183,0.0000180,0.0000121,0.000066,0.014338,0.011995,28.2185,-2
1233,0.00000016,0.0011059,0.0005591,0.000012,0.049813,0.039738,10.0816,10
1234,0.00002890,0.0001392,0.0000440,0.000816,0.027940,0.010552,372.7269,-2
1235,0.00001530,0.0017263,0.0013984,0.002195,0.062621,0.044471,2066.4499,10
1236,0.00000320,0.0003002,0.0002163,0.000220,0.008881,0.024068,89.0185,2
1237,0.00000001,0.0002505,0.0000680,0.000000,0.006326,0.003988,0.6008,-2
1238,0.00000002,0.0001056,0.0000561,0.000001,0.003211,0.004740,1.5492,-2
1239,0.00002544,0.0000815,0.0000618,0.001322,0.028702,0.009989,1427.5913,10
1240,0.00000007,0.0000646,0.0000344,0.000002,0.008230,0.006089,1.6842,-2
1241,0.00001077,0.0001551,0.0000953,0.000197,0.025169,0.009045,113.9616,-2
1242,0.00000004,0.0007839,0.0000211,0.000034,0.032970,0.245804,17.6749,-2
1243,0.00000011,0.0001389,0.0000277,0.000007,0.018799,0.008881,4.2095,-2
1244,0.00000078,0.0005347,0.0001180,0.000053,0.003853,0.008577,24.2487,2
1245,0.00000004,0.0000380,0.0000052,0.000002,0.007805,0.005526,0.9859,-2
1246,0.00012642,0.0006180,0.0001459,0.007125,0.023723,0.070625,7472.3679,10
1247,0.00000299,0.0000102,0.0000059,0.000129,0.014838,0.011238,50.2267,-2
1248,0.00000001,0.0018700,0.0000419,0.000008,0.052337,0.055489,3.8226,-2
1249,0.00000018,0.0015857,0.0014270,0.000010,0.030365,0.050756,8.7755,2
1250,0.00000111,0.0004141,0.0004799,0.000065,0.046498,0.029638,36.2848,-2
1251,0.00000002,0.0002023,0.0000352,0.000001,0.004107,0.006982,1.3072,-2
1252,0.00000011,0.0014935,0.0003598,0.000005,0.021404,0.015827,4.4718,-2
1253,0.00002353,0.0000454,0.0000040,0.001578,0.057557,0.016719,869.0297,-2
1254,0.00000006,0.0000051,0.0000172,0.000003,0.011026,0.007154,1.7787,-2
1255,0.00007367,0.0000614,0.0000152,0.002005,0.045620,0.011748,1026.3559,-2
1256,0.00000204,0.0000327,0.0000042,0.000033,0.020061,0.023996,17.7322,-2
1257,0.00000298,0.0010169,0.0008843,0.000108,0.131031,0.020058,77.0518,2
1258,0.00000009,0.0000084,0.0000168,0.000005,0.018001,0.007600,2.6521,-2
1259,0.00000023,0.0000086,0.0000014,0.000017,0.012375,0.010036,7.9929,-2
1260,0.00004360,0.0003511,0.0001313,0.002239,0.010305,0.007108,1013.1142,-2
1261,0.00008870,0.0002327,0.0008643,0.002908,0.100798,0.069376,3083.1428,10
1262,0.00000007,0.0000716,0.0000334,0.000002,0.005809,0.005255,1.8738,-2
1263,0.00000128,0.0255835,0.0004086,0.000067,18.018569,1.101948,65.7216,10
1264,0.00021597,0.0012579,0.0003305,0.009038,0.047902,0.140981,13067.0471,10
1265,0.00005004,0.0017187,0.0006862,0.001797,0.114371,0.061530,812.6841,-2
1266,0.00000027,0.0000141,0.0000222,0.000014,0.009525,0.007821,6.9507,-2
1267,0.00000099,0.0001315,0.0000538,0.000058,0.019898,0.003906,29.7373,2
1268,0.00000228,0.0000343,0.0000096,0.000039,0.286309,0.025025,18.5121,-2
1269,0.00000124,0.0000174,0.0000081,0.000027,0.200426,0.062550,14.7283,-2
1270,0.00000418,0.0013968,0.0009586,0.000261,0.019472,0.056626,126.8440,2
1271,0.00000015,0.0000052,0.0000096,0.000004,0.012294,0.008352,2.2816,-2
1272,0.00000011,0.0001426,0.0000258,0.000004,0.005702,0.008412,3.1649,-2
1273,0.00000046,0.0001372,0.0000550,0.000020,0.004914,0.002170,10.2183,2
1274,0.00030071,0.0014048,0.0014722,0.025526,0.039231,0.031118,10192.6176,2
1275,0.00000002,0.0000979,0.0000418,0.000000,0.002946,0.004431,1.3167,-2
1276,0.00001649,0.0000947,0.0000426,0.000379,0.015823,0.008540,215.9960,-2
1277,0.00000311,0.0006999,0.0000147,0.000058,0.018583,0.081769,64.6224,-2
1278,0.00000471,0.0001134,0.0001261,0.000317,0.003056,0.009055,122.0669,2
1279,0.00000570,0.0006504,0.0006255,0.000396,0.023351,0.033976,167.9100,2
1280,0.00000089,0.0000175,0.0000054,0.000004,0.015766,0.010583,11.1677,-2
1281,0.00000041,0.0004046,0.0000503,0.000017,0.011950,0.024497,11.5928,-2
1282,0.00000221,0.0002007,0.0000471,0.000044,0.003990,0.004537,33.6923,-2
1283,0.00008970,0.0000412,0.0000373,0.002891,0.430454,0.037232,1263.8342,-2
1284,0.00000002,0.0001265,0.0000580,0.000001,0.003287,0.004350,1.4327,-2
1285,0.00000001,0.0000370,0.0000139,0.000001,0.006655,0.006250,0.7274,-2
1286,0.00000049,0.0009536,0.0004068,0.000013,0.048468,0.014330,7.2101,-2
1287,0.00000143,0.0008313,0.0003731,0.000019,0.040122,0.030189,15.4576,-2
1288,0.00000001,0.0005840,0.0001161,0.000002,0.016457,0.015464,0.6690,-2
1289,0.00000000,0.0000174,0.0000146,0.000001,0.009999,0.005285,0.4098,-2
1290,0.00000002,0.0000783,0.0001398,0.000002,0.006639,0.007265,2.2880,2
1291,0.00000025,0.0010271,0.0003812,0.000008,0.077259,0.046959,4.2325,-2
1292,0.00001131,0.0110630,0.0014765,0.000526,0.264699,0.617409,639.1784,10
1293,0.00191895,0.0013919,0.0019685,0.142231,0.133783,0.072178,63780.3595,2
1294,0.00000035,0.0116300,0.0001975,0.000189,0.096755,1.345050,272.2728,10
1295,0.00004088,0.0000290,0.0000519,0.001141,0.103673,0.032084,480.4542,-2
1296,0.00000732,0.0003209,0.0000802,0.000357,0.005656,0.015550,210.2009,2
1297,0.00000023,0.0009236,0.0003195,0.000011,0.058520,0.048034,3.9187,-2
1298,0.00000706,0.0000134,0.0000105,0.000183,0.015165,0.010017,80.6684,-2
1299,0.00000169,0.0000667,0.0000140,0.000084,0.018737,0.007792,33.9350,-2
1300,0.00000000,0.0002749,0.0000393,0.000001,0.004287,0.005291,0.6690,-2
1301,0.00000073,0.0383155,0.0003061,0.000030,29.650494,0.002525,45.8522,10
1302,0.00000709,0.0000174,0.0000033,0.000168,0.010077,0.009711,98.3295,-2
1303,0.00000431,0.0000174,0.0000278,0.000151,0.051656,0.008809,63.1067,-2
1304,0.00000089,0.0000257,0.0000251,0.000070,0.018577,0.007794,45.7608,-2
1305,0.00000015,0.0000106,0.0000028,0.000003,0.008756,0.007137,1.6762,-2
1306,0.00005933,0.0000382,0.0000327,0.002328,0.050597,0.015268,863.8655,-2
1307,0.00000159,0.0004150,0.0003258,0.000129,0.009821,0.011836,51.4595,2
1308,0.00004361,0.0006247,0.0000387,0.001975,0.022911,0.023766,869.0771,-2
1309,0.00001680,0.0000208,0.0000125,0.000452,0.105503,0.010272,261.1357,-2
1311,0.00000001,0.0001291,0.0001098,0.000001,0.008388,0.003495,1.1614,2
1312,0.00000140,0.0001876,0.0000653,0.000030,0.002189,0.005565,20.5294,-2
1313,0.00000003,0.0001852,0.0000885,0.000000,0.007357,0.016458,2.0308,-2
1314,0.00000042,0.0006595,0.0006872,0.000023,0.019188,0.029644,11.6751,2
1315,0.00000036,0.0000085,0.0000079,0.000006,0.030694,0.009477,6.2147,-2
1316,0.00014069,0.0006776,0.0001413,0.008708,0.004999,0.007364,3920.6028,2
1317,0.00000214,0.0000871,0.0000351,0.000095,0.014044,0.023455,48.2181,-2
1318,0.00000718,0.0006456,0.0007612,0.000576,0.060349,0.068791,250.5703,2
1319,0.00004645,0.0000409,0.0000086,0.002147,0.019013,0.020674,814.4200,-2
1320,0.00016718,0.0005760,0.0002571,0.006608,0.076211,0.159758,8529.2154,10
1321,0.00004665,0.0000583,0.0000162,0.001763,0.015945,0.004708,820.9002,-2
1322,0.00003628,0.0006561,0.0001690,0.000937,0.004934,0.014388,761.3820,2
1323,0.00008984,0.0000404,0.0000346,0.003050,0.357086,0.052921,1216.2033,-2
1324,0.00021214,0.0002995,0.0003418,0.019080,0.028337,0.044131,7558.8335,2
1325,0.00000952,0.0024039,0.0005696,0.000311,0.030611,0.105870,236.8422,-2
1326,0.00000013,0.0000618,0.0001064,0.000006,0.002462,0.007187,3.9469,-2
1327,0.00000001,0.0000586,0.0000245,0.000001,0.005671,0.005290,0.8520,-2
1328,0.00001260,0.0000798,0.0001114,0.000285,0.027514,0.014448,133.0026,-2
1329,0.00000058,0.0000346,0.0003612,0.000039,0.044313,0.020743,15.1068,-2
1330,0.00004977,0.0002159,0.0000472,0.001319,0.021244,0.025573,687.5286,-2
1331,0.00032316,0.0009699,0.0011619,0.012411,0.153638,0.301282,13348.5237,10
1332,0.00000006,0.0000174,0.0000033,0.000003,0.009850,0.008368,1.4416,-2
1333,0.00000003,0.0000970,0.0000893,0.000002,0.012120,0.007752,2.0175,-2
1334,0.00000047,0.0000433,0.0000220,0.000019,0.005702,0.005355,8.2320,-2
