Name,a,e,sinI,n,g,s,lam-fit,My
2004SC60,0.00000929,0.0000514,0.0005009,0.000000,0.000615,0.000589,5.7272,100
2004TV357,0.00001517,0.0017930,0.0019559,0.000000,0.001981,0.000060,18.1859,100
2004TX357,0.00013561,0.0047928,0.0053890,0.000005,0.072758,0.019987,134.1799,100
2004UD10,0.00022474,0.0014788,0.0012035,0.000015,0.001664,0.001026,274.0370,100
2004US10,0.00001195,0.0002014,0.0000799,0.000000,0.001213,0.000137,22.0369,100
2004VA131,0.00001242,0.0005792,0.0016253,0.000001,0.000270,0.001145,10.9701,100
2004VB131,0.00000338,0.0003112,0.0012122,0.000000,0.000175,0.001819,2.9758,100
2004VC131,0.00084646,0.0002969,0.0007585,0.000035,0.001379,0.002353,1312.2663,100
2004VD131,0.00001047,0.0008963,0.0022369,0.000000,0.000360,0.000861,8.7781,100
2004VE131,0.00000523,0.0001786,0.0004895,0.000000,0.000227,0.000083,7.6635,100
2004VF131,0.00001402,0.0003323,0.0012064,0.000000,0.005485,0.003382,13.4176,100
2004VS75,0.00001168,0.0002687,0.0001566,0.000001,0.006019,0.000088,13.5373,100
2004VT75,0.00004356,0.0018256,0.0026240,0.000001,0.016869,0.006576,37.3341,100
2004VU75,0.01667774,0.0038450,0.0011609,0.000984,0.004155,0.001657,17843.9322,100
2004VV130,0.00001246,0.0005198,0.0002491,0.000001,0.005613,0.000119,16.8230,100
2004VX130,0.00001595,0.0003935,0.0005046,0.000001,0.013160,0.000480,19.2469,100
2004VY130,0.00000555,0.0007354,0.0004791,0.000000,0.000881,0.000146,9.7395,100
2004VZ130,0.00003882,0.0005602,0.0002188,0.000000,0.001398,0.002018,21.7024,100
2004VZ75,0.00001340,0.0001163,0.0000485,0.000000,0.000156,0.000123,14.7902,100
2004XX190,0.00000192,0.0002970,0.0028825,0.000000,0.000106,0.002827,2.1161,100
2005BV49,0.00065725,0.0075887,0.0035872,0.000012,0.072632,0.003989,586.8636,100
2005BW49,0.00000621,0.0004298,0.0019067,0.000000,0.000208,0.002470,6.4865,100
2005CA79,0.00032374,0.0197184,0.0106151,0.000008,0.052796,0.002171,187.8169,100
2005CD81,0.00002696,0.0003172,0.0000780,0.000000,0.007395,0.002049,23.9904,100
2005CE81,0.00000248,0.0002852,0.0003586,0.000000,0.000361,0.002097,3.2579,100
2005CF81,0.00000852,0.0000150,0.0002974,0.000001,0.004838,0.000134,13.5715,100
2005CG81,0.00000841,0.0001404,0.0000320,0.000000,0.000037,0.000013,23.4660,100
2005EB318,0.00146791,0.0021511,0.0023374,0.000017,0.015091,0.000828,970.2787,100
2005EC318,0.00000155,0.0002405,0.0001004,0.000000,0.000049,0.000555,2.6066,100
2005EE296,0.00000104,0.0030696,0.0027192,0.000000,0.001072,0.001088,1.7156,100
2005EM303,0.00000056,0.0102158,0.0005406,0.000000,17.375240,0.000228,1.2701,100
2005EN302,0.00000380,0.0008819,0.0019257,0.000000,0.000271,0.000952,3.1591,100
2005EO304,0.00000793,0.0002275,0.0004991,0.000000,0.000128,0.000454,9.9508,100
2005ER318,0.00006863,0.0005171,0.0013614,0.000001,0.006365,0.009194,17.7461,100
2005EW318,0.00206699,0.0003751,0.0003388,0.000072,0.003725,0.000592,2906.7413,100
2005EX297,0.00001497,0.0031356,0.0054331,0.000001,0.000780,0.002264,11.6866,100
2005EX318,0.00005035,0.0026265,0.0033455,0.000003,0.025400,0.002041,59.9344,100
2005EZ300,0.00007006,0.0044387,0.0034589,0.000002,0.022250,0.004004,67.7907,100
2005GA187,0.00001479,0.0065954,0.0017382,0.000000,0.000691,0.000294,16.3315,100
2005GC187,0.00140668,0.0017123,0.0033008,0.000050,0.006440,0.003212,1404.5350,100
2005GD187,0.00000998,0.0010832,0.0006314,0.000000,0.001755,0.000599,9.7474,100
2005GF187,0.00002401,0.0018836,0.0045122,0.000002,0.020333,0.004983,45.9293,100
2005GV210,0.00001392,0.0004141,0.0003942,0.000000,0.003886,0.000129,23.0188,100
2005GX186,0.00000065,0.0017481,0.0004572,0.000000,0.001310,0.000189,0.9446,100
2005JA175,0.00017297,0.0030724,0.0013442,0.000010,0.006381,0.001285,191.5481,100
2005JB186,0.00029326,0.0002110,0.0001722,0.000015,0.000094,0.000071,334.1688,100
2005JH177,0.00460533,0.0006319,0.0003986,0.000065,0.004619,0.000829,4248.3510,100
2005JJ186,0.00000214,0.0012470,0.0025117,0.000000,0.000391,0.001357,1.9171,100
2005JK186,0.00158733,0.0007577,0.0003151,0.000033,0.001217,0.000441,1370.0968,100
2005JP179,0.00000034,0.0015307,0.0013230,0.000000,0.001166,0.001057,1.0872,100
2005JR179,0.00000813,0.0001244,0.0002281,0.000000,0.000040,0.000192,6.4547,100
2005JY185,0.00000244,0.0010035,0.0020456,0.000000,0.000511,0.001521,2.2683,100
2005JZ174,0.00414831,0.0015510,0.0013640,0.000190,0.000598,0.000383,4593.5884,100
2005LA54,0.00000427,0.0051411,0.0023534,0.000000,0.000641,0.000787,4.6082,100
2005LB54,0.00575620,0.0020314,0.0001778,0.000147,0.004076,0.000759,4963.6323,100
2005PL21,0.00250085,0.0010826,0.0025081,0.000100,0.000321,0.000773,2525.1319,100
2005PS21,0.00337485,0.0008622,0.0003670,0.000172,0.001564,0.000872,6414.0086,100
2005RQ43,0.00006035,0.0001031,0.0002083,0.000003,0.000029,0.000009,70.2373,100
2005SD278,0.00001404,0.0025731,0.0030381,0.000000,0.000036,0.000063,9.9284,100
2005SE278,0.00000704,0.0000968,0.0001207,0.000000,0.000660,0.000081,8.1186,100
2005SF278,0.00005635,0.0057645,0.0085595,0.000001,0.010107,0.001426,36.8728,100
2005TN53,0.00000599,0.0000659,0.0000507,0.000000,0.000589,0.000609,8.7276,100
2005TN74,0.00006583,0.0073736,0.0121427,0.000001,0.012138,0.010552,47.1029,100
2005TV189,0.00003935,0.0016254,0.0005674,0.000002,0.018517,0.000089,65.7181,100
2005VA123,0.00003204,0.0024504,0.0103043,0.000001,0.012252,0.007592,56.3104,100
2006AO98,0.02120924,0.0033459,0.0011443,0.001062,0.011998,0.002283,26661.5321,100
2006BR284,0.00001068,0.0005994,0.0008674,0.000000,0.000331,0.000881,9.3354,100
2006CH69,0.00000135,0.0001303,0.0001431,0.000000,0.000139,0.000255,0.2630,100
2006HA123,0.00000035,0.0014911,0.0020176,0.000000,0.000630,0.001441,0.9949,100
2006HB123,0.00001725,0.0005203,0.0021625,0.000001,0.000345,0.002410,16.6952,100
2006HN122,0.00074152,0.0014754,0.0017505,0.000015,0.001412,0.001446,473.2781,100
2006HP122,0.00076911,0.0017814,0.0021411,0.000022,0.000349,0.001015,681.5950,100
2006HW122,0.00001080,0.0002126,0.0005408,0.000000,0.000123,0.000667,9.3250,100
2006JU58,0.00000376,0.0014306,0.0012752,0.000000,0.000061,0.000227,2.4499,100
2006JV58,0.00000121,0.0002521,0.0005821,0.000000,0.000217,0.000620,1.2371,100
2006QF181,0.00000194,0.0005509,0.0014575,0.000000,0.000296,0.001226,1.8351,100
2006QQ180,0.00000859,0.0002247,0.0004813,0.000000,0.001371,0.000186,12.0325,100
2006QR181,0.00012028,0.0003246,0.0003402,0.000005,0.000018,0.000059,102.6041,100
2006SE415,0.00009007,0.0000753,0.0000987,0.000008,0.000100,0.000010,201.2035,100
2006SF415,0.00000108,0.0003172,0.0001048,0.000000,0.000016,0.000008,1.8001,100
2006SH415,0.00013249,0.0010896,0.0006419,0.000003,0.001212,0.000843,104.7436,100
2006TO130,0.00000373,0.0000900,0.0015420,0.000000,0.001633,0.000462,5.3453,100
2006TP130,0.00007271,0.0004830,0.0005349,0.000001,0.013245,0.007034,32.7888,100
2006UO321,0.00410015,0.0011828,0.0005919,0.000192,0.019817,0.002687,4638.4047,100
2006UZ184,0.00001140,0.0013023,0.0011787,0.000000,0.000658,0.000519,21.8082,100
2006WF206,0.00004220,0.0000346,0.0000900,0.000002,0.000133,0.001127,44.7157,100
2006WG206,0.00053775,0.0011584,0.0011829,0.000004,0.021667,0.005138,442.0774,100
2006WS195,0.00001154,0.0008599,0.0005729,0.000000,0.000317,0.000085,13.3545,100
2007CQ79,0.00002170,0.0004488,0.0008709,0.000000,0.000194,0.000517,14.2540,100
2007CR79,0.00606037,0.0003952,0.0001409,0.000231,0.001596,0.000237,5371.0735,100
2007CS79,0.00000820,0.0012573,0.0011133,0.000000,0.000578,0.000430,8.0014,100
2007DS101,0.00000053,0.0007828,0.0023280,0.000000,0.000356,0.001775,1.2378,100
2007FM51,0.00014681,0.0007689,0.0001189,0.000004,0.000017,0.000048,134.8583,100
2007FO51,0.00169926,0.0019135,0.0010883,0.000044,0.001939,0.001628,1142.3036,100
2007FP51,0.00237600,0.0015009,0.0007870,0.000101,0.007071,0.000861,2430.4747,100
2007HV90,0.00006052,0.0002679,0.0009668,0.000002,0.000239,0.001914,54.0850,100
2007JF45,0.00000818,0.0020884,0.0001521,0.000000,0.003994,0.000665,19.6742,100
2007LE38,0.00001456,0.0033205,0.0010633,0.000000,0.001711,0.000105,11.8344,100
2007PS45,0.00030991,0.0207989,0.0084080,0.000003,0.020186,0.005189,72.6704,100
2007RL314,0.00219673,0.0002416,0.0001721,0.000046,0.021797,0.000207,2303.1913,100
2007RT15,0.00001043,0.0005772,0.0011162,0.000000,0.000241,0.000176,15.7862,100
2007RW326,0.01658564,0.0006022,0.0003988,0.001081,0.007157,0.000759,19088.9401,100
2007RX326,0.00542542,0.0001839,0.0001832,0.000119,0.000170,0.000054,4065.8327,100
2007RY326,0.00165635,0.0012508,0.0002729,0.000125,0.002331,0.000171,2378.0798,100
2007TD418,0.00044991,0.0021199,0.0018798,0.000017,0.000283,0.000569,406.8744,100
2007TZ417,0.00109819,0.0005957,0.0003958,0.000078,0.003120,0.000522,1402.5308,100
2007VJ302,0.00000190,0.0104681,0.0043219,0.000000,0.001183,0.002015,2.7634,100
2008AQ118,0.00000852,0.0001147,0.0000698,0.000000,0.000016,0.000010,10.2916,100
2008LC18,0.00000441,0.0000917,0.0002167,0.000000,0.000130,0.000201,8.9619,100
2008QB43,0.00000478,0.0004833,0.0001313,0.000000,0.001556,0.000021,7.4701,100
2008SO266,0.00003450,0.0029631,0.0051813,0.000003,0.038515,0.001556,77.2138,100
2008SP266,0.00324055,0.0002073,0.0001098,0.000172,0.003257,0.000163,3781.3814,100
2009DL143,0.00001668,0.0024812,0.0007798,0.000001,0.002252,0.000512,13.0025,100
2009DN143,0.00001797,0.0009162,0.0001113,0.000000,0.000754,0.000429,24.5382,100
2009DR143,0.00008516,0.0029481,0.0035042,0.000003,0.000600,0.001090,74.8144,100
2009DS143,0.00147516,0.0003664,0.0006294,0.000045,0.000146,0.000378,1137.2290,100
2009JZ18,0.00913648,0.0031051,0.0015360,0.000011,0.020731,0.020506,2403.0235,100
2009KL30,0.01945205,0.0003047,0.0003273,0.000580,0.001652,0.000243,14722.9816,100
2009KO30,0.00013068,0.0031375,0.0015689,0.000007,0.000353,0.000454,135.8299,100
2009UF156,0.00000010,0.0004717,0.0009583,0.000000,0.000395,0.002657,0.6345,100
2010AH2,0.00000778,0.0000246,0.0001287,0.000000,0.000105,0.000034,11.9068,100
2010EL139,0.00005728,0.0013418,0.0002552,0.000003,0.027673,0.002066,58.3738,100
2010FX86,0.00000305,0.0002595,0.0001588,0.000000,0.000031,0.000019,2.6414,100
2010JK124,0.00079372,0.0042789,0.0017552,0.000058,0.008946,0.004222,1297.5784,100
2010KZ39,0.00001178,0.0000765,0.0005253,0.000000,0.000061,0.000007,10.9342,100
2010LB136,0.00002917,0.0005943,0.0002036,0.000000,0.001657,0.000922,24.8832,100
2010LP68,0.00008142,0.0006704,0.0025102,0.000005,0.072859,0.007435,171.8816,100
2010MQ116,0.00186241,0.0094815,0.0059862,0.000048,0.036909,0.002351,2032.6689,100
2010OO127,0.00018018,0.0045494,0.0024573,0.000007,0.010964,0.001804,266.4332,100
2010PP81,0.04798021,0.0012744,0.0008709,0.000708,0.001789,0.000333,20720.2374,100
2010RD188,0.00003384,0.0000310,0.0000903,0.000002,0.000038,0.000007,48.3837,100
2010RE188,0.00011692,0.0026889,0.0033048,0.000004,0.000178,0.000874,105.0794,100
2010RF43,0.00880912,0.0023259,0.0011016,0.000230,0.001014,0.000550,5202.6682,100
2010RF64,0.00044000,0.0000819,0.0001673,0.000026,0.000078,0.000034,592.1205,100
2010RN64,0.00008524,0.0000875,0.0001288,0.000007,0.000023,0.000016,140.4384,100
2010RO64,0.00000581,0.0001687,0.0001198,0.000000,0.000027,0.000022,8.4202,100
2010SS43,0.00015711,0.0042289,0.0001307,0.000005,0.000313,0.000015,163.1178,100
2010TA192,0.00034034,0.0000463,0.0002033,0.000017,0.000142,0.000033,339.1883,100
2010TD192,0.00000050,0.0021066,0.0017745,0.000000,0.001170,0.001072,1.5008,100
2010TE192,0.00040527,0.0000451,0.0002064,0.000023,0.000368,0.000020,514.1241,100
2010TF192,0.00000810,0.0001714,0.0005068,0.000000,0.000249,0.001544,9.3598,100
2010TG192,0.00000138,0.0010852,0.0016131,0.000000,0.000655,0.001157,1.9390,100
2010TJ182,0.00002036,0.0006444,0.0003408,0.000001,0.005584,0.002041,31.9340,100
2010TK192,0.00000172,0.0001435,0.0000660,0.000000,0.000263,0.000022,1.3841,100
2010TL182,0.00001295,0.0000763,0.0003261,0.000001,0.000128,0.001514,11.4435,100
2010TM182,0.00001193,0.0000416,0.0001880,0.000000,0.000461,0.000028,19.2980,100
2010TN182,0.00001495,0.0002533,0.0003120,0.000000,0.001024,0.000764,26.3067,100
2010TP182,0.00217392,0.0018604,0.0008492,0.000029,0.018273,0.001407,1315.0110,100
2010TT191,0.00000462,0.0000436,0.0013756,0.000000,0.000993,0.000802,8.8462,100
2010VK201,0.00000339,0.0000506,0.0001630,0.000000,0.000081,0.000014,3.4198,100
2010VL201,0.00006695,0.0001053,0.0000809,0.000004,0.056671,0.000630,108.7689,100
2010VQ11,0.00039202,0.0001156,0.0001268,0.000019,0.000056,0.000035,364.9468,100
2010VR11,0.00227415,0.0002776,0.0001953,0.000066,0.003282,0.000100,2217.9020,100
2010VV224,0.00329012,0.0009798,0.0005532,0.000107,0.007571,0.000597,2651.1178,100
2010VX11,0.00001507,0.0006234,0.0014993,0.000000,0.000190,0.000065,10.8245,100
2010VX224,0.06150095,0.0213771,0.0164779,0.003202,0.299504,0.027312,74646.9104,100
2011BS163,0.00002057,0.0004078,0.0002968,0.000001,0.000215,0.000069,28.5640,100
2011BV163,0.00013130,0.0018381,0.0041725,0.000005,0.000337,0.001937,119.1937,100
2011CX119,0.00240159,0.0014943,0.0002658,0.000126,0.007996,0.000497,2961.9653,100
2011HE103,0.00034059,0.0049089,0.0029278,0.000016,0.002426,0.001044,345.9575,100
2011HF103,0.00000545,0.0033163,0.0031925,0.000000,0.000662,0.001503,4.9487,100
2011HM102,0.00000304,0.0001116,0.0004395,0.000000,0.000043,0.000071,8.7686,100
2011HZ102,0.00000052,0.0075403,0.0001870,0.000000,12.148803,0.000172,1.0830,100
2011JW31,0.00034905,0.0014999,0.0044162,0.000011,0.000494,0.001020,251.9999,100
2011JX31,0.00002262,0.0009974,0.0028307,0.000001,0.000381,0.001875,31.1641,100
2011JY31,0.00000688,0.0033401,0.0026367,0.000000,0.001097,0.001045,8.2600,100
2011OA60,0.01606369,0.0015943,0.0005721,0.000732,0.011889,0.000239,19368.2173,100
2011SO277,0.00002358,0.0000759,0.0207791,0.000000,0.012608,0.017304,8.8157,100
2011UA411,0.00011141,0.0009593,0.0015710,0.000001,0.014586,0.007252,38.5268,100
2011UA412,0.00009362,0.0020885,0.0047183,0.000003,0.000794,0.001412,85.7077,100
2011UA413,0.00009649,0.0017695,0.0029767,0.000005,0.063589,0.004012,121.4957,100
2011UB412,0.00000428,0.0000966,0.0001489,0.000000,0.000030,0.000017,3.9381,100
2011UC411,0.00001253,0.0002697,0.0002827,0.000000,0.001071,0.000853,23.0498,100
2011UC412,0.00069753,0.0035616,0.0034707,0.000040,0.002303,0.002483,844.6222,100
2011UD411,0.00004715,0.1025127,0.0027761,0.000001,0.014416,0.004087,33.9008,100
2011UD412,0.00143684,0.0032274,0.0018888,0.000119,0.000231,0.000679,2238.4506,100
2011UE412,0.00000463,0.0000578,0.0001050,0.000000,0.000015,0.000008,4.8836,100
2011UF412,0.00000044,0.0008811,0.0001279,0.000000,0.002031,0.000067,0.7237,100
2011UG411,0.00052641,0.0156213,0.0050200,0.000016,0.024622,0.002150,405.7568,100
2011UG412,0.00000532,0.0015498,0.0038678,0.000000,0.000599,0.001274,4.1965,100
2011UH411,0.00012961,0.0128527,0.0007181,0.000005,0.007401,0.000374,110.7639,100
2011UH412,0.00000960,0.0003019,0.0001266,0.000000,0.000329,0.000111,13.2020,100
2011UJ411,0.00000529,0.0000600,0.0001251,0.000000,0.000141,0.000015,5.6861,100
2011UJ412,0.00000401,0.0001131,0.0000880,0.000000,0.000088,0.000002,3.9814,100
2011UK411,0.00000835,0.0004478,0.0001644,0.000000,0.001690,0.000149,7.2129,100
2011UK412,0.00007738,0.0000881,0.0002355,0.000004,0.000062,0.000005,117.4814,100
2011UK413,0.00000405,0.0004136,0.0003548,0.000000,0.001566,0.000126,5.5229,100
2011UL411,0.00000874,0.0003705,0.0002452,0.000000,0.004822,0.000567,12.6831,100
2011UL412,0.00003633,0.0003449,0.0002366,0.000002,0.000205,0.000049,37.9220,100
2011UM411,0.00000410,0.0002292,0.0002386,0.000000,0.001169,0.000140,5.7699,100
2011UM412,0.00001683,0.0003415,0.0002251,0.000000,0.000063,0.000029,12.2314,100
2011UN411,0.00000718,0.0003208,0.0000794,0.000000,0.000246,0.000041,7.7814,100
2011UN412,0.00297397,0.0011627,0.0005350,0.000166,0.002452,0.000192,3997.3432,100
2011UO411,0.00000999,0.0010235,0.0001694,0.000001,0.006706,0.000597,9.2090,100
2011UP410,0.00002118,0.0000385,0.0001394,0.000000,0.000438,0.000363,25.4874,100
2011UQ410,0.00000770,0.0001186,0.0003876,0.000000,0.000264,0.000096,15.7751,100
2011UR410,0.00001169,0.0052069,0.0015904,0.000000,0.000282,0.000081,13.6784,100
2011US410,0.00001240,0.0002434,0.0005506,0.000000,0.000281,0.000299,21.3872,100
2011US412,0.04317174,0.0112392,0.0025659,0.001167,0.029331,0.008643,34238.2794,100
2011UT410,0.00002940,0.0002505,0.0001757,0.000001,0.004366,0.002767,28.1167,100
2011UT412,0.00156495,0.0003617,0.0005121,0.000077,0.001796,0.000183,1448.5120,100
2011UU410,0.00004292,0.0032876,0.0027353,0.000001,0.014954,0.001034,48.9965,100
2011UU411,0.00000945,0.0012026,0.0011105,0.000000,0.000584,0.000501,8.3115,100
2011UV410,0.00001444,0.0012202,0.0023907,0.000002,0.015281,0.009447,41.7455,100
2011UV411,0.00006565,0.0031672,0.0033383,0.000003,0.000947,0.001807,67.4457,100
2011UW410,0.00003174,0.0029369,0.0040863,0.000002,0.016431,0.000768,49.5131,100
2011UW411,0.01168729,0.0071547,0.0010823,0.000444,0.112756,0.005025,13373.9092,100
2011UX411,0.03380827,0.0074820,0.0249802,0.001440,0.181683,0.034742,41083.6582,100
2011UY410,0.00004564,0.0012440,0.0010468,0.000002,0.022465,0.000730,51.6746,100
2011UY411,0.00026277,0.0027153,0.0033071,0.000012,0.000925,0.001336,263.1299,100
2011UZ410,0.00001259,0.0000317,0.0000878,0.000000,0.001363,0.000418,16.3709,100
2011UZ411,0.00000068,0.0003682,0.0004520,0.000000,0.000261,0.000283,0.3834,100
2011UZ412,0.00001051,0.0000414,0.0007159,0.000000,0.002419,0.000200,13.2248,100
2011VJ24,0.00003656,0.0042112,0.0055128,0.000005,0.047416,0.009878,122.5828,100
2011XJ4,0.00811830,0.0003053,0.0003257,0.000362,0.001513,0.000377,7253.9802,100
2012BV154,0.00021593,0.0001088,0.0001080,0.000007,0.000059,0.000245,214.8618,100
2012BY154,0.00000387,0.0000347,0.0000980,0.000000,0.000576,0.000162,6.7600,100
2012CS57,0.00000117,0.0001139,0.0000937,0.000000,0.000065,0.000008,1.7031,100
2012DA99,0.00000091,0.0011818,0.0015716,0.000000,0.000913,0.001124,0.8206,100
2012DB99,0.00000852,0.0000319,0.0001298,0.000000,0.000304,0.000274,16.4813,100
2012DW98,0.00001969,0.0000729,0.0001178,0.000000,0.000101,0.000012,45.1849,100
2012DX98,0.02130542,0.0143590,0.0064709,0.000913,0.122200,0.018615,20497.4631,100
2012DZ98,0.00001001,0.0006869,0.0009759,0.000000,0.000993,0.001419,11.5160,100
2012FH84,0.00001818,0.0002117,0.0010163,0.000000,0.000064,0.000229,8.8109,100
2012FK84,0.00045622,0.0001653,0.0000710,0.000010,0.000025,0.000027,299.8324,100
2012HE85,0.00002137,0.0003858,0.0005179,0.000001,0.000213,0.000209,36.2145,100
2012HG84,0.00001661,0.0001475,0.0002377,0.000001,0.000184,0.000048,18.5608,100
2012HL85,0.00000924,0.0001852,0.0001397,0.000000,0.000307,0.000047,11.4622,100
2012HZ84,0.01572786,0.0039889,0.0047871,0.000541,0.001309,0.002555,11862.2876,100
2012JH67,0.00003922,0.0060999,0.0066912,0.000002,0.017370,0.000324,46.4783,100
2012KW51,0.00033592,0.0091962,0.0100913,0.000010,0.039275,0.000857,244.6991,100
2012OL6,0.00008002,0.0013432,0.0028178,0.000002,0.000021,0.000534,46.1956,100
2012SB67,0.00000228,0.0001798,0.0010898,0.000000,0.000037,0.000013,1.6164,100
2012TC324,0.00000604,0.0002942,0.0000366,0.000000,0.000610,0.000131,7.5816,100
2012TD324,0.00001966,0.0005449,0.0011619,0.000000,0.001710,0.000078,29.3323,100
2012TE324,0.00003814,0.0021187,0.0032631,0.000001,0.000691,0.001057,37.4767,100
2012TF324,0.00003767,0.0043967,0.0030741,0.000002,0.002512,0.002157,38.9661,100
2012UB178,0.00010684,0.0065600,0.0035694,0.000005,0.005329,0.002759,107.7910,100
2012UC178,0.00002367,0.0031801,0.0074092,0.000003,0.027411,0.012016,68.6733,100
2012UE178,0.00000304,0.0003708,0.0003900,0.000000,0.000172,0.000508,3.0681,100
2012UG177,0.00001521,0.0070347,0.0001907,0.000000,0.000263,0.000173,22.5673,100
2012UH177,0.00001125,0.0001650,0.0003054,0.000000,0.000957,0.000035,15.9351,100
2012UL177,0.00073361,0.0030151,0.0010877,0.000018,0.019160,0.000807,726.9397,100
2012UM177,0.00000116,0.0002993,0.0001543,0.000000,0.000033,0.000010,2.0223,100
2012UN177,0.00006318,0.0000621,0.0002033,0.000003,0.000036,0.000011,77.1038,100
2012UO177,0.00055338,0.0006276,0.0003124,0.000034,0.015627,0.000621,765.2317,100
2012UP177,0.00464301,0.0002713,0.0000682,0.000143,0.000707,0.000111,3714.3228,100
2012UT177,0.00022874,0.0001216,0.0010541,0.000009,0.000362,0.000028,192.3230,100
2012VR113,0.00000475,0.0011725,0.0009127,0.000000,0.000821,0.000060,6.9216,100
2012XR157,0.00000834,0.0004853,0.0005166,0.000000,0.000089,0.000030,7.2718,100
2012YO9,0.00001011,0.0020613,0.0023268,0.000000,0.000797,0.000713,12.0502,100
2013AQ183,0.00001075,0.0022704,0.0065881,0.000000,0.001058,0.002264,8.6754,100
2013BN82,0.00002521,0.0057790,0.0079765,0.000000,0.000612,0.001847,12.9816,100
2013CD223,0.00000574,0.0002835,0.0008547,0.000000,0.000859,0.000377,10.3826,100
2013EC138,0.04253310,0.0058140,0.0072182,0.000951,0.015313,0.016803,29932.3800,100
2013EJ154,0.00005917,0.0003312,0.0001811,0.000002,0.000088,0.000056,37.9105,100
2013EM149,0.00000202,0.0006729,0.0007585,0.000000,0.000286,0.000336,2.0088,100
2013FA28,0.00000011,0.0012823,0.0009566,0.000000,0.000629,0.000376,0.5900,100
2013FB28,0.00000974,0.0000284,0.0000814,0.000000,0.000034,0.000005,8.7120,100
2013FD28,0.00008846,0.0026891,0.0013356,0.000004,0.038639,0.015267,102.1660,100
2013FH28,0.00049160,0.0002575,0.0003077,0.000008,0.005911,0.000408,425.3055,100
2013FQ28,0.00004415,0.0002238,0.0006164,0.000000,0.000101,0.000138,19.3460,100
2013FR28,0.00000941,0.0006838,0.0062069,0.000001,0.002745,0.000716,9.6719,100
2013FZ27,0.03511745,0.0020822,0.0028370,0.001438,0.031681,0.004024,34423.4074,100
2013GA138,0.00000041,0.0007605,0.0007659,0.000000,0.000698,0.000633,0.6733,100
2013GB138,0.00015525,0.0048175,0.0042435,0.000007,0.001348,0.002191,160.8884,100
2013GC137,0.00003519,0.0006748,0.0008203,0.000002,0.000620,0.001155,36.5967,100
2013GC138,0.00000075,0.0007147,0.0012353,0.000000,0.000461,0.002278,1.4743,100
2013GD137,0.00000679,0.0000344,0.0002320,0.000000,0.001753,0.000283,14.5072,100
2013GD138,0.00016075,0.0043153,0.0085317,0.000008,0.001785,0.003455,211.0009,100
2013GE137,0.00001227,0.0000746,0.0004679,0.000000,0.000337,0.000092,19.2537,100
2013GE138,0.00004935,0.0017133,0.0020187,0.000001,0.000487,0.000763,57.4394,100
2013GF137,0.00001098,0.0002216,0.0002563,0.000000,0.005594,0.001071,22.5485,100
2013GF138,0.00002441,0.0007473,0.0003416,0.000001,0.000537,0.000353,23.1376,100
2013GG137,0.00000988,0.0001842,0.0009968,0.000000,0.004944,0.004168,16.0279,100
2013GG138,0.00000093,0.0000750,0.0000476,0.000000,0.000088,0.000014,1.1468,100
2013GH137,0.00005943,0.0038194,0.0025183,0.000002,0.026284,0.008566,56.7488,100
2013GJ137,0.00001497,0.0020770,0.0015568,0.000000,0.000261,0.000148,15.6622,100
2013GK137,0.00006944,0.0111438,0.0177507,0.000002,0.020976,0.009563,60.4519,100
2013GL137,0.00001756,0.0008731,0.0015320,0.000000,0.003479,0.001413,30.3699,100
2013GM137,0.00005632,0.0000389,0.0002126,0.000002,0.000017,0.000007,66.3627,100
2013GN137,0.00000423,0.0003963,0.0014013,0.000000,0.000224,0.001689,3.2114,100
2013GO136,0.00013893,0.0000464,0.0005411,0.000006,0.000075,0.000023,158.4433,100
2013GO137,0.00025510,0.0001558,0.0000938,0.000017,0.000785,0.000064,378.5654,100
2013GP137,0.00007273,0.0000636,0.0001539,0.000003,0.000292,0.000376,73.9083,100
2013GQ136,0.00000838,0.0003631,0.0012449,0.000000,0.000122,0.000582,6.2872,100
2013GQ137,0.00029192,0.0003135,0.0028388,0.000010,0.000120,0.003354,232.6919,100
2013GR136,0.00007442,0.0006000,0.0009290,0.000004,0.031084,0.000058,75.3379,100
2013GR137,0.00036267,0.0185080,0.0026800,0.000014,21.205502,0.001131,453.1501,100
2013GS137,0.00001322,0.0002522,0.0006380,0.000001,0.000054,0.001520,13.0099,100
2013GT136,0.01723917,0.0050496,0.0054635,0.000257,0.038810,0.013720,12717.3456,100
2013GT137,0.00000975,0.0000619,0.0000345,0.000000,0.000070,0.000984,13.3441,100
2013GU136,0.00622088,0.0054659,0.0051553,0.000301,0.053907,0.002534,6056.7892,100
2013GU137,0.00000107,0.0018358,0.0017083,0.000000,0.000570,0.000563,1.0654,100
2013GV136,0.00198189,0.0186707,0.0091565,0.000050,0.170266,0.007427,1613.9770,100
2013GV137,0.00001778,0.0003761,0.0001423,0.000000,0.000099,0.000421,21.8661,100
2013GW137,0.00000143,0.0038590,0.0032608,0.000000,0.000977,0.001235,1.5126,100
2013GX136,0.00012339,0.0010556,0.0000892,0.000000,0.002125,0.003775,47.9678,100
2013GX137,0.00003477,0.0013606,0.0017424,0.000002,0.000808,0.001109,36.2227,100
2013GY137,0.00001914,0.0025257,0.0033465,0.000001,0.000791,0.001193,17.3692,100
2013GZ137,0.00055520,0.0001583,0.0001782,0.000033,0.000550,0.000022,689.1830,100
2013HR156,0.00001806,0.0017812,0.0008209,0.000001,0.007162,0.000861,19.5228,100
