Name,a,e,sinI,n,g,s,lam-fit,My
1999RV214,0.00000113,0.0000700,0.0000322,0.000000,0.000039,0.000089,0.9422,100
1999RV215,0.00029791,0.0001462,0.0000947,0.000009,0.000200,0.000099,256.3119,100
1999RW214,0.00000044,0.0020204,0.0013061,0.000000,0.001821,0.000747,0.9146,100
1999RW215,0.00005499,0.0004644,0.0024786,0.000001,0.017723,0.009541,32.9219,100
1999RX214,0.00130368,0.0029934,0.0068860,0.000058,0.001050,0.001742,1921.0636,100
1999RX215,0.00001462,0.0000566,0.0003606,0.000001,0.000023,0.000238,11.3600,100
1999RY214,0.00041143,0.0003790,0.0002748,0.000025,0.000870,0.000169,528.4020,100
1999TR11,0.00003884,0.0049164,0.0048826,0.000003,0.036013,0.001628,65.3041,100
1999XY143,0.00009697,0.0000873,0.0000970,0.000004,0.000982,0.000509,88.0653,100
2000AF255,0.00123184,0.0012998,0.0005224,0.000053,0.000312,0.000030,1035.5023,100
2000CE105,0.00000166,0.0001668,0.0008827,0.000000,0.000212,0.001537,2.0356,100
2000CF105,0.00000396,0.0004253,0.0008065,0.000000,0.000277,0.000967,3.5934,100
2000CG105,0.00000384,0.0005829,0.0000346,0.000000,0.000234,0.000025,3.1806,100
2000CJ105,0.00005242,0.0004513,0.0002578,0.000002,0.000104,0.000089,47.3367,100
2000CK105,0.00002132,0.0021092,0.0026741,0.000002,0.016002,0.003425,48.6207,100
2000CL104,0.00000192,0.0000452,0.0001019,0.000000,0.000068,0.001236,3.2902,100
2000CL105,0.00010023,0.0035320,0.0034852,0.000002,0.000749,0.001240,83.3457,100
2000CN105,0.00559799,0.0002908,0.0004113,0.000276,0.001216,0.000361,5501.6548,100
2000CN114,0.00000059,0.0000718,0.0005022,0.000000,0.000101,0.057749,0.6869,100
2000CO105,0.00001602,0.0000639,0.0002811,0.000001,0.000022,0.000016,13.6686,100
2000CP104,0.00212839,0.0027880,0.0018309,0.000114,0.001401,0.001051,2179.3345,100
2000CQ114,0.00000357,0.0008262,0.0021720,0.000000,0.000249,0.000765,2.4314,100
2000FB8,0.00001317,0.0000176,0.0000826,0.000000,0.000296,0.000185,19.7617,100
2000FC8,0.00009153,0.0005869,0.0011569,0.000004,0.000343,0.001367,89.7415,100
2000FF8,0.00004455,0.0045465,0.0050810,0.000002,0.000172,0.001579,39.3840,100
2000FG8,0.00000455,0.0007773,0.0015704,0.000000,0.000460,0.001294,4.2012,100
2000FH8,0.00000023,0.0006543,0.0006641,0.000000,0.000434,0.000664,1.1714,100
2000FR53,0.00001766,0.0006476,0.0003883,0.000001,0.007592,0.000522,22.0120,100
2000FS53,0.00004632,0.0009415,0.0012219,0.000002,0.000667,0.001334,47.8592,100
2000FT53,0.00033891,0.0002652,0.0001854,0.000010,0.000674,0.000276,265.2153,100
2000FX53,0.00343279,0.0038896,0.0032237,0.000153,0.054183,0.001105,4684.5939,100
2000GV146,0.00110487,0.0006235,0.0015925,0.000053,0.000405,0.001483,1059.6188,100
2000GX146,0.00000213,0.0003705,0.0001993,0.000000,0.000898,0.000222,2.0374,100
2000GY146,0.00000421,0.0013014,0.0006500,0.000000,0.000860,0.000331,4.1334,100
2000JF81,0.00004055,0.0004402,0.0010901,0.000001,0.000200,0.000608,38.1511,100
2000KK4,0.00011386,0.0000401,0.0000288,0.000006,0.000096,0.000035,124.6933,100
2000KL4,0.00170711,0.0009880,0.0011779,0.000095,0.026852,0.000526,2345.2072,100
2000OB51,0.00942067,0.0005523,0.0009446,0.000543,0.002294,0.000301,12787.1328,100
2000OH67,0.00001336,0.0019111,0.0004333,0.000000,0.002289,0.000185,13.2371,100
2000ON67,0.00000023,0.0009486,0.0013733,0.000000,0.000755,0.001198,0.8279,100
2000OP67,0.00001362,0.0008480,0.0009075,0.000000,0.001132,0.000848,9.0423,100
2000OU69,0.00002392,0.0022979,0.0023266,0.000001,0.000775,0.000998,24.1730,100
2000PA30,0.00000217,0.0000857,0.0003042,0.000000,0.000027,0.000073,1.8268,100
2000PC30,0.00044740,0.0004308,0.0011138,0.000019,0.000394,0.002012,523.2284,100
2000PD30,0.00004445,0.0008832,0.0002053,0.000002,0.000828,0.000043,45.5786,100
2000PG30,0.00000505,0.0020407,0.0039128,0.000000,0.000510,0.001611,7.4885,100
2000PL30,0.00001542,0.0083795,0.0016511,0.000005,0.050496,0.015210,159.0454,100
2000PM30,0.00000084,0.0006031,0.0012466,0.000000,0.000296,0.000999,1.1292,100
2000PN30,0.00000227,0.0007796,0.0026955,0.000000,0.000289,0.001433,1.6326,100
2000PU29,0.00000134,0.0130079,0.0013415,0.000000,14.755908,0.000442,1.7231,100
2000PW29,0.00000021,0.0004414,0.0010305,0.000000,0.000441,0.000900,0.7157,100
2000PX29,0.00001724,0.0044014,0.0032155,0.000001,0.001863,0.002021,26.2328,100
2000PY29,0.00136197,0.0004825,0.0008516,0.000057,0.000425,0.001242,1177.5909,100
2000QC226,0.00018272,0.0004268,0.0006101,0.000007,0.000263,0.001185,146.2166,100
2000QE226,0.00064317,0.0005111,0.0022412,0.000033,0.000223,0.003492,635.0470,100
2000QL251,0.00001737,0.0019900,0.0020187,0.000000,0.000976,0.000597,13.1432,100
2000QN251,0.00000953,0.0000695,0.0001471,0.000000,0.001417,0.000184,12.6876,100
2000ST331,0.00008513,0.0016122,0.0030487,0.000003,0.000859,0.001645,107.7923,100
2000SY370,0.00002384,0.0002544,0.0000644,0.000000,0.000159,0.000050,27.6685,100
2000WL183,0.00000223,0.0001538,0.0005131,0.000000,0.000054,0.000033,5.1025,100
2000WM183,0.00000367,0.0040066,0.0047055,0.000000,0.000659,0.001425,4.8286,100
2000WN183,0.00159792,0.0009543,0.0035246,0.000069,0.000392,0.002279,1702.5917,100
2000WO183,0.00000036,0.0000885,0.0003878,0.000000,0.000144,0.000654,4.4685,100
2000WT169,0.00000027,0.0000581,0.0001486,0.000000,0.000259,0.000265,0.2972,100
2000WV12,0.00000013,0.0002752,0.0003074,0.000000,0.000460,0.000740,0.5836,100
2000YA2,0.00000149,0.0007763,0.0014237,0.000000,0.000462,0.001077,2.0741,100
2000YB2,0.00067719,0.0000622,0.0002534,0.000033,0.000784,0.000319,1088.6178,100
2000YE2,0.00004667,0.0001761,0.0002995,0.000000,0.000263,0.000258,45.5441,100
2000YF2,0.00000726,0.0001141,0.0005733,0.000000,0.000045,0.001997,5.7285,100
2000YV1,0.00000046,0.0008254,0.0005957,0.000000,0.000749,0.000531,0.7156,100
2000YX1,0.00001984,0.0009564,0.0012979,0.000000,0.000318,0.000437,7.6096,100
2000YZ1,0.01241857,0.0131386,0.0233380,0.000503,0.007011,0.007307,12495.7052,100
2001DB106,0.00000133,0.0027591,0.0024711,0.000000,0.001337,0.001489,1.4167,100
2001DC106,0.00003981,0.0017845,0.0038704,0.000002,0.048787,0.002225,79.1485,100
2001DD106,0.00005003,0.0003793,0.0024368,0.000005,0.000225,0.004339,105.9775,100
2001ES24,0.00000060,0.0011527,0.0015913,0.000000,0.000605,0.001012,1.0024,100
2001FK185,0.00000019,0.0004638,0.0008398,0.000000,0.000378,0.001144,0.5598,100
2001FK193,0.00019256,0.0009492,0.0018116,0.000010,0.001189,0.001172,348.8299,100
2001FL185,0.00013088,0.0008963,0.0023238,0.000006,0.000365,0.001526,144.6872,100
2001FL193,0.00044201,0.0001659,0.0017667,0.000013,0.000047,0.000862,362.4894,100
2001FQ185,0.00000956,0.0000473,0.0001401,0.000000,0.001318,0.000098,14.2602,100
2001FT185,0.00010106,0.0002317,0.0005316,0.000004,0.000028,0.000005,88.1147,100
2001FU172,0.00000965,0.0014062,0.0005972,0.000000,0.000323,0.000042,14.3643,100
2001HA59,0.00230743,0.0009917,0.0007508,0.000055,0.010375,0.000555,2549.4373,100
2001HZ58,0.00000718,0.0002661,0.0002196,0.000000,0.000317,0.002235,8.6002,100
2001KA77,0.00000740,0.0002825,0.0002323,0.000000,0.000022,0.000011,8.5210,100
2001KD77,0.00001599,0.0000179,0.0003201,0.000000,0.000492,0.000108,23.4607,100
2001KE77,0.00923546,0.0002145,0.0001538,0.000290,0.000736,0.000252,7676.3095,100
2001KF76,0.00010066,0.0004278,0.0003968,0.000005,0.000463,0.000262,96.5830,100
2001KH76,0.00003224,0.0021178,0.0031839,0.000001,0.000646,0.000957,35.4663,100
2001KL76,0.00000676,0.0001270,0.0000859,0.000000,0.002126,0.000109,5.7055,100
2001KO77,0.00015246,0.0000811,0.0001845,0.000008,0.000045,0.000011,150.9529,100
2001KW76,0.00593037,0.0042768,0.0083235,0.000116,0.006066,0.002302,5656.4523,100
2001KY76,0.00000620,0.0002498,0.0017306,0.000000,0.001671,0.000932,16.7522,100
2001OG109,0.00001733,0.0003290,0.0001950,0.000001,0.001416,0.000256,18.1834,100
2001OK108,0.00000054,0.0008648,0.0010104,0.000000,0.000861,0.001192,0.8144,100
2001OQ108,0.00000293,0.0005091,0.0000502,0.000000,0.000350,0.000095,2.7248,100
2001OZ108,0.00000527,0.0006362,0.0009111,0.000000,0.000454,0.001343,4.5834,100
2001PK47,0.00029206,0.0048538,0.0107687,0.000019,0.012225,0.013195,394.3207,100
2001QA298,0.00114726,0.0002756,0.0004620,0.000027,0.000094,0.000014,767.7349,100
2001QC298,0.00004187,0.0001050,0.0001053,0.000002,0.000177,0.000028,37.0251,100
2001QD298,0.00001281,0.0019896,0.0020523,0.000001,0.000293,0.001357,14.9572,100
2001QE298,0.00000510,0.0014809,0.0016515,0.000000,0.002131,0.001772,15.2569,100
2001QF331,0.00000771,0.0005634,0.0049313,0.000001,0.003747,0.004035,14.5665,100
2001QH298,0.00001130,0.0000116,0.0000389,0.000000,0.001236,0.000250,16.4072,100
2001QO297,0.00000308,0.0010524,0.0015265,0.000000,0.000555,0.001789,2.5013,100
2001QP297,0.00096754,0.0006992,0.0032198,0.000029,0.000235,0.002859,762.0115,100
2001QQ297,0.00025503,0.0011096,0.0021184,0.000011,0.000391,0.000948,221.0608,100
2001QQ322,0.00001559,0.0011818,0.0017826,0.000001,0.000618,0.001232,13.6674,100
2001QR297,0.00001269,0.0023227,0.0009166,0.000000,0.000979,0.000330,11.0417,100
2001QS322,0.00000019,0.0003364,0.0005523,0.000000,0.000430,0.000705,0.4859,100
2001QW322,0.00000354,0.0017307,0.0005975,0.000000,0.001829,0.000312,3.3268,100
2001QX297,0.00001158,0.0006902,0.0005152,0.000000,0.000842,0.000412,9.8446,100
2001QZ297,0.00000184,0.0007506,0.0011323,0.000000,0.000308,0.000793,1.6836,100
2001RU143,0.00001495,0.0004305,0.0009725,0.000000,0.003413,0.000125,24.1527,100
2001RW143,0.00015507,0.0019514,0.0019281,0.000005,0.000989,0.001234,119.9102,100
2001RX143,0.00001535,0.0020300,0.0013449,0.000000,0.000206,0.000101,15.9872,100
2001RZ143,0.00001357,0.0014763,0.0023511,0.000001,0.000581,0.001176,13.3845,100
2001SE291,0.00003345,0.0001929,0.0020791,0.000001,0.000037,0.005067,25.8580,100
2001UN18,0.00202109,0.0014796,0.0021763,0.000058,0.000592,0.000829,1424.6522,100
2001UP18,0.00034878,0.0107834,0.0025176,0.000007,0.050316,0.001486,232.7821,100
2001VN71,0.00001562,0.0021018,0.0011206,0.000000,0.001247,0.001139,19.8217,100
2001XR254,0.00000244,0.0029211,0.0017031,0.000000,0.001413,0.000876,2.4283,100
2001XU254,0.00000236,0.0042590,0.0037402,0.000000,0.000391,0.001551,4.3024,100
2001XX254,0.00000022,0.0000574,0.0008055,0.000000,0.000164,0.077146,0.2984,100
2002CB225,0.00089363,0.0009202,0.0020029,0.000045,0.000526,0.001558,921.6972,100
2002CD251,0.00000014,0.0013252,0.0015222,0.000000,0.000545,0.001900,0.7317,100
2002CE251,0.00004084,0.0022519,0.0037175,0.000001,0.012142,0.001489,30.9396,100
2002CP154,0.00018519,0.0001118,0.0008617,0.000007,0.000021,0.000530,155.6131,100
2002CS154,0.00005020,0.0003426,0.0009709,0.000002,0.000378,0.001979,47.1068,100
2002CT154,0.00000160,0.0000919,0.0000978,0.000000,0.000109,0.000292,1.3768,100
2002CU154,0.00003166,0.0003452,0.0004577,0.000001,0.000134,0.000119,26.7711,100
2002CW224,0.00004230,0.0032596,0.0041283,0.000002,0.027580,0.008376,49.6110,100
2002CX224,0.00003440,0.0000905,0.0001277,0.000001,0.000028,0.000016,27.3178,100
2002CY154,0.00043959,0.0004122,0.0020658,0.000023,0.000595,0.002459,487.7905,100
2002CY248,0.00000149,0.0021044,0.0020653,0.000000,0.000077,0.000850,1.5105,100
2002CZ154,0.00000167,0.0001835,0.0001411,0.000000,0.000781,0.000266,3.3229,100
2002CZ224,0.00000149,0.0000974,0.0005698,0.000000,0.000087,0.001506,2.2653,100
2002FV6,0.00140105,0.0000946,0.0000606,0.000069,0.000205,0.000388,1257.7492,100
2002FW36,0.00000008,0.0006411,0.0008645,0.000000,0.001027,0.001111,0.4347,100
2002FW6,0.00007313,0.0016852,0.0041388,0.000005,0.076210,0.000898,105.2259,100
2002FX36,0.00000027,0.0008841,0.0011859,0.000000,0.000720,0.000803,0.6832,100
2002GE32,0.00001252,0.0005206,0.0006916,0.000000,0.000168,0.000031,21.2032,100
2002GF32,0.00001073,0.0000321,0.0000673,0.000000,0.000650,0.000772,23.3319,100
2002GH166,0.00003291,0.0009459,0.0002872,0.000000,0.001613,0.002329,24.5899,100
2002GH32,0.00001406,0.0001039,0.0001260,0.000001,0.000014,0.000011,15.5128,100
2002GL32,0.00001230,0.0000329,0.0001055,0.000000,0.001319,0.000174,14.5315,100
2002GR32,0.00002227,0.0003269,0.0002129,0.000000,0.001033,0.000979,22.1808,100
2002GS32,0.00096707,0.0077847,0.0086214,0.000057,0.087191,0.006370,1186.5729,100
2002GV32,0.00000366,0.0000375,0.0000925,0.000000,0.000233,0.000024,10.8349,100
2002GW31,0.00006155,0.0040140,0.0067456,0.000004,0.038276,0.009507,76.3045,100
2002GW32,0.00007358,0.0003763,0.0006513,0.000005,0.082294,0.001637,108.7310,100
2002GY32,0.00000588,0.0000282,0.0001540,0.000000,0.000048,0.000028,8.5197,100
2002PA171,0.00000834,0.0002334,0.0009051,0.000000,0.000143,0.002600,7.7614,100
2002PC171,0.00008588,0.0023042,0.0015603,0.000003,0.000876,0.000591,79.3793,100
2002PD155,0.00000023,0.0064528,0.0010316,0.000000,0.019438,0.000562,1.8716,100
2002PO149,0.00000139,0.0004004,0.0010235,0.000000,0.000331,0.001519,1.5927,100
2002PP149,0.00030702,0.0005737,0.0001618,0.000017,0.000331,0.000077,430.0195,100
2002PU170,0.00008298,0.0004108,0.0000984,0.000000,0.002337,0.002779,45.9603,100
2002PV170,0.00002282,0.0010568,0.0016153,0.000001,0.000450,0.002595,24.2553,100
2002PX170,0.00000340,0.0011658,0.0012479,0.000000,0.000550,0.001686,3.2681,100
2002PY170,0.00002573,0.0014059,0.0009572,0.000002,0.000974,0.000689,30.1105,100
2002VB131,0.00000065,0.0002842,0.0007379,0.000000,0.000288,0.002520,1.2130,100
2002VD131,0.00000100,0.0000893,0.0004504,0.000000,0.000090,0.001340,0.8937,100
2002VD138,0.00002069,0.0005699,0.0005460,0.000001,0.013464,0.000388,25.1660,100
2002VE130,0.00000820,0.0014822,0.0014149,0.000000,0.000323,0.000650,7.3095,100
2002VF130,0.00002539,0.0001595,0.0001342,0.000001,0.000037,0.000014,22.8969,100
2002VF131,0.00000692,0.0009044,0.0015299,0.000000,0.000382,0.000827,6.2033,100
2002VT130,0.00000854,0.0008048,0.0002986,0.000000,0.001331,0.000214,10.4125,100
2002VV130,0.00000472,0.0000497,0.0000478,0.000000,0.000467,0.000106,7.0458,100
2002VX130,0.00001941,0.0014565,0.0053271,0.000001,0.010150,0.002143,31.5566,100
2002WL21,0.00000740,0.0003481,0.0008832,0.000000,0.000315,0.002258,5.4749,100
2002XH91,0.00000193,0.0020168,0.0029741,0.000000,0.000457,0.001613,1.7757,100
2002XV93,0.00002050,0.0003390,0.0000509,0.000001,0.012349,0.000338,28.6829,100
2003FA130,0.00004789,0.0034602,0.0023372,0.000001,0.000327,0.001330,48.0857,100
2003FD128,0.00001256,0.0187148,0.0002149,0.000000,17.225122,0.000100,3.6546,100
2003FL127,0.00000921,0.0002744,0.0010812,0.000000,0.000965,0.000887,18.6617,100
2003FM127,0.00001752,0.0003735,0.0003614,0.000000,0.000084,0.000144,19.2938,100
2003FM129,0.00141870,0.0006466,0.0003241,0.000033,0.002277,0.000351,775.5558,100
2003GF55,0.00001606,0.0021524,0.0012079,0.000001,0.000643,0.000389,14.7822,100
2003HA57,0.00001642,0.0004407,0.0004701,0.000000,0.000727,0.000070,20.1712,100
2003HD57,0.00001023,0.0002012,0.0002599,0.000000,0.002536,0.000061,15.5018,100
2003HE57,0.00016308,0.0016851,0.0011017,0.000012,0.000583,0.000638,256.8144,100
2003HF57,0.00000868,0.0000564,0.0000779,0.000000,0.000017,0.000033,13.6957,100
2003HG57,0.00000270,0.0002428,0.0001920,0.000000,0.000229,0.000159,3.6491,100
2003HH57,0.00001657,0.0004867,0.0021389,0.000000,0.000399,0.002399,12.9627,100
2003HX56,0.00025015,0.0009733,0.0002303,0.000010,0.000100,0.000084,206.5891,100
2003HZ56,0.00000068,0.0002893,0.0000667,0.000000,0.000666,0.000164,0.6482,100
2003KO20,0.00007130,0.0017098,0.0015089,0.000004,0.000678,0.000489,86.4091,100
2003LD9,0.00079598,0.0001849,0.0002053,0.000032,0.000611,0.000163,651.7740,100
2003QA112,0.00012189,0.0001235,0.0003213,0.000005,0.000059,0.000027,148.1283,100
2003QA92,0.00002065,0.0002070,0.0001168,0.000001,0.000089,0.000068,20.0227,100
2003QB112,0.00034175,0.0003870,0.0002101,0.000006,0.000062,0.000034,212.8104,100
2003QB91,0.00001977,0.0011681,0.0001163,0.000001,0.010170,0.000542,30.3214,100
2003QD91,0.00000139,0.0002001,0.0003807,0.000000,0.000244,0.002422,1.4469,100
2003QE112,0.00000098,0.0016069,0.0021857,0.000000,0.000652,0.001327,1.8471,100
2003QE91,0.00001329,0.0031036,0.0022869,0.000001,0.001331,0.001069,15.5714,100
2003QF91,0.00000548,0.0003469,0.0007834,0.000000,0.000442,0.002402,5.5670,100
2003QG91,0.00000382,0.0016327,0.0015391,0.000000,0.000479,0.001428,3.4841,100
2003QJ91,0.00017597,0.0001573,0.0006891,0.000010,0.000102,0.001248,367.5618,100
2003QL91,0.00000081,0.0093845,0.0006880,0.000000,11.107287,0.000310,1.6047,100
2003QN91,0.00094846,0.0046761,0.0038474,0.000061,0.023475,0.007831,1180.6826,100
2003QO91,0.00000818,0.0020098,0.0025368,0.000000,0.000131,0.000778,7.1297,100
2003QQ91,0.00040940,0.0022378,0.0012806,0.000030,0.006279,0.002471,658.8499,100
2003QR91,0.00728178,0.0040308,0.0069194,0.000305,0.000285,0.001842,6211.2525,100
2003QS91,0.00005485,0.0018470,0.0030996,0.000002,0.000329,0.000727,52.9094,100
2003QT91,0.00002588,0.0007344,0.0023249,0.000001,0.000276,0.001552,26.0470,100
2003QV90,0.00000794,0.0003019,0.0008460,0.000000,0.000304,0.001240,7.8146,100
2003QX111,0.00002521,0.0005377,0.0009947,0.000001,0.012230,0.000356,42.0950,100
2003QX113,0.00091485,0.0024644,0.0080430,0.000050,0.000151,0.001213,921.4141,100
2003QX90,0.00000057,0.0005873,0.0005503,0.000000,0.000507,0.000437,0.7553,100
2003QX91,0.00000549,0.0013302,0.0005644,0.000000,0.000423,0.000050,10.1401,100
2003QY111,0.00000411,0.0004010,0.0005601,0.000000,0.000467,0.001099,4.3149,100
2003QY90,0.00000243,0.0003934,0.0007683,0.000000,0.000486,0.001819,2.6776,100
2003QZ111,0.00039975,0.0041581,0.0038397,0.000028,0.000915,0.001416,569.0749,100
2003SN317,0.00000230,0.0006092,0.0003722,0.000000,0.001459,0.000847,8.2500,100
2003SO317,0.00001916,0.0002279,0.0002572,0.000000,0.002470,0.001637,23.7605,100
2003SQ317,0.00154934,0.0010560,0.0001781,0.000036,0.000784,0.000252,1060.3202,100
2003SR317,0.00001334,0.0000393,0.0001072,0.000000,0.000219,0.000019,19.1415,100
2003TH58,0.00085527,0.0072377,0.0005383,0.000048,0.500417,0.002609,1124.5739,100
2003TJ58,0.00031810,0.0000508,0.0001233,0.000013,0.000072,0.001219,296.5965,100
2003TK58,0.00009903,0.0043031,0.0071616,0.000005,0.003047,0.000816,128.7443,100
2003TL58,0.00000688,0.0022402,0.0006202,0.000000,0.001635,0.000339,6.3085,100
2003UB292,0.00000143,0.0000946,0.0004607,0.000000,0.000026,0.000012,1.6078,100
2003UN284,0.00000461,0.0034700,0.0020228,0.000000,0.000837,0.000842,4.1499,100
2003UN292,0.00001471,0.0011569,0.0037875,0.000001,0.000235,0.001718,13.5840,100
2003UT291,0.00000131,0.0004111,0.0010270,0.000000,0.000367,0.003134,1.6818,100
2003UT292,0.00001271,0.0011864,0.0004542,0.000000,0.000427,0.000266,22.6457,100
2003UV292,0.00003745,0.0025400,0.0019864,0.000002,0.018701,0.006346,46.2872,100
2003UY291,0.00001714,0.0007941,0.0016612,0.000000,0.000158,0.000382,10.8901,100
2003UY413,0.00140319,0.0017532,0.0012340,0.000039,0.001417,0.000753,939.7644,100
2003UZ291,0.00002291,0.0014153,0.0017208,0.000001,0.000182,0.000402,16.0518,100
2003WA191,0.00002071,0.0020134,0.0048727,0.000001,0.011290,0.000620,35.0100,100
2003WU188,0.00002018,0.0008141,0.0008694,0.000001,0.000502,0.000780,18.9641,100
2003YJ179,0.00503245,0.0009815,0.0002616,0.000186,0.017421,0.001068,4629.4217,100
2003YK179,0.00051553,0.0001862,0.0002272,0.000052,0.000224,0.000206,1243.2069,100
2003YL179,0.00007972,0.0001452,0.0001156,0.000005,0.000068,0.000070,92.5206,100
2003YM179,0.00000903,0.0001333,0.0002621,0.000000,0.000030,0.000028,9.8683,100
2003YN179,0.00000012,0.0000619,0.0000478,0.000000,0.000433,0.000081,0.2986,100
2003YP179,0.00074965,0.0003089,0.0026728,0.000037,0.000197,0.003396,837.3101,100
2003YR179,0.00000348,0.0038242,0.0016713,0.000000,0.002028,0.001032,3.8403,100
2003YS179,0.00000095,0.0004588,0.0001606,0.000000,0.000749,0.000260,0.8873,100
2003YT179,0.00000068,0.0017611,0.0006578,0.000000,0.001971,0.000337,1.2669,100
2003YU179,0.00049375,0.0008074,0.0022484,0.000018,0.000360,0.001080,409.2760,100
2003YV179,0.00029881,0.0002174,0.0001307,0.000011,0.000201,0.000288,255.3702,100
2003YX179,0.00000393,0.0001643,0.0000774,0.000000,0.000178,0.000286,5.6469,100
2004DH64,0.00001126,0.0001293,0.0003413,0.000000,0.000140,0.000384,9.9252,100
2004DM71,0.00000710,0.0002288,0.0009270,0.000000,0.000308,0.002109,6.4914,100
2004EJ96,0.00002119,0.0004955,0.0007853,0.000000,0.000717,0.000624,23.9394,100
2004EP95,0.00000296,0.0001585,0.0000594,0.000000,0.001245,0.000035,3.0875,100
2004ES95,0.00043337,0.0016737,0.0059123,0.000014,0.000576,0.002832,361.2318,100
2004EV95,0.00001279,0.0001590,0.0001798,0.000000,0.000719,0.000184,12.4218,100
2004FU148,0.00001161,0.0024032,0.0005523,0.000000,0.000178,0.000055,20.2086,100
2004FW164,0.00000954,0.0001698,0.0004926,0.000000,0.001777,0.000015,22.5346,100
2004HA79,0.00000592,0.0004166,0.0002686,0.000000,0.000183,0.000187,12.8375,100
2004HB79,0.00006245,0.0039572,0.0089328,0.000004,0.037178,0.000976,76.6460,100
2004HC79,0.00234009,0.0004513,0.0029790,0.000091,0.000436,0.005176,1974.7373,100
2004HD79,0.00000017,0.0000973,0.0000701,0.000000,0.000123,0.000192,0.2134,100
2004HE79,0.00000080,0.0003996,0.0017134,0.000000,0.000230,0.002435,2.1645,100
2004HG79,0.00000194,0.0004493,0.0001883,0.000000,0.001156,0.000181,1.7503,100
2004HH79,0.00003269,0.0006076,0.0002283,0.000002,0.000190,0.000051,35.4187,100
2004HK79,0.00000866,0.0001770,0.0009081,0.000000,0.000056,0.021751,8.3095,100
2004HL79,0.00062966,0.0043956,0.0010243,0.000032,0.010804,0.001011,631.5078,100
2004HM79,0.00001000,0.0000214,0.0003773,0.000001,0.003422,0.000223,14.4826,100
2004HN79,0.06632188,0.0029677,0.0009373,0.002503,0.018189,0.005220,58390.1677,100
2004HP79,0.00022485,0.0103833,0.0014978,0.000007,0.052852,0.001405,133.7536,100
2004HX78,0.00000588,0.0001229,0.0001510,0.000000,0.002739,0.000041,19.9960,100
2004HY78,0.00002710,0.0004163,0.0003786,0.000001,0.005298,0.002014,23.4960,100
2004HZ78,0.00002267,0.0001430,0.0001803,0.000000,0.001941,0.000890,25.8274,100
2004KB19,0.00000815,0.0006211,0.0008400,0.000000,0.000200,0.000247,16.3676,100
2004KC19,0.00001464,0.0009223,0.0012574,0.000002,0.024282,0.002597,59.0266,100
2004KD19,0.00006937,0.0000373,0.0001500,0.000004,0.000069,0.000021,90.3275,100
2004KE19,0.00011990,0.0012036,0.0011380,0.000005,0.000570,0.000579,116.1702,100
2004KF19,0.00037052,0.0008161,0.0011848,0.000014,0.000440,0.001037,306.7991,100
2004KG19,0.00000560,0.0019772,0.0009340,0.000000,0.001881,0.000464,6.6111,100
2004KH19,0.00473778,0.0005877,0.0005366,0.000257,0.000677,0.000083,5598.6548,100
2004KJ19,0.00030495,0.0005578,0.0003744,0.000005,0.000052,0.000029,271.2990,100
2004KK19,0.00496672,0.0036178,0.0071940,0.000202,0.217891,0.008108,5908.9273,100
2004KM19,0.00000685,0.0008874,0.0041512,0.000001,0.004334,0.001737,18.3542,100
2004LW31,0.00000022,0.0000635,0.0000683,0.000000,0.000143,0.000115,0.3170,100
2004MS8,0.00003924,0.0151539,0.0022069,0.000001,0.013050,0.004296,37.2391,100
2004MT8,0.00003601,0.0001694,0.0009461,0.000001,0.000184,0.017731,34.9545,100
2004MU8,0.00000552,0.0007937,0.0019967,0.000000,0.000306,0.001105,3.8043,100
2004MV8,0.00024374,0.0001114,0.0000827,0.000011,0.000067,0.000020,301.1211,100
2004OJ14,0.02538104,0.0023032,0.0010706,0.000508,0.008217,0.001918,13526.7191,100
2004OP15,0.00249820,0.0001202,0.0000608,0.000101,0.002128,0.000075,3282.8543,100
2004OQ15,0.00002514,0.0046805,0.0011734,0.000001,0.013933,0.000399,33.3812,100
2004PA112,0.00806227,0.0007587,0.0001991,0.000573,0.005603,0.000166,11415.1051,100
2004PB108,0.00001636,0.0000827,0.0002002,0.000001,0.000058,0.000028,12.8712,100
2004PS107,0.00320874,0.0025872,0.0025231,0.000063,0.001104,0.000249,2390.4051,100
2004PT117,0.00000085,0.0017928,0.0018990,0.000000,0.001103,0.001492,1.3132,100
2004PU117,0.00001012,0.0015450,0.0011605,0.000000,0.001751,0.000876,10.5904,100
2004PV117,0.00027828,0.0046203,0.0067389,0.000011,0.000460,0.002078,389.8173,100
2004PW107,0.00284569,0.0019842,0.0001957,0.000091,0.031067,0.001908,3631.7759,100
2004PW117,0.00226060,0.0023379,0.0006633,0.000087,0.010757,0.022860,3274.7527,100
2004PX107,0.00000243,0.0001958,0.0002982,0.000000,0.000116,0.000120,2.9192,100
2004PX117,0.00159256,0.0013119,0.0035057,0.000058,0.002062,0.001781,1474.2285,100
2004PY107,0.00000232,0.0001273,0.0019041,0.000000,0.000157,0.006381,2.5470,100
2004PZ107,0.00000723,0.0004894,0.0003252,0.000001,0.008321,0.000423,19.1699,100
2004QE29,0.00002904,0.0000482,0.0001411,0.000002,0.000029,0.000005,34.3987,100
2004QG29,0.00339774,0.0018572,0.0011678,0.000125,0.000870,0.001129,2607.2943,100
2004QH29,0.00015854,0.0015084,0.0015308,0.000004,0.000765,0.000434,98.7308,100
