Name,mag.,a(AU),e,sinI,n(deg/yr),g("/yr),s("/yr),LCEx1E6,My,
1,3.44,2.7670918,0.1153500,0.1677373,78.194564,54.251351,-59.251439,185.2,-10
2,4.11,2.7706008,0.2808809,0.5471763,78.055664,-1.285104,-46.519068,10.1,-10
3,5.37,2.6693867,0.2337659,0.2294539,82.528341,43.850318,-61.479182,65.8,-10
4,3.41,2.3615124,0.0998265,0.1114643,99.188842,36.872740,-39.622451,3333.3,-10
5,6.94,2.5769562,0.1850965,0.0794983,87.008230,52.448383,-57.349224,188.7,-10
6,5.71,2.4252769,0.1588321,0.2487956,95.302770,31.500509,-41.814350,175.4,-10
7,5.55,2.3857140,0.2126258,0.1115794,97.683084,38.385595,-46.376306,19.5,-10
8,6.60,2.2014539,0.1453084,0.0973579,110.202698,32.024970,-35.524334,29.7,-10
9,6.27,2.3864364,0.1279022,0.0816331,97.638237,38.758210,-42.023913,1111.1,-10
10,5.48,3.1418017,0.1357797,0.0889534,64.621686,128.701534,-97.083999,14.8,-10
11,6.47,2.4522562,0.0745741,0.0678904,93.732778,40.757375,-43.165794,3333.3,-10
12,7.33,2.3342366,0.1750534,0.1624221,100.932820,34.145813,-40.891356,116.3,-10
13,6.78,2.5762968,0.1264803,0.2765789,87.045199,35.937927,-45.441169,5000.0,-10
14,6.43,2.5875460,0.1987106,0.1459393,86.475167,48.820313,-56.292649,1250.0,-10
15,5.38,2.6435731,0.1488681,0.2267954,83.741351,42.698066,-52.044455,30.6,-10
16,6.05,2.9221277,0.1029000,0.0440689,72.049849,76.934743,-73.319571,2000.0,-10
17,7.77,2.4711145,0.1380145,0.0852270,92.661264,43.744957,-46.312842,156.2,-10
18,6.52,2.2958080,0.1780091,0.1693954,103.476063,32.612613,-39.431298,33.2,-10
19,7.28,2.4420131,0.1348952,0.0388471,94.322892,41.872723,-45.195775,5000.0,-10
20,6.59,2.4086296,0.1619235,0.0248199,96.291252,40.870578,-45.105471,58.8,-10
21,7.46,2.4352605,0.1293648,0.0375609,94.715652,41.497735,-44.624822,100000.0,-10
