,Name,obs_ecc,obs_sinI,calc_ecc,calc_sinI,ast_ecc,ast_sinI,megno,lyapunov
0,15760.0,0.07842362300813904,0.09210652675659572,0.08369845575863916,0.05611712681556998,0.0703557,0.0439968,0.0,0.0
1,15789.0,0.6687286980639885,0.21499398854467802,0.9397230217555067,0.24574262703097824,0.1841545,0.1019159,0.0,0.0
2,15807.0,0.06754227572484095,0.35244149433385835,0.10066410821008565,0.04450755896266986,0.0729767,0.0330139,0.0,0.0
3,15809.0,0.21146741566232172,-0.03820909805893668,0.26120145489527385,0.28603645546358014,0.2202312,0.2244278,0.0,0.0
4,15810.0,0.1240934317476017,-0.242389922340223,0.13355238562500732,0.07197126329489445,0.1247105,0.0599178,0.0,0.0
5,15836.0,0.07292629946602355,0.003382106603294549,0.08197548329616133,0.116485456095371,0.0712616,0.0857137,0.0,0.0
6,15883.0,0.22238791998036714,-0.3729793555956227,0.2537813689326973,0.3291345849413335,0.2123627,0.3064037,0.0,0.0
7,16684.0,0.04145353359727647,-0.15905785293504507,0.050164687664592464,0.0654669459711763,0.0403445,0.0556696,0.0,0.0
8,19255.0,0.02754154229017919,0.7605715946312078,0.030540597142595022,0.024492574648355477,0.0332889,0.0133359,0.0,0.0
9,19299.0,0.731321922285625,0.029956854828467556,1.3196587448751658,0.5867026580090557,0.2293789,0.1308766,0.0,0.0
10,19308.0,0.11417973826467981,0.13868271832147916,0.1256287974905986,0.47985164709992495,0.1164404,0.4685573,0.0,0.0
11,19521.0,0.10362875237702202,-0.45879119888956726,0.11307570599269577,0.2061275033098193,0.1035607,0.1897161,0.0,0.0
12,20000.0,0.05275595759721297,0.07486199760775943,0.05805275662336385,0.29687364136252004,0.0525251,0.26704,0.0,0.0
13,20108.0,0.49245710591964104,0.2643406792001989,0.825927710574354,0.4426931275961872,0.1381907,0.3387908,0.0,0.0
14,24835.0,0.10300394668757853,0.4572533240812834,0.11841584761979786,0.4878856276017504,0.1006012,0.4506077,0.0,0.0
15,24952.0,0.24112716092681147,-0.18850295590281704,0.3337365769524016,0.2994824255701242,0.2458104,0.2747398,0.0,0.0
16,24978.0,0.04795960394302075,0.4918446772138435,0.05268896125969964,0.037924173582436015,0.0496143,0.024805,0.0,0.0
17,28978.0,0.24057600142358276,-0.09864453762290377,0.3403837392964761,0.3492639189457956,0.2493457,0.3062277,0.0,0.0
18,32929.0,0.9798682268185785,-0.6205937788725351,1.823529764419407,0.5468612390956935,0.2573961,0.097919,0.0,0.0
19,33001.0,0.028183344676792517,0.15371454671313997,0.03219351323743218,0.05236112447992598,0.0298546,0.0421068,0.0,0.0
20,33340.0,0.2502974472338403,0.28839861034365954,0.25971921055282876,0.04717966495558164,0.2501451,0.0351244,0.0,0.0
21,35671.0,0.028408796228975085,-0.20062856859886993,0.032615279283558174,0.08132516442792669,0.0276019,0.0588806,0.0,0.0
22,38083.0,0.13952167045292835,-0.06459579344495392,0.30320793303967924,0.36552208406385933,0.1565601,0.2801698,0.0,0.0
23,38628.0,0.2509739391940774,0.06345817294500877,0.35921777747611566,0.3449375723496193,0.2550674,0.268577,0.0,0.0
24,42301.0,0.2847774598080117,0.18901738960827272,0.2967162728728288,0.046944770377975176,0.2763928,0.0416874,0.0,0.0
25,45802.0,0.011520931106922662,0.23398901219367002,0.0127943012708279,0.05196881995064833,3.2e-06,0.037938,0.0,0.0
