,Name,obs_ecc,obs_sinI,calc_ecc,calc_sinI,ast_ecc,ast_sinI
476,2002 PV170,0.023305362839917357,0.6892332205008445,0.02330489662137716,0.020155170476084217,0.0226565,0.011526
477,2002 PX170,0.03522942328701741,0.4030851442066948,0.035228988990989404,0.03238097895248434,0.0353168,0.029271199999999997
478,2002 PY170,0.023916119671127275,0.4359774805983355,0.023915581414346625,0.031942843927212444,0.023999,0.030200900000000003
479,2002 VB131,0.033924626709728505,0.7534950445424518,0.0339239716745555,0.01721577984543373,0.0337899,0.011201000000000001
480,2002 VD131,0.0631227072083345,0.8139669341834195,0.06312189857061218,0.014719047325602034,0.06278009999999999,0.013291899999999999
481,2002 VD138,0.14304758011525343,-0.4241698215102052,0.1430453888077973,0.07068045922265936,0.143549,0.07074810000000001
482,2002 VE130,0.06135057193947525,-0.35649553074444645,0.06134991570228738,0.06625526269009101,0.061564,0.06573129999999999
483,2002 VF130,0.11533456427765663,0.3434595313891595,0.11533382055082446,0.3595374723156009,0.1144114,0.3594966
484,2002 VF131,0.05920643909163546,0.3027113958375807,0.05920578530821601,0.03670544836032875,0.059571000000000006,0.0360495
485,2002 VT130,0.033037689827793176,0.12467673603043994,0.033037164133717316,0.04386065993569899,0.032085300000000004,0.041444
486,2002 VV130,0.16316854912276338,0.07926939827398162,0.16316578262276238,0.04564435826193471,0.16280350000000002,0.045587699999999995
487,2002 VX130,0.22084043706656964,0.2634626085158377,0.2208359420330239,0.0383347378728739,0.2198932,0.045472399999999996
488,2002 WL21,0.055035530827512565,0.6059008351273462,0.05503474934641694,0.02370506246982693,0.054789300000000006,0.0204724
489,2002 XH91,0.07911662220811513,-0.08212607391033565,0.07911625240265784,0.05309042398521106,0.0800529,0.053405600000000004
490,2002 XV93,0.1234706754125084,0.2530036169500903,0.12347029453790752,0.22635929377302808,0.1238609,0.22790370000000001
491,2003 FA130,0.030638841985615308,0.09994074173830937,0.0306385471187618,0.044839719496142065,0.030938999999999998,0.0432764
492,2003 FD128,0.02207332342020172,-0.1714466540187378,0.022059951741196068,0.0604708512756435,3.64e-05,0.056641
493,2003 FL127,0.23228828841120897,-0.08582414926994308,0.2322841011350122,0.08307974825909083,0.2381364,0.0763993
494,2003 FM127,0.06798781978691333,-0.09613421061659809,0.06798745016094321,0.05338588752187307,0.0687426,0.0531183
495,2003 FM129,0.27820963046405056,-0.17471125715316854,0.27820923118155827,0.3150638978698719,0.2768429,0.315796
496,2003 GF55,0.054371172379233335,-0.24049463992006728,0.05437087740262337,0.09589582626353567,0.0517377,0.09421669999999999
497,2003 HA57,0.1441463556968367,-0.08125130934366198,0.14414832827181331,0.47588788629144535,0.1442328,0.47567479999999995
498,2003 HD57,0.17671032786813118,-0.33665306399621875,0.17670727116816207,0.09280222847757565,0.1762197,0.0933987
499,2003 HE57,0.10227043893977011,0.2758204772386648,0.10226992057279713,0.15011802433423535,0.1025233,0.1501175
500,2003 HF57,0.1951057878050179,0.5497466481433189,0.19510495927837912,0.026231670998226233,0.19523770000000001,0.0260617
501,2003 HG57,0.023997694714796704,0.4970812280888963,0.023997131552463705,0.028735735858380414,0.0239457,0.027660400000000005
502,2003 HH57,0.08522221282689828,0.4551135325723233,0.08522177725063199,0.0303359684972214,0.0854805,0.0289611
503,2003 HX56,0.2166396639379002,-0.46286301906124366,0.21663655322269637,0.49740539485893315,0.212929,0.4999357
504,2003 HZ56,0.01242111843189158,0.5997260332331347,0.012420876106820957,0.0244174465429372,0.012506200000000002,0.0231352
