,Name,obs_ecc,obs_sinI,calc_ecc,calc_sinI,ast_ecc,ast_sinI,megno,lyapunov
767,2010 TT191,0.13805465074994588,-0.21739907410290896,0.13805465074994588,0.098624604167836,0.0681444,0.09098110000000001,0.0,0.0
768,2010 VK201,0.10629264009511466,0.09150246615778508,0.10629264009511467,0.46973370874479803,0.1043504,0.46989759999999997,0.0,0.0
769,2010 VL201,0.03930226831810896,-0.3062712697358882,0.03930226831810895,0.08355319335075888,0.03962569999999999,0.07821669999999999,0.0,0.0
770,2010 VQ11,0.14478016861703102,0.3713077732169195,0.14478016861703102,0.23056577781738127,0.1436863,0.22624940000000002,0.0,0.0
771,2010 VR11,0.14708338391406817,-0.465929355586473,0.14708338391406817,0.49071075741055675,0.1460191,0.4892642,0.0,0.0
772,2010 VV224,0.16194810856359976,0.34065627943519455,0.16194810856359979,0.4388054723017287,0.16424729999999998,0.43748820000000005,0.0,0.0
773,2010 VX11,0.25414739932462477,-0.24855559024118407,0.25414739932462477,0.393411881418187,0.260022,0.3816673,0.0,0.0
774,2010 VX224,0.26033340987878945,-0.1119495239692346,0.2603334098787895,0.1846460924542105,0.1229325,0.2496409,0.0,0.0
775,2011 BS163,0.06093787313438876,-0.45051310938895983,0.06093787313438877,0.08540000281595289,0.0588686,0.08084019999999999,0.0,0.0
776,2011 BV163,0.10540384630746089,-0.09975445287551482,0.10540384630746089,0.05750406692826717,0.1019172,0.044492500000000004,0.0,0.0
777,2011 CX119,0.1346057391263331,-0.07760585483789303,0.1346057391263331,0.47761814160648364,0.1362916,0.47919540000000005,0.0,0.0
778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
779,2011 HF103,0.04289853711230034,-0.1526514624807158,0.04289853711230034,0.06017242010486038,0.054356100000000004,0.0552163,0.0,0.0
780,2011 HM102,0.20071092106297508,0.044460915084555935,0.20071092106297508,0.4636731635270736,0.0883492,0.4669929,0.0,0.0
781,2011 HZ102,0.010439217587525905,-0.028310876035067142,0.010439217587525905,0.052469044471643696,8.7e-06,0.0444282,0.0,0.0
782,2011 JW31,0.09641349321719017,-0.16285933897279412,0.09641349321719017,0.05948248569237167,0.14778010000000003,0.0544578,0.0,0.0
783,2011 JX31,0.11119947928298005,0.1507188297687612,0.11119947928298006,0.046693258983664464,0.1108711,0.041215100000000005,0.0,0.0
784,2011 JY31,0.05880852693685553,-0.47292867025236673,0.05880852693685553,0.07606213255752409,0.054313,0.0702736,0.0,0.0
785,2011 OA60,0.14412216582182874,0.12339677229048926,0.14412216582182874,0.3688002302318058,0.1407789,0.37080100000000005,0.0,0.0
786,2011 SO277,0.054370668352717345,0.4099992744034262,0.05437066835271735,0.1366349913576294,0.014960299999999998,0.042505400000000006,0.0,0.0
787,2011 UA411,0.24569219605496811,-0.17869385741702842,0.24569219605496811,0.17180065177433496,0.23231479999999996,0.1907863,0.0,0.0
788,2011 UA412,0.15119480044946423,-0.28053841077103503,0.15119480044946423,0.08267032140999439,0.145153,0.06587989999999999,0.0,0.0
789,2011 UA413,0.13174081030393858,0.002692642206488202,0.13174081030393858,0.16208286358552096,0.1310454,0.1378478,0.0,0.0
790,2011 UB412,0.05704512030094988,0.3511314272239148,0.05704512030094988,0.25911779386257333,0.0567033,0.2611952,0.0,0.0
791,2011 UC411,0.33966211597598517,-0.05515227937022701,0.33966211597598517,0.13306296101319062,0.26621849999999997,0.11968530000000001,0.0,0.0
792,2011 UC412,0.07392791324435909,-0.26171791711794695,0.0739279132443591,0.06867039261366023,0.0724181,0.0661128,0.0,0.0
793,2011 UD411,0.4188519805698811,0.10922830270797125,0.4188519805698811,0.21442240481733568,0.27275859999999996,0.2571653,0.0,0.0
794,2011 UD412,0.055732817279596676,-0.22693991506305855,0.055732817279596676,0.10259960161473035,0.0626558,0.10692839999999999,0.0,0.0
795,2011 UE412,0.1185783404045182,-0.5010040099172489,0.11857834040451821,0.39877762608200007,0.11788,0.3985485,0.0,0.0
796,2011 UF412,0.0090733688094425,-0.3796728066297315,0.009073368809442501,0.06758936585890019,0.0099268,0.0628224,0.0,0.0
797,2011 UG411,0.14124204225575426,-0.16312739795928127,0.14124204225575426,0.20993223086994495,0.10549860000000001,0.2218853,0.0,0.0
798,2011 UG412,0.15636004590631405,-0.32475855332050696,0.15636004590631405,0.07361683142444349,0.1515653,0.062004899999999995,0.0,0.0
799,2011 UH411,0.23971145845415265,0.18758231718015583,0.23971145845415265,0.4669706341464699,0.24225149999999998,0.46192,0.0,0.0
800,2011 UH412,0.11379232535756718,0.40005411052798356,0.11379232535756718,0.2523791544410915,0.11192049999999999,0.250813,0.0,0.0
801,2011 UJ411,0.11297806106946658,-0.44264096524451735,0.11297806106946658,0.08507845541207268,0.1130593,0.083745,0.0,0.0
802,2011 UJ412,0.03288399669722489,-0.39746330147318965,0.03288399669722489,0.4903077838861691,0.033181199999999994,0.4898835999999999,0.0,0.0
803,2011 UK411,0.23211226672647434,0.3625124602126647,0.23211226672647434,0.24425876681160014,0.2337089,0.2416656,0.0,0.0
804,2011 UK412,0.09482359282690057,0.23101664802235705,0.09482359282690056,0.46081528555269996,0.09486069999999999,0.45763630000000005,0.0,0.0
805,2011 UK413,0.09070674811052953,0.12425577943596303,0.09070674811052953,0.26688597072909714,0.089377,0.2651433,0.0,0.0
806,2011 UL411,0.06774585061642553,-0.3785847782603886,0.06774585061642553,0.0737670486715399,0.0672482,0.0671456,0.0,0.0
807,2011 UL412,0.08283809465551022,-0.2723864185710643,0.08283809465551022,0.20779238135512537,0.0807268,0.20685170000000003,0.0,0.0
808,2011 UM411,0.15634401236080117,0.13589550084101024,0.15634401236080117,0.15952570956496628,0.1570331,0.1579764,0.0,0.0
809,2011 UM412,0.133542624736699,-0.014501379553674582,0.133542624736699,0.21367128098959054,0.132964,0.20968119999999998,0.0,0.0
810,2011 UN411,0.20403816786470877,-0.4906851471785326,0.20403816786470877,0.0854877460978672,0.20476889999999998,0.08095060000000001,0.0,0.0
811,2011 UN412,0.05037306492836595,-0.0196714727149171,0.05037306492836595,0.3730569669984659,0.0541075,0.3692877,0.0,0.0
812,2011 UO411,0.19833195001902157,0.4285257413265611,0.19833195001902157,0.12279890198620713,0.19760550000000002,0.12083859999999999,0.0,0.0
