,flag,epoch,sbx,sby,sbz,sbvx,sbvy,sbvz
0,1.0,2457600.0,-40.89721779692736,9.096542357400825,12.026033811198657,-0.11056478612820766,-0.9177827840962114,-0.14442997898529694
1,1.0,2457600.0,-40.89696707206768,9.096483698930502,12.02595438315084,-0.11056217815501067,-0.9177747311654032,-0.14442917464532443
2,1.0,2457600.0,-40.89703373443336,9.096505066275416,12.025976873894887,-0.11057303847770816,-0.9177778993150815,-0.14442696376046385
3,1.0,2457600.0,-40.89728405154306,9.096556938960473,12.026049375122271,-0.11056075728354652,-0.917785175648466,-0.14443031328982306
4,1.0,2457600.0,-40.89715070434324,9.096538140886791,12.026013062964829,-0.11052963552702608,-0.917788742675423,-0.1444411822607003
5,1.0,2457600.0,-40.8972387349344,9.096545976232854,12.026042612162884,-0.11056679518897677,-0.9177814560028917,-0.14443210705031473
6,1.0,2457600.0,-40.897114454810406,9.09651868773414,12.026001900391904,-0.11053614241746414,-0.917786364767633,-0.14443740308780806
7,1.0,2457600.0,-40.89745715542283,9.096589811040314,12.026105185807765,-0.11054103454774655,-0.9177921939585975,-0.14444062879867572
8,1.0,2457600.0,-40.89678236922146,9.096443552858258,12.025907623616408,-0.11057527478913097,-0.9177705683024585,-0.1444275965198765
9,1.0,2457600.0,-40.896771996497755,9.096444568023882,12.025907402097474,-0.11056330330470927,-0.9177730637779813,-0.14442804038601206
10,1.0,2457600.0,-40.89748437673158,9.096594048489955,12.026117790774553,-0.1105782893699476,-0.9177849823437185,-0.1444274361119171
11,1.0,2457600.0,-40.89740630274263,9.09659310293083,12.026087224792839,-0.11055695184459467,-0.9177891110450244,-0.1444328193633848
12,1.0,2457600.0,-40.89658975925414,9.096409663608533,12.025852444514818,-0.11054705664734815,-0.9177718557983193,-0.1444319556960691
13,1.0,2457600.0,-40.896768184459326,9.09643908805997,12.025896901162128,-0.11056939304172912,-0.9177720203254431,-0.14442700267684372
14,1.0,2457600.0,-40.89704053419744,9.096500760451967,12.025977950168034,-0.11056056817150939,-0.9177804381432872,-0.1444305011832644
15,1.0,2457600.0,-40.89794082445126,9.096705873219793,12.026250108328096,-0.11057266776883294,-0.9177978532407636,-0.14443003710023034
16,1.0,2457600.0,-40.89710359527039,9.096521594280926,12.02599769920926,-0.11055467498752328,-0.9177820033898983,-0.14443403931581675
17,1.0,2457600.0,-40.89741100917277,9.096582329532168,12.026085864097531,-0.11054834842468265,-0.9177908626356114,-0.14443322238325404
18,1.0,2457600.0,-40.897384279008044,9.096582432610766,12.02608255291038,-0.11056845363010381,-0.9177844068464561,-0.14443058852782417
19,1.0,2457600.0,-40.896826976665736,9.09646054985967,12.025916916696769,-0.11056269370488932,-0.9177745523655284,-0.14442731048582882
20,1.0,2457600.0,-40.89682112592903,9.096450030228615,12.025909818547415,-0.11055967975731788,-0.9177725783969309,-0.14443003818447522
