,Name,obs_ecc,obs_sinI,calc_ecc,calc_sinI,ast_ecc,ast_sinI,calc_sma
0,1,0.11846346595085987,-0.14209167405388348,0.018733618367327273,0.16646660042130293,0.11535,0.16773729999999998,2.763459513126774
1,2,0.2869739206158001,-0.1543943609377448,0.2797845116425162,0.543319539578816,0.28088090000000004,0.5471763000000001,2.7668685520014065
2,3,0.2358487632247714,0.2457681635013648,0.23271681118231596,0.22867176684156743,0.2337659,0.2294539,2.6658525045029173
3,4,0.10265461187923128,0.11658772978771585,0.09831093265601759,0.11198252577149848,0.0998265,0.1114643,2.358396931856345
4,5,0.2044787227930641,-0.427207456050897,0.02211025762534708,0.06737167349273562,0.1850965,0.07949830000000001,2.5742482486049867
5,6,0.1637628895638791,0.33784029699109774,0.12197082318629546,0.2479167184629156,0.1588321,0.2487956,2.422077387798446
6,7,0.21457918900170758,0.08179473817454445,0.21086887876967114,0.10677038388665823,0.21262579999999998,0.11157939999999998,2.3829858599622793
7,8,0.15773974930838813,-0.0912349451058129,0.1386666847485881,0.10115595590252036,0.14530839999999998,0.0973579,2.198560631640058
8,9,0.13118765560757645,-0.39634933492979646,0.12788831516520863,0.08187468063784589,0.1279022,0.0816331,2.383249912542833
9,10,0.13766750285448728,-0.38147087238819555,0.13554031764472976,0.08880549682623244,0.1357797,0.0889534,3.1379958033153836
10,11,0.07830057903108681,-0.35773363786765205,0.07449547466711182,0.06815783720911722,0.0745741,0.0678904,2.44900290674562
11,12,0.1792110769640721,-0.010298951219521133,0.02738463186392952,0.15998725743064227,0.1750534,0.1624221,2.3312627752475734
12,13,0.13199879595251893,-0.15672461612844688,0.12476846295167311,0.2732113570610423,0.12648030000000002,0.2765789,2.572892412156899
13,14,0.20070762822235316,0.33673033566248517,0.19335818782047096,0.1431968127073425,0.1987106,0.1459393,2.5840671736986995
14,15,0.15155294193062005,0.22680947672199123,0.14752752197237157,0.03348984434572926,0.1488681,0.22679539999999998,2.6400535902663975
15,16,0.10597813842138508,0.11615293857881481,0.016924773003604378,0.044320751749204634,0.1029,0.0440689,2.9182426778437156
16,17,0.14235782509357306,-0.3879289864698387,0.13765734458854303,0.08485154397603183,0.13801449999999998,0.085227,2.4678403198086873
17,18,0.18070344962723295,-0.1426482849568937,0.17208991923614986,0.16804004585196203,0.1780091,0.1693954,2.2927306152333413
18,19,0.13747089169469284,0.22270023877468226,0.022247584696063555,0.03932358269958775,0.13489520000000002,0.0388471,2.438769694028039
19,20,0.16417690431038398,0.539243377455234,0.16165675517992076,0.02642999767883946,0.1619235,0.024819900000000002,2.4054664556599827
20,21,0.1319214798927634,0.2545731021876438,0.1291629474997133,0.03850069913004148,0.1293648,0.0375609,2.4320366223799983
21,22,0.09386598236464597,0.04831794211249039,0.08948250498536434,0.21811407580187478,0.0879463,0.21823499999999998,2.9057605260660733
22,23,0.2571714410927623,-0.11979779362727115,0.2538532370196557,0.16713967225523224,0.254656,0.1675274,2.624288817456404
23,24,0.15507386704473805,0.7056760812200762,0.152902772182908,0.019670654304754953,0.15338039999999997,0.0189679,3.130435791775333
24,25,0.2269338385618119,-0.23389937993755613,0.21903077795812206,0.39460986121136166,0.22672529999999996,0.39776659999999997,2.3969271727009316
25,26,0.12311872681194859,-0.10381516228813424,0.07275039076285075,0.05080660466607969,0.11983930000000001,0.052749300000000006,2.65213626489971
26,27,0.18748416540732465,0.7590690184137109,0.18369532462007107,0.016379485042867507,0.1858558,0.012377500000000001,2.344057887041735
27,28,0.18086530873264384,0.3104871731341962,0.17766763239954023,0.14771285582168026,0.1788638,0.14812999999999998,2.773754225889865
28,29,0.07991876592617886,0.14767838945908096,0.06948151094864109,0.11298941949795942,0.07375369999999999,0.1123347,2.5508954826079178
29,30,0.10769868488527753,-0.022801620618294438,0.10271147843123564,0.048526433182447495,0.1050403,0.0493766,2.362499324594085
30,31,0.2091410227232579,0.1987774515048902,0.13139042448727906,0.44339981284808994,0.208369,0.4468775,3.150566340282302
31,32,0.11653356834508301,0.07571227193218362,0.07939722851271358,0.02515855293293658,0.112194,0.1084358,2.5836016627339213
32,33,0.299546548653324,0.33973852646431535,0.29613783984980685,0.03509678398149242,0.297306,0.0347727,2.8631159496898646
33,34,0.14738438038566778,-0.21712611874403667,0.08656460421298158,0.0974289940176669,0.1449115,0.0975235,2.6832513285587773
34,35,0.2667838179996214,0.29843748393805414,0.2634402905624081,0.1463377046487255,0.2640117,0.1466564,2.9913646381275867
35,36,0.27554274904819714,0.02637745316972028,0.27066738780631694,0.32061042979140914,0.27791220000000005,0.3246611,2.7436967911447323
36,37,0.16228759859967623,-0.20856509348598762,0.042605779737129916,0.05782430642908791,0.15970520000000002,0.0574061,2.638649952124282
37,38,0.17038680115988758,0.4279797848501569,0.1585288302731873,0.1358974801377693,0.168397,0.1358171,2.7371373804883588
38,39,0.07235284509958864,-0.1995229588011664,0.010576874813037613,0.16161268251191646,0.0693401,0.1705364,2.7650569139929795
39,40,0.047500177512290576,-0.29601017975624255,0.025657261223990157,0.06784243031365221,0.0209266,0.06510099999999999,2.2642687754363178
