,mass_1,radius_1,x_1,y_1,z_1,vx_1,vy_1,vz_1,mass_2,radius_2,x_2,y_2,z_2,vx_2,vy_2,vz_2,mass_3,radius_3,x_3,y_3,z_3,vx_3,vy_3,vz_3,mass_4,radius_4,x_4,y_4,z_4,vx_4,vy_4,vz_4,mass_5,radius_5,x_5,y_5,z_5,vx_5,vy_5,vz_5,mass_6,radius_6,x_6,y_6,z_6,vx_6,vy_6,vz_6,mass_7,radius_7,x_7,y_7,z_7,vx_7,vy_7,vz_7,mass_8,radius_8,x_8,y_8,z_8,vx_8,vy_8,vz_8
0,1.660120825375342e-07,1.631393540950981e-08,-0.205411923465976,-0.4149936952479535,-0.01505353172914315,7.1404318421920445,-4.05925258417256,-0.9869046844912138,2.447838287784771e-06,4.045378434654418e-08,0.6771593685103512,0.2565826899970344,-0.03557217393610659,-2.6425568005573883,6.875994750261819,0.24660910892965768,3.040432648020684e-06,4.437104331057835e-07,0.1415937027754288,-1.006728008311904,1.512636865673446e-05,6.120442522384739,0.8515380559352053,-2.0938342034998314e-05,3.2271560375549955e-07,2.270212793877687e-08,-1.542300793356198,0.6277710659946849,0.05104130736843662,-1.7352794725731233,-4.297538849875148,-0.04741881425014873,0.0009547919099366768,4.778945025452157e-07,-3.603874545890954,-4.034086345191011,0.09739147005773778,2.0229155843986057,-1.7080763331731303,-0.03817553745668911,0.0002858856700231729,4.0286669668487467e-07,-6.274859032122768,6.643749407615535,0.1340382495896187,-1.5892077602709014,-1.4051896490667326,0.08770390031323405,4.3662496132004074e-05,1.708513622580592e-07,19.08907075542348,-6.22862676679863,-0.270378946252523,0.43637954302950904,1.2969456404176347,-0.0008188293035259327,5.151383772628657e-05,1.6553711549585576e-07,22.35793509776195,-20.08409917847178,-0.1016949174051664,0.7600849117138507,0.8578719173040787,-0.03519979879703267
