,flag,epoch,sbx,sby,sbz,sbvx,sbvy,sbvz
0,1.0,2457280.0,11.901259573226499,37.8451366096284,-11.079219969983715,-0.9732965450721925,-0.0136947033306523,-0.3818600797467271
1,1.0,2457280.0,11.90135279994524,37.845427696175214,-11.079313675262147,-0.9733055779654544,-0.01369305312079703,-0.3818651311365139
2,1.0,2457280.0,11.901297140959263,37.84528780447908,-11.079271629071574,-0.9732970938268636,-0.013685739601875064,-0.3818645778837399
3,1.0,2457280.0,11.901144195320835,37.84478383050547,-11.07911553968609,-0.9732868544308813,-0.013695116763975865,-0.3818550832855213
4,1.0,2457280.0,11.901235956608694,37.84510878177336,-11.079213816270062,-0.9732881785440071,-0.013670152802826784,-0.381866787821252
5,1.0,2457280.0,11.901092269758895,37.84463418744964,-11.07906731922847,-0.9732823864855111,-0.013688940586755759,-0.38185807424135354
6,1.0,2457280.0,11.901162053524102,37.84485452770758,-11.079140351542529,-0.973285855066744,-0.013684320889529299,-0.3818610039962755
7,1.0,2457280.0,11.90132323786665,37.84536716429885,-11.079295489691443,-0.9733023091976828,-0.013686912462799003,-0.38186398646068304
8,1.0,2457280.0,11.90129275999971,37.84523914689335,-11.079253607060311,-0.9732996005150767,-0.013694656392749121,-0.38185961089250076
9,1.0,2457280.0,11.901248342406227,37.8450916880045,-11.079212142315653,-0.973299572672273,-0.01370698744681856,-0.3818575256290066
10,1.0,2457280.0,11.901214248617444,37.845011001193804,-11.079175249006104,-0.9732959078624197,-0.013702356213161734,-0.3818575208616606
11,1.0,2457280.0,11.901151974315056,37.844801805771255,-11.07911589200408,-0.9732877382568434,-0.01369386655877633,-0.381856854152259
12,1.0,2457280.0,11.901193150012904,37.844952148374674,-11.079166766284038,-0.9732924536156715,-0.013695986214660113,-0.38185854501968336
13,1.0,2457280.0,11.901274071517456,37.84516781467748,-11.079232657398263,-0.9733000524688946,-0.013710677994481012,-0.3818541216976877
14,1.0,2457280.0,11.901081729845531,37.84458965502333,-11.079051521689118,-0.9732834489826259,-0.013692327846222223,-0.38185614900134107
15,1.0,2457280.0,11.90116921563175,37.84483169578327,-11.07913172950528,-0.9732901058840704,-0.013696366945049361,-0.3818573125066835
16,1.0,2457280.0,11.90141123520915,37.84562135525353,-11.07936399912007,-0.9733076724634228,-0.013689564963859289,-0.381865630812683
17,1.0,2457280.0,11.901252907746361,37.84510615042696,-11.079211090963785,-0.9732946718433565,-0.013690203970351238,-0.38186394363848586
18,1.0,2457280.0,11.901110944491704,37.84467570383443,-11.079083324125314,-0.9732819801244401,-0.013691770147771447,-0.3818563428708461
19,1.0,2457280.0,11.901249859396106,37.845122520065445,-11.079216078651715,-0.9732948796554185,-0.01369241952973151,-0.38186126065308296
20,1.0,2457280.0,11.901125954012741,37.84469507418942,-11.079095426624905,-0.9732883417306666,-0.013697189830654497,-0.3818548892673252
