,flag,epoch,sbx,sby,sbz,sbvx,sbvy,sbvz
0,1.0,2456730.0,31.823737682730666,7.312522051540675,-0.8992431735256834,-0.40845057636888643,1.146730715305525,-0.041732943917071115
1,1.0,2456730.0,31.823876244045195,7.312562204258816,-0.8992435574578183,-0.4084217276542978,1.1467335213050533,-0.041732695586378744
2,1.0,2456730.0,31.82376046417715,7.312527800600131,-0.8992249970642956,-0.4084458872870922,1.1467332901282392,-0.041728781346752834
3,1.0,2456730.0,31.82404319500873,7.312584468343017,-0.8992457320461759,-0.408455908559819,1.1467461526776048,-0.041736600327934935
4,1.0,2456730.0,31.82332785637761,7.312442906871318,-0.8992602452717269,-0.40845015048588673,1.1467076825897864,-0.04173014674502773
5,1.0,2456730.0,31.823824091941717,7.312537340162589,-0.8992638728002612,-0.4084683839898633,1.1467374751372195,-0.041736442852438854
6,1.0,2456730.0,31.82349547229532,7.31244227637727,-0.8992610804736423,-0.4084766408248754,1.1467228197087533,-0.041734637901020895
7,1.0,2456730.0,31.823483815612555,7.3124616225729415,-0.8992427687618059,-0.4084245772391218,1.1467169404995488,-0.041738897939810296
8,1.0,2456730.0,31.82370227916455,7.312522669646388,-0.8992230026332066,-0.4084285809309987,1.1467347220498127,-0.04173229059858633
9,1.0,2456730.0,31.82322129175865,7.312405401074397,-0.8992080221620352,-0.40846285847681624,1.1467091671953986,-0.041731992452497944
10,1.0,2456730.0,31.82353424480691,7.312482806511619,-0.8992310269522653,-0.4084548754416485,1.1467213425386982,-0.04173567695779109
11,1.0,2456730.0,31.823413771041025,7.312438453867145,-0.8992385820937421,-0.40844034734348444,1.1467126827326346,-0.041733558374914215
12,1.0,2456730.0,31.824717280810724,7.312729201186418,-0.8992887601883582,-0.40844864060699637,1.146775308434273,-0.04173757783268049
13,1.0,2456730.0,31.824704625979546,7.312732936664354,-0.8992743649469986,-0.40840153379230226,1.1467635509612721,-0.04174028040050102
14,1.0,2456730.0,31.823444421900383,7.312467078028323,-0.8992236347163727,-0.40847959308226744,1.1467204240596716,-0.041733279157389225
15,1.0,2456730.0,31.823674311981204,7.312506400348688,-0.8992280091874775,-0.4084722442577957,1.1467349206657567,-0.04172577748170646
16,1.0,2456730.0,31.824653603536184,7.312721360367096,-0.8992717455114498,-0.4084769103398806,1.1467628336788638,-0.04172529666275521
17,1.0,2456730.0,31.823548148383843,7.312471488673154,-0.8992435424208846,-0.40846341149491433,1.1467268747053276,-0.04173252415998649
18,1.0,2456730.0,31.82432579155727,7.312659117832196,-0.8992610442778177,-0.4084375957647996,1.146748221039601,-0.04173778168367656
19,1.0,2456730.0,31.823706557225513,7.312530579557949,-0.8992504207320724,-0.4084441821964262,1.146726452307682,-0.04172939986508472
20,1.0,2456730.0,31.823267781454817,7.312414666798871,-0.8992438648506413,-0.4084490067548209,1.1467108337900789,-0.041748884456382425
