,flag,epoch,sbx,sby,sbz,sbvx,sbvy,sbvz
0,1.0,2457650.5,-0.7458648570685619,-1.912141065841729,0.16678211628922995,4.202708801605316,-2.301088665309654,0.27150569770856103
