,0,1,2,3,4,median,Objname
0,10,10,10,10,10,10.0,15760 Albion (1992 QB1)
1,10,10,10,10,10,10.0,15789 (1993 SC)
2,10,10,10,10,10,10.0,15807 (1994 GV9)
3,10,10,10,10,10,10.0,15809 (1994 JS)
4,10,10,10,10,10,10.0,15810 Arawn (1994 JR1)
5,10,10,10,10,10,10.0,15820 (1994 TB)
6,10,10,10,10,10,10.0,15883 (1997 CR29)
7,10,10,10,10,10,10.0,16684 (1994 JQ1)
8,10,10,10,10,10,10.0,19255 (1994 VK8)
9,10,10,10,10,10,10.0,19299 (1996 SZ4)
10,10,10,10,10,10,10.0,19308 (1996 TO66)
11,10,10,10,10,10,10.0,19521 Chaos (1998 WH24)
12,10,10,10,10,10,10.0,20000 Varuna (2000 WR106)
13,10,10,10,10,10,10.0,20108 (1995 QZ9)
14,10,10,10,10,10,10.0,24835 (1995 SM55)
15,10,10,10,10,10,10.0,24952 (1997 QJ4)
16,10,10,10,10,10,10.0,24978 (1998 HJ151)
17,10,10,10,10,10,10.0,28978 Ixion (2001 KX76)
18,10,10,10,10,10,10.0,32929 (1995 QY9)
19,10,10,10,10,10,10.0,33001 (1997 CU29)
20,10,10,10,10,10,10.0,38628 Huya (2000 EB173)
21,10,10,10,10,10,10.0,45802 (2000 PV29)
22,10,10,10,10,10,10.0,47171 Lempo (1999 TC36)
23,10,10,10,10,10,10.0,47932 (2000 GN171)
24,10,10,10,10,10,10.0,49673 (1999 RA215)
25,10,10,10,10,10,10.0,50000 Quaoar (2002 LM60)
26,10,10,10,10,10,10.0,52747 (1998 HM151)
27,10,10,10,10,10,10.0,53311 Deucalion (1999 HU11)
28,10,10,10,10,10,10.0,55565 (2002 AW197)
29,10,10,10,10,10,10.0,55636 (2002 TX300)
30,10,10,10,10,10,10.0,55637 (2002 UX25)
31,10,10,10,10,10,10.0,58534 Logos (1997 CQ29)
32,10,10,10,10,10,10.0,59358 (1999 CL158)
33,10,10,10,10,10,10.0,60454 (2000 CH105)
34,10,10,10,10,10,10.0,60620 (2000 FD8)
35,10,10,10,10,10,10.0,66452 (1999 OF4)
36,10,10,10,10,10,10.0,66652 Borasisi (1999 RZ253)
37,10,10,10,10,10,10.0,69987 (1998 WA25)
38,10,10,10,10,10,10.0,79360 Sila-Nunam (1997 CS29)
39,10,10,10,10,10,10.0,79983 (1999 DF9)
40,10,10,10,10,10,10.0,80806 (2000 CM105)
41,10,10,10,10,10,10.0,84719 (2002 VR128)
42,10,10,10,10,10,10.0,85627 (1998 HP151)
43,10,10,10,10,10,10.0,85633 (1998 KR65)
44,10,10,10,10,10,10.0,86047 (1999 OY3)
45,10,10,10,10,10,10.0,86177 (1999 RY215)
46,10,10,10,10,10,10.0,88267 (2001 KE76)
47,10,10,10,10,10,10.0,88268 (2001 KK76)
48,10,10,10,10,10,10.0,88611 Teharonhiawako (2001 QT297)
49,10,10,10,10,10,10.0,90568 (2004 GV9)
50,10,10,10,10,10,10.0,91133 (1998 HK151)
51,10,10,10,10,10,10.0,118378 (1999 HT11)
52,10,10,10,10,10,10.0,118379 (1999 HC12)
53,10,10,10,10,10,10.0,118698 (2000 OY51)
54,10,10,10,10,10,10.0,119066 (2001 KJ76)
55,10,10,10,10,10,10.0,119067 (2001 KP76)
56,10,10,10,10,10,10.0,119069 (2001 KN77)
57,10,10,10,10,10,10.0,119070 (2001 KP77)
58,10,10,10,10,10,10.0,119473 (2001 UO18)
59,10,10,10,10,10,10.0,119956 (2002 PA149)
60,10,10,10,10,10,10.0,119979 (2002 WC19)
61,10,10,10,10,10,10.0,120178 (2003 OP32)
62,10,10,10,10,10,10.0,120216 (2004 EW95)
63,10,10,10,10,10,10.0,120347 Salacia (2004 SB60)
64,10,10,10,10,10,10.0,123509 (2000 WK183)
65,10,10,10,10,10,10.0,126154 (2001 YH140)
66,10,10,10,10,10,10.0,126719 (2002 CC249)
67,10,10,10,10,10,10.0,129772 (1999 HR11)
68,10,10,10,10,10,10.0,130391 (2000 JG81)
69,10,10,10,10,10,10.0,133067 (2003 FB128)
70,10,10,10,10,10,10.0,134568 (1999 RH215)
71,10,10,10,10,10,10.0,134860 (2000 OJ67)
72,10,10,10,10,10,10.0,135024 (2001 KO76)
73,10,10,10,10,10,10.0,135742 (2002 PB171)
74,10,10,10,10,10,10.0,136108 Haumea (2003 EL61)
75,10,10,10,10,10,10.0,136472 Makemake (2005 FY9)
76,10,10,10,10,10,10.0,137294 (1999 RE215)
77,10,10,10,10,10,10.0,138537 (2000 OK67)
78,10,10,10,10,10,10.0,138628 (2000 QM251)
79,10,10,10,10,10,10.0,139775 (2001 QG298)
80,10,10,10,10,10,10.0,143751 (2003 US292)
81,10,10,10,10,10,10.0,143991 (2003 YO179)
82,10,10,10,10,10,10.0,145452 (2005 RN43)
83,10,10,10,10,10,10.0,145453 (2005 RR43)
84,10,10,10,10,10,10.0,148112 (1999 RA216)
85,10,10,10,10,10,10.0,148780 Altjira (2001 UQ18)
86,10,10,10,10,10,10.0,149348 (2002 VS130)
87,10,10,10,10,10,10.0,149349 (2002 VA131)
88,10,10,10,10,10,10.0,149560 (2003 QZ91)
89,10,10,10,10,10,10.0,150642 (2001 CZ31)
90,10,10,10,10,10,10.0,160091 (2000 OL67)
91,10,10,10,10,10,10.0,160147 (2001 KN76)
92,10,10,10,10,10,10.0,160256 (2002 PD149)
93,10,10,10,10,10,10.0,168700 (2000 GE147)
94,10,10,10,10,10,10.0,168703 (2000 GP183)
95,10,10,10,10,10,10.0,169071 (2001 FR185)
96,10,10,10,10,10,10.0,174567 Varda (2003 MW12)
97,10,10,10,10,10,10.0,181708 (1993 FW)
98,10,10,10,10,10,10.0,181855 (1998 WT31)
99,10,10,10,10,10,10.0,181871 (1999 CO153)
100,10,10,10,10,10,10.0,182222 (2000 YU1)
101,10,10,10,10,10,10.0,182294 (2001 KU76)
102,10,10,10,10,10,10.0,182926 (2002 FU6)
103,10,10,10,10,10,10.0,182934 (2002 GJ32)
104,10,10,10,10,10,10.0,183595 (2003 TG58)
105,10,10,10,10,10,10.0,183963 (2004 DJ64)
106,10,10,10,10,10,10.0,184314 Mbabamwanawaresa (2005 EO302)
107,10,10,10,10,10,10.0,202421 (2005 UQ513)
108,10,10,10,10,10,10.0,230965 (2004 XA192)
109,10,10,10,10,10,10.0,241097 (2007 DU112)
110,10,10,10,10,10,10.0,275809 (2001 QY297)
111,10,10,10,10,10,10.0,303712 (2005 PR21)
112,10,10,10,10,10,10.0,306792 (2001 KQ77)
113,10,10,10,10,10,10.0,307251 (2002 KW14)
114,10,10,10,10,10,10.0,307261 (2002 MS4)
115,10,10,10,10,10,10.0,307616 (2003 QW90)
116,10,10,10,10,10,10.0,308193 (2005 CB79)
117,10,10,10,10,10,10.0,308634 (2005 XU100)
118,10,10,10,10,10,10.0,312645 (2010 EP65)
119,10,10,10,10,10,10.0,315530 (2008 AP129)
120,10,10,10,10,10,10.0,363330 (2002 PQ145)
121,10,10,10,10,10,10.0,363401 (2003 LB7)
122,10,10,10,10,10,10.0,364171 (2006 JZ81)
123,10,10,10,10,10,10.0,385191 (1997 RT5)
124,10,10,10,10,10,10.0,385194 (1998 KG62)
125,10,10,10,10,10,10.0,385199 (1999 OE4)
126,10,10,10,10,10,10.0,385201 (1999 RN215)
127,10,10,10,10,10,10.0,385266 (2001 QB298)
128,10,10,10,10,10,10.0,385362 (2002 PT170)
129,10,10,10,10,10,10.0,385363 (2002 PW170)
130,10,10,10,10,10,10.0,385437 (2003 GH55)
131,10,10,10,10,10,10.0,385445 (2003 QH91)
132,10,10,10,10,10,10.0,385446 Manwe (2003 QW111)
133,10,10,10,10,10,10.0,385447 (2003 QF113)
134,10,10,10,10,10,10.0,385458 (2003 SP317)
135,10,10,10,10,10,10.0,385527 (2004 OK14)
136,10,10,10,10,10,10.0,385533 (2004 QD29)
137,10,10,10,10,10,10.0,386723 (2009 YE7)
138,10,10,10,10,10,10.0,408832 (2001 QJ298)
139,10,10,10,10,10,10.0,415720 (1999 RU215)
140,10,10,10,10,10,10.0,416400 (2003 UZ117)
141,10,10,10,10,10,10.0,420356 Praamzius (2012 BX85)
142,10,10,10,10,10,10.0,427614 (2003 SR422)
143,10,10,10,10,10,10.0,434194 (2003 FK127)
144,10,10,10,10,10,10.0,434709 (2006 CJ69)
145,10,10,10,10,10,10.0,437871 (2001 FN185)
146,10,10,10,10,10,10.0,437915 (2002 GD32)
147,10,10,10,10,10,10.0,439858 (1999 ON4)
148,10,10,10,10,10,10.0,443843 (2001 FO185)
149,10,10,10,10,10,10.0,444018 (2004 EU95)
150,10,10,10,10,10,10.0,444025 (2004 HJ79)
151,10,10,10,10,10,10.0,444030 (2004 NT33)
152,10,10,10,10,10,10.0,444745 (2007 JF43)
153,10,10,10,10,10,10.0,455171 (1999 OM4)
154,10,10,10,10,10,10.0,455206 (2001 FE193)
155,10,10,10,10,10,10.0,455209 (2001 KT76)
156,10,10,10,10,10,10.0,468422 (2000 FA8)
157,10,10,10,10,10,10.0,469306 (1999 CD158)
158,10,10,10,10,10,10.0,469361 (2001 HY65)
159,10,10,10,10,10,10.0,469362 (2001 KB77)
160,10,10,10,10,10,10.0,469372 (2001 QF298)
161,10,10,10,10,10,10.0,469420 (2001 XP254)
162,10,10,10,10,10,10.0,469438 (2002 GV31)
163,10,10,10,10,10,10.0,469506 (2003 FF128)
164,10,10,10,10,10,10.0,469509 (2003 HC57)
165,10,10,10,10,10,10.0,469514 (2003 QA91)
166,10,10,10,10,10,10.0,469584 (2003 YW179)
167,10,10,10,10,10,10.0,469610 (2004 HF79)
168,10,10,10,10,10,10.0,469615 (2004 PT107)
169,10,10,10,10,10,10.0,469705 (2005 EF298)
170,10,10,10,10,10,10.0,469707 (2005 GB187)
171,10,10,10,10,10,10.0,469708 (2005 GE187)
172,10,10,10,10,10,10.0,469987 (2006 HJ123)
173,10,10,10,10,10,10.0,470027 (2006 RC103)
174,10,10,10,10,10,10.0,470308 (2007 JH43)
175,10,10,10,10,10,10.0,470309 (2007 JK43)
176,10,10,10,10,10,10.0,470443 (2007 XV50)
177,10,10,10,10,10,10.0,470523 (2008 CS190)
178,10,10,10,10,10,10.0,470596 (2008 NW4)
179,10,10,10,10,10,10.0,471196 (2010 PK66)
180,10,10,10,10,10,10.0,471288 (2011 GM27)
181,10,10,10,10,10,10.0,471318 (2011 JF31)
182,10,10,10,10,10,10.0,471921 (2013 FC28)
183,10,10,10,10,10,10.0,471954 (2013 RM98)
184,10,10,10,10,10,10.0,472231 (2014 FU71)
185,10,10,10,10,10,10.0,472232 (2014 FW71)
186,10,10,10,10,10,10.0,472262 (2014 QN441)
187,10,10,10,10,10,10.0,472271 (2014 UM33)
188,10,10,10,10,10,10.0,482824 (2013 XC26)
189,10,10,10,10,10,10.0,483002 (2014 QS441)
190,10,10,10,10,10,10.0,487581 (2015 BE519)
191,10,10,10,10,10,10.0,488644 (2003 HY56)
192,10,10,10,10,10,10.0,491767 (2012 VU113)
193,10,10,10,10,10,10.0,491768 (2012 VV113)
194,10,10,10,10,10,10.0,493480 (2014 YZ49)
195,10,10,10,10,10,10.0,495613 (2015 FG345)
196,10,10,10,10,10,10.0,499514 (2010 OO127)
197,10,10,10,10,10,10.0,500828 (2013 GR136)
198,10,10,10,10,10,10.0,500829 (2013 GT136)
199,10,10,10,10,10,10.0,500830 (2013 GU136)
200,10,10,10,10,10,10.0,500831 (2013 GV136)
201,10,10,10,10,10,10.0,500835 (2013 GN137)
202,10,10,10,10,10,10.0,500836 (2013 GQ137)
203,10,10,10,10,10,10.0,500837 (2013 GT137)
204,10,10,10,10,10,10.0,500838 (2013 GV137)
205,10,10,10,10,10,10.0,500839 (2013 GW137)
206,10,10,10,10,10,10.0,500840 (2013 GA138)
207,10,10,10,10,10,10.0,500856 (2013 HT156)
208,10,10,10,10,10,10.0,500878 (2013 JG64)
209,10,10,10,10,10,10.0,500881 (2013 JM64)
210,10,10,10,10,10,10.0,500883 (2013 JJ65)
211,10,10,10,10,10,10.0,500884 (2013 JK65)
212,10,10,10,10,10,10.0,500885 (2013 JL65)
213,10,10,10,10,10,10.0,500886 (2013 JN65)
214,10,10,10,10,10,10.0,500887 (2013 JO65)
215,10,10,10,10,10,10.0,500888 (2013 JP65)
216,10,10,10,10,10,10.0,501105 (2013 SA87)
217,10,10,10,10,10,10.0,501546 (2014 JJ80)
218,10,10,10,10,10,10.0,501581 (2014 OB394)
219,10,10,10,10,10,10.0,503858 (1998 HQ151)
220,10,10,10,10,10,10.0,503883 (2001 QF331)
221,10,10,10,10,10,10.0,504555 (2008 SO266)
222,10,10,10,10,10,10.0,504847 (2010 RE188)
223,10,10,10,10,10,10.0,505412 (2013 QO95)
224,10,10,10,10,10,10.0,505446 (2013 SP99)
225,10,10,10,10,10,10.0,505447 (2013 SQ99)
226,10,10,10,10,10,10.0,505448 (2013 SA100)
227,10,10,10,10,10,10.0,505476 (2013 UL15)
