,0,1,2,3,4,median,Objname
310,0,0,1,0,0,0.0,1999 OK4
311,0,0,0,0,0,0.0,1999 OZ3
312,0,0,0,0,0,0.0,1999 RC215
313,0,0,0,0,0,0.0,1999 RG215
314,1,1,1,1,1,1.0,1999 RK215
315,0,2,2,0,0,0.0,1999 RR215
316,0,0,0,0,0,0.0,1999 RT214
317,10,10,10,10,10,10.0,1999 RV214
318,0,0,0,0,0,0.0,1999 RV215
319,0,0,0,0,0,0.0,1999 RW214
320,1,1,1,1,1,1.0,1999 RW215
321,0,0,0,0,0,0.0,1999 RX214
322,0,0,0,0,0,0.0,1999 RX215
323,0,0,0,0,0,0.0,1999 RY214
324,1,1,1,1,1,1.0,1999 TR11
325,0,0,0,0,0,0.0,1999 XY143
326,0,0,0,0,0,0.0,2000 AF255
327,0,0,0,0,0,0.0,2000 CE105
328,0,0,0,0,0,0.0,2000 CF105
329,0,0,0,0,0,0.0,2000 CG105
330,0,0,0,0,0,0.0,2000 CJ105
331,1,1,1,1,1,1.0,2000 CK105
332,0,0,0,0,0,0.0,2000 CL104
333,0,0,0,0,0,0.0,2000 CL105
334,0,0,0,0,0,0.0,2000 CN105
335,0,0,0,0,0,0.0,2000 CN114
336,0,0,0,0,0,0.0,2000 CO105
337,0,0,0,0,0,0.0,2000 CP104
338,0,0,0,0,0,0.0,2000 CQ114
339,1,1,1,1,1,1.0,2000 FB8
340,0,0,0,0,0,0.0,2000 FC8
341,0,0,0,0,0,0.0,2000 FF8
342,0,0,0,0,0,0.0,2000 FG8
343,0,0,0,0,0,0.0,2000 FH8
344,1,1,0,1,1,1.0,2000 FR53
345,0,0,0,0,0,0.0,2000 FS53
346,0,0,0,0,0,0.0,2000 FT53
347,1,1,0,1,1,1.0,2000 FX53
348,0,0,0,0,0,0.0,2000 GV146
349,0,0,0,0,0,0.0,2000 GX146
350,0,0,0,0,0,0.0,2000 GY146
351,0,0,0,0,0,0.0,2000 JF81
352,0,0,0,0,0,0.0,2000 KK4
353,0,0,1,0,0,0.0,2000 KL4
354,0,0,0,0,1,0.0,2000 OB51
355,0,0,0,0,0,0.0,2000 OH67
356,0,0,0,0,0,0.0,2000 ON67
357,1,1,1,1,1,1.0,2000 OP67
358,0,0,0,0,0,0.0,2000 OU69
359,0,0,0,0,0,0.0,2000 PA30
360,0,0,0,0,0,0.0,2000 PC30
361,0,0,0,0,0,0.0,2000 PD30
362,0,0,0,0,0,0.0,2000 PG30
363,1,1,1,1,1,1.0,2000 PL30
364,0,0,0,0,0,0.0,2000 PM30
365,0,0,0,0,0,0.0,2000 PN30
366,0,0,0,0,0,0.0,2000 PU29
367,0,0,0,0,0,0.0,2000 PW29
368,0,0,0,0,0,0.0,2000 PX29
369,0,0,0,0,0,0.0,2000 PY29
370,0,0,0,0,0,0.0,2000 QC226
371,0,0,0,0,0,0.0,2000 QE226
372,1,1,1,1,1,1.0,2000 QL251
373,1,1,1,1,1,1.0,2000 QN251
374,10,10,10,10,10,10.0,2000 ST331
375,0,0,0,0,0,0.0,2000 SY370
376,0,0,0,0,0,0.0,2000 WL183
377,0,0,0,0,0,0.0,2000 WM183
378,0,0,0,1,0,0.0,2000 WN183
379,0,0,0,0,0,0.0,2000 WO183
380,0,0,0,0,0,0.0,2000 WT169
381,0,0,0,0,0,0.0,2000 WV12
382,0,0,0,0,0,0.0,2000 YA2
383,0,0,0,0,0,0.0,2000 YB2
384,1,1,1,1,1,1.0,2000 YE2
385,0,0,0,0,0,0.0,2000 YF2
386,0,0,0,0,0,0.0,2000 YV1
387,0,0,0,0,0,0.0,2000 YX1
388,10,10,10,10,10,10.0,2000 YZ1
389,0,0,0,0,0,0.0,2001 DB106
390,0,0,0,0,0,0.0,2001 DC106
391,0,0,0,0,0,0.0,2001 DD106
392,0,0,0,0,0,0.0,2001 ES24
393,0,0,0,0,0,0.0,2001 FK185
394,0,0,0,0,0,0.0,2001 FK193
395,0,0,0,0,0,0.0,2001 FL185
396,10,10,10,10,10,10.0,2001 FL193
397,1,1,1,1,1,1.0,2001 FQ185
398,0,0,0,0,0,0.0,2001 FT185
399,1,1,1,1,1,1.0,2001 FU172
400,0,0,1,0,0,0.0,2001 HA59
401,0,0,0,0,0,0.0,2001 HZ58
402,0,0,0,0,0,0.0,2001 KA77
403,1,1,1,1,1,1.0,2001 KD77
404,0,0,0,0,0,0.0,2001 KE77
405,0,0,0,0,0,0.0,2001 KF76
406,0,0,0,0,0,0.0,2001 KH76
407,1,1,1,1,1,1.0,2001 KL76
408,0,0,0,0,0,0.0,2001 KO77
409,0,0,0,0,0,0.0,2001 KW76
410,1,1,1,1,1,1.0,2001 KY76
411,0,0,0,0,0,0.0,2001 OG109
412,0,0,0,0,0,0.0,2001 OK108
413,0,0,0,0,0,0.0,2001 OQ108
414,0,0,0,0,0,0.0,2001 OZ108
415,0,0,0,0,0,0.0,2001 PK47
416,0,0,0,0,0,0.0,2001 QA298
417,0,0,0,0,0,0.0,2001 QC298
418,0,0,0,0,0,0.0,2001 QD298
419,1,1,1,1,1,1.0,2001 QE298
420,1,1,1,1,1,1.0,2001 QF331
421,1,1,1,1,1,1.0,2001 QH298
422,0,0,0,0,0,0.0,2001 QO297
423,0,0,0,0,0,0.0,2001 QP297
424,0,0,0,0,0,0.0,2001 QQ297
425,0,0,0,0,0,0.0,2001 QQ322
426,0,0,0,0,0,0.0,2001 QR297
427,0,0,0,0,0,0.0,2001 QS322
428,0,0,0,0,0,0.0,2001 QW322
429,0,0,0,0,0,0.0,2001 QX297
430,0,0,0,0,0,0.0,2001 QZ297
431,1,1,1,1,1,1.0,2001 RU143
432,0,0,0,0,0,0.0,2001 RW143
433,1,1,1,1,1,1.0,2001 RX143
434,0,0,0,0,0,0.0,2001 RZ143
435,0,0,0,0,0,0.0,2001 SE291
436,0,0,0,0,0,0.0,2001 UN18
437,1,1,1,1,1,1.0,2001 UP18
438,1,1,1,1,1,1.0,2001 VN71
439,0,0,0,0,0,0.0,2001 XR254
440,0,0,0,0,0,0.0,2001 XU254
441,0,0,0,0,0,0.0,2001 XX254
442,0,0,0,0,0,0.0,2002 CB225
443,0,0,0,0,0,0.0,2002 CD251
444,1,1,1,1,1,1.0,2002 CE251
445,10,10,10,10,10,10.0,2002 CP154
446,0,0,0,0,0,0.0,2002 CS154
447,0,0,0,0,0,0.0,2002 CT154
448,0,0,0,0,0,0.0,2002 CU154
449,1,1,1,1,1,1.0,2002 CW224
450,0,1,0,1,0,0.0,2002 CX224
451,0,0,0,0,0,0.0,2002 CY154
452,0,0,0,0,0,0.0,2002 CY248
453,0,0,0,0,0,0.0,2002 CZ154
454,0,0,0,0,0,0.0,2002 CZ224
455,0,0,0,0,0,0.0,2002 FV6
456,0,0,0,0,0,0.0,2002 FW36
457,1,1,1,1,1,1.0,2002 FW6
458,0,0,0,0,0,0.0,2002 FX36
459,1,1,1,1,1,1.0,2002 GE32
460,1,1,1,1,1,1.0,2002 GF32
461,1,1,1,1,1,1.0,2002 GH166
462,0,0,0,0,0,0.0,2002 GH32
463,1,1,1,1,1,1.0,2002 GL32
464,1,1,1,2,1,1.0,2002 GR32
465,1,1,1,1,1,1.0,2002 GS32
466,1,1,1,1,1,1.0,2002 GV32
467,1,1,1,1,1,1.0,2002 GW31
468,1,1,1,1,1,1.0,2002 GW32
469,1,1,1,1,1,1.0,2002 GY32
470,0,0,0,0,0,0.0,2002 PA171
471,0,0,0,0,0,0.0,2002 PC171
472,0,0,0,0,0,0.0,2002 PD155
473,0,0,0,0,0,0.0,2002 PO149
474,0,0,0,0,0,0.0,2002 PP149
475,1,1,1,1,1,1.0,2002 PU170
476,0,0,0,0,0,0.0,2002 PV170
477,0,0,0,0,0,0.0,2002 PX170
478,0,0,0,0,0,0.0,2002 PY170
479,0,0,0,0,0,0.0,2002 VB131
480,0,0,0,0,0,0.0,2002 VD131
481,1,1,1,1,1,1.0,2002 VD138
482,0,1,0,0,0,0.0,2002 VE130
483,0,0,0,0,1,0.0,2002 VF130
484,0,0,0,0,0,0.0,2002 VF131
485,0,0,0,0,0,0.0,2002 VT130
486,1,1,1,1,1,1.0,2002 VV130
487,1,1,1,1,1,1.0,2002 VX130
488,0,0,0,0,0,0.0,2002 WL21
489,0,0,0,0,0,0.0,2002 XH91
490,1,1,1,1,1,1.0,2002 XV93
491,0,0,0,0,0,0.0,2003 FA130
492,0,0,0,0,0,0.0,2003 FD128
493,1,1,1,1,1,1.0,2003 FL127
494,0,0,0,0,0,0.0,2003 FM127
495,0,0,0,0,0,0.0,2003 FM129
496,0,0,0,0,0,0.0,2003 GF55
497,1,1,1,1,1,1.0,2003 HA57
498,1,1,1,1,1,1.0,2003 HD57
499,0,0,0,0,0,0.0,2003 HE57
500,1,1,1,1,1,1.0,2003 HF57
501,0,1,0,0,0,0.0,2003 HG57
502,0,0,0,0,0,0.0,2003 HH57
503,0,0,0,0,0,0.0,2003 HX56
504,0,0,0,0,0,0.0,2003 HZ56
505,0,0,0,0,0,0.0,2003 KO20
506,0,0,0,0,0,0.0,2003 LD9
507,0,0,0,0,0,0.0,2003 QA112
508,0,0,0,0,0,0.0,2003 QA92
509,0,0,0,0,0,0.0,2003 QB112
510,1,1,1,1,1,1.0,2003 QB91
511,0,0,0,0,0,0.0,2003 QD91
512,0,0,0,0,0,0.0,2003 QE112
513,0,0,0,0,0,0.0,2003 QE91
514,0,0,0,0,0,0.0,2003 QF91
515,0,0,0,0,0,0.0,2003 QG91
516,0,0,0,0,0,0.0,2003 QJ91
517,0,0,0,0,0,0.0,2003 QL91
518,0,0,0,0,0,0.0,2003 QN91
519,0,0,0,0,0,0.0,2003 QO91
520,0,0,0,0,0,0.0,2003 QQ91
521,0,0,0,0,0,0.0,2003 QR91
522,0,0,0,0,1,0.0,2003 QS91
523,0,0,0,0,0,0.0,2003 QT91
524,0,0,0,0,0,0.0,2003 QV90
525,1,1,1,1,1,1.0,2003 QX111
526,0,0,0,0,0,0.0,2003 QX113
527,0,0,0,0,0,0.0,2003 QX90
528,1,1,1,1,1,1.0,2003 QX91
529,0,0,0,0,0,0.0,2003 QY111
530,0,0,0,0,0,0.0,2003 QY90
531,0,0,0,0,0,0.0,2003 QZ111
532,0,0,0,0,0,0.0,2003 SN317
533,1,1,1,1,1,1.0,2003 SO317
534,0,0,0,0,0,0.0,2003 SQ317
535,1,1,1,1,1,1.0,2003 SR317
536,1,1,1,1,1,1.0,2003 TH58
537,0,0,0,0,0,0.0,2003 TJ58
538,0,0,0,0,0,0.0,2003 TK58
539,0,0,0,0,0,0.0,2003 TL58
540,0,0,0,0,0,0.0,2003 UB292
541,0,0,0,0,0,0.0,2003 UN284
542,0,0,0,0,0,0.0,2003 UN292
543,0,0,0,0,0,0.0,2003 UT291
544,1,1,1,1,1,1.0,2003 UT292
545,1,1,1,1,1,1.0,2003 UV292
546,0,0,0,0,0,0.0,2003 UY291
547,0,0,0,0,0,0.0,2003 UY413
548,0,0,0,0,1,0.0,2003 UZ291
549,1,1,1,1,1,1.0,2003 WA191
550,0,0,0,0,0,0.0,2003 WU188
551,0,1,0,0,1,0.0,2003 YJ179
552,0,0,0,0,0,0.0,2003 YK179
553,0,0,0,0,0,0.0,2003 YL179
554,0,0,0,0,0,0.0,2003 YM179
555,0,0,0,0,0,0.0,2003 YN179
556,0,0,0,0,0,0.0,2003 YP179
557,0,0,0,0,0,0.0,2003 YR179
558,0,0,0,0,0,0.0,2003 YS179
559,0,0,0,0,0,0.0,2003 YT179
560,0,0,0,0,0,0.0,2003 YU179
561,0,0,0,0,0,0.0,2003 YV179
562,0,0,0,0,0,0.0,2003 YX179
563,0,0,0,0,0,0.0,2004 DH64
564,0,0,0,0,0,0.0,2004 DM71
565,1,1,1,1,1,1.0,2004 EJ96
566,10,10,10,10,10,10.0,2004 EP95
567,0,0,0,0,0,0.0,2004 ES95
568,1,1,1,1,1,1.0,2004 EV95
569,1,1,1,1,1,1.0,2004 FU148
570,1,1,1,1,1,1.0,2004 FW164
571,1,1,1,1,1,1.0,2004 HA79
572,1,1,1,1,1,1.0,2004 HB79
573,0,0,0,0,0,0.0,2004 HC79
574,0,0,0,0,0,0.0,2004 HD79
575,0,0,0,0,0,0.0,2004 HE79
576,0,0,0,0,0,0.0,2004 HG79
577,0,0,0,0,0,0.0,2004 HH79
578,0,0,0,0,0,0.0,2004 HK79
579,0,0,0,0,0,0.0,2004 HL79
580,1,1,1,1,1,1.0,2004 HM79
581,1,1,1,1,1,1.0,2004 HN79
582,1,1,1,1,1,1.0,2004 HP79
583,1,1,1,1,1,1.0,2004 HX78
584,1,1,1,1,1,1.0,2004 HY78
585,1,1,1,1,1,1.0,2004 HZ78
586,1,1,1,1,1,1.0,2004 KB19
587,1,1,1,1,1,1.0,2004 KC19
588,0,0,0,0,0,0.0,2004 KD19
589,0,0,0,0,0,0.0,2004 KE19
590,0,0,0,0,0,0.0,2004 KF19
591,0,0,0,0,0,0.0,2004 KG19
592,0,0,0,0,0,0.0,2004 KH19
593,0,0,0,0,0,0.0,2004 KJ19
594,1,1,0,1,1,1.0,2004 KK19
595,1,1,1,1,1,1.0,2004 KM19
596,0,0,0,0,0,0.0,2004 LW31
597,1,1,1,1,1,1.0,2004 MS8
598,0,0,0,0,0,0.0,2004 MT8
599,0,0,0,0,0,0.0,2004 MU8
600,0,0,0,0,0,0.0,2004 MV8
601,0,0,0,0,0,0.0,2004 OJ14
602,0,0,0,0,0,0.0,2004 OP15
603,1,1,1,1,1,1.0,2004 OQ15
604,0,0,0,0,0,0.0,2004 PA112
605,0,0,0,0,0,0.0,2004 PB108
606,0,0,0,0,0,0.0,2004 PS107
607,0,0,0,0,0,0.0,2004 PT117
608,0,0,0,0,0,0.0,2004 PU117
609,0,0,0,0,0,0.0,2004 PV117
610,1,1,1,1,1,1.0,2004 PW107
611,0,0,0,0,0,0.0,2004 PW117
612,0,0,0,0,0,0.0,2004 PX107
613,0,0,0,0,0,0.0,2004 PX117
614,0,0,0,0,0,0.0,2004 PY107
615,1,1,1,1,1,1.0,2004 PZ107
616,0,0,0,0,0,0.0,2004 QE29
617,0,0,0,0,0,0.0,2004 QG29
618,0,1,1,0,0,0.0,2004 QH29
619,1,1,1,1,1,1.0,2004 SC60
620,1,1,1,1,1,1.0,2004 TV357
621,1,1,1,1,1,1.0,2004 TX357
622,0,0,0,0,0,0.0,2004 UD10
623,1,1,1,1,1,1.0,2004 US10
624,10,10,10,10,10,10.0,2004 VA131
625,10,10,10,10,10,10.0,2004 VB131
626,0,0,0,0,0,0.0,2004 VC131
627,0,0,0,0,0,0.0,2004 VD131
628,1,1,1,1,1,1.0,2004 VE131
629,1,1,1,1,1,1.0,2004 VF131
630,1,0,1,1,1,1.0,2004 VS75
631,1,1,1,1,1,1.0,2004 VT75
632,1,1,1,1,1,1.0,2004 VU75
633,1,1,1,1,1,1.0,2004 VV130
634,1,1,1,1,1,1.0,2004 VX130
635,1,1,1,1,1,1.0,2004 VY130
636,1,1,1,1,1,1.0,2004 VZ130
637,1,1,1,1,1,1.0,2004 VZ75
638,0,0,0,0,0,0.0,2004 XX190
639,0,0,0,0,0,0.0,2005 BV49
640,0,0,0,0,0,0.0,2005 BW49
641,1,1,1,1,1,1.0,2005 CA79
642,1,1,1,1,1,1.0,2005 CD81
643,0,0,0,0,0,0.0,2005 CE81
644,1,1,1,1,1,1.0,2005 CF81
645,0,0,0,0,0,0.0,2005 CG81
646,0,1,1,1,0,1.0,2005 EB318
