,mass_1,radius_1,x_1,y_1,z_1,vx_1,vy_1,vz_1,mass_2,radius_2,x_2,y_2,z_2,vx_2,vy_2,vz_2,mass_3,radius_3,x_3,y_3,z_3,vx_3,vy_3,vz_3,mass_4,radius_4,x_4,y_4,z_4,vx_4,vy_4,vz_4,mass_5,radius_5,x_5,y_5,z_5,vx_5,vy_5,vz_5,mass_6,radius_6,x_6,y_6,z_6,vx_6,vy_6,vz_6,mass_7,radius_7,x_7,y_7,z_7,vx_7,vy_7,vz_7,mass_8,radius_8,x_8,y_8,z_8,vx_8,vy_8,vz_8
0,1.660120825375342e-07,1.631393540950981e-08,-0.254242828060347,-0.381771572027445,-0.007870852777190438,6.476708837966982,-5.209412035309896,-1.0198559198776276,2.447838287784771e-06,4.045378434654418e-08,-0.3599311419144976,-0.6290905238711847,0.01214109874620468,6.361031333606278,-3.7021997154614055,-0.41785247702308304,3.040432648020684e-06,4.437104331057835e-07,-0.7865819807702349,-0.628782600072276,2.973022726125117e-05,3.82150118226174,-4.931910410338866,0.00018533424668715069,3.2271560375549955e-07,2.270212793877687e-08,0.2221670510714903,1.533089105466608,0.02667428589879409,-4.864749584932862,1.167771568767709,0.1438613792718146,0.0009547919099366768,4.778945025452157e-07,-5.137728735648064,-1.830033202976326,0.1225622551723753,0.892483989575674,-2.468685729937687,-0.00971950886498468,0.0002858856700231729,4.0286669668487467e-07,-1.253998263783499,-9.974727034782289,0.2232868166852707,1.9114441596094656,-0.2625322858319302,-0.07152712048476526,4.3662496132004074e-05,1.708513622580592e-07,18.14925711926034,8.228570969640714,-0.2044402566267084,-0.6024944751718081,1.2389727846935779,0.012402912653741442,5.151383772628657e-05,1.6553711549585576e-07,28.45166062687688,-9.340767897131974,-0.4633614382162588,0.3512312149593572,1.093898270147957,-0.03066869210557522
