,mass_1,radius_1,x_1,y_1,z_1,vx_1,vy_1,vz_1,mass_2,radius_2,x_2,y_2,z_2,vx_2,vy_2,vz_2,mass_3,radius_3,x_3,y_3,z_3,vx_3,vy_3,vz_3,mass_4,radius_4,x_4,y_4,z_4,vx_4,vy_4,vz_4,mass_5,radius_5,x_5,y_5,z_5,vx_5,vy_5,vz_5,mass_6,radius_6,x_6,y_6,z_6,vx_6,vy_6,vz_6,mass_7,radius_7,x_7,y_7,z_7,vx_7,vy_7,vz_7,mass_8,radius_8,x_8,y_8,z_8,vx_8,vy_8,vz_8
0,1.660120825375342e-07,1.631393540950981e-08,-0.1591109835200624,0.2773603509300839,0.03726074846673734,-10.982349792561207,-4.719876100909578,0.6221407836991412,2.447838287784771e-06,4.045378434654418e-08,-0.536921971652891,-0.4840980367741278,0.02435830475123638,4.894607672550329,-5.52171769168064,-0.358087844164902,3.040432648020684e-06,4.437104331057835e-07,-0.8828617160997703,-0.4785388581688501,1.278244927922594e-05,2.8921370315461195,-5.5480627540036185,0.00011314797994332473,3.2271560375549955e-07,2.270212793877687e-08,1.243287360232757,-0.6005274454559549,-0.04311349675517546,2.4185781184386905,5.039340416505326,0.046195811327735065,0.0009547919099366768,4.778945025452157e-07,3.36747374204898,-3.799657588569701,-0.0595826577583658,2.030269406036797,1.9607985613085277,-0.053573699690789886,0.0002858856700231729,4.0286669668487467e-07,-9.239406547487677,1.687982080581963,0.3383556769502603,-0.4738142989910814,-2.0075190763403628,0.05384118364743842,4.3662496132004074e-05,1.708513622580592e-07,19.94161504887934,-2.494334570557757,-0.2675608061241448,0.16942315730700278,1.359895418953447,0.0028401642531281036,5.151383772628657e-05,1.6553711549585576e-07,24.35757024122047,-17.56551612676158,-0.1996222099309024,0.6648762631207907,0.9381351873328468,-0.03460896033774346
