,flag,epoch,sbx,sby,sbz,sbvx,sbvy,sbvz
0,1.0,2456060.0,35.730530749584105,19.912366781682188,1.910255271415859,-0.44845027835156986,0.7801001590284524,-0.3318915030062861
1,1.0,2456060.0,35.722920190703434,19.899210297126025,1.9125380120232762,-0.45335128361041016,0.7777479036573548,-0.33224980947463834
2,1.0,2456060.0,35.67536229677712,19.748928884019158,1.9469315610684195,-0.43279055533475214,0.7919498718619234,-0.3318881228960551
3,1.0,2456060.0,35.72833476234207,19.910251978286485,1.9104224597337174,-0.4499914651787725,0.7792688450873916,-0.33199578463380025
4,1.0,2456060.0,35.71332193940837,19.868904648935892,1.9194688249786376,-0.44021075369084117,0.7857079721906686,-0.33182038560702665
5,1.0,2456060.0,35.7158513079488,19.889910706861397,1.9137577841317253,-0.4547472391742962,0.7770181923583912,-0.3324553546899317
6,1.0,2456060.0,35.7296149882444,19.911781941846883,1.9102409726280163,-0.44877495098754444,0.779868850494583,-0.33190387707254887
7,1.0,2456060.0,35.73245474929964,19.912873051243498,1.910541227834674,-0.4495259999111538,0.779534760547517,-0.33205106802060397
8,1.0,2456060.0,35.722486234752616,19.89894621229904,1.9125525606125198,-0.4533805891719343,0.7777596463023768,-0.3322956594660724
9,1.0,2456060.0,35.69228468687256,19.811274760800565,1.932026889689626,-0.4360364155417452,0.7888848472529187,-0.3318590597319371
10,1.0,2456060.0,35.691269263734306,19.855416906365193,1.9186328478204082,-0.45903577041189386,0.7757695819262013,-0.3330454005242499
11,1.0,2456060.0,35.72755893398679,19.910471518306878,1.9101722961344256,-0.44774761335354885,0.7804045377483075,-0.33187290226560506
12,1.0,2456060.0,35.72449203697649,19.902535096754697,1.911848227955633,-0.4525668563341966,0.778022161809336,-0.33217424483702357
13,1.0,2456060.0,35.723360751720996,19.894380900691136,1.9140799780490028,-0.44292794343394204,0.7835409164072908,-0.331644990536544
14,1.0,2456060.0,35.727600426573794,19.906367402868216,1.911421696741498,-0.45180652609002486,0.7785020924708852,-0.3320647352672696
15,1.0,2456060.0,35.70182135716494,19.835732482863747,1.9268462207806838,-0.43758485248254936,0.7877804415440421,-0.3317283062018054
16,1.0,2456060.0,35.71964704155345,19.894330512965563,1.9132495996824241,-0.4433770419240415,0.7830705342518112,-0.33168036256144706
17,1.0,2456060.0,35.71623385984012,19.889143712596635,1.9139889291830459,-0.45503186410366125,0.7771496590648689,-0.3324412537403624
18,1.0,2456060.0,35.695129632307975,19.85681890450656,1.9190332621579715,-0.45902264131844295,0.7759050223725583,-0.33286435823561633
19,1.0,2456060.0,35.73032544230296,19.910823136152032,1.9106814587619665,-0.446625067604351,0.7811738411305893,-0.331885335924645
20,1.0,2456060.0,35.716074088312794,19.890387171076625,1.9136447397666565,-0.4547127899154284,0.7771370537540802,-0.33246062071504373
