,flag,sbx,sby,sbz,sbvx,sbvy,sbvz,epoch
0,1.0,10.80457239374846,-24.05919171828175,-25.601627957721668,-0.5971827173153899,-0.7699166485911438,0.47150393615422176,2458725.5
