,flag,epoch,sbx,sby,sbz,sbvx,sbvy,sbvz
0,1.0,2457300.0,-37.39920357536951,13.84347381414508,2.0233627837576638,-0.36010008545187994,-0.9772145725901389,0.04318352144974974
1,1.0,2457300.0,-37.39909226409072,13.843424576315629,2.023357262330317,-0.36011359773055895,-0.9772084637496461,0.0431831046920239
2,1.0,2457300.0,-37.39954219828701,13.84360800056406,2.0233774727069553,-0.36008997838095796,-0.9772264027528681,0.04318277683735597
3,1.0,2457300.0,-37.39892973029496,13.84338231364119,2.023345809265148,-0.36006722882968717,-0.9772163262743684,0.04318225745881439
4,1.0,2457300.0,-37.39891225829078,13.843370473865212,2.0233399520085102,-0.36009119935313816,-0.9772100765853209,0.04318281459969864
5,1.0,2457300.0,-37.39953607203463,13.843597904821376,2.023377062423923,-0.3600968884200531,-0.9772282651256777,0.043182962926992405
6,1.0,2457300.0,-37.3990316708738,13.84340813788226,2.0233536138465826,-0.3601102135581647,-0.9772066449100274,0.043182246361526525
7,1.0,2457300.0,-37.399305833069654,13.84351652008281,2.023365897309421,-0.3600960433774373,-0.9772184295540727,0.04318663424539388
8,1.0,2457300.0,-37.398758010472086,13.843302098692945,2.0233350163956065,-0.3601149832207772,-0.9771955177459395,0.04318605769903837
9,1.0,2457300.0,-37.39930473959387,13.843505776876846,2.0233727923538924,-0.36008766893363003,-0.9772224780739821,0.04318322535028954
10,1.0,2457300.0,-37.39911920652666,13.843443916880195,2.0233603163028877,-0.3600985102242743,-0.9772121500725711,0.043183368637794615
11,1.0,2457300.0,-37.39901071407217,13.843398808704368,2.0233540431470525,-0.36012649249088724,-0.9772024863966978,0.04318390491272395
12,1.0,2457300.0,-37.39909977125829,13.843439999460776,2.0233570502033085,-0.36008835868205247,-0.9772158751125546,0.04318278091606277
13,1.0,2457300.0,-37.39874437606665,13.843306114218526,2.0233395538745698,-0.3600874722548357,-0.9772030328482066,0.04318344885282789
14,1.0,2457300.0,-37.39914012979684,13.843443346786737,2.0233622993462284,-0.3601081191815449,-0.977210415087197,0.043184565147731044
15,1.0,2457300.0,-37.39898606454157,13.843390558977003,2.0233507861342535,-0.36010782809855646,-0.9772066876013994,0.04318281091039943
16,1.0,2457300.0,-37.399499226825995,13.84357819857976,2.023375344556885,-0.36010640125284826,-0.9772217986338781,0.04318204882308485
17,1.0,2457300.0,-37.39961234367091,13.843633121422334,2.0233825151942915,-0.3601179170070172,-0.9772221093747607,0.04318509964129908
18,1.0,2457300.0,-37.399186797215215,13.843468775081599,2.023360901413886,-0.3600859147627252,-0.9772182306701117,0.04318133123980462
19,1.0,2457300.0,-37.3988350025898,13.84333764191099,2.0233429010509396,-0.3600978290016576,-0.9772066881114941,0.04318502852454397
20,1.0,2457300.0,-37.39900831035775,13.843395889772195,2.0233511679790714,-0.3600829128425005,-0.9772119547317172,0.04318331354480032
