,flag,epoch,sbx,sby,sbz,sbvx,sbvy,sbvz
0,1.0,2457160.0,20.98722781409718,-28.662695974104295,-4.302378157274704,0.8677379550193562,0.5181936649934222,0.48314224114306853
1,1.0,2457160.0,20.987416074747273,-28.66294969510459,-4.302414807133935,0.8677477902864711,0.5181918721394028,0.4831496529738164
2,1.0,2457160.0,20.987284097838916,-28.662763476881064,-4.302390528274495,0.8677393413956578,0.5181957053340082,0.4831447452405477
3,1.0,2457160.0,20.987341315098742,-28.662859866029248,-4.302402729165358,0.8677305024849772,0.5182153090542656,0.48314710113349896
4,1.0,2457160.0,20.987206440780838,-28.662680988479043,-4.302376215324392,0.8677486639216195,0.5181805313230713,0.48313892330837754
5,1.0,2457160.0,20.98730158292979,-28.662801779314144,-4.302394354137774,0.8677013557247744,0.5182437355869647,0.4831493661116558
6,1.0,2457160.0,20.987108469557477,-28.66253863408907,-4.302353576023203,0.8677190059225508,0.518208368756276,0.48313775852467056
7,1.0,2457160.0,20.987285414716318,-28.662780806464628,-4.302387994520325,0.867752579083004,0.5181839485678083,0.48314229652201374
8,1.0,2457160.0,20.986907802631286,-28.662260561812253,-4.302304441661856,0.8677117988578397,0.5181920667266161,0.48313616375619656
9,1.0,2457160.0,20.987359033773764,-28.66288070155915,-4.302410406123312,0.8677221000829328,0.5182231251759468,0.4831501963755305
10,1.0,2457160.0,20.987058941517432,-28.66246461751302,-4.302344353927072,0.8677425726631917,0.5181706124392482,0.483138716089303
11,1.0,2457160.0,20.98708487249055,-28.66250101261912,-4.302340066784138,0.8677466900394353,0.5181725638826775,0.4831363028705023
12,1.0,2457160.0,20.987244232026974,-28.66271664099471,-4.302383004804316,0.8677464969338233,0.518183378082772,0.4831415726902256
13,1.0,2457160.0,20.98689254082666,-28.662244495025337,-4.3023081023819225,0.8677174069740551,0.5181994929071394,0.4831338229365475
14,1.0,2457160.0,20.987234036471193,-28.662711046248766,-4.3023862604992615,0.8677307903519798,0.5182004484760284,0.4831415773820621
15,1.0,2457160.0,20.987222839857004,-28.662689741041852,-4.302376046843993,0.8677152537317042,0.5182219094014273,0.4831445778809293
16,1.0,2457160.0,20.98686269675575,-28.66219744363011,-4.302303229104446,0.867723434864554,0.5181830587407799,0.4831314537866968
17,1.0,2457160.0,20.98732269066872,-28.662829523731006,-4.30239450634396,0.8677276898554017,0.5182099256865071,0.48314569502496707
18,1.0,2457160.0,20.98718378327363,-28.662630147812834,-4.302365158443482,0.8677265686192546,0.5182008016142174,0.4831447553586952
19,1.0,2457160.0,20.987229261270915,-28.662693139827994,-4.302372727290822,0.867746856781354,0.5181821951367102,0.4831439797438438
20,1.0,2457160.0,20.987639423078786,-28.66324623667701,-4.302460395781349,0.867770780371766,0.5181925457165528,0.4831491111078671
